"scientific_name";"genus";"specific_epithet";"species_author";"collector_id";"recorded_by";"colnum_full";"prefix";"colnum";"sufix";"col_date";"col_day";"col_month";"col_year";"det_by";"det_date";"det_day";"det_month";"det_year";"country_id";"country";"continent";"locality";"coordinate_id";"ddlong";"ddlat";"institute";"herbarium_code";"barcode";"orig_bc";"coll_surname";"huh_name";"geo_col";"wiki_url";"region";"specificEpithet";"orig_recby";"orig_detby";"country_iso3";"sp_idx";"status";"accepted_name";"ipni_species_author";"ipni_no";"geo_issues"
0;"Orophea";"corymbosa";0;0;"Zollinger";"2370";"";2370;"";"<NA>";NA;NA;NA;"Kessler, P";"12/01/1986 - 12/01/1986";12;1;1986;"not found";"Indonésie";0;"Planta Javanica";0;NA;NA;"0";"0";"P01987539";"P01987539";"Zollinger";"Zollinger, Heinrich";"Indonesia";"http://en.wikipedia.org/wiki/Heinrich_Zollinger";"";0;"Zollinger";"Kessler, P.";"not found";"Orophea corymbosa";"ACCEPTED";"Orophea corymbosa";"(Blume) Zoll.";"https://ipni.org/n/74211-1";NA
0;"Orophea";"corymbosa";0;0;"Zollinger";"2638";"";2638;"";"<NA>";NA;NA;NA;"Kessler, P";"12/01/1986 - 12/01/1986";12;1;1986;"not found";"Indonésie";0;"Java";0;NA;NA;"0";"0";"P01987535";"P01987535";"Zollinger";"Zollinger, Heinrich";"Indonesia";"http://en.wikipedia.org/wiki/Heinrich_Zollinger";"";0;"Zollinger";"Kessler, P.";"not found";"Orophea corymbosa";"ACCEPTED";"Orophea corymbosa";"(Blume) Zoll.";"https://ipni.org/n/74211-1";NA
0;"Orophea";"corymbosa";0;0;"Blume";"";"<NA>";NA;"<NA>";"01/01/1834 - 31/12/1834";1;1;1834;"Kessler, P, Kessler, P";"06/01/1986 - 06/01/1986";6;1;1986;"not found";"Indonésie";0;"Java";0;NA;NA;"0, 0";"0, 0";"P01987545, P01987544";"P01987545, P01987544";"Blume";"Blume, Carl(Karl) Ludwig von";"";"";"";NA;"";"";"not found";"Orophea corymbosa";"ACCEPTED";"Orophea corymbosa";"(Blume) Zoll.";"https://ipni.org/n/74211-1";NA
0;"Orophea";"cumingiana";0;0;"Cuming";"854";"";854;"";"<NA>";NA;NA;NA;"Kessler, P";"01/03/1986 - 01/03/1986";1;3;1986;"PH";"Philippines";0;"Philippines";0;NA;NA;"0";"0";"P00389912";"P00389912";"Cuming";"Cuming, Hugh";"Bolivia, Chile, Colombia, Ecuador, India, Jamaica, Malaysia, Panama, Peru, Philippines, Sri Lanka";"0";"";0;"Cuming";"Kessler, P.";"PHL";"Orophea cumingiana";"ACCEPTED";"Orophea cumingiana";"S.Vidal";"https://ipni.org/n/74213-1";NA
0;"Orophea";"enneandra";0;0;"Zollinger";"2688";"";2688;"";"<NA>";NA;NA;NA;"Kessler, P";"07/02/1986 - 07/02/1986";7;2;1986;"not found";"Indonésie";0;"Planta Javanica";0;NA;NA;"0";"0";"P01987496";"P01987496";"Zollinger";"Zollinger, Heinrich";"Indonesia";"http://en.wikipedia.org/wiki/Heinrich_Zollinger";"";0;"Zollinger";"Kessler, P.";"not found";"Orophea enneandra";"ACCEPTED";"Orophea enneandra";"Blume";"https://ipni.org/n/74222-1";NA
0;"Orophea";"enneandra";0;0;"Teijsmann";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"Kessler, P";"12/01/1986 - 12/01/1986";12;1;1986;"not found";"Indonésie";0;"Java";0;NA;NA;"0";"0";"P01987495";"P01987495";"Teijsmann";"Teijsmann, Johannes Elias";"Indonesia, Malaysia, Papua New Guinea";"0";"";0;"Teijsmann";"Kessler, P.";"not found";"Orophea enneandra";"ACCEPTED";"Orophea enneandra";"Blume";"https://ipni.org/n/74222-1";NA
0;"Orophea";"hainanensis";0;0;"Wang, C";"33695, 33695";"";33695;"";"13/08/1933 - 13/08/1933";13;8;1933;"Kessler, P, Kessler, P";"03/09/1985 - 03/09/1985";3;9;1985;"not found";"Chine";0;"Hainan. in dense forest.";0;NA;NA;"0, 0";"0, 0";"P01967161, P01967164";"P01967161, P01967164";"Wang";"Wang, C";"<NA>";"<NA>";"";NA;"";"";"not found";"Orophea hainanensis";"ACCEPTED";"Orophea hainanensis";"Merr.";"https://ipni.org/n/74230-1";NA
0;"Orophea";"myriantha";0;0;"Villamil, A";"387";"";387;"";"01/05/1917 - 30/09/1917";1;5;1917;"Kessler, P";"07/02/1986 - 07/02/1986";7;2;1986;"not found";"Malaisie";0;"British North Borneo";0;NA;NA;"0";"0";"P01987480";"P01987480";"Villamil";"Villamil, A";"<NA>";"<NA>";"Sabah";0;"Villamil, A.";"Kessler, P.";"not found";"Orophea myriantha";"ACCEPTED";"Orophea myriantha";"Merr.";"https://ipni.org/n/74247-1";NA
0;"Orophea";"polycarpa";0;0;"Kerr, AFG";"5063";"";5063;"";"09/03/1921 - 09/03/1921";9;3;1921;"Kessler, P";"03/09/1985 - 03/09/1985";3;9;1985;"not found";"Thaïlande";0;"Siam.";0;NA;NA;"0";"0";"P01987659";"P01987659";"Kerr";"Kerr, Arthur Francis George";"France, Laos, Malaysia, Myanmar, Thailand";"0";"";0;"Kerr, A.F.G.";"Kessler, P.";"not found";"Orophea polycarpa";"ACCEPTED";"Orophea polycarpa";"A.DC.";"https://ipni.org/n/74255-1";NA
0;"Orophea";"polycarpa";0;0;"Kerr, AFG";"5712";"";5712;"";"29/03/1922 - 29/03/1922";29;3;1922;"Kessler, P";"03/09/1985 - 03/09/1985";3;9;1985;"not found";"Thaïlande";0;"Siam";0;NA;NA;"0";"0";"P01987661";"P01987661";"Kerr";"Kerr, Arthur Francis George";"France, Laos, Malaysia, Myanmar, Thailand";"0";"";0;"Kerr, A.F.G.";"Kessler, P.";"not found";"Orophea polycarpa";"ACCEPTED";"Orophea polycarpa";"A.DC.";"https://ipni.org/n/74255-1";NA
0;"Orophea";"polycarpa";0;0;"Kerr, AFG";"5888";"";5888;"";"20/04/1922 - 20/04/1922";20;4;1922;"Kerr, AFG";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Siam";0;NA;NA;"0";"0";"P01987658";"P01987658";"Kerr";"Kerr, Arthur Francis George";"France, Laos, Malaysia, Myanmar, Thailand";"0";"";0;"Kerr, A.F.G.";"Kerr, A.F.G.";"not found";"Orophea polycarpa";"ACCEPTED";"Orophea polycarpa";"A.DC.";"https://ipni.org/n/74255-1";NA
0;"Orophea";"polycarpa";0;0;"King";"134";"";134;"";"01/01/1884 - 31/12/1884";1;1;1884;"nan";"<NA>";NA;NA;NA;"not found";"Inde";0;"Flora of the Andamans";0;NA;NA;"0";"0";"P01956339";"P01956339";"King";"King";"<NA>";"<NA>";"Andaman and Nicobar Islands";0;"King";"<NA>";"not found";"Orophea polycarpa";"ACCEPTED";"Orophea polycarpa";"A.DC.";"https://ipni.org/n/74255-1";NA
0;"Orophea";"polycarpa";0;0;"Thwaites";"2406";"";2406;"";"01/01/1854 - 31/12/1854";1;1;1854;"Kessler, P";"08/03/1984 - 08/03/1984";8;3;1984;"LK";"Sri Lanka";0;"Ceylan.";0;NA;NA;"0";"0";"P00734873";"P00734873";"Thwaites";"Thwaites";"<NA>";"<NA>";"";0;"Thwaites";"Kessler, P.";"LKA";"Orophea polycarpa";"ACCEPTED";"Orophea polycarpa";"A.DC.";"https://ipni.org/n/74255-1";NA
0;"Orophea";"polycarpa";0;0;"Harmand, J";"";"<NA>";NA;"<NA>";"01/01/1875 - 31/12/1877";1;1;1875;"Kessler, P";"08/03/1984 - 08/03/1984";8;3;1984;"VN";"Viet Nam";0;"Iter Mekhong - Hué. Empire d'Annam. Hué";0;NA;NA;"0";"0";"P01987676";"P01987676";"Harmand";"Harmand, Julien Herbert Auguste Jules";"0";"0";"Thừa Thiên - Huế";0;"Harmand, J.";"Kessler, P.";"VNM";"Orophea polycarpa";"ACCEPTED";"Orophea polycarpa";"A.DC.";"https://ipni.org/n/74255-1";NA
0;"Orophea";"trigyna";0;0;"Korthals";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"<NA>";0;"Borneo.";0;NA;NA;"0";"0";"P02084038";"P02084038";"Korthals";"Korthals, Pieter Willem";"Indonesia, Malaysia, Suriname, Venezuela";"http://en.wikipedia.org/wiki/Pieter_Willem_Korthals";"";0;"Korthals";"<NA>";"not found";"Orophea trigyna";"ACCEPTED";"Orophea trigyna";"Miq.";"https://ipni.org/n/74276-1";NA
0;"Orophea";"zeylanica";0;0;"Stocks";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"Kessler, P";"10/01/1986 - 10/01/1986";10;1;1986;"not found";"Inde";0;"Ind. Or. Malabar, Concan, &. Regio. trop.";0;NA;NA;"0";"0";"P00734879";"P00734879";"Stocks";"Stocks";"<NA>";"<NA>";"";0;"Stocks";"Kessler, P.";"not found";"Orophea zeylanica";"ACCEPTED";"Orophea zeylanica";"Hook.f. & Thomson";"https://ipni.org/n/74284-1";NA
0;"Phaeanthus";"nutans";0;0;"Griffith";"396";"";396;"";"<NA>";NA;NA;NA;"Mols, JB";"01/07/1998 - 31/07/1998";1;7;1998;"not found";"<NA>";0;"Birma and Malay Penins.";0;NA;NA;"0";"0";"P00732372";"P00732372";"Griffith";"Griffith";"<NA>";"<NA>";"";0;"Griffith";"Mols, J.B.";"not found";"Phaeanthus nutans";"SYNONYM";"Phaeanthus ophthalmicus";"(Roxb. ex G.Don) J.Sinclair";"https://ipni.org/n/74448-1";NA
0;"Phaeanthus";"vietnamensis";0;0;"Poilane";"7076";"";7076;"";"<NA>";NA;NA;NA;"Kessler, P";"01/05/2004 - 31/05/2004";1;5;2004;"VN";"Viet Nam";0;"<NA>";0;NA;NA;"0";"0";"P01960478";"P01960478";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"";0;"Poilane";"Kessler, P.";"VNM";"Phaeanthus vietnamensis";"ACCEPTED";"Phaeanthus vietnamensis";"Bân";"https://ipni.org/n/77070637-1";NA
0;"Phoenicanthus";"obliquus";0;0;"Thwaites";"2703";"";2703;"";"01/01/1854 - 31/12/1854";1;1;1854;"Kessler, P";"03/09/1985 - 03/09/1985";3;9;1985;"LK";"Sri Lanka";0;"Ceylan";0;NA;NA;"0";"0";"P01986558";"P01986558";"Thwaites";"Thwaites";"<NA>";"<NA>";"";0;"Thwaites";"Kessler, P.";"LKA";"Phoenicanthus obliquus";"ACCEPTED";"Phoenicanthus obliquus";"(Hook.f. & Thomson) Alston";"https://ipni.org/n/74460-1";NA
0;"Phoenicanthus";"obliquus";0;0;"Thwaites";"2703";"";2703;"";"<NA>";NA;NA;NA;"Kessler, P";"03/09/1985 - 03/09/1985";3;9;1985;"LK";"Sri Lanka";0;"Ceylan";0;NA;NA;"0";"0";"P01986557";"P01986557";"Thwaites";"Thwaites";"<NA>";"<NA>";"";0;"Thwaites";"Kessler, P.";"LKA";"Phoenicanthus obliquus";"ACCEPTED";"Phoenicanthus obliquus";"(Hook.f. & Thomson) Alston";"https://ipni.org/n/74460-1";NA
0;"Polyalthia";"acuminata";0;0;"Thwaites";"3653";"";3653;"";"01/01/1861 - 31/12/1861";1;1;1861;"Thwaites";"<NA>";NA;NA;NA;"LK";"Sri Lanka";0;"Ceylan";0;NA;NA;"0";"0";"P00602188";"P00602188";"Thwaites";"Thwaites";"<NA>";"<NA>";"";0;"Thwaites";"Thwaites";"LKA";"Polyalthia acuminata";"SYNONYM";"Greenwayodendron oliveri";"(Engl.) Verdc.";"https://ipni.org/n/74488-1";NA
0;"Polyalthia";"beccarii";0;0;"Beccari, O";"668";"";668;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"<NA>";0;"Bornéo";0;NA;NA;"0";"0";"P01983367";"P01983367";"Beccari";"Beccari, Odoardo";"Ethiopia, Greece, Indonesia, Italy, Malaysia, New Zealand";"http://en.wikipedia.org/wiki/Odoardo_Beccari";"";0;"Beccari, O.";"<NA>";"not found";"Polyalthia beccarii";"SYNONYM";"Polyalthia cauliflora";"Hook.f. & Thomson";"https://ipni.org/n/74504-1";NA
0;"Polyalthia";"cauliflora";0;0;"Guigonis";"305";"";305;"";"01/01/1978 - 31/12/1978";1;1;1978;"Ashton, PS";"<NA>";NA;NA;NA;"not found";"Indonésie";0;"Bornéo. Kalimantan";0;NA;NA;"0";"0";"P01982947";"P01982947";"Guigonis";"Guigonis";"<NA>";"<NA>";"";0;"Guigonis";"Ashton, P.S.";"not found";"Polyalthia cauliflora";"ACCEPTED";"Polyalthia cauliflora";"Hook.f. & Thomson";"https://ipni.org/n/74518-1";NA
0;"Polyalthia";"cauliflora";0;0;"Beccari, O";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"Kessler, P";"01/05/2004 - 31/05/2004";1;5;2004;"not found";"<NA>";0;"Bornéo";0;NA;NA;"0";"0";"P01982946";"P01982946";"Beccari";"Beccari, Odoardo";"Ethiopia, Greece, Indonesia, Italy, Malaysia, New Zealand";"http://en.wikipedia.org/wiki/Odoardo_Beccari";"";0;"Beccari, O.";"Kessler, P.";"not found";"Polyalthia cauliflora";"ACCEPTED";"Polyalthia cauliflora";"Hook.f. & Thomson";"https://ipni.org/n/74518-1";NA
0;"Polyalthia";"cauliflora";0;0;"Korthals";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"Kessler, P";"01/05/2004 - 31/05/2004";1;5;2004;"not found";"Indonésie";0;"Sumatra.";0;NA;NA;"0";"0";"P01982945";"P01982945";"Korthals";"Korthals, Pieter Willem";"Indonesia, Malaysia, Suriname, Venezuela";"http://en.wikipedia.org/wiki/Pieter_Willem_Korthals";"";0;"Korthals";"Kessler, P.";"not found";"Polyalthia cauliflora";"ACCEPTED";"Polyalthia cauliflora";"Hook.f. & Thomson";"https://ipni.org/n/74518-1";NA
0;"Polyalthia";"cauliflora";0;0;"Kiah";"";"<NA>";NA;"<NA>";"03/08/1939 - 03/08/1939";3;8;1939;"Henderson, MR";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malay Peninsula. Bukit Tinjau Laut, Johore. Altitude low";0;NA;NA;"0";"0";"P01989157";"P01989157";"Kiah";"Sidek bin Kiah";"Malaysia";"0";"Johor";0;"Kiah";"Henderson, M.R.";"not found";"Polyalthia cauliflora";"ACCEPTED";"Polyalthia cauliflora";"Hook.f. & Thomson";"https://ipni.org/n/74518-1";NA
0;"Polyalthia";"cerasoides";0;0;"Collins, DJ";"129";"";129;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"S. Siam";0;NA;NA;"0";"0";"P01988883";"P01988883";"Collins";"Collins, DJ";"<NA>";"<NA>";"";0;"Collins, D.J.";"<NA>";"not found";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"cerasoides";0;0;"Kerr, AFG";"2582";"";2582;"";"10/05/1912 - 10/05/1912";10;5;1912;"nan";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Siam";0;NA;NA;"0";"0";"P01988886";"P01988886";"Kerr";"Kerr, Arthur Francis George";"France, Laos, Malaysia, Myanmar, Thailand";"0";"";0;"Kerr, A.F.G.";"<NA>";"not found";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"cerasoides";0;0;"Kerr, AFG";"5463";"";5463;"";"16/05/1921 - 16/05/1921";16;5;1921;"nan";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Siam";0;NA;NA;"0";"0";"P01988884";"P01988884";"Kerr";"Kerr, Arthur Francis George";"France, Laos, Malaysia, Myanmar, Thailand";"0";"";0;"Kerr, A.F.G.";"<NA>";"not found";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"cerasoides";0;0;"Kerr, AFG";"5839";"";5839;"";"15/04/1922 - 15/04/1922";15;4;1922;"nan";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Siam";0;NA;NA;"0";"0";"P01988885";"P01988885";"Kerr";"Kerr, Arthur Francis George";"France, Laos, Malaysia, Myanmar, Thailand";"0";"";0;"Kerr, A.F.G.";"<NA>";"not found";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"cerasoides";0;0;"Liang, HY";"66525";"";66525;"";"20/12/1933 - 20/12/1933";20;12;1933;"nan";"<NA>";NA;NA;NA;"not found";"Chine";0;"Hainan";0;NA;NA;"0";"0";"P01983173";"P01983173";"Liang";"Liang, H. Y.";"China";"0";"Hainan(海南)";0;"Liang, H.Y.";"<NA>";"not found";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"cerasoides";0;0;"Wang, C";"34283";"";34283;"";"26/09/1933 - 26/09/1933";26;9;1933;"nan";"<NA>";NA;NA;NA;"not found";"Chine";0;"Hainan";0;NA;NA;"0";"0";"P01983171";"P01983171";"Wang";"Wang, C";"<NA>";"<NA>";"Hainan(海南)";0;"Wang, C.";"<NA>";"not found";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"cerasoides";0;0;"Wight";"24";"";24;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"<NA>";0;"Peninsula Indiae Orientalis.";0;NA;NA;"0";"0";"P01988881";"P01988881";"Wight";"Wight";"<NA>";"<NA>";"";0;"Wight";"<NA>";"not found";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"cerasoides";0;0;"Huk, A";"";"<NA>";NA;"<NA>";"01/07/1891 - 31/07/1891";1;7;1891;"nan";"<NA>";NA;NA;NA;"MM";"Myanmar";0;"Upper Burma. Tobadowa";0;NA;NA;"0";"0";"P01988888";"P01988888";"Huk";"Huk, Abdul";"Myanmar";"0";"";0;"Huk, A.";"<NA>";"MMR";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"cerasoides";0;0;"Huk, A";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"MM";"Myanmar";0;"Upper Burma";0;NA;NA;"0";"0";"P01988878";"P01988878";"Huk";"Huk, Abdul";"Myanmar";"0";"";0;"Huk, A.";"<NA>";"MMR";"Polyalthia cerasoides";"SYNONYM";"Huberantha cerasoides";"(Roxb.) Chaowasku";"https://ipni.org/n/74522-1";NA
0;"Polyalthia";"coffeoides";0;0;"Thwaites";"11047";"";11047;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"LK";"Sri Lanka";0;"Ceylona";0;NA;NA;"0";"0";"P00732277";"P00732277";"Thwaites";"Thwaites";"<NA>";"<NA>";"";0;"Thwaites";"<NA>";"LKA";"Polyalthia coffeoides";"SYNONYM";"Monoon coffeoides";"(Thwaites ex Hook.f. & Thomson) B.Xue & R.M.K.Saunders";"https://ipni.org/n/74535-1";NA
0;"Polyalthia";"debilis";0;0;"Poilane, E";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"<NA>";0;"<NA>";0;NA;NA;"0";"0";"P01989047";"P01989047";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"";0;"Poilane, E.";"<NA>";"not found";"Polyalthia debilis";"ACCEPTED";"Polyalthia debilis";"(Pierre) Finet & Gagnep.";"https://ipni.org/n/74551-1";NA
0;"Polyalthia";"evecta";0;0;"Collins, DJ";"425";"";425;"";"01/09/1914 - 30/09/1914";1;9;1914;"nan";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Siam";0;NA;NA;"0";"0";"P01989040";"P01989040";"Collins";"Collins, DJ";"<NA>";"<NA>";"";0;"Collins, D.J.";"<NA>";"not found";"Polyalthia evecta";"ACCEPTED";"Polyalthia evecta";"(Pierre) Finet & Gagnep.";"https://ipni.org/n/74568-1";NA
0;"Polyalthia";"glauca";0;0;"Helfer";"450";"";450;"";"<NA>";NA;NA;NA;"Rogstad, S";"01/10/1989 - 31/10/1989";1;10;1989;"not found";"<NA>";0;"Tenasserim and Andamans.";0;NA;NA;"0";"0";"P01988991";"P01988991";"Helfer";"Helfer, Johann Wilhelm";"India, Myanmar";"0";"";0;"Helfer";"Rogstad, S.";"not found";"Polyalthia glauca";"SYNONYM";"Maasia glauca";"(Hassk.) Mols, Kessler & Rogstad";"https://ipni.org/n/74584-1";NA
0;"Polyalthia";"glauca";0;0;"Kurz";"5112";"";5112;"";"<NA>";NA;NA;NA;"Pierre, L";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaisie";0;NA;NA;"0";"0";"P01988990";"P01988990";"Kurz";"Kurz";"<NA>";"<NA>";"";0;"Kurz";"Pierre, L.";"not found";"Polyalthia glauca";"SYNONYM";"Maasia glauca";"(Hassk.) Mols, Kessler & Rogstad";"https://ipni.org/n/74584-1";NA
0;"Polyalthia";"glauca";0;0;"Zollinger";"1144";"";1144;"";"<NA>";NA;NA;NA;"nan";"01/05/1959 - 31/05/1959";1;5;1959;"not found";"Indonésie";0;"Java";0;NA;NA;"0";"0";"P01983893";"P01983893";"Zollinger";"Zollinger, Heinrich";"Indonesia";"http://en.wikipedia.org/wiki/Heinrich_Zollinger";"";0;"Zollinger";"van Steenis, C.G.G.J.";"not found";"Polyalthia glauca";"SYNONYM";"Maasia glauca";"(Hassk.) Mols, Kessler & Rogstad";"https://ipni.org/n/74584-1";NA
0;"Polyalthia";"jenkinsii";0;0;"Griffith";"413";"";413;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"<NA>";0;"Birma and Malay Penins.";0;NA;NA;"0";"0";"P00411110";"P00411110";"Griffith";"Griffith";"<NA>";"<NA>";"";0;"Griffith";"<NA>";"not found";"Polyalthia jenkinsii";"SYNONYM";"Huberantha jenkinsii";"(Hook.f. & Thomson) Chaowasku";"https://ipni.org/n/74608-1";NA
0;"Polyalthia";"jucunda";0;0;"Hahn";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"Cambodge";0;"Cambodge";0;NA;NA;"0";"0";"P00735919";"P00735919";"Hahn";"Hahn";"<NA>";"<NA>";"";0;"Hahn";"<NA>";"not found";"Polyalthia jucunda";"SYNONYM";"Monoon jucundum";"(Pierre) B.Xue & R.M.K.Saunders";"https://ipni.org/n/74609-1";NA
0;"Polyalthia";"kingii";0;0;"Forbes, HO";"1556, 1556";"";1556;"";"01/01/1881 - 31/12/1882";1;1;1881;"Kessler, P, nan";"01/11/2003 - 30/11/2003";1;11;2003;"not found";"Indonésie";0;"Sumatra";0;NA;NA;"0, 0";"0, 0";"P00372686, P00732327";"P00372686, P00732327";"Forbes";"Forbes, Henry Ogg";"Indonesia, Papua New Guinea";"0";"";NA;"";"";"not found";"Polyalthia kingii";"SYNONYM";"Monoon kingii";"(Baker f.) B.Xue & R.M.K.Saunders";"https://ipni.org/n/74611-1";NA
0;"Polyalthia";"kingii";0;0;"Forbes, HO";"1760";"";1760;"";"01/01/1881 - 31/12/1882";1;1;1881;"Kessler, P";"01/05/2004 - 31/05/2004";1;5;2004;"not found";"Indonésie";0;"Sumatra";0;NA;NA;"0";"0";"P00735921";"P00735921";"Forbes";"Forbes, Henry Ogg";"Indonesia, Papua New Guinea";"0";"";0;"Forbes, H.O.";"Kessler, P.";"not found";"Polyalthia kingii";"SYNONYM";"Monoon kingii";"(Baker f.) B.Xue & R.M.K.Saunders";"https://ipni.org/n/74611-1";NA
0;"Polyalthia";"korinti";0;0;"Thwaites";"1034";"";1034;"";"01/01/1854 - 31/12/1854";1;1;1854;"nan";"<NA>";NA;NA;NA;"LK";"Sri Lanka";0;"Ceylan";0;NA;NA;"0";"0";"P01988797";"P01988797";"Thwaites";"Thwaites";"<NA>";"<NA>";"";0;"Thwaites";"<NA>";"LKA";"Polyalthia korinti";"SYNONYM";"Huberantha korinti";"(Dunal) Chaowasku";"https://ipni.org/n/74614-1";NA
0;"Polyalthia";"korinti";0;0;"Walker";"1524";"";1524;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"LK";"Sri Lanka";0;"Ceylan";0;NA;NA;"0";"0";"P01988796";"P01988796";"Walker";"Walker";"<NA>";"<NA>";"";0;"Walker";"<NA>";"LKA";"Polyalthia korinti";"SYNONYM";"Huberantha korinti";"(Dunal) Chaowasku";"https://ipni.org/n/74614-1";NA
0;"Polyalthia";"lateriflora";0;0;"Teijsmann";"56";"";56;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"Indonésie";0;"Java";0;NA;NA;"0";"0";"P01983868";"P01983868";"Teijsmann";"Teijsmann, Johannes Elias";"Indonesia, Malaysia, Papua New Guinea";"0";"";0;"Teijsmann";"<NA>";"not found";"Polyalthia lateriflora";"SYNONYM";"Monoon lateriflorum";"(Blume) Miq.";"https://ipni.org/n/74620-1";NA
0;"Polyalthia";"laui";0;0;"Wang, C";"33254";"";33254;"";"22/07/1933 - 22/07/1933";22;7;1933;"nan";"<NA>";NA;NA;NA;"not found";"Chine";0;"Hainan";0;NA;NA;"0";"0";"P01989061";"P01989061";"Wang";"Wang, C";"<NA>";"<NA>";"Hainan(海南)";0;"Wang, C.";"<NA>";"not found";"Polyalthia laui";"SYNONYM";"Monoon laui";"(Merr.) B.Xue & R.M.K.Saunders";"https://ipni.org/n/74623-1";NA
0;"Polyalthia";"longifolia";0;0;"Griffith";"410";"";410;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"BD";"Bangladesh";0;"East Bengal.";0;NA;NA;"0";"0";"P01988668";"P01988668";"Griffith";"Griffith";"<NA>";"<NA>";"";0;"Griffith";"<NA>";"BGD";"Polyalthia longifolia";"SYNONYM";"Monoon longifolium";"(Sonn.) B.Xue & R.M.K.Saunders";"https://ipni.org/n/74631-1";NA
0;"Polyalthia";"longifolia";0;0;"Perrotet";"362";"";362;"";"01/01/1840 - 31/12/1840";1;1;1840;"nan";"<NA>";NA;NA;NA;"not found";"<NA>";0;"Indes Orientales";0;NA;NA;"0";"0";"P01988661";"P01988661";"Perrotet";"Perrotet";"<NA>";"<NA>";"";0;"Perrotet";"<NA>";"not found";"Polyalthia longifolia";"SYNONYM";"Monoon longifolium";"(Sonn.) B.Xue & R.M.K.Saunders";"https://ipni.org/n/74631-1";NA
0;"Polyalthia";"longifolia";0;0;"Perrottet";"362";"";362;"";"01/01/1840 - 31/12/1840";1;1;1840;"nan";"<NA>";NA;NA;NA;"not found";"Inde";0;"Inde";0;NA;NA;"0";"0";"P01988662";"P01988662";"Perrottet";"Perrottet";"<NA>";"<NA>";"";0;"Perrottet";"<NA>";"not found";"Polyalthia longifolia";"SYNONYM";"Monoon longifolium";"(Sonn.) B.Xue & R.M.K.Saunders";"https://ipni.org/n/74631-1";NA
