scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;specificEpithet;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;huh_name;geo_col;wiki_url
Xylopia densifolia Elmer;Xylopia;densifolia;Elmer;0;Co, L;Co, L  3590 , Collector Number: 3590;Co;3590;;0;25.0;5.0;1991.0;nan, nan;;;;;PH;Philippines;0;Luzon: isabela prov., Divilacan Municipality, Aubarede peninsula, Lanay Spring, ca 17 km NNW of Palanan Point.;0;122.434167;17.267778;<NA>, BPBM;Botany, BISH;L1775221, BISH627220;L.1775221, 627220;Co;;;;PHL;ACCEPTED;Xylopia densifolia;https://ipni.org/n/76114-1;Co, Leonardo Legaspi;Philippines;0
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Co, L ;3488, Collector Number: 3488;;3488;;0;17.0;5.0;1991.0;nan, nan;;;;;PH;Philippines;0;Luzon: Sierra Madre Mtn. Range (E foothills), Isabela Prov., Palanan Municipality, Barangay San Isidro, Sitio Dimatog, NW slopes of Hill 124, ca. 2 km SW of Palanan Point.;0;122.498;17.1283;US, BPBM;US, BISH;US3251342, BISH627224;US 3251342, 627224;Co;;;;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Co, Leonardo Legaspi;Philippines;0
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, L ;3546, Co, L  3546 ;;3546;;0;23.0;5.0;1991.0;nan, nan;;;;;PH;Philippines;0;Luzon: Isabela Prov., Divilacan Municipality, Barangay Bicobian, lower slopes of Tan-awan ridge, ca. 15 km NW of Palanan Point.;0;122.408;17.2483;US, <NA>;US, Botany;US3251318, L0046099;US 3251318, L  0046099;Co;;;;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;Philippines;0
Fissistigma latifolium (Dunal) Merr.;Fissistigma;latifolium;(Dunal) Merr.;0;Co, L ;3592, Co, L  3592 , Collector Number: 3592;;3592;;0;27.0;5.0;1991.0;nan, nan, Merrill, ED;;;;;PH;Philippines;0;Luzon: Sierra Madre Mtn. Range (E foothills), Isabela Prov., Palanan Municipality, Barangay San Isidro, Sitio Diago.;0;122.515;17.1283;US, <NA>, BPBM;US, Botany, BISH;US3251355, L1754454, BISH627219;US 3251355, L.1754454, 627219;Co;;;;PHL;ACCEPTED;Fissistigma latifolium;https://ipni.org/n/73030-1;Co, Leonardo Legaspi;Philippines;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-10-22;Co;3-10-22;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Diago, ca. 1.5 km SSE of Palanan Point. [Transect Plot 3-10] Transect tre.. 80 degrees to 160 degrees.;0;122.511667;17.13;MO;MO;MO101228526;101228526;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-10-34;Co;3-10-34;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Diago, ca. 1.5 km SSE of Palanan Point. [Transect Plot 3-10] Transect tre.. 80 degrees to 160 degrees.;0;122.511667;17.13;MO;MO;MO101228891;101228891;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-10-35;Co;3-10-35;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Diago, ca. 1.5 km SSE of Palanan Point. [Transect Plot 3-10] Transect tre.. 80 degrees to 160 degrees.;0;122.511667;17.13;MO;MO;MO101228895;101228895;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Polyalthia loheri Merr.;Haplostichanthus;lanceolata;S.Vidal;0;Co, LL ;Co 3-2-10;Co;3-2-10;;0;;;;;;;;;PH;Philippines;0;"Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, hills north of Sitio Diago. [Transect Plot 3-2] continuation of Transect 3-1; Transect trend: NE to SW; from 50 m to 63 m. Slope 25 degrees. Emergent trees up to c 35 m tall.";0;122.515;17.128333;MO;MO;MO101220093;101220093;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-2-27;Co;3-2-27;;0;;;;;;;;;PH;Philippines;0;"Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, hills north of Sitio Diago. [Transect Plot 3-2] continuation of Transect 3-1; Transect trend: NE to SW; from 50 m to 63 m. Slope 25 degrees. Emergent trees up to c 35 m tall.";0;122.515;17.128333;MO;MO;MO101220464;101220464;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-2-29;Co;3-2-29;;0;;;;;;;;;PH;Philippines;0;"Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, hills north of Sitio Diago. [Transect Plot 3-2] continuation of Transect 3-1; Transect trend: NE to SW; from 50 m to 63 m. Slope 25 degrees. Emergent trees up to c 35 m tall.";0;122.515;17.128333;MO;MO;MO101220497;101220497;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-2-31;Co;3-2-31;;0;;;;;;;;;PH;Philippines;0;"Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, hills north of Sitio Diago. [Transect Plot 3-2] continuation of Transect 3-1; Transect trend: NE to SW; from 50 m to 63 m. Slope 25 degrees. Emergent trees up to c 35 m tall.";0;122.515;17.128333;MO;MO;MO101220502;101220502;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Papualthia reticulata (Elmer) Merr.;Haplostichanthus;lanceolata;S.Vidal;0;Co, LL ;Co 3-2-32;Co;3-2-32;;0;;;;;;;;;PH;Philippines;0;"Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, hills north of Sitio Diago. [Transect Plot 3-2] continuation of Transect 3-1; Transect trend: NE to SW; from 50 m to 63 m. Slope 25 degrees. Emergent trees up to c 35 m tall.";0;122.515;17.128333;MO;MO;MO101220504;101220504;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Co, Leonardo Legaspi;0;0
Papualthia sympetala (C.B.Rob.) Merr.;Haplostichanthus;lanceolata;S.Vidal;0;Co, LL ;Co 3-3-18;Co;3-3-18;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, hills north of Sitio Diago. Broad summit of a hilly terrain above Dicotcotan, San Isidro, Palanan, Isabela, to which Palanan Point is sighted at c 10 degrees. [Transect Plot 3-3] Transect trend: E to W. Tree stands with an average canopy height of c. 25 m. A few emergent crowns between 30 m - 35 m.;0;122.515;17.128333;MO;MO;MO101221497;101221497;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-4-29;Co;3-4-29;;0;;;;;;;;;PH;Philippines;0;"Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, hills north of Sitio Diago. [Transect 3-4] Near end point of Transect 3-3; c. 100 m away and due 250 degrees from said point. Relatively flat terrain. Average canopy height 20 cm.";0;122.515;17.128333;MO;MO;MO101222319;101222319;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Polyalthia loheri Merr.;Haplostichanthus;lanceolata;S.Vidal;0;Co, LL ;Co 3-5-15;Co;3-5-15;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Pulang Lupa. [Transect Plot 3-5] Transect trend: E to W. Forest above Puland Bato, undulating terrain.;0;122.5;17.13;MO;MO;MO101222727;101222727;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-5-21;Co;3-5-21;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Pulang Lupa. [Transect Plot 3-5] Transect trend: E to W. Forest above Puland Bato, undulating terrain.;0;122.5;17.13;MO;MO;MO101223037;101223037;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-5-38;Co;3-5-38;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Pulang Lupa. [Transect Plot 3-5] Transect trend: E to W. Forest above Puland Bato, undulating terrain.;0;122.5;17.13;MO;MO;MO101223063;101223063;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-8-10;Co;3-8-10;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Dimatog. NW slopes of Hill 124, ca. 2 km SW of Palanan Point. [Transect Plot 3-8] Transect trend: E to W.;0;122.498333;17.128333;MO;MO;MO101227166;101227166;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-8-11;Co;3-8-11;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Dimatog. NW slopes of Hill 124, ca. 2 km SW of Palanan Point. [Transect Plot 3-8] Transect trend: E to W.;0;122.498333;17.128333;MO;MO;MO101227167;101227167;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-8-16;Co;3-8-16;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Dimatog. NW slopes of Hill 124, ca. 2 km SW of Palanan Point. [Transect Plot 3-8] Transect trend: E to W.;0;122.498333;17.128333;MO;MO;MO101227278;101227278;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Co, LL ;Co 3-8-19;Co;3-8-19;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Dimatog. NW slopes of Hill 124, ca. 2 km SW of Palanan Point. [Transect Plot 3-8] Transect trend: E to W.;0;122.498333;17.128333;MO;MO;MO101227298;101227298;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-8-26;Co;3-8-26;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Dimatog. NW slopes of Hill 124, ca. 2 km SW of Palanan Point. [Transect Plot 3-8] Transect trend: E to W.;0;122.498333;17.128333;MO;MO;MO101227413;101227413;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-8-6;Co;3-8-6;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro, Sitio Dimatog. NW slopes of Hill 124, ca. 2 km SW of Palanan Point. [Transect Plot 3-8] Transect trend: E to W.;0;122.498333;17.128333;MO;MO;MO101227148;101227148;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Co, LL ;Co 3-9-21;Co;3-9-21;;0;;;;;;;;;PH;Philippines;0;Sierra Madre Mtn. Range (east foothills), Isabela province, Palanan municipality, Barangay San Isidro. [Transect Plot 3-9] Transect trend: NNE to SSW. Slopes of Hill 124, approximately west of Dimatog.;0;122.515;17.128333;MO;MO;MO101227739;101227739;Co;0.0;"L.L. Co;Benito C. Tan";;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Co, Leonardo Legaspi;0;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Conklin, HC;Conklin, HC PNH 17368 ;Conklin;17368;;0;27.0;1.0;1953.0;Heusden, ECH van;;;;;PH;Philippines;0;Mt. Yagaw, Mansalay, Mindoro;0;121.4;12.516667;;Botany;L1757026;L.1757026;Conklin;0.0;Conklin HC;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Conklin, H. C.;Philippines;0
Annona squamosa L.;Annona;squamosa;Jacq.;0;Conklin, HC;Conklin, HC PNH 19154 ;Conklin;19154;;0;5.0;10.0;1953.0;Merrill, ED;;;;;PH;Philippines;0;Culta. Philippines, Mt. Yagaw (E base) - Mindoro;0;121.4;12.516667;;Botany;L1755174;L.1755174;Conklin;0.0;Conklin HC;Merrill ED;PHL;SYNONYM;Annona mucosa;https://ipni.org/n/72320-1;Conklin, H. C.;Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Conklin, HC;Conklin, HC PNH 19197 ;Conklin;19197;;0;5.0;10.0;1953.0;Heusden, ECH van;;;;;PH;Philippines;0;Mt. Yagaw, Mindoro.;0;121.4;12.516667;;Botany;L0182814;L  0182814;Conklin;0.0;Conklin HC;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Conklin, H. C.;Philippines;0
Polyalthia mindorensis Merr.;Polyalthia;mindorensis;Merr.;0;Conklin, HC;Conklin, HC PNH 19374 ;Conklin;19374;;0;31.0;12.0;1953.0;Heusden, ECH van;;;;;PH;Philippines;0;Mt. Yagaw, Mindoro;0;121.4;12.516667;;Botany;L1767139;L.1767139;Conklin;0.0;Conklin HC;Heusden ECH van;PHL;ACCEPTED;Polyalthia mindorensis;https://ipni.org/n/77070439-1;Conklin, H. C.;Philippines;0
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;grandiflora;Hook.f. & Thomson;0;Conklin, HC;Conklin, HC PNH 39243 ;Conklin;39243;;0;27.0;7.0;1958.0;;;;;;PH;Philippines;0;Mt. yagaw, E Mindoro;0;121.4;12.516667;;Botany;L1770661;L.1770661;Conklin;0.0;Conklin HC;;PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;Conklin, H. C.;Philippines;0
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Conklin, HC;"Conklin, HC; Buwaya PNH 80523 ";Conklin;80523;;0;10.0;6.0;1963.0;;;;;;PH;Philippines;0;Bayninan, Banaue, Ifugao, Mt. Province, Luzon.;0;121.077942;16.916558;;Botany;L1756251;L.1756251;Conklin;0.0;"Conklin HC; Buwaya";;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Conklin, H. C.;Philippines;0
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Conklin, HC;"Conklin, HC; Buwaya PNH 80663 ";Conklin;80663;;0;2.0;7.0;1963.0;;;;;;PH;Philippines;0;Bayninan, Banaue, Ifugao Mt. Province, Luzon.;0;121.077942;16.916558;;Botany;L1756253;L.1756253;Conklin;0.0;"Conklin HC; Buwaya";;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Conklin, H. C.;Philippines;0
Annona muricata L.;Annona;muricata;L.;0;Conklin, HC;"Conklin, HC; Buwaya PNH 80692 ";Conklin;80692;;0;13.0;7.0;1963.0;;;;;;PH;Philippines;0;Mt. Province Luzon, Bayninan, Banaue, Ifugao.;0;121.166667;16.833333;;Botany;L1755330;L.1755330;Conklin;0.0;"Conklin HC; Buwaya";;PHL;ACCEPTED;Annona muricata;https://ipni.org/n/14308-2;Conklin, H. C.;Philippines;0
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;glauca;(Hassk.) Mols, Kessler & Rogstad;0;Coode, MJE;Coode, MJE  5409 , Coode, MJE  5409 ;Coode;5409;;0;19.0;4.0;1986.0;nan, nan;;;;;PH;Philippines;0;North coast, Mindoro, Subaan River inland from San Teodoro.;0;121.016667;13.433333;<NA>, <NA>;Botany, Botany;L1761226, L0192775;L.1761226, L  0192775;Coode;;;;PHL;ACCEPTED;Maasia glauca;https://ipni.org/n/60448919-2;Coode, Mark James Elgar;Brunei, Mauritius, Papua New Guinea;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Coode, MJE;Coode, MJE  5428 , Coode, MJE  5428 , Coode, MJE  5428 ;Coode;5428;;0;20.0;4.0;1986.0;Mols, JB, Mols, JB, Mols, JB;;;;;PH;Philippines;0;"Philippines, Mindoro, North Coast, Subaan River inland from San Teodoro, c. 13.26 N; 121.01 E.";0;121.016667;13.433333;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1758772, L1758774, L1758773;L.1758772, L.1758774, L.1758773;Coode;;;;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Coode, Mark James Elgar;Brunei, Mauritius, Papua New Guinea;0
Sageraea lanceolata Miq.;Sageraea;lanceolata;Miq.;0;Cruz, F;Cruz, F BS 23885 ;Cruz;23885;;0;1.0;2.0;1915.0;Heusden, ECH van;;;;;PH;Philippines;0;Philippines. District of Lanao, Mindanao.;0;124.25;7.883333;;Botany;L1770358;L.1770358;Cruz;0.0;Cruz F;Heusden ECH van;PHL;ACCEPTED;Sageraea lanceolata;https://ipni.org/n/75133-1;<NA>;<NA>;<NA>
Polyalthia cumingiana Merr.;Hubera;jenkinsii;(Hook.f. & Thomson) Chaowasku;0;Cuming, H;827;;827;;0;;;;Turner, IM;;;;;PH;Philippines;0;;0;122.7292;11.358;NHMUK;BOT;BM000754131;BM000754131;Cuming;0.0;Hugh Cuming;Ian Mark Turner;PHL;SYNONYM;Huberantha jenkinsii;https://ipni.org/n/77123343-1;Cuming, Hugh;Bolivia, Chile, Colombia, Ecuador, India, Jamaica, Malaysia, Panama, Peru, Philippines, Sri Lanka;0
Orophea corymbosa (Blume) Miq.;Orophea;corymbosa;(Blume) Zoll.;0;Cuming, H;;;;;0;;;;;;;;;PH;Philippines;0;Luzon;0;121.0;16.0;G;Geneva Herbarium – General Collection (G);G-G-196237/1;G-G-196237/1;Cuming;0.0;Cuming, H.;Kessler, P. J. A. (1986);PHL;ACCEPTED;Orophea corymbosa;https://ipni.org/n/74211-1;Cuming, Hugh;Bolivia, Chile, Colombia, Ecuador, India, Jamaica, Malaysia, Panama, Peru, Philippines, Sri Lanka;0
Dasymaschalon clusiflorum var. megalanthum Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Curran, HM;Curran, HM FB 10686 ;Curran;10686;;0;1.0;6.0;1908.0;Kessler, PJA;1988-04-01T00:00:00;1.0;4.0;1988.0;PH;Philippines;0;PhilippinesCamarines Prov., Luzon;0;123.333333;13.666667;;Botany;L0037912;L  0037912;Curran;0.0;Curran HM;Kessler PJA;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;<NA>;<NA>;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;sumatranus;Scheff.;0;Curran, HM;Curran, HM FB 17606 ;Curran;17606;;0;1.0;12.0;1909.0;Kessler, PJA;1990-11-01T00:00:00;1.0;11.0;1990.0;PH;Philippines;0;Bataan Prov., Luzon.;0;120.416667;14.666667;;Botany;L1755588;L.1755588;Curran;0.0;Curran HM;Kessler PJA;PHL;ACCEPTED;Cyathocalyx sumatranus;https://ipni.org/n/72686-1;<NA>;<NA>;<NA>
Goniothalamus obtusifolius Merr.;Goniothalamus;obtusifolius;Merr.;0;Curran, HM;Curran, HM FB 4139 ;Curran;4139;;0;1.0;4.0;1906.0;Tang, CC;2014-10-01T00:00:00;1.0;10.0;2014.0;PH;Philippines;0;Palawan.;0;118.75;10.0;;Botany;L2067235;L.2067235;Curran;0.0;Curran HM;Tang CC;PHL;ACCEPTED;Goniothalamus obtusifolius;https://ipni.org/n/73228-1;<NA>;<NA>;<NA>
Uvaria rufa (Dunal) Blume;Uvaria;rufa;(Hook.f. & Thomson) Merr.;0;Domingo, DC;21676;;21676;;0;;5.0;1914.0;;;;;;PH;Philippines;0;Luzon;0;120.45;16.033333;CM;Botany;CM446409;CM446409;Domingo;0.0;Domingo, D.C.;;PHL;SYNONYM;Pyramidanthe prismatica;https://ipni.org/n/75912-1;Domingo, D. C.;Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Dransfield, J;Dransfield, J SMHI 1298 ;Dransfield;1298;;0;20.0;5.0;1984.0;Heusden, ECH van;;;;;PH;Philippines;0;Mt. Victoria, Trident Mine.;0;118.55925;9.618517;;Botany;L1757054;L.1757054;Dransfield;0.0;Dransfield J;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Dransfield, John;Brunei, Thailand;http://en.wikipedia.org/wiki/John_Dransfield
Uvaria rufa (Dunal) Blume;Uvaria;rufa;(Hook.f. & Thomson) Merr.;0;Edaño, GE;Edaño, GE PNH 11030 ;Eda;11030;;0;1.0;8.0;1949.0;;2002-05-22T00:00:00;22.0;5.0;2002.0;PH;Philippines;0;Philippines, Mindanao, Davao Province, Tibanban.;0;126.105482;6.631533;;Botany;L1768745;L.1768745;;0.0;Edaño, GE;;PHL;SYNONYM;Pyramidanthe prismatica;https://ipni.org/n/75912-1;<NA>;<NA>;<NA>
Goniothalamus philippinensis Merr.;Goniothalamus;philippinensis;Merr.;0;Edaño, GE;Edaño, GE PNH 11931 ;Eda;11931;;0;21.0;3.0;1950.0;;2014-10-01T00:00:00;1.0;10.0;2014.0;PH;Philippines;0;Philippines, Leyte, Ormoc, Lake Danao.;0;124.702352;11.067941;;Botany;L2067252;L.2067252;;0.0;Edaño, GE;Tang CC;PHL;ACCEPTED;Goniothalamus philippinensis;https://ipni.org/n/73235-1;<NA>;<NA>;<NA>
Mitrephora lanotan (Blanco) Merr.;Mitrephora;lanotan;(Blanco) Merr.;0;Edaño, GE;Edaño, GE PNH 17872 ;Eda;17872;;0;1.0;3.0;1953.0;;2001-03-01T00:00:00;1.0;3.0;2001.0;PH;Philippines;0;Philippines, Luzon, Ilocos Norte Province, Mt. Quebrada.;0;120.803056;18.490833;;Botany;L1757263;L.1757263;;0.0;Edaño, GE;Weerasooriya AD;PHL;ACCEPTED;Mitrephora lanotan;https://ipni.org/n/74010-1;<NA>;<NA>;<NA>
Goniothalamus elmeri Merr.;Goniothalamus;elmeri;Merr.;0;Edaño, GE;Edaño, GE BS 26807 ;Eda;26807;;0;1.0;12.0;1916.0;;;;;;PH;Philippines;0;Philippines, Luzon, Province of Zambales, San Marcelino, Mt. Aglao.;0;120.282929;14.978452;;Botany;L3966179;L.3966179;;0.0;Edaño, GE;;PHL;ACCEPTED;Goniothalamus elmeri;https://ipni.org/n/73186-1;<NA>;<NA>;<NA>
Orophea merrillii Kessler;Orophea;merrillii;Kessler;0;Edaño, GE;Edaño, GE PNH 3399 ;Eda;3399;;0;27.0;1.0;1948.0;;1985-11-01T00:00:00;1.0;11.0;1985.0;PH;Philippines;0;Philippines, Mindoro, Mt. Halcon.;0;121.004722;13.266111;;Botany;L0038093;L  0038093;;0.0;Edaño, GE;Kessler PJA;PHL;ACCEPTED;Orophea merrillii;https://ipni.org/n/934850-1;<NA>;<NA>;<NA>
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;(Blume) Miq.;0;Edaño, GE;Edaño, GE PNH 37114 ;Eda;37114;;0;13.0;6.0;1956.0;;;;;;PH;Philippines;0;Philippines, Luzon, Sorsogon Province, Mt. Juban.;0;123.933841;12.797602;;Botany;L1765892;L.1765892;;0.0;Edaño, GE;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;<NA>;<NA>;<NA>
