scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;tmp_det_date;expert_det;orig_recby;orig_detby;recby_regex;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no
Annonaceae;<NA>;;0;0;Hughes, M;MH1712;MH;1712;;0;3;5;2012;nan;<NA>;0;0;0;PH;Philippines;0;Mt. St. Paul;0;118.91;10.16;E;E;E00625168;E00625168;Hughes;Hughes, M;<NA>;<NA>;0;;;Hughes, Mark;<NA>;Hughes, M;PHL;;;;;
Annonaceae;<NA>;;0;0;Hughes, M;MH1730;MH;1730;;0;3;5;2012;nan;<NA>;0;0;0;PH;Philippines;0;Mt. St. Paul;0;118.91;10.16;E;E;E00625165;E00625165;Hughes;Hughes, M;<NA>;<NA>;0;;;Hughes, Mark;<NA>;Hughes, M;PHL;;;;;
Annonaceae;<NA>;;0;0;Puglisi, Carmen;CP317;CP;317;;0;29;5;2012;nan;<NA>;0;0;0;PH;Philippines;0;Sabang, jungle trail between CPS and underground river;0;118.918056;10.198056;E;E;E00625174;E00625174;Puglisi;Puglisi, Carmen;0;0;0;;;Puglisi, Carmen;<NA>;Puglisi, C;PHL;;;;;
Annonaceae;<NA>;;0;0;Puglisi, Carmen;CP323;CP;323;;0;30;5;2012;nan;<NA>;0;0;0;PH;Philippines;0;Underground river inflow;0;118.918056;10.198056;E;E;E00625154;E00625154;Puglisi;Puglisi, Carmen;0;0;0;;;Puglisi, Carmen;<NA>;Puglisi, C;PHL;;;;;
