"genus";"specific_epithet";"species_author";"collector_id";"recorded_by";"colnum_full";"prefix";"colnum";"sufix";"col_date";"col_day";"col_month";"col_year";"det_by";"det_date";"det_day";"det_month";"det_year";"country_id";"country";"continent";"locality";"coordinate_id";"ddlong";"ddlat";"institute";"herbarium_code";"barcode";"orig_bc";"coll_surname";"huh_name";"geo_col";"wiki_url";"region";"specificEpithet";"orig_recby";"orig_detby";"country_iso3";"sp_idx";"status";"accepted_name";"ipni_species_author";"ipni_no";"geo_issues";".summary"
"Alphonsea";"boniana";0;0;"Bon, H";"3432, 3432, 3432";"";3432;"";"07/07/1887 - 07/07/1887";7;7;1887;"Kessler, P, nan, nan";"10/10/1987 - 10/10/1987";10;10;1987;"VN";"Viet Nam";0;"Tonkin. (HN) In collibus Ban Phet";0;105.8669;20.55;"0, 0, 0";"0, 0, 0";"P00411012, P00411013, P00411014";"P00411012, P00411013, P00411014";"Bon";"Bon, Henri Francois";"Hong Kong, Vietnam";"0";"";NA;"";"";"VNM";"Alphonsea boniana";"ACCEPTED";"Alphonsea boniana";"Finet & Gagnep.";"https://ipni.org/n/71981-1";"";TRUE
"Alphonsea";"boniana";0;0;"Geesink, R";"6847";"";6847;"";"23/05/1974 - 23/05/1974";23;5;1974;"Kessler, P";"01/11/2003 - 30/11/2003";1;11;2003;"not found";"Thaïlande";0;"E. Thailand, prov. Chaiyaphum. Ban Nam hrom. Alt. 600 m.";0;102;15.6666666666667;"0";"0";"P01921626";"P01921626";"Geesink";"Geesink, Robert";"Netherlands";"0";"Chaiyaphum(ชัยภูมิ)";0;"Geesink, R.";"Kessler, P.";"not found";"Alphonsea boniana";"ACCEPTED";"Alphonsea boniana";"Finet & Gagnep.";"https://ipni.org/n/71981-1";".con";FALSE
"Alphonsea";"boniana";0;0;"Geesink, R";"6976";"";6976;"";"25/05/1974 - 25/05/1974";25;5;1974;"Kessler, P";"01/01/1990 - 31/01/1990";1;1;1990;"not found";"Thaïlande";0;"E. Thailand, prov. Chaiyaphum, between Ban Nam Phrom and Tunkamang. Alt. 700 m.";0;102;15.6666666666667;"0";"0";"P01921627";"P01921627";"Geesink";"Geesink, Robert";"Netherlands";"0";"Chaiyaphum(ชัยภูมิ)";0;"Geesink, R.";"Kessler, P.";"not found";"Alphonsea boniana";"ACCEPTED";"Alphonsea boniana";"Finet & Gagnep.";"https://ipni.org/n/71981-1";".con";FALSE
"Alphonsea";"boniana";0;0;"Phusomsaeng, S";"112";"";112;"";"11/04/1969 - 11/04/1969";11;4;1969;"Kessler, P";"01/11/2003 - 30/11/2003";1;11;2003;"not found";"Thaïlande";0;"Thailand. Pen : Trang, Khao Chong";0;99.783;7.549;"0";"0";"P01921629";"P01921629";"Phusomsaeng";"Phusomsaeng, S.";"Thailand";"0";"Trang(ตรัง)";0;"Phusomsaeng, S.";"Kessler, P.";"not found";"Alphonsea boniana";"ACCEPTED";"Alphonsea boniana";"Finet & Gagnep.";"https://ipni.org/n/71981-1";".con";FALSE
"Alphonsea";"boniana";0;0;"Sangkhachand, B";"1544";"";1544;"";"14/01/1968 - 14/01/1968";14;1;1968;"Kessler, P";"01/01/1990 - 31/01/1990";1;1;1990;"not found";"Thaïlande";0;"Thailand. Peninsular : Trang, Khao Chong";0;99.75;7.667;"0";"0";"P01921625";"P01921625";"Sangkhachand";"Sangkhachand, Bunnak";"Thailand";"0";"Trang(ตรัง)";0;"Sangkhachand, B.";"Kessler, P.";"not found";"Alphonsea boniana";"ACCEPTED";"Alphonsea boniana";"Finet & Gagnep.";"https://ipni.org/n/71981-1";".con";FALSE
"Alphonsea";"curtisii";0;0;"Wiart, C";"4467";"";4467;"";"15/03/1995 - 15/03/1995";15;3;1995;"Wiart, C";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaysia. Lenggong.";0;100.9678905;5.1094869;"0";"0";"P01921623";"P01921623";"Wiart";"Wiart, C";"<NA>";"<NA>";"Perak";0;"Wiart, C.";"Wiart, C.";"not found";"Alphonsea curtisii";"ACCEPTED";"Alphonsea curtisii";"King";"https://ipni.org/n/71984-1";".con";FALSE
"Alphonsea";"elliptica";0;0;"Kiah";"32312";"";32312;"";"04/03/1937 - 04/03/1937";4;3;1937;"Henderson, MR";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malay Peninsula. Sungai Kayu, Johore";0;103.9149141;1.9177592;"0";"0";"P02008530";"P02008530";"Kiah";"Sidek bin Kiah";"Malaysia";"0";"Johor";0;"Kiah";"Henderson, M.R.";"not found";"Alphonsea elliptica";"ACCEPTED";"Alphonsea elliptica";"Hook.f. & Thomson";"https://ipni.org/n/71986-1";".con";FALSE
"Alphonsea";"elliptica";0;0;"Kostermans";"1118";"";1118;"";"10/10/1949 - 10/10/1949";10;10;1949;"Sinclair, J";"17/09/1954 - 17/09/1954";17;9;1954;"not found";"Indonésie";0;"Bangka, Lobok-besar. 20 m alt.";0;106.594;-2.6282;"0";"0";"P01956352";"P01956352";"Kostermans";"Kostermans, Andre Joseph Guillaume Henri";"Indonesia, Sri Lanka, Thailand";"0";"Bangka-Belitung";0;"Kostermans";"Sinclair, J.";"not found";"Alphonsea elliptica";"ACCEPTED";"Alphonsea elliptica";"Hook.f. & Thomson";"https://ipni.org/n/71986-1";".con";FALSE
"Alphonsea";"elliptica";0;0;"Kostermans";"1141";"";1141;"";"13/10/1949 - 13/10/1949";13;10;1949;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"not found";"Indonésie";0;"Bangka, Lobok-besar. 20 m alt.";0;106.594;-2.6282;"0";"0";"P01956356";"P01956356";"Kostermans";"Kostermans, Andre Joseph Guillaume Henri";"Indonesia, Sri Lanka, Thailand";"0";"Bangka-Belitung";0;"Kostermans";"Kessler, P.";"not found";"Alphonsea elliptica";"ACCEPTED";"Alphonsea elliptica";"Hook.f. & Thomson";"https://ipni.org/n/71986-1";".con";FALSE
"Alphonsea";"elliptica";0;0;"Kostermans";"221";"";221;"";"30/08/1949 - 30/08/1949";30;8;1949;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"not found";"Indonésie";0;"Bangka, Lobok-besar (S.E. Bangka). 20 m alt.";0;106.594;-2.6282;"0";"0";"P01956354";"P01956354";"Kostermans";"Kostermans, Andre Joseph Guillaume Henri";"Indonesia, Sri Lanka, Thailand";"0";"Bangka-Belitung";0;"Kostermans";"Kessler, P.";"not found";"Alphonsea elliptica";"ACCEPTED";"Alphonsea elliptica";"Hook.f. & Thomson";"https://ipni.org/n/71986-1";".con";FALSE
"Alphonsea";"elliptica";0;0;"Kostermans";"254";"";254;"";"01/09/1949 - 01/09/1949";1;9;1949;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"not found";"Indonésie";0;"Bangka, Lobok-besar (S.E. Bangka). 20 m alt.";0;106.594;-2.6282;"0";"0";"P01956355";"P01956355";"Kostermans";"Kostermans, Andre Joseph Guillaume Henri";"Indonesia, Sri Lanka, Thailand";"0";"Bangka-Belitung";0;"Kostermans";"Kessler, P.";"not found";"Alphonsea elliptica";"ACCEPTED";"Alphonsea elliptica";"Hook.f. & Thomson";"https://ipni.org/n/71986-1";".con";FALSE
"Alphonsea";"elliptica";0;0;"Kostermans";"418";"";418;"";"05/09/1949 - 05/09/1949";5;9;1949;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"not found";"Indonésie";0;"Bangka, Lobok-besar (S.E. Bangka). 20 m alt.";0;106.594;-2.6282;"0";"0";"P01956353";"P01956353";"Kostermans";"Kostermans, Andre Joseph Guillaume Henri";"Indonesia, Sri Lanka, Thailand";"0";"Bangka-Belitung";0;"Kostermans";"Kessler, P.";"not found";"Alphonsea elliptica";"ACCEPTED";"Alphonsea elliptica";"Hook.f. & Thomson";"https://ipni.org/n/71986-1";".con";FALSE
"Alphonsea";"elliptica";0;0;"Sinclair, J";"39820";"";39820;"";"05/07/1953 - 05/07/1953";5;7;1953;"Sinclair, J";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malay Peninsula. Kampong Batas Bahru, Kuala Trengganu.";0;103.144;5.12;"0";"0";"P01956351";"P01956351";"Sinclair";"Sinclair, John F.";"United States of America";"0";"Terengganu";0;"Sinclair, J.";"Sinclair, J.";"not found";"Alphonsea elliptica";"ACCEPTED";"Alphonsea elliptica";"Hook.f. & Thomson";"https://ipni.org/n/71986-1";".con";FALSE
"Alphonsea";"gaudichaudiana";0;0;"Gaudichaud";"203, 203, 203";"";203;"";"01/01/1837 - 31/01/1837";1;1;1837;"Kessler, P, Kessler, P, nan";"01/02/1990 - 28/02/1990";1;2;1990;"VN";"Viet Nam";0;"Cochinchine. Tourane";0;108.212;16.068;"0, 0, 0";"0, 0, 0";"P00411011, P00411010, P00411008";"P00411011, P00411010, P00411008";"Gaudichaud";"Gaudichaud-Beaupre, Charles";"Brazil";"0";"";NA;"";"";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Kerr, AFG";"20922";"";20922;"";"06/04/1932 - 06/04/1932";6;4;1932;"Kessler, P";"09/09/1985 - 09/09/1985";9;9;1985;"LA";"Laos, République démocratique populaire";0;"Laos. Tawieng, Chiengkwang. c. 600 m";0;103.401;19.033;"0";"0";"P01921614";"P01921614";"Kerr";"Kerr, Arthur Francis George";"France, Laos, Malaysia, Myanmar, Thailand";"0";"Xiangkhouang";0;"Kerr, A.F.G.";"Kessler, P.";"LAO";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Lecomte, H";"1337";"";1337;"";"18/11/1911 - 18/11/1911";18;11;1911;"nan";"<NA>";NA;NA;NA;"VN";"Viet Nam";0;"Indo-Chine. Thua-Luu";0;108;16.272;"0";"0";"P01921619";"P01921619";"Lecomte";"Lecomte, H";"<NA>";"<NA>";"Thừa Thiên - Huế";0;"Lecomte, H.";"Lecomte, H. et Finet, A.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Lecomte, H";"1357";"";1357;"";"18/11/1911 - 18/11/1911";18;11;1911;"Kessler, P";"25/10/1989 - 25/10/1989";25;10;1989;"VN";"Viet Nam";0;"Thua-Luu. Indo-Chine";0;108;16.272;"0";"0";"P01921618";"P01921618";"Lecomte";"Lecomte, H";"<NA>";"<NA>";"Thừa Thiên - Huế";0;"Lecomte, H.";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Nanthavong, K";"BT 145";"BT";145;"";"08/04/2005 - 08/04/2005";8;4;2005;"Kessler, PJA";"01/10/2005 - 31/10/2005";1;10;2005;"LA";"Laos, République démocratique populaire";0;"Laos, Khammouan prov., Nakai district, Oudom Souk, protected forest behind field station. Alt: 533 m";0;105.140027777778;17.7101666666667;"0";"0";"P00888737";"P00888737";"Nanthavong";"Nanthavong, K.";"Laos";"0";"Khammouan";0;"Nanthavong, K.";"Kessler, P.J.A.";"LAO";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Nanthavong, K";"BT 147";"BT";147;"";"08/04/2005 - 08/04/2005";8;4;2005;"Kessler, PJA";"01/10/2005 - 31/10/2005";1;10;2005;"LA";"Laos, République démocratique populaire";0;"Laos, Khammouan, Nakai district, Oudom Souk, protected forest behind field station. Alt: 533 m";0;105.133333333333;17.7;"0";"0";"P00888740";"P00888740";"Nanthavong";"Nanthavong, K.";"Laos";"0";"Khammouan";0;"Nanthavong, K.";"Kessler, P.J.A.";"LAO";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Nanthavong, K";"BT 681, BT 681";"BT";681;"";"08/10/2006 - 08/10/2006";8;10;2006;"Nanthavong, K, Nanthavong, K";"01/10/2006 - 31/10/2006";1;10;2006;"LA";"Laos, République démocratique populaire";0;"Laos, Khammouan privince, Nakai district, ban (village) Sop Ma. Alt: 539 m";0;105.052777777778;17.8022222222222;"0, 0";"0, 0";"P00888738, P00888741";"P00888738, P00888741";"Nanthavong";"Nanthavong, K.";"Laos";"0";"";NA;"";"";"LAO";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Newman, MF";"LAO 234";"LAO";234;"";"16/02/2005 - 16/02/2005";16;2;2005;"Kessler, P";"01/07/2005 - 31/07/2005";1;7;2005;"LA";"Laos, République démocratique populaire";0;"Lao PDR : Above camping area at Keng Meow (Cat Waterfall) on Nam Theun. Altitude : 579 m";0;105.337166666667;17.7573888888889;"0";"0";"P01921610";"P01921610";"Newman";"Newman, Mark Fleming";"Angola, Argentina, Brazil, Indonesia, Laos, Malaysia, Mexico, Philippines, Thailand, United States of America, Venezuela, Vietnam";"0";"Khammouan";0;"Newman, M.F.";"Kessler, P.";"LAO";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Newman, MF";"LAO 344";"LAO";344;"";"20/02/2005 - 20/02/2005";20;2;2005;"Kessler, P";"01/07/2005 - 31/07/2005";1;7;2005;"LA";"Laos, République démocratique populaire";0;"Lao P.D.R.: Khammouan : Forests surrounding Nakai NBCA Area Office. Altitude: 543 m";0;105.142833333333;17.7026111111111;"0";"0";"P01921620";"P01921620";"Newman";"Newman, Mark Fleming";"Angola, Argentina, Brazil, Indonesia, Laos, Malaysia, Mexico, Philippines, Thailand, United States of America, Venezuela, Vietnam";"0";"Khammouan";0;"Newman, M.F.";"Kessler, P.";"LAO";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane, E";"27613";"";27613;"";"06/09/1938 - 06/09/1938";6;9;1938;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"VN";"Viet Nam";0;"Annam : sommet du Nui Bach Ma station d'altitude un peu au Sud de Huê. 14 a 1500 m alt.";0;107.8652;16.1836;"0";"0";"P01921606";"P01921606";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Thừa Thiên - Huế";0;"Poilane, E.";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane, E";"27652";"";27652;"";"07/09/1938 - 07/09/1938";7;9;1938;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"VN";"Viet Nam";0;"Annam : sommet du Nui Bach Ma station d'altitude un peu au Sud de Huê. 14 a 1500 m alt.";0;107.8652;16.1836;"0";"0";"P01921608";"P01921608";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Thừa Thiên - Huế";0;"Poilane, E.";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane, E";"29129";"";29129;"";"27/02/1939 - 27/02/1939";27;2;1939;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"VN";"Viet Nam";0;"Annam: Ba-Na près Tourane. 1000 m";0;107.983333;15.983333;"0";"0";"P01921603";"P01921603";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Đà Nẵng";0;"Poilane, E.";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane, E";"29164";"";29164;"";"01/03/1939 - 01/03/1939";1;3;1939;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"VN";"Viet Nam";0;"Annam : Ba-na près Tourane. 12 a 1500 m alt.";0;107.989;15.998;"0";"0";"P01921602";"P01921602";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Đà Nẵng";0;"Poilane, E.";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane, E";"29265";"";29265;"";"07/03/1939 - 07/03/1939";7;3;1939;"Kessler, P";"25/10/1989 - 25/10/1989";25;10;1989;"VN";"Viet Nam";0;"Annam : Ba-Na près Tourane. 800 m alt.";0;107.989;15.998;"0";"0";"P01921613";"P01921613";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Đà Nẵng";0;"Poilane, E.";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane, E";"29413";"";29413;"";"18/03/1939 - 18/03/1939";18;3;1939;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"VN";"Viet Nam";0;"Annam : Poste 6. prov: du Quang Nam. 700 m alt.";0;107.6554;15.6692;"0";"0";"P01921607";"P01921607";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Quảng Nam";0;"Poilane, E.";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane, E";"29940";"";29940;"";"22/04/1939 - 22/04/1939";22;4;1939;"Kessler, P";"25/10/1989 - 25/10/1989";25;10;1989;"VN";"Viet Nam";0;"Annam : Nui Bach Ma station d'altitude près de Huê. 1000 a 1200 m alt.";0;107.833;16.167;"0";"0";"P01921617";"P01921617";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Thừa Thiên - Huế";0;"Poilane, E.";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";".cen";FALSE
"Alphonsea";"gaudichaudiana";0;0;"Poilane, E";"30002";"";30002;"";"26/04/1939 - 26/04/1939";26;4;1939;"nan";"<NA>";NA;NA;NA;"VN";"Viet Nam";0;"Annam : Núi Bach Ma station d'altitude près de Huê. 1200 m alt.";0;107.833;16.1667;"0";"0";"P01921605";"P01921605";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Thừa Thiên - Huế";0;"Poilane, E.";"Jovet-Ast, S.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";".cen";FALSE
"Alphonsea";"gaudichaudiana";0;0;"Poilane";"4900, 4900, 4900";"";4900;"";"05/10/1922 - 05/10/1922";5;10;1922;"Kessler, P, Kessler, P, nan";"01/02/1990 - 28/02/1990";1;2;1990;"VN";"Viet Nam";0;"Annam : Nui Han héo près Nhatrang";0;109.267;12.4;"0, 0, 0";"0, 0, 0";"P01921609, P01921612, P01965450";"P01921609, P01921612, P01965450";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"";NA;"";"";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";".con";FALSE
"Alphonsea";"gaudichaudiana";0;0;"Poilane";"7298, 7298";"";7298;"";"17/07/1923 - 17/07/1923";17;7;1923;"Kessler, P, Kessler, P";"25/10/1989 - 25/10/1989";25;10;1989;"VN";"Viet Nam";0;"Annam : Bana près Tourane. Forêt 12 a 1300 m alt.";0;107.989;15.998;"0, 0";"0, 0";"P01921615, P01921616";"P01921615, P01921616";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"";NA;"";"";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane";"7371";"";7371;"";"05/08/1923 - 05/08/1923";5;8;1923;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"VN";"Viet Nam";0;"Annam : Ba na près Tourane. 1000 m alt.";0;107.989;15.998;"0";"0";"P01921604";"P01921604";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Đà Nẵng";0;"Poilane";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Svengsuksa, B";"57";"";57;"";"03/04/2005 - 03/04/2005";3;4;2005;"Kessler, PJA";"01/10/2005 - 31/10/2005";1;10;2005;"LA";"Laos, République démocratique populaire";0;"Laos, prov. Khammouane, Nakai district, nearby village Oudom Souk, behind the Nakai NBCA station. Alt: 450 - 552 m";0;105.139361111111;17.7072222222222;"0";"0";"P00888739";"P00888739";"Svengsuksa";"Svengsuksa, B.";"Laos";"0";"Khammouan";0;"Svengsuksa, B.";"Kessler, P.J.A.";"LAO";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";"";TRUE
"Alphonsea";"gaudichaudiana";0;0;"Poilane";"";"<NA>";NA;"<NA>";"05/10/1922 - 05/10/1922";5;10;1922;"Kessler, P";"25/10/1989 - 25/10/1989";25;10;1989;"VN";"Viet Nam";0;"Annam : Nui Han heo près de Nhatrang.";0;109.267;12.4;"0";"0";"P01921611";"P01921611";"Poilane";"Poilane, Eugène";"Cambodia, Laos, Vietnam";"0";"Khánh Hòa";0;"Poilane";"Kessler, P.";"VNM";"Alphonsea gaudichaudiana";"ACCEPTED";"Alphonsea gaudichaudiana";"(Baill.) Finet & Gagnep.";"https://ipni.org/n/77070651-1";".con";FALSE
"Alphonsea";"hainanensis";0;0;"How, FC";"70980";"";70980;"";"01/03/1933 - 31/07/1933";1;3;1933;"Kessler, P";"26/10/1989 - 26/10/1989";26;10;1989;"not found";"Chine";0;"Yaichow, Hainan";0;109.163;18.372;"0";"0";"P01956334";"P01956334";"How";"How, FC";"<NA>";"<NA>";"Hainan(海南)";0;"How, F.C.";"Kessler, P.";"not found";"Alphonsea hainanensis";"ACCEPTED";"Alphonsea hainanensis";"Merr. & Chun";"https://ipni.org/n/71988-1";".con";FALSE
"Alphonsea";"hainanensis";0;0;"Lau, SK";"3278";"";3278;"";"05/02/1934 - 05/02/1934";5;2;1934;"Kessler, P";"01/01/1990 - 31/01/1990";1;1;1990;"not found";"Chine";0;"Hainan. Chung Ngo Shan (Ch'ang-kiang District)";0;108.988;19.279;"0";"0";"P01956337";"P01956337";"Lau";"Lau, S. K.";"China, United States of America";"0";"Hainan(海南)";0;"Lau, S.K.";"Kessler, P.";"not found";"Alphonsea hainanensis";"ACCEPTED";"Alphonsea hainanensis";"Merr. & Chun";"https://ipni.org/n/71988-1";".con";FALSE
"Alphonsea";"hainanensis";0;0;"Lau, SK";"3323";"";3323;"";"11/02/1934 - 11/02/1934";11;2;1934;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"not found";"Chine";0;"Hainan. Chung Ngo Shan (Ch'ang-kiang District)";0;108.988;19.279;"0";"0";"P01956335";"P01956335";"Lau";"Lau, S. K.";"China, United States of America";"0";"Hainan(海南)";0;"Lau, S.K.";"Kessler, P.";"not found";"Alphonsea hainanensis";"ACCEPTED";"Alphonsea hainanensis";"Merr. & Chun";"https://ipni.org/n/71988-1";".con";FALSE
"Alphonsea";"hainanensis";0;0;"Lau, SK";"3747";"";3747;"";"11/04/1934 - 11/04/1934";11;4;1934;"Kessler, P";"01/02/1990 - 28/02/1990";1;2;1990;"not found";"Chine";0;"Hainan. Chim Fung Ling near Sam Mo Watt village (Kan-en District)";0;108.83;18.707;"0";"0";"P01956336";"P01956336";"Lau";"Lau, S. K.";"China, United States of America";"0";"Hainan(海南)";0;"Lau, S.K.";"Kessler, P.";"not found";"Alphonsea hainanensis";"ACCEPTED";"Alphonsea hainanensis";"Merr. & Chun";"https://ipni.org/n/71988-1";".con";FALSE
"Alphonsea";"hainanensis";0;0;"Liang, HY";"63920";"";63920;"";"30/10/1933 - 30/10/1933";30;10;1933;"Kessler, P";"10/10/1987 - 10/10/1987";10;10;1987;"not found";"Chine";0;"Hainan : in light woods.";0;109.6;19.2;"0";"0";"P00411002";"P00411002";"Liang";"Liang, H. Y.";"China";"0";"Hainan(海南)";0;"Liang, H.Y.";"Kessler, P.";"not found";"Alphonsea hainanensis";"ACCEPTED";"Alphonsea hainanensis";"Merr. & Chun";"https://ipni.org/n/71988-1";".con";FALSE
"Alphonsea";"hortensis";0;0;"Kostermans";"23352";"";23352;"";"30/04/1969 - 30/04/1969";30;4;1969;"Kessler, P";"25/10/1989 - 25/10/1989";25;10;1989;"LK";"Sri Lanka";0;"Ceylon. Botanic Garden, Peradeniya. 400 m. alt.";0;80.5965;7.2685;"0";"0";"P00411001";"P00411001";"Kostermans";"Kostermans, Andre Joseph Guillaume Henri";"Indonesia, Sri Lanka, Thailand";"0";"Kandy";0;"Kostermans";"Kessler, P.";"LKA";"Alphonsea hortensis";"ACCEPTED";"Alphonsea hortensis";"H.Huber";"https://ipni.org/n/905635-1";"";TRUE
"Alphonsea";"javanica";0;0;"Koorders, SH";"24816  ß";"";24816;"";"30/09/1896 - 30/09/1896";30;9;1896;"Valeton";"01/01/1902 - 31/12/1902";1;1;1902;"not found";"Indonésie";0;"Archipel. Ind. Java, Banjoemas. Noesakembangan.";0;108.9486;-7.751;"0";"0";"P01956346";"P01956346";"Koorders";"Koorders, Sijfert Hendrik";"Indonesia";"0";"Central Java";0;"Koorders, S.H.";"Valeton";"not found";"Alphonsea javanica";"ACCEPTED";"Alphonsea javanica";"Scheff.";"https://ipni.org/n/71989-1";".con";FALSE
"Alphonsea";"javanica";0;0;"Ramos, M";"36671";"";36671;"";"01/10/1919 - 31/10/1919";1;10;1919;"Kessler, P";"01/11/2003 - 30/11/2003";1;11;2003;"PH";"Philippines";0;"Philippines. Mt. Tubuan. Zamboanga District. Mindanao";0;124.014;7.001;"0";"0";"P01956349";"P01956349";"Ramos";"Ramos, Maximo";"Malaysia, Philippines";"0";"Maguindanao";0;"Ramos, M.";"Kessler, P.";"PHL";"Alphonsea javanica";"ACCEPTED";"Alphonsea javanica";"Scheff.";"https://ipni.org/n/71989-1";"";TRUE
