"genus";"specific_epithet";"species_author";"collector_id";"recorded_by";"colnum_full";"prefix";"colnum";"sufix";"col_date";"col_day";"col_month";"col_year";"det_by";"det_date";"det_day";"det_month";"det_year";"country_id";"country";"continent";"locality";"coordinate_id";"ddlong";"ddlat";"institute";"herbarium_code";"barcode";"orig_bc";"coll_surname";"huh_name";"geo_col";"wiki_url";"region";"specificEpithet";"orig_recby";"orig_detby";"country_iso3";"sp_idx";"status";"accepted_name";"ipni_species_author";"ipni_no";"geo_issues";".summary"
"Goniothalamus";"gabriacianus";0;0;"Thorel";"387";"";387;"";"01/01/1866 - 31/12/1868";1;1;1866;"Kessler, P";"01/06/2004 - 30/06/2004";1;6;2004;"LA";"Laos, République démocratique populaire";0;"Laos. Bassac";0;105.8765804;14.8872885;"0";"0";"P01952432";"P01952432";"Thorel";"Thorel, Clovis";"Vietnam";"0";"Champasak";0;"Thorel";"Kessler, P.";"LAO";"Goniothalamus gabriacianus";"ACCEPTED";"Goniothalamus gabriacianus";"(Baill.) Ast";"https://ipni.org/n/73193-1";"";TRUE
"Goniothalamus";"gabriacianus";0;0;"Thorel";"387, 387, 387";"";387;"";"01/01/1862 - 31/12/1866";1;1;1862;"Kessler, P, Kessler, PJA, nan";"01/06/2004 - 30/06/2004";1;6;2004;"VN";"Viet Nam";0;"Cochinchine. Thu-dau-moth prov. Bien-hoa";0;106.653165533333;10.9805623333333;"0, 0, 0";"0, 0, 0";"P00411186, P00411187, P00361424";"P00411186, P00411187, P00361424";"Thorel";"Thorel, Clovis";"Vietnam";"0";"";NA;"";"";"VNM";"Goniothalamus gabriacianus";"ACCEPTED";"Goniothalamus gabriacianus";"(Baill.) Ast";"https://ipni.org/n/73193-1";"";TRUE
"Goniothalamus";"gabriacianus";0;0;"Thorel";"987 B";"";987;"B";"01/01/1866 - 31/12/1868";1;1;1866;"Kessler, P";"01/06/2004 - 30/06/2004";1;6;2004;"not found";"Cambodge";0;"Stung-treng, Laos. Expédition du Mé-Kong";0;105.9687;13.52712;"0";"0";"P01952435";"P01952435";"Thorel";"Thorel, Clovis";"Vietnam";"0";"Stung Treng";0;"Thorel";"Kessler, P.";"not found";"Goniothalamus gabriacianus";"ACCEPTED";"Goniothalamus gabriacianus";"(Baill.) Ast";"https://ipni.org/n/73193-1";".con";FALSE
"Goniothalamus";"gabriacianus";0;0;"Xinh, MV";"324";"";324;"";"29/07/2004 - 29/07/2004";29;7;2004;"nan";"<NA>";NA;NA;NA;"VN";"Viet Nam";0;"Vietnam. Ninh Binh Province, Nho Quan District, CPNP, Bong.";0;105.584;20.3525;"0";"0";"P00848960";"P00848960";"Xinh";"Xinh, MV";"<NA>";"<NA>";"Ninh Bình";0;"Mai Van Xinh";"<NA>";"VNM";"Goniothalamus gabriacianus";"ACCEPTED";"Goniothalamus gabriacianus";"(Baill.) Ast";"https://ipni.org/n/73193-1";"";TRUE
"Goniothalamus";"gabriacianus";0;0;"Pierre, L";"";"<NA>";NA;"<NA>";"01/08/1866 - 31/08/1866";1;8;1866;"Kessler, P, Kessler, P";"01/06/2004 - 30/06/2004";1;6;2004;"VN";"Viet Nam";0;"ad Choben in prov. Baria. Cochinchine";0;105.024235005263;14.3779929052632;"0, 0";"0, 0";"P00432328, P00432330";"P00432328, P00432330";"Pierre";"Pierre, Jean Baptiste Louis";"";"";"";NA;"";"";"VNM";"Goniothalamus gabriacianus";"ACCEPTED";"Goniothalamus gabriacianus";"(Baill.) Ast";"https://ipni.org/n/73193-1";".con";FALSE
"Goniothalamus";"gabriacianus";0;0;"Pierre, L";"";"<NA>";NA;"<NA>";"01/10/1867 - 31/10/1867";1;10;1867;"Kessler, P";"<NA>";NA;NA;NA;"VN";"Viet Nam";0;"in prov. Baria austrocochinchinae. Monts Dinh";0;107.133;10.533;"0";"0";"P00432329";"P00432329";"Pierre";"Pierre, Jean Baptiste Louis";"Cambodia, Vietnam";"0";"Bà Rịa - Vũng Tàu";0;"Pierre, L.";"Kessler, P.";"VNM";"Goniothalamus gabriacianus";"ACCEPTED";"Goniothalamus gabriacianus";"(Baill.) Ast";"https://ipni.org/n/73193-1";"";TRUE
"Goniothalamus";"gabriacianus";0;0;"Thorel";"";"<NA>";NA;"<NA>";"01/01/1862 - 31/12/1866";1;1;1862;"Kessler, P, Kessler, P, Kessler, P, Kessler, P";"01/06/2004 - 30/06/2004";1;6;2004;"VN";"Viet Nam";0;"Cochinchine";0;106.502;11.2036666666667;"0, 0, 0, 0";"0, 0, 0, 0";"P01952437, P01952438, P01952439, P01952441";"P01952437, P01952438, P01952439, P01952441";"Thorel";"Thorel, Clovis";"";"";"";NA;"";"";"VNM";"Goniothalamus gabriacianus";"ACCEPTED";"Goniothalamus gabriacianus";"(Baill.) Ast";"https://ipni.org/n/73193-1";"";TRUE
"Goniothalamus";"gardneri";0;0;"Huber, H";"391";"";391;"";"07/10/1977 - 07/10/1977";7;10;1977;"nan";"<NA>";NA;NA;NA;"LK";"Sri Lanka";0;"Ceylon. Kurunagala Distr.: southern part of Doluwakande. Alt. 420 m";0;80.413;7.597;"0";"0";"P01952430";"P01952430";"Huber";"Huber, H";"<NA>";"<NA>";"Kurunegala";0;"Huber, H.";"<NA>";"LKA";"Goniothalamus gardneri";"ACCEPTED";"Goniothalamus gardneri";"Hook.f. & Thomson";"https://ipni.org/n/73194-1";"";TRUE
"Goniothalamus";"giganteus";0;0;"Cumming";"1684";"";1684;"";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"PH";"Philippines";0;"Manille";0;120.9809674;14.5907332;"0";"0";"P01988155";"P01988155";"Cumming";"Cumming";"<NA>";"<NA>";"National Capital Region (NCR)";0;"Cumming";"<NA>";"PHL";"Goniothalamus giganteus";"ACCEPTED";"Goniothalamus giganteus";"Hook.f. & Thomson";"https://ipni.org/n/73195-1";".cap,.cen";FALSE
"Goniothalamus";"giganteus";0;0;"Curtis, C";"2162";"";2162;"";"01/06/1890 - 30/06/1890";1;6;1890;"Curtis, C";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Penang. Waterfall";0;100.256;5.406;"0";"0";"P01952384";"P01952384";"Curtis";"Curtis, C";"<NA>";"<NA>";"Pulau Pinang";0;"Curtis, C.";"Curtis, C.";"not found";"Goniothalamus giganteus";"ACCEPTED";"Goniothalamus giganteus";"Hook.f. & Thomson";"https://ipni.org/n/73195-1";".con";FALSE
"Goniothalamus";"giganteus";0;0;"King";"8441";"";8441;"";"01/01/1886 - 31/01/1886";1;1;1886;"nan";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malay Peninsula. Perak. Thaiping. alt. 2000 to 3000 ft";0;100.792;4.862;"0";"0";"P01952383";"P01952383";"King";"King";"<NA>";"<NA>";"Perak";0;"King";"<NA>";"not found";"Goniothalamus giganteus";"ACCEPTED";"Goniothalamus giganteus";"Hook.f. & Thomson";"https://ipni.org/n/73195-1";".con";FALSE
"Goniothalamus";"giganteus";0;0;"Niyomdham, C";"965";"";965;"";"11/09/1985 - 11/09/1985";11;9;1985;"Niyomdham, C";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Thailand. Pa Wai, Sungai Padee, Narathiwat. Altitude NSL.";0;101.894;6.1938;"0";"0";"P01952386";"P01952386";"Niyomdham";"Niyomdham, Chawalit";"Thailand";"0";"Narathiwat(นครศรีธรรมราช)";0;"Niyomdham, C.";"Niyomdham, C.";"not found";"Goniothalamus giganteus";"ACCEPTED";"Goniothalamus giganteus";"Hook.f. & Thomson";"https://ipni.org/n/73195-1";".con";FALSE
"Goniothalamus";"giganteus";0;0;"Perromat, G";"4395";"";4395;"";"20/07/1994 - 20/07/1994";20;7;1994;"Perromat, G";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaysia. Kedah";0;100.67;5.8;"0";"0";"P01952427";"P01952427";"Perromat";"Perromat, G";"<NA>";"<NA>";"Kedah";0;"Perromat, G.";"Perromat, G.";"not found";"Goniothalamus giganteus";"ACCEPTED";"Goniothalamus giganteus";"Hook.f. & Thomson";"https://ipni.org/n/73195-1";".con";FALSE
"Goniothalamus";"giganteus";0;0;"Premrasmi, A";"7";"";7;"";"15/07/1984 - 15/07/1984";15;7;1984;"Niyomdham, C";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Thailand. Su Ngai Padee, Narathiwat. Altitude N.S.L.";0;101.879;6.086;"0";"0";"P01952387";"P01952387";"Premrasmi";"Premrasmi, A";"<NA>";"<NA>";"Narathiwat(นครศรีธรรมราช)";0;"Premrasmi, A.";"Niyomdham, C.";"not found";"Goniothalamus giganteus";"ACCEPTED";"Goniothalamus giganteus";"Hook.f. & Thomson";"https://ipni.org/n/73195-1";".con";FALSE
"Goniothalamus";"giganteus";0;0;"Thomas, P";"4144";"";4144;"";"29/07/1992 - 29/07/1992";29;7;1992;"Thomas, P";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaysia. Mersing. Johore";0;103.835494;2.4298532;"0";"0";"P01952426";"P01952426";"Thomas";"Thomas, P";"<NA>";"<NA>";"Johor";0;"Thomas, P.";"Thomas, P.";"not found";"Goniothalamus giganteus";"ACCEPTED";"Goniothalamus giganteus";"Hook.f. & Thomson";"https://ipni.org/n/73195-1";".con";FALSE
"Goniothalamus";"giganteus";0;0;"Curtis, C";"";"<NA>";NA;"<NA>";"<NA>";NA;NA;NA;"nan";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Langkaui";0;99.793;6.37;"0";"0";"P01952385";"P01952385";"Curtis";"Curtis, C";"<NA>";"<NA>";"Kedah";0;"Curtis, C.";"<NA>";"not found";"Goniothalamus giganteus";"ACCEPTED";"Goniothalamus giganteus";"Hook.f. & Thomson";"https://ipni.org/n/73195-1";".con";FALSE
"Goniothalamus";"gitingensis";0;0;"Elmer, ADE";"12507";"";12507;"";"01/05/1910 - 31/05/1910";1;5;1910;"Elmer, ADE";"<NA>";NA;NA;NA;"PH";"Philippines";0;"Philippine Islands. Magallanes (Mt. Giting-Giting), Province of Capiz. Island of Sibuyan";0;122.5676;12.415;"0";"0";"P00432362";"P00432362";"Elmer";"Elmer, Adolph Daniel Edward";"Indonesia, Philippines, United States of America";"0";"Romblon";0;"Elmer, A.D.E.";"Elmer, A.D.E.";"PHL";"Goniothalamus gitingensis";"SYNONYM";"Goniothalamus elmeri var. gitingensis";"(Elmer) Bân";"https://ipni.org/n/73197-1";"";TRUE
"Goniothalamus";"hookeri";0;0;"Huber, H";"606";"";606;"";"11/11/1977 - 11/11/1977";11;11;1977;"nan";"<NA>";NA;NA;NA;"LK";"Sri Lanka";0;"Ceylon. Matara distr.: Diyadawa Forest Reserve near Deniyaya. Alt. 370 m";0;80.551;6.332;"0";"0";"P01952442";"P01952442";"Huber";"Huber, H";"<NA>";"<NA>";"Matara";0;"Huber, H.";"<NA>";"LKA";"Goniothalamus hookeri";"ACCEPTED";"Goniothalamus hookeri";"Thwaites";"https://ipni.org/n/73201-1";"";TRUE
"Goniothalamus";"hookeri";0;0;"Kostermans";"25461";"";25461;"";"26/08/1974 - 26/08/1974";26;8;1974;"Kessler, P";"01/11/2003 - 30/11/2003";1;11;2003;"LK";"Sri Lanka";0;"Ceylon. Kottawa Arboretum near Galle. Alt. low.";0;80.3183333333333;6.09305555555556;"0";"0";"P01952443";"P01952443";"Kostermans";"Kostermans, Andre Joseph Guillaume Henri";"Indonesia, Sri Lanka, Thailand";"0";"Galle";0;"Kostermans";"Kessler, P.";"LKA";"Goniothalamus hookeri";"ACCEPTED";"Goniothalamus hookeri";"Thwaites";"https://ipni.org/n/73201-1";"";TRUE
"Goniothalamus";"howii";0;0;"How, FC";"72226";"";72226;"";"01/05/1935 - 31/05/1935";1;5;1935;"nan";"<NA>";NA;NA;NA;"not found";"Chine";0;"Hainan. Po-ting. Alt. 1100 ft.";0;109.701;18.641;"0";"0";"P00732385";"P00732385";"How";"How, FC";"<NA>";"<NA>";"Hainan(海南)";0;"How, F.C.";"<NA>";"not found";"Goniothalamus howii";"ACCEPTED";"Goniothalamus howii";"Merr. & Chun";"https://ipni.org/n/73202-1";".con";FALSE
"Goniothalamus";"kunstleri";0;0;"Curtis, C";"2447";"";2447;"";"01/06/1890 - 30/06/1890";1;6;1890;"Rainer, H";"21/12/2007 - 21/12/2007";21;12;2007;"not found";"Malaisie";0;"Province of Wellesley. Bukit Juru";0;100.4167;5.3333;"0";"0";"P00601052";"P00601052";"Curtis";"Curtis, C";"<NA>";"<NA>";"Pulau Pinang";0;"Curtis, C.";"Rainer, H.";"not found";"Goniothalamus kunstleri";"SYNONYM";"Goniothalamus tenuifolius";"King";"https://ipni.org/n/73206-1";".con";FALSE
"Goniothalamus";"kunstleri";0;0;"Niyomdham, C";"1158";"";1158;"";"20/01/1986 - 20/01/1986";20;1;1986;"nan";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Thailand. Khao chana, Kaluwotai, Narathiwat. Altitude c. 50 m.";0;101.869;6.336;"0";"0";"P01952440";"P01952440";"Niyomdham";"Niyomdham, Chawalit";"Thailand";"0";"Narathiwat(นครศรีธรรมราช)";0;"Niyomdham, C.";"<NA>";"not found";"Goniothalamus kunstleri";"SYNONYM";"Goniothalamus tenuifolius";"King";"https://ipni.org/n/73206-1";".con";FALSE
"Goniothalamus";"lancifolius";0;0;"Barros, C";"24844";"";24844;"";"01/08/1915 - 31/10/1915";1;8;1915;"nan";"<NA>";NA;NA;NA;"PH";"Philippines";0;"Philippines. Province of Cagayan. Luzon";0;121.694;18.228;"0";"0";"P01988147";"P01988147";"Barros";"Barros, C";"<NA>";"<NA>";"Cagayan";0;"Barros, C.";"<NA>";"PHL";"Goniothalamus lancifolius";"ACCEPTED";"Goniothalamus lancifolius";"Merr.";"https://ipni.org/n/73208-1";"";TRUE
"Goniothalamus";"lancifolius";0;0;"Ramos, M";"38727";"";38727;"";"01/06/1920 - 31/07/1920";1;6;1920;"nan";"<NA>";NA;NA;NA;"PH";"Philippines";0;"Philippines. Mt. Candoon. Bukidnon subprovince. Mindanao";0;124.999;8.023;"0";"0";"P01988146";"P01988146";"Ramos";"Ramos, Maximo";"Malaysia, Philippines";"0";"Bukidnon";0;"Ramos, M.";"<NA>";"PHL";"Goniothalamus lancifolius";"ACCEPTED";"Goniothalamus lancifolius";"Merr.";"https://ipni.org/n/73208-1";"";TRUE
"Goniothalamus";"laoticus";0;0;"Dubost, JM";"237";"";237;"";"22/05/2010 - 22/05/2010";22;5;2010;"nan";"<NA>";NA;NA;NA;"LA";"Laos, République démocratique populaire";0;"Don Kram. Prov.: Bokeo, district de Huay Say. Laos. Alt. 450-850 m";0;100.434;20.263;"0";"0";"P06839260";"P06839260";"Dubost";"Dubost, JM";"<NA>";"<NA>";"Bokèo";0;"Dubost, J.-M.";"<NA>";"LAO";"Goniothalamus laoticus";"ACCEPTED";"Goniothalamus laoticus";"(Finet & Gagnep.) Bân";"https://ipni.org/n/73209-1";"";TRUE
"Goniothalamus";"laoticus";0;0;"Svengsuksa, B";"BT 31";"BT";31;"";"03/04/2005 - 03/04/2005";3;4;2005;"Kessler, PJA";"01/10/2005 - 31/10/2005";1;10;2005;"LA";"Laos, République démocratique populaire";0;"Laos, prov. Khammouan, Nakai district, nearby village Oudom Souk, behind the Nakai NBCA station. Alt: 450 - 552 m";0;105.133333333333;17.7;"0";"0";"P00784339";"P00784339";"Svengsuksa";"Svengsuksa, B.";"Laos";"0";"Khammouan";0;"Svengsuksa, B.";"Kessler, P.J.A.";"LAO";"Goniothalamus laoticus";"ACCEPTED";"Goniothalamus laoticus";"(Finet & Gagnep.) Bân";"https://ipni.org/n/73209-1";"";TRUE
"Goniothalamus";"longistylus";0;0;"Ramos, M";"26639";"";26639;"";"01/08/1916 - 30/09/1916";1;8;1916;"nan";"<NA>";NA;NA;NA;"PH";"Philippines";0;"Philippines. Mt. Dingalan. Province of Tayabas. Luzon";0;121.405;15.426;"0";"0";"P00389827";"P00389827";"Ramos";"Ramos, Maximo";"Malaysia, Philippines";"0";"Aurora";0;"Ramos, M.";"<NA>";"PHL";"Goniothalamus longistylus";"ACCEPTED";"Goniothalamus longistylus";"Merr.";"https://ipni.org/n/73213-1";"";TRUE
"Goniothalamus";"macrophyllus";0;0;"Deverre";"163, 163";"";163;"";"16/05/1984 - 16/05/1984";16;5;1984;"nan, nan";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaya. Trengganu; Sg Lago";0;103.088;5.21;"0, 0";"0, 0";"P01986219, P01986220";"P01986219, P01986220";"Deverre";"Deverre";"<NA>";"<NA>";"";NA;"";"";"not found";"Goniothalamus macrophyllus";"ACCEPTED";"Goniothalamus macrophyllus";"(Blume) Zoll.";"https://ipni.org/n/73215-1";".con";FALSE
"Goniothalamus";"macrophyllus";0;0;"Dubost, JM";"47";"";47;"";"12/03/2010 - 12/03/2010";12;3;2010;"nan";"<NA>";NA;NA;NA;"LA";"Laos, République démocratique populaire";0;"Ban Tup. Prov.: Bokeo, district de Huay Say. Laos. Alt.: 450-850 m";0;100.698;20.383;"0";"0";"P06839259";"P06839259";"Dubost";"Dubost, JM";"<NA>";"<NA>";"Bokèo";0;"Dubost, J.-M.";"<NA>";"LAO";"Goniothalamus macrophyllus";"ACCEPTED";"Goniothalamus macrophyllus";"(Blume) Zoll.";"https://ipni.org/n/73215-1";"";TRUE
"Goniothalamus";"macrophyllus";0;0;"Scholler, H";"3931";"";3931;"";"09/09/1990 - 09/09/1990";9;9;1990;"nan";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaysia. Semengoh, Sarawak";0;110.331;1.3991;"0";"0";"P01988144";"P01988144";"Scholler";"Scholler, H";"<NA>";"<NA>";"Sarawak";0;"Scholler, H.";"<NA>";"not found";"Goniothalamus macrophyllus";"ACCEPTED";"Goniothalamus macrophyllus";"(Blume) Zoll.";"https://ipni.org/n/73215-1";".con";FALSE
"Goniothalamus";"macrophyllus";0;0;"Zollinger";"82";"";82;"";"30/11/1842 - 30/11/1842";30;11;1842;"nan";"<NA>";NA;NA;NA;"not found";"Indonésie";0;"Planta Javanica. Unterer Urwald am Salak.";0;106.554722;-6.424722;"0";"0";"P01988143";"P01988143";"Zollinger";"Zollinger, Heinrich";"Indonesia";"http://en.wikipedia.org/wiki/Heinrich_Zollinger";"West Java";0;"Zollinger";"<NA>";"not found";"Goniothalamus macrophyllus";"ACCEPTED";"Goniothalamus macrophyllus";"(Blume) Zoll.";"https://ipni.org/n/73215-1";".con";FALSE
"Goniothalamus";"magnificus";0;0;"Sandique, JD";"24034";"";24034;"";"01/05/1915 - 31/05/1915";1;5;1915;"nan";"<NA>";NA;NA;NA;"PH";"Philippines";0;"Philippines. Iloilo. Panay";0;122.5686136;10.7026718;"0";"0";"P01988142";"P01988142";"Sandique";"Sandique, J. D.";"Philippines";"0";"Iloilo";0;"Sandique, J.D.";"<NA>";"PHL";"Goniothalamus magnificus";"ACCEPTED";"Goniothalamus magnificus";"Elmer";"https://ipni.org/n/73217-1";".con";FALSE
"Goniothalamus";"malayanus";0;0;"Nur";"34061";"";34061;"";"13/10/1937 - 13/10/1937";13;10;1937;"Henderson, MR";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malay Peninsula. Sungai Tinggi, Kuala Selangor, Selangor. Altitude low";0;101.177;3.414;"0";"0";"P01988139";"P01988139";"Nur";"Nur, Mohd";"Malaysia";"0";"Selangor";0;"Nur";"Henderson, M.R.";"not found";"Goniothalamus malayanus";"ACCEPTED";"Goniothalamus malayanus";"Hook.f. & Thomson";"https://ipni.org/n/73218-1";".con";FALSE
"Goniothalamus";"malayanus";0;0;"Schaller, H";"3907, 3907";"";3907;"";"18/05/1990 - 18/05/1990";18;5;1990;"nan, Kochumen, KM";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaysia. Mersing road";0;103.835494;2.4298532;"0, 0";"0, 0";"P01986216, P01986217";"P01986216, P01986217";"Schaller";"Schaller, H";"<NA>";"<NA>";"";NA;"";"";"not found";"Goniothalamus malayanus";"ACCEPTED";"Goniothalamus malayanus";"Hook.f. & Thomson";"https://ipni.org/n/73218-1";".con";FALSE
"Goniothalamus";"malayanus";0;0;"Schaller, H";"3949";"";3949;"";"01/09/1990 - 30/09/1990";1;9;1990;"nan";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaysia. Bako, Sarawak";0;110.429;1.666;"0";"0";"P01988141";"P01988141";"Schaller";"Schaller, H";"<NA>";"<NA>";"Sarawak";0;"Schaller, H.";"<NA>";"not found";"Goniothalamus malayanus";"ACCEPTED";"Goniothalamus malayanus";"Hook.f. & Thomson";"https://ipni.org/n/73218-1";".con";FALSE
"Goniothalamus";"malayanus";0;0;"Kiah";"";"<NA>";NA;"<NA>";"23/10/1936 - 23/10/1936";23;10;1936;"Henderson, MR";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malay Peninsula. Sungai Kayu, E. Johore. Altitude low";0;104.059;1.539;"0";"0";"P01988140";"P01988140";"Kiah";"Sidek bin Kiah";"Malaysia";"0";"Johor";0;"Kiah";"Henderson, M.R.";"not found";"Goniothalamus malayanus";"ACCEPTED";"Goniothalamus malayanus";"Hook.f. & Thomson";"https://ipni.org/n/73218-1";".con";FALSE
"Goniothalamus";"malayanus";0;0;"Sinclair, J";"";"<NA>";NA;"<NA>";"05/02/1949 - 05/02/1949";5;2;1949;"Sinclair, J";"<NA>";NA;NA;NA;"not found";"Singapour";0;"Malay Peninsula. N.E. end Mac Ritchie Reservoir, Singapore, Malaya.";0;103.831;1.349;"0";"0";"P01986218";"P01986218";"Sinclair";"Sinclair, John F.";"United States of America";"0";"Central Singapore";0;"Sinclair, J.";"Sinclair, J.";"not found";"Goniothalamus malayanus";"ACCEPTED";"Goniothalamus malayanus";"Hook.f. & Thomson";"https://ipni.org/n/73218-1";".cap,.con";FALSE
"Goniothalamus";"marcanii";0;0;"Kerr";"6789, 6789";"";6789;"";"01/03/1923 - 31/03/1923";1;3;1923;"nan, nan";"<NA>";NA;NA;NA;"not found";"Thaïlande";0;"Siam";0;100.971;13.127;"0, 0";"0, 0";"P01986210, P01986209";"P01986210, P01986209";"Kerr";"Kerr";"<NA>";"<NA>";"";NA;"";"";"not found";"Goniothalamus marcanii";"SYNONYM";"Goniothalamus tamirensis";"Pierre ex Finet & Gagnep.";"https://ipni.org/n/73219-1";".con";FALSE
"Goniothalamus";"marcanii";0;0;"Lanorsavanh, S";"BT 193";"BT";193;"";"23/04/2005 - 23/04/2005";23;4;2005;"Kessler, PJA";"01/10/2005 - 31/10/2005";1;10;2005;"LA";"Laos, République démocratique populaire";0;"Laos, Vientiane, Thulakom distr., Ban (village) Keum, Zoological Garden, near main office. Alt: 160 m";0;102.566666666667;18.3666666666667;"0";"0";"P00888731";"P00888731";"Lanorsavanh";"Lanorsavanh, S";"<NA>";"<NA>";"Vientiane Province";0;"Lanorsavanh, S.";"Kessler, P.J.A.";"LAO";"Goniothalamus marcanii";"SYNONYM";"Goniothalamus tamirensis";"Pierre ex Finet & Gagnep.";"https://ipni.org/n/73219-1";"";TRUE
"Goniothalamus";"marcanii";0;0;"Vidal, JE";"1239, 1239";"";1239;"";"13/02/1950 - 13/02/1950";13;2;1950;"Vidal, JE, nan";"<NA>";NA;NA;NA;"LA";"Laos, République démocratique populaire";0;"B. Sao - Takhek - Laos";0;104.57;17.9068;"0, 0";"0, 0";"P01986211, P01986212";"P01986211, P01986212";"Vidal";"Vidal, JE";"<NA>";"<NA>";"";NA;"";"";"LAO";"Goniothalamus marcanii";"SYNONYM";"Goniothalamus tamirensis";"Pierre ex Finet & Gagnep.";"https://ipni.org/n/73219-1";"";TRUE
"Goniothalamus";"marcanii";0;0;"Vidal, JE";"2247";"";2247;"";"01/03/1953 - 31/03/1953";1;3;1953;"nan";"<NA>";NA;NA;NA;"LA";"Laos, République démocratique populaire";0;"Ban Na Hai. Prov.: Vientiane. Laos";0;102.678;17.864;"0";"0";"P01986213";"P01986213";"Vidal";"Vidal, JE";"<NA>";"<NA>";"Vientiane Prefecture";0;"Vidal, J.E.";"<NA>";"LAO";"Goniothalamus marcanii";"SYNONYM";"Goniothalamus tamirensis";"Pierre ex Finet & Gagnep.";"https://ipni.org/n/73219-1";"";TRUE
"Goniothalamus";"marcanii";0;0;"Vidal, JE";"4352";"";4352;"";"08/11/1965 - 08/11/1965";8;11;1965;"nan";"<NA>";NA;NA;NA;"LA";"Laos, République démocratique populaire";0;"env. de Ban Phôn Ngam. Prov.: Bolikhamsai. Laos";0;104.8426;18.099;"0";"0";"P01986214";"P01986214";"Vidal";"Vidal, JE";"<NA>";"<NA>";"Bolikhamxai";0;"Vidal, J.E.";"<NA>";"LAO";"Goniothalamus marcanii";"SYNONYM";"Goniothalamus tamirensis";"Pierre ex Finet & Gagnep.";"https://ipni.org/n/73219-1";"";TRUE
"Goniothalamus";"marcanii";0;0;"Vidal, JE";"5598";"";5598;"";"29/10/1971 - 29/10/1971";29;10;1971;"nan";"<NA>";NA;NA;NA;"LA";"Laos, République démocratique populaire";0;"Phou Khao Khouay. Prov.: Vientiane. Laos. Alt.:  env. 800 m";0;102.786;18.389;"0";"0";"P01952448";"P01952448";"Vidal";"Vidal, JE";"<NA>";"<NA>";"Vientiane Province";0;"Vidal, J.E.";"<NA>";"LAO";"Goniothalamus marcanii";"SYNONYM";"Goniothalamus tamirensis";"Pierre ex Finet & Gagnep.";"https://ipni.org/n/73219-1";"";TRUE
"Goniothalamus";"marcanii";0;0;"Vidal, JE";"6027";"";6027;"";"26/10/1974 - 26/10/1974";26;10;1974;"nan";"<NA>";NA;NA;NA;"LA";"Laos, République démocratique populaire";0;"Collines gréseuses au nord de la digue du réservoir Nam Ngum. Prov.: Vientiane. Laos. Alt.: env. 200 m";0;102.533333333333;18.6166666666667;"0";"0";"P01986215";"P01986215";"Vidal";"Vidal, JE";"<NA>";"<NA>";"Vientiane Province";0;"Vidal, J.E.";"<NA>";"LAO";"Goniothalamus marcanii";"SYNONYM";"Goniothalamus tamirensis";"Pierre ex Finet & Gagnep.";"https://ipni.org/n/73219-1";"";TRUE
"Goniothalamus";"mindorensis";0;0;"Ramos, M";"41017";"";41017;"";"01/06/1922 - 30/06/1922";1;6;1922;"Merrill, E";"<NA>";NA;NA;NA;"PH";"Philippines";0;"Philippines. Pinamalayan. Mindoro";0;121.4801563;13.0386691;"0";"0";"P00389830";"P00389830";"Ramos";"Ramos, Maximo";"Malaysia, Philippines";"0";"Oriental Mindoro";0;"Ramos, M.";"Merrill, E.";"PHL";"Goniothalamus mindorensis";"ACCEPTED";"Goniothalamus mindorensis";"Merr.";"https://ipni.org/n/73222-1";"";TRUE
"Goniothalamus";"montanus";0;0;"Schaller, H";"3800, 3800";"";3800;"";"06/12/1989 - 06/12/1989";6;12;1989;"nan, nan";"<NA>";NA;NA;NA;"not found";"Malaisie";0;"Malaysia. Genting simpan. Height : 1000 m";0;101.79;3.3875;"0, 0";"0, 0";"P01986206, P01986207";"P01986206, P01986207";"Schaller";"Schaller, H";"<NA>";"<NA>";"";NA;"";"";"not found";"Goniothalamus montanus";"ACCEPTED";"Goniothalamus montanus";"J.Sinclair";"https://ipni.org/n/73224-1";".con";FALSE
