scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;orig_recby;orig_detby;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no
Alphonsea borneensis I.M.Turner;Alphonsea;borneensis;0;0;Church, AC;"Church, AC; Mahyar, UW  1344 , Church, AC; Mahyar, UW  1344 ";Church;1344;;0;6;5;1994;Turner, IM, Turner, IM;<NA>;;;;ID;Indonesia;0;"Indonesia, C. Kalimantan; Sintang. HPH km 83-87; along old logging road east of camp.0.49S; 112.3E";0;112.5;-0.816667;<NA>, <NA>;Botany, Botany;L0045016, L0045017;L  0045016, L  0045017;Church;Church, Alison Cameron;Indonesia, United States of America;0;;;;IDN;Alphonsea borneensis;ACCEPTED;Alphonsea borneensis;I.M.Turner;https://ipni.org/n/77102838-1
Alphonsea borneensis I.M.Turner;Alphonsea;borneensis;0;0;Mahyar, UW;1344;;1344;;0;6;5;1994;nan;<NA>;;;;ID;Indonesia;0;"C. Kalimantan.  Sintang.  HPH Km 83-87; along old logging road east of camp.";0;112.06;-0.82;K;Herbarium;K000580481;K000580481;Mahyar;Mahyar, Uway Warsita;Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore;0;0;"Mahyar, U.W.; Church, A.C.; Hamzah; Indah";<NA>;IDN;Alphonsea borneensis;ACCEPTED;Alphonsea borneensis;I.M.Turner;https://ipni.org/n/77102838-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Balgooy, MMJ van;Balgooy, MMJ van  5141 , Balgooy, MMJ van  5141 , Balgooy, MMJ van  5141 ;Balgooy;5141;;0;9;9;1985;Kessler, PJA, Kessler, PJA, Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Kebun Raya Bogor, W. Java.;0;106.78333300000001;-6.583333;<NA>, <NA>, <NA>;Botany, Botany, Botany;U1062132, L1753080, L0771373;U.1062132, L.1753080, L  0771373;Balgooy;Balgooy, Max Michael Josephus van;Netherlands, Papua New Guinea;0;;;;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5648 , Balgooy, MMJ van; Setten, AK van  5648 , Balgooy, MMJ van; Setten, AK van  5648 , Balgooy, MMJ van; Setten, AK van  5648 ";Balgooy;5648;;0;4;7;1986;Kessler, PJA, Kessler, PJA, nan, nan;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Kebun Raya Bogor, W. Java.;0;106.783333;-6.583333;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1753079, L0772283, L0298563, U1062131;L.1753079, L  0772283, L  0298563, U.1062131;Balgooy;Balgooy, Max Michael Josephus van;Netherlands, Papua New Guinea;0;;;;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Kostermans, AJGH;"Kostermans, AJGH; Anta  1118 ";Kostermans;1118;;0;10;10;1949;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Bangka, Lobok-besar.;0;106.55;-2.6;<NA>;Botany;L1753074;L.1753074;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;0;"Kostermans AJGH; Anta";Kessler PJA;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Kostermans, AJGH;"Kostermans, AJGH; Anta  1141 ";Kostermans;1141;;0;13;10;1949;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Bangka, Lobok-besar.;0;106.55;-2.6;<NA>;Botany;L1753077;L.1753077;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;0;"Kostermans AJGH; Anta";Kessler PJA;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Kostermans, AJGH;"Kostermans, AJGH; Anta  221 ";Kostermans;221;;0;30;8;1949;Kessler, PJA;1990-02-01T00:00:00;1;2;1990;ID;Indonesia;0;Bangka, Lobok-besar (S.E. Bangka).;0;106.55;-2.6;<NA>;Botany;L1753071;L.1753071;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;0;"Kostermans AJGH; Anta";Kessler PJA;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Kostermans, AJGH;Kostermans, AJGH  230 , Kostermans, AJGH  230 ;Kostermans;230;;0;10;10;1949;Kessler, PJA, Kessler, PJA;1990-02-01T00:00:00;1;2;1990;ID;Indonesia;0;Bangka, Bangka, Lobok Besar;0;106.55;-2.6;<NA>, <NA>;Botany, Botany;L1753069, L0535230;L.1753069, L  0535230;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;;;;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Kostermans, AJGH;"Kostermans, AJGH; Anta  254 ";Kostermans;254;;0;1;9;1949;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Bangka, Lobok-besar (S.E. Bangka).;0;106.55;-2.6;<NA>;Botany;L1753078;L.1753078;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;0;"Kostermans AJGH; Anta";Kessler PJA;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Kostermans, AJGH;"Kostermans, AJGH; Anta  292 ";Kostermans;292;;0;1;9;1949;Kessler, PJA;1990-02-01T00:00:00;1;2;1990;ID;Indonesia;0;S.E. Bangka, Lobok-besar.;0;106.55;-2.6;<NA>;Botany;L1753070;L.1753070;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;0;"Kostermans AJGH; Anta";Kessler PJA;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Kostermans, AJGH;"Kostermans, AJGH; Anta  418 , Kostermans, AJGH; Anta  418 ";Kostermans;418;;0;5;9;1949;nan, nan;<NA>;;;;ID;Indonesia;0;Bangka, Lobok-besar (SE Bangka);0;106.55;-2.6;<NA>, <NA>;Botany, Botany;L4293311, L1753068;L.4293311, L.1753068;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;;;;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Kostermans, AJGH;Kostermans, AJGH  58 , Kostermans, AJGH  58 ;Kostermans;58;;0;5;9;1949;Kessler, PJA, Kessler, PJA;1990-02-01T00:00:00;1;2;1990;ID;Indonesia;0;Bangka, Lobok Besar.;0;106.55;-2.6;<NA>, <NA>;Botany, Botany;L1753073, L1753072;L.1753073, L.1753072;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;;;;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Lambach, PM;Lambach, PM  1310 ;Lambach;1310;;0;28;11;1916;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Archipel. Ind. Sumatra, Lematang Oeloe, Res. Palembang.;0;104.266667;-3.033333;<NA>;Botany;L1753075;L.1753075;Lambach;Lambach, PM;<NA>;<NA>;0;Lambach PM;Kessler PJA;IDN;Alphonsea elliptica;ACCEPTED;Alphonsea elliptica;Hook.f. & Thomson;https://ipni.org/n/71986-1
Alphonsea havilandii Kessler;Alphonsea;havilandii;0;0;Nooteboom, HP;Nooteboom, HP  4396 , Nooteboom, HP  4396 ;Nooteboom;4396;;0;23;12;1982;Kessler, PJA, Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Borneo, Bukit Raya.;0;112.75;-0.75;<NA>, <NA>;Botany, Botany;L1753067, L0181871;L.1753067, L  0181871;Nooteboom;Nooteboom, Hans Peter;Malaysia, Netherlands;0;;;;IDN;Alphonsea havilandii;ACCEPTED;Alphonsea havilandii;Kessler;https://ipni.org/n/988496-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Ambriansyah;Ambriansyah AA 1434 , Ambriansyah AA 1434 ;Ambriansyah;1434;;0;24;11;1995;Arifin, Z, Arifin, Z;1995-11-01T00:00:00;1;11;1995;ID;Indonesia;0;East Kalimantan, ITTO Project area, Km 11, Semoi road.;0;117.0;-1.0;<NA>, <NA>;Botany, Botany;L1744463, L0778718;L.1744463, L  0778718;Ambriansyah;Ambriansyah;Indonesia;0;;;;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Ambriansyah;"Ambriansyah; Arifin, Z AA 398 ";Ambriansyah;398;;0;30;1;1992;Kessler, PJA;1982-01-01T00:00:00;1;1;1982;ID;Indonesia;0;East Kalimantan, Road Balikpapan-Samarindda, km 40, Bukit Soeharto, right side.;0;117.0;-1.0;<NA>;Botany;L1744464;L.1744464;Ambriansyah;Ambriansyah;Indonesia;0;0;"Ambriansyah; Arifin Z";Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Ambriansyah;"Ambriansyah; Arifin, Z AA 504 ";Ambriansyah;504;;0;7;4;1992;Ambriansyah;1992-04-01T00:00:00;1;4;1992;ID;Indonesia;0;East kalimantan, Wanariset research area, km 40 Bslikpapan-Samarinda.;0;117.0;-1.0;<NA>;Botany;L1744470;L.1744470;Ambriansyah;Ambriansyah;Indonesia;0;0;"Ambriansyah; Arifin Z";Ambriansyah;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Arifin, Z;"Arifin, Z; Ambriansyah Berau 1557 ";Arifin;1557;;0;19;5;1990;Turner, IM;2008-11-01T00:00:00;1;11;2008;ID;Indonesia;0;East Kalimantan, Berau, road Km 39 from Labanan.;0;117.316667;2.1;<NA>;Botany;L1744451;L.1744451;Arifin;Arifin, Z.;Indonesia;0;0;"Arifin Z; Ambriansyah";Turner IM;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Arifin, Z;Arifin, Z Berau 540 , Arifin, Z Berau 540 , Arifin, Z Berau 540 ;Arifin;540;;0;29;4;1997;Kessler, PJA, Kessler, PJA, Kessler, PJA;2002-06-01T00:00:00;1;6;2002;ID;Indonesia;0;East Kalimantan, Berau, Inhutani I area, km 16,  Labanan.;0;117.28333300000001;2.083333;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1744457, L1744456, L0490523;L.1744457, L.1744456, L  0490523;Arifin;Arifin, Z.;Indonesia;0;;;;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Culmsee, H;"Culmsee, H; et al.  987 ";Culmsee;987;;0;1;8;2006;Culmsee, H;<NA>;;;;ID;Indonesia;0;Lore Lindu National Park, Pono valley near Toro, SFB 552 Sulawesi Throughfall Displacement Experiment.;0;120.056667;-1.493333;<NA>;Botany;L3966633;L.3966633;Culmsee;Culmsee, Heike;0;0;0;"Culmsee H; et al.";Culmsee H;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Johansson, JT;Johansson, JT  537 ;Johansson;537;;0;20;3;1981;nan;<NA>;;;;ID;Indonesia;0;S. of Tongoa;0;120.166;-1.1869;<NA>;Botany;L0772043;L  0772043;Johansson;Johansson, Jan Thomas;0;0;0;Johansson JT;<NA>;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Koorders, SH;Koorders, SH  16029 B;Koorders;16029;B;0;;;;Kessler, PJA;2001-12-01T00:00:00;1;12;2001;ID;Indonesia;0;Indonesia. Insula Celebes. Provincia Minahassa.;0;124.583333;1.0;<NA>;Botany;L1744428;L.1744428;Koorders;Koorders, Sijfert Hendrik;Indonesia;0;0;Koorders SH;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Koorders, SH;Koorders, SH  20293 , Koorders, SH  20293 ;Koorders;20293;;0;2;10;1895;nan, nan;<NA>;;;;ID;Indonesia;0;Java, Banjoemas, Noeskembangan.;0;108.948611;-7.751111;<NA>, <NA>;Botany, Botany;L1744449, L0776355;L.1744449, L  0776355;Koorders;Koorders, Sijfert Hendrik;Indonesia;0;;;;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Koorders, SH;Koorders, SH  24816 ;Koorders;24816;;0;30;9;1896;Kessler, PJA;1990-02-01T00:00:00;1;2;1990;ID;Indonesia;0;Java, Banjoemas, Noeskembangan.;0;108.948611;-7.751111;<NA>;Botany;L1744448;L.1744448;Koorders;Koorders, Sijfert Hendrik;Indonesia;0;0;Koorders SH;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Koorders, SH;Koorders, SH  26842 ;Koorders;26842;;0;2;2;1897;Kessler, PJA;1990-02-01T00:00:00;1;2;1990;ID;Indonesia;0;Java, Banjoemas, Noeskembangan.;0;108.948611;-7.751111;<NA>;Botany;L1744450;L.1744450;Koorders;Koorders, Sijfert Hendrik;Indonesia;0;0;Koorders SH;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Kostermans, AJGH;Kostermans, AJGH  22094 ;Kostermans;22094;;0;13;12;1965;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;N. Sumatra, Padang Sidempuan near village Grunggang;0;99.266667;1.36667;<NA>;Botany;L1744444;L.1744444;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;0;Kostermans AJGH;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Kostermans, AJGH;Kostermans, AJGH bb 33860 ;Kostermans;33860;;0;18;5;1949;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Moluccas, Morotai, Totodokoe. [Morotai];0;128.350278;2.041944;<NA>;Botany;L1744436;L.1744436;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;0;Kostermans AJGH;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Kostermans, AJGH;Kostermans, AJGH  9907 , Kostermans, AJGH  9907 ;Kostermans;9907;;0;1;9;1954;nan, nan;<NA>;;;;ID;Indonesia;0;E Borneo, Loa Haur R. region, W of Samarinda;0;117.15;-0.5;<NA>, <NA>;Botany, Botany;L4293312, L1744459;L.4293312, L.1744459;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;;;;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Okada, H;Okada, H  3459 , Okada, H  3459 ;Okada;3459;;0;6;7;1981;Kessler, PJA, Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Sumatura Bangka Isl.;0;106.0;-2.25;<NA>, <NA>;Botany, Botany;L1744394, L0197091;L.1744394, L  0197091;Okada;Okada, H;<NA>;<NA>;;;;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Torquebiau, E;Torquebiau, E  169 ;Torquebiau;169;;0;1;1;1984;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Batang Ule, P.T. Alas, Rimbo Bujang (Muarabungo), Jambi, Sumatra;0;101.9;-1.433333;<NA>;Botany;L1744445;L.1744445;Torquebiau;Torquebiau, E.;Indonesia;0;0;Torquebiau E;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Unknown;Unknown Cel V 229 ;Unknown;229;;0;;;;nan;<NA>;;;;ID;Indonesia;0;<NA>;0;121.0948;-2.6351;<NA>;Botany;L0971375;L  0971375;Unknown;Unknown;<NA>;<NA>;0;Unknown;<NA>;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Unknown;Unknown bb 29865 ;Unknown;29865;;0;23;9;1939;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Archipel. Ind.: Molukken, Soela Eilanden (Eil. Mangoli), 't N.v.Mangoli.;0;125.833333;-1.883333;<NA>;Botany;L1744435;L.1744435;Unknown;Unknown;<NA>;<NA>;0;Unknown;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Vogel, EF de;Vogel, EF de  2604 , Vogel, EF de  2604 , Vogel, EF de  2604 ;Vogel;2604;;0;25;10;1973;Kessler, PJA, Kessler, PJA, Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;N. Celebes, Kabupaten Kotamobago, G. Ambang near Poopo;0;124.383333;0.75;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1744424, L1744422, L1744423;L.1744424, L.1744422, L.1744423;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;;;;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Vogel, EF de;Vogel, EF de  3842 , Vogel, EF de  3842 ;Vogel;3842;;0;4;11;1974;Kessler, PJA, Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;N. Moluccas, Bacan Isl., G. Tuaru near Amasing Kali.;0;127.466667;-0.583333;<NA>, <NA>;Botany, Botany;L1744433, L1744434;L.1744433, L.1744434;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;;;;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Vogel, EF de;Vogel, EF de  3940 ;Vogel;3940;;0;7;11;1974;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;N. Moluccas, Bacan Isl., G. Tuaru near Amasing Kali.;0;127.466667;-0.583333;<NA>;Botany;L1744432;L.1744432;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;0;Vogel EF de;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Vogel, EF de;"Vogel, EF de; Vermeulen, JJ  6560 ";Vogel;6560;;0;15;3;1985;Kessler, PJA;1997-06-01T00:00:00;1;6;1997;ID;Indonesia;0;Indonesia, Sulawesi Utara, Bolaang Mongondow, Dumoga Boe National Park, Toraut Dam0.34N, 123.54 E;0;123.883333;0.566667;<NA>;Botany;L1744431;L.1744431;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;0;"Vogel EF de; Vermeulen JJ";Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Vogel, EF de;"Vogel, EF de; Vermeulen, JJ  6572 , Vogel, EF de; Vermeulen, JJ  6572 ";Vogel;6572;;0;15;3;1985;Kessler, PJA, Kessler, PJA;1997-06-01T00:00:00;1;6;1997;ID;Indonesia;0;Indonesia, Sulawesi Utara, Bolaang Mongondow, Dumoga Boe National Park, Toraut Dam0.34N, 123.54 E;0;123.883333;0.566667;<NA>, <NA>;Botany, Botany;L1744429, L1744430;L.1744429, L.1744430;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;;;;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Whitmore, TC;"Whitmore, TC; Sidiyasa, K  3545 ";Whitmore;3545;;0;3;10;1984;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Dumoga-Bone proposed N.P. Roadside, Doloduo Matayangan.;0;123.68;0.5606;<NA>;Botany;L1744420;L.1744420;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;0;"Whitmore TC; Sidiyasa K";Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea javanica Scheff.;Alphonsea;javanica;0;0;Wirawan, N;Wirawan, N  302 ;Wirawan;302;;0;10;1;1964;Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Udjung Kulon Nature Reserve, Nat. Pajung, trail Tjiuluran-Sangiang Sirah;0;105.333333;-6.75;<NA>;Botany;L1744447;L.1744447;Wirawan;Wirawan, Nengah;Indonesia;0;0;Wirawan N;Kessler PJA;IDN;Alphonsea javanica;ACCEPTED;Alphonsea javanica;Scheff.;https://ipni.org/n/71989-1
Alphonsea johorensis J.Sinclair;Alphonsea;johorensis;0;0;Jarvie, JK;"Jarvie, JK; Ruskandi, A  5255 ";Jarvie;5255;;0;25;1;1995;Turner, IM;2008-11-01T00:00:00;1;11;2008;ID;Indonesia;0;Borneo, Kalteng. Samba. 1994-1995 cutting blocks of PT Handiyani.;0;112.833333;-0.716667;<NA>;Botany;L1744406;L.1744406;Jarvie;Jarvie, James Kinninmonth;France, Indonesia, Malaysia, United States of America;0;0;"Jarvie JK; Ruskandi A";Turner IM;IDN;Alphonsea johorensis;ACCEPTED;Alphonsea johorensis;J.Sinclair;https://ipni.org/n/71990-1
Alphonsea kinabaluensis J.Sinclair;Alphonsea;kinabaluensis;0;0;Smythies, BE;Smythies, BE S 13181 ;Smythies;13181;;0;28;8;1960;Turner, IM;2008-11-01T00:00:00;1;11;2008;MY;Malaysia;0;Lundu, G. Berumput.;0;109.65;1.683333;<NA>;Botany;L1744386;L.1744386;Smythies;Smythies, BE;<NA>;<NA>;0;Smythies BE;Turner IM;MYS;Alphonsea kinabaluensis;ACCEPTED;Alphonsea kinabaluensis;J.Sinclair;https://ipni.org/n/71992-1
Alphonsea malayana Kessler;Alphonsea;malayana;0;0;Whitmore, TC;Whitmore, TC KEP FRI 4687 ;Whitmore;4687;;0;8;2;1968;Turner, IM;2014-08-01T00:00:00;1;8;2014;ID;Indonesia;0;Kedah. G. Inas FR., compt. 8, Sungei Kupang.;0;123.5833;-10.1667;<NA>;Botany;L1744309;L.1744309;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;0;Whitmore TC;Turner IM;IDN;Alphonsea malayana;ACCEPTED;Alphonsea malayana;Kessler;https://ipni.org/n/988497-1
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;borneensis;0;0;Albertus;"Albertus; Sidiyasa, K; Priyono; Mujianto  2280 ";Albertus;2280;;0;20;10;2000;Sidiyasa, K;2000-10-01T00:00:00;1;10;2000;ID;Indonesia;0;Indonesia. West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0;110.966667;0.683333;<NA>;Botany;L1744735;L.1744735;Albertus;Albertus, C. G.;California;0;0;"Albertus; Sidiyasa K; Priyono; Mujianto";Sidiyasa K;IDN;Anaxagorea borneensis;ACCEPTED;Anaxagorea borneensis;(Becc.) J.Sinclair;https://ipni.org/n/72025-1
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;borneensis;0;0;Church, AC;"Church, AC; et al.  1329 , Church 1329";Church;1329;;0;5;5;1994;Church, AC, nan;1994-08-01T00:00:00;1;8;1994;ID;Indonesia;0;"Indonesia, Borneo, C. Kalimantan, Sintang, HPH km 86-85, along river to south, 200 m0.49S; 112.03E";0;112.05;-0.816667;<NA>, MO;Botany, MO;L1744739, MO101395200;L.1744739, 101395200;Church;Church, Alison Cameron;Indonesia, United States of America;0;;;;IDN;Anaxagorea borneensis;ACCEPTED;Anaxagorea borneensis;(Becc.) J.Sinclair;https://ipni.org/n/72025-1
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;borneensis;0;0;Church, AC;"Church, AC; et al.  725 , Church 725";Church;725;;0;7;4;1994;Church, AC, nan;1994-08-01T00:00:00;1;8;1994;ID;Indonesia;0;"Indonesia, Borneo, C. Kalimantan, Sintang, HPH km 70, NE of camp along main logging road and environs. Growing in open disturbed area, 100 m0.51S; 112.13E";0;112.216667;-0.85;<NA>, MO;Botany, MO;L1744738, MO101395207;L.1744738, 101395207;Church;Church, Alison Cameron;Indonesia, United States of America;0;;;;IDN;Anaxagorea borneensis;ACCEPTED;Anaxagorea borneensis;(Becc.) J.Sinclair;https://ipni.org/n/72025-1
