scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;orig_recby;orig_detby;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no
Monoon gigantifolium (Merr.) B.Xue & R.M.K.Saunders;Enicosanthum;gigantifolium;0;0;Kessler, PJA;Kessler, PJA  616 ;Kessler;616;;0;19;9;1991;Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Borneo, Kalimantan Timur, Wanariset research area, LBN plot;0;116.933333;-0.983333;<NA>;Botany;L1760867;L.1760867;Kessler;Kessler, PJA;<NA>;<NA>;0;Kessler PJA;Nurmawati S;IDN;Enicosanthum gigantifolium;SYNONYM;Monoon gigantifolium;(Merr.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72960-1
Enicosanthum grandiflorum (Becc.) Airy Shaw;Enicosanthum;grandiflorum;0;0;Vogel, EF de;Vogel, EF de  880 ;Vogel;880;;0;17;11;1971;nan;<NA>;;;;ID;Indonesia;0;Indonesia. Djaro Dam, ca 10 Km NE of Muara Uja, Kalimantan Selatan, Borneo.;0;115.666667;-1.833333;<NA>;Botany;L0049285;L  0049285;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;0;Vogel EF de;<NA>;IDN;Enicosanthum grandiflorum;SYNONYM;Monoon grandiflorum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72961-1
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;grandifolium;0;0;Ambriansyah;"Ambriansyah; Arifin, Z AA 227 , Ambriansyah; Arifin, Z AA 227 ";Ambriansyah;227;;0;26;10;1991;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Wanariset I area, off km 0.5, Wanariset-Semoi road.;0;117.0;-1.0;<NA>, <NA>;Botany, Botany;L1760875, L0197615;L.1760875, L  0197615;Ambriansyah;Ambriansyah;Indonesia;0;;;;IDN;Enicosanthum grandifolium;SYNONYM;Monoon grandifolium;(Elmer) B.Xue & R.M.K.Saunders;https://ipni.org/n/72962-1
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;grandifolium;0;0;Bubung, S;Bubung, S SK 91 ;Bubung;91;;0;18;7;1980;Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Java, Dadapan Kulon, Kawi Mt., Pujon, Malang, East Java;0;112.4518;-7.9233;<NA>;Botany;L1760894;L.1760894;Bubung;Bubung, S;<NA>;<NA>;0;Bubung S;Nurmawati S;IDN;Enicosanthum grandifolium;SYNONYM;Monoon grandifolium;(Elmer) B.Xue & R.M.K.Saunders;https://ipni.org/n/72962-1
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;grandifolium;0;0;Burley, JS;"Burley, JS; et al.  2744 ";Burley;2744;;0;21;6;1989;Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;"Indonesia, Borneo, W. Kalimantan, G. Bentuang area: 5-10 km north of Masa village; 150 km NE of Pontianak, W. Kalimantan province. Gently sloping area E of upper sungai Sembawang.0.52 N; 100.26 E; 250 m alt.";0;110.433333;0.866667;<NA>;Botany;L1760881;L.1760881;Burley;Burley, John Stuart;Indonesia, United States of America;0;0;"Burley JS; et al.";Nurmawati S;IDN;Enicosanthum grandifolium;SYNONYM;Monoon grandifolium;(Elmer) B.Xue & R.M.K.Saunders;https://ipni.org/n/72962-1
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;0;0;Sinclair, J;Sinclair, J  9251 ;Sinclair;9251;;0;18;6;1957;Sinclair, J;<NA>;;;;ID;Indonesia;0;North Borneo, Near Kampong Libang, Sungai Mansaraban, Ranau;0;103.916667;-4.833333;<NA>;Botany;L0186653;L  0186653;Sinclair;Sinclair, John F.;United States of America;0;0;Sinclair J;Sinclair J;IDN;Enicosanthum grandifolium;SYNONYM;Monoon grandifolium;(Elmer) B.Xue & R.M.K.Saunders;https://ipni.org/n/72962-1
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;grandifolium;0;0;Vogel, EF de;Vogel, EF de  1658 , Vogel, EF de  1658 ;Vogel;1658;;0;16;10;1972;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Indonesia. Djaro Dam, ca 10 Km NE of Muara Uja, Kalimantan Selatan, Borneo.;0;115.666667;-1.833333;<NA>, <NA>;Botany, Botany;L1760942, L1760943;L.1760942, L.1760943;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;;;;IDN;Enicosanthum grandifolium;SYNONYM;Monoon grandifolium;(Elmer) B.Xue & R.M.K.Saunders;https://ipni.org/n/72962-1
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;0;0;Vogel, EF de;Vogel, EF de  983 , Vogel, EF de  983 ;Vogel;983;;0;22;11;1971;nan, nan;<NA>;;;;ID;Indonesia;0;Malesia, 2km E of Djaro Dam, 10km NE of Muara Uja, Kalimantan Selatan, Borneo;0;115.666667;-1.833333;<NA>, <NA>;Botany, Botany;L0186933, L0186654;L  0186933, L  0186654;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;;;;IDN;Enicosanthum grandifolium;SYNONYM;Monoon grandifolium;(Elmer) B.Xue & R.M.K.Saunders;https://ipni.org/n/72962-1
Monoon klemmei (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;klemmei;0;0;Vogel, EF de;Vogel, EF de  1755 , Vogel, EF de  1755 , Vogel, EF de  1755 ;Vogel;1755;;0;21;10;1972;Nurmawati, S, Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;"Indonesia, Kalimantan Selatan, valley between limestone hills, N. parts of Meratus mountains1.49S; 115.44 E";0;115.733333;-1.816667;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1760873, L1760872, L0197175;L.1760873, L.1760872, L  0197175;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;;;;IDN;Enicosanthum klemmei;SYNONYM;Monoon klemmei;(Elmer) B.Xue & R.M.K.Saunders;https://ipni.org/n/72963-1
Enicosanthum macranthum (King) J.Sinclair;Enicosanthum;macranthum;0;0;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5614 , Balgooy, MMJ van; Setten, AK van  5614 , Balgooy, MMJ van; Setten, AK van  5614 , Balgooy, MMJ van; Setten, AK van  5614 , Balgooy, MMJ van; Setten, AK van  5614 , Balgooy, MMJ van; Setten, AK van  5614 , Balgooy, MMJ van; Setten, AK van  5614 , Balgooy, MMJ van; Setten, AK van  5614 ";Balgooy;5614;;0;25;6;1986;nan, nan, nan, nan, nan, nan, nan, nan;<NA>;;;;ID;Indonesia;0;Gunung Palung Nature Reserve, c. 100 km S of Pontianak, W Kalimantan.;0;110.133333;-1.216667;<NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany, Botany, Botany, Botany, Botany;L0299168, U0263292, U0263291, L1052317, L1052316, L0771092, L0197204, L0049279;L  0299168, U  0263292, U  0263291, L.1052317, L.1052316, L  0771092, L  0197204, L  0049279;Balgooy;Balgooy, Max Michael Josephus van;Netherlands, Papua New Guinea;0;;;;IDN;Enicosanthum macranthum;SYNONYM;Monoon macranthum;(King) B.Xue & R.M.K.Saunders;https://ipni.org/n/72964-1
Enicosanthum macranthum (King) J.Sinclair;Enicosanthum;macranthum;0;0;Church, AC;"Church, AC; Mahyar, UW  859 , Church, AC; Mahyar, UW  859 ";Church;859;;0;4;12;1994;nan, nan;<NA>;;;;ID;Indonesia;0;"Indonesia, Kalimantan Tengah, Sintang, HPH km 71-73, SW of camp off main (new) logginmg road and surrounding cutting blacks0.51S; 112.13E";0;112.216667;-0.85;<NA>, <NA>;Botany, Botany;L0046127, L0046126;L  0046127, L  0046126;Church;Church, Alison Cameron;Indonesia, United States of America;0;;;;IDN;Enicosanthum macranthum;SYNONYM;Monoon macranthum;(King) B.Xue & R.M.K.Saunders;https://ipni.org/n/72964-1
Enicosanthum macranthum (King) J.Sinclair;Enicosanthum;macranthum;0;0;Krukoff, BA;Krukoff, BA  4121 ;Krukoff;4121;;0;1;10;1932;nan;<NA>;;;;ID;Indonesia;0;Sumatra, Masihi FR, Asahan, East Coast;0;99.7;2.166667;<NA>;Botany;L0186658;L  0186658;Krukoff;Krukoff, Boris Alexander;Bolivia, Brazil, Indonesia, Mexico, Philippines, United States of America;0;0;Krukoff BA;<NA>;IDN;Enicosanthum macranthum;SYNONYM;Monoon macranthum;(King) B.Xue & R.M.K.Saunders;https://ipni.org/n/72964-1
Monoon membranifolium (J.Sinclair) B.Xue & R.M.K.Saunders;Enicosanthum;membranifolium;0;0;Jacobs, M;Jacobs, M  8313 , Jacobs, M  8313 , Collector Number: 8313;Jacobs;8313;;0;10;5;1968;Nurmawati, S, Nurmawati, S, nan;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Sumatra, prov. Lampung, NW of Kota Agung.;0;104.416667;-5.383333;<NA>, <NA>, BPBM;Botany, Botany, BISH;L1763419, L0190510, BISH40938;L.1763419, L  0190510, 40938;Jacobs;Jacobs, M;<NA>;<NA>;;;;IDN;Enicosanthum membranifolium;SYNONYM;Monoon membranifolium;(J.Sinclair) B.Xue & R.M.K.Saunders;https://ipni.org/n/72966-1
Monoon membranifolium (J.Sinclair) B.Xue & R.M.K.Saunders;Enicosanthum;membranifolium;0;0;Laumonier, Y;Laumonier, Y  573 ;Laumonier;573;;0;1;12;1978;Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;B. Pelelawan, Sumatera lampung;0;102.25;-3.0;<NA>;Botany;L1763631;L.1763631;Laumonier;Laumonier, Y.;Indonesia;0;0;Laumonier Y;Nurmawati S;IDN;Enicosanthum membranifolium;SYNONYM;Monoon membranifolium;(J.Sinclair) B.Xue & R.M.K.Saunders;https://ipni.org/n/72966-1
Monoon membranifolium (J.Sinclair) B.Xue & R.M.K.Saunders;Enicosanthum;membranifolium;0;0;Maradjo, P;Maradjo, P  183 ;Maradjo;183;;0;12;6;1957;Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Mt. Sago near Pajakumbuh, W Sumatra, Simpang Batang Lakin;0;101.95;-3.1167;<NA>;Botany;L1763595;L.1763595;Maradjo;Maradjo, Pilihan;Indonesia;0;0;Maradjo P;Nurmawati S;IDN;Enicosanthum membranifolium;SYNONYM;Monoon membranifolium;(J.Sinclair) B.Xue & R.M.K.Saunders;https://ipni.org/n/72966-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Ambriansyah;"Ambriansyah; Arifin, Z Berau 1520 ";Ambriansyah;1520;;0;11;5;1990;Xue, B;2012-10-01T00:00:00;1;10;2012;ID;Indonesia;0;East Kalimantan, Berau, KM 34 from Labanan to Kelai, Gunung Batu.;0;117.316667;2.1;<NA>;Botany;L1757968;L.1757968;Ambriansyah;Ambriansyah;Indonesia;0;0;"Ambriansyah; Arifin Z";Xue B;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Ambriansyah;"Ambriansyah; et al. AA 2067 ";Ambriansyah;2067;;0;17;10;1996;Xue, B;2012-10-01T00:00:00;1;10;2012;ID;Indonesia;0;East Kalimantan, km 11 Semoi road, Inhutani area.;0;117.0;-1.0;<NA>;Botany;L1757971;L.1757971;Ambriansyah;Ambriansyah;Indonesia;0;0;"Ambriansyah; et al.";Xue B;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Ambriansyah;"Ambriansyah; Arifin, Z AA 270 , Ambriansyah; Arifin, Z AA 270 ";Ambriansyah;270;;0;11;11;1991;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;East Kalimantan, Inhutani area, off km 11, Inhutani Semoi road.;0;117.0;-1.0;<NA>, <NA>;Botany, Botany;L1760931, L1760930;L.1760931, L.1760930;Ambriansyah;Ambriansyah;Indonesia;0;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Enicosanthum paradoxum Becc.;Enicosanthum;paradoxum;0;0;Ambriansyah;"Ambriansyah; Arifin, Z AA 484 ";Ambriansyah;484;;0;24;3;1991;Ambriansyah;1991-03-01T00:00:00;1;3;1991;ID;Indonesia;0;East Kalimantan, Wanariset research area, km 7.Semoi roud.;0;117.0;-1.0;<NA>;Botany;L0192355;L  0192355;Ambriansyah;Ambriansyah;Indonesia;0;0;"Ambriansyah; Arifin Z";Ambriansyah;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Arifin, Z;"Arifin, Z; Arbainsyah AA 1154 , Arifin, Z; Arbainsyah AA 1154 ";Arifin;1154;;0;22;4;1995;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;South Kalimantan, road Batu Licin to Tanah Grogot, km 55, East of road, near desa Telagasari.;0;116.0;-3.066667;<NA>, <NA>;Botany, Botany;L1760891, L0778719;L.1760891, L  0778719;Arifin;Arifin, Z.;Indonesia;0;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Enicosanthum paradoxum Becc.;Enicosanthum;paradoxum;0;0;Balgooy, MMJ van;Balgooy, MMJ van  5819 ;Balgooy;5819;;0;4;6;1989;Kessler, PJA;<NA>;;;;ID;Indonesia;0;East Kalimantan, ITCI concession area, Clara,s regeneration plot .;0;116.75;-1.25;<NA>;Botany;L0192358;L  0192358;Balgooy;Balgooy, Max Michael Josephus van;Netherlands, Papua New Guinea;0;0;Balgooy MMJ van;Kessler PJA;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Church, AC;"Church, AC; et al.  2387 , Church, AC; et al.  2387 ";Church;2387;;0;11;10;1995;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Borneo, W Kalimantan, Serawai, .5km east of Uut Labang;0;112.433333;-0.333333;<NA>, <NA>;Botany, Botany;L1760890, L1760889;L.1760890, L.1760889;Church;Church, Alison Cameron;Indonesia, United States of America;0;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Enicosanthum paradoxum Becc.;Enicosanthum;paradoxum;0;0;Endert, FH;Endert, FH  2843 , Endert, FH  2843 ;Endert;2843;;0;24;8;1925;Kessler, PJA, Kessler, PJA;1988-06-01T00:00:00;1;6;1988;ID;Indonesia;0;Indonesia. Central East Borneo, W. Koetai, no 25/26, near h. Temelew.;0;116.5;0.0;<NA>, <NA>;Botany, Botany;L0049304, L0049277;L  0049304, L  0049277;Endert;Endert, Frederik Hendrik;Indonesia;0;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Kessler, PJA;"Kessler, PJA; Arbainsyah Berau 1387 , Kessler, PJA; Arbainsyah Berau 1387 , Kessler, PJA; Arbainsyah Berau 1387 ";Kessler;1387;;0;15;10;1998;Xue, B, Xue, B, Xue, B;2012-10-01T00:00:00;1;10;2012;ID;Indonesia;0;Indonesia, Borneo, Kalimantan Timur, Berau, P.T. Inhutani I logging area, near km 36;0;117.183333;1.8833329999999997;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1757969, L1757970, L0365111;L.1757969, L.1757970, L  0365111;Kessler;Kessler, PJA;<NA>;<NA>;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Kessler, PJA;"Kessler, PJA; et al. Berau 1569 ";Kessler;1569;;0;3;3;2000;Xue, B;2012-10-01T00:00:00;1;10;2012;ID;Indonesia;0;Inhutani 1 concession area, Labanan, near camp km 35;0;117.466667;2.15;<NA>;Botany;L1757962;L.1757962;Kessler;Kessler, PJA;<NA>;<NA>;0;"Kessler PJA; et al.";Xue B;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Kessler, PJA;"Kessler, PJA; et al.  1611 , Kessler, PJA; et al.  1611 , Kessler, PJA; et al.  1611 ";Kessler;1611;;0;5;11;1996;Nurmawati, S, Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;road Magalau - Batu Licin.;0;116.066667;-2.666667;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1760878, L1760877, L0192347;L.1760878, L.1760877, L  0192347;Kessler;Kessler, PJA;<NA>;<NA>;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Kessler, PJA;"Kessler, PJA; Arifin, Z  2746 ";Kessler;2746;;0;23;2;2000;Xue, B;2012-10-01T00:00:00;1;10;2012;ID;Indonesia;0;Indonesia, Kalimantan Selatan, Tabalong distr., near Tanjung, PT Aya Yayang logging concession, near plot 10;0;115.483333;-1.7;<NA>;Botany;L1757963;L.1757963;Kessler;Kessler, PJA;<NA>;<NA>;0;"Kessler PJA; Arifin Z";Xue B;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Kessler, PJA;"Kessler, PJA; et al.  926 , Kessler, PJA; et al.  926 , Kessler, PJA; et al.  926 ";Kessler;926;;0;27;3;1995;Nurmawati, S, Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;East Kaliamntan, PT. ITCI, road Kenangan to Gunung Meratus, km 69.;0;116.7;-1.083333;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1760934, L1760933, L0197313;L.1760934, L.1760933, L  0197313;Kessler;Kessler, PJA;<NA>;<NA>;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Enicosanthum paradoxum Becc.;Enicosanthum;paradoxum;0;0;Kostermans, AJGH;Kostermans, AJGH  13635 ;Kostermans;13635;;0;1;9;1957;Kessler, PJA;1988-06-01T00:00:00;1;6;1988;ID;Indonesia;0;Indonesia. East Borneo,  Sangkulirang Distr., Karangan River near Batgu Pondong.;0;117.966666;0.983333;<NA>;Botany;L0049306;L  0049306;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;0;Kostermans AJGH;Kessler PJA;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Enicosanthum paradoxum Becc.;Enicosanthum;paradoxum;0;0;Kostermans, AJGH;Kostermans, AJGH  6992 , Kostermans, AJGH  6992 ;Kostermans;6992;;0;18;5;1952;Kessler, PJA, Kessler, PJA;1988-06-01T00:00:00;1;6;1988;ID;Indonesia;0;Indonesia. Borneo. Loa Haur, west of Samarinda, low ridges.;0;117.05;-0.6;<NA>, <NA>;Botany, Botany;L0049275, L0049274;L  0049275, L  0049274;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Enicosanthum paradoxum Becc.;Enicosanthum;paradoxum;0;0;Kostermans, AJGH;Kostermans, AJGH  9845 , Kostermans, AJGH  9845 ;Kostermans;9845;;0;28;7;1954;Heusden, ECH van, Heusden, ECH van;<NA>;;;;ID;Indonesia;0;E Borneo, Sg. Mentawir region near Balikpapan;0;116.766667;-1.033333;<NA>, <NA>;Botany, Botany;L0186660, L0186659;L  0186660, L  0186659;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Enicosanthum paradoxum Becc.;Enicosanthum;paradoxum;0;0;Raes, N;"Raes, N; Risasmoko, A; Harley, RM; Jidan; Slik, JWF; Hovenkamp, PH  546 ";Raes;546;;0;14;11;2005;Kessler, PJA;2006-04-01T00:00:00;1;4;2006;ID;Indonesia;0;Along creek NW of base camp Mului.;0;115.97625;-1.437083;<NA>;Botany;L3724652;L.3724652;Raes;Raes, N.;Indonesia;0;0;"Raes N; Risasmoko A; Harley RM; Jidan; Slik JWF; Hovenkamp PH";Kessler PJA;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Sauveur, EG;Sauveur, EG  92 ;Sauveur;92;;0;16;6;1951;Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Indonesia. S.E. Borneo, Sub-district of Balikpapan, Mentawir river basin.;0;116.766667;-1.033333;<NA>;Botany;L1760916;L.1760916;Sauveur;Sauveur, Emile Gaston;Indonesia;0;0;Sauveur EG;Nurmawati S;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Sidiyasa, K;"Sidiyasa, K; et al. Berau 1289 , Sidiyasa, K; et al. Berau 1289 ";Sidiyasa;1289;;0;19;5;1998;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;East Kalimantan, P.T. Inhutani I Berau area. Along road km 37 from Desa Labanan-Desa Kelai.;0;117.233333;1.933333;<NA>, <NA>;Botany, Botany;L1760874, L0192353;L.1760874, L  0192353;Sidiyasa;Sidiyasa, K;<NA>;<NA>;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Enicosanthum paradoxum Becc.;Enicosanthum;paradoxum;0;0;Sidiyasa, K;"Sidiyasa, K; et al.  3474 , Sidiyasa, K; et al.  3474 ";Sidiyasa;3474;;0;17;11;2005;nan, nan;<NA>;;;;ID;Indonesia;0;East Kalimantan, Paser District, Gunung Lumut Protection Forest, road to Mului village off Km 63.;0;115.983333;-1.45;<NA>, <NA>;Botany, Botany;L3728291, L3728279;L.3728291, L.3728279;Sidiyasa;Sidiyasa, K;<NA>;<NA>;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Sidiyasa, K;Sidiyasa, K  545 ;Sidiyasa;545;;0;14;11;1990;Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;East Kalimantan, Sepaku area, PT.ITCI, Kenangan, Balikpapan.;0;116.766666;-0.916666;<NA>;Botany;L1760932;L.1760932;Sidiyasa;Sidiyasa, K;<NA>;<NA>;0;Sidiyasa K;Nurmawati S;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Slik, JWF;Slik, JWF IT93/ 2937 , Slik, JWF IT93/ 2856 , Slik, JWF IT93/ 2931 , Slik, JWF IT93/ 2821 , Slik, JWF IT93/ 2911 , Slik, JWF IT93/ 2890 ;Slik;93;;0;14;1;2002;Xue, B, Xue, B, Mols, JB, Kessler, PJA, Saunders, RMK, Kessler, PJA;2012-10-01T00:00:00;1;10;2012;ID;Indonesia;0;Indonesia, East Kalimantan, ITCI-consession, PUP plot 1993/94.;0;116.383333;-0.8;<NA>, <NA>, <NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany, Botany, Botany;L1757964, L1757879, L1762336, L1767496, L1764252, L1758872;L.1757964, L.1757879, L.1762336, L.1767496, L.1764252, L.1758872;Slik;Slik, J. W. Ferry;Indonesia;0;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;paradoxum;0;0;Vogel, EF de;Vogel, EF de  1710 , Vogel, EF de  1710 ;Vogel;1710;;0;20;10;1972;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;N part of Meratus Mts, Kalimantan Selatan, Borneo;0;115.666667;-2.75;<NA>, <NA>;Botany, Botany;L1760870, L1760869;L.1760870, L.1760869;Vogel;de Vogel, Eduard Ferdinand;Brunei, Indonesia, Malaysia, Netherlands, Yugoslavia;0;;;;IDN;Enicosanthum paradoxum;SYNONYM;Monoon paradoxum;(Becc.) B.Xue & R.M.K.Saunders;https://ipni.org/n/72970-1
Fissistigma bygravei I.M.Turner;Fissistigma;bygravei;0;0;Veldkamp, JF;Veldkamp, JF  8574 , 8574, 8574;Veldkamp;8574;;0;7;2;1983;Turner, IM, nan, nan;2009-10-01T00:00:00;1;10;2009;ID;Indonesia;0;Borneo, Bukit Raya, Batu Badinging, KCT 47km;0;113.833333;-1.25;<NA>, NSW, US;Botany, NSW, US;L1754315, NSW562442, US3212840;L.1754315, NSW562442, US 3212840;Veldkamp;Veldkamp, Jan Frederik;Indonesia;0;;;;IDN;Fissistigma bygravei;ACCEPTED;Fissistigma bygravei;I.M.Turner;https://ipni.org/n/77102198-1
