"scientific_name";"genus";"specific_epithet";"species_author";"collector_id";"recorded_by";"colnum_full";"prefix";"colnum";"sufix";"col_date";"col_day";"col_month";"col_year";"det_by";"det_date";"det_day";"det_month";"det_year";"country_id";"country";"continent";"locality";"coordinate_id";"ddlong";"ddlat";"institute";"herbarium_code";"barcode";"orig_bc";"coll_surname";"specificEpithet";"orig_recby";"orig_detby";"country_iso3";"global_id";"childData_id";"accSpecies_id";"colnum_fullprefix";"status";"accepted_name";"ipni_no";".val";".equ";".zer";".cap";".cen";".con";".gbf";".inst";".summary"
"Cyathocalyx havilandii Boerl.";"Drepananthus";"havilandii";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 47 , Ambriansyah; Arifin, Z AA 47 ";"Ambriansyah";47;"";0;6;11;1990;"Wang, R, Wang, R";"2001-08-01T00:00:00";1;8;2001;"ID";"Indonesia";0;"Kalimantan Timur, Sepaku, P.T. ITcI, near plot 71-1";0;117;-1;"<NA>, <NA>";"Botany, Botany";"L1755985, L1755984";"L.1755985, L.1755984";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia rumphii (Blume ex Hensch.) Merr.";"Hubera";"rumphii";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 470 , Ambriansyah; Arifin, Z AA 470 ";"Ambriansyah";470;"";0;11;3;1992;"nan, nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Kalimantan Timur, Wanariset research area, Km 7 Semoi road.";0;116.933333;-0.983333;"<NA>, <NA>";"Botany, Botany";"L1767514, L1767515";"L.1767514, L.1767515";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria elmeri Merr.";"Uvaria";"monticola";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 474 ";"Ambriansyah";474;"";0;12;3;1992;"Kessler, PJA";"1992-03-01T00:00:00";1;3;1992;"ID";"Indonesia";0;"East Kalimantan, Wanariset research area,Km 4 Semoi road. Rintis Wartono Kadri.";0;117.033333;-1.033333;"<NA>";"Botany";"L1770459";"L.1770459";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Kessler PJA";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Enicosanthum paradoxum Becc.";"Enicosanthum";"paradoxum";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 484 ";"Ambriansyah";484;"";0;24;3;1991;"Ambriansyah";"1991-03-01T00:00:00";1;3;1991;"ID";"Indonesia";0;"East Kalimantan, Wanariset research area, km 7.Semoi roud.";0;117;-1;"<NA>";"Botany";"L0192355";"L  0192355";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Ambriansyah";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria grandiflora Roxb. ex Hornem.";"Uvaria";"grandiflora";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 486 , Ambriansyah; Arifin, Z AA 486 ";"Ambriansyah";486;"";0;24;3;1991;"Kessler, PJA, Kessler, PJA";"1991-03-01T00:00:00";1;3;1991;"ID";"Indonesia";0;"East Kalimantan, Wanariset research area, Km 7. Semoi road.";0;117.033333;-1.033333;"<NA>, <NA>";"Botany, Botany";"L1770664, L0778704";"L.1770664, L  0778704";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Phaeanthus splendens Miq.";"Phaeanthus";"splendens";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 496 , Ambriansyah; Arifin, Z AA 496 ";"Ambriansyah";496;"";0;30;3;1992;"Mols, JB, Mols, JB";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Malesia, Indonesia, Borneo, Kalimantan Timur, Samboja Rout., Sai. Merdeka, Km 4.5 (Left), c. 1.02 S; 117.02 E.";0;117.033333;-1.033333;"<NA>, <NA>";"Botany, Botany";"L1758595, L1758596";"L.1758595, L.1758596";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Alphonsea javanica Scheff.";"Alphonsea";"javanica";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 504 ";"Ambriansyah";504;"";0;7;4;1992;"Ambriansyah";"1992-04-01T00:00:00";1;4;1992;"ID";"Indonesia";0;"East kalimantan, Wanariset research area, km 40 Bslikpapan-Samarinda.";0;117;-1;"<NA>";"Botany";"L1744470";"L.1744470";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Ambriansyah";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia malayana Hook.f. & Thomson";"Xylopia";"malayana";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 532 ";"Ambriansyah";532;"";0;13;12;1990;"Johnson, DM";"2014-03-01T00:00:00";1;3;2014;"ID";"Indonesia";0;"E. Kalimantan, Wanariset research I area, off km 3 Wanariset-semoi road.";0;116.933333;-0.983333;"<NA>";"Botany";"L1775322";"L.1775322";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Johnson DM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Popowia Endl.";"Popowia";"None";0;0;"Ambriansyah";"Ambriansyah AA 535 , Ambriansyah AA 535 ";"Ambriansyah";535;"";0;17;7;1992;"Ganesan, SK, Ganesan, SK";"2011-10-01T00:00:00";1;10;2011;"ID";"Indonesia";0;"East Kalimantan, Wanariset research area, km 7 Semoi road.";0;117.033333;-1.033333;"<NA>, <NA>";"Botany, Botany";"L1763908, L1763909";"L.1763908, L.1763909";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Meiogyne virgata (Blume) Miq.";"Meiogyne";"virgata";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 552 ";"Ambriansyah";552;"";0;18;8;1992;"Ambriansyah";"1992-08-01T00:00:00";1;8;1992;"ID";"Indonesia";0;"East Kalimantan, off km 40 Balikpapan-Samarinda rod.";0;117;-1;"<NA>";"Botany";"L0197772";"L  0197772";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Ambriansyah";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Mitrephora (Blume) Hook.f. & Thomson";"Mitrephora";"nan";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 557 ";"Ambriansyah";557;"";0;19;8;1992;"Kessler, PJA";"1992-08-01T00:00:00";1;8;1992;"ID";"Indonesia";0;"East Kalimantan, Bukit Soeharto off km 52 Balikpapan-Samarinda road.";0;117.033333;-0.766;"<NA>";"Botany";"L1762025";"L.1762025";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Kessler PJA";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia rumphii (Blume ex Hensch.) Merr.";"Hubera";"rumphii";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 577 ";"Ambriansyah";577;"";0;7;1;1991;"Balgooy, MMJ van";"1991-01-01T00:00:00";1;1;1991;"ID";"Indonesia";0;"East Kalimantan, Wanariset I area, km 11, Wanariset-Semoi road.";0;117.033333;-1.033333;"<NA>";"Botany";"L1767517";"L.1767517";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Balgooy MMJ van";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Cyathocalyx magnificus Diels";"Drepananthus";"magnificus";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 578 ";"Ambriansyah";578;"";0;31;8;1992;"Wang, R";"2004-01-01T00:00:00";1;1;2004;"ID";"Indonesia";0;"East Kalimantan, km 4,3 Samboja road.";0;117.033333;-1.033333;"<NA>";"Botany";"L1755863";"L.1755863";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Wang R";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Neo-Uvaria acuminatissima (Miq.) Airy Shaw";"Neo-Uvaria";"acuminatissima";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 58 ";"Ambriansyah";58;"";0;18;11;1989;"Kessler, PJA";"1989-11-01T00:00:00";1;11;1989;"ID";"Indonesia";0;"East Kalimantan, Rintis Wartono Kadri.";0;117.033333;-1.033333;"<NA>";"Botany";"L1757938";"L.1757938";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Kessler PJA";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia malayana Hook.f. & Thomson";"Xylopia";"malayana";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 591 ";"Ambriansyah";591;"";0;14;1;1991;"Johnson, DM";"2014-03-01T00:00:00";1;3;2014;"ID";"Indonesia";0;"E. Kalimantan, Wanariset research I area, offf at undershorea leavis.";0;116.933333;-0.983333;"<NA>";"Botany";"L1775318";"L.1775318";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Johnson DM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia elliptica Maingay ex Hook.f. & Thomson";"Xylopia";"elliptica";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 602 , Ambriansyah; Arifin, Z W 602 ";"Ambriansyah";602;"";0;16;1;1991;"Johnson, DM, Johnson, DM";"2014-03-01T00:00:00";1;3;2014;"ID";"Indonesia";0;"E. Kalimantan, Wanariset research I area, off km 3.5. Wanariset-semoi road.";0;116.933333;-0.983333;"<NA>, <NA>";"Botany, Botany";"L1775155, L1775154";"L.1775155, L.1775154";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia cauliflora Hook.f. & Thomson";"Polyalthia";"cauliflora";0;0;"Ambriansyah";"Ambriansyah AA 603 ";"Ambriansyah";603;"";0;24;9;1992;"Kessler, PJA";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"East Kalimantan, Meratus 5230 area, PT. ITCI Kenangan Balikpapan.";0;115.733333;-1.816667;"<NA>";"Botany";"L1758309";"L.1758309";"Ambriansyah";0;"Ambriansyah";"Kessler PJA";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Annonaceae";"<NA>";"None";0;0;"Ambriansyah";"Ambriansyah AA 606 , Ambriansyah AA 606 , Ambriansyah AA 606 ";"Ambriansyah";606;"";0;24;9;1992;"Kessler, PJA, Kessler, PJA, Kessler, PJA";"1993-01-01T00:00:00";1;1;1993;"ID";"Indonesia";0;"Meratus 5230 area, PT. ITCI Kenangan Balikpapan, East Kalimantan.";0;115.666667;-2.75;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L1757839, L1757837, L1757838";"L.1757839, L.1757837, L.1757838";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Goniothalamus macrophyllus (Blume) Hook.f. & Thomson";"Goniothalamus";"macrophyllus";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 608 , Ambriansyah; Arifin, Z W 608 ";"Ambriansyah";608;"";0;17;1;1991;"Balgooy, MMJ van, Balgooy, MMJ van";"1991-01-01T00:00:00";1;1;1991;"ID";"Indonesia";0;"East Kalimantan, Wanariset I area, off km 1.5, Wanariset-Semoi road.";0;116.816667;-1.016667;"<NA>, <NA>";"Botany, Botany";"L3965412, L3965413";"L.3965412, L.3965413";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia rumphii (Blume ex Hensch.) Merr.";"Hubera";"rumphii";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 61 , Ambriansyah; Arifin, Z W 61 ";"Ambriansyah";61;"";0;18;11;1989;"Kessler, PJA, Kessler, PJA";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Rintis Wartono Kadri.";0;117;-1;"<NA>, <NA>";"Botany, Botany";"L1767485, L1767486";"L.1767485, L.1767486";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray";"Unona";"sumatrana";0;0;"Ambriansyah";"Ambriansyah AA 611 , Ambriansyah AA 611 ";"Ambriansyah";611;"";0;27;9;1992;"nan, nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Meratus 5230 area, PT. ITCI Kenangan, Balikpapan.";0;116.7;-1.083333;"<NA>, <NA>";"Botany, Botany";"L4407219, L1775463";"L.4407219, L.1775463";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Artabotrys suaveolens (Blume) Blume";"Artabotrys";"suaveolens";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 619 , Ambriansyah; Arifin, Z W 619 ";"Ambriansyah";619;"";0;18;1;1991;"Heusden, ECH van, Heusden, ECH van";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"E. Kalimantan, Wanariset research I area, off km 6.";0;116.933333;-0.983333;"<NA>, <NA>";"Botany, Botany";"L1749801, L1749800";"L.1749801, L.1749800";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia malayana Hook.f. & Thomson";"Xylopia";"malayana";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 630 ";"Ambriansyah";630;"";0;19;1;1991;"Johnson, DM";"2014-03-01T00:00:00";1;3;2014;"ID";"Indonesia";0;"E. Kalimantan, Wanariset research I area, off km 2 Wanariset-semoi road.";0;116.933333;-0.983333;"<NA>";"Botany";"L1775285";"L.1775285";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Johnson DM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Popowia Endl.";"Popowia";"None";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 632 , Ambriansyah; Arifin, Z W 632 ";"Ambriansyah";632;"";0;2;2;1991;"Ganesan, SK, Ganesan, SK";"2011-10-01T00:00:00";1;10;2011;"ID";"Indonesia";0;"E Kalimantan, Wanariset research I area, off km 11 Wanariset-semoi road";0;116.933333;-0.983333;"<NA>, <NA>";"Botany, Botany";"L1763920, L1763919";"L.1763920, L.1763919";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Artabotrys macropodus I.M.Turner";"Artabotrys";"macropodus";0;0;"Ambriansyah";"Ambriansyah AA 647 , Ambriansyah AA 647 ";"Ambriansyah";647;"";0;29;10;1992;"Turner, IM, Turner, IM";"2009-11-01T00:00:00";1;11;2009;"ID";"Indonesia";0;"Kalimantan Timur, PT. ITCI Kenangan, Meratus 6519 area, B. Papan Seberang";0;116.7;-1.083333;"<NA>, <NA>";"Botany, Botany";"L1749609, L1749608";"L.1749609, L.1749608";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Desmos chinensis Lour.";"Desmos";"chinensis";0;0;"Ambriansyah";"Ambriansyah AA 648 ";"Ambriansyah";648;"";0;29;10;1992;"Turner, IM";"2010-03-02T00:00:00";2;3;2010;"ID";"Indonesia";0;"East Kalimantan, PT. ITCI Kenangan, Meratus 6519 area, Balikpapan Seberang.";0;116.7;-1.083333;"<NA>";"Botany";"L1760309";"L.1760309";"Ambriansyah";0;"Ambriansyah";"Turner IM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia lateriflora (Blume) Kurz";"Polyalthia";"lateriflora";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 658 , Ambriansyah; Arifin, Z W 658 ";"Ambriansyah";658;"";0;9;2;1991;"Turner, IM, Turner, IM";"2006-06-01T00:00:00";1;6;2006;"ID";"Indonesia";0;"East Kalimantan, Wanariset research area, LBN plot, km 1.5.";0;117;-1;"<NA>, <NA>";"Botany, Botany";"L1766889, L0197257";"L.1766889, L  0197257";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Monocarpia kalimantanensis Kessler";"Monocarpia";"kalimantanensis";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 670 ";"Ambriansyah";670;"";0;13;2;1991;"Kessler, PJA";"1991-03-01T00:00:00";1;3;1991;"ID";"Indonesia";0;"Wanariset research area, road Samboja-Semoi, km 5, c. 1 S; 117 E.";0;117;-1;"<NA>";"Botany";"L0048402";"L  0048402";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Kessler PJA";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Monoon lateriflorum (Blume) Miq.";"Polyalthia";"lateriflora";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 676 , Ambriansyah; Arifin, Z W 676 ";"Ambriansyah";676;"";0;16;2;1991;"Xue, B, Xue, B";"2012-10-01T00:00:00";1;10;2012;"ID";"Indonesia";0;"Kalimantan Timur, Wanariset research area, Road Samboja-Semoi, km 3.";0;117;-1;"<NA>, <NA>";"Botany, Botany";"L1757672, L1757671";"L.1757672, L.1757671";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia lateriflora (Blume) Kurz";"Polyalthia";"lateriflora";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 684 , Ambriansyah; Arifin, Z W 684 ";"Ambriansyah";684;"";0;21;2;1991;"Turner, IM, Turner, IM";"2006-06-01T00:00:00";1;6;2006;"ID";"Indonesia";0;"East Kalimantan, Wanariset research area, road Samboj-Semoi, Km 3.";0;117;-1;"<NA>, <NA>";"Botany, Botany";"L1766885, L0197256";"L.1766885, L  0197256";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia elliptica Maingay ex Hook.f. & Thomson";"Xylopia";"elliptica";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 7 ";"Ambriansyah";7;"";0;30;10;1990;"Johnson, DM";"2014-03-01T00:00:00";1;3;2014;"ID";"Indonesia";0;"Sepaku area, PT. ITCI, Kenangan. Balikpapan, east Kalimantan.";0;116.766666;-0.916666;"<NA>";"Botany";"L1775156";"L.1775156";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Johnson DM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Fissistigma manubriatum (Hook.f. & Thomson) Merr.";"Fissistigma";"manubriatum";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 705 ";"Ambriansyah";705;"";0;1;4;1991;"Heusden, ECH van";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Kalimantan Timur, Wanariset research area, Rintis Baru";0;117;-1;"<NA>";"Botany";"L1754360";"L.1754360";"Ambriansyah";0;"Ambriansyah; Arifin Z";"Heusden ECH van";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia Blume";"Polyalthia";"None";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z AA 709 , Ambriansyah; Arifin, Z AA 709 , Ambriansyah; Arifin, Z AA 709 ";"Ambriansyah";709;"";0;22;4;1993;"Arifin, Z, Arifin, Z, Arifin, Z";"1993-04-01T00:00:00";1;4;1993;"ID";"Indonesia";0;"East Kalimantan, Inhutani I area, Km 5 Semoi-road, Samboja.";0;117.033333;-1.033333;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L1770046, L1770047, L0778722";"L.1770046, L.1770047, L  0778722";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Mitrella clementis (Merr.) I.M.Turner";"Mitrella";"clementis";0;0;"Ambriansyah";"Ambriansyah AA 724 ";"Ambriansyah";724;"";0;8;5;1993;"Turner, IM";"2010-03-04T00:00:00";4;3;2010;"ID";"Indonesia";0;"East Kalimantan, Long sei. Barang Kec. Kayan Hulu, area.";0;115;1.666667;"<NA>";"Botany";"L1761841";"L.1761841";"Ambriansyah";0;"Ambriansyah";"Turner IM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Phaeanthus splendens Miq.";"Phaeanthus";"splendens";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 727 , Ambriansyah; Arifin, Z W 727 , Ambriansyah; Arifin, Z W 727 ";"Ambriansyah";727;"";0;7;5;1991;"Xue, B, Xue, B, Xue, B";"2012-10-01T00:00:00";1;10;2012;"ID";"Indonesia";0;"Malesia, Indonesia, Borneo, Kalimantan Timur, Wanariset Area, Rintis Baru, km 3c. 1.00 S; 117.00 E.";0;117;-1;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L2067174, L2067173, L0197243";"L.2067174, L.2067173, L  0197243";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia xanthopetala Merr.";"Anaxagorea";"javanica";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 744 , Ambriansyah; Arifin, Z W 744 , Ambriansyah; Arifin, Z W 744 ";"Ambriansyah";744;"";0;13;6;1991;"Turner, IM, Turner, IM, Turner, IM";"2006-06-01T00:00:00";1;6;2006;"ID";"Indonesia";0;"East Kalimantan, Wanariset research area. Km 5.";0;117;-1;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L1768003, L1768002, L0197255";"L.1768003, L.1768002, L  0197255";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Cyathocalyx magnificus Diels";"Drepananthus";"magnificus";0;0;"Ambriansyah";"Ambriansyah AA 759 ";"Ambriansyah";759;"";0;12;5;1993;"Wang, R";"2004-01-01T00:00:00";1;1;2004;"ID";"Indonesia";0;"East Kalimantan, Long Sungai Barang forest, area.";0;115;1.666667;"<NA>";"Botany";"L1755936";"L.1755936";"Ambriansyah";0;"Ambriansyah";"Wang R";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia lateriflora (Blume) Kurz";"Polyalthia";"lateriflora";0;0;"Ambriansyah";"Ambriansyah; Arifin, Z W 761 , Ambriansyah; Arifin, Z W 761 ";"Ambriansyah";761;"";0;6;7;1991;"Turner, IM, Turner, IM";"2006-06-01T00:00:00";1;6;2006;"ID";"Indonesia";0;"East Kalimantan, Wanariset research area, Rintis Wartono Kadri, Samboja.";0;117;-1;"<NA>, <NA>";"Botany, Botany";"L1766866, L0197260";"L.1766866, L  0197260";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Cyathocalyx magnificus Diels";"Drepananthus";"magnificus";0;0;"Ambriansyah";"Ambriansyah AA 784 , Ambriansyah AA 784 , Ambriansyah AA 784 ";"Ambriansyah";784;"";0;15;5;1993;"Wang, R, Wang, R, Wang, R";"2004-01-01T00:00:00";1;1;2004;"ID";"Indonesia";0;"East Kalimantan, long Sungai Barang forest, area.";0;115;1.666667;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L1755911, L1755910, L0197586";"L.1755911, L.1755910, L  0197586";"Ambriansyah";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
