"scientific_name";"genus";"specific_epithet";"species_author";"collector_id";"recorded_by";"colnum_full";"prefix";"colnum";"sufix";"col_date";"col_day";"col_month";"col_year";"det_by";"det_date";"det_day";"det_month";"det_year";"country_id";"country";"continent";"locality";"coordinate_id";"ddlong";"ddlat";"institute";"herbarium_code";"barcode";"orig_bc";"coll_surname";"specificEpithet";"orig_recby";"orig_detby";"country_iso3";"global_id";"childData_id";"accSpecies_id";"colnum_fullprefix";"status";"accepted_name";"ipni_no";".val";".equ";".zer";".cap";".cen";".con";".gbf";".inst";".summary"
"Orophea trigyna Miq.";"Orophea";"trigyna";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5433 , Kostermans, AJGH  5433 , Kostermans, AJGH  5433 ";"Kostermans";5433;"";0;24;6;1951;"Kessler, PJA, Kessler, PJA, Kessler, PJA";"1986-01-01T00:00:00";1;1;1986;"ID";"Indonesia";0;"East Borneo; E. Kutei. (Sangkulirang subdiv.), Along Menubar R.";0;117.966666;0.983333;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L1759027, L1759028, L0192285";"L.1759027, L.1759028, L  0192285";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia rumphii (Blume ex Hensch.) Merr.";"Hubera";"rumphii";0;0;"Kostermans, AJGH";"Kostermans, AJGH; Anta  545 ";"Kostermans";545;"";0;9;9;1949;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Bangka, Lobok besar";0;106.55;-2.6;"<NA>";"Botany";"L1767637";"L.1767637";"Kostermans";0;"Kostermans AJGH; Anta";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia stenopetala Oliv.";"Xylopia";"stenopetala";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5456 , Kostermans, AJGH  5456 ";"Kostermans";5456;"";0;26;6;1951;"Hildebrand, FHG, Hildebrand, FHG";"1965-02-01T00:00:00";1;2;1965;"ID";"Indonesia";0;"East Borneo; E Kutei, Sg. Susuk region";0;118.2;0.9;"<NA>, <NA>";"Botany, Botany";"L1775454, L1775453";"L.1775454, L.1775453";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Popowia pisocarpa (Blume) Endl.";"Popowia";"pisocarpa";0;0;"Kostermans, AJGH";"Kostermans, AJGH; Anta  546 ";"Kostermans";546;"";0;9;9;1950;"Sinclair, J";"1956-05-01T00:00:00";1;5;1956;"ID";"Indonesia";0;"Bangka, Lobok besar.";0;106.55;-2.6;"<NA>";"Botany";"L1764155";"L.1764155";"Kostermans";0;"Kostermans AJGH; Anta";"Sinclair J";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Maasia glauca (Hassk.) Mols, Kessler & Rogstad";"Maasia";"glauca";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5474 ";"Kostermans";5474;"";0;26;6;1951;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"East Borneo; E. Kutei. Sg. Susuk region.";0;118.2;0.9;"<NA>";"Botany";"L1761284";"L.1761284";"Kostermans";0;"Kostermans AJGH";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Cyathocalyx ramuliflorus (Maingay ex Hook.f. & Thomson) Scheff.";"Drepananthus";"ramuliflorus";0;0;"Kostermans, AJGH";"Kostermans, AJGH; Anta  548 ";"Kostermans";548;"";0;9;9;1949;"Wang, R";"2001-08-01T00:00:00";1;8;2001;"ID";"Indonesia";0;"Bangka, Lobok Besar.";0;106.55;-2.6;"<NA>";"Botany";"L1755677";"L.1755677";"Kostermans";0;"Kostermans AJGH; Anta";"Wang R";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Mitrephora fragrans Merr.";"Mitrephora";"fragrans";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5489 ";"Kostermans";5489;"";0;27;6;1951;"Weerasooriya, AD";"2001-03-01T00:00:00";1;3;2001;"ID";"Indonesia";0;"Indonesia. East Borneo; E. Kutei (Sangkulirang subdiv.) Sg. Susuk region.";0;118.2;0.9;"<NA>";"Botany";"L1757444";"L.1757444";"Kostermans";0;"Kostermans AJGH";"Weerasooriya AD";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Friesodielsia affinis (Hook.f. & Thomson) D.Das";"Friesodielsia";"affinis";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5497 , Kostermans, AJGH  5497 ";"Kostermans";5497;"";0;27;6;1951;"Turner, IM, Turner, IM";"2008-10-01T00:00:00";1;10;2008;"ID";"Indonesia";0;"East Borneo; E. Kutei. (Sangkulirang subdiv.) Sg. Susuk region.";0;118.2;0.9;"<NA>, <NA>";"Botany, Botany";"L1754981, L0182459";"L.1754981, L  0182459";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Miliusa horsfieldii (Benn.) Pierre";"Miliusa";"horsfieldii";0;0;"Kostermans, AJGH";"Kostermans, AJGH; Kuswata Kartawinata, E  55 , Kostermans, AJGH; Kuswata Kartawinata, E  55 ";"Kostermans";55;"";0;12;8;1950;"Mols, JB, Mols, JB";"2004-03-01T00:00:00";1;3;2004;"ID";"Indonesia";0;"Peutjang Isl., Udjungkulon Reserve, S.W. Java.";0;105.25;-6.733333;"<NA>, <NA>";"Botany, Botany";"L2106168, L0536478";"L.2106168, L  0536478";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE
"Neo-uvaria foetida (Maingay ex Hook.f. & Thomson) Airy Shaw";"Neo-Uvaria";"acuminatissima";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5558 , Kostermans, AJGH  5558 ";"Kostermans";5558;"";0;30;6;1952;"Hildebrand, FHG, Hildebrand, FHG";"1965-03-01T00:00:00";1;3;1965;"ID";"Indonesia";0;"East Borneo, E Kutei, Sg. Susuk region";0;118.2;0.9;"<NA>, <NA>";"Botany, Botany";"L1757895, L1757896";"L.1757895, L.1757896";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia lateriflora (Blume) Kurz";"Polyalthia";"lateriflora";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5577 , Kostermans, AJGH  5577 ";"Kostermans";5577;"";0;1;7;1951;"Turner, IM, Turner, IM";"2006-06-01T00:00:00";1;6;2006;"ID";"Indonesia";0;"East Borneo, E Kutei (Sangkulirang subdiv.), Sg. Susuk region";0;118.2;0.9;"<NA>, <NA>";"Botany, Botany";"L1766915, L1766914";"L.1766915, L.1766914";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Monoon sympetalum (Merr.) B.Xue & R.M.K.Saunders";"Woodiellantha";"sympetala";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5581 , Kostermans, AJGH  5581 ";"Kostermans";5581;"";0;1;7;1951;"Xue, B, Xue, B";"2012-10-01T00:00:00";1;10;2012;"ID";"Indonesia";0;"Indonesia, Borneo, Kalimantan Timur, East Kutei, Sangkulirang subdistr., Sg. Susuk region.0.59 N; 117.58 E (acc. to Gazetteer).";0;117.966667;0.983333;"<NA>, <NA>";"Botany, Botany";"L1757987, L0421314";"L.1757987, L  0421314";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia hookeriana King";"Polyalthia";"hookeriana";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5609 ";"Kostermans";5609;"";0;2;7;1951;"Turner, IM";"2006-03-01T00:00:00";1;3;2006;"ID";"Indonesia";0;"East Borneo. E. Kutei. (Sangkulirang subdiv.) Sg. Susuk region.";0;118.2;0.9;"<NA>";"Botany";"L1762555";"L.1762555";"Kostermans";0;"Kostermans AJGH";"Turner IM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia fusca Maingay ex Hook.f. & Thomson";"Xylopia";"fusca";0;0;"Kostermans, AJGH";"Kostermans, AJGH; Anta  564 ";"Kostermans";564;"";0;10;9;1949;"Kostermans, AJGH";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Bangka, Lobok-besar";0;106.55;-2.6;"<NA>";"Botany";"L0196018";"L  0196018";"Kostermans";0;"Kostermans AJGH; Anta";"Kostermans AJGH";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia malayana Hook.f. & Thomson";"Xylopia";"malayana";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5653 ";"Kostermans";5653;"";0;3;7;1951;"Hildebrand, FHG";"1964-10-01T00:00:00";1;10;1964;"ID";"Indonesia";0;"East Borneo, E Kutei (Sangkulirang Subdiv.), Sg. Susuk region";0;118.2;0.9;"<NA>";"Botany";"L0196134";"L  0196134";"Kostermans";0;"Kostermans AJGH";"Hildebrand FHG";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia hookeriana King";"Polyalthia";"hookeriana";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5669 ";"Kostermans";5669;"";0;8;7;1951;"Turner, IM";"2006-06-01T00:00:00";1;6;2006;"ID";"Indonesia";0;"East Borneo, E Kutei (Sangkulirang subdiv.), Sg. Susuk region";0;118.2;0.9;"<NA>";"Botany";"L1762554";"L.1762554";"Kostermans";0;"Kostermans AJGH";"Turner IM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Fissistigma multivenium (Diels) I.M.Turner";"Fissistigma";"multivenium";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5710 ";"Kostermans";5710;"";0;10;7;1951;"Turner, IM";"2009-10-01T00:00:00";1;10;2009;"ID";"Indonesia";0;"East Borneo. E. Kutei. (Sangkulirang subdiv.) Sg. Susuk region.";0;117.966666;0.983333;"<NA>";"Botany";"L1754752";"L.1754752";"Kostermans";0;"Kostermans AJGH";"Turner IM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia densifolia Elmer";"Xylopia";"densifolia";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5735 , Kostermans, AJGH  5735 ";"Kostermans";5735;"";0;11;7;1951;"Hildebrand, FHG, Hildebrand, FHG";"1967-07-01T00:00:00";1;7;1967;"ID";"Indonesia";0;"East Borneo, E. Kutei (Sangkulirang subdiv.), Sg. Susuk region.";0;117.966666;0.983333;"<NA>, <NA>";"Botany, Botany";"L1775206, L0191440";"L.1775206, L  0191440";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Friesodielsia Steenis";"Friesodielsia";"nan";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5745 ";"Kostermans";5745;"";0;12;7;1951;"Hildebrand, FHG";"1965-04-01T00:00:00";1;4;1965;"ID";"Indonesia";0;"East Borneo. E. Kutei. (Sangkulirang subdiv.) Sg. Susuk region.";0;117.966666;0.983333;"<NA>";"Botany";"L3977915";"L.3977915";"Kostermans";0;"Kostermans AJGH";"Hildebrand FHG";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria cordata (Dunal) Alston";"Uvaria";"littoralis";0;0;"Kostermans, AJGH";"Kostermans, AJGH; Anta  579 ";"Kostermans";579;"";0;12;9;1949;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Bangka, Lobok Besar (S.E. Bangka).";0;106.55;-2.6;"<NA>";"Botany";"L0190817";"L  0190817";"Kostermans";0;"Kostermans AJGH; Anta";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia cauliflora Hook.f. & Thomson";"Polyalthia";"cauliflora";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5794 ";"Kostermans";5794;"";0;17;7;1951;"Turner, IM";"2008-02-01T00:00:00";1;2;2008;"ID";"Indonesia";0;"east Borneo, E Kutei, Sg. Kerajaan, N of Sangkulirang";0;117.966666;0.983333;"<NA>";"Botany";"L1758431";"L.1758431";"Kostermans";0;"Kostermans AJGH";"Turner IM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Alphonsea elliptica Hook.f. & Thomson";"Alphonsea";"elliptica";0;0;"Kostermans, AJGH";"Kostermans, AJGH  58 , Kostermans, AJGH  58 ";"Kostermans";58;"";0;5;9;1949;"Kessler, PJA, Kessler, PJA";"1990-02-01T00:00:00";1;2;1990;"ID";"Indonesia";0;"Bangka, Lobok Besar.";0;106.55;-2.6;"<NA>, <NA>";"Botany, Botany";"L1753073, L1753072";"L.1753073, L.1753072";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Goniothalamus parallelivenius Ridl.";"Goniothalamus";"parallelivenius";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5862 ";"Kostermans";5862;"";0;21;7;1951;"Saunders, RMK";"2013-06-01T00:00:00";1;6;2013;"ID";"Indonesia";0;"Borneo, E. Kutei, Sg. Kerajaan region, N. of Sangkulirang.";0;117.966666;0.983333;"<NA>";"Botany";"L3966300";"L.3966300";"Kostermans";0;"Kostermans AJGH";"Saunders RMK";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Mitrephora fragrans Merr.";"Mitrephora";"fragrans";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5886 ";"Kostermans";5886;"";0;26;7;1951;"Weerasooriya, AD";"2001-03-01T00:00:00";1;3;2001;"ID";"Indonesia";0;"Indonesia. East Borneo; E. Kutei, G. Sekrat, S. of Sangkulirang.";0;117.816667;0.883333;"<NA>";"Botany";"L1757437";"L.1757437";"Kostermans";0;"Kostermans AJGH";"Weerasooriya AD";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Neo-Uvaria acuminatissima (Miq.) Airy Shaw";"Neo-Uvaria";"acuminatissima";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5893 ";"Kostermans";5893;"";0;26;7;1954;"Hildebrand, FHG";"1965-03-01T00:00:00";1;3;1965;"ID";"Indonesia";0;"East Borneo, E Kutei, G. Sekrat, SE of Sangkulirang";0;117.816667;0.883333;"<NA>";"Botany";"L1757890";"L.1757890";"Kostermans";0;"Kostermans AJGH";"Hildebrand FHG";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia rumphii (Blume ex Hensch.) Merr.";"Hubera";"rumphii";0;0;"Kostermans, AJGH";"Kostermans, AJGH S/ 59 ";"Kostermans";59;"";0;1;2;1955;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Sumatra; Palembang Distr., Tjaban FR near Muara Enim";0;103.8;-3.65;"<NA>";"Botany";"L1767638";"L.1767638";"Kostermans";0;"Kostermans AJGH";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Orophea rubra Kessler";"Orophea";"rubra";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5901 , Kostermans, AJGH  5901 ";"Kostermans";5901;"";0;27;7;1951;"Kessler, PJA, Kessler, PJA";"1985-11-01T00:00:00";1;11;1985;"ID";"Indonesia";0;"Insula: Borneo; E.Kutei.Loc.: G. Sekrat, S. of Sangkulirang.";0;117.816667;0.883333;"<NA>, <NA>";"Botany, Botany";"L0060301, L0038095";"L  0060301, L  0038095";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Pseuduvaria borneensis Y.C.F.Su & R.M.K.Saunders";"Pseuduvaria";"borneensis";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5913 ";"Kostermans";5913;"";0;28;7;1951;"Su, YCF";"2002-06-01T00:00:00";1;6;2002;"ID";"Indonesia";0;"Indonesia, Borneo. Kalimantan Timur, E. Kutei, G. Sekrat, S. of Sangkulirang";0;117.816667;0.883333;"<NA>";"Botany";"L1764390";"L.1764390";"Kostermans";0;"Kostermans AJGH";"Su YCF";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia obliqua Hook.f. & Thomson";"Polyalthia";"obliqua";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5915 , Kostermans, AJGH  5915 ";"Kostermans";5915;"";0;27;7;1951;"Hildebrand, FHG, Hildebrand, FHG";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"East Borneo; E Kutei, Kaliurang, G. Sekrat, S of Sangkulirang";0;110.423056;-7.599444;"<NA>, <NA>";"Botany, Botany";"L1767311, L1767310";"L.1767311, L.1767310";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia congesta (Ridl.) J.Sinclair";"Polyalthia";"congesta";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5918 , Kostermans, AJGH  5918 ";"Kostermans";5918;"";0;28;7;1951;"Turner, IM, Turner, IM";"2006-06-01T00:00:00";1;6;2006;"ID";"Indonesia";0;"East Borneo; E. Kutei, Kaliurang, G. Sekrat S. of  Sangkulirang.";0;117.966666;0.983333;"<NA>, <NA>";"Botany, Botany";"L1762777, L0183930";"L.1762777, L  0183930";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia congesta (Ridl.) J.Sinclair";"Polyalthia";"congesta";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5920 , Kostermans, AJGH  5920 ";"Kostermans";5920;"";0;28;7;1951;"Turner, IM, Turner, IM";"2006-06-01T00:00:00";1;6;2006;"ID";"Indonesia";0;"East Borneo, E. Kutei, G. Sekrat, S. of Sangkulirang.";0;117.966666;0.983333;"<NA>, <NA>";"Botany, Botany";"L1762772, L0183931";"L.1762772, L  0183931";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Friesodielsia Steenis";"Friesodielsia";"nan";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5924 ";"Kostermans";5924;"";0;28;7;1951;"Bygrave, PC";"1996-01-01T00:00:00";1;1;1996;"ID";"Indonesia";0;"East Borneo; E. Kutei, G. Sekrat, S. of Sangkulirang";0;117.816667;0.883333;"<NA>";"Botany";"L1765082";"L.1765082";"Kostermans";0;"Kostermans AJGH";"Bygrave PC";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia glabra L.";"Annona";"squamosa";0;0;"Kostermans, AJGH";"Kostermans, AJGH; Anta  594 ";"Kostermans";594;"";0;12;9;1949;"Kostermans, AJGH";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Bangka, Lobok-besar";0;106.55;-2.6;"<NA>";"Botany";"L0196045";"L  0196045";"Kostermans";0;"Kostermans AJGH; Anta";"Kostermans AJGH";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia dehiscens (Blanco) Merr.";"Xylopia";"blancoi";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5970 , Kostermans, AJGH  5970 ";"Kostermans";5970;"";0;30;7;1951;"Johnson, DM, Johnson, DM";"2014-03-01T00:00:00";1;3;2014;"ID";"Indonesia";0;"East Borneo, E. Kutei, G. Sekrat, S. of Sangkulirang.";0;117.966666;0.983333;"<NA>, <NA>";"Botany, Botany";"L1775291, L0191445";"L.1775291, L  0191445";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia rumphii (Blume ex Hensch.) Merr.";"Hubera";"rumphii";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5973 ";"Kostermans";5973;"";0;30;7;1951;"Hildebrand, FHG";"1965-04-01T00:00:00";1;4;1965;"ID";"Indonesia";0;"East Borneo; E. Kutei, G. sekrat, S. of Sangkulirang.";0;117.966666;0.983333;"<NA>";"Botany";"L1767438";"L.1767438";"Kostermans";0;"Kostermans AJGH";"Hildebrand FHG";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Friesodielsia Steenis";"Friesodielsia";"nan";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5975 ";"Kostermans";5975;"";0;30;7;1951;"Bygrave, PC";"1996-01-01T00:00:00";1;1;1996;"ID";"Indonesia";0;"East Borneo; E. Kutei, G. Sekrat, S. of Sangkulirang";0;117.816667;0.883333;"<NA>";"Botany";"L4345968";"L.4345968";"Kostermans";0;"Kostermans AJGH";"Bygrave PC";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia dehiscens (Blanco) Merr.";"Xylopia";"blancoi";0;0;"Kostermans, AJGH";"Kostermans, AJGH  5977 , Kostermans, AJGH  5977 ";"Kostermans";5977;"";0;30;7;1951;"Johnson, DM, Johnson, DM";"2014-03-01T00:00:00";1;3;2014;"ID";"Indonesia";0;"East Borneo; E. Kutei, G. Sekrat, S. of Sangkulirang.";0;117.816667;0.883333;"<NA>, <NA>";"Botany, Botany";"L1775305, L1775306";"L.1775305, L.1775306";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Popowia Endl.";"Popowia";"nan";0;0;"Kostermans, AJGH";"Kostermans, AJGH  604 ";"Kostermans";604;"";0;5;5;1949;"Kessler, PJA";"1984-08-01T00:00:00";1;8;1984;"ID";"Indonesia";0;"Moluccas, Morotai, Totodokoe.";0;128.416667;2.333333;"<NA>";"Botany";"L0190362";"L  0190362";"Kostermans";0;"Kostermans AJGH";"Kessler PJA";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Mezzettia parviflora Becc.";"Mezzettia";"parviflora";0;0;"Kostermans, AJGH";"Kostermans, AJGH  6066 , Kostermans, AJGH  6066 , Kostermans, AJGH  6066 ";"Kostermans";6066;"";0;13;8;1951;"Kessler, PJA, Kessler, PJA, Kessler, PJA";"1989-06-01T00:00:00";1;6;1989;"ID";"Indonesia";0;"Borneo; E. Kutei, Sg. Bambangan, S.E. of Samarinda.";0;117.15;-0.5;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L1761705, L0192136, L0192280";"L.1761705, L  0192136, L  0192280";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Popowia hirta Miq.";"Popowia";"hirta";0;0;"Kostermans, AJGH";"Kostermans, AJGH  6090 , Kostermans, AJGH  6090 ";"Kostermans";6090;"";0;14;8;1951;"Kessler, PJA, Kessler, PJA";"1992-09-01T00:00:00";1;9;1992;"ID";"Indonesia";0;"Borneo, E. Kutei, Sg. Bambangan, S.E. of Samarinda.";0;117.15;-0.5;"<NA>, <NA>";"Botany, Botany";"L1759459, L1759458";"L.1759459, L.1759458";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Mezzettia parviflora Becc.";"Mezzettia";"parviflora";0;0;"Kostermans, AJGH";"Kostermans, AJGH  6109 , Kostermans, AJGH  6109 ";"Kostermans";6109;"";0;16;8;1951;"Kessler, PJA, Kessler, PJA";"1989-06-01T00:00:00";1;6;1989;"ID";"Indonesia";0;"Borneo; E Kutei, Sg. Dambangan, SE of Samarinda";0;117.15;-0.5;"<NA>, <NA>";"Botany, Botany";"L1761733, L0197127";"L.1761733, L  0197127";"Kostermans";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
