genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;tmp_det_date;expert_det;orig_recby;orig_detby;recby_regex;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no;geo_issues;.summary;tmp_det_date.1;expert_det.1;recby_regex.1;modified;scientific_name;colnum_fullprefix;region;Unnamed: 0
nan;indet.;0.0;0.0;Au, J;23930;nan;23930;nan;23/10/1965 - 23/10/1965;23;10;1965;nan;nan;;;;not found;Malaisie;0.0;Bkt. Raya, Kapit, 3rd Division. 650 ft. altitude.;0.0;113.112;2.159;0;0;P02001254;P02001254;Au;Au, J;nan;nan;0.0;;nan;Au, J.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Popowia;sp.;0.0;0.0;Austin;503;nan;503;nan;07/10/1947 - 07/10/1947;7;10;1947;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;not found;Malaisie;0.0;North Borneo. Kabili For. Res. Elopura, Sandakan For. Distr. Level Land. Compartement 13.;0.0;117.951;5.842;0;0;P01960346;P01960346;Austin;Austin;nan;nan;0.0;;nan;Austin;Kessler, P.;;not found;Popowia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sabah;
Artabotrys;aeneus;0.0;0.0;Averyanov, L;VH 1379;VH;1379;nan;14/04/1995 - 14/04/1995;14;4;1995;nan;nan;;;;VN;Viet Nam;0.0;S. Vietnam, Prov. Kontum. at 800-900 m alt. on NW slope of Ngoc Linh mountain system 5-10 km to N of Muong Hoong village.;0.0;107.94;15.114;0;0;P01984420;P01984420;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;Artabotrys aeneus;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
Fissistigma;sp.;0.0;0.0;Averyanov, L;VH 1634;VH;1634;nan;14/11/1995 - 14/11/1995;14;11;1995;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;S. Vietnam, Prov. Kon Tum, Distr. Dak Gley, about 12 km to N of Dak Gley town (24 km by road), near Mang Khen village. 1100-1200 m alt.;0.0;107.752;15.166;0;0;P02032250;P02032250;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;Kessler, P.;;VNM;Fissistigma sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
Fissistigma;sp.;0.0;0.0;Averyanov, L;VH 2347;VH;2347;nan;06/12/1995 - 06/12/1995;6;12;1995;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;S. Vietnam, Prov. Kon Tum, Distr. Dak Gley, about 10-12 km to the SE of Dak Gley town (4-6 km to the E of Dak Tung village). at 900-1100 m alt.;0.0;107.78;15.01;0;0;P02032251;P02032251;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;Kessler, P.;;VNM;Fissistigma sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
nan;nan;0.0;0.0;Averyanov, L;CPC 3007;CPC;3007;nan;10/05/2011 - 10/05/2011;10;5;2011;nan;nan;;;;VN;Viet Nam;0.0;Vietnam, Quang Tri Prov., Da Krong Distr., Ta Rut municipality, A Pul village. elev. about 300 m a.s.l.;0.0;107.01861111111111;16.408055555555553;0;0;P00909296;P00909296;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;;nan;nan;nan;nan;nan;;;;;nan;0.0;;Quảng Trị;
Artabotrys;aeneus;0.0;0.0;Averyanov, L;VH 3779;VH;3779;nan;08/04/1997 - 08/04/1997;8;4;1997;nan;nan;;;;VN;Viet Nam;0.0;S. Vietnam, Prov. Lam Dong, distr. Lac Duong, municipalite Da Chay, 36-38 km to NE from Dalat city. 1550-1600 m alt. in 12-14 km from Bi Dup main peak to the NNW.;0.0;108.65;12.133333333333333;0;0;P01984419;P01984419;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;Artabotrys aeneus;nan;nan;nan;nan;nan;;;;;nan;0.0;;Lâm Đồng;
nan;indet.;0.0;0.0;Averyanov, L;CBL 379;CBL;379;nan;18/11/1998 - 18/11/1998;18;11;1998;nan;nan;;;;VN;Viet Nam;0.0;Vietnam. Cao Bang. Distr. Bao Lac, municipality Ca Thanh, about 3 km to SW from Yen Lac village, about 42 km to NWW from Cao Bang town. 1250 - 1300 m;0.0;105.83333333333331;22.73333333333333;0;0;P01963656;P01963656;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Cao Bằng;
nan;nan;0.0;0.0;Averyanov, L;CPC 6463;CPC;6463;nan;01/11/2013 - 01/11/2013;1;11;2013;nan;nan;;;;VN;Viet Nam;0.0;Vietnam. Thanh Hoa Prov., Thuong Xuan Distr., Bat Mot Municipality, Vin village, Xuan Lien Natural Reserve. Elevation 750-800 m;0.0;104.9755;19.9865;0;0;P00910915;P00910915;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;;nan;nan;nan;nan;nan;;;;;nan;0.0;;Thanh Hóa;
nan;nan;0.0;0.0;Averyanov, L;CPC 6628;CPC;6628;nan;02/11/2013 - 02/11/2013;2;11;2013;nan;nan;;;;VN;Viet Nam;0.0;Vietnam. Thanh Hoa Prov., Thuong Xuan Distr., Bat Mot Municipality, Vin village, Xuan Lien Natural Reserve. elevation 1000-1200 m a.s.l.;0.0;104.99;19.97172222222222;0;0;P00909298;P00909298;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;;nan;nan;nan;nan;nan;;;;;nan;0.0;;Thanh Hóa;
nan;nan;0.0;0.0;Averyanov, L;CPC 6828;CPC;6828;nan;07/11/2013 - 07/11/2013;7;11;2013;nan;nan;;;;VN;Viet Nam;0.0;Vietnam. Thanh Hoa Prov., Thuaong Xuan Distr., Van Xuan Municipality, Quan village, Xuan Lien Natural Reserve. at elevation 300-500 m a.s.l.;0.0;105.21277777777776;19.8575;0;0;P00990213;P00990213;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;;nan;nan;nan;nan;nan;;;;;nan;0.0;;Thanh Hóa;
nan;nan;0.0;0.0;Averyanov, L;CPC 6875;CPC;6875;nan;07/11/2013 - 07/11/2013;7;11;2013;nan;nan;;;;VN;Viet Nam;0.0;Vietnam. Thanh Hoa Prov., Thuong Xuan Distr., Van Xuan Municipality, Quan village, Xuan Lien Natural Reserve. elevation 300-500 m a.s.l.;0.0;105.21277777777776;19.8575;0;0;P00990215;P00990215;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;;nan;nan;nan;nan;nan;;;;;nan;0.0;;Thanh Hóa;
nan;nan;0.0;0.0;Averyanov, L;CPC 6939;CPC;6939;nan;08/11/2013 - 08/11/2013;8;11;2013;nan;nan;;;;VN;Viet Nam;0.0;Vietnam. Thanh Hoa Prov., Thuong Xuan Distr., Van Xuan Municipality, Hang Cao village, Xuan Lien Natural Reserve. elevation 100-200 m a.s.l.;0.0;105.22258333333332;19.862194444444444;0;0;P00990212;P00990212;Averyanov;Averyanov, L;nan;nan;0.0;;nan;Averyanov, L.;;;VNM;;nan;nan;nan;nan;nan;;;;;nan;0.0;;Thanh Hóa;
Orophea;sp.;0.0;0.0;Balansa;3185, 3185, 3185;nan;3185;nan;01/01/1887 - 31/12/1887;1;1;1887;Kessler, P, Kessler, P, Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;VN;Viet Nam;0.0;Tonkin;0.0;105.167;20.767;0, 0, 0;0, 0, 0;P01967203, P01967205, P01967206;P01967203, P01967205, P01967206;Balansa;Balansa;nan;nan;;;nan;nan;;;VNM;Orophea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Goniothalamus;sp.;0.0;0.0;Balansa, B;1475, 1475;nan;1475;nan;01/11/1885 - 30/11/1885;1;11;1885;, ;01/01/1994 - 31/12/1994;1;1;1994;VN;Viet Nam;0.0;Tonkin. Ouonbi, dans les bosquets;0.0;106.7740261;21.0414692;0, 0;0, 0;P01982082, P02082347;P01982082, P02082347;Balansa;Balansa, Benedict;Algeria, Indonesia, Morocco, New Caledonia, Paraguay, Singapore, Vietnam;0;;;nan;nan;;;VNM;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Balansa, B;1478;nan;1478;nan;01/11/1885 - 30/11/1885;1;11;1885;nan;nan;;;;VN;Viet Nam;0.0;Tonkin. Tankeuin, près de quang-yen;0.0;106.8025;20.942;0;0;P02082331;P02082331;Balansa;Balansa, Benedict;Algeria, Indonesia, Morocco, New Caledonia, Paraguay, Singapore, Vietnam;0;0.0;;nan;Balansa, B.;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Quảng Ninh;
nan;indet.;0.0;0.0;Balansa, B;4180;nan;4180;nan;01/08/1886 - 31/08/1886;1;8;1886;nan;nan;;;;VN;Viet Nam;0.0;Tonkin. Sontay, dans les bois.;0.0;105.505;21.14;0;0;P01963446;P01963446;Balansa;Balansa, Benedict;Algeria, Indonesia, Morocco, New Caledonia, Paraguay, Singapore, Vietnam;0;0.0;;nan;Balansa, B.;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hà Nội;
Marsypopetalum;sp.;0.0;0.0;Balansa, B;4184, 4184;nan;4184;nan;01/10/1887 - 31/10/1887;1;10;1887;Kessler, P, Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;VN;Viet Nam;0.0;Tonkin. Vallée de Lankok (Mont-Bavi) dans les forêts.;0.0;105.3608;21.0626;0, 0;0, 0;P00404565, P00404566;P00404565, P00404566;Balansa;Balansa, Benedict;Algeria, Indonesia, Morocco, New Caledonia, Paraguay, Singapore, Vietnam;0;;;nan;nan;;;VNM;Marsypopetalum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Polyalthia;sp.;0.0;0.0;Balansa, B;4186, 4186;nan;4186;nan;01/10/1887 - 31/10/1887;1;10;1887;Kessler, P, ;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Tonkin. Vallée de Lankok (Mont-Bavi);0.0;105.3608;21.0626;0, 0;0, 0;P02006017, P01765059;P02006017, P01765059;Balansa;Balansa, Benedict;Algeria, Indonesia, Morocco, New Caledonia, Paraguay, Singapore, Vietnam;0;;;nan;nan;;;VNM;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Artabotrys;hongkongensis;0.0;0.0;Balansa, B;4194;nan;4194;nan;09/06/1888 - 09/06/1888;9;6;1888;nan;nan;;;;VN;Viet Nam;0.0;Tonkin. Forêts du Mont-Bavi.;0.0;105.3608;21.0626;0;0;P01985928;P01985928;Balansa;Balansa, Benedict;Algeria, Indonesia, Morocco, New Caledonia, Paraguay, Singapore, Vietnam;0;0.0;;nan;Balansa, B.;;;VNM;Artabotrys hongkongensis;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hà Nội;
Friesodielsia;sp.;0.0;0.0;Beccari, O;232;nan;232;nan;01/07/1865 - 31/07/1865;1;7;1865;Kessler, P;nan;;;;not found;Malaisie;0.0;Ragiato di Sarawak. Busso.;0.0;110.1829459;1.4507083;0;0;P01986128;P01986128;Beccari;Beccari, Odoardo;Ethiopia, Greece, Indonesia, Italy, Malaysia, New Zealand;http://en.wikipedia.org/wiki/Odoardo_Beccari;0.0;;nan;Beccari, O.;Kessler, P.;;not found;Friesodielsia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Enicosanthum;sp.;0.0;0.0;Beccari, O;2541;nan;2541;nan;01/10/1866 - 31/10/1866;1;10;1866;Kessler, P;05/09/1985 - 05/09/1985;5;9;1985;not found;Malaisie;0.0;Bornéo. Lungo i ruscelli del M. Mattan, presso Sarawak.;0.0;110.35;1.556;0;0;P01986520;P01986520;Beccari;Beccari, Odoardo;Ethiopia, Greece, Indonesia, Italy, Malaysia, New Zealand;http://en.wikipedia.org/wiki/Odoardo_Beccari;0.0;;nan;Beccari, O.;Kessler, P.;;not found;Enicosanthum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Xylopia;sp.;0.0;0.0;Bejaud;151;nan;151;nan;15/02/1920 - 15/02/1920;15;2;1920;Kessler, P;06/09/1985 - 06/09/1985;6;9;1985;not found;Cambodge;0.0;Cambodge. Bampe. Chey Threa, Kg. Soai, Kg. Thom;0.0;104.957;12.818;0;0;P02006085;P02006085;Bejaud;Bejaud;Cambodia;0;0.0;;nan;Bejaud;Kessler, P.;;not found;Xylopia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kampong Thom;
nan;indet.;0.0;0.0;Bejaud;348;nan;348;nan;20/03/1919 - 20/03/1919;20;3;1919;nan;nan;;;;not found;Cambodge;0.0;Cambodge. Kg. Thom. Kg. Soai;0.0;104.972;12.7465;0;0;P01967827;P01967827;Bejaud;Bejaud;Cambodia;0;0.0;;nan;Bejaud;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kampong Thom;
Melodorum;mesnyi;0.0;0.0;Belou;36905;nan;36905;nan;22/02/1918 - 22/02/1918;22;2;1918;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Cambodge;0.0;Cambodge : forêt village Thbèng, prov. de Siem-Réap;0.0;104.004;13.356;0;0;P01984727;P01984727;Belou;Belou;nan;nan;0.0;;nan;Belou;Kessler, P.;;not found;Melodorum mesnyi;nan;nan;nan;nan;nan;;;;;nan;0.0;;Siem Reap;
Friesodielsia;sp.;0.0;0.0;Bidgood, S;5597;nan;5597;nan;20/04/2006 - 20/04/2006;20;4;2006;nan;nan;;;;not found;Tanzanie, République-Unie de;0.0;Tanzania. Mpanda District, Sitalike. Alt.: 900 m;0.0;31.15;-6.633333333333333;0;0;P01981848;P01981848;Bidgood;Bidgood, Gillian Sally;Ethiopia, Tanzania;0;0.0;;nan;Bidgood, S.;;;not found;Friesodielsia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Rukwa;
Artabotrys;hongkongensis;0.0;0.0;Bodinier, E;654;nan;654;nan;20/06/1894 - 20/06/1894;20;6;1894;nan;nan;;;;not found;Chine;0.0;Hong-Kong. Bois de Happy Valley;0.0;114.18927669525146;22.266957308240865;0;0;P01985932;P01985932;Bodinier;Bodinier, Emile Marie (Rev.);China, France, Hong Kong;0;0.0;;nan;Bodinier, E.;;;not found;Artabotrys hongkongensis;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hong Kong(香港);
nan;indet.;0.0;0.0;Bon;2295, 2295, 2295;nan;2295;nan;19/11/1883 - 19/11/1883;19;11;1883;, , ;nan;;;;VN;Viet Nam;0.0;Tonkin : Kiên Khê, in montibus Dông Ham. Province de Ha Nam;0.0;105.89733333333334;20.29283333333333;0, 0, 0;0, 0, 0;P01967826, P00248408, P00248409;P01967826, P00248408, P00248409;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;;;nan;nan;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Bon;5101, 5101;nan;5101;nan;03/02/1892 - 03/02/1892;3;2;1892;, ;nan;;;;VN;Viet Nam;0.0;Tonkin;0.0;105.45;19.8667;0, 0;0, 0;P04451248, P04451252;P04451248, P04451252;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;;;nan;nan;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Friesodielsia;sp.;0.0;0.0;Bon;758;nan;758;nan;14/09/1881 - 14/09/1881;14;9;1881;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Tonkin : Bach Bat, in colle Man Quyên, Province Ninh Binh;0.0;105.975;20.1;0;0;P01981812;P01981812;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;0.0;;nan;Bon;Kessler, P.;;VNM;Friesodielsia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Ninh Bình;
Desmos;sp.;0.0;0.0;Bon;839, 839;nan;839;nan;28/09/1881 - 28/09/1881;28;9;1881;Kessler, P, ;06/09/1985 - 06/09/1985;6;9;1985;VN;Viet Nam;0.0;Tonkin : Khang Thuong, in nemore Ma Co. Province Ninh Binh;0.0;105.975;20.18;0, 0;0, 0;P01753410, P00234128;P01753410, P00234128;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;;;nan;nan;;;VNM;Desmos sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Uvaria;sp.;0.0;0.0;Bon;nan;nan;nan;nan;01/06/1890 - 30/06/1890;1;6;1890;nan;nan;;;;VN;Viet Nam;0.0;Thanh Hoa. Tonkin;0.0;105.7745698;19.811719;0;0;P01964141;P01964141;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;0.0;;nan;Bon;;;VNM;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Thanh Hóa;
nan;indet.;0.0;0.0;Bon, H;1615, 1615;nan;1615;nan;07/06/1882 - 07/06/1882;7;6;1882;, ;nan;;;;VN;Viet Nam;0.0;(N.B.) Phuc Nhac (Collège) (cult.);0.0;106.0667;20.1667;0, 0;0, 0;P01967825, P01983483;P01967825, P01983483;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;;;nan;nan;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Bon, H;1796, 1796;nan;1796;nan;13/10/1882 - 13/10/1882;13;10;1882;, ;nan;;;;VN;Viet Nam;0.0;(H.N.) Ké So (Cult.);0.0;105.9;20.5;0, 0;0, 0;P01967824, P01985938;P01967824, P01985938;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;;;nan;nan;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Bon, H;3184, 3184;nan;3184;nan;09/06/1886 - 09/06/1886;9;6;1886;, ;nan;;;;VN;Viet Nam;0.0;Tunquini occidentalis. (HN) Ninh Thai, in nem. collis Muou Lâng;0.0;105.949;20.462;0, 0;0, 0;P01967817, P01765056;P01967817, P01765056;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;;;nan;nan;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Goniothalamus;sp.;0.0;0.0;Bon, H;3328, 3328, 3328;nan;3328;nan;10/02/1887 - 10/02/1887;10;2;1887;Kessler, P, , ;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;(HN) Lat Son, in faucibus Quèn Ca;0.0;105.78166666666668;20.412466666666667;0, 0, 0;0, 0, 0;P01982087, P01967819, P00268409;P01982087, P01967819, P00268409;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;;;nan;nan;;;VNM;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Bon, H;nan;nan;nan;nan;07/02/1886 - 07/02/1886;7;2;1886;nan;nan;;;;VN;Viet Nam;0.0;Lat son (Quen cây vai);0.0;105.877;20.5274;0;0;P01967818;P01967818;Bon;Bon, Henri Francois;Hong Kong, Vietnam;0;0.0;;nan;Bon, H.;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hà Nam;
Anaxagorea;sp.;0.0;0.0;Boongird, S;14;nan;14;nan;26/05/1949 - 26/05/1949;26;5;1949;Kessler, P;04/09/1985 - 04/09/1985;4;9;1985;not found;Thaïlande;0.0;Chawng, Trang, Pen. Siam;0.0;99.7167;7.5667;0;0;P01960624;P01960624;Boongird;Boongird, S.;Thailand;0;0.0;;nan;Boongird, S.;Kessler, P.;;not found;Anaxagorea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Trang(ตรัง);
Mitrephora;sp.;0.0;0.0;Boongird, S;8;nan;8;nan;26/03/1949 - 26/03/1949;26;3;1949;nan;01/01/1987 - 31/12/1987;1;1;1987;not found;Thaïlande;0.0;Chawng, Trang, Pen. Siam;0.0;99.7167;7.5667;0;0;P02007561;P02007561;Boongird;Boongird, S.;Thailand;0;0.0;;nan;Boongird, S.;van Setten, A.K.;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Trang(ตรัง);
nan;indet.;0.0;0.0;Bordeneuve;36794;nan;36794;nan;01/03/1918 - 31/03/1918;1;3;1918;nan;nan;;;;VN;Viet Nam;0.0;Cochinchine : Baria;0.0;107.17;10.496;0;0;P06901482;P06901482;Bordeneuve;Bordeneuve;nan;nan;0.0;;nan;Bordeneuve;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Bà Rịa - Vũng Tàu;
Melodorum;mesnyi;0.0;0.0;Bordeneuve;36798, 36798;nan;36798;nan;01/03/1918 - 31/03/1918;1;3;1918;Kessler, P, Kessler;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Cochinchine : Baria;0.0;107.16942165;10.4961348;0, 0;0, 0;P00557044, P01984704;P00557044, P01984704;Bordeneuve;Bordeneuve;nan;nan;;;nan;nan;;;VNM;Melodorum mesnyi;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Neo-Uvaria;sp.;0.0;0.0;Brand, D;SAN 21494;SAN;21494;nan;16/05/1960 - 16/05/1960;16;5;1960;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Malaisie;0.0;North Borneo. District Tawau. Mile 13, Apas road.;0.0;118.039;4.274;0;0;P01954527;P01954527;Brand;Brand, D;nan;nan;0.0;;nan;Brand, D.;Kessler, P.;;not found;Neo-Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sabah;
Polyalthia;sp.;0.0;0.0;Brand, D;nan;nan;nan;nan;15/05/1960 - 15/05/1960;15;5;1960;nan;nan;;;;not found;Malaisie;0.0;North Borneo. District Tawau. Mile 11, Apas. road.;0.0;118.02;4.263;0;0;P01982950;P01982950;Brand;Brand, D;nan;nan;0.0;;nan;Brand, D.;;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sabah;
Polyalthia;sp.;0.0;0.0;Bunchuai, K;1159;nan;1159;nan;29/10/1961 - 29/10/1961;29;10;1961;Kessler, P;04/09/1985 - 04/09/1985;4;9;1985;not found;Thaïlande;0.0;Thailand. Northern : Chiang Mai, Chiang Dao;0.0;98.9649816;19.3684421;0;0;P02006025;P02006025;Bunchuai;Bunchuai, K;nan;nan;0.0;;nan;Bunchuai, K.;Kessler, P.;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Chiang Mai(เชียงใหม่);
Goniothalamus;sp.;0.0;0.0;Bunchuai, K;1414;nan;1414;nan;21/07/1967 - 21/07/1967;21;7;1967;nan;nan;;;;not found;Thaïlande;0.0;Thailand. N., ChiangRai, Ban Saensa-at;0.0;100.1336;19.7466;0;0;P01954581;P01954581;Bunchuai;Bunchuai, K;nan;nan;0.0;;nan;Bunchuai, K.;;;not found;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Chiang Rai(เชียงราย);
Xylopia;sp.;0.0;0.0;Bunchuai, K;1629;nan;1629;nan;18/05/1958 - 18/05/1958;18;5;1958;Kessler, P;06/09/1985 - 06/09/1985;6;9;1985;not found;Thaïlande;0.0;Thailande. NE : Udon Thani, Non Sang;0.0;102.7808;17.1674;0;0;P02006096;P02006096;Bunchuai;Bunchuai, K;nan;nan;0.0;;nan;Bunchuai, K.;Kessler, P.;;not found;Xylopia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Udon Thani(อุดรธานี);
Polyalthia;sp.;0.0;0.0;Bunchuai, K;49;nan;49;nan;25/02/1961 - 25/02/1961;25;2;1961;nan;nan;;;;not found;Thaïlande;0.0;Thailand. Southwestern : Kanchanaburi, Sangkhla Buri.;0.0;98.452;15.1549;0;0;P02006023;P02006023;Bunchuai;Bunchuai, K;nan;nan;0.0;;nan;Bunchuai, K.;;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kanchanaburi(กาญจนบุรี);
Goniothalamus;sp.;0.0;0.0;Bunchuay, K;927;nan;927;nan;13/07/1958 - 13/07/1958;13;7;1958;nan;nan;;;;not found;Thaïlande;0.0;Thailand. Northern : Chiengmai, Doichiengdao. Altitude ca 1250 m.;0.0;98.889;19.397;0;0;P01954571;P01954571;Bunchuay;Bunchuay, K;nan;nan;0.0;;nan;Bunchuay, K.;;;not found;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Chiang Mai(เชียงใหม่);
nan;indet.;0.0;0.0;Burgess, P;SAN 20330;SAN;20330;nan;05/11/1959 - 05/11/1959;5;11;1959;nan;nan;;;;not found;Malaisie;0.0;Kota Belud, N. Borneo. Near river bank;0.0;116.4292891;6.3497629;0;0;P01956195;P01956195;Burgess;Burgess, P. F.;Malaysia;0;0.0;;nan;Burgess, P.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sabah;
Drepathus;acuminatus;nan;nan;Burley, John Stuart;Collector Number: 178, Collector Number: 178;Collector;178;nan;nan;28;4;1987;Burley, JS, Burley, JS;nan;;;;PH;Philippines;nan;7 km southwest Puerto Galera	 west of marble quarry	 Mt. Talipa;nan;120.917;13.4667;BPBM, BPBM;BISH, BISH;BISH620170, BISH620170;620170, 620170;Burley;Burley, John Stuart;Indonesia, United States of America;nan;;;nan;nan;;;;;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Polyalthia;mindorensis;nan;nan;Burley, John Stuart;Collector Number: 179;Collector;179;nan;nan;28;4;1987;Burley, JS;nan;;;;PH;Philippines;nan;7 km southwest Puerto Galera	 west of marble quarry	 Mt. Talipa;nan;120.917;13.4667;BPBM;BISH;BISH620169;620169;Burley;Burley, John Stuart;Indonesia, United States of America;nan;;;nan;Burley, J.S.;J.S.Burley;Burley, JS;PHL;Polyalthia mindorensis;ACCEPTED;Polyalthia mindorensis;Merr.;https://ipni.org/n/77070439-1;nan;True;;;;sef_2023-04-28_08-15-00;nan;;;
Phaeanthus;ophthalmicus;nan;nan;Burley, John Stuart;Collector Number: 181;Collector;181;nan;nan;28;4;1987;Burley, JS;nan;;;;PH;Philippines;nan;7 km southwest Puerto Galera	 west of marble quarry	 Mt. Talipa;nan;120.917;13.4667;BPBM;BISH;BISH620167;620167;Burley;Burley, John Stuart;Indonesia, United States of America;nan;;;nan;Burley, J.S.;J.S.Burley;Burley, JS;PHL;Phaeanthus ophthalmicus;ACCEPTED;Phaeanthus ophthalmicus;(Roxb. ex G.Don) J.Sinclair;https://ipni.org/n/74450-1;nan;True;;;;sef_2023-04-28_08-15-00;nan;;;
nan;indet.;0.0;0.0;Buwalda, P;6471;nan;6471;nan;10/04/1939 - 10/04/1939;10;4;1939;nan;nan;;;;not found;Indonésie;0.0;"Sumatra; Riouw. Muara Padjanki. few m alt.";0.0;102.58;-0.873;0;0;P02001260;P02001260;Buwalda;Buwalda, Pieter;Indonesia;0;0.0;;nan;Buwalda, P.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Riau;
