scientific_name;genus;specific_epithet;species_author;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;colnum_fullprefix;region;geo_issues;.summary;tmp_det_date.1;expert_det;recby_regex;modified;scientific_name.1;colnum_fullprefix.1;region.1;collector_id;huh_name;geo_col;wiki_url;ipni_species_author;specificEpithet;tmp_det_date;sp_idx;summary
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 481 ;Ridsdale;481;<NA>;<NA>;21;4;1984;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Pagda Range, Ibangley Brookside Hill.;<NA>;119.327104;10.484882;<NA>;Botany;L1757024;L.1757024;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE  1200 ;Ridsdale;1200;<NA>;<NA>;19;4;1984;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Inland San Teodoro at & above Subaan R.;<NA>;121.0;13.366667;<NA>;Botany;L1757055;L.1757055;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE  951 ;Ridsdale;951;<NA>;<NA>;20;2;1985;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Sibuang R. camp., San Teodoro.;<NA>;121.017222;13.436388;<NA>;Botany;L1757057;L.1757057;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 76 ;Ridsdale;76;<NA>;<NA>;15;3;1984;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Puerto Princesa municipality Irawan River valley head.;<NA>;118.6991;9.8019;<NA>;Botany;L1757041;L.1757041;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 76 ;Ridsdale;76;<NA>;<NA>;15;3;1984;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Puerto Princesa municipality Irawan River valley head.;<NA>;118.6991;9.8019;<NA>;Botany;L1757042;L.1757042;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE  922 ;Ridsdale;922;<NA>;<NA>;19;2;1985;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Sibuang R. camp, San Teodoro.;<NA>;121.017222;13.436388;<NA>;Botany;L1757044;L.1757044;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 76 ;Ridsdale;76;<NA>;<NA>;15;3;1984;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Puerto Princesa municipality Irawan River valley head.;<NA>;118.6991;9.8019;<NA>;Botany;L1757040;L.1757040;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 53 ;Ridsdale;53;<NA>;<NA>;14;3;1984;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Puerto Princesa municipality Irawan River valley head.;<NA>;118.6991;9.8019;<NA>;Botany;L1757039;L.1757039;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE  951 ;Ridsdale;951;<NA>;<NA>;20;2;1985;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Sibuang R. camp., San Teodoro.;<NA>;121.017222;13.436388;<NA>;Botany;L1757056;L.1757056;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE  922 ;Ridsdale;922;<NA>;<NA>;19;2;1985;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Sibuang R. camp, San Teodoro.;<NA>;121.017222;13.436388;<NA>;Botany;L1757043;L.1757043;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 76 ;Ridsdale;76;<NA>;<NA>;15;3;1984;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Puerto Princesa municipality Irawan River valley head.;<NA>;118.6991;9.8019;<NA>;Botany;L0771574;L  0771574;Ridsdale;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Sulit, Mamerto D.;"Sulit, MD; Conklin, HC PNH 17743 ";Sulit;17743;<NA>;<NA>;1;5;1953;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Mindoro, Mt. Yagaw (Eastern Slope).;<NA>;121.4;12.516667;<NA>;Botany;L1757050;L.1757050;Sulit;"Sulit MD; Conklin HC";Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Sulit, MD;serafin_2023-05-10_09-01-44;;;;<NA>;Sulit, Mamerto D.;Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;<NA>;Sulit, Mamerto D.;"Sulit, MD; Conklin, HC PNH 17743 ";Sulit;17743;<NA>;<NA>;1;5;1953;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Mindoro, Mt. Yagaw (Eastern Slope).;<NA>;121.4;12.516667;<NA>;Botany;L1757049;L.1757049;Sulit;"Sulit MD; Conklin HC";Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Sulit, MD;serafin_2023-05-10_09-01-44;;;;<NA>;Sulit, Mamerto D.;Philippines;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Oncodostigma mindorense (Merr.) Bân;Meiogyne;mindorensis;<NA>;Williams, Robert Stratham;512;<NA>;512;<NA>;<NA>;24;1;1904;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Lamao R., Mt. Mariveles, prov. Bataan Central Luzon;<NA>;120.48;14.53;K;Herbarium;K000691918;K000691918;Williams;Williams, R.S.;;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;;;<NA>;;;<NA>;Williams, RS;serafin_2023-05-10_09-01-44;;;;<NA>;Williams, Robert Stratham;Bolivia, Canada, Panama, Peru, Philippines, United States of America;<NA>;(Merr.) Heusden;;;Meiogyne mindorensis;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  15555 ;Elmer;15555;<NA>;<NA>;1;11;1915;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;U1073769;U.1073769;Elmer;Elmer ADE;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  15321 ;Elmer;15321;<NA>;<NA>;1;11;1915;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;U1073775;U.1073775;Elmer;Elmer ADE;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  13984 ;Elmer;13984;<NA>;<NA>;1;10;1912;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;<NA>;125.534444;9.123611;<NA>;Botany;U0045325;U  0045325;Elmer;Elmer ADE;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Friesodielsia paucinervia (Merr.) Steenis;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  13946 ;Elmer;13946;<NA>;<NA>;1;9;1912;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;<NA>;125.534444;9.123611;<NA>;Botany;U1072543;U.1072543;Elmer;Elmer ADE;;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  15321 ;Elmer;15321;<NA>;<NA>;1;11;1915;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;L1765888;L.1765888;Elmer;Elmer ADE;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Friesodielsia paucinervia (Merr.) Steenis;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  13946 ;Elmer;13946;<NA>;<NA>;1;9;1912;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;<NA>;125.534444;9.123611;<NA>;Botany;L1765159;L.1765159;Elmer;Elmer ADE;;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  11318 ;Elmer;11318;<NA>;<NA>;1;8;1909;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Todaya (Mt. Apo), District of Davao, Island of Mindanao.;<NA>;125.2697;6.9894;<NA>;Botany;L1765896;L.1765896;Elmer;Elmer ADE;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  15321 ;Elmer;15321;<NA>;<NA>;1;11;1915;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;L1765889;L.1765889;Elmer;Elmer ADE;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  15555 ;Elmer;15555;<NA>;<NA>;1;11;1915;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;L1765890;L.1765890;Elmer;Elmer ADE;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Friesodielsia paucinervia (Merr.) Steenis;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;13946;<NA>;13946;<NA>;<NA>;<NA>;9;1912;Turner, IM;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mount Urdaneta;<NA>;125.5375;9.1219;NHMUK;BOT;BM001121314;BM001121314;Elmer;Adolph Daniel Edward Elmer;Ian Mark Turner;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne lucida Elmer;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;13984;<NA>;13984;<NA>;<NA>;<NA>;10;1912;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mount Urdaneta;<NA>;125.5375;9.1219;NHMUK;BOT;BM000632904;BM000632904;Elmer;Adolph Daniel Edward Elmer;;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Elmer, Adolph Daniel Edward;11318;<NA>;11318;<NA>;<NA>;<NA>;8;1909;Salleh, KM ;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Todaya (Mt. Apo);<NA>;125.2725;6.9864;NHMUK;BOT;BM000546396;BM000546396;Elmer;Adolph Daniel Edward Elmer;K.M. Salleh;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Mendoza, Demetrio R.;"Mendoza, DR; Convocar, P PNH 10560 ";Mendoza;10560;<NA>;<NA>;1;3;1949;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mt. Kabatuan, Surigao Province, Mindanao.;<NA>;112.642777;9.466666;<NA>;Botany;L1765893;L.1765893;Mendoza;"Mendoza DR; Convocar P";Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;.con;;;<NA>;Mendoza, DR;serafin_2023-05-10_09-01-44;;;;<NA>;Mendoza, Demetrio R.;Indonesia, Philippines;<NA>;(Blume) Miq.;;;Meiogyne virgata;False
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Mendoza, Demetrio R.;"Mendoza, DR; Convocar, P PNH 10560 ";Mendoza;10560;<NA>;<NA>;1;3;1949;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mt. Kabatuan, Surigao Province, Mindanao.;<NA>;112.642777;9.466666;<NA>;Botany;L1765887;L.1765887;Mendoza;"Mendoza DR; Convocar P";Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;.con;;;<NA>;Mendoza, DR;serafin_2023-05-10_09-01-44;;;;<NA>;Mendoza, Demetrio R.;Indonesia, Philippines;<NA>;(Blume) Miq.;;;Meiogyne virgata;False
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Ramos, Maximo;15381;<NA>;15381;<NA>;<NA>;<NA>;8;1912;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Dagami;<NA>;124.9031;11.0611;NHMUK;BOT;BM000546397;BM000546397;Ramos;Maximo Ramos;;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Ramos, M;serafin_2023-05-10_09-01-44;;;;<NA>;Ramos, Maximo;Malaysia, Philippines;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Reynoso, Ernesto J.;"Reynoso, EJ; Alvarez, RJ; Ferdo, LS PPI 4303 ";Reynoso;4303;<NA>;<NA>;14;3;1992;Pipoly, JJ;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Island: Mindanao, Province: Zamboanga del Sur, Udyong, Baluno.;<NA>;123.2977;7.5618;<NA>;Botany;U1073770;U.1073770;Reynoso;"Reynoso EJ; Alvarez RJ; Ferdo LS";Pipoly JJ;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Reynoso, EJ;serafin_2023-05-10_09-01-44;;;;<NA>;Reynoso, Ernesto J.;Philippines;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Reynoso, Ernesto J.;"Reynoso, EJ; Alvarez, RJ; Ferdo, LS PPI 4303 ";Reynoso;4303;<NA>;<NA>;14;3;1992;Pipoly, JJ;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Island: Mindanao, Province: Zamboanga del Sur, Udyong, Baluno.;<NA>;123.2977;7.5618;<NA>;Botany;U0133829;U  0133829;Reynoso;"Reynoso EJ; Alvarez RJ; Ferdo LS";Pipoly JJ;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Reynoso, EJ;serafin_2023-05-10_09-01-44;;;;<NA>;Reynoso, Ernesto J.;Philippines;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;<NA>;Unknown;Unknown ANU 1669 ;Unknown;1669;<NA>;<NA>;1;4;1964;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Mindanao, Gumate district on the east slopes of Mt. Apo.;<NA>;125.269469;6.987774;<NA>;Botany;L1765897;L.1765897;Unknown;Unknown;Heusden ECH van;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;;;<NA>;;;<NA>;Unknown;serafin_2023-05-10_09-01-44;;;;<NA>;Unknown;<NA>;<NA>;(Blume) Miq.;;;Meiogyne virgata;True
Miliusa horsfieldii (Benn.) Pierre;Miliusa;horsfieldii;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  12677 ;Elmer;12677;<NA>;<NA>;1;2;1911;Mols, JB;2004-03-01T00:00:00;1;3;2004;PH;Philippines;<NA>;Philippines, Brooks Point (Addison Peak), Province of Palawan, Island of Palawan.;<NA>;117.833333;8.8;<NA>;Botany;U0015811;U  0015811;Elmer;Elmer ADE;Mols JB;PHL;ACCEPTED;Miliusa horsfieldii;https://ipni.org/n/73936-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Benn.) Baill. ex Pierre;;;Miliusa horsfieldii;True
Miliusa horsfieldii (Benn.) Pierre;Miliusa;horsfieldii;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  12677 ;Elmer;12677;<NA>;<NA>;1;2;1911;Mols, JB;2004-03-01T00:00:00;1;3;2004;PH;Philippines;<NA>;Philippines, Brooks Point (Addison Peak), Province of Palawan, Island of Palawan.;<NA>;117.833333;8.8;<NA>;Botany;L0048471;L  0048471;Elmer;Elmer ADE;Mols JB;PHL;ACCEPTED;Miliusa horsfieldii;https://ipni.org/n/73936-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Benn.) Baill. ex Pierre;;;Miliusa horsfieldii;True
Miliusa horsfieldii (Benn.) Pierre;Miliusa;horsfieldii;<NA>;Soejarto, Djaja Djendoel;"Soejarto, DD; et al.  9129 ";Soejarto;9129;<NA>;<NA>;27;3;1995;Mols, JB;2004-03-01T00:00:00;1;3;2004;PH;Philippines;<NA>;Philippines, Palawan, Puerto Princesa, Iwahig Prison colony at Balsaban river, trail to Thumb peak.;<NA>;118.633333;9.783333;<NA>;Botany;L2109928;L.2109928;Soejarto;"Soejarto DD; et al.";Mols JB;PHL;ACCEPTED;Miliusa horsfieldii;https://ipni.org/n/73936-1;;;<NA>;;;<NA>;Soejarto, DD;serafin_2023-05-10_09-01-44;;;;<NA>;Soejarto, Djaja Djendoel;Colombia, Philippines;<NA>;(Benn.) Baill. ex Pierre;;;Miliusa horsfieldii;True
Miliusa velutina (Dunal) Hook.f. & Thomson;Miliusa;velutina;<NA>;Merrill;2965;<NA>;2965;<NA>;<NA>;<NA>;<NA>;<NA>;Mols, JB ;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;<NA>;<NA>;120.8786;15.2628;NHMUK;BOT;BM000595534;BM000595534;Merrill;Merrill;J. B. Mols;PHL;ACCEPTED;Miliusa velutina;https://ipni.org/n/73961-1;;;<NA>;;;<NA>;Merrill;serafin_2023-05-10_09-01-44;;;;<NA>;Merrill;<NA>;<NA>;(DC.) Hook.f. & Thomson;;;Miliusa velutina;True
Miliusa vidalii J.Sinclair;Miliusa;vidalii;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17357 ;Elmer;17357;<NA>;<NA>;1;9;1916;Mols, JB;2004-03-01T00:00:00;1;3;2004;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;L2058125;L.2058125;Elmer;Elmer ADE;Mols JB;PHL;ACCEPTED;Miliusa vidalii;https://ipni.org/n/73962-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;J.Sinclair;;;Miliusa vidalii;True
