scientific_name;genus;specific_epithet;species_author;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;colnum_fullprefix;region;geo_issues;.summary;tmp_det_date.1;expert_det;recby_regex;modified;scientific_name.1;colnum_fullprefix.1;region.1;collector_id;huh_name;geo_col;wiki_url;ipni_species_author;specificEpithet;tmp_det_date;sp_idx;summary
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Barbon, E. B.;"Barbon, EB; et al. PPI 2013 ";Barbon;2013;<NA>;<NA>;23;8;1991;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Luzon/Polillo, Quezon, Burdeos, Kinabuawan;<NA>;121.466667;14.066667;<NA>;Botany;L1753679;L.1753679;Barbon;"Barbon EB; et al.";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Barbon, EB;serafin_2023-05-10_09-01-44;;;;<NA>;Barbon, E. B.;Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Barbon, E. B.;"Barbon, EB; et al. PPI 1909 ";Barbon;1909;<NA>;<NA>;21;5;1991;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mindanao, Agusan Norte, Tungao, NALCO;<NA>;125.571944;8.777222;<NA>;Botany;L1753673;L.1753673;Barbon;"Barbon EB; et al.";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Barbon, EB;serafin_2023-05-10_09-01-44;;;;<NA>;Barbon, E. B.;Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Cagium odoratum (Lam.) King;Caga;odorata;<NA>;Elmer, Adolph Daniel Edward;12546;<NA>;12546;<NA>;<NA>;<NA>;5;1910;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Magallanes (Mt. Giting-Giting), Island of Sibuyan;<NA>;122.513512;12.491032;VT;<NA>;UVMVT102233;UVMVT102233;Elmer;Elmer, A.D.E.;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17669 ;Elmer;17669;<NA>;<NA>;1;6;1917;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Los Baños ( Mt. Maquiling), Province of Laguna, Island of Luzon.;<NA>;121.2256;14.1789;<NA>;Botany;U1062880;U.1062880;Elmer;Elmer ADE;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17103 ;Elmer;17103;<NA>;<NA>;1;8;1916;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;U1062879;U.1062879;Elmer;Elmer ADE;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  12546 ;Elmer;12546;<NA>;<NA>;1;5;1910;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Magallanes ( Mt. Giting-Giting ), province of Capiz, Island of Sibuyan.;<NA>;122.566667;12.416667;<NA>;Botany;L1753694;L.1753694;Elmer;Elmer ADE;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17103 ;Elmer;17103;<NA>;<NA>;1;8;1916;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;L1753696;L.1753696;Elmer;Elmer ADE;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  14670 ;Elmer;14670;<NA>;<NA>;1;10;1915;Kessler, PJA;1991-05-01T00:00:00;1;5;1991;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;L1753685;L.1753685;Elmer;Elmer ADE;Kessler PJA;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Cagium odoratum (Lam.) King;Caga;odorata;<NA>;Escritor, Leonicia;20747;<NA>;20747;<NA>;<NA>;<NA>;4;1913;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Guinayangan, Province of Tayabas;<NA>;122.471853;13.83777;VT;<NA>;UVMVT102234;UVMVT102234;Escritor;Escritor, L.;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Escritor, L;serafin_2023-05-10_09-01-44;;;;<NA>;Escritor, Leonicia;Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Gaerlan, FJM;"Gaerlan, FJM; Chavez, RV PPI 26508 ";Gaerlan;26508;<NA>;<NA>;25;8;1996;Kessler, PJA;2000-10-01T00:00:00;1;10;2000;PH;Philippines;<NA>;Isl.: VisayasProv.: Eastern SamarLoc.: Sitio Bacud, Brgy.San Miguel;<NA>;125.383333;11.116667;<NA>;Botany;L1753697;L.1753697;Gaerlan;"Gaerlan FJM; Chavez RV";Kessler PJA;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.con;;;<NA>;Gaerlan, FJM;serafin_2023-05-10_09-01-44;;;;<NA>;Gaerlan, FJM;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Gaerlan, FJM;"Gaerlan, FJM; Fuentes, RE; Majaducon, RS ppi 23130 ";Gaerlan;23130;<NA>;<NA>;1;10;1995;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mindanao. Agusan del Sur. No 1 ERDS Experimental Forest. Mambalili.;<NA>;122.9015;8.233333;<NA>;Botany;L1753693;L.1753693;Gaerlan;"Gaerlan FJM; Fuentes RE; Majaducon RS";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.con;;;<NA>;Gaerlan, FJM;serafin_2023-05-10_09-01-44;;;;<NA>;Gaerlan, FJM;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Gaerlan, FJM;"Gaerlan, FJM; Sagcal, E; Romero PPI 13513 ";Gaerlan;13513;<NA>;<NA>;27;2;1994;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mindanao. Zamboanga del Sur. Tigbao, Mt. Timolan.;<NA>;120.666667;7.75;<NA>;Botany;L1753692;L.1753692;Gaerlan;"Gaerlan FJM; Sagcal E; Romero";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.con;;;<NA>;Gaerlan, FJM;serafin_2023-05-10_09-01-44;;;;<NA>;Gaerlan, FJM;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Gibot, V;Gibot, V SAN 33430 ;Gibot;33430;<NA>;<NA>;20;2;1955;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mt. Makiling, Laguna Province, Luzon.;<NA>;121.19;14.135833;<NA>;Botany;L1753701;L.1753701;Gibot;Gibot V;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Gibot, V;serafin_2023-05-10_09-01-44;;;;<NA>;Gibot, V;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Lazo, PP;Lazo, PP PNH 33414 ;Lazo;33414;<NA>;<NA>;30;3;1955;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Mt. Makiling, Laguna Province, Luzon.;<NA>;121.19;14.135833;<NA>;Botany;L1753700;L.1753700;Lazo;Lazo PP;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Lazo, PP;serafin_2023-05-10_09-01-44;;;;<NA>;Lazo, PP;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Madulid, Domingo Allado;"Madulid, DA; et al. PNH 118499 ";Madulid;118499;<NA>;<NA>;1;5;1971;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;E. Samar, Balangiga.;<NA>;125.3875;11.109722;<NA>;Botany;L1753680;L.1753680;Madulid;"Madulid DA; et al.";Heusden ECH van;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.con;;;<NA>;Madulid, DA;serafin_2023-05-10_09-01-44;;;;<NA>;Madulid, Domingo Allado;Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Madulid, Domingo Allado;"Madulid, DA; et al. PNH 118499 ";Madulid;118499;<NA>;<NA>;1;5;1971;Heusden, ECH van;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;E. Samar, Balangiga.;<NA>;125.3875;11.109722;<NA>;Botany;L1753681;L.1753681;Madulid;"Madulid DA; et al.";Heusden ECH van;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.con;;;<NA>;Madulid, DA;serafin_2023-05-10_09-01-44;;;;<NA>;Madulid, Domingo Allado;Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Mendoza, Demetrio R.;Mendoza, DR 61/ 223 ;Mendoza;61;<NA>;<NA>;5;6;1961;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Agusan, Tungao, San Mateo, Butuan.;<NA>;125.583333;8.9;<NA>;Botany;L1753695;L.1753695;Mendoza;Mendoza DR;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Mendoza, DR;serafin_2023-05-10_09-01-44;;;;<NA>;Mendoza, Demetrio R.;Indonesia, Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Merrill, Elmer Drew;s.n.;s;<NA>;<NA>;<NA>;<NA>;1;1914;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Antipolo, Province of Rizal.;<NA>;120.62;16.42;NSW;NSW;NSW460005;NSW460005;Merrill;Merrill, E.D.;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Merrill, ED;serafin_2023-05-10_09-01-44;;;;<NA>;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Merrill, Elmer Drew;Merrill, ED Sp. Blanc. 466 ;Merrill;466;<NA>;<NA>;1;1;1914;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Luzon, Rizal Province, Antipolo.;<NA>;121.1757;14.5886;<NA>;Botany;L0181064;L  0181064;Merrill;Merrill ED;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Merrill, ED;serafin_2023-05-10_09-01-44;;;;<NA>;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Podzorski, AC;Podzorski, AC SMHI 737 ;Podzorski;737;<NA>;<NA>;6;4;1984;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Lake Manguao (Danao), valley of stream leading into NNW bay of lake.;<NA>;119.548055;10.765833;<NA>;Botany;L1753683;L.1753683;Podzorski;Podzorski AC;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Podzorski, AC;serafin_2023-05-10_09-01-44;;;;<NA>;Podzorski, AC;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Podzorski, AC;Podzorski, AC SMHI 737 ;Podzorski;737;<NA>;<NA>;6;4;1984;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Lake Manguao (Danao), valley of stream leading into NNW bay of lake.;<NA>;119.548055;10.765833;<NA>;Botany;L1753682;L.1753682;Podzorski;Podzorski AC;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Podzorski, AC;serafin_2023-05-10_09-01-44;;;;<NA>;Podzorski, AC;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Podzorski, AC;Podzorski, AC  724 ;Podzorski;724;<NA>;<NA>;27;8;1981;Kessler, PJA;1989-04-01T00:00:00;1;4;1989;PH;Philippines;<NA>;Mindanao, Agusan de Sur, near Talacogon, 1 km from the Tina-og Creek by the Agusan River.;<NA>;125.833333;8.5;<NA>;Botany;L1753686;L.1753686;Podzorski;Podzorski AC;Kessler PJA;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Podzorski, AC;serafin_2023-05-10_09-01-44;;;;<NA>;Podzorski, AC;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Podzorski, AC;Podzorski, AC  724 ;Podzorski;724;<NA>;<NA>;27;8;1981;Kessler, PJA;1989-04-01T00:00:00;1;4;1989;PH;Philippines;<NA>;Mindanao, Agusan de Sur, near Talacogon, 1 km from the Tina-og Creek by the Agusan River.;<NA>;125.833333;8.5;<NA>;Botany;L0181889;L  0181889;Podzorski;Podzorski AC;Kessler PJA;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Podzorski, AC;serafin_2023-05-10_09-01-44;;;;<NA>;Podzorski, AC;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Podzorski, AC;Podzorski, AC SMHI 737 ;Podzorski;737;<NA>;<NA>;6;4;1984;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Lake Manguao (Danao), valley of stream leading into NNW bay of lake.;<NA>;119.548055;10.765833;<NA>;Botany;L0181888;L  0181888;Podzorski;Podzorski AC;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Podzorski, AC;serafin_2023-05-10_09-01-44;;;;<NA>;Podzorski, AC;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Cagium odoratum (Lam.) King;Caga;odorata;<NA>;Ponce, S. S.;20769;<NA>;20769;<NA>;<NA>;<NA>;10;1913;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Butuan Subprovince;<NA>;125.543611;8.949167;VT;<NA>;UVMVT102232;UVMVT102232;Ponce;"Ponce, S.S.; D.P. Miranda, B. Rafael";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.cen;;;<NA>;Ponce, SS;serafin_2023-05-10_09-01-44;;;;<NA>;Ponce, S. S.;Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Cagium odoratum (Lam.) King;Caga;odorata;<NA>;Rafael, B;20730;<NA>;20730;<NA>;<NA>;<NA>;10;1913;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Butuan Province, Mindanao;<NA>;125.543611;8.949167;VT;<NA>;UVMVT102231;UVMVT102231;Rafael;"Rafael, B.; S.S. Ponce";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.cen;;;<NA>;Rafael, B;serafin_2023-05-10_09-01-44;;;;<NA>;Rafael, B;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Reynoso, Ernesto J.;"Reynoso, EJ; Sagcal, EC; Fuentes, RE PPI 14675 ";Reynoso;14675;<NA>;<NA>;10;2;1995;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Island: Luzon, Province: Camarines Sur, Barangay Guijalo.;<NA>;123.666667;13.784667;<NA>;Botany;L1753691;L.1753691;Reynoso;"Reynoso EJ; Sagcal EC; Fuentes RE";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Reynoso, EJ;serafin_2023-05-10_09-01-44;;;;<NA>;Reynoso, Ernesto J.;Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Ridsdale, Colin Ernest;"Ridsdale, CE; et al. ISU 427 ";Ridsdale;427;<NA>;<NA>;9;4;1992;Kessler, PJA;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;"Philippines, N.E. Luzon, Pala, Digallorin, Divinisa camp site16.50N; 112.26 E";<NA>;122.433333;16.833333;<NA>;Botany;L1753675;L.1753675;Ridsdale;"Ridsdale CE; et al.";Kessler PJA;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.con;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Rojo, Justo P.;Rojo, JP  266 ;Rojo;266;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Quezon;<NA>;117.783333;9.066667;<NA>;Botany;L0197190;L  0197190;Rojo;Rojo JP;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Rojo, JP;serafin_2023-05-10_09-01-44;;;;<NA>;Rojo, Justo P.;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Rojo, Justo P.;Rojo, JP  267 ;Rojo;267;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Quezon;<NA>;117.783333;9.066667;<NA>;Botany;L0197191;L  0197191;Rojo;Rojo JP;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Rojo, JP;serafin_2023-05-10_09-01-44;;;;<NA>;Rojo, Justo P.;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Rojo, Justo P.;267;<NA>;267;<NA>;<NA>;<NA>;5;1975;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Gumian, infanta;<NA>;121.615278;14.715278;UNESP-IBB;BOTUW;BOTUW46;46;Rojo;Rojo, J.P.;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Rojo, JP;serafin_2023-05-10_09-01-44;;;;<NA>;Rojo, Justo P.;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Soejarto, Djaja Djendoel;"Soejarto, DD; Madulid, DA  9000 ";Soejarto;9000;<NA>;<NA>;19;3;1995;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;"Philippines, Palawan: Bataraza, Rio Tuba, Sumbiling Bgy., at western plains of the Bulanjo Range, Sitio Tambilikan8.31N; 117.21 E";<NA>;117.35;8.516667;<NA>;Botany;L1753678;L.1753678;Soejarto;"Soejarto DD; Madulid DA";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Soejarto, DD;serafin_2023-05-10_09-01-44;;;;<NA>;Soejarto, Djaja Djendoel;Colombia, Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Soejarto, Djaja Djendoel;"Soejarto, DD; Ferdo, O  7403 ";Soejarto;7403;<NA>;<NA>;27;1;1991;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;"Philippines, Palawan, Pto. Princesam Tacduan ZigZag, 32-33 km south of Pt. Princesa on road to Aborlan, slopes of Inagawan Range9.38N; 118.40E";<NA>;118.666667;9.633333;<NA>;Botany;L1753677;L.1753677;Soejarto;"Soejarto DD; Ferdo O";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Soejarto, DD;serafin_2023-05-10_09-01-44;;;;<NA>;Soejarto, Djaja Djendoel;Colombia, Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Soejarto, Djaja Djendoel;"Soejarto, DD; Madulid, DA  6233 ";Soejarto;6233;<NA>;<NA>;26;7;1988;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;"Philippines, Palawan island, Quezon Munic., Tabon island9.17N; 11757E";<NA>;117.95;9.283333;<NA>;Botany;L1753676;L.1753676;Soejarto;"Soejarto DD; Madulid DA";;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.con;;;<NA>;Soejarto, DD;serafin_2023-05-10_09-01-44;;;;<NA>;Soejarto, Djaja Djendoel;Colombia, Philippines;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Cagium odoratum (Lam.) King;Caga;odorata;<NA>;Unknown;Unknown BF 21806 ;Unknown;21806;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Luzon, Manila.;<NA>;120.9822;14.6042;<NA>;Botany;L0734105;L  0734105;Unknown;Unknown;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;.cap;;;<NA>;Unknown;serafin_2023-05-10_09-01-44;;;;<NA>;Unknown;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;False
Caga odorata (Lam.) Hook.f. & Thomson;Caga;odorata;<NA>;Vidal;Vidal y Soler, S  1103 ;Vidal;1103;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Guinayangan.;<NA>;122.454;13.8971;<NA>;Botany;L1753702;L.1753702;Vidal;Vidal y Soler S;;PHL;ACCEPTED;Caga odorata;https://ipni.org/n/72580-1;;;<NA>;;;<NA>;Vidal;serafin_2023-05-10_09-01-44;;;;<NA>;Vidal;<NA>;<NA>;(Lam.) Hook.f. & Thomson;;;Caga odorata;True
Cyathocalyx sumatranus Scheff.;Cyathocalyx;sumatranus;<NA>;Alvarez, Ramon J.;Alvarez, RJ FB 13549 ;Alvarez;13549;<NA>;<NA>;1;8;1909;Kessler, PJA;1990-11-01T00:00:00;1;11;1990;PH;Philippines;<NA>;Bataan Prov., Luzon.;<NA>;120.416667;14.666667;<NA>;Botany;L1755587;L.1755587;Alvarez;Alvarez RJ;Kessler PJA;PHL;ACCEPTED;Cyathocalyx sumatranus;https://ipni.org/n/72686-1;;;<NA>;;;<NA>;Alvarez, RJ;serafin_2023-05-10_09-01-44;;;;<NA>;Alvarez, Ramon J.;Philippines;<NA>;Scheff.;;;Cyathocalyx sumatranus;True
Cyathocalyx sumatranus Scheff.;Cyathocalyx;sumatranus;<NA>;Curran, Hugh McCollum;Curran, HM FB 17606 ;Curran;17606;<NA>;<NA>;1;12;1909;Kessler, PJA;1990-11-01T00:00:00;1;11;1990;PH;Philippines;<NA>;Bataan Prov., Luzon.;<NA>;120.416667;14.666667;<NA>;Botany;L1755588;L.1755588;Curran;Curran HM;Kessler PJA;PHL;ACCEPTED;Cyathocalyx sumatranus;https://ipni.org/n/72686-1;;;<NA>;;;<NA>;Curran, HM;serafin_2023-05-10_09-01-44;;;;<NA>;Curran, Hugh McCollum;<NA>;<NA>;Scheff.;;;Cyathocalyx sumatranus;True
