scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15321 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;L.1765889;0;0;0;Elmer;;0;;;;0;0;0;L1765889;15321;virgata;Elmer ADE;Heusden ECH van
Pseuduvaria unguiculata (Elmer) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Philippines, Mindanao,  Zamboanga distr., Mt. Tubuan;7.001388;124.001389;Ramos, M;"Ramos, M; Edaño, GE BS 36636 ";1;10;1919;Su, YCF;<NA>;<NA>;Botany;L.1764715;0;0;0;Ramos;;0;;;;0;0;0;L1764715;36636;unguiculata;"Ramos M; Edaño GE";Su YCF
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Samar, Philippines, Province of Western Samar, municipality of Gandara;12.0;124.916667;Price, MG;"Price, MG; Hernaez, BF  857 ";11;7;1975;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762661;0;0;0;Price;;0;1;10;2012;0;0;0;L1762661;857;lanceolata;"Price MG; Hernaez BF";Xue B
Popowia Endl.;Popowia;PH;Philippines, Visayas, Eastern Samar, Busong-busong, Brgy. 1, Balangiga.;11.116667;125.388333;Gaerlan, FJM;Gaerlan, FJM PPI 26450 ;22;8;1996;Kessler, PJA;2002-06-01T00:00:00;<NA>;Botany;L.1763792;0;0;0;Gaerlan;;0;1;6;2002;0;0;0;L1763792;26450;;Gaerlan FJM;Kessler PJA
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;"Philippines, Luzon, Sierra Madre Mtn. Range (E foothills), Isabela prov., Palanan municip., Barangay San Isidro, hills N of Sitio Diago17.07 N; 122.30 E; 30 m alt.";17.116667;122.5;Co, L;Co, L  3430 ;9;5;1991;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762672;0;0;0;Co;;0;1;10;2012;0;0;0;L1762672;3430;lanceolata;Co L;Xue B
Mitrephora weberi Merr.;Mitrephora;PH;Santa cruz;16.285186;120.0;Ridsdale, CE;Ridsdale, CE  1334 ;20;5;1986;nan;<NA>;<NA>;Botany;L.1762074;0;0;0;Ridsdale;;0;;;;0;0;0;L1762074;1334;weberi;Ridsdale CE;<NA>
Monoon oblongifolium (C.B.Rob.) B.Xue & R.M.K.Saunders;Polyalthia;PH;Tapian, Mainit, Surigao Province, Mindanao;9.484167;125.475833;Mendoza, DR;"Mendoza, DR; Convocar, P PNH 10359 ";12;3;1949;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1759968;0;0;0;Mendoza;;0;1;8;2017;0;0;0;L1759968;10359;oblongifolia;"Mendoza DR; Convocar P";Nurmawati S
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  16045 ;1;5;1916;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762669;0;0;0;Elmer;;0;1;10;2012;0;0;0;L1762669;16045;lanceolata;Elmer ADE;Xue B
Popowia Endl.;Popowia;PH;Udyong, Baluno.;7.5618;123.2977;Reynoso, EJ;"Reynoso, EJ; Alvarez, RJ; Fernando, L PPI 4407 ";19;3;1992;nan;<NA>;<NA>;Botany;L.1763791;0;0;0;Reynoso;;0;;;;0;0;0;L1763791;4407;;"Reynoso EJ; Alvarez RJ; Fernando L";<NA>
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Luzon, Bulacan, Angat Waatershed Area, Norzagaray.;14.85;121.166667;Barbon, EB;"Barbon, EB; et al. PPI 22474 ";21;5;1996;Kessler, PJA;1999-07-01T00:00:00;<NA>;Botany;L.1762426;0;0;0;Barbon;;0;1;7;1999;0;0;0;L1762426;22474;;"Barbon EB; et al.";Kessler PJA
Friesodielsia Steenis;Friesodielsia;PH;"Luzon; Zambales.";15.766667;120.0;Ridsdale, CE;Ridsdale, CE  1319 ;19;5;1986;nan;<NA>;<NA>;Botany;L.1765052;0;0;0;Ridsdale;;0;;;;0;0;0;L1765052;1319;;Ridsdale CE;<NA>
Mitrephora reflexa Merr.;Mitrephora;PH;Philippines. Samar.;11.833333;125.0;Ramos, M;Ramos, M BS 1674 ;1;4;1914;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762153;0;0;0;Ramos;;0;1;3;2001;0;0;0;L1762153;1674;reflexa;Ramos M;Weerasooriya AD
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;NE Polillo, Karlagan;15.000218;122.030482;Fox, RB;Fox, RB PNH 9033 ;1;12;1948;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762675;0;0;0;Fox;;0;1;10;2012;0;0;0;L1762675;9033;lanceolata;Fox RB;Xue B
Friesodielsia Steenis;Friesodielsia;PH;Luzon, Masbate, Brgy. Tugbo, Masbate.;12.316667;123.616667;Barbon, EB;"Barbon, EB; et al. PPI 12528 ";3;2;1994;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1765085;0;0;0;Barbon;;0;1;8;2000;0;0;0;L1765085;12528;;"Barbon EB; et al.";Kessler PJA
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Luzon, Cagayan, Brgy.San Vicente, Palaui Island, Sta.Ana.;18.55;122.133333;Barbon, EB;"Barbon, EB; et al. PPI 18830 ";11;12;1995;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1762380;0;0;0;Barbon;;0;1;8;2000;0;0;0;L1762380;18830;;"Barbon EB; et al.";Kessler PJA
Friesodielsia Steenis;Friesodielsia;PH;Pagdanan Range, Ibangley Brookside Hill;10.484882;119.327104;Podzorski, AC;Podzorski, AC SMHI 910 ;21;4;1984;nan;<NA>;<NA>;Botany;L.1765055;0;0;0;Podzorski;;0;;;;0;0;0;L1765055;910;;Podzorski AC;<NA>
Mitrephora weberi Merr.;Mitrephora;PH;Philippines. Environs Sibul Springs.;15.166667;121.066667;Ridsdale, CE;Ridsdale, CE  1882 ;18;4;1986;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762079;0;0;0;Ridsdale;;0;1;3;2001;0;0;0;L1762079;1882;weberi;Ridsdale CE;Weerasooriya AD
Mitrephora weberi Merr.;Mitrephora;PH;Santa cruz;16.285186;120.0;Ridsdale, CE;Ridsdale, CE  1334 ;20;5;1986;nan;<NA>;<NA>;Botany;L.1762073;0;0;0;Ridsdale;;0;;;;0;0;0;L1762073;1334;weberi;Ridsdale CE;<NA>
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Samar.;11.833333;125.0;Ramos, M;Ramos, M BS 1640 ;1;4;1914;Heusden, ECH van;<NA>;<NA>;Botany;L.1765898;0;0;0;Ramos;;0;;;;0;0;0;L1765898;1640;virgata;Ramos M;Heusden ECH van
Mitrephora weberi Merr.;Mitrephora;PH;Philippines. Environs Sibul Springs.;15.166667;121.066667;Ridsdale, CE;Ridsdale, CE  1882 ;18;4;1986;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762077;0;0;0;Ridsdale;;0;1;3;2001;0;0;0;L1762077;1882;weberi;Ridsdale CE;Weerasooriya AD
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Philippines, Palawan Island, Palawan Province, Puerto Princesa, Irawan, Impapai.;9.833333;118.633333;Stone, BC;"Stone, BC; Madulid, DA; et al. PPI 2 ";18;1;1991;nan;<NA>;<NA>;Botany;L.1762378;0;0;0;Stone;;0;;;;0;0;0;L1762378;2;;"Stone BC; Madulid DA; et al.";<NA>
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Luzon, Bulacan, Angat Watershed Area, Norzagaray.;14.85;121.166667;Barbon, EB;"Barbon, EB; et al. PPI 22510 ";25;5;1996;Kessler, PJA;2000-09-01T00:00:00;<NA>;Botany;L.1762424;0;0;0;Barbon;;0;1;9;2000;0;0;0;L1762424;22510;;"Barbon EB; et al.";Kessler PJA
Popowia Endl.;Popowia;PH;Taytay municipality, Lake Manguao (Danao), valley stream leading into NNW bay of lake.;10.825;119.517778;Ridsdale, CE;Ridsdale, CE SMHI 351 ;7;4;1984;Kessler, PJA;1987-06-01T00:00:00;<NA>;Botany;L.1763795;0;0;0;Ridsdale;;0;1;6;1987;0;0;0;L1763795;351;;Ridsdale CE;Kessler PJA
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Philippines, Palawan, Taytay.;10.825;119.517778;Merrill, ED;Merrill, ED  9227 ;1;4;1913;nan;1999-07-01T00:00:00;<NA>;Botany;L.1766272;0;0;0;Merrill;;0;1;7;1999;0;0;0;L1766272;9227;creaghii;Merrill ED;Leonardía AAP
Pseuduvaria philippinensis Merr.;Pseuduvaria;PH;Philippines, Catubig River, Samar;12.5612;125.0172;Ramos, M;Ramos, M BS 24449 ;1;2;1916;Su, YCF;2004-06-01T00:00:00;<NA>;Botany;L.1764263;0;0;0;Ramos;;0;1;6;2004;0;0;0;L1764263;24449;philippinensis;Ramos M;Su YCF
Mitrephora weberi Merr.;Mitrephora;PH;Philippines. Environs Sibul Springs.;15.166667;121.066667;Ridsdale, CE;Ridsdale, CE  1882 ;18;4;1986;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762078;0;0;0;Ridsdale;;0;1;3;2001;0;0;0;L1762078;1882;weberi;Ridsdale CE;Weerasooriya AD
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;"Philippines, Luzon, Sierra Madre Mtn. Range (E foothills), Isabela Prov., Palanan Municipality, Barangay San Isidro, hills NW of Sitio Diago, c. 1.5 km SSE of Palanan Point17.078N; 122.307 E";17.116667;122.5;Co, L;Co, L  3504 ;19;5;1991;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762678;0;0;0;Co;;0;1;10;2012;0;0;0;L1762678;3504;lanceolata;Co L;Xue B
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;"Philippines, Luzon, Sierra Madre Mtn. Range (E foothills), Isabela prov., Palanan municip., Barangay San Isidro, Sitio Pulang Lupa17.07 N; 122.30 E; 30 m alt.";17.116667;122.5;Co, L;Co, L  3453 ;12;5;1991;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762676;0;0;0;Co;;0;1;10;2012;0;0;0;L1762676;3453;lanceolata;Co L;Xue B
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Luzon, Ilocos Norte, Darna, Pagudpud.;18.580564;120.85248;Gaerlan, FJM;"Gaerlan, FJM; et al. PPI 9982 ";27;8;1992;nan;<NA>;<NA>;Botany;L.1762422;0;0;0;Gaerlan;;0;;;;0;0;0;L1762422;9982;;"Gaerlan FJM; et al.";<NA>
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Lake Bulusan, Prov. Sorsogon, Luzon;12.770556;124.05222;Sinclair, J;"Sinclair, J; Edaño, GE  9581 ";16;6;1958;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762660;0;0;0;Sinclair;;0;1;10;2012;0;0;0;L1762660;9581;lanceolata;"Sinclair J; Edaño GE";Xue B
Polyalthia flava Merr.;Polyalthia;PH;Philippines, Palawan, Palawan, Taytay, Bambanan, Mt. Capoas.;10.8023;119.28619;Reynoso, EJ;"Reynoso, EJ; Alvarez, RJ; Fuentes, RE PPI 11347 ";19;6;1993;nan;<NA>;<NA>;Botany;L.1762943;0;0;0;Reynoso;;0;;;;0;0;0;L1762943;11347;flava;"Reynoso EJ; Alvarez RJ; Fuentes RE";<NA>
Mitrephora reflexa Merr.;Mitrephora;PH;Philippines. Cabalian, Leyte.;10.266944;125.175556;Ramos, M;Ramos, M BS 41545 ;1;12;1922;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762154;0;0;0;Ramos;;0;1;3;2001;0;0;0;L1762154;41545;reflexa;Ramos M;Weerasooriya AD
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15555 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;L.1765890;0;0;0;Elmer;;0;;;;0;0;0;L1765890;15555;virgata;Elmer ADE;Heusden ECH van
Artabotrys vidaliana Elmer;Artabotrys;PH;Puerto Princessa municipality, Irawan R. valley head, north side.;9.739167;118.735278;Ridsdale, CE;Ridsdale, CE SMHI 128 ;18;3;1984;nan;<NA>;<NA>;Botany;L.1760035;0;0;0;Ridsdale;;0;;;;0;0;0;L1760035;128;vidaliana;Ridsdale CE;<NA>
Pseuduvaria pamattonis (Miq.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Palawan, Bgy. Irawan, Pto. Princesa City, behind LRC PIADP;9.739167;118.735278;Madulid, DA;"Madulid, DA; Majaducon, RS  8336 ";22;12;1993;Su, YCF;2004-06-01T00:00:00;<NA>;Botany;L.1764257;0;0;0;Madulid;;0;1;6;2004;0;0;0;L1764257;8336;pamattonis;"Madulid DA; Majaducon RS";Su YCF
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Palanan, NE Luzon, Isabela Prov.;17.06064;122.430042;Ridsdale, CE;"Ridsdale, CE; et al. ISU 258 ";25;4;1991;nan;<NA>;<NA>;Botany;L.1761490;0;0;0;Ridsdale;;0;;;;0;0;0;L1761490;258;lanceolata;"Ridsdale CE; et al.";<NA>
Desmos Lour.;Desmos;PH;Luzon, Bataan, Alasasin, Mt. Mariveles.;14.5331;120.4667;Reynoso, EJ;"Reynoso, EJ; et al. PPI 3996 ";25;1;1992;nan;<NA>;<NA>;Botany;L.1760489;0;0;0;Reynoso;;0;;;;0;0;0;L1760489;3996;;"Reynoso EJ; et al.";<NA>
Artabotrys vidaliana Elmer;Artabotrys;PH;Puerto Princessa municipality, Irawan R. valley head, north side.;9.739167;118.735278;Ridsdale, CE;Ridsdale, CE SMHI 128 ;18;3;1984;nan;<NA>;<NA>;Botany;L.1760034;0;0;0;Ridsdale;;0;;;;0;0;0;L1760034;128;vidaliana;Ridsdale CE;<NA>
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15166 ;1;11;1915;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762662;0;0;0;Elmer;;0;1;10;2012;0;0;0;L1762662;15166;lanceolata;Elmer ADE;Xue B
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Luzon, Bulacan, Angat Watershed Area, Norzagaray.;14.85;121.166667;Barbon, EB;"Barbon, EB; et al. PPI 22509 ";25;5;1996;Kessler, PJA;2000-09-01T00:00:00;<NA>;Botany;L.1762377;0;0;0;Barbon;;0;1;9;2000;0;0;0;L1762377;22509;;"Barbon EB; et al.";Kessler PJA
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Palanan, NE Luzon, Isabela Prov.;17.06064;122.430042;Ridsdale, CE;"Ridsdale, CE; et al. ISU 258 ";25;4;1991;nan;<NA>;<NA>;Botany;L.1761489;0;0;0;Ridsdale;;0;;;;0;0;0;L1761489;258;lanceolata;"Ridsdale CE; et al.";<NA>
Mitrephora reflexa Merr.;Mitrephora;PH;Philippines. Tapian, Mainit. Surigao Province, Mindanao.;9.484167;125.475833;Mendoza, DR;"Mendoza, DR; Convocar, P PNH 10345 ";1;3;1949;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762150;0;0;0;Mendoza;;0;1;3;2001;0;0;0;L1762150;10345;reflexa;"Mendoza DR; Convocar P";Weerasooriya AD
Desmos chinensis Lour.;Desmos;PH;Philippines, Palawan, Taytay.;10.825;119.517778;Merrill, ED;Merrill, ED  9279 ;1;5;1913;Merrill, ED;1950-08-01T00:00:00;<NA>;Botany;L.1760341;0;0;0;Merrill;;0;1;8;1950;0;0;0;L1760341;9279;chinensis;Merrill ED;Merrill ED
Mitrephora samarensis Merr.;Mitrephora;PH;Philippines. Santa Maria, district of Zamboanga, Mindanao.;6.933119;122.070311;Reillo, J;Reillo, J BS 16519 ;1;9;1912;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762095;0;0;0;Reillo;;0;1;3;2001;0;0;0;L1762095;16519;samarensis;Reillo J;Weerasooriya AD
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Visayas, Iloilo, Maasin Falls, La Rido Hill, Lambunao, Iloilo.;11.05;122.466667;Reynoso, EJ;"Reynoso, EJ; et al. PPI 17958 ";24;7;1995;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1762428;0;0;0;Reynoso;;0;1;8;2000;0;0;0;L1762428;17958;;"Reynoso EJ; et al.";Kessler PJA
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Mt. Binuang, Province of Tayabas, Luzon;14.783333;121.55;Ramos, M;"Ramos, M; Edaño, GE BS 28720 ";1;5;1917;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762665;0;0;0;Ramos;;0;1;10;2012;0;0;0;L1762665;28720;lanceolata;"Ramos M; Edaño GE";Xue B
Monoon grandiflorum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;PH;Philippines. Lake Manguao (Danao), valley of stream leading into NNW bay of lake.;10.765833;119.548055;Podzorski, AC;Podzorski, AC SMHI 727 ;5;4;1984;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1760947;0;0;0;Podzorski;;0;1;8;2017;0;0;0;L1760947;727;grandiflorum;Podzorski AC;Nurmawati S
Monoon Miq.;Monoon;PH;Philippines, Palawan Province, Aborlan, Iraan Mountains (SE slope).;9.528612;118.48546;Sulit, MD;Sulit, MD PNH 12524 ;3;6;1950;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1759993;0;0;0;Sulit;;0;1;8;2017;0;0;0;L1759993;12524;;Sulit MD;Nurmawati S
Mitrephora samarensis Merr.;Mitrephora;PH;Mt. Beaufort;9.816667;118.633333;Podzorski, AC;Podzorski, AC SMHI 535 ;14;3;1984;nan;<NA>;<NA>;Botany;L.1762093;0;0;0;Podzorski;;0;;;;0;0;0;L1762093;535;samarensis;Podzorski AC;<NA>
Haplostichanthus F.Muell.;Haplostichanthus;PH;Luzon, Cagayan, Brgy. San Vicente, Palaui Island, Sta.Ana.;18.55;122.133333;Barbon, EB;"Barbon, EB; Garcia, HG; Romero, EM PPI 18844 ";11;12;1995;Kessler, PJA;2000-07-01T00:00:00;<NA>;Botany;L.1761062;0;0;0;Barbon;;0;1;7;2000;0;0;0;L1761062;18844;;"Barbon EB; Garcia HG; Romero EM";Kessler PJA
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;PH;North coast, Mindoro, Subaan River inland from San Teodoro.;13.433333;121.016667;Coode, MJE;Coode, MJE  5409 ;19;4;1986;nan;<NA>;<NA>;Botany;L.1761226;0;0;0;Coode;;0;;;;0;0;0;L1761226;5409;glauca;Coode MJE;<NA>
Desmos Lour.;Desmos;PH;Philippines, Biliran Island, Mt. Suiro (Northern Slope).;11.533333;124.566667;Sulit, MD;Sulit, MD PNH 21718 ;13;5;1954;nan;<NA>;<NA>;Botany;L.1760490;0;0;0;Sulit;;0;;;;0;0;0;L1760490;21718;;Sulit MD;<NA>
Desmos Lour.;Desmos;PH;Philippines, Lupuun Island, Palawan;9.0;118.0;Mendoza, DR;"Mendoza, DR; Cordero Jr, PA PNH 91333 ";28;4;1964;Mendoza, DR;1964-09-01T00:00:00;<NA>;Botany;L.1760493;0;0;0;Mendoza;;0;1;9;1964;0;0;0;L1760493;91333;;"Mendoza DR; Cordero Jr PA";Mendoza DR
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;PH;Pagdanan Range, Ibangley Brookside Hill.;10.484882;119.327104;Ridsdale, CE;Ridsdale, CE SMHI 481 ;21;4;1984;Heusden, ECH van;<NA>;<NA>;Botany;L.1757024;0;0;0;Ridsdale;;0;;;;0;0;0;L1757024;481;mindorensis;Ridsdale CE;Heusden ECH van
Orophea Blume;Orophea;PH;Philippines. Luzon, Quezon, Mt. Banahaw, Brgy. Kinabuhayan, Dolores.;14.066667;121.483333;Reynoso, EJ;"Reynoso, EJ; Majaducon, RS PPI 21684 ";29;2;1996;Kessler, PJA;2001-11-01T00:00:00;<NA>;Botany;L.1758822;0;0;0;Reynoso;;0;1;11;2001;0;0;0;L1758822;21684;;"Reynoso EJ; Majaducon RS";Kessler PJA
Polyalthia Blume;Polyalthia;PH;Mt. Yagaw, Mindoro;12.516667;121.4;Conklin, HC;Conklin, HC PNH 19377 ;31;12;1953;Merrill, ED;<NA>;<NA>;Botany;L.1759994;0;0;0;Conklin;;0;;;;0;0;0;L1759994;19377;;Conklin HC;Merrill ED
Desmos chinensis Lour.;Desmos;PH;Puerto Princesa municipality Irawan R. valley head on the lower slopes of Mt. Beaufort.;9.8019;118.6991;Ridsdale, CE;Ridsdale, CE SMHI 1858 ;29;5;1984;nan;<NA>;<NA>;Botany;L.1760337;0;0;0;Ridsdale;;0;;;;0;0;0;L1760337;1858;chinensis;Ridsdale CE;<NA>
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;So. Kapuntian, Brgy, San Jose, San Mariano.;16.983333;122.05;Barbon, EB;"Barbon, EB; Romero, EM; Fuentes, RE PPI 13103 ";10;7;1994;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762670;0;0;0;Barbon;;0;1;10;2012;0;0;0;L1762670;13103;lanceolata;"Barbon EB; Romero EM; Fuentes RE";Xue B
Desmos Lour.;Desmos;PH;Philippines, Biliran Island, Mt. Suiro (Northern Slope).;11.533333;124.566667;Sulit, MD;Sulit, MD PNH 21718 ;13;5;1954;nan;<NA>;<NA>;Botany;L.1760491;0;0;0;Sulit;;0;;;;0;0;0;L1760491;21718;;Sulit MD;<NA>
Monoon grandiflorum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;PH;Philippines. Lake Manguao (Danao), valley of stream leading into NNW bay of lake.;10.765833;119.548055;Podzorski, AC;Podzorski, AC SMHI 727 ;5;4;1984;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1760946;0;0;0;Podzorski;;0;1;8;2017;0;0;0;L1760946;727;grandiflorum;Podzorski AC;Nurmawati S
Polyalthia Blume;Polyalthia;PH;Philippines, Palawan, Palawan, Mt. Cleopatra Ranges, So. Calabyog, Brgy. Tanabag, Puerto Princesa.;10.116667;118.983333;Reynoso, EJ;"Reynoso, EJ; Majaducon, RS PPI 24290 ";21;6;1996;Kessler, PJA;<NA>;<NA>;Botany;L.1759960;0;0;0;Reynoso;;0;;;;0;0;0;L1759960;24290;;"Reynoso EJ; Majaducon RS";Kessler PJA
Annonaceae;<NA>;PH;Luzon, Cagayan, Claveria, Brgy. Kilkiling, Taggat Watershed Area.;18.6;121.033333;Garcia, HG;"Garcia, HG; et al. PPI 18215 ";31;7;1995;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1757846;0;0;0;Garcia;;0;1;8;2000;0;0;0;L1757846;18215;;"Garcia HG; et al.";Kessler PJA
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;PH;Mati, Davao province, Mindanao;6.955081;126.215833;Ramos, M;"Ramos, M; Edaño, GE BS 49083 ";1;3;1927;nan;<NA>;<NA>;Botany;L.1761223;0;0;0;Ramos;;0;;;;0;0;0;L1761223;49083;glauca;"Ramos M; Edaño GE";<NA>
Polyalthia Blume;Polyalthia;PH;Narra, Victoria Peaks, Trident Mining Company concession area.;9.26877;118.404298;Ridsdale, CE;Ridsdale, CE SMHI 1744 A;19;5;1984;Kessler, PJA;1989-08-01T00:00:00;<NA>;Botany;L.1759949;0;0;0;Ridsdale;A;0;1;8;1989;0;0;0;L1759949;1744;;Ridsdale CE;Kessler PJA
Desmos chinensis Lour.;Desmos;PH;Philippines, Paragua.;9.3;118.3;Vidal;Vidal y Soler, S  1108 ;;;;nan;<NA>;<NA>;Botany;L.1760261;0;0;0;Vidal;;0;;;;0;0;0;L1760261;1108;chinensis;Vidal y Soler S;<NA>
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Palawan Island, Irawan River Valley, base of Mt. Beaufort at Tatanarom.;9.833333;118.666667;Soejarto, DD;"Soejarto, DD; Madulid, DA  6115 ";20;7;1988;Chaowasku, T;2009-06-19T00:00:00;<NA>;Botany;L.1762425;0;0;0;Soejarto;;0;19;6;2009;0;0;0;L1762425;6115;;"Soejarto DD; Madulid DA";Chaowasku T
Mitrephora weberi Merr.;Mitrephora;PH;Philippines. Environs Sibul Springs.;15.166667;121.066667;Ridsdale, CE;Ridsdale, CE  1882 ;18;4;1986;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762076;0;0;0;Ridsdale;;0;1;3;2001;0;0;0;L1762076;1882;weberi;Ridsdale CE;Weerasooriya AD
Mitrephora reflexa Merr.;Mitrephora;PH;Philippines. Tapian, Mainit. Surigao Province, Mindanao.;9.484167;125.475833;Mendoza, DR;"Mendoza, DR; Convocar, P PNH 10345 ";1;3;1949;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1762151;0;0;0;Mendoza;;0;1;3;2001;0;0;0;L1762151;10345;reflexa;"Mendoza DR; Convocar P";Weerasooriya AD
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;"Philippines, Luzon, Province Albay, Mayon Vulcano, c. 12.57 N; 123.51 E.";12.95;123.85;Mendoza, DR;Mendoza, DR PNH 18469 ;;;;Mols, JB;<NA>;<NA>;Botany;L.1758812;0;0;0;Mendoza;;0;;;;0;0;0;L1758812;18469;ophthalmicus;Mendoza DR;Mols JB
Polyalthia Blume;Polyalthia;PH;Mt. Cleopatra Ranges, So. Calabayog, Brgy. Tanabag, Puerto Princessa.;10.123333;118.986667;Reynoso, EJ;"Reynoso, EJ; Majaducon, E PPI 24248 ";21;6;1996;nan;<NA>;<NA>;Botany;L.1759933;0;0;0;Reynoso;;0;;;;0;0;0;L1759933;24248;;"Reynoso EJ; Majaducon E";<NA>
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Los Baños (Mt. Maquiling), Province of Laguna, Luzon.;14.1789;121.2256;Elmer, ADE;Elmer, ADE  18327 ;1;6;1917;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762664;0;0;0;Elmer;;0;1;10;2012;0;0;0;L1762664;18327;lanceolata;Elmer ADE;Xue B
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15467 ;1;11;1915;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1760949;0;0;0;Elmer;;0;1;8;2017;0;0;0;L1760949;15467;grandifolium;Elmer ADE;Nurmawati S
Polyalthia Blume;Polyalthia;PH;Mt. Cleopatra Ranges, So. Calabayog. Brgy. Tanabag. Puerto Princessa.;10.123333;118.983667;Reynoso, EJ;"Reynoso, EJ; et al. PPI 24431 ";3;7;1996;nan;<NA>;<NA>;Botany;L.1759982;0;0;0;Reynoso;;0;;;;0;0;0;L1759982;24431;;"Reynoso EJ; et al.";<NA>
