scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;huh_name;geo_col;wiki_url;barcode;colnum;specific_epithet;orig_recby;orig_detby
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;ID;"Central East Borneo; W koetai; no.45, Kombeng";0.5;117.0;Endert, FH;Endert, FH  5206 ;24;11;1925;nan;<NA>;<NA>;Botany;L.1092608;0;0;0;Endert;;0;;;;0;0;0;0;0;0;L1092608;5206;borneensis;Endert FH;<NA>
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;ID;"Central East Borneo; W koetai; no.45, Kombeng";0.5;117.0;Endert, FH;Endert, FH  5206 ;24;11;1925;nan;<NA>;<NA>;Botany;L.1092610;0;0;0;Endert;;0;;;;0;0;0;0;0;0;L1092610;5206;borneensis;Endert FH;<NA>
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;East Borneo, Sangkulirang region, Sg. Mandu.;1.066667;116.65;Kostermans, AJGH;Kostermans, AJGH  13235 ;27;7;1957;nan;<NA>;<NA>;Botany;L.1092751;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1092751;13235;javanica;Kostermans AJGH;<NA>
Xylopia L.;Xylopia;ID;<NA>;-2.916667;104.75;Thorenaar, A;Thorenaar, A T 971 ;8;9;1924;nan;<NA>;<NA>;Botany;L.1089487;0;0;0;Thorenaar;;0;;;;0;0;0;0;0;0;L1089487;971;;Thorenaar A;<NA>
Xylopia L.;Xylopia;ID;<NA>;-2.916667;104.75;Thorenaar, A;Thorenaar, A T 971 ;8;9;1924;nan;<NA>;<NA>;Botany;L.1089488;0;0;0;Thorenaar;;0;;;;0;0;0;0;0;0;L1089488;971;;Thorenaar A;<NA>
Xylopia L.;Xylopia;ID;<NA>;-2.916667;104.75;Thorenaar, A;Thorenaar, A T 971 ;8;9;1924;nan;<NA>;<NA>;Botany;L.1089490;0;0;0;Thorenaar;;0;;;;0;0;0;0;0;0;L1089490;971;;Thorenaar A;<NA>
Artabotrys sumatranus Miq.;Artabotrys;ID;Archipel. Ind. Java. Batavia. G. Salak boven Waroengloa.;-6.4247;106.5547;Steenis, CGGJ van;Steenis, CGGJ van  4160 ;24;3;1930;nan;<NA>;<NA>;Botany;L.1088925;0;0;0;Steenis;;0;;;;0;0;0;0;0;0;L1088925;4160;sumatranus;Steenis CGGJ van;<NA>
Cyathocalyx martabanicus Hook.f. & Thomson;Cyathocalyx;ID;Kebun Raya Bogor, W. Java.;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5281 ";31;5;1986;nan;<NA>;<NA>;Botany;L.1088978;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1088978;5281;martabanicus;"Balgooy MMJ van; Setten AK van";<NA>
Xylopia L.;Xylopia;ID;<NA>;-2.916667;104.75;Thorenaar, A;Thorenaar, A T 971 ;8;9;1924;nan;<NA>;<NA>;Botany;L.1089489;0;0;0;Thorenaar;;0;;;;0;0;0;0;0;0;L1089489;971;;Thorenaar A;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;MY;Bukit Rawan, Tebakang area.;0.9;110.45;Awa, D;"Awa, D; Paie, I bin S 45590 ";7;4;1983;nan;<NA>;<NA>;Botany;L.1089289;0;0;0;Awa;;0;;;;0;0;0;0;0;0;L1089289;45590;pisocarpa;"Awa D; Paie I bin";<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;MY;Bukit Rawan, Tebakang area.;0.9;110.45;Awa, D;"Awa, D; Paie, I bin S 45590 ";7;4;1983;nan;<NA>;<NA>;Botany;L.1089290;0;0;0;Awa;;0;;;;0;0;0;0;0;0;L1089290;45590;pisocarpa;"Awa D; Paie I bin";<NA>
Artabotrys sumatranus Miq.;Artabotrys;ID;Archipel. Ind. Java. Batavia. G. Salak boven Waroengloa.;-6.4247;106.5547;Steenis, CGGJ van;Steenis, CGGJ van  4160 ;24;3;1930;nan;<NA>;<NA>;Botany;L.1088926;0;0;0;Steenis;;0;;;;0;0;0;0;0;0;L1088926;4160;sumatranus;Steenis CGGJ van;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;MY;Bukit Rawan, Tebakang area.;0.9;110.45;Awa, D;"Awa, D; Paie, I bin S 45590 ";7;4;1983;nan;<NA>;<NA>;Botany;L.1089291;0;0;0;Awa;;0;;;;0;0;0;0;0;0;L1089291;45590;pisocarpa;"Awa D; Paie I bin";<NA>
Cyathocalyx martabanicus Hook.f. & Thomson;Cyathocalyx;ID;Kebun Raya Bogor, W. Java.;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5281 ";31;5;1986;nan;<NA>;<NA>;Botany;L.1088979;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1088979;5281;martabanicus;"Balgooy MMJ van; Setten AK van";<NA>
Artabotrys sumatranus Miq.;Artabotrys;ID;Archipel. Ind. Java. Batavia. G. Salak boven Waroengloa.;-6.4247;106.5547;Steenis, CGGJ van;Steenis, CGGJ van  4160 ;24;3;1930;nan;<NA>;<NA>;Botany;L.1088927;0;0;0;Steenis;;0;;;;0;0;0;0;0;0;L1088927;4160;sumatranus;Steenis CGGJ van;<NA>
Cyathocalyx martabanicus Hook.f. & Thomson;Cyathocalyx;ID;Kebun Raya Bogor, W. Java.;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5281 ";31;5;1986;nan;<NA>;<NA>;Botany;L.1088980;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1088980;5281;martabanicus;"Balgooy MMJ van; Setten AK van";<NA>
Artabotrys sumatranus Miq.;Artabotrys;ID;Archipel. Ind. Java. Batavia. G. Salak boven Waroengloa.;-6.4247;106.5547;Steenis, CGGJ van;Steenis, CGGJ van  4160 ;24;3;1930;nan;<NA>;<NA>;Botany;L.1088924;0;0;0;Steenis;;0;;;;0;0;0;0;0;0;L1088924;4160;sumatranus;Steenis CGGJ van;<NA>
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Gn Palung Nature Reserve, c 100 km S of Pontianak, W. Kalimantan.;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5467 ";16;8;1986;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L.1052895;0;0;0;Balgooy;;0;1;3;2014;0;0;0;0;0;0;L1052895;5467;malayana;"Balgooy MMJ van; Setten AK van";Johnson DM
Enicosanthum macranthum (King) J.Sinclair;Enicosanthum;ID;Gunung Palung Nature Reserve, c. 100 km S of Pontianak, W Kalimantan.;-1.216667;110.133333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5614 ";25;6;1986;nan;<NA>;<NA>;Botany;L.1052317;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1052317;5614;macranthum;"Balgooy MMJ van; Setten AK van";<NA>
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1052891;0;0;0;Kalkman;;0;;;;0;0;0;0;0;0;L1052891;6423;malayana;Kalkman C;<NA>
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1052892;0;0;0;Kalkman;;0;;;;0;0;0;0;0;0;L1052892;6423;malayana;Kalkman C;<NA>
Xylopia papuana Diels;Xylopia;ID;Indonesia, New Guinea, Warsamson valley, E. of Sorong;-0.783333;131.4;Schram, FAW;Schram, FAW BW(Ind.) 12414 ;4;8;1961;nan;<NA>;<NA>;Botany;L.1052916;0;0;0;Schram;;0;;;;0;0;0;0;0;0;L1052916;12414;papuana;Schram FAW;<NA>
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;N Moluccas, Bacan Isl., near Amasing Kali;-0.583333;127.466667;Vogel, EF de;Vogel, EF de  3907 ;5;11;1974;nan;<NA>;<NA>;Botany;L.1051967;0;0;0;Vogel;;0;;;;0;0;0;0;0;0;L1051967;3907;luzonensis;Vogel EF de;<NA>
Polyalthia forbesii F.Muell. ex Diels;Hubera;ID;Oransbari, N N.G., Manokwari;-1.3442;134.2587;Brouwer, A;Brouwer, A BW(Ind.) 2553 ;1;4;1955;nan;<NA>;<NA>;Botany;L.1052628;0;0;0;Brouwer;;0;;;;0;0;0;0;0;0;L1052628;2553;forbesii;Brouwer A;<NA>
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Gn Palung Nature Reserve, c 100 km S of Pontianak, W. Kalimantan.;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5467 ";16;8;1986;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L.1052896;0;0;0;Balgooy;;0;1;3;2014;0;0;0;0;0;0;L1052896;5467;malayana;"Balgooy MMJ van; Setten AK van";Johnson DM
Fissistigma Griff.;Fissistigma;ID;Gn Palung Nature Reserve, c 100 km S of Pontianak, W. Kalimanten.;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5553 ";21;6;1986;nan;<NA>;<NA>;Botany;L.1052337;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1052337;5553;;"Balgooy MMJ van; Setten AK van";<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sumatra, prov. Lampung, NW of Kota Agung;-5.383333;104.416667;Jacobs, M;Jacobs, M  8465 ;17;5;1968;nan;<NA>;<NA>;Botany;L.1052089;0;0;0;Jacobs;;0;;;;0;0;0;0;0;0;L1052089;8465;odorata;Jacobs M;<NA>
Stelechocarpus cauliflorus (Scheff.) R.E.Fr.;Stelechocarpus;ID;<NA>;-6.5897;106.7913;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5689 ";8;7;1986;nan;<NA>;<NA>;Botany;L.1052801;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1052801;5689;cauliflorus;"Balgooy MMJ van; Setten AK van";<NA>
Goniothalamus giganteus Wall. ex Hook.f. & Thomson;Goniothalamus;ID;Masihi Forest Reserve, Asahan, East Coast.;2.166667;99.7;Krukoff, BA;Krukoff, BA  4237 ;1;1;1932;nan;<NA>;<NA>;Botany;L.1052369;0;0;0;Krukoff;;0;;;;0;0;0;0;0;0;L1052369;4237;giganteus;Krukoff BA;<NA>
Stelechocarpus cauliflorus (Scheff.) R.E.Fr.;Stelechocarpus;ID;<NA>;-6.5897;106.7913;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5689 ";8;7;1986;nan;<NA>;<NA>;Botany;L.1052800;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1052800;5689;cauliflorus;"Balgooy MMJ van; Setten AK van";<NA>
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1052894;0;0;0;Kalkman;;0;;;;0;0;0;0;0;0;L1052894;6423;malayana;Kalkman C;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;<NA>;-1.325;116.483333;Guigonis;Guigonis  s.n. ;;;;nan;<NA>;<NA>;Botany;L.1052131;0;0;0;Guigonis;;0;;;;0;0;0;0;0;0;L1052131;nan;sumatranus;Guigonis;<NA>
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;N Moluccas, Bacan Isl., near Amasing Kali;-0.583333;127.466667;Vogel, EF de;Vogel, EF de  3907 ;5;11;1974;nan;<NA>;<NA>;Botany;L.1051966;0;0;0;Vogel;;0;;;;0;0;0;0;0;0;L1051966;3907;luzonensis;Vogel EF de;<NA>
Goniothalamus giganteus Wall. ex Hook.f. & Thomson;Goniothalamus;ID;Masihi Forest Reserve, Asahan, East Coast.;2.166667;99.7;Krukoff, BA;Krukoff, BA  4237 ;1;1;1932;nan;<NA>;<NA>;Botany;L.1052370;0;0;0;Krukoff;;0;;;;0;0;0;0;0;0;L1052370;4237;giganteus;Krukoff BA;<NA>
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1052893;0;0;0;Kalkman;;0;;;;0;0;0;0;0;0;L1052893;6423;malayana;Kalkman C;<NA>
Xylopia papuana Diels;Xylopia;ID;Indonesia, New Guinea, Warsamson valley, E. of Sorong;-0.783333;131.4;Schram, FAW;Schram, FAW BW(Ind.) 12414 ;4;8;1961;nan;<NA>;<NA>;Botany;L.1052917;0;0;0;Schram;;0;;;;0;0;0;0;0;0;L1052917;12414;papuana;Schram FAW;<NA>
Enicosanthum macranthum (King) J.Sinclair;Enicosanthum;ID;Gunung Palung Nature Reserve, c. 100 km S of Pontianak, W Kalimantan.;-1.216667;110.133333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5614 ";25;6;1986;nan;<NA>;<NA>;Botany;L.1052316;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1052316;5614;macranthum;"Balgooy MMJ van; Setten AK van";<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sumatra, prov. Lampung, NW of Kota Agung;-5.383333;104.416667;Jacobs, M;Jacobs, M  8465 ;17;5;1968;nan;<NA>;<NA>;Botany;L.1052090;0;0;0;Jacobs;;0;;;;0;0;0;0;0;0;L1052090;8465;odorata;Jacobs M;<NA>
Fissistigma Griff.;Fissistigma;ID;Gn Palung Nature Reserve, c 100 km S of Pontianak, W. Kalimanten.;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5553 ";21;6;1986;nan;<NA>;<NA>;Botany;L.1052338;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;L1052338;5553;;"Balgooy MMJ van; Setten AK van";<NA>
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;ID;"Central East Borneo; W koetai; no.45, Kombeng";0.5;117.0;Endert, FH;Endert, FH  5206 ;24;11;1925;nan;<NA>;<NA>;Botany;L.1051940;0;0;0;Endert;;0;;;;0;0;0;0;0;0;L1051940;5206;borneensis;Endert FH;<NA>
Polyalthia forbesii F.Muell. ex Diels;Hubera;ID;Oransbari, N N.G., Manokwari;-1.3442;134.2587;Brouwer, A;Brouwer, A BW(Ind.) 2553 ;1;4;1955;nan;<NA>;<NA>;Botany;L.1052629;0;0;0;Brouwer;;0;;;;0;0;0;0;0;0;L1052629;2553;forbesii;Brouwer A;<NA>
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;ID;"Central East Borneo; W koetai; no.45, Kombeng";0.5;117.0;Endert, FH;Endert, FH  5206 ;24;11;1925;nan;<NA>;<NA>;Botany;L.1051941;0;0;0;Endert;;0;;;;0;0;0;0;0;0;L1051941;5206;borneensis;Endert FH;<NA>
Dendrokingstonia acuminata (Miq.) Chaowasku;Dendrokingstonia;ID;Indonesia. Sumatra, Res. Benkoelen ond afd. Redjang.;-3.17;102.5;Boschproefstation;Boschproefstation bb 2734 ;11;1;1922;Chaowasku, T;2011-07-01T00:00:00;<NA>;Botany;L  0999718;0;0;0;Boschproefstation;;0;1;7;2011;0;0;0;0;0;0;L0999718;2734;acuminata;Boschproefstation;Chaowasku T
Polyalthia xanthopetala Merr.;Anaxagorea;ID;Indonesia. Borneo. Res. Z. en O. Afd. v. Borneo. Ond. Afd. Martapoera. Kg. Rantan Balai. Soengai Tamboelikan Penatang Pandjang.;-3.416667;114.85;Dachlan, M;Dachlan, M bb 2118 ;13;2;1921;Turner, IM;2006-06-01T00:00:00;<NA>;Botany;L  0999506;0;0;0;Dachlan;;0;1;6;2006;0;0;0;0;0;0;L0999506;2118;javanica;Dachlan M;Turner IM
Monoon bemban Miq.;Monoon;ID;Archipel. Ind. Sumatra. Benkoelen. Redjang Lebong. Karet Bandoeng.;-3.17;102.5;Idris, M;Idris, M bb 2545 ;11;8;1921;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L  0999621;0;0;0;Idris;;0;1;8;2017;0;0;0;0;0;0;L0999621;2545;bemban;Idris M;Nurmawati S
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Archipel. Ind. Sumatra Res. Benkoelen ond. afd. Redjang.;-3.17;102.5;Idris, M;Idris, M bb 2721 ;1;9;1922;nan;<NA>;<NA>;Botany;L  0999705;0;0;0;Idris;;0;;;;0;0;0;0;0;0;L0999705;2721;sumatranus;Idris M;"Setten AK van; Heusden ECH van"
Monoon congestum (Ridl.) B.Xue & R.M.K.Saunders;Polyalthia;ID;"S.E. Borneo; subdistrict. Pleihari. Kintap.";-3.85;115.2167;Dachlan, M;Dachlan, M bb 12883 ;29;8;1928;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L  0988461;0;0;0;Dachlan;;0;1;10;2012;0;0;0;0;0;0;L0988461;12883;congesta;Dachlan M;Xue B
Dendrokingstonia acuminata (Miq.) Chaowasku;Dendrokingstonia;ID;Indonesia. Sumatra, Gouv. Sum. O. Kust ond afd. Semeloengoen.;2.97;99.068167;Boschproefstation;Boschproefstation bb 3068 ;30;1;1922;Chaowasku, T;2011-07-01T00:00:00;<NA>;Botany;L  0992939;0;0;0;Boschproefstation;;0;1;7;2011;0;0;0;0;0;0;L0992939;3068;acuminata;Boschproefstation;Chaowasku T
Xylopia coriifolia Ridl.;Xylopia;ID;Archipel. Ind. Borneo Res. Westerafd. v. Borneo, Ond. afd. Beneden Matan, Landjoet.;-0.416667;104.5;Unknown;Unknown bb 14402 ;23;8;1930;Hildebrand, FHG;1964-09-01T00:00:00;<NA>;Botany;L  0993957;0;0;0;Unknown;;0;1;9;1964;0;0;0;0;0;0;L0993957;14402;coriifolia;Unknown;Hildebrand FHG
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Celebes Res. Menado, ond. afd. Tondano.;1.305396;124.9126;Unknown;Unknown bb 5554 ;12;3;1923;nan;<NA>;<NA>;Botany;L  0995020;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0995020;5554;odorata;Unknown;Bakhuizen van den Brink Sr RC
Polyalthia celebica Miq.;Polyalthia;ID;Archipel. Ind. Celebes Res. Menado ond. afd. Tondano Danowoedoe.;1.305396;124.9126;Unknown;Unknown bb 5556 ;12;3;1923;nan;<NA>;<NA>;Botany;L  0995022;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0995022;5556;celebica;Unknown;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Archipel. Ind. Sumatra, Benkoelen, Redjang Lebong. Karet Bandoeng.;-3.17;102.5;Idris, M;Mohamad, Idris bb 2543 ;11;8;1921;Wang, R;2004-01-01T00:00:00;<NA>;Botany;L  0999619;0;0;0;Mohamad;;0;1;1;2004;0;0;0;0;0;0;L0999619;2543;sumatranus;Mohamad Idris;Wang R
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indonesia, Sumatra, Sumatera Tapanuli, Angkola, Sipiroh Sajur matinggi, c. 2.51 N; 98.16 E.";2.85;98.266667;Unknown;Unknown bb 5622 ;7;6;1923;Turner, IM;2012-02-01T00:00:00;<NA>;Botany;L  0995080;0;0;0;Unknown;;0;1;2;2012;0;0;0;0;0;0;L0995080;5622;maingayi;Unknown;Turner IM
Sageraea lanceolata Miq.;Sageraea;ID;Indonesia. Sumatra, Djambi, Simpang.;-1.266667;104.083333;Unknown;Unknown bb 13156 ;22;12;1928;Heusden, ECH van;<NA>;<NA>;Botany;L  0989040;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0989040;13156;lanceolata;Unknown;Heusden ECH van
Xylopia L.;Xylopia;ID;Archipel. Ind. Zuid Bangka, Rindik.;-2.25;106.0;Unknown;Unknown bb 11586 ;21;7;1927;nan;<NA>;<NA>;Botany;L  0986854;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0986854;11586;;Unknown;<NA>
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Archipel. Ind. Z.O. Borneo. Pleihari. Sei Sangga.;-3.8;114.75;Unknown;Unknown bb 9945 ;14;6;1926;nan;<NA>;<NA>;Botany;L  0984737;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0984737;9945;glauca;Unknown;<NA>
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Archipel. Ind. Z.O. Borneo. Ben. Dajak Teroesan.;-2.55;104.85;Unknown;Unknown bb 9933 ;11;6;1926;nan;<NA>;<NA>;Botany;L  0984725;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0984725;9933;glauca;Unknown;<NA>
Cyathocalyx bancanus Boerl.;Drepananthus;ID;Archipel. Ind. Sumatra, W. kust. Sidjoendjoeng. Maearo.;-0.7;100.966667;Unknown;Unknown bb 9109 ;10;2;1925;nan;<NA>;<NA>;Botany;L  0983950;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0983950;9109;ramuliflorus;Unknown;Beumée JGB
Cyathocalyx hexagynus (Miq.) R.J.Wang & R.M.K.Saunders;Drepananthus;ID;Archipel. Ind. Sumatra. Tapiannoeli. Angkola en Sipirok.;1.616667;99.266667;Unknown;Unknown bb 6165 ;10;10;1922;Wang, R;2004-01-01T00:00:00;<NA>;Botany;L  0981359;0;0;0;Unknown;;0;1;1;2004;0;0;0;0;0;0;L0981359;6165;hexagynus;Unknown;Wang R
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Sumatra, Atjeh. Lho Nga. Moesang.;4.0;97.0;Unknown;Unknown bb 5875 ;17;7;1923;nan;<NA>;<NA>;Botany;L  0981131;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0981131;5875;odorata;Unknown;Bakhuizen van den Brink Sr RC
Mezzettia parviflora Becc.;Mezzettia;ID;Archipel. Ind. Sumatra. W. kust Loeboek Sikaping. Tandjoeng boengo.;0.1333;100.166667;Unknown;Unknown bb 6519 ;26;3;1924;nan;<NA>;<NA>;Botany;L  0981675;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L0981675;6519;parviflora;Unknown;<NA>
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Landah, Ngabang.;0.383333;109.95;Boschproefstation;Boschproefstation bb 6412 ;28;4;1924;nan;<NA>;<NA>;Botany;L  0981575;0;0;0;Boschproefstation;;0;;;;0;0;0;0;0;0;L0981575;6412;caudata;Boschproefstation;"Johnson DM; Murray NA"
Mezzettia Becc.;Mezzettia;ID;Archipel. Ind. Sumatra. Fapanoeli. Angkola en Sipirok. Hapoendoeng.;2.85;98.266667;Unknown;Unknown bb 6429 ;12;2;1924;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L  0981598;0;0;0;Unknown;;0;1;6;1989;0;0;0;0;0;0;L0981598;6429;;Unknown;Kessler PJA
Desmos Lour.;Desmos;ID;Upper Riauw, Tenajan R.;0.533333;101.45;Soepadmo, E;Soepadmo, E  163 ;21;8;1960;Chaowasku, T;2007-06-01T00:00:00;<NA>;Botany;L  0939957;0;0;0;Soepadmo;;0;1;6;2007;0;0;0;0;0;0;L0939957;163;;Soepadmo E;Chaowasku T
Mitrephora polypyrena (Blume) Miq.;Mitrephora;ID;Indonesia. Java, Besoeki, Poeger.;-8.166667;113.333333;Koorders, SH;Koorders, SH  652 B;8;9;1889;nan;<NA>;<NA>;Botany;L  0932893;0;0;0;Koorders;B;0;;;;0;0;0;0;0;0;L0932893;652;polypyrena;Koorders SH;<NA>
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Java, Banjoemas, Noesa-Kembangan;-7.516667;109.283333;Koorders, SH;Koorders, SH  3785 ;10;12;1891;nan;<NA>;<NA>;Botany;L  0932873;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L0932873;3785;lateriflora;Koorders SH;<NA>
Mitrephora polypyrena (Blume) Miq.;Mitrephora;ID;Java, prov. Besuki.;-7.75;113.683333;Koorders, SH;Koorders, SH  14651 ;2;11;1893;nan;<NA>;<NA>;Botany;L  0922279;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L0922279;14651;polypyrena;Koorders SH;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Java, Banjoemas, Noesa Kembangan;-6.199444;106.796111;Koorders, SH;Koorders, SH  616 ;8;12;1891;Valeton, T;<NA>;<NA>;Botany;L  0914690;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L0914690;616;sumatranus;Koorders SH;Valeton T
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Takoka.;-7.05;106.983333;Koorders, SH;Koorders, SH  32861 ;5;4;1899;Saunders, RMK;2001-11-01T00:00:00;<NA>;Botany;L  0914692;0;0;0;Koorders;;0;1;11;2001;0;0;0;0;0;0;L0914692;32861;macrophyllus;Koorders SH;Saunders RMK
Orophea corymbosa (Blume) Miq.;Orophea;ID;Java, Madioen, Ngebel;-7.7891;111.6167;Koorders, SH;Koorders, SH  524 ;10;10;1892;nan;<NA>;<NA>;Botany;L  0914685;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L0914685;524;corymbosa;Koorders SH;<NA>
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Java, Preanger, Pelaboean-ratoe;-6.9875;106.551389;Koorders, SH;Koorders, SH  15683 ;13;10;1894;nan;<NA>;<NA>;Botany;L  0911798;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L0911798;15683;lateriflora;Koorders SH;<NA>
Enicosanthum Becc.;Enicosanthum;ID;Indonesia, Aru Archipelago, kobroor, c. 8km SE of Jirlay;-6.13;134.45;Nooteboom, HP;Nooteboom, HP  5924 ;27;10;1994;nan;<NA>;<NA>;Botany;L  0852726;0;0;0;Nooteboom;;0;;;;0;0;0;0;0;0;L0852726;5924;;Nooteboom HP;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Indonesia, Aru Archipelago, Kobroor Kwalay Daretur, 4 km upstream from Jirlay.;-6.1426;134.5262;Nooteboom, HP;Nooteboom, HP  5848 ;23;10;1994;nan;<NA>;<NA>;Botany;L  0852907;0;0;0;Nooteboom;;0;;;;0;0;0;0;0;0;L0852907;5848;;Nooteboom HP;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Indonesia, Aru Archipelago, Kobroor c.8km SE of Jirlay.;-6.13;134.45;Nooteboom, HP;Nooteboom, HP  5907 ;26;10;1994;nan;<NA>;<NA>;Botany;L  0852730;0;0;0;Nooteboom;;0;;;;0;0;0;0;0;0;L0852730;5907;;Nooteboom HP;<NA>
Xylopia L.;Xylopia;ID;Hyot;-1.15;132.483333;Polak, AM;Polak, AM NT/ 10334 ;1;1;1995;nan;<NA>;<NA>;Botany;L  0829853;0;0;0;Polak;;0;;;;0;0;0;0;0;0;L0829853;10334;;Polak AM;<NA>
