scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy;coll_surname;genus_old;specificEpithet_old
Xylopia ferruginea (Hook.f. & Thomson) Baill.;Xylopia;ID;South Kalimantan, along road from Tanjung to Balikpapan.;-2.05;115.533333;Kessler, PJA;"Kessler, PJA; et al.  1926 ";14;11;1996;Johnson DM;2014-04-01T00:00:00;nan;Botany;L.1776010;ferruginea;0;0;Kessler;;0;0;0;0;0;0;0;L1776010;1926;"Kessler PJA; et al.";Kessler;Xylopia;ferruginea
Xylopia ferruginea (Hook.f. & Thomson) Baill.;Xylopia;ID;South Kalimantan, along road from Tanjung to Balikpapan.;-2.05;115.533333;Kessler, PJA;"Kessler, PJA; et al.  1926 ";14;11;1996;Johnson DM;2014-04-01T00:00:00;nan;Botany;L.1776009;ferruginea;0;0;Kessler;;0;0;0;0;0;0;0;L1776009;1926;"Kessler PJA; et al.";Kessler;Xylopia;ferruginea
Xylopia ferruginea (Hook.f. & Thomson) Baill.;Xylopia;ID;South Kalimantan, along road from Tanjung to Balikpapan.;-2.05;115.533333;Kessler, PJA;"Kessler, PJA; et al.  1926 ";14;11;1996;Johnson DM;2014-04-01T00:00:00;nan;Botany;L.1775092;ferruginea;0;0;Kessler;;0;0;0;0;0;0;0;L1775092;1926;"Kessler PJA; et al.";Kessler;Xylopia;ferruginea
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;South Kalimantan, along road from Tanjung to Balikpapan.;-1.966667;115.583333;Kessler, PJA;"Kessler, PJA; et al.  1928 ";14;11;1996;Turner IM;2008-11-01T00:00:00;nan;Botany;L.1749670;suaveolens;0;0;Kessler;;0;0;0;0;0;0;0;L1749670;1928;"Kessler PJA; et al.";Kessler;Artabotrys;suaveolens
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;South Kalimantan, along road from Tanjung to Balikpapan.;-1.966667;115.583333;Kessler, PJA;"Kessler, PJA; et al.  1928 ";14;11;1996;Turner IM;2008-11-01T00:00:00;nan;Botany;L.1749669;suaveolens;0;0;Kessler;;0;0;0;0;0;0;0;L1749669;1928;"Kessler PJA; et al.";Kessler;Artabotrys;suaveolens
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;South Kalimantan, along road from Tanjung to Balikpapan.;-1.966667;115.583333;Kessler, PJA;Kessler, PJA  1935 ;14;11;1996;Kessler PJA;1996-11-01T00:00:00;nan;Botany;L.1762547;odorata;0;0;Kessler;;0;0;0;0;0;0;0;L1762547;1935;Kessler PJA;Kessler;Cananga;odorata
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;South Kalimantan, along road from Tanjung to Balikpapan.;-1.966667;115.583333;Kessler, PJA;"Kessler, PJA; et al.  1935 ";14;11;1996;Kessler PJA;1996-11-01T00:00:00;nan;Botany;L.1753672;odorata;0;0;Kessler;;0;0;0;0;0;0;0;L1753672;1935;"Kessler PJA; et al.";Kessler;Cananga;odorata
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;South Kalimantan, along road from Tanjung to Balikpapan.;-1.966667;115.583333;Kessler, PJA;Kessler, PJA  1935 ;14;11;1996;Kessler PJA;1996-11-01T00:00:00;nan;Botany;L.1753287;odorata;0;0;Kessler;;0;0;0;0;0;0;0;L1753287;1935;Kessler PJA;Kessler;Cananga;odorata
Anaxagorea A.St.-Hil.;Anaxagorea;ID;East Kalimantan, along sungai Kuaro, from Muara Koman.;-1.6666669999999997;115.816667;Kessler, PJA;"Kessler, PJA; et al.  1962 ";15;11;1996;Kessler PJA;1996-11-01T00:00:00;nan;Botany;L.1744577;nan;0;0;Kessler;;0;0;0;0;0;0;0;L1744577;1962;"Kessler PJA; et al.";Kessler;Anaxagorea;nan
Anaxagorea A.St.-Hil.;Anaxagorea;ID;East Kalimantan, along sungai Kuaro, from Muara Koman.;-1.6666669999999997;115.816667;Kessler, PJA;"Kessler, PJA; et al.  1962 ";15;11;1996;Kessler PJA;1996-11-01T00:00:00;nan;Botany;L.1744497;nan;0;0;Kessler;;0;0;0;0;0;0;0;L1744497;1962;"Kessler PJA; et al.";Kessler;Anaxagorea;nan
Anaxagorea A.St.-Hil.;Anaxagorea;ID;East Kalimantan, along sungai Kuaro, from Muara Koman.;-1.6666669999999997;115.816667;Kessler, PJA;"Kessler, PJA; et al.  1962 ";15;11;1996;Kessler PJA;1996-11-01T00:00:00;nan;Botany;L.1744576;nan;0;0;Kessler;;0;0;0;0;0;0;0;L1744576;1962;"Kessler PJA; et al.";Kessler;Anaxagorea;nan
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, road from Samboja to semoi, Km 30.;-1.016667;116.816667;Kessler, PJA;"Kessler, PJA; et al.  2018 A";12;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.4345955;nan;0;0;Kessler;A;0;0;0;0;0;0;0;L4345955;2018;"Kessler PJA; et al.";Kessler;Friesodielsia;nan
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, road from Samboja to semoi, Km 30.;-1.016667;116.816667;Kessler, PJA;"Kessler, PJA; et al.  2018 A";12;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.4345919;nan;0;0;Kessler;A;0;0;0;0;0;0;0;L4345919;2018;"Kessler PJA; et al.";Kessler;Friesodielsia;nan
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, road from Samboja to semoi, Km 30.;-1.016667;116.816667;Kessler, PJA;"Kessler, PJA; et al.  2018 A";12;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.4345991;nan;0;0;Kessler;A;0;0;0;0;0;0;0;L4345991;2018;"Kessler PJA; et al.";Kessler;Friesodielsia;nan
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, road from Samboja to semoi, Km 30.;-1.016667;116.816667;Kessler, PJA;"Kessler, PJA; et al.  2018 A";12;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.4268250;nan;0;0;Kessler;A;0;0;0;0;0;0;0;L4268250;2018;"Kessler PJA; et al.";Kessler;Friesodielsia;nan
Polyalthia myristica I.M.Turner;Polyalthia;ID;East Kalimantan, PT. Kelian Equatorial Mining area, Gunung Pagang.;-0.033333;115.45;Kessler, PJA;"Kessler, PJA; et al.  2049 ";16;3;1997;Turner IM;2010-06-01T00:00:00;nan;Botany;L.1767026;myristica;0;0;Kessler;;0;0;0;0;0;0;0;L1767026;2049;"Kessler PJA; et al.";Kessler;Polyalthia;myristica
Polyalthia myristica I.M.Turner;Polyalthia;ID;East Kalimantan, PT. Kelian Equatorial Mining area, Gunung Pagang.;-0.033333;115.45;Kessler, PJA;"Kessler, PJA; et al.  2049 ";16;3;1997;Turner IM;2010-06-01T00:00:00;nan;Botany;L.1767025;myristica;0;0;Kessler;;0;0;0;0;0;0;0;L1767025;2049;"Kessler PJA; et al.";Kessler;Polyalthia;myristica
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, PT. Kelian Equitorial Mining area, near pos 235, Longiram.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2093 ";18;3;1997;Kessler PJA;1999-02-01T00:00:00;nan;Botany;L.1775465;stenopetala;0;0;Kessler;;0;0;0;0;0;0;0;L1775465;2093;"Kessler PJA; et al.";Kessler;Xylopia;stenopetala
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, PT. Kelian Equitorial Mining area, near pos 235, Longiram.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2093 ";18;3;1997;Kessler PJA;1999-02-01T00:00:00;nan;Botany;L.1775464;stenopetala;0;0;Kessler;;0;0;0;0;0;0;0;L1775464;2093;"Kessler PJA; et al.";Kessler;Xylopia;stenopetala
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kalimantan, PT. Kelian equatorial mining area, near pos 235.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2099 ";18;3;1997;Turner IM;2008-10-01T00:00:00;nan;Botany;L.1754343;manubriatum;0;0;Kessler;;0;0;0;0;0;0;0;L1754343;2099;"Kessler PJA; et al.";Kessler;Fissistigma;manubriatum
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kalimantan, PT. Kelian equatorial mining area, near pos 235.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2099 ";18;3;1997;Turner IM;2008-10-01T00:00:00;nan;Botany;L.1754397;manubriatum;0;0;Kessler;;0;0;0;0;0;0;0;L1754397;2099;"Kessler PJA; et al.";Kessler;Fissistigma;manubriatum
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kalimantan, PT. Kelian equatorial mining area, near pos 235.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2099 ";18;3;1997;Turner IM;2008-10-01T00:00:00;nan;Botany;L  0367895;manubriatum;0;0;Kessler;;0;0;0;0;0;0;0;L0367895;2099;"Kessler PJA; et al.";Kessler;Fissistigma;manubriatum
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;East Kalimantan, PT. KEM area, near pos 235, Gunung Kedamuk.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2100 ";18;3;1997;nan;nan;nan;Botany;L.1756552;sumatrana;0;0;Kessler;;0;0;0;0;0;0;0;L1756552;2100;"Kessler PJA; et al.";Kessler;Maasia;sumatrana
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;East Kalimantan, PT. KEM area, near pos 235, Gunung Kedamuk.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2100 ";18;3;1997;nan;nan;nan;Botany;L.1756553;sumatrana;0;0;Kessler;;0;0;0;0;0;0;0;L1756553;2100;"Kessler PJA; et al.";Kessler;Maasia;sumatrana
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, road from Jemang Danau to Damai, c. km 4.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2170 ";20;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.3965384;nan;0;0;Kessler;;0;0;0;0;0;0;0;L3965384;2170;"Kessler PJA; et al.";Kessler;Goniothalamus;nan
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, road from Jemang Danau to Damai, c. km 4.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2170 ";20;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.1765604;nan;0;0;Kessler;;0;0;0;0;0;0;0;L1765604;2170;"Kessler PJA; et al.";Kessler;Goniothalamus;nan
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;East Kalimantan, PT. Kem area, Gunung Runcing.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2238 ";23;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.1765964;virgata;0;0;Kessler;;0;0;0;0;0;0;0;L1765964;2238;"Kessler PJA; et al.";Kessler;Meiogyne;virgata
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;East Kalimantan, PT. Kem area, Gunung Runcing.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2238 ";23;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.1766005;virgata;0;0;Kessler;;0;0;0;0;0;0;0;L1766005;2238;"Kessler PJA; et al.";Kessler;Meiogyne;virgata
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, PT. KEM area, road from nursery to camp, Longiram.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2259 ";24;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.1775423;stenopetala;0;0;Kessler;;0;0;0;0;0;0;0;L1775423;2259;"Kessler PJA; et al.";Kessler;Xylopia;stenopetala
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, PT. KEM area, road from nursery to camp, Longiram.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2259 ";24;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.1775460;stenopetala;0;0;Kessler;;0;0;0;0;0;0;0;L1775460;2259;"Kessler PJA; et al.";Kessler;Xylopia;stenopetala
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, PT. KEM area, road from nursery to camp, Longiram.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2259 ";24;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L  0778716;stenopetala;0;0;Kessler;;0;0;0;0;0;0;0;L0778716;2259;"Kessler PJA; et al.";Kessler;Xylopia;stenopetala
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, PT. KEM area, road from nursery to camp.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2267 ";24;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.1765095;nan;0;0;Kessler;;0;0;0;0;0;0;0;L1765095;2267;"Kessler PJA; et al.";Kessler;Friesodielsia;nan
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, PT. KEM area, road from nursery to camp.;-0.333333;115.916667;Kessler, PJA;"Kessler, PJA; et al.  2267 ";24;3;1997;Kessler PJA;1997-03-01T00:00:00;nan;Botany;L.1765094;nan;0;0;Kessler;;0;0;0;0;0;0;0;L1765094;2267;"Kessler PJA; et al.";Kessler;Friesodielsia;nan
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Sangatta, DS 2 dump area;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2277 ";31;3;1997;Kessler PJA;nan;nan;Botany;L.4369843;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369843;2277;"Kessler PJA; et al.";Kessler;Polyalthia;microtus
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Sangatta, DS 2 dump area;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2277 ";31;3;1997;Kessler PJA;nan;nan;Botany;L.4369842;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369842;2277;"Kessler PJA; et al.";Kessler;Polyalthia;microtus
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Sangatta, DS 2 dump area;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2277 ";31;3;1997;Kessler PJA;nan;nan;Botany;L.1767131;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L1767131;2277;"Kessler PJA; et al.";Kessler;Polyalthia;microtus
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Sangatta, DS 2 dump area;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2277 ";31;3;1997;Kessler PJA;nan;nan;Botany;L.1767132;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L1767132;2277;"Kessler PJA; et al.";Kessler;Polyalthia;microtus
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, KPC area Sangatta, DS 2 dump area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2289 ";1;4;1997;Kessler PJA;2002-04-01T00:00:00;nan;Botany;L.3965399;macrophyllus;0;0;Kessler;;0;0;0;0;0;0;0;L3965399;2289;"Kessler PJA; et al.";Kessler;Goniothalamus;macrophyllus
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, KPC area Sangatta, DS 2 dump area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2289 ";1;4;1997;Kessler PJA;2002-04-01T00:00:00;nan;Botany;L.1765486;macrophyllus;0;0;Kessler;;0;0;0;0;0;0;0;L1765486;2289;"Kessler PJA; et al.";Kessler;Goniothalamus;macrophyllus
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, KPC area Sangatta.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2292 ";1;4;1997;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759317;pisocarpa;0;0;Kessler;;0;0;0;0;0;0;0;L1759317;2292;"Kessler PJA; et al.";Kessler;Popowia;pisocarpa
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, KPC area Sangatta.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2292 ";1;4;1997;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759316;pisocarpa;0;0;Kessler;;0;0;0;0;0;0;0;L1759316;2292;"Kessler PJA; et al.";Kessler;Popowia;pisocarpa
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, KPC area Sangatta, DS dump area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2293 ";1;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L.4345992;nan;0;0;Kessler;;0;0;0;0;0;0;0;L4345992;2293;"Kessler PJA; et al.";Kessler;Friesodielsia;nan
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, KPC area Sangatta, DS dump area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2293 ";1;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L.4345993;nan;0;0;Kessler;;0;0;0;0;0;0;0;L4345993;2293;"Kessler PJA; et al.";Kessler;Friesodielsia;nan
Uvaria ovalifolia var. borneensis Miq.;Uvaria;ID;East Kalimantan, KPC area Sangatta, DS 2 dump area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2294 ";1;4;1997;Ambriansyah;nan;nan;Botany;L  0490709;littoralis;0;0;Kessler;;0;0;0;0;0;0;0;L0490709;2294;"Kessler PJA; et al.";Kessler;Uvaria;littoralis
Uvaria ovalifolia var. borneensis Miq.;Uvaria;ID;East Kalimantan, KPC area Sangatta, DS 2 dump area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2294 ";1;4;1997;Ambriansyah;nan;nan;Botany;L  0490710;littoralis;0;0;Kessler;;0;0;0;0;0;0;0;L0490710;2294;"Kessler PJA; et al.";Kessler;Uvaria;littoralis
Uvaria ovalifolia var. borneensis Miq.;Uvaria;ID;East Kalimantan, KPC area Sangatta, DS 2 dump area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2294 ";1;4;1997;Ambriansyah;nan;nan;Botany;L  0192540;littoralis;0;0;Kessler;;0;0;0;0;0;0;0;L0192540;2294;"Kessler PJA; et al.";Kessler;Uvaria;littoralis
Uvaria ovalifolia var. borneensis Miq.;Uvaria;ID;East Kalimantan, KPC area Sangatta, DS 2 dump area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2294 ";1;4;1997;Ambriansyah;nan;nan;Botany;L  0192539;littoralis;0;0;Kessler;;0;0;0;0;0;0;0;L0192539;2294;"Kessler PJA; et al.";Kessler;Uvaria;littoralis
Pyramidanthe prismatica (Hook.f. & Thomson) Merr.;Pyramidanthe;ID;East Kalimantan, KPC area Sangatta, pit C North area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2311 ";2;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L.1775033;prismatica;0;0;Kessler;;0;0;0;0;0;0;0;L1775033;2311;"Kessler PJA; et al.";Kessler;Pyramidanthe;prismatica
Pyramidanthe prismatica (Hook.f. & Thomson) Merr.;Pyramidanthe;ID;East Kalimantan, KPC area Sangatta, pit C North area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2311 ";2;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L.1775034;prismatica;0;0;Kessler;;0;0;0;0;0;0;0;L1775034;2311;"Kessler PJA; et al.";Kessler;Pyramidanthe;prismatica
Uvaria excelsa (Hook.f. & Thomson) King;Uvaria;ID;Indonesia, East Kalimantan, KPC area, Sangatta, Pit C North area;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2314 ";2;4;1997;Attanayake AMAS;2010-03-01T00:00:00;nan;Botany;L.1770431;excelsa;0;0;Kessler;;0;0;0;0;0;0;0;L1770431;2314;"Kessler PJA; et al.";Kessler;Uvaria;excelsa
Uvaria excelsa (Hook.f. & Thomson) King;Uvaria;ID;Indonesia, East Kalimantan, KPC area, Sangatta, Pit C North area;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2314 ";2;4;1997;Attanayake AMAS;2010-03-01T00:00:00;nan;Botany;L.1770430;excelsa;0;0;Kessler;;0;0;0;0;0;0;0;L1770430;2314;"Kessler PJA; et al.";Kessler;Uvaria;excelsa
Uvaria L.;Uvaria;ID;East Kalimantan, KPC area Sangatta, Pit C North area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2315 ";2;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L  0192500;nan;0;0;Kessler;;0;0;0;0;0;0;0;L0192500;2315;"Kessler PJA; et al.";Kessler;Uvaria;nan
Uvaria L.;Uvaria;ID;East Kalimantan, KPC area Sangatta, Pit C North area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2315 ";2;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L  0192501;nan;0;0;Kessler;;0;0;0;0;0;0;0;L0192501;2315;"Kessler PJA; et al.";Kessler;Uvaria;nan
Mitrella clementis (Merr.) I.M.Turner;Mitrella;ID;East Kalimantan, KPC area Sangatta, Gunung Pasir.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2361 ";5;4;1997;Turner IM;2010-03-04T00:00:00;nan;Botany;L.1761878;clementis;0;0;Kessler;;0;0;0;0;0;0;0;L1761878;2361;"Kessler PJA; et al.";Kessler;Mitrella;clementis
Mitrella clementis (Merr.) I.M.Turner;Mitrella;ID;East Kalimantan, KPC area Sangatta, Gunung Pasir.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2361 ";5;4;1997;Turner IM;2010-03-04T00:00:00;nan;Botany;L.1761877;clementis;0;0;Kessler;;0;0;0;0;0;0;0;L1761877;2361;"Kessler PJA; et al.";Kessler;Mitrella;clementis
Mitrella clementis (Merr.) I.M.Turner;Mitrella;ID;East Kalimantan, KPC area Sangatta, Gunung Pasir.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2361 ";5;4;1997;Turner IM;2010-03-04T00:00:00;nan;Botany;L.1761876;clementis;0;0;Kessler;;0;0;0;0;0;0;0;L1761876;2361;"Kessler PJA; et al.";Kessler;Mitrella;clementis
Mitrella clementis (Merr.) I.M.Turner;Mitrella;ID;East Kalimantan, KPC area Sangatta, Gunung Pasir.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2361 ";5;4;1997;Turner IM;2010-03-04T00:00:00;nan;Botany;L.1761879;clementis;0;0;Kessler;;0;0;0;0;0;0;0;L1761879;2361;"Kessler PJA; et al.";Kessler;Mitrella;clementis
Uvaria L.;Uvaria;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2380 ";6;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L  0490663;nan;0;0;Kessler;;0;0;0;0;0;0;0;L0490663;2380;"Kessler PJA; et al.";Kessler;Uvaria;nan
Uvaria L.;Uvaria;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2380 ";6;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L  0490662;nan;0;0;Kessler;;0;0;0;0;0;0;0;L0490662;2380;"Kessler PJA; et al.";Kessler;Uvaria;nan
Uvaria L.;Uvaria;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2380 ";6;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L  0192535;nan;0;0;Kessler;;0;0;0;0;0;0;0;L0192535;2380;"Kessler PJA; et al.";Kessler;Uvaria;nan
Uvaria L.;Uvaria;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2380 ";6;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L  0192536;nan;0;0;Kessler;;0;0;0;0;0;0;0;L0192536;2380;"Kessler PJA; et al.";Kessler;Uvaria;nan
Desmos cochinchinensis Lour.;Desmos;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2382 ";6;4;1997;Kessler PJA;1999-04-01T00:00:00;nan;Botany;L.1760227;cochinchinensis;0;0;Kessler;;0;0;0;0;0;0;0;L1760227;2382;"Kessler PJA; et al.";Kessler;Desmos;cochinchinensis
Desmos cochinchinensis Lour.;Desmos;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2382 ";6;4;1997;Kessler PJA;1999-04-01T00:00:00;nan;Botany;L.1760226;cochinchinensis;0;0;Kessler;;0;0;0;0;0;0;0;L1760226;2382;"Kessler PJA; et al.";Kessler;Desmos;cochinchinensis
Desmos cochinchinensis Lour.;Desmos;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2382 ";6;4;1997;Kessler PJA;1999-04-01T00:00:00;nan;Botany;L.1760228;cochinchinensis;0;0;Kessler;;0;0;0;0;0;0;0;L1760228;2382;"Kessler PJA; et al.";Kessler;Desmos;cochinchinensis
Desmos cochinchinensis Lour.;Desmos;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2384 ";6;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L.1760222;cochinchinensis;0;0;Kessler;;0;0;0;0;0;0;0;L1760222;2384;"Kessler PJA; et al.";Kessler;Desmos;cochinchinensis
Desmos cochinchinensis Lour.;Desmos;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2384 ";6;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L.1760223;cochinchinensis;0;0;Kessler;;0;0;0;0;0;0;0;L1760223;2384;"Kessler PJA; et al.";Kessler;Desmos;cochinchinensis
Desmos cochinchinensis Lour.;Desmos;ID;East Kalimantan, KPC area Sangatta, Tanjung Bara area.;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2384 ";6;4;1997;Kessler PJA;1997-04-01T00:00:00;nan;Botany;L.1760224;cochinchinensis;0;0;Kessler;;0;0;0;0;0;0;0;L1760224;2384;"Kessler PJA; et al.";Kessler;Desmos;cochinchinensis
Goniothalamus rufus Miq.;Goniothalamus;ID;Indonesia, Borneo, East Kalimantan, Long Iram subdistrict, Maruwai, North East Lampunut to block Pari, Bukit Ateng.;-0.033333;114.9;Kessler, PJA;"Kessler, PJA; et al.  2482 ";10;3;1999;Saunders RMK;2001-03-01T00:00:00;nan;Botany;L.3965873;rufus;0;0;Kessler;;0;0;0;0;0;0;0;L3965873;2482;"Kessler PJA; et al.";Kessler;Goniothalamus;rufus
