scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy;coll_surname;genus_old;specificEpithet_old
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Kalimantan timur, between long Bawan and Panado;3.866667;115.7;Geesink, R;Geesink, R  9145 ;20;7;1981;Kessler PJA;nan;nan;Botany;L.1767662;rumphii;0;0;Geesink;;0;0;0;0;0;0;0;L1767662;9145;Geesink R;Geesink;Hubera;rumphii
Goniothalamus (Blume) Hook.f. & Thomson;Hubera;ID;between Long Bawan and Panado;3.866667;115.7;Geesink, R;9145;20;7;1981;Robert Geesink;1981-07-20T00:00:00;UTEP;Herb;UTEP:Herb:45129;rumphii;0;0;;;0;0;0;0;0;0;0;UTEP45129;9145;Collector(s): Robert Geesink;Geesink;Goniothalamus;nan
Uvaria L.;Uvaria;ID;Between Long Bawan and Panado;3.866667;115.7;Geesink, R;Geesink, R  9154 ;21;7;1981;nan;nan;nan;Botany;L  0197271;nan;0;0;Geesink;;0;0;0;0;0;0;0;L0197271;9154;Geesink R;Geesink;Uvaria;nan
Uvaria L.;Uvaria;ID;Between Long Bawan and Panado;3.866667;115.7;Geesink, R;Geesink, R  9154 ;21;7;1981;nan;nan;nan;Botany;L  0048047;nan;0;0;Geesink;;0;0;0;0;0;0;0;L0048047;9154;Geesink R;Geesink;Uvaria;nan
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"Indonesia, Borneo, Kalimantan Timur, between Long Bawan and Panado3.52N; 115.42E";3.866667;115.7;Geesink, R;Geesink, R  9191 ;23;7;1981;Kessler PJA;1997-06-01T00:00:00;nan;Botany;L.1765589;nan;0;0;Geesink;;0;0;0;0;0;0;0;L1765589;9191;Geesink R;Geesink;Goniothalamus;nan
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"Indonesia, Borneo, Kalimantan Timur, between Long Bawan and Panado3.52N; 115.42E";3.866667;115.7;Geesink, R;Geesink, R  9191 ;23;7;1981;Kessler PJA;1997-06-01T00:00:00;nan;Botany;L.1765588;nan;0;0;Geesink;;0;0;0;0;0;0;0;L1765588;9191;Geesink R;Geesink;Goniothalamus;nan
Artabotrys atractocarpus I.M.Turner;Artabotrys;ID;Borneo, Kalimantan Timur, between Papadi and Pamilau;3.866667;116.0;Geesink, R;Geesink, R  9220 ;4;8;1981;Turner IM;2009-11-01T00:00:00;nan;Botany;L.1744968;atractocarpus;0;0;Geesink;;0;0;0;0;0;0;0;L1744968;9220;Geesink R;Geesink;Artabotrys;atractocarpus
Artabotrys atractocarpus I.M.Turner;Artabotrys;ID;Borneo, Kalimantan Timur, between Papadi and Pamilau;3.866667;116.0;Geesink, R;Geesink, R  9220 ;4;8;1981;Turner IM;2009-11-01T00:00:00;nan;Botany;L.1744967;atractocarpus;0;0;Geesink;;0;0;0;0;0;0;0;L1744967;9220;Geesink R;Geesink;Artabotrys;atractocarpus
Annonaceae;nan;ID;Kalimantan Timur, near Gunung Buntung;1.833333;117.25;Geesink, R;Geesink, R  9330 ;30;8;1981;nan;nan;nan;Botany;L.1775583;nan;0;0;Geesink;;0;0;0;0;0;0;0;L1775583;9330;Geesink R;Geesink;nan;nan
Annonaceae;nan;ID;Kalimantan Timur, near Gunung Buntung;1.833333;117.25;Geesink, R;Geesink, R  9330 ;30;8;1981;nan;nan;nan;Botany;L.1775582;nan;0;0;Geesink;;0;0;0;0;0;0;0;L1775582;9330;Geesink R;Geesink;nan;nan
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Lower slopes of Bt. Lempai, just west of Danau Sentarum Wildlife reserve.;0.75;112.0;Giesen, W;Giesen, W 1986/ 137 ;4;8;1986;Kessler PJA;1984-05-01T00:00:00;nan;Botany;L.3965482;nan;0;0;Giesen;;0;0;0;0;0;0;0;L3965482;1986;Giesen W;Giesen;Goniothalamus;nan
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Lower slopes of Bt. Lempai, just west of Danau Sentarum Wildlife reserve.;0.75;112.0;Giesen, W;Giesen, W 1986/ 137 ;4;8;1986;Kessler PJA;1984-05-01T00:00:00;nan;Botany;L.3965483;nan;0;0;Giesen;;0;0;0;0;0;0;0;L3965483;1986;Giesen W;Giesen;Goniothalamus;nan
Uvaria cordata (Dunal) Alston;Uvaria;ID;Barito river, 12km upstream of Marabahan;-0.033333;114.09999999999998;Giesen, W;Giesen, W  98 ;3;1;1989;nan;nan;nan;Botany;L  0195600;littoralis;0;0;Giesen;;0;0;0;0;0;0;0;L0195600;98;Giesen W;Giesen;Uvaria;littoralis
Uvaria cordata (Dunal) Alston;Uvaria;ID;Barito river, 12km upstream of Marabahan;-0.033333;114.09999999999998;Giesen, W;Giesen, W  98 ;3;1;1989;nan;nan;nan;Botany;L  0195599;littoralis;0;0;Giesen;;0;0;0;0;0;0;0;L0195599;98;Giesen W;Giesen;Uvaria;littoralis
Uvaria cordata (Dunal) Alston;Uvaria;ID;Barito river, 12km upstream of Marabahan;-0.033333;114.09999999999998;Giesen, W;Giesen, W  98 ;3;1;1989;nan;nan;nan;Botany;L  0195601;littoralis;0;0;Giesen;;0;0;0;0;0;0;0;L0195601;98;Giesen W;Giesen;Uvaria;littoralis
Popowia hirta Miq.;Popowia;ID;East Kalimantan, Samboja-Wanariset, km 1.5 along Samboja-Semoi road.;-0.993817;116.96256699999999;Goverse, E;Goverse, E WA1/ 42 ;1;3;1997;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759546;hirta;0;0;Goverse;;0;0;0;0;0;0;0;L1759546;1;Goverse E;Goverse;Popowia;hirta
Popowia hirta Miq.;Popowia;ID;East Kalimantan, Samboja-Wanariset, km 1.5 along Samboja-Semoi road.;-0.993817;116.96256699999999;Goverse, E;Goverse, E WA1/ 42 ;1;3;1997;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759547;hirta;0;0;Goverse;;0;0;0;0;0;0;0;L1759547;1;Goverse E;Goverse;Popowia;hirta
Popowia hirta Miq.;Popowia;ID;East Kalimantan, Samboja-Wanariset, km 1.5 along Samboja-Semoi road.;-0.993817;116.96256699999999;Goverse, E;Goverse, E WA1/ 42 ;1;3;1997;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759548;hirta;0;0;Goverse;;0;0;0;0;0;0;0;L1759548;1;Goverse E;Goverse;Popowia;hirta
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, Berau Labanan, Inhutani I area, Plot 4, base camp.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 443 ";2;3;1997;Kessler PJA;1997-09-01T00:00:00;nan;Botany;L.3965395;nan;0;0;Goverse;;0;0;0;0;0;0;0;L3965395;443;"Goverse E; Adriansyah";Goverse;Goniothalamus;nan
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, Berau Labanan, Inhutani I area, Plot 4, base camp.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 443 ";2;3;1997;Kessler PJA;1997-09-01T00:00:00;nan;Botany;L.3965394;nan;0;0;Goverse;;0;0;0;0;0;0;0;L3965394;443;"Goverse E; Adriansyah";Goverse;Goniothalamus;nan
Mitrella kentii (Blume) Miq.;Mitrella;ID;East Kalimantan, Berau, Inhutani I area, Kelai river, 1.5 km from Labanan.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 446 ";3;3;1997;Kessler PJA;1997-09-01T00:00:00;nan;Botany;L.1757645;kentii;0;0;Goverse;;0;0;0;0;0;0;0;L1757645;446;"Goverse E; Adriansyah";Goverse;Mitrella;kentii
Mitrella kentii (Blume) Miq.;Mitrella;ID;East Kalimantan, Berau, Inhutani I area, Kelai river, 1.5 km from Labanan.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 446 ";3;3;1997;Kessler PJA;1997-09-01T00:00:00;nan;Botany;L.1757646;kentii;0;0;Goverse;;0;0;0;0;0;0;0;L1757646;446;"Goverse E; Adriansyah";Goverse;Mitrella;kentii
Meiogyne cylindrocarpa (Burck) Heusden;Meiogyne;ID;East Kalimantan, Berau, Inhutani I area, near plot 4, Labanan.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 463 ";3;3;1997;Kessler PJA;1997-09-01T00:00:00;nan;Botany;L.1757091;cylindrocarpa;0;0;Goverse;;0;0;0;0;0;0;0;L1757091;463;"Goverse E; Adriansyah";Goverse;Meiogyne;cylindrocarpa
Meiogyne cylindrocarpa (Burck) Heusden;Meiogyne;ID;East Kalimantan, Berau, Inhutani I area, near plot 4, Labanan.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 463 ";3;3;1997;Kessler PJA;1997-09-01T00:00:00;nan;Botany;L.1757092;cylindrocarpa;0;0;Goverse;;0;0;0;0;0;0;0;L1757092;463;"Goverse E; Adriansyah";Goverse;Meiogyne;cylindrocarpa
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, Berau, Inhutani I area, near plot 4.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 465 ";3;3;1997;Ambriansyah;1997-03-01T00:00:00;nan;Botany;L.3965392;nan;0;0;Goverse;;0;0;0;0;0;0;0;L3965392;465;"Goverse E; Adriansyah";Goverse;Goniothalamus;nan
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, Berau, Inhutani I area, near plot 4.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 465 ";3;3;1997;Ambriansyah;1997-03-01T00:00:00;nan;Botany;L.1765603;nan;0;0;Goverse;;0;0;0;0;0;0;0;L1765603;465;"Goverse E; Adriansyah";Goverse;Goniothalamus;nan
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, Berau, Inhutani I area, Km 14 Labanan.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 475 ";7;3;1997;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759157;pisocarpa;0;0;Goverse;;0;0;0;0;0;0;0;L1759157;475;"Goverse E; Adriansyah";Goverse;Popowia;pisocarpa
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, Berau, Inhutani I area, Km 14 Labanan.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 475 ";7;3;1997;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759156;pisocarpa;0;0;Goverse;;0;0;0;0;0;0;0;L1759156;475;"Goverse E; Adriansyah";Goverse;Popowia;pisocarpa
Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, Berau, Inhutani I area, Labanan, Plot 4.;2.083333;117.28333300000001;Goverse, E;"Goverse, E; Adriansyah Berau 490 ";12;3;1997;nan;2001-03-01T00:00:00;nan;Botany;L.3965918;malayanus;0;0;Goverse;;0;0;0;0;0;0;0;L3965918;490;"Goverse E; Adriansyah";Goverse;Goniothalamus;malayanus
Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, Berau, Inhutani I area, Labanan, Plot 4.;2.083333;117.28333300000001;Goverse, E;"Goverse, E; Adriansyah Berau 490 ";12;3;1997;nan;2001-03-01T00:00:00;nan;Botany;L.3965917;malayanus;0;0;Goverse;;0;0;0;0;0;0;0;L3965917;490;"Goverse E; Adriansyah";Goverse;Goniothalamus;malayanus
Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, Berau, Inhutani I area, Labanan, Plot 4.;2.083333;117.28333300000001;Goverse, E;"Goverse, E; Adriansyah Berau 490 ";12;3;1997;nan;2001-03-01T00:00:00;nan;Botany;L.1765602;malayanus;0;0;Goverse;;0;0;0;0;0;0;0;L1765602;490;"Goverse E; Adriansyah";Goverse;Goniothalamus;malayanus
Xylopia mucronata Boerl.;Xylopia;ID;East Kalimantan, Berau, Inhutani I area, Labanan Plot 4.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 517 ";21;4;1997;Johnson DM;2014-03-01T00:00:00;nan;Botany;L.1775417;malayana;0;0;Goverse;;0;0;0;0;0;0;0;L1775417;517;"Goverse E; Adriansyah";Goverse;Xylopia;malayana
Xylopia mucronata Boerl.;Xylopia;ID;East Kalimantan, Berau, Inhutani I area, Labanan Plot 4.;2.083333;117.283333;Goverse, E;"Goverse, E; Adriansyah Berau 517 ";21;4;1997;Johnson DM;2014-03-01T00:00:00;nan;Botany;L.1775418;malayana;0;0;Goverse;;0;0;0;0;0;0;0;L1775418;517;"Goverse E; Adriansyah";Goverse;Xylopia;malayana
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indonesia, Sumatra, Sumatera Selatan, Palembang, c. 0.11 S; 100.41 N.";-0.183333;100.683333;Grashoff, CWF;Grashoff, CWF  291 ;13;4;1915;Turner IM;2012-02-01T00:00:00;nan;Botany;L.2066163;maingayi;0;0;Grashoff;;0;0;0;0;0;0;0;L2066163;291;Grashoff CWF;Grashoff;Cyathocalyx;maingayi
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indonesia, Sumatra, Sumatera Selatan, Palembang, c. 0.11 S; 100.41 N.";-0.183333;100.683333;Grashoff, CWF;Grashoff, CWF  291 ;13;4;1915;Turner IM;2012-02-01T00:00:00;nan;Botany;L  0197495;maingayi;0;0;Grashoff;;0;0;0;0;0;0;0;L0197495;291;Grashoff CWF;Grashoff;Cyathocalyx;maingayi
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Sumatra, Palembang, Rawas.;-2.7;103.4;Grashoff, CWF;Grashoff, CWF  986 ;15;3;1916;nan;nan;nan;Botany;L.1763386;nan;0;0;Grashoff;;0;0;0;0;0;0;0;L1763386;986;Grashoff CWF;Grashoff;Polyalthia;nan
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Sumatra, Palembang, Rawas.;-2.7;103.4;Grashoff, CWF;Grashoff, CWF  986 ;15;3;1916;nan;nan;nan;Botany;L.1763387;nan;0;0;Grashoff;;0;0;0;0;0;0;0;L1763387;986;Grashoff CWF;Grashoff;Polyalthia;nan
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.498139;127.905222;Gushilman, I;"Gushilman, I; Callmander, MW; Phillipson, PB; Haris, I; Lasut, SA  342 ";24;1;2013;"Johnson DM; Rachman IA";nan;nan;Botany;L.3968416;obtusifolia;0;0;Gushilman;;0;0;0;0;0;0;0;L3968416;342;"Gushilman I; Callmander MW; Phillipson PB; Haris I; Lasut SA";Gushilman;Friesodielsia;obtusifolia
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.498139;127.905222;Gushilman, I;Gushilman 342;24;1;2013;"I Rachman (BO) 2013; D.M.  Johnson (OWU)";2014-01-01T00:00:00;MO;MO;100567517;obtusifolia;0;0;Gushilman;;0;0;0;0;0;0;0;MO100567517;342;"Iska Gushilman;Martin W. Callmander;Peter B. Phillipson;Idris Haris;Samsul Lasut";Gushilman;Friesodielsia;obtusifolia
Artabotrys roseus Boerl.;Artabotrys;ID;Central Halmahera. Weda Bay. Casuarina.;0.526111;127.912222;Gushilman, I;"Gushilman, I; Mahroji, R; Lasut, SA; Fabanyo, B  503 ";24;3;2013;Rachman IA;nan;nan;Botany;L.4372319;roseus;0;0;Gushilman;;0;0;0;0;0;0;0;L4372319;503;"Gushilman I; Mahroji R; Lasut SA; Fabanyo B";Gushilman;Artabotrys;roseus
Artabotrys roseus Boerl.;Artabotrys;ID;Central Halmahera. Weda Bay. Casuarina.;0.525972;127.912111;Gushilman, I;Gushilman 503;24;3;2013;I Rachman (BO);2013-01-01T00:00:00;MO;MO;100579091;roseus;0;0;Gushilman;;0;0;0;0;0;0;0;MO100579091;503;"Iska Gushilman;Roji Mahroji;Bahar Fabanyo;Samsul Lasut";Gushilman;Artabotrys;roseus
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Central Halmahera, Weda Bay, Bukit Limber.;0.547889;127.978028;Gushilman, I;"Gushilman, I; Haris, I; Mahroji, R; Lasut, SA  579 ";8;5;2013;Kessler PJA;nan;nan;Botany;L.3968406;pisocarpa;0;0;Gushilman;;0;0;0;0;0;0;0;L3968406;579;"Gushilman I; Haris I; Mahroji R; Lasut SA";Gushilman;Popowia;pisocarpa
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Central Halmahera, Weda Bay, Bukit Limber.;0.547889;127.978028;Gushilman, I;Gushilman 579;8;5;2013;P. Kessler (L);2014-01-01T00:00:00;MO;MO;100593084;pisocarpa;0;0;Gushilman;;0;0;0;0;0;0;0;MO100593084;579;"Iska Gushilman;Idris Haris;Roji Mahroji;Samsul Lasut";Gushilman;Popowia;pisocarpa
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Central Halmahera, Weda Bay, Bukit Limber.;0.540722;127.975611;Gushilman, I;"Gushilman, I; Mahroji, R; Haris, I; Lasut, SA; Fabanyo, B  609 ";13;5;2013;Kessler PJA;nan;nan;Botany;L.3968404;pisocarpa;0;0;Gushilman;;0;0;0;0;0;0;0;L3968404;609;"Gushilman I; Mahroji R; Haris I; Lasut SA; Fabanyo B";Gushilman;Popowia;pisocarpa
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Central Halmahera, Weda Bay, Bukit Limber.;0.540722;127.975611;Gushilman, I;Gushilman 609;13;5;2013;P. Kessler (L);2014-01-01T00:00:00;MO;MO;100596994;pisocarpa;0;0;Gushilman;;0;0;0;0;0;0;0;MO100596994;609;"Iska Gushilman;Roji Mahroji;Idris Haris;Samsul Lasut;Bahar Fabanyo";Gushilman;Popowia;pisocarpa
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Nuspera.;0.478361;127.93625;Gushilman, I;"Gushilman, I; Rachman, IA; Haris, I  68 ";15;10;2012;Kessler PJA;nan;nan;Botany;L.3967691;nan;0;0;Gushilman;;0;0;0;0;0;0;0;L3967691;68;"Gushilman I; Rachman IA; Haris I";Gushilman;Polyalthia;nan
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Nuspera.;0.478361;127.93625;Gushilman, I;Gushilman 68;15;10;2012;P. Kessler (L);2014-01-01T00:00:00;MO;MO;100532666;nan;0;0;Gushilman;;0;0;0;0;0;0;0;MO100532666;68;"Iska Gushilman;Ismail A. Rachman;Idris Haris";Gushilman;Polyalthia;nan
Mezzettia parviflora Becc.;Mezzettia;ID;Central Halmahera. Weda Bay. Ake Sake, Lajino.;0.488639;127.982;Gushilman, I;"Gushilman, I; Haris, I; Loha, D  78 ";18;10;2012;"Johnson DM; Rachman IA";nan;nan;Botany;L.4308199;parviflora;0;0;Gushilman;;0;0;0;0;0;0;0;L4308199;78;"Gushilman I; Haris I; Loha D";Gushilman;Mezzettia;parviflora
Mezzettia parviflora Becc.;Mezzettia;ID;Central Halmahera. Weda Bay. Ake Sake, Lajino.;0.488639;127.982;Gushilman, I;Gushilman 78;18;10;2012;"I Rachman (BO) 2013; D.M.  Johnson (OWU)";2014-01-01T00:00:00;MO;MO;100534457;parviflora;0;0;Gushilman;;0;0;0;0;0;0;0;MO100534457;78;"Iska Gushilman;Idris Haris;Darius Loha";Gushilman;Mezzettia;parviflora
Alphonsea Hook.f. & Thomson;Alphonsea;ID;Molukken, Ternate, Tidore en Batjan, Saoran Domoet eil. Batjan;-0.562308;127.458716;Haan, GAL de;Haan, GAL de bb 23180 ;24;8;1937;Kessler PJA;1988-07-01T00:00:00;nan;Botany;L  0978664;nan;0;0;Haan;;0;0;0;0;0;0;0;L0978664;23180;Haan GAL de;Haan;Alphonsea;nan
Alphonsea Hook.f. & Thomson;Alphonsea;ID;Molukken, Ternate, Tidore en Batjan, Saoran Domoet eil. Batjan;-0.562308;127.458716;Haan, GAL de;Haan, GAL de bb 23180 ;24;8;1937;Kessler PJA;1988-07-01T00:00:00;nan;Botany;L.1744783;nan;0;0;Haan;;0;0;0;0;0;0;0;L1744783;23180;Haan GAL de;Haan;Alphonsea;nan
Mezzettia parviflora Becc.;Mezzettia;ID;Ternate, Tidore en Batjan, A. Kasina, Eil. Obi;-0.636562;127.371968;Haan, GAL de;Haan, GAL de bb 23803 ;11;11;1937;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L  0979027;parviflora;0;0;Haan;;0;0;0;0;0;0;0;L0979027;23803;Haan GAL de;Haan;Mezzettia;parviflora
Mezzettia parviflora Becc.;Mezzettia;ID;Ternate, Tidore en Batjan, A. Kasina, Eil. Obi;-0.636562;127.371968;Haan, GAL de;Haan, GAL de bb 23803 ;11;11;1937;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L.1761703;parviflora;0;0;Haan;;0;0;0;0;0;0;0;L1761703;23803;Haan GAL de;Haan;Mezzettia;parviflora
Mezzettia parviflora Becc.;Mezzettia;ID;Archipel. Ind.: Molukken, Tobelo, Baroe, Gng Baroe, Eil. Morotai.;2.333333;128.416667;Haan, GAL de;Haan, GAL de bb 24550 ;24;3;1938;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L  0979318;parviflora;0;0;Haan;;0;0;0;0;0;0;0;L0979318;24550;Haan GAL de;Haan;Mezzettia;parviflora
Mezzettia parviflora Becc.;Mezzettia;ID;Archipel. Ind.: Molukken, Tobelo, Baroe, Gng Baroe, Eil. Morotai.;2.333333;128.416667;Haan, GAL de;Haan, GAL de bb 24550 ;24;3;1938;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L.1761694;parviflora;0;0;Haan;;0;0;0;0;0;0;0;L1761694;24550;Haan GAL de;Haan;Mezzettia;parviflora
Polyalthia Blume;Polyalthia;ID;Molukken, Tobelo, G. Baroe, Eil. Morotai;1.727302;128.008142;Haan, GAL de;Haan, GAL de bb 24616 ;1;4;1938;nan;nan;nan;Botany;L  0979372;nan;0;0;Haan;;0;0;0;0;0;0;0;L0979372;24616;Haan GAL de;Haan;Polyalthia;nan
Polyalthia Blume;Polyalthia;ID;Molukken, Tobelo, G. Baroe, Eil. Morotai;1.727302;128.008142;Haan, GAL de;Haan, GAL de bb 24616 ;1;4;1938;nan;nan;nan;Botany;L.1759876;nan;0;0;Haan;;0;0;0;0;0;0;0;L1759876;24616;Haan GAL de;Haan;Polyalthia;nan
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;[Indonesia,] Moluccas, (Halmahera,) Weda, Tiloppe.;0.214197;127.883058;Haan, GAL de;Haan, GAL de bb 24853 ;17;4;1938;nan;nan;nan;Botany;L  0979777;glauca;0;0;Haan;;0;0;0;0;0;0;0;L0979777;24853;Haan GAL de;Haan;Maasia;glauca
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;[Indonesia,] Moluccas, (Halmahera,) Weda, Tiloppe.;0.214197;127.883058;Haan, GAL de;Haan, GAL de bb 24853 ;17;4;1938;nan;nan;nan;Botany;L.1761268;glauca;0;0;Haan;;0;0;0;0;0;0;0;L1761268;24853;Haan GAL de;Haan;Maasia;glauca
Mezzettia parviflora Becc.;Mezzettia;ID;Aum. Tapanoeli, Angkola en Sipirok, Panobasan;2.85;98.266667;Haan, GAL de;Haan, GAL de bb 26391 ;9;11;1938;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L  0961544;parviflora;0;0;Haan;;0;0;0;0;0;0;0;L0961544;26391;Haan GAL de;Haan;Mezzettia;parviflora
Mezzettia parviflora Becc.;Mezzettia;ID;Aum. Tapanoeli, Angkola en Sipirok, Panobasan;2.85;98.266667;Haan, GAL de;Haan, GAL de bb 26391 ;9;11;1938;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L.1761752;parviflora;0;0;Haan;;0;0;0;0;0;0;0;L1761752;26391;Haan GAL de;Haan;Mezzettia;parviflora
Mezzettia umbellata Becc.;Mezzettia;ID;Archipel. Ind.: Borneo. foot of Mt. Kenepai.;0.7;111.716666;Hallier, JG;Hallier, JG  1624 ;1;1;1893;Kessler PJA;1989-05-01T00:00:00;nan;Botany;L  0770365;umbellata;0;0;Hallier;;0;0;0;0;0;0;0;L0770365;1624;Hallier JG;Hallier;Mezzettia;umbellata
Mezzettia umbellata Becc.;Mezzettia;ID;Archipel. Ind.: Borneo. foot of Mt. Kenepai.;0.7;111.716666;Hallier, JG;Hallier, JG  1624 ;1;1;1893;Kessler PJA;1989-05-01T00:00:00;nan;Botany;L.1761665;umbellata;0;0;Hallier;;0;0;0;0;0;0;0;L1761665;1624;Hallier JG;Hallier;Mezzettia;umbellata
Polyalthia cauliflora var. beccarii (King) J.Sinclair;Polyalthia;ID;Archipel. Ind.: Borneo. Mt. Kenepai.;0.7;111.716666;Hallier, JG;Hallier, JG  1772 ;1;1;1893;Steenis CGGJ van;1935-10-01T00:00:00;nan;Botany;L.1758121;cauliflora;0;0;Hallier;;0;0;0;0;0;0;0;L1758121;1772;Hallier JG;Hallier;Polyalthia;cauliflora
Polyalthia cauliflora var. beccarii (King) J.Sinclair;Polyalthia;ID;Archipel. Ind.: Borneo. Mt. Kenepai.;0.7;111.716666;Hallier, JG;Hallier, JG  1772 ;1;1;1893;Steenis CGGJ van;1935-10-01T00:00:00;nan;Botany;L  0803163;cauliflora;0;0;Hallier;;0;0;0;0;0;0;0;L0803163;1772;Hallier JG;Hallier;Polyalthia;cauliflora
Popowia hirta Miq.;Popowia;ID;"Archipel. Ind.: Borneo; Liang gagang.";-3.533333;114.716667;Hallier, JG;Hallier, JG  2917 ;1;1;1893;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759543;hirta;0;0;Hallier;;0;0;0;0;0;0;0;L1759543;2917;Hallier JG;Hallier;Popowia;hirta
Popowia hirta Miq.;Popowia;ID;"Archipel. Ind.: Borneo; Liang gagang.";-3.533333;114.716667;Hallier, JG;Hallier, JG  2917 ;1;1;1893;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L  0803064;hirta;0;0;Hallier;;0;0;0;0;0;0;0;L0803064;2917;Hallier JG;Hallier;Popowia;hirta
Trivalvaria macrophylla (Blume) Miq.;Trivalvaria;ID;Archipel. Ind. Borneo, P. Lemoekoeka.;0.75;108.716667;Hallier, JG;Hallier, JG  344 ;1;1;1893;Heusden ECH van;nan;nan;Botany;L.1770092;macrophylla;0;0;Hallier;;0;0;0;0;0;0;0;L1770092;344;Hallier JG;Hallier;Trivalvaria;macrophylla
Trivalvaria macrophylla (Blume) Miq.;Trivalvaria;ID;Archipel. Ind. Borneo, P. Lemoekoeka.;0.75;108.716667;Hallier, JG;Hallier, JG  344 ;1;1;1893;Heusden ECH van;nan;nan;Botany;L.1770093;macrophylla;0;0;Hallier;;0;0;0;0;0;0;0;L1770093;344;Hallier JG;Hallier;Trivalvaria;macrophylla
Mitrella kentii (Blume) Miq.;Mitrella;ID;Archipel. Ind. Java bij Buitenzorg. Tjapoes.;-6.382072;106.810372;Hallier, JG;Hallier, JG  s.n. ;22;4;1896;Beumée JGB;nan;nan;Botany;L.1761788;kentii;0;0;Hallier;;0;0;0;0;0;0;0;L1761788;nan;Hallier JG;Hallier;Mitrella;kentii
Annona reticulata L.;Mitrella;ID;Java, Batavia;-6.382072;106.810372;Hallier, JG;Hallier, JG  s.n. ;16;8;1896;Boerlage JG;nan;nan;Botany;L.1755250;kentii;0;0;Hallier;;0;0;0;0;0;0;0;L1755250;nan;Hallier JG;Hallier;Annona;reticulata
