scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check
Popowia Endl.;Popowia;ID;Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Ecological Plot 5 near Kuala Kencana.;-4.4;136.833333;Johns RJ;"Johns, RJ; Puradyatmika, P; Sadili, A  8760 ";14;1;1998;<NA>;<NA>;<NA>;Botany;L.3728205;0;0;0;Johns;;0;;;;0;0;0;L3728205;8760;;"Johns RJ; Puradyatmika P; Sadili A";<NA>;<NA>
Polyalthia forbesii F.Muell. ex Diels;Hubera;ID;Netherlands New Guinea, Kebar valley, c. 100km W of Manokwari;-0.8474;133.1457;Royen P van;Royen, P van  3822 ;26;10;1954;<NA>;<NA>;<NA>;Botany;L.4300833;0;0;0;Royen;;0;;;;0;0;0;L4300833;3822;forbesii;Royen P van;<NA>;<NA>
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;ID;Bangka, Lobok-besar (SE Bangka);-2.6;106.55;Kostermans AJGH;"Kostermans, AJGH; Anta  418 ";5;9;1949;<NA>;<NA>;<NA>;Botany;L.4293311;0;0;0;Kostermans;;0;;;;0;0;0;L4293311;418;elliptica;"Kostermans AJGH; Anta";<NA>;<NA>
Popowia Endl.;Popowia;ID;"Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT- Freeport Indonesia Concession Area; Kuala Kencana, near Main Freeport Office Buildings 1 and 2.";-4.383333;136.866667;Utteridge TMA;"Utteridge, TMA; Triono, T; Johns, RJ; Kasmin, O  308 ";7;4;2000;<NA>;<NA>;<NA>;Botany;L.3728178;0;0;0;Utteridge;;0;;;;0;0;0;L3728178;308;;"Utteridge TMA; Triono T; Johns RJ; Kasmin O";<NA>;<NA>
Annonaceae;<NA>;ID;Betaua, Tojo UeKuli, Tojo-Una-Una Regency, Central Sulawesi Indonesia.;-1.383333;121.14825;Pitopang R;Pitopang, R  2007 ;11;5;2007;<NA>;<NA>;<NA>;Botany;L.3724718;0;0;0;Pitopang;;0;;;;0;0;0;L3724718;2007;;Pitopang R;<NA>;<NA>
Disepalum platipetalum Merr.;Disepalum;ID;"Kecamatan Batangtoru, Kabupaten Tapanuli Selatan; Gerhana.";1.549722;99.0725;Takeuchi WN;"Takeuchi, WN; Efendi, Z; Junaidi, D  18733 ";21;3;2004;<NA>;<NA>;<NA>;Botany;L.3724695;0;0;0;Takeuchi;;0;;;;0;0;0;L3724695;18733;platipetalum;"Takeuchi WN; Efendi Z; Junaidi D";<NA>;<NA>
Maasia Mols, Kessler & Rogstad;Maasia;ID;Mt Watuwila, Distr. Kolaka. SE Sulawesi Province. Upper Silui & Poraboa villages.;-3.765833;121.551217;Wiriadinata H;Wiriadinata, H  13352 ;16;5;2008;<NA>;<NA>;<NA>;Botany;L.3724581;0;0;0;Wiriadinata;;0;;;;0;0;0;L3724581;13352;;Wiriadinata H;<NA>;<NA>
Friesodielsia Steenis;Friesodielsia;ID;N Moluccas, Obi Isl., Anggai, Gunung Batu Putih;-1.390365;127.734333;Vogel EF de;Vogel, EF de  4167 ;19;11;1974;<NA>;<NA>;<NA>;Botany;L.4345961;0;0;0;Vogel;;0;;;;0;0;0;L4345961;4167;;Vogel EF de;<NA>;<NA>
Popowia hirta Miq.;Popowia;ID;<NA>;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z W 326 ";27;8;1990;<NA>;<NA>;<NA>;Botany;L.4293415;0;0;0;Ambriansyah;;0;;;;0;0;0;L4293415;326;hirta;"Ambriansyah; Arifin Z";<NA>;<NA>
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Aya matot.";-1.233333;132.2;NT;NT  10479 ;1;1;1995;<NA>;<NA>;<NA>;Botany;L.3728803;0;0;0;NT;;0;;;;0;0;0;L3728803;10479;;NT;<NA>;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, near Gunung Lumut, 475 m alt.;-1.44215;115.991917;Slik JWF;Slik, JWF LU- 254 ;13;11;2005;<NA>;<NA>;<NA>;Botany;L.3728362;0;0;0;Slik;;0;;;;0;0;0;L3728362;254;pisocarpa;Slik JWF;<NA>;<NA>
Orophea trigyna Miq.;Orophea;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, Rantau Layung.;-1.616667;115.966667;Sidiyasa K;"Sidiyasa, K; et al.  3624 ";1;12;2005;<NA>;<NA>;<NA>;Botany;L.3728278;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728278;3624;trigyna;"Sidiyasa K; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,W of Ayawasi. Plot 3-B4. Alt. 450m. Primary forest.;-1.233333;132.2;NT;NT  12012 ;11;12;1995;<NA>;<NA>;<NA>;Botany;L.3724917;0;0;0;NT;;0;;;;0;0;0;L3724917;12012;;NT;<NA>;<NA>
Marsypopetalum Scheff.;Marsypopetalum;ID;Gunung Meratus PT. ITCI Balikpapan seberang.;-1.816667;115.733333;Ambriansyah;Ambriansyah AA 2510 ;1;3;2002;<NA>;<NA>;<NA>;Botany;L.3724681;0;0;0;Ambriansyah;;0;;;;0;0;0;L3724681;2510;;Ambriansyah;<NA>;<NA>
Orophea Blume;Orophea;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, southern slope of Mount Lumut.;-1.416667;115.983333;Sidiyasa K;"Sidiyasa, K; et al.  3561 ";24;11;2005;<NA>;<NA>;<NA>;Botany;L.3728237;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728237;3561;;"Sidiyasa K; et al.";<NA>;<NA>
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road between Camp at Mile 38 and bridge over the Otomona River.;-4.416667;136.916667;Puradyatmika P;"Puradyatmika, P; Tekege, D; Mirapuru, M  10378 ";16;11;1998;<NA>;<NA>;<NA>;Botany;L.3728215;0;0;0;Puradyatmika;;0;;;;0;0;0;L3728215;10378;;"Puradyatmika P; Tekege D; Mirapuru M";<NA>;<NA>
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;Archipel Ind., Bangka, prope Blienjoe;-2.25;106.0;Teijsmann JE;Teijsmann, JE  s.n. ;;;;<NA>;<NA>;<NA>;Botany;U.1062663;0;0;0;Teijsmann;;0;;;;0;0;0;U1062663;nan;suaveolens;Teijsmann JE;<NA>;<NA>
Mitrephora simeuluensis Weeras. & R.M.K.Saunders;Mitrephora;ID;<NA>;2.58;96.08;Achmad;Achmad  1298 ;9;8;1919;<NA>;<NA>;<NA>;Botany;U.1073735;0;0;0;Achmad;;0;;;;0;0;0;U1073735;1298;simeuluensis;Achmad;<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Java, Weltevreden;-6.1763;106.8144;Backer CA;Backer, CA  s.n. ;1;10;1904;<NA>;<NA>;<NA>;Botany;U.1062889;0;0;0;Backer;;0;;;;0;0;0;U1062889;nan;odorata;Backer CA;<NA>;<NA>
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Km 3 to Bukit Limber. Weda Bay.;0.488167;128.027861;Mahroji R;"Mahroji, R; Fabanyo, B; Soleman, M  95 ";1;11;2012;"Johnson DM; Kessler PJA";<NA>;<NA>;Botany;L.3967702;0;0;0;Mahroji;;0;;;;0;0;0;L3967702;95;;"Mahroji R; Fabanyo B; Soleman M";"Johnson DM; Kessler PJA";"Johnson DM; Kessler PJA"
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;Oransbari.;-1.3442;134.2587;Unknown;Unknown  s.n. ;;;;<NA>;<NA>;<NA>;Botany;L.4364964;0;0;0;Unknown;;0;;;;0;0;0;L4364964;nan;;Unknown;<NA>;<NA>
Xylopia L.;Xylopia;ID;East Halmahera. Kao Rahai. Camp Central 7. Weda Bay.;0.691194;128.001917;Mahroji R;"Mahroji, R; Haris, I; Loha, D  388 ";17;11;2013;Arias Guerrero S;<NA>;<NA>;Botany;L.3967675;0;0;0;Mahroji;;0;;;;0;0;0;L3967675;388;;"Mahroji R; Haris I; Loha D";Arias Guerrero S; S
Goniothalamus rufus Miq.;Goniothalamus;ID;Jaro Dam, 10 km NE of Muara Uya, Kalimantan Selatan.;-1.833333;115.666667;Kuswata Kartawinata E;Kuswata Kartawinata, E  814 ;15;11;1971;<NA>;2001-03-01T00:00:00;<NA>;Botany;L.3965876;0;0;0;Kuswata;;0;1;3;2001;0;0;0;L3965876;814;rufus;Kuswata Kartawinata E;<NA>;<NA>
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Balikpapan Kenangan ITCI, Kalimantan Timur.;-1.25;116.75;Unknown;Unknown TFB 1616 ;1;6;1980;<NA>;<NA>;<NA>;Botany;L.3965436;0;0;0;Unknown;;0;;;;0;0;0;L3965436;1616;macrophyllus;Unknown;<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"uPPER kATINGAN rIVER, C. 50-100 KM wnw OF tUMBANG sAMBA. Logging concession; Central Base Camp at c. 50 km W of Batu Badinding.";-1.25;112.666667;Mogea JP;"Mogea, JP; Wilde, WJJO de  4207 ";19;12;1982;<NA>;<NA>;<NA>;Botany;L.3965478;0;0;0;Mogea;;0;;;;0;0;0;L3965478;4207;;"Mogea JP; Wilde WJJO de";<NA>;<NA>
Friesodielsia hirta (Miq.) Steenis;Friesodielsia;ID;Halmahera, Moluccas.;0.73558;127.951495;Vriese WH de;"Vriese, WH de; Teijsmann, JE  s.n. ";;;;<NA>;<NA>;<NA>;Botany;L.4345982;0;0;0;Vriese;;0;;;;0;0;0;L4345982;nan;hirta;"Vriese WH de; Teijsmann JE";<NA>;<NA>
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;SE West Irian, Jaat;-5.89791;140.99564;Reksodihardjo S;Reksodihardjo, S  482 ;12;6;1967;<NA>;<NA>;<NA>;Botany;L.4301754;0;0;0;Reksodihardjo;;0;;;;0;0;0;L4301754;482;fusca;Reksodihardjo S;<NA>;<NA>
Goniothalamus parallelivenius Ridl.;Goniothalamus;ID;Bukit Raya.;-0.75;112.783333;Nooteboom HP;Nooteboom, HP  4339 ;17;12;1982;<NA>;2013-06-01T00:00:00;<NA>;Botany;L.3966005;0;0;0;Nooteboom;;0;1;6;2013;0;0;0;L3966005;4339;parallelivenius;Nooteboom HP;<NA>;<NA>
Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;ID;East Kalimantan, Berau, Inhutani I area, Labanan, Plot 4.;2.083333;117.283333;Goverse E;"Goverse, E; Adriansyah Berau 490 ";12;3;1997;<NA>;2001-03-01T00:00:00;<NA>;Botany;L.3965918;0;0;0;Goverse;;0;1;3;2001;0;0;0;L3965918;490;malayanus;"Goverse E; Adriansyah";<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"uPPER kATINGAN rIVER, C. 50-100 KM wnw OF tUMBANG sAMBA. Logging concession; Central Base Camp at c. 50 km W of Batu Badinding.";-1.25;112.666667;Mogea JP;"Mogea, JP; Wilde, WJJO de  4207 ";19;12;1982;<NA>;<NA>;<NA>;Botany;L.3965477;0;0;0;Mogea;;0;;;;0;0;0;L3965477;4207;;"Mogea JP; Wilde WJJO de";<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;West Sumatra: Batang Anai, Salibutan, c. 30km north of Padang, a branch of Sg. (River) Salibutan, Sg. Lubuk Ukan.;-0.083333;100.283333;Okada H;"Okada, H; et al.  5582 ";20;2;1993;<NA>;<NA>;<NA>;Botany;L.3965530;0;0;0;Okada;;0;;;;0;0;0;L3965530;5582;;"Okada H; et al.";<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;-0.5;117.333333;Leighton M;Leighton, M  674 ;28;6;1979;<NA>;<NA>;<NA>;Botany;L.3965347;0;0;0;Leighton;;0;;;;0;0;0;L3965347;674;;Leighton M;<NA>;<NA>
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Indonesia, Java, Kebun Raya Bogor.;-6.583333;106.783333;Mols JB;Mols, JB  12 ;4;9;2001;<NA>;<NA>;<NA>;Botany;L.4293458;0;0;0;Mols;;0;;;;0;0;0;L4293458;12;horsfieldii;Mols JB;<NA>;<NA>
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;Indonesia. N. Sumatra, Serdang, Limau Mungkur.;3.03806;99.0554;Lörzing JA;Lörzing, JA  11332 ;12;2;1925;<NA>;<NA>;<NA>;Botany;L.4293421;0;0;0;L;;0;;;;0;0;0;L4293421;11332;burahol;Lörzing JA;<NA>;<NA>
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Takoka.;-7.05;106.983333;Koorders SH;Koorders, SH  39500 ;16;3;1902;<NA>;2011-11-01T00:00:00;<NA>;Botany;L.3965415;0;0;0;Koorders;;0;1;11;2011;0;0;0;L3965415;39500;macrophyllus;Koorders SH;<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Along Sungai Landak. Serimbu -water fall. Plot: S-2.;0.733333;110.066666;Noma N;Noma, N K 3482 ;16;11;1992;<NA>;<NA>;<NA>;Botany;L.3965382;0;0;0;Noma;;0;;;;0;0;0;L3965382;3482;;Noma N;<NA>;<NA>
Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Tuin te Buitenzorg.;-6.5897;106.7913;Durand EM;Durand, EM  83 ;15;7;1907;<NA>;<NA>;<NA>;Botany;L.4268363;0;0;0;Durand;;0;;;;0;0;0;L4268363;83;dasymaschalum;Durand EM;<NA>;<NA>
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Aya matot.";-1.233333;132.2;NT;NT  10431 ;1;1;1995;<NA>;<NA>;<NA>;Botany;L.3728804;0;0;0;NT;;0;;;;0;0;0;L3728804;10431;;NT;<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;East Kalimantan, Sungai Wain Protected area, Km.15 Balikpapan- Samarinda.;-1.133333;116.833333;Sidiyasa K;"Sidiyasa, K; et al.  2847 ";31;10;2003;<NA>;<NA>;<NA>;Botany;L.3728341;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728341;2847;;"Sidiyasa K; et al.";<NA>;<NA>
Orophea Blume;Orophea;ID;East Kalimantan, Paser Distric, Gunung Lumut Protection Forest, Rantau Layung, around Perayan River.;-1.616667;115.983333;Sidiyasa K;"Sidiyasa, K; et al.  3586 ";28;11;2005;<NA>;<NA>;<NA>;Botany;L.3728257;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728257;3586;;"Sidiyasa K; et al.";<NA>;<NA>
Uvaria L.;Uvaria;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, Rantau Layung.;-1.616667;115.966667;Sidiyasa K;"Sidiyasa, K; et al.  3618 ";1;12;2005;<NA>;<NA>;<NA>;Botany;L.3728242;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728242;3618;;"Sidiyasa K; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,Sourroundings of Ayawasi. Alt. c. 450m. Old secondary forest.;-1.233333;132.2;Avé W;Avé, W  4540 ;22;7;1996;<NA>;<NA>;<NA>;Botany;L.3724918;0;0;0;Av;;0;;;;0;0;0;L3724918;4540;;Avé W;<NA>;<NA>
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;Sungai Wain Protected area, near camp Sinaga, km 15 Balikpapan - Samarinda.;-1.1;116.816667;Sidiyasa K;"Sidiyasa, K; et al.  2944 ";6;11;2003;<NA>;<NA>;<NA>;Botany;L.3724697;0;0;0;Sidiyasa;;0;;;;0;0;0;L3724697;2944;manubriatum;"Sidiyasa K; et al.";<NA>;<NA>
Miliusa macropoda Miq.;Miliusa;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, southern slope of Mount Lumut.;-1.416667;115.983333;Sidiyasa K;"Sidiyasa, K; et al.  3568 ";24;11;2005;<NA>;<NA>;<NA>;Botany;L.3728301;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728301;3568;macropoda;"Sidiyasa K; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Golf Course-undisturbed rain forest surrounding the course.;-4.4;136.866667;Johns RJ;"Johns, RJ; et al.  9837 ";12;3;1999;<NA>;<NA>;<NA>;Botany;L.3728217;0;0;0;Johns;;0;;;;0;0;0;L3728217;9837;;"Johns RJ; et al.";<NA>;<NA>
Miliusa macropoda Miq.;Miliusa;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, southern slope of Mount Lumut.;-1.416667;115.983333;Sidiyasa K;"Sidiyasa, K; et al.  3568 ";24;11;2005;<NA>;<NA>;<NA>;Botany;L.3728289;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728289;3568;macropoda;"Sidiyasa K; et al.";<NA>;<NA>
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;East Kalimantan, Paser Distric, Gunung Lumut Protection Forest, off Km 56 road to Mului Village.;-1.45;115.983333;Sidiyasa K;"Sidiyasa, K; et al.  3385 ";14;11;2005;<NA>;<NA>;<NA>;Botany;L.3728252;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728252;3385;;"Sidiyasa K; et al.";<NA>;<NA>
Mitrella Miq.;Mitrella;ID;The Bird's Head Peninsula,Irian Jaya,Sourroundings of Ayawasi. Alt. c. 450m. Primary sandy forest.;-1.233333;132.2;Avé W;Avé, W  4068 ;9;9;1995;<NA>;<NA>;<NA>;Botany;L.3724928;0;0;0;Av;;0;;;;0;0;0;L3724928;4068;;Avé W;<NA>;<NA>
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,W of Ayawasi. Plot 3-B2. Alt. 450m. Primary forest.;-1.233333;132.2;NT;NT  10233 ;1;1;1995;<NA>;<NA>;<NA>;Botany;L.3724913;0;0;0;NT;;0;;;;0;0;0;L3724913;10233;;NT;<NA>;<NA>
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Wanariset research area, near the Orangutan Klinic.;-0.983333;116.933333;Arbainsyah;"Arbainsyah; et al. AA 3052 ";16;1;2003;<NA>;<NA>;<NA>;Botany;L.3724708;0;0;0;Arbainsyah;;0;;;;0;0;0;L3724708;3052;rumphii;"Arbainsyah; et al.";<NA>;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Indonesia, South Sulawesi, Kabupaten, Luwu Timur, Soroako, ROad side toward to Bahodopi, Nickel Mining Area of PT INCO.;-2.55125;121.612444;Tjoa A;"Tjoa, A; Pitopang, R; Balgooy, MMJ van  48 ";9;12;2008;<NA>;<NA>;<NA>;Botany;L.3724609;0;0;0;Tjoa;;0;;;;0;0;0;L3724609;48;pisocarpa;"Tjoa A; Pitopang R; Balgooy MMJ van";<NA>;<NA>
Melodorum bancanum Scheff.;Fissistigma;ID;Bangka;-2.25;106.0;Teijsmann JE;Teijsmann, JE  s.n. ;;;;<NA>;<NA>;<NA>;Botany;L.3728084;0;0;0;Teijsmann;;0;;;;0;0;0;L3728084;nan;manubriatum;Teijsmann JE;<NA>;<NA>
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Tondo Tau, Tojo District, Tojo-Una-Una Regency, Central Sulawesi Indonesia.;-1.340111;121.287806;Pitopang R;Pitopang, R  2001 ;10;5;2007;<NA>;<NA>;<NA>;Botany;L.3728332;0;0;0;Pitopang;;0;;;;0;0;0;L3728332;2001;lateriflora;Pitopang R;<NA>;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, Rantau Layung between Perayan and Seranum River.;-1.6;115.983333;Sidiyasa K;"Sidiyasa, K; et al.  3635 ";1;12;2005;<NA>;<NA>;<NA>;Botany;L.3728248;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728248;3635;pisocarpa;"Sidiyasa K; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Golf Course- undisturbed rain forest surrounding the course.;-4.4;136.866667;Johns RJ;"Johns, RJ; et al.  9853 ";12;3;1999;<NA>;<NA>;<NA>;Botany;L.3728211;0;0;0;Johns;;0;;;;0;0;0;L3728211;9853;;"Johns RJ; et al.";<NA>;<NA>
Xylopia L.;Xylopia;ID;Plants of the Bird's Head Peninsula, Irian Jaya. W of Ayawasi, near Kia.;-1.233333;132.2;NT;NT  10069 ;1;1;1995;<NA>;<NA>;<NA>;Botany;L.3728797;0;0;0;NT;;0;;;;0;0;0;L3728797;10069;;NT;<NA>;<NA>
Uvaria L.;Uvaria;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, Rantau Layung.;-1.616667;115.966667;Sidiyasa K;"Sidiyasa, K; et al.  3618 ";1;12;2005;<NA>;<NA>;<NA>;Botany;L.3728243;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728243;3618;;"Sidiyasa K; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,Sourroundings of Ayawasi. Alt. c. 450m. Primary forest.;-1.233333;132.2;Avé W;Avé, W  4410 ;1;5;1996;<NA>;<NA>;<NA>;Botany;L.3724919;0;0;0;Av;;0;;;;0;0;0;L3724919;4410;;Avé W;<NA>;<NA>
Xylopia L.;Xylopia;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. SE of Ayawasi; Ara mawus.";-1.233333;132.2;NT;NT  10292 ;1;1;1995;<NA>;<NA>;<NA>;Botany;L.3728809;0;0;0;NT;;0;;;;0;0;0;L3728809;10292;;NT;<NA>;<NA>
Mezzettia parviflora Becc.;Mezzettia;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, Mului off Km 61 road to Mului Village.;-1.45;115.983333;Sidiyasa K;"Sidiyasa, K; et al.  3477 ";18;11;2005;<NA>;<NA>;<NA>;Botany;L.3728300;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728300;3477;parviflora;"Sidiyasa K; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Above Otomona River on Main Road near Mile 50.;-4.283333;137.0;Utteridge TMA;"Utteridge, TMA; Triono, T; Johns, RJ; Kasmin, O  330 ";12;4;2000;<NA>;<NA>;<NA>;Botany;L.3728216;0;0;0;Utteridge;;0;;;;0;0;0;L3728216;330;;"Utteridge TMA; Triono T; Johns RJ; Kasmin O";<NA>;<NA>
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, southern slope of Mount Lumut.;-1.416667;115.983333;Sidiyasa K;"Sidiyasa, K; et al.  3557 ";23;11;2005;<NA>;<NA>;<NA>;Botany;L.3728283;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728283;3557;virgata;"Sidiyasa K; et al.";<NA>;<NA>
Monocarpia kalimantanensis Kessler;Monocarpia;ID;East Kalimantan, Sungai Wain Protected area, Km 15 Balikpapan - Samarinda.;-1.083333;116.816667;Sidiyasa K;"Sidiyasa, K; et al.  2930 ";5;11;2003;<NA>;<NA>;<NA>;Botany;L.3724724;0;0;0;Sidiyasa;;0;;;;0;0;0;L3724724;2930;kalimantanensis;"Sidiyasa K; et al.";<NA>;<NA>
Orophea trigyna Miq.;Orophea;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, Rantau Layung.;-1.616667;115.966667;Sidiyasa K;"Sidiyasa, K; et al.  3624 ";1;12;2005;<NA>;<NA>;<NA>;Botany;L.3728288;0;0;0;Sidiyasa;;0;;;;0;0;0;L3728288;3624;trigyna;"Sidiyasa K; et al.";<NA>;<NA>
Artabotrys R.Br.;Artabotrys;ID;East Kalimantan, Wartono Kadri, km 3.5 along Samboja-Semoi road.;-0.986083;116.942533;Bernard C;"Bernard, C; Beek, M van; Bremen, F  1 ";7;3;2005;<NA>;<NA>;<NA>;Botany;L.3728273;0;0;0;Bernard;;0;;;;0;0;0;L3728273;1;;"Bernard C; Beek M van; Bremen F";<NA>;<NA>
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,W of Ayawasi. Plot 3-B2. Alt. 450m. Primary forest.;-1.233333;132.2;NT;NT  10233 ;1;1;1995;<NA>;<NA>;<NA>;Botany;L.3724912;0;0;0;NT;;0;;;;0;0;0;L3724912;10233;;NT;<NA>;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Indonesia, South Sulawesi, Kabupaten, Luwu Timur, Soroako, ROad side toward to Bahodopi, Nickel Mining Area of PT INCO.;-2.55125;121.612444;Tjoa A;"Tjoa, A; Pitopang, R; Balgooy, MMJ van  48 ";9;12;2008;<NA>;<NA>;<NA>;Botany;L.3724608;0;0;0;Tjoa;;0;;;;0;0;0;L3724608;48;pisocarpa;"Tjoa A; Pitopang R; Balgooy MMJ van";<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Manokwari Province. Wariori River flood plain.;-1.133333;134.916667;Johns RJ;Johns, RJ  8209 ;23;3;1994;<NA>;<NA>;<NA>;Botany;L.3965506;0;0;0;Johns;;0;;;;0;0;0;L3965506;8209;;Johns RJ;<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"Central East Borneo, W. Koetai; nr. 45, Kombeng";0.0;116.5;Endert FH;Endert, FH  5253 ;24;11;1925;<NA>;<NA>;<NA>;Botany;L.3965498;0;0;0;Endert;;0;;;;0;0;0;L3965498;5253;;Endert FH;<NA>;<NA>
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.658556;127.973806;Merello MC;"Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B  3510 ";7;12;2012;"Johnson DM; Rachman IA";<NA>;<NA>;Botany;L.3967703;0;0;0;Merello;;0;;;;0;0;0;L3967703;3510;;"Merello MC; Gushilman I; Haris I; Loha D; Eser B";"Johnson DM; Rachman IA";"Johnson DM; Rachman IA"
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.665556;127.973111;Bangun TJF;"Bangun, TJF; Andriamahefarivo, LD; Razakamalala, R; Lasut, SA; Yani, A  257 ";6;12;2012;"Johnson DM; Rachman IA";<NA>;<NA>;Botany;L.3967680;0;0;0;Bangun;;0;;;;0;0;0;L3967680;257;;"Bangun TJF; Andriamahefarivo LD; Razakamalala R; Lasut SA; Yani A";"Johnson DM; Rachman IA";"Johnson DM; Rachman IA"
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Indonesia, Aru Archipelago, Kobroor Kwalay Daretur, 4 km upstream from Jirlay.;-6.1426;134.5262;Nooteboom HP;Nooteboom, HP  5848 ;23;10;1994;<NA>;<NA>;<NA>;Botany;L.3965510;0;0;0;Nooteboom;;0;;;;0;0;0;L3965510;5848;;Nooteboom HP;<NA>;<NA>
