scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;East Kalimantan, Berau, Inhutanai I area, road to Tanjung Redeb. 3 km from Labanan ( base camp Inhutani I).;2.083333;117.283333;Kessler PJA;"Kessler, PJA; et al. Berau 325 ";18;2;1997;<NA>;<NA>;<NA>;Botany;L.1756947;0;0;0;Kessler;;0;;;;0;0;0;L1756947;325;sumatrana;"Kessler PJA; et al.";<NA>;<NA>
Friesodielsia bakeri (Merr.) Steenis;Friesodielsia;ID;Nunukan, N of Tarakan, East Borneo, near S. Binusan;4.083333;117.666666;Meijer W;Meijer, W  2439 ;6;12;1953;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1754988;0;0;0;Meijer;;0;;;;0;0;0;L1754988;2439;bakeri;Meijer W;"Setten AK van; Heusden ECH van";"Setten AK van; Heusden ECH van"
Annona reticulata L.;Annona;ID;Java, Bandoeng.;-6.912778;107.620556;Popta SM;Popta, SM 441 70 ;30;6;1948;<NA>;<NA>;<NA>;Botany;L.1755226;0;0;0;Popta;;0;;;;0;0;0;L1755226;441;reticulata;Popta SM;<NA>;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Java, Banjoemas, Noesa Kembangan;-6.199444;106.796111;Koorders SH;Koorders, SH  617 ;8;12;1891;<NA>;<NA>;<NA>;Botany;L.1755632;0;0;0;Koorders;;0;;;;0;0;0;L1755632;617;sumatranus;Koorders SH;<NA>;<NA>
Fissistigma Griff.;Fissistigma;ID;Forest at base of Mt. Nantigo near Mt. Sago.;-3.1167;101.95;Meijer W;Meijer, W  5992 ;17;7;1957;<NA>;<NA>;<NA>;Botany;L.1754617;0;0;0;Meijer;;0;;;;0;0;0;L1754617;5992;;Meijer W;<NA>;<NA>
Annona montana Macfad.;Annona;ID;Kebun raja, Bogor.;-6.583333;106.783333;Bogor Botanical Garden;"Bogor Botanical Garden; Heel, WA van XX.D. 50 ";1;5;1969;<NA>;<NA>;<NA>;Botany;L.1755341;0;0;0;Bogor;;0;;;;0;0;0;L1755341;50;montana;"Bogor Botanical Garden; Heel WA van";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;"Kebar Valley; Div. West Nw. Guinea";-0.8474;133.1457;Schram FAW;Schram, FAW BW(Ind.) 7867 ;4;11;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753949;0;0;0;Schram;;0;;;;0;0;0;L1753949;7867;odorata;Schram FAW;"Versteegh C; Kalkman C"; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Borneo. Soengai Sambas.;1.383333;109.25;Hallier JG;Hallier, JG  1030 ;1;1;1893;Beumée JGB;<NA>;<NA>;Botany;L.1753716;0;0;0;Hallier;;0;;;;0;0;0;L1753716;1030;odorata;Hallier JG;Beumée JGB;Beumée JGB
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;Borneo, Bukit Raya;-0.666666;112.683333;Nooteboom HP;Nooteboom, HP  4058 ;26;11;1982;<NA>;<NA>;<NA>;Botany;L.1756839;0;0;0;Nooteboom;;0;;;;0;0;0;L1756839;4058;sumatrana;Nooteboom HP;<NA>;<NA>
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Sumatra, Tandjong Ning;-3.25;103.03;Forbes HO;Forbes, HO  2827 ;1;1;1881;Bakhuizen van den Brink Sr RC;1954-11-01T00:00:00;<NA>;Botany;L.1754566;0;0;0;Forbes;;0;1;11;1954;0;0;0;L1754566;2827;latifolium;Forbes HO;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr RC
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;Sumatra, Ketahun River, Kec. Ketahun, Bengkulu;-3.8;102.266667;Afriastini JJ;Afriastini, JJ  2608 ;10;10;1993;<NA>;<NA>;<NA>;Botany;L.1756741;0;0;0;Afriastini;;0;;;;0;0;0;L1756741;2608;sumatrana;Afriastini JJ;<NA>;<NA>
Cyathocalyx pahangensis (M.R.Hend.) J.Sinclair;Drepananthus;ID;W. Irian. Dozai, E. of Sukarnapura (Hollandia);-2.519316;140.370408;Kostermans AJGH;"Kostermans, AJGH; Soegeng-Reksodihardjo, W  212 ";6;8;1966;<NA>;<NA>;<NA>;Botany;L.1755750;0;0;0;Kostermans;;0;;;;0;0;0;L1755750;212;pahangensis;"Kostermans AJGH; Soegeng-Reksodihardjo W";<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;"Indonesia, Borneo, Central Kalimantan. On path to plot 8. Sangai, S. Mentaya, Kab. Kotawaringin Timur.1.29 S; 112.31 E; 50 m. alt.";-1.483333;112.516667;Latupeirissa ER;Latupeirissa, ER  95002 ;21;2;1995;<NA>;<NA>;<NA>;Botany;L.1756555;0;0;0;Latupeirissa;;0;;;;0;0;0;L1756555;95002;sumatrana;Latupeirissa ER;<NA>;<NA>
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;E Kalimantan, Telik Kaba, N of Samarinda;-0.5;117.15;Reksodihardjo S;Reksodihardjo, S  90 ;26;5;1970;<NA>;<NA>;<NA>;Botany;L.1754355;0;0;0;Reksodihardjo;;0;;;;0;0;0;L1754355;90;manubriatum;Reksodihardjo S;<NA>;<NA>
Annona reticulata L.;Annona;ID;Cultivirt in Java: in Buitenzorg.;-6.5897;106.7913;Weigel CE von;Weigel, CE von  76 ;1;12;1893;<NA>;<NA>;<NA>;Botany;L.1755221;0;0;0;Weigel;;0;;;;0;0;0;L1755221;76;reticulata;Weigel CE von;<NA>;<NA>
Cyathocalyx zeylanicus Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;Cult. in Hort. Bog.;-6.5897;106.7913;Bogor Botanical Garden;Bogor Botanical Garden X.F. 9 a;1;6;1953;<NA>;<NA>;<NA>;Botany;L.1756194;0;0;0;Bogor;a;0;;;;0;0;0;L1756194;9;zeylanicus;Bogor Botanical Garden;<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;"Indonesia, Sulawesi Utara; 220 km W of Manado; 50 km inland from Pangi, on tributary of Sungai Ilanga0.41N; 123.40E";0.683333;123.666667;Burley JS;"Burley, JS; et al.  3801 ";11;3;1990;<NA>;<NA>;<NA>;Botany;L.1753647;0;0;0;Burley;;0;;;;0;0;0;L1753647;3801;odorata;"Burley JS; et al.";<NA>;<NA>
Annona muricata L.;Annona;ID;Java, Boeahbatoe.;-6.957778;107.612778;Popta SM;Popta, SM 640 139 ;14;11;1948;<NA>;<NA>;<NA>;Botany;L.1755317;0;0;0;Popta;;0;;;;0;0;0;L1755317;640;muricata;Popta SM;<NA>;<NA>
Friesodielsia cuneiformis (Blume) Steenis;Friesodielsia;ID;Java, Tjidadap, Tjibeber;-7.0274;106.5509;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  1784 ;28;12;1916;<NA>;<NA>;<NA>;Botany;L.1754838;0;0;0;Bakhuizen;;0;;;;0;0;0;L1754838;1784;cuneiformis;Bakhuizen van den Brink Sr RC;<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebun raja, Bogor.;-6.583333;106.783333;Bogor Botanical Garden;"Bogor Botanical Garden; Heel, WA van XX.D. 85 ";1;5;1969;<NA>;<NA>;<NA>;Botany;L.1753837;0;0;0;Bogor;;0;;;;0;0;0;L1753837;85;odorata;"Bogor Botanical Garden; Heel WA van";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;"Nw. Guinea; sub.distr. Manokwari Nat. Vogelkop; Warsui near Ransiki.";-1.133333;134.916667;Kostermans AJGH;Kostermans, AJGH  2932 ;17;7;1948;<NA>;<NA>;<NA>;Botany;L.1753577;0;0;0;Kostermans;;0;;;;0;0;0;L1753577;2932;odorata;Kostermans AJGH;<NA>;<NA>
Annona muricata L.;Annona;ID;West Java, Bogor.;-6.5897;106.7913;Bogor Botanical Garden;"Bogor Botanical Garden; Djoemadi, ND XX.D. 72 a";24;8;1960;<NA>;<NA>;<NA>;Botany;L.1755302;0;0;0;Bogor;a;0;;;;0;0;0;L1755302;72;muricata;"Bogor Botanical Garden; Djoemadi ND";<NA>;<NA>
Annona squamosa L.;Annona;ID;Sumatra, Palembang;-2.916667;104.75;Praetorius CFE;Praetorius, CFE  s.n. ;;;;<NA>;<NA>;<NA>;Botany;L.1755166;0;0;0;Praetorius;;0;;;;0;0;0;L1755166;nan;squamosa;Praetorius CFE;<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sidei, N.N.G., Manokwari.;-1.133333;134.916667;Schram FAW;Schram, FAW BW(Ind.) 1724 ;3;3;1955;<NA>;<NA>;<NA>;Botany;L.1753918;0;0;0;Schram;;0;;;;0;0;0;L1753918;1724;odorata;Schram FAW;<NA>;<NA>
Cyathocalyx petiolatus Diels;Drepananthus;ID;Beriat (ca 12 km south of Teminaboean) Division W.N. Guinea.;-1.50255;132.00588;Versteegh C;Versteegh, C BW(Ind.) 4944 ;27;4;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1755567;0;0;0;Versteegh;;0;;;;0;0;0;L1755567;4944;petiolatus;Versteegh C;"Versteegh C; Kalkman C"; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Indonesia, West Kalimantan, Kabupaten Sanggau, Ngira;1.133333;109.6;Jong W de;Jong, W de  622 ;6;10;1993;<NA>;<NA>;<NA>;Botany;L.1753725;0;0;0;Jong;;0;;;;0;0;0;L1753725;622;odorata;Jong W de;<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Oransbari, N.N.G., Manokwari;-1.3442;134.2587;Brouwer A;Brouwer, A BW(Ind.) 2542 ;31;3;1955;<NA>;<NA>;<NA>;Botany;L.1753523;0;0;0;Brouwer;;0;;;;0;0;0;L1753523;2542;odorata;Brouwer A;<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;Pasir Mayang, Muarabungo, Jambi, Sumatra;-1.133333;102.15;Torquebiau E;"Torquebiau, E; Junaedi, I  427 ";1;10;1984;<NA>;<NA>;<NA>;Botany;L.1756754;0;0;0;Torquebiau;;0;;;;0;0;0;L1756754;427;sumatrana;"Torquebiau E; Junaedi I";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Sukatra. Lampong. Estate Wai Lima.;-5.0;105.0;Iboet;Iboet 1921/ 401 ;8;12;1921;Beumée JGB;<NA>;<NA>;Botany;L.1753290;0;0;0;Iboet;;0;;;;0;0;0;L1753290;1921;odorata;Iboet;Beumée JGB;Beumée JGB
Annona muricata L.;Annona;ID;Batavia.;-6.174444;106.829444;Heurn WC van;Heurn, WC van  s.n. ;;;;<NA>;<NA>;<NA>;Botany;L.1755316;0;0;0;Heurn;;0;;;;0;0;0;L1755316;nan;muricata;Heurn WC van;<NA>;<NA>
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;"Sulawesi Utara; 220km W of Manado; 50km inland from Pangi, on tributary of Sungai Ilanga";0.683333;123.666667;Burley JS;"Burley, JS; et al.  3907 ";15;3;1990;<NA>;<NA>;<NA>;Botany;L.1754455;0;0;0;Burley;;0;;;;0;0;0;L1754455;3907;latifolium;"Burley JS; et al.";<NA>;<NA>
Fissistigma kingii (Boerl.) Burkill;Fissistigma;ID;Gunung Leuser NR, Atjeh, N Sumatra, Southern part of the reserves, Alas River valley, near the mouth of the Bengkong River, c.50km S of Kutacane;3.0;97.833333;Wilde WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  18716 ";15;7;1979;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1754188;0;0;0;Wilde;;0;;;;0;0;0;L1754188;18716;kingii;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Setten AK van; Heusden ECH van";"Setten AK van; Heusden ECH van"
Annona squamosa L.;Annona;ID;Indonesia, West Java, Botanical Garden Bogor;-6.5897;106.7913;Bogor Botanical Garden;Bogor Botanical Garden X.F. 39 a;;;;<NA>;<NA>;<NA>;Botany;L.1755140;0;0;0;Bogor;a;0;;;;0;0;0;L1755140;39;squamosa;Bogor Botanical Garden;<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;Indonesia, Kalimantan Selatan, Tabalong distr., near Tanjung, PT Aya Yayang logging concession, near plot 1;-1.7;115.483333;Kessler PJA;"Kessler, PJA; Arifin, Z  2757 ";24;2;2000;<NA>;<NA>;<NA>;Botany;L.1756952;0;0;0;Kessler;;0;;;;0;0;0;L1756952;2757;sumatrana;"Kessler PJA; Arifin Z";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Oransbari, N.N.G., Manokwari.;-1.133333;134.916667;Brouwer A;Brouwer, A BW(Ind.) 2529 ;30;3;1955;<NA>;<NA>;<NA>;Botany;L.1753503;0;0;0;Brouwer;;0;;;;0;0;0;L1753503;2529;odorata;Brouwer A;<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;N Sumatra, Medan;3.583333;98.666667;Lörzing JA;Lörzing, JA  17412 ;17;5;1940;<NA>;<NA>;<NA>;Botany;L.1756390;0;0;0;L;;0;;;;0;0;0;L1756390;17412;sumatrana;Lörzing JA;<NA>;<NA>
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Java, Besoeki, Tjoeramanis;-7.75;113.67;Koorders SH;Koorders, SH  21633 ;31;10;1895;<NA>;<NA>;<NA>;Botany;L.1754536;0;0;0;Koorders;;0;;;;0;0;0;L1754536;21633;latifolium;Koorders SH;<NA>;<NA>
Annona reticulata L.;Annona;ID;Tuin Buitenzorg.;-6.5897;106.7913;Harreveld P van;Harreveld, P van DTH 2729 a;6;7;1907;<NA>;<NA>;<NA>;Botany;L.1755227;0;0;0;Harreveld;a;0;;;;0;0;0;L1755227;2729;reticulata;Harreveld P van;<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;Sepaku area, PT.ITCI, Kenangan, Balikpapan, East Kalimantan;-0.916666;116.766666;Sidiyasa K;Sidiyasa, K  449 ;9;11;1990;<NA>;<NA>;<NA>;Botany;L.1756591;0;0;0;Sidiyasa;;0;;;;0;0;0;L1756591;449;sumatrana;Sidiyasa K;<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Eiland Meos Waar (Onderafd. Ransiki);-2.0654;134.3676;Koster C;Koster, C BW(Ind.) 1318 ;1;7;1956;<NA>;<NA>;<NA>;Botany;L.1753929;0;0;0;Koster;;0;;;;0;0;0;L1753929;1318;odorata;Koster C;<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;East Kalimantan, Hutan Lindung Sungai Wain area, off km 15 Balikpapan.;-1.205555;116.811111;Arbainsyah;"Arbainsyah; et al. AA 1001 ";20;2;1995;<NA>;<NA>;<NA>;Botany;L.1756554;0;0;0;Arbainsyah;;0;;;;0;0;0;L1756554;1001;sumatrana;"Arbainsyah; et al.";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Plantentuin Buitenzorg.;-6.5897;106.7913;Boerlage JG;Boerlage, JG  s.n. ;;;;<NA>;<NA>;<NA>;Botany;L.1753825;0;0;0;Boerlage;;0;;;;0;0;0;L1753825;nan;odorata;Boerlage JG;<NA>;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35 km NW of Kutatjane.;3.6831;97.6486;Wilde WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  15702 ";21;3;1975;<NA>;<NA>;<NA>;Botany;L.1755647;0;0;0;Wilde;;0;;;;0;0;0;L1755647;15702;sumatranus;"Wilde WJJO de; Wilde-Duyfjes BEE de";<NA>;<NA>
Friesodielsia cuneiformis (Blume) Steenis;Friesodielsia;ID;Java, Depok;-2.4869;140.3711;Hallier JG;Hallier, JG  761 a;;;;<NA>;<NA>;<NA>;Botany;L.1754837;0;0;0;Hallier;a;0;;;;0;0;0;L1754837;761;cuneiformis;Hallier JG;<NA>;<NA>
Cyathocalyx biovulatus Boerl.;Drepananthus;ID;"Indonesia, Tigapulu Mts. Riau prov., 5 km W. of Talanglakat on Rengat-Jambi road, bukit Karampal area, G. Lolongan kayu ridge0.46S; 102.32 E";-0.766667;102.533333;Burley JS;"Burley, JS; et al.  1942 ";7;12;1988;<NA>;<NA>;<NA>;Botany;L.1754077;0;0;0;Burley;;0;;;;0;0;0;L1754077;1942;biovulatus;"Burley JS; et al.";<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;"Indonesia, Sumatra: Riau Province, Tigapuluh Mts., 5 km W of Telanglakat on Rengat-Jambi Rd., Bukit Karampal area.0.46 S; 102.32 E; 100 m alt.";-0.766667;102.533333;Burley JS;"Burley, JS; et al.  1322 ";9;11;1988;<NA>;<NA>;<NA>;Botany;L.1756749;0;0;0;Burley;;0;;;;0;0;0;L1756749;1322;sumatrana;"Burley JS; et al.";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebun raja, Bogor.;-6.583333;106.783333;Bogor Botanical Garden;"Bogor Botanical Garden; Heel, WA van XX.D. 1 A";1;5;1969;<NA>;<NA>;<NA>;Botany;L.1753821;0;0;0;Bogor;A;0;;;;0;0;0;L1753821;1;odorata;"Bogor Botanical Garden; Heel WA van";<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;Indonesia, W Kalimantan: Gunung Palung NR;-1.216667;110.133333;Mori SA;"Mori, SA; et al.  17856 ";12;4;1985;<NA>;<NA>;<NA>;Botany;L.1756588;0;0;0;Mori;;0;;;;0;0;0;L1756588;17856;sumatrana;"Mori SA; et al.";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sidei, N.N.G., Manokwari.;-1.133333;134.916667;Schram FAW;Schram, FAW BW(Ind.) 1729 ;9;3;1955;<NA>;<NA>;<NA>;Botany;L.1753506;0;0;0;Schram;;0;;;;0;0;0;L1753506;1729;odorata;Schram FAW;<NA>;<NA>
Maasia hypoleuca (Hook.f. & Thomson) Mols, Kessler & Rogstad;Maasia;ID;Riouw en Ond. Indragirische bovenlanden, Belimbingan;-1.266667;102.533333;<NA>; bb 28536 ;4;7;1939;<NA>;<NA>;<NA>;Botany;L.1756499;0;0;0;;;0;;;;0;0;0;L1756499;28536;hypoleuca;<NA>;<NA>;<NA>
Cyathocalyx biovulatus Boerl.;Drepananthus;ID;Archipel. Ind. Sumatra Res. Benkoelen Ond. afd. Redjang, Ond. distr: Taba Penandjang.;-4.2;102.733333;<NA>; bb 2274 ;23;7;1921;Bakhuizen van den Brink Sr RC;<NA>;<NA>;Botany;L.1754115;0;0;0;;;0;;;;0;0;0;L1754115;2274;biovulatus;<NA>;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr RC
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Java, Banjoemas, Noesa Kembangan;-6.199444;106.796111;Koorders SH;Koorders, SH  20223 ;;;;<NA>;<NA>;<NA>;Botany;L.1755630;0;0;0;Koorders;;0;;;;0;0;0;L1755630;20223;sumatranus;Koorders SH;<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;"Anisandau; Kebar valley, Div. West N. Guinea.";-1.184839;133.063983;Schram FAW;Schram, FAW BW(Ind.) 7818 ;23;10;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753575;0;0;0;Schram;;0;;;;0;0;0;L1753575;7818;odorata;Schram FAW;"Versteegh C; Kalkman C"; C
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;Bukit Lengayang, Kerinci district, near Temiai, Jambi Province, Sumatra.;-2.183333;101.633333;Laumonier Y;Laumonier, Y TFB 4059 ;15;12;1982;<NA>;<NA>;<NA>;Botany;L.1756155;0;0;0;Laumonier;;0;;;;0;0;0;L1756155;4059;;Laumonier Y;<NA>;<NA>
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;Mt. Talamau, Pasaman, West Sumatra.;0.066667;99.983333;Laumonier Y;Laumonier, Y  6532 ;27;10;1984;<NA>;<NA>;<NA>;Botany;L.1756154;0;0;0;Laumonier;;0;;;;0;0;0;L1756154;6532;;Laumonier Y;<NA>;<NA>
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;G. Pamattan, Borneo.;-3.520189;114.949826;Korthals PW;Korthals, PW  s.n. ;;;;<NA>;<NA>;<NA>;Botany;L.1754390;0;0;0;Korthals;;0;;;;0;0;0;L1754390;nan;manubriatum;Korthals PW;<NA>;<NA>
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;Borneo, W Kalimantan, Serawai, S of Uut Labang .5km;-0.333333;112.433333;Church AC;"Church, AC; et al.  2264 ";7;10;1995;<NA>;<NA>;<NA>;Botany;L.1756110;0;0;0;Church;;0;;;;0;0;0;L1756110;2264;;"Church AC; et al.";<NA>;<NA>
Cyathocalyx carinatus (Ridl.) J.Sinclair;Drepananthus;ID;Indonesia. Ds. Timpah, Kec. Timpah, Kab. Kapuas, C. Kalimantan.;-0.416667;109.666667;Riswan S;"Riswan, S; Afriastini, JJ; Nurdin, A; Hidayat, A KP 40 ";1;8;2000;<NA>;<NA>;<NA>;Botany;L.1753982;0;0;0;Riswan;;0;;;;0;0;0;L1753982;40;carinatus;"Riswan S; Afriastini JJ; Nurdin A; Hidayat A";<NA>;<NA>
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;Sulawesi Selatan, N shore of Lake Matano, Bonemaitu;-2.438715;121.360661;Vogel EF de;Vogel, EF de  6248 ;14;7;1979;<NA>;<NA>;<NA>;Botany;L.1756088;0;0;0;Vogel;;0;;;;0;0;0;L1756088;6248;;Vogel EF de;<NA>;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;2 km E of Djaro, 10 km NE of Muara Uja, Kalimantan Selatam, Borneo.;-1.833333;115.666667;Vogel EF de;Vogel, EF de  973 ;21;11;1971;<NA>;<NA>;<NA>;Botany;L.1755609;0;0;0;Vogel;;0;;;;0;0;0;L1755609;973;sumatranus;Vogel EF de;<NA>;<NA>
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;Sumatra Barat, Pulau Siberut.;-1.597869;99.210974;Irawati;"Irawati; Sadili, A  217 ";7;7;1994;<NA>;<NA>;<NA>;Botany;L.1756148;0;0;0;Irawati;;0;;;;0;0;0;L1756148;217;;"Irawati; Sadili A";<NA>;<NA>
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Medinie;-7.1281;110.4044;Waitz FAC;Waitz, FAC  s.n. ;;;;Bakhuizen van den Brink Sr RC;1954-11-01T00:00:00;<NA>;Botany;L.1754519;0;0;0;Waitz;;0;1;11;1954;0;0;0;L1754519;nan;latifolium;Waitz FAC;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr RC
Cyathocalyx martabanicus Hook.f. & Thomson;Cyathocalyx;ID;Kebun Raya Bogor, W. Java.;-6.583333;106.783333;Balgooy MMJ van;"Balgooy, MMJ van; Setten, AK van  5281 ";31;5;1986;<NA>;<NA>;<NA>;Botany;L.1755871;0;0;0;Balgooy;;0;;;;0;0;0;L1755871;5281;martabanicus;"Balgooy MMJ van; Setten AK van";<NA>;<NA>
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Java, Pasoeroean, Tangkil-Zuidergebergte;-7.6757;112.8616;Koorders SH;Koorders, SH  23795 ;25;6;1896;<NA>;<NA>;<NA>;Botany;L.1754540;0;0;0;Koorders;;0;;;;0;0;0;L1754540;23795;latifolium;Koorders SH;<NA>;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;2 km E of Djaro, 10 km NE of Muara Uja, Kalimantan Selatam, Borneo.;-1.833333;115.666667;Vogel EF de;Vogel, EF de  973 ;21;11;1971;<NA>;<NA>;<NA>;Botany;L.1755610;0;0;0;Vogel;;0;;;;0;0;0;L1755610;973;sumatranus;Vogel EF de;<NA>;<NA>
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;"Indonesia, Borneo, C. Kalimantan. Plot 11. km 92 from Sangai (S. Mentaya), Kab. Kotawaringin Timur.1.29 S; 112.31 E; 50 m alt.";-1.483333;112.516667;Wilkie P;Wilkie, P  94192 ;24;4;1994;<NA>;<NA>;<NA>;Botany;L.1756654;0;0;0;Wilkie;;0;;;;0;0;0;L1756654;94192;sumatrana;Wilkie P;<NA>;<NA>
Annona reticulata L.;Annona;ID;"Kl. Soenda Eil. Flores, West-; Reo-Pagal-Ruteng, Reo pantai";-8.675;122.091667;Schmutz E;Schmutz, E  965 ;1;1;1967;<NA>;<NA>;<NA>;Botany;L.1755185;0;0;0;Schmutz;;0;;;;0;0;0;L1755185;965;reticulata;Schmutz E;<NA>;<NA>
Cyathocalyx pahangensis (M.R.Hend.) J.Sinclair;Drepananthus;ID;W. Irian, Dozei, E. of Hollandia. (Sukarnapura);-2.519316;140.370408;Kostermans AJGH;"Kostermans, AJGH; Soegeng-Reksodihardjo, W  482 ";22;8;1966;<NA>;<NA>;<NA>;Botany;L.1755714;0;0;0;Kostermans;;0;;;;0;0;0;L1755714;482;pahangensis;"Kostermans AJGH; Soegeng-Reksodihardjo W";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;"Indonesia, W. Kalimantan, G. Bentuang area, 5-10 km N of Masa villgae, 150 km NE of Pontianak, around Sembawang river.0.52N; 100.26E";0.866667;110.433333;Burley JS;"Burley, JS; et al.  2723 ";20;6;1989;<NA>;<NA>;<NA>;Botany;L.1753727;0;0;0;Burley;;0;;;;0;0;0;L1753727;2723;odorata;"Burley JS; et al.";<NA>;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Oransbari, N N. Guinea, Manokusari;-1.3442;134.2587;Schram FAW;Schram, FAW BW(Ind.) 1923 ;11;10;1955;<NA>;<NA>;<NA>;Botany;L.1753610;0;0;0;Schram;;0;;;;0;0;0;L1753610;1923;odorata;Schram FAW;<NA>;<NA>
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;<NA>;-1.233333;132.2;Ridsdale CE;Ridsdale, CE  2305 ;15;3;1996;<NA>;<NA>;<NA>;Botany;L.1756074;0;0;0;Ridsdale;;0;;;;0;0;0;L1756074;2305;;Ridsdale CE;<NA>;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Near Sigirik mount within Bukit Sebelah nature reserve. West Sumatra.;-0.9;101.5;Laumonier Y;Laumonier, Y TFB 4457 ;15;5;1983;<NA>;<NA>;<NA>;Botany;L.1755650;0;0;0;Laumonier;;0;;;;0;0;0;L1755650;4457;sumatranus;Laumonier Y;<NA>;<NA>
