;recorded_by;orig_recby;colnum_full;det_by;orig_detby;to_check;to_check_det
6028;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6029;McGregor, R.C.;McGregor, R.C.;18878;;<NA>;McGregor, R.C.;recby_problem
6031;Fénix, E.;Fénix, E.;;;<NA>;Fénix, E.;recby_problem
6037;Calléry;Calléry;;;<NA>;Calléry;recby_problem
6039;McGregor, R.C.;McGregor, R.C.;;;<NA>;McGregor, R.C.;recby_problem
6042;Langlassé, E.;Langlassé, E.;41;;<NA>;Langlassé, E.;recby_problem
6043;Langlassé, E.;Langlassé, E.;41;;<NA>;Langlassé, E.;recby_problem
6053;Göring;Göring;298;;<NA>;Göring;recby_problem
6056;<NA>;<NA>;4742;;Teo, L.E. & Tetu, J.C.;<NA>;recby_problem
6090;Alleizette, C. d';Alleizette, C. d';;;Rainer, H.;';recby_problem
6091;Langlassé, E.;Langlassé, E.;127;;<NA>;Langlassé, E.;recby_problem
6092;Langlassé, E.;Langlassé, E.;127;;<NA>;Langlassé, E.;recby_problem
6102;Macé;Macé;;;<NA>;Macé;recby_problem
6103;Alleizette, C. d';Alleizette, C. d';;;Alleizette, C. d';';recby_problem
6108;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6109;<NA>;<NA>;127;;<NA>;<NA>;recby_problem
6110;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6112;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6114;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6145;Spare, G.H;Spare, G.H;36049;;Henderson, M.R.;H;recby_problem
6188;<NA>;<NA>;27;;<NA>;<NA>;recby_problem
6189;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6190;Müller;Müller;751;;Jovet-Ast, S.;Müller;recby_problem
6192;Pételot;Pételot;5799;;<NA>;Pételot;recby_problem
6195;<NA>;<NA>;16;;<NA>;<NA>;recby_problem
6205;de Vogel, E.F.;de Vogel, E.F.;6183;;<NA>;de Vogel, E.F.;recby_problem
6222;van Balgooy;van Balgooy;5911;;<NA>;van Balgooy;recby_problem
6287;Pételot;Pételot;4698;;<NA>;Pételot;recby_problem
6289;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6311;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6318;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6367;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6382;Pételot;Pételot;1928;;Pételot;Pételot;recby_problem
6387;McClure, F.A.;McClure, F.A.;8290;;Merrill, E.D.;McClure, F.A.;recby_problem
6424;Wehrlé;Wehrlé;2;;<NA>;Wehrlé;recby_problem
6428;Nguyen Ngoc, J.;Nguyen Ngoc, J.;54;;<NA>;, J.;recby_problem
6431;Daû;Daû;27;;Evrard, F.;Daû;recby_problem
6437;Wehrlé;Wehrlé;;;<NA>;Wehrlé;recby_problem
6445;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6449;Incarville, P. d';Incarville, P. d';161;;Fries, R.E.;';recby_problem
6504;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6546;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6592;van Beusekom, C.F.;van Beusekom, C.F.;2876;;Chaowasku, T.;van Beusekom, C.F.;recby_problem
6645;van Beusekom, C.F.;van Beusekom, C.F.;2863;;Weerasooriya & Saunders;van Beusekom, C.F.;recby_problem
6718;McClure, F.A.;McClure, F.A.;20127;;Merrill, E.D.;McClure, F.A.;recby_problem
6741;van Beusekom, C.F.;van Beusekom, C.F.;2801;;Kessler;van Beusekom, C.F.;recby_problem
6742;van Beusekom, C.F.;van Beusekom, C.F.;562;;Kessler, P.;van Beusekom, C.F.;recby_problem
6743;van Beusekom, C.F.;van Beusekom, C.F.;634;;van Heusden, E.C.H.;van Beusekom, C.F.;recby_problem
6763;Béjaud;Béjaud;160;;Chaowasku, T.;Béjaud;recby_problem
6769;Pételot;Pételot;1817;;Chaowasku, T.;Pételot;recby_problem
6777;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
6792;van Beusekom, C.F.;van Beusekom, C.F.;3700;;Chaowasku, T.;van Beusekom, C.F.;recby_problem
6793;van Beusekom, C.F.;van Beusekom, C.F.;1322;;Chaowasku, T.;van Beusekom, C.F.;recby_problem
6795;<NA>;<NA>;348;;Kessler, P.;<NA>;recby_problem
6796;<NA>;<NA>;348;;Kessler, P.;<NA>;recby_problem
6801;Müller;Müller;156;;Kessler, P.;Müller;recby_problem
6802;Pételot;Pételot;4863;;Pételot;Pételot;recby_problem
6803;Müller;Müller;2069;;Kessler, P.;Müller;recby_problem
6837;<NA>;<NA>;;;Pierre, L.;<NA>;recby_problem
6863;Nguyen Ngoc, J.;Nguyen Ngoc, J.;97;;<NA>;, J.;recby_problem
6870;Alleizette, C. d';Alleizette, C. d';;;Alleizette, C. d';';recby_problem
6885;van Beusekom, C.F.;van Beusekom, C.F.;1861;;Kessler;van Beusekom, C.F.;recby_problem
6892;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;19926;;<NA>;de Wilde, W.J.J.O.;recby_problem
6893;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;20834;;<NA>;de Wilde, W.J.J.O.;recby_problem
6943;Langlassé, E.;Langlassé, E.;41;;Hou, X.L.;Langlassé, E.;recby_problem
6945;Alleizette, C. d';Alleizette, C. d';;;Kessler, P.;';recby_problem
6951;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6954;Pételot;Pételot;6324;;Kessler, P.;Pételot;recby_problem
6955;Pételot;Pételot;4864;;Hou, X. L.;Pételot;recby_problem
6956;Pételot;Pételot;6784;;Hou, X.L.;Pételot;recby_problem
6957;Pételot;Pételot;6780;;Hou, X.L.;Pételot;recby_problem
6971;Béjaud;Béjaud;47;;Deroin, T.;Béjaud;recby_problem
6987;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6993;Orléans, H. d';Orléans, H. d';;;<NA>;Orléans, H. d';recby_problem
7014;Müller;Müller;475;;<NA>;Müller;recby_problem
7023;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7040;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7052;Pételot;Pételot;6057;;<NA>;Pételot;recby_problem
7068;Langlassé, E.;Langlassé, E.;41;;Kessler, P.;Langlassé, E.;recby_problem
7078;Brau de Saint Pol Lias;Brau de Saint Pol Lias;254;;Kessler, P.; Pol Lias;recby_problem
7079;Brau de Saint Pol Lias;Brau de Saint Pol Lias;254;;Kessler, P.; Pol Lias;recby_problem
7093;Lemarié;Lemarié;163;;van Heusden, E.C.H.;Lemarié;recby_problem
7098;van Beusekom, C.F.;van Beusekom, C.F.;208;;Chaowasku, T.;van Beusekom, C.F.;recby_problem
7111;van Beusekom, C.F.;van Beusekom, C.F.;3129;;Chaowasku, T.;van Beusekom, C.F.;recby_problem
7119;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7120;Daû;Daû;48;;Rainer, H.;Daû;recby_problem
7122;Hiêp;Hiêp;442;;Ho, P.H.;Hiêp;recby_problem
7146;Pételot;Pételot;6780;;Kessler;Pételot;recby_problem
7148;Pételot;Pételot;6784;;van Heusden, E.C.H.;Pételot;recby_problem
7149;Müller, R.;Müller, R.;1791;;Meade, C.;Müller, R.;recby_problem
7180;Lütjeharms, W.J.;Lütjeharms, W.J.;4870;;<NA>;Lütjeharms, W.J.;recby_problem
7185;Bakhuizen van den Brink;Bakhuizen van den Brink;5074;;<NA>;Bakhuizen van den Brink;recby_problem
7205;Acuña, R.A.;Acuña, R.A.;23129;;<NA>;Acuña, R.A.;recby_problem
7209;McGregor, R.C.;McGregor, R.C.;14156;;<NA>;McGregor, R.C.;recby_problem
7214;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
7215;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
7279;Pételot;Pételot;4684;;Pételot;Pételot;recby_problem
7285;<NA>;<NA>;3752;;Theo et Boichard;<NA>;recby_problem
7294;Pételot;Pételot;1928;;Pételot;Pételot;recby_problem
7367;Pételot;Pételot;7601;;<NA>;Pételot;recby_problem
7385;Pételot;Pételot;4859;;<NA>;Pételot;recby_problem
7395;Bélanger;Bélanger;;;<NA>;Bélanger;recby_problem
7399;Alleizette, C. d';Alleizette, C. d';;;<NA>;';recby_problem
7469;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7475;van Beusekom, C.F.;van Beusekom, C.F.;369;;van Setten, A.K.;van Beusekom, C.F.;recby_problem
7504;van Beusekom, C.F.;van Beusekom, C.F.;2120;;Kessler, P.;van Beusekom, C.F.;recby_problem
7521;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7545;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7569;Müller;Müller;1968;;Kessler, P.;Müller;recby_problem
7582;Pételot;Pételot;5392;;Hou, X.L.;Pételot;recby_problem
7585;Pételot;Pételot;6329;;Hou, X.L.;Pételot;recby_problem
7590;Pételot;Pételot;1016;;Hou, X.L.;Pételot;recby_problem
7593;Pételot;Pételot;5798;;<NA>;Pételot;recby_problem
7608;van Beusekom, C.F.;van Beusekom, C.F.;2116;;Kessler, P.;van Beusekom, C.F.;recby_problem
7612;van Beusekom, C.F.;van Beusekom, C.F.;485;;Kessler, P.;van Beusekom, C.F.;recby_problem
7615;van Beusekom, C.F.;van Beusekom, C.F.;4126;;Kessler, P.;van Beusekom, C.F.;recby_problem
7663;Siméon-Tén;Siméon-Tén;;;Kessler, P.;Siméon-Tén;recby_problem
7665;Pételot;Pételot;4863;;<NA>;Pételot;recby_problem
7666;Pételot;Pételot;4863;;Kessler, P.;Pételot;recby_problem
7670;Pételot;Pételot;6736;;<NA>;Pételot;recby_problem
7675;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;18894;;<NA>;de Wilde, W.J.J.O.;recby_problem
7676;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;19396;;<NA>;de Wilde, W.J.J.O.;recby_problem
7677;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;18881;;<NA>;de Wilde, W.J.J.O.;recby_problem
7678;[Thomas, P.];[Thomas, P.];21;;<NA>;[Thomas, P.];recby_problem
7682;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;18733;;<NA>;de Wilde, W.J.J.O.;recby_problem
7684;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;18553;;<NA>;de Wilde, W.J.J.O.;recby_problem
7685;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;18746;;<NA>;de Wilde, W.J.J.O.;recby_problem
7704;Kamphövener;Kamphövener;2380;;<NA>;Kamphövener;recby_problem
7729;Calléry;Calléry;;;Kessler, P.;Calléry;recby_problem
7730;Calléry;Calléry;23 bis;;Kessler, P.;Calléry;recby_problem
7739;<NA>;<NA>;851;;<NA>;<NA>;recby_problem
7759;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7786;<NA>;<NA>;1267;;<NA>;<NA>;recby_problem
7840;Pételot;Pételot;8647;;<NA>;Pételot;recby_problem
7864;Béjaud;Béjaud;179;;Wang, J.;Béjaud;recby_problem
7876;Pételot;Pételot;4851;;Hou, X.L.;Pételot;recby_problem
7894;<NA>;<NA>;226;;Hou, X.L.;<NA>;recby_problem
7917;van Beusekom, C.F.;van Beusekom, C.F.;3126;;Kessler, P.;van Beusekom, C.F.;recby_problem
7933;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7940;Pételot;Pételot;6736;;<NA>;Pételot;recby_problem
7976;van Beusekom, C.F.;van Beusekom, C.F.;2807;;Chaowasku, T.;van Beusekom, C.F.;recby_problem
7984;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7986;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7992;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7993;<NA>;<NA>;;;<NA>;<NA>;recby_problem
7995;<NA>;<NA>;;;<NA>;<NA>;recby_problem
8006;<NA>;<NA>;13638;;Chaowasku, T.;<NA>;recby_problem
8024;<NA>;<NA>;bb 28789;;Sinclair, J.;<NA>;recby_problem
8033;<NA>;<NA>;997;;<NA>;<NA>;recby_problem
8069;Edaño, G.;Edaño, G.;46011;;<NA>;Edaño, G.;recby_problem
8076;Edaño, G.;Edaño, G.;41668;;<NA>;Edaño, G.;recby_problem
8087;Bünnemeyer;Bünnemeyer;1953;;Smith, J.J.;Bünnemeyer;recby_problem
8105;van Beusekom, C.F.;van Beusekom, C.F.;2756;;Kessler, P.;van Beusekom, C.F.;recby_problem
8106;van Beusekom, C.F.;van Beusekom, C.F.;451;;Kessler, P.;van Beusekom, C.F.;recby_problem
8129;Müller;Müller;140;;Kessler, P.;Müller;recby_problem
8130;Müller;Müller;498;;Kessler, P.;Müller;recby_problem
8131;Müller, R.;Müller, R.;1063;;Kessler, P.;Müller, R.;recby_problem
8146;Orléans, H. d';Orléans, H. d';;;Deroin, T.;Orléans, H. d';recby_problem
8147;Orléans, H. d';Orléans, H. d';;;Deroin, T.;Orléans, H. d';recby_problem
8148;Orléans, H. d';Orléans, H. d';;;Deroin, T.;Orléans, H. d';recby_problem
8149;Orléans, H. d';Orléans, H. d';;;Deroin, T.;Orléans, H. d';recby_problem
8152;<NA>;<NA>;;;<NA>;<NA>;recby_problem
8164;<NA>;<NA>;1632;;<NA>;<NA>;recby_problem
8295;<NA>;<NA>;;;<NA>;<NA>;recby_problem
39;Colani, E;Colani, E.;3201;Pételot;Pételot;detby_problem;Pételot
47;Poilane;Poilane;2963;Jovet-Ast;Jovet-Ast;detby_problem;Jovet-Ast
194;Hooker, JD;Hooker, J.D.;;Hooker, J.D. & Thomson, T.;Hooker, J.D. & Thomson, T.;detby_problem;homson, T.
307;Larsen, K;Larsen, K.;31280;Larsen, K. & Larsen, S.S.;Larsen, K. & Larsen, S.S.;detby_problem;S.
367;Thwaites;Thwaites;1045;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
382;Poilane;Poilane;25727;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
383;Eberhardt;Eberhardt;2496;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
399;Poilane, E;Poilane, E.;27210;Jovet-Ast, S.;Jovet-Ast, S.;detby_problem;Jovet-Ast, S.
465;Poilane;Poilane;9299;Jovet-Ast, S.;Jovet-Ast, S.;detby_problem;Jovet-Ast, S.
468;Poilane;Poilane;27128;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
477;Eberhardt;Eberhardt;2707;Brink, E.C. van den;Brink, E.C. van den;detby_problem;C. van den
481;Poilane;Poilane;10259;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
532;Poilane, E;Poilane, E.;27489;Jovet-Ast, S.;Jovet-Ast, S.;detby_problem;Jovet-Ast, S.
574;Maxwell, JF;Maxwell, J.F.;91 765;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
579;Poilane;Poilane;15272;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
581;Wallich;Wallich;531;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
584;Harmand;Harmand;;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
588;Thorel;Thorel;1262;van den Brink, E.C.;van den Brink, E.C.;detby_problem;van den Brink, E.C.
747;Colani, E;Colani, E.;3201;Pételot;Pételot;detby_problem;Pételot
837;Schmid, M;Schmid, M.;;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
862;Clemens, J;Clemens, J.;3150;Clemens, J. & Clemens, M.S.;Clemens, J. & Clemens, M.S.;detby_problem;S.
916;Colani, E;Colani, E.;5801;Pételot;Pételot;detby_problem;Pételot
992;Bon;Bon;5367;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1078;David, B;David, B.;;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1079;David, B;David, B.;158;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1090;Harmand, J;Harmand, J.;614;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1091;Harmand, J;Harmand, J.;614;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1092;Hiep;Hiep;156;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1094;Hiep;Hiep;859;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1095;Hiep;Hiep;859;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1102;Pierre, L;Pierre, L.;616 A;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1103;Pierre, L;Pierre, L.;1748 A;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1104;Pierre, L;Pierre, L.;1748;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1131;Elmer, ADE;Elmer, A.D.E.;17933;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1176;Pierre, L;Pierre, L.;2061;Van Heusden, E.C.H.;Van Heusden, E.C.H.;detby_problem;, E.C.H.
1178;Poilane;Poilane;15288;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1181;Poilane, E;Poilane, E.;17573;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1182;Vidal, JE;Vidal, J.E.;5034;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1184;Law;Law;;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1185;Stocks;Stocks;1005;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1186;Thwaites;Thwaites;2702;van Heudsen, E.C.H.;van Heudsen, E.C.H.;detby_problem;van Heudsen, E.C.H.
1198;Ramos, M;Ramos, M.;1683;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1199;Kostermans, A;Kostermans, A.;4856;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1200;Kostermans;Kostermans;4891;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1201;Kostermans;Kostermans;6811;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1202;Kostermans, A;Kostermans, A.;9776;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1205;Geesink, R;Geesink, R.;7323;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1206;Poilane;Poilane;3277;van Heudsen, E.C.H.;van Heudsen, E.C.H.;detby_problem;van Heudsen, E.C.H.
1207;Poilane, E;Poilane, E.;6304;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1269;Elmer, ADE;Elmer, A.D.E.;14184;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1271;Elmer, ADE;Elmer, A.D.E.;20423;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1277;Poilane;Poilane;6304;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1278;Poilane, E;Poilane, E.;6304;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1280;Blume;Blume;;Van Heusden, E.C.H.;Van Heusden, E.C.H.;detby_problem;, E.C.H.
1281;Zollinger;Zollinger;3033;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1331;Lecomte;Lecomte,;1124;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1344;Hooker, JD;Hooker, J.D.;;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1345;David, B;David, B.;216;Van Heusden, E.C.H.;Van Heusden, E.C.H.;detby_problem;, E.C.H.
1346;David, B;David, B.;216;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1347;David, B;David, B.;216;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1348;King;King;;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1349;Balansa, B;Balansa, B.;1477;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1351;Balansa, B;Balansa, B.;4187;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1352;Balansa, B;Balansa, B.;4188;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1353;Balansa, B;Balansa, B.;4188;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1354;Balansa, B;Balansa, B.;4189;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1355;Balansa, B;Balansa, B.;4189;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1358;Balansa, B;Balansa, B.;4190;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1361;Kerr, AFG;Kerr, A.F.G.;20858;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1367;How, FC;How, F.C.;70749;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1369;How, FC;How, F.C.;73325;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1370;Wang, C;Wang, C.;32951;Van Heusden, E.C.H.;Van Heusden, E.C.H.;detby_problem;, E.C.H.
1372;Kiah;Kiah;35170;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1374;King;King;5302;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1377;Robinson, HC;Robinson, H.C.;;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1440;Turner, H;Turner, H.;94;Kessler, P. & Jessup;Kessler, P. & Jessup;detby_problem;Jessup
1445;David, B;David, B.;233;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1446;David, B;David, B.;233;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1448;Deverre;Deverre;209;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1450;Blume;Blume;;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1451;Blume;Blume;;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1452;Kostermans;Kostermans;;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1454;Pierre, L;Pierre, L.;;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1456;Soepadmo;Soepadmo;291;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
1542;Hooker, JD;Hooker, J.D.;1010;Hooker, J.D. & Thomson, T.;Hooker, J.D. & Thomson, T.;detby_problem;homson, T.
1545;Hooker, JD;Hooker, J.D.;;Hooker, J.D. & Thomson, T.;Hooker, J.D. & Thomson, T.;detby_problem;homson, T.
1674;Schaller, H;Schaller, H.;3800;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
1730;Arifin;Arifin;1702;Arifin, Ambri, Arbainsyah & Kessler;Arifin, Ambri, Arbainsyah & Kessler;detby_problem;, Arbainsyah & Kessler
1742;Schaller, H;Schaller, H.;3800;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
1751;Schaller, H;Schaller, H.;3907;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
1817;Kerr;Kerr;7205;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
1837;Schaller, H;Schaller, H.;3824;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
1839;Schaller, H;Schaller, H.;3879;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
1840;Schaller, H;Schaller, H.;3878;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
1841;Schaller, H;Schaller, H.;3827;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
1842;Schaller, H;Schaller, H.;3827;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
1876;Kostermans, A;Kostermans, A.;1251;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2049;Counillon;Counillon;;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
2050;Poilane, E;Poilane, E.;17565;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
2051;Kerr, AFG;Kerr, A.F.G.;636;Van Heusden, E.C.H.;Van Heusden, E.C.H.;detby_problem;, E.C.H.
2053;Larsen, K;Larsen, K.;31688;Larsen, K. et Larsen, S.S.;Larsen, K. et Larsen, S.S.;detby_problem; Larsen, S.S.
2055;Geesink, R;Geesink, R.;5835;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2056;Thorel;Thorel;2193;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
2155;Elmer, ADE;Elmer, A.D.E.;12565;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2175;Perromat, G;Perromat, G.;4400;Teo, L.E. & Perromat, G.;Teo, L.E. & Perromat, G.;detby_problem;erromat, G.
2187;Perromat, G;Perromat, G.;4387;Teo, L.E. & Perromat, G.;Teo, L.E. & Perromat, G.;detby_problem;erromat, G.
2195;Ramos, M;Ramos, M.;36767;Le Thomas, A.;Le Thomas, A.;detby_problem;, A.
2270;David, B;David, B.;120;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2273;Charoenphol, C;Charoenphol, C.;3498;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
2274;David, B;David, B.;114;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2309;Kostermans;Kostermans;24916;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2310;Kostermans, AJ;Kostermans, A.J.;24580;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2340;Koonkhunthod, N;Koonkhunthod, N.;360;Koonkhunthod, N. et Johnson, D.M.;Koonkhunthod, N. et Johnson, D.M.;detby_problem; Johnson, D.M.
2343;Koonkhunthod, N;Koonkhunthod, N.;359;Koonkhunthod, N. et Johnson, D.M.;Koonkhunthod, N. et Johnson, D.M.;detby_problem; Johnson, D.M.
2393;Dournes, J;Dournes, J.;;Doré;Doré;detby_problem;Doré
2472;King;King;7829;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2555;Achmad;Achmad;1629;Bakhuizen van den Brink;Bakhuizen van den Brink;detby_problem;Bakhuizen van den Brink
2556;Achmad;Achmad;871;Bakhuizen van den Brink;Bakhuizen van den Brink;detby_problem;Bakhuizen van den Brink
2828;Fleury, F;Fleury, F.;30146;Jovet-Ast, S.;Jovet-Ast, S.;detby_problem;Jovet-Ast, S.
