;recorded_by;orig_recby;colnum_full;det_by;orig_detby;to_check;to_check_det
1771;La Savinierre, E. de;La Savinierre, E. de;1232;;<NA>;, E. de;recby_problem
1774;<NA>;<NA>;486;;<NA>;<NA>;recby_problem
1793;McGregor, R.C.;McGregor, R.C.;18783;;Kessler, P.;McGregor, R.C.;recby_problem
1794;<NA>;<NA>;223;;Kessler, P.;<NA>;recby_problem
1795;<NA>;<NA>;228;;Kessler, P.;<NA>;recby_problem
1797;McGregor, R.C.;McGregor, R.C.;;;Kessler, P.;McGregor, R.C.;recby_problem
1819;van Balgooy;van Balgooy;5895;;<NA>;van Balgooy;recby_problem
1859;Hiêp;Hiêp;13 A;;<NA>;Hiêp;recby_problem
1860;Hiêp;Hiêp;13 A;;<NA>;Hiêp;recby_problem
1861;Hiêp;Hiêp;13;;Kessler, P.;Hiêp;recby_problem
1863;Nguyen Ngoc, J.;Nguyen Ngoc, J.;60;;Tran, H.;, J.;recby_problem
1868;<NA>;<NA>;40;;van Setten, A.K.;<NA>;recby_problem
1871;Châtillon;Châtillon;;;<NA>;Châtillon;recby_problem
1877;van Beusekom, C.F.;van Beusekom, C.F.;522;;<NA>;van Beusekom, C.F.;recby_problem
1898;<NA>;<NA>;;;<NA>;<NA>;recby_problem
1903;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
1904;<NA>;<NA>;;;<NA>;<NA>;recby_problem
1905;Macé;Macé;;;<NA>;Macé;recby_problem
1928;Béjaud;Béjaud;141;;<NA>;Béjaud;recby_problem
1946;Bèjeaud;Bèjeaud;147;;<NA>;Bèjeaud;recby_problem
1948;<NA>;<NA>;175;;Deroin, T.;<NA>;recby_problem
1986;<NA>;<NA>;;;Rogstad, S.H.;<NA>;recby_problem
1987;Macé;Macé;;;<NA>;Macé;recby_problem
1988;Macé;Macé;;;<NA>;Macé;recby_problem
2000;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2001;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2006;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2026;<NA>;<NA>;bb 24016;;Kessler, P.;<NA>;recby_problem
2054;Porée-Maspero;Porée-Maspero;;;Kessler, P.;Porée-Maspero;recby_problem
2061;van Beusekom, C.F.;van Beusekom, C.F.;2003;;van Setten, A.K.;van Beusekom, C.F.;recby_problem
2062;van Beusekom, C.F.;van Beusekom, C.F.;1063;;van Setten, A.K.;van Beusekom, C.F.;recby_problem
2063;Labillardière;Labillardière;;;Meade, C.;Labillardière;recby_problem
2064;<NA>;<NA>;;;Meade, C.;<NA>;recby_problem
2079;Alleizette, C. d';Alleizette, C. d';;;Alleizette, C. d';';recby_problem
2085;Rémy, J.;Rémy, J.;;;<NA>;Rémy, J.;recby_problem
2088;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2092;Macé;Macé;;;<NA>;Macé;recby_problem
2093;Macé;Macé;;;<NA>;Macé;recby_problem
2095;Macé;Macé;;;<NA>;Macé;recby_problem
2106;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2107;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2110;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2151;Edaño, G.;Edaño, G.;;;van Setten, A.K.;Edaño, G.;recby_problem
2154;Edaño, G.;Edaño, G.;;;<NA>;Edaño, G.;recby_problem
2172;<NA>;<NA>;3681;;Théo et Boichard;<NA>;recby_problem
2173;<NA>;<NA>;3681;;<NA>;<NA>;recby_problem
2176;van Beusekom, C.F.;van Beusekom, C.F.;749;;Kessler, P.;van Beusekom, C.F.;recby_problem
2194;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2249;Fénix, E.;Fénix, E.;28413;;<NA>;Fénix, E.;recby_problem
2254;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2276;Béjaud, M.;Béjaud, M.;747;;Kessler, P.;Béjaud, M.;recby_problem
2277;Béjaud;Béjaud;;;Kessler, P.;Béjaud;recby_problem
2278;Béjaud, M.;Béjaud, M.;;;<NA>;Béjaud, M.;recby_problem
2292;<NA>;<NA>;4706;;Teo, L.E. & Tetu, J.C.;<NA>;recby_problem
2294;Lépine;Lépine;;;<NA>;Lépine;recby_problem
2295;Bélanger;Bélanger;;;<NA>;Bélanger;recby_problem
2304;Lépine;Lépine;;;<NA>;Lépine;recby_problem
2331;Macé;Macé;;;<NA>;Macé;recby_problem
2332;Hôi;Hôi;367;;<NA>;Hôi;recby_problem
2347;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2349;van Beusekom, C.F.;van Beusekom, C.F.;1860;;Kessler, P.;van Beusekom, C.F.;recby_problem
2353;van Beusekom, C.F.;van Beusekom, C.F.;699;;Kessler, P.;van Beusekom, C.F.;recby_problem
2394;Pételot;Pételot;4854;;Pételot;Pételot;recby_problem
2395;Pételot;Pételot;4854;;Pételot;Pételot;recby_problem
2396;Pételot;Pételot;4854;;<NA>;Pételot;recby_problem
2400;Béjaud, M.;Béjaud, M.;;;<NA>;Béjaud, M.;recby_problem
2401;Béjaud, M.;Béjaud, M.;182;;<NA>;Béjaud, M.;recby_problem
2410;Béjaud;Béjaud;82;;Kessler, P.;Béjaud;recby_problem
2415;Luo-Linbo;Luo-Linbo;447;;Luo Zhong-chun;Luo-Linbo;recby_problem
2423;Djendoel Soejarto, D.;Djendoel Soejarto, D.;14075;;<NA>;, D.;recby_problem
2458;Langlassé, E.;Langlassé, E.;199;;Kessler, P.;Langlassé, E.;recby_problem
2459;Langlassé, E.;Langlassé, E.;199;;Kessler, P.;Langlassé, E.;recby_problem
2462;Langlassé, E.;Langlassé, E.;98;;Kessler, P.;Langlassé, E.;recby_problem
2463;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2465;<NA>;<NA>;bb 30606;;<NA>;<NA>;recby_problem
2467;<NA>;<NA>;bb 28378;;<NA>;<NA>;recby_problem
2468;Neth.Ind.For.Service;Neth.Ind.For.Service;bb 22428;;<NA>;Neth.Ind.For.Service;recby_problem
2474;<NA>;<NA>;1701;;<NA>;<NA>;recby_problem
2478;Langlassé, E.;Langlassé, E.;194;;Kessler, P.;Langlassé, E.;recby_problem
2479;Langlassé, E.;Langlassé, E.;90;;Kessler, P.;Langlassé, E.;recby_problem
2514;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2515;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2550;<NA>;<NA>;bb 32173;;van Steenis;<NA>;recby_problem
2551;<NA>;<NA>;Cel./II 493;;van Steenis;<NA>;recby_problem
2564;<NA>;<NA>;bb 27013;;van Steenis;<NA>;recby_problem
2570;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2579;<NA>;<NA>;bb 29135;;Kessler, P.;<NA>;recby_problem
2591;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2592;<NA>;<NA>;;;<NA>;<NA>;recby_problem
2648;<NA>;<NA>;854;;<NA>;<NA>;recby_problem
2659;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;18657;;de Wilde, W.J.J.O. et de Wilde-Duyfjes, B.E.E.;de Wilde, W.J.J.O.;recby_problem
2787;Bakhuizen van den Brink;Bakhuizen van den Brink;4671;;Kessler, P.;Bakhuizen van den Brink;recby_problem
2791;Bakhuizen van den Brink;Bakhuizen van den Brink;5918;;Kessler, P.;Bakhuizen van den Brink;recby_problem
2800;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
2806;Labillardière;Labillardière;;;Kessler, P.;Labillardière;recby_problem
2850;McGregor, R.C.;McGregor, R.C.;;;<NA>;McGregor, R.C.;recby_problem
2862;van Borssum Waalkes, J.;van Borssum Waalkes, J.;3276;;<NA>;van Borssum Waalkes, J.;recby_problem
2866;<NA>;<NA>;1701;;Kessler;<NA>;recby_problem
2883;<NA>;<NA>;56;;Kessler, P.;<NA>;recby_problem
2898;Béjaud, M.;Béjaud, M.;124;;Kessler, P.;Béjaud, M.;recby_problem
2913;van Beusekom, C.F.;van Beusekom, C.F.;2754;;Kessler, P.;van Beusekom, C.F.;recby_problem
2915;van Beusekom, C.F.;van Beusekom, C.F.;2760;;Kessler, P.;van Beusekom, C.F.;recby_problem
2917;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
2957;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
3016;van Beusekom, C.F.;van Beusekom, C.F.;1033;;Kessler, P.;van Beusekom, C.F.;recby_problem
3028;Hiêp;Hiêp;488;;<NA>;Hiêp;recby_problem
3030;Hiêp;Hiêp;488;;<NA>;Hiêp;recby_problem
3037;<NA>;<NA>;4757;;Teo, L.E. & Tetu, J.C.;<NA>;recby_problem
3050;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3065;van Balgooy;van Balgooy;5907;;Kessler, P.;van Balgooy;recby_problem
3077;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3086;van Beusekom, C.F.;van Beusekom, C.F.;179;;Kessler, P.;van Beusekom, C.F.;recby_problem
3087;<NA>;<NA>;52;;<NA>;<NA>;recby_problem
3125;Kamphövener;Kamphövener;3124;;EDM;Kamphövener;recby_problem
3142;Alleizette, C. d';Alleizette, C. d';;;Kessler, P.;';recby_problem
3143;Alleizette, C. d';Alleizette, C. d';5;;Kessler, P.;';recby_problem
3145;van Beusekom, C.F.;van Beusekom, C.F.;3735;;<NA>;van Beusekom, C.F.;recby_problem
3146;van Beusekom, C.F.;van Beusekom, C.F.;4555;;<NA>;van Beusekom, C.F.;recby_problem
3215;Alleizette,  C. d';Alleizette,  C. d';;;Kessler, P.;';recby_problem
3228;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3267;Pételot;Pételot;8647;;<NA>;Pételot;recby_problem
3312;<NA>;<NA>;3703;;Theo et Boichard;<NA>;recby_problem
3313;<NA>;<NA>;3703;;Theo et Boichard;<NA>;recby_problem
3325;van Beusekom, C.F.;van Beusekom, C.F.;750;;Kessler, P.;van Beusekom, C.F.;recby_problem
3326;van Beusekom, C.F.;van Beusekom, C.F.;2806;;Kessler, P.;van Beusekom, C.F.;recby_problem
3337;van Beusekom, C.F.;van Beusekom, C.F.;3701;;Kessler, P.;van Beusekom, C.F.;recby_problem
3347;van Beusekom, C.F.;van Beusekom, C.F.;257;;Kessler, P.;van Beusekom, C.F.;recby_problem
3359;Bèjeaud;Bèjeaud;629;;<NA>;Bèjeaud;recby_problem
3360;Béjeaud;Béjeaud;629;;<NA>;Béjeaud;recby_problem
3361;Bèjeaud;Bèjeaud;629;;<NA>;Bèjeaud;recby_problem
3366;Bakhuizen van den Brink;Bakhuizen van den Brink;5774;;Rogstad, S.H.;Bakhuizen van den Brink;recby_problem
3367;Bakhuizen van den Brink;Bakhuizen van den Brink;5774;;Rogstad, S.H.;Bakhuizen van den Brink;recby_problem
3393;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3416;Gwynne Vaughan, D.T.;Gwynne Vaughan, D.T.;544;;<NA>;, D.T.;recby_problem
3426;Sévenet;Sévenet;50;;<NA>;Sévenet;recby_problem
3472;Revel-MacDonald, N.;Revel-MacDonald, N.;235;;<NA>;Revel-MacDonald, N.;recby_problem
3483;Sévenet, T.;Sévenet, T.;1880;;<NA>;Sévenet, T.;recby_problem
3484;Sévenet, T.;Sévenet, T.;1880;;<NA>;Sévenet, T.;recby_problem
3485;Sévenet, T.;Sévenet, T.;1880;;Sévenet, T.;Sévenet, T.;recby_problem
3548;van Beusekom, C.F.;van Beusekom, C.F.;2774;;Kessler, P.;van Beusekom, C.F.;recby_problem
3564;van Beusekom, C.F.;van Beusekom, C.F.;3169;;Kessler;van Beusekom, C.F.;recby_problem
3579;Pirey, de;Pirey, de;41177;;Kessler, P.;Pirey, de;recby_problem
3580;Pirey, de;Pirey, de;41177;;Kessler;Pirey, de;recby_problem
3609;Leong-Skornickova, J.;Leong-Skornickova, J.;2337;;<NA>;Leong-Skornickova, J.;recby_problem
3615;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3616;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3619;<NA>;<NA>;4741;;Teo, L.E. & Tetu, J.C.;<NA>;recby_problem
3641;Calléry;Calléry;100;;<NA>;Calléry;recby_problem
3656;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
3701;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3717;Béjaud, M.;Béjaud, M.;844;;<NA>;Béjaud, M.;recby_problem
3718;Béjaud, M.;Béjaud, M.;;;<NA>;Béjaud, M.;recby_problem
3719;Béjaud, M.;Béjaud, M.;844;;<NA>;Béjaud, M.;recby_problem
3729;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3751;Pételot;Pételot;918;;<NA>;Pételot;recby_problem
3761;McClure, F.A.;McClure, F.A.;8932;;Merrill, E.D.;McClure, F.A.;recby_problem
3770;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3775;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3776;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3789;<NA>;<NA>;;;Pierre, L.;<NA>;recby_problem
3805;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3820;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3821;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3836;Labillardière;Labillardière;;;<NA>;Labillardière;recby_problem
3837;Labillardière;Labillardière;;;<NA>;Labillardière;recby_problem
3857;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
3862;Béjaud;Béjaud;257;;Kessler, P.;Béjaud;recby_problem
3886;Pirey, de;Pirey, de;41177;;Kessler, P.;Pirey, de;recby_problem
3889;van Beusekom, C.F.;van Beusekom, C.F.;2152;;Kessler, P.;van Beusekom, C.F.;recby_problem
3907;Béjaud;Béjaud;386;;Kessler, P.J.A.;Béjaud;recby_problem
3908;Béjaud;Béjaud;307;;Kessler, P.;Béjaud;recby_problem
3956;<NA>;<NA>;bb 28943;;van Steenis;<NA>;recby_problem
3960;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3961;<NA>;<NA>;361;;<NA>;<NA>;recby_problem
3963;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3968;Lütjeharms, W.J.;Lütjeharms, W.J.;4795;;van Steenis;Lütjeharms, W.J.;recby_problem
3972;van Beusekom, C.F.;van Beusekom, C.F.;829;;Kessler, P.;van Beusekom, C.F.;recby_problem
3973;van Beusekom, C.F.;van Beusekom, C.F.;835;;Kessler, P.;van Beusekom, C.F.;recby_problem
3974;<NA>;<NA>;;;<NA>;<NA>;recby_problem
3984;Riedlé;Riedlé;;;Deroin, T.;Riedlé;recby_problem
4003;van Balgooy;van Balgooy;5880;;Kessler, P.;van Balgooy;recby_problem
4055;Pételot;Pételot;4860;;Pételot;Pételot;recby_problem
4056;Pételot;Pételot;4860;;Pételot;Pételot;recby_problem
4076;<NA>;<NA>;;;<NA>;<NA>;recby_problem
4080;<NA>;<NA>;24226;;Rogstad, S.;<NA>;recby_problem
4082;<NA>;<NA>;;;<NA>;<NA>;recby_problem
4083;<NA>;<NA>;344;;<NA>;<NA>;recby_problem
4093;Calléry;Calléry;100;;<NA>;Calléry;recby_problem
4101;Calléry;Calléry;88;;<NA>;Calléry;recby_problem
4105;Calléry;Calléry;231 bis;;<NA>;Calléry;recby_problem
4123;<NA>;<NA>;;;Pierre, L.;<NA>;recby_problem
4134;<NA>;<NA>;4751;;Teo, L.E. & Tetu, J.C.;<NA>;recby_problem
4137;Vigineix-Roche;Vigineix-Roche;;;<NA>;Vigineix-Roche;recby_problem
4147;Alleizette,  C. d';Alleizette,  C. d';;;Alleizette, C. d';';recby_problem
4148;Châtillon;Châtillon;;;<NA>;Châtillon;recby_problem
4149;Châtillon;Châtillon;;;<NA>;Châtillon;recby_problem
4150;Vigineix-Roche;Vigineix-Roche;2;;<NA>;Vigineix-Roche;recby_problem
4151;Béjaud;Béjaud;152;;<NA>;Béjaud;recby_problem
4152;Béjaud, M.;Béjaud, M.;333;;<NA>;Béjaud, M.;recby_problem
4201;Pételot;Pételot;4857;;<NA>;Pételot;recby_problem
4202;Pételot;Pételot;4857;;<NA>;Pételot;recby_problem
4203;Pételot;Pételot;4857;;Pételot;Pételot;recby_problem
4232;<NA>;<NA>;3729;;Van Heusden, E.C.H.;<NA>;recby_problem
4234;Phạm Hoàng Hộ;Phạm Hoàng Hộ;5031;;Kessler, P.;Phạm Hoàng Hộ;recby_problem
4241;Béjaud;Béjaud;598;;Kessler, P.;Béjaud;recby_problem
4244;Phung van Diên;Phung van Diên;141;;Kessler, P.;ên;recby_problem
4293;La Savinierre, E. de;La Savinierre, E. de;1165;;Deroin, T.;, E. de;recby_problem
4298;van Borssum Waalkes, J.;van Borssum Waalkes, J.;3248;;van Borssum Waalkes, J.;van Borssum Waalkes, J.;recby_problem
4312;Labillardière;Labillardière;;;Kessler, P.;Labillardière;recby_problem
4320;van Beusekom, C.F.;van Beusekom, C.F.;3242;;<NA>;van Beusekom, C.F.;recby_problem
4323;Pételot;Pételot;4851;;Pételot;Pételot;recby_problem
4343;McGregor, R.C.;McGregor, R.C.;;;Maas, P.J.M. et Westra, L.Y.T.;McGregor, R.C.;recby_problem
4345;Serviñas, V.;Serviñas, V.;16876;;Maas, P.J.M. & Westra, L.Y.T.;Serviñas, V.;recby_problem
4349;Calléry;Calléry;8;;Maas, P.J.M. & Westra, L.Y.T.;Calléry;recby_problem
4366;Müller;Müller;9;;<NA>;Müller;recby_problem
4374;van Beusekom, C.F.;van Beusekom, C.F.;1327;;Chaowasku, T.;van Beusekom, C.F.;recby_problem
4407;<NA>;<NA>;22;;<NA>;<NA>;recby_problem
4421;van Borssum Waalkes, J.;van Borssum Waalkes, J.;3282;;Sinclair, J.;van Borssum Waalkes, J.;recby_problem
4439;Edaño, G.;Edaño, G.;41670;;van Heusden, E.C.H.;Edaño, G.;recby_problem
4457;Pételot;Pételot;1466;;Kessler, P.;Pételot;recby_problem
4458;Pételot;Pételot;1466;;Kessler, P.;Pételot;recby_problem
4494;Béjaud;Béjaud;598;;Kessler, P.;Béjaud;recby_problem
4495;Béjaud;Béjaud;598;;Kessler, P.;Béjaud;recby_problem
4513;Hiêp;Hiêp;866;;Kessler, P.;Hiêp;recby_problem
4514;Hiêp;Hiêp;866;;Kessler, P.;Hiêp;recby_problem
4516;Müller;Müller;680;;Kessler, P.;Müller;recby_problem
4517;Müller;Müller;680;;Kessler, P.;Müller;recby_problem
4518;Müller;Müller;680;;Kessler, P.;Müller;recby_problem
4575;<NA>;<NA>;;;<NA>;<NA>;recby_problem
4582;Strong Clemens, M.;Strong Clemens, M.;;;Rainer, H.;, M.;recby_problem
4657;van Balgooy;van Balgooy;5928;;Kessler, P.;van Balgooy;recby_problem
4675;Perry, de;Perry, de;600;;Maas, P.J.M. & Westra, L.Y.T.;Perry, de;recby_problem
4723;Edaño, G.;Edaño, G.;;;<NA>;Edaño, G.;recby_problem
4772;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;20152;;<NA>;de Wilde, W.J.J.O.;recby_problem
4773;de Wilde, W.J.J.O.;de Wilde, W.J.J.O.;20172;;de Wilde, W.J.J.O. et de Wilde-Duyfjes, B.E.E.;de Wilde, W.J.J.O.;recby_problem
4779;<NA>;<NA>;;;<NA>;<NA>;recby_problem
4795;Sévenet, T.;Sévenet, T.;1871;;<NA>;Sévenet, T.;recby_problem
4796;Sévenet, T.;Sévenet, T.;1871;;<NA>;Sévenet, T.;recby_problem
4812;<NA>;<NA>;3729;;Kessler, P.;<NA>;recby_problem
4841;Langlassé;Langlassé;;;Kessler;Langlassé;recby_problem
4842;Langlassé, E.;Langlassé, E.;127;;<NA>;Langlassé, E.;recby_problem
4843;<NA>;<NA>;A 3290;;<NA>;<NA>;recby_problem
4855;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
4856;<NA>;<NA>;;;van Heusden, E.C.H.;<NA>;recby_problem
4864;<NA>;<NA>;140;;<NA>;<NA>;recby_problem
4865;Pételot;Pételot;4861;;Pételot;Pételot;recby_problem
4936;<NA>;<NA>;CL 056;;<NA>;<NA>;recby_problem
4947;<NA>;<NA>;;;<NA>;<NA>;recby_problem
4956;Pételot;Pételot;4856;;<NA>;Pételot;recby_problem
4962;Pételot;Pételot;1297;;<NA>;Pételot;recby_problem
4963;Pételot;Pételot;4855;;<NA>;Pételot;recby_problem
4964;<NA>;<NA>;;;<NA>;<NA>;recby_problem
4985;Müller;Müller;138;;Kessler, P.;Müller;recby_problem
4992;van Beusekom, C.F.;van Beusekom, C.F.;554;;Kessler, P.;van Beusekom, C.F.;recby_problem
5001;van Beusekom, C.F.;van Beusekom, C.F.;256;;van Heusden, E.C.H.;van Beusekom, C.F.;recby_problem
5003;van Beusekom, C.F.;van Beusekom, C.F.;3698;;<NA>;van Beusekom, C.F.;recby_problem
5043;<NA>;<NA>;;;Pierre, L.;<NA>;recby_problem
5046;Fénix, E.;Fénix, E.;;;Kessler, P.;Fénix, E.;recby_problem
5048;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
5052;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5055;[Zollinger, H.];[Zollinger, H.];641;;<NA>;[Zollinger, H.];recby_problem
5058;Béjaud, M.;Béjaud, M.;747;;<NA>;Béjaud, M.;recby_problem
5085;van Borssum Waalkes, J.;van Borssum Waalkes, J.;3241;;<NA>;van Borssum Waalkes, J.;recby_problem
5115;Kingdon-Ward, F.;Kingdon-Ward, F.;22044;;Kessler;Kingdon-Ward, F.;recby_problem
5116;Kingdon-Ward, F.;Kingdon-Ward, F.;22001;;van Setten, A.K.;Kingdon-Ward, F.;recby_problem
5138;van Valkenburg, J.;van Valkenburg, J.;1295;;van Valkenburg, J.;van Valkenburg, J.;recby_problem
5159;van Balgooy;van Balgooy;5923;;Kessler, P.;van Balgooy;recby_problem
5170;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5171;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5185;McClure, F.A.;McClure, F.A.;9593;;Merrill, E.D.;McClure, F.A.;recby_problem
5218;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
5240;Lefèvre, E.;Lefèvre, E.;143;;<NA>;Lefèvre, E.;recby_problem
5269;van Beusekom, C.F.;van Beusekom, C.F.;455;;Kessler, P.;van Beusekom, C.F.;recby_problem
5275;van Beusekom, C.F.;van Beusekom, C.F.;45;;Kessler, P.;van Beusekom, C.F.;recby_problem
5278;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5279;Gwynne Vaughan, D.T.;Gwynne Vaughan, D.T.;602;;<NA>;, D.T.;recby_problem
5282;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5285;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5287;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5305;Bélanger;Bélanger;;;<NA>;Bélanger;recby_problem
5310;Celléry;Celléry;32;;Kessler;Celléry;recby_problem
5311;Celléry;Celléry;32;;Kessler, P.;Celléry;recby_problem
5313;van Beusekom, C.F.;van Beusekom, C.F.;3164;;<NA>;van Beusekom, C.F.;recby_problem
5315;van Beusekom, C.F.;van Beusekom, C.F.;;;<NA>;van Beusekom, C.F.;recby_problem
5318;Pasquier, du;Pasquier, du;1556;;Pételot;Pasquier, du;recby_problem
5319;Pételot;Pételot;1556 B;;<NA>;Pételot;recby_problem
5320;Pételot;Pételot;1016;;Pételot;Pételot;recby_problem
5333;Pételot;Pételot;5392;;Pételot;Pételot;recby_problem
5354;Revel-MacDonald, N.;Revel-MacDonald, N.;514;;<NA>;Revel-MacDonald, N.;recby_problem
5355;Revel-MacDonald, N.;Revel-MacDonald, N.;291;;<NA>;Revel-MacDonald, N.;recby_problem
5385;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
5392;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5393;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5394;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5437;McClure, F.A.;McClure, F.A.;8845;;Merrill, E.D.;McClure, F.A.;recby_problem
5442;Pételot;Pételot;8882;;Kessler, P.;Pételot;recby_problem
5452;<NA>;<NA>;;;van Setten, A.K.;<NA>;recby_problem
5524;Béjaud;Béjaud;105;;Kessler, P.;Béjaud;recby_problem
5525;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
5534;Alleizette, C. d';Alleizette, C. d';;;van Heusden, E.C.H.;';recby_problem
5539;van Beusekom, C.F.;van Beusekom, C.F.;565;;Kessler, P.;van Beusekom, C.F.;recby_problem
5544;van Beusekom, C.F.;van Beusekom, C.F.;3894;;Kessler, P.;van Beusekom, C.F.;recby_problem
5554;Pételot;Pételot;5797;;Pételot;Pételot;recby_problem
5556;Pételot;Pételot;4862;;<NA>;Pételot;recby_problem
5557;Pételot;Pételot;4862;;Pételot;Pételot;recby_problem
5591;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5594;van Beusekom, C.F.;van Beusekom, C.F.;3241;;Kessler, P.;van Beusekom, C.F.;recby_problem
5605;McClure, F.A.;McClure, F.A.;8976;;<NA>;McClure, F.A.;recby_problem
5608;McClure, F.A.;McClure, F.A.;8192;;Merrill, E.D.;McClure, F.A.;recby_problem
5643;Pételot;Pételot;1273;;Kessler, P.;Pételot;recby_problem
5647;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5682;<NA>;<NA>;3752;;Theo et Boichard;<NA>;recby_problem
5683;<NA>;<NA>;3752;;Théo et Boichard;<NA>;recby_problem
5684;<NA>;<NA>;3752;;Theo et Boichard;<NA>;recby_problem
5711;<NA>;<NA>;;;Kessler, P.;<NA>;recby_problem
5722;Fénix, E.;Fénix, E.;15666;;Kessler, P.;Fénix, E.;recby_problem
5724;Edaño, G.;Edaño, G.;41683;;Kessler, P.;Edaño, G.;recby_problem
5728;van Balgooy;van Balgooy;6057;;van Balgooy;van Balgooy;recby_problem
5729;<NA>;<NA>;1155;;<NA>;<NA>;recby_problem
5744;van Beusekom, C.F.;van Beusekom, C.F.;1051;;Kessler, P.;van Beusekom, C.F.;recby_problem
5773;Nguyen Ngoc, J.;Nguyen Ngoc, J.;53;;<NA>;, J.;recby_problem
5776;Dông;Dông;104;;Evrard, F.;Dông;recby_problem
5798;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5804;<NA>;<NA>;2429;;Kessler, P.;<NA>;recby_problem
5815;Lütjeharms, W.J.;Lütjeharms, W.J.;4357;;van Ooststroom et Lütjeharms;Lütjeharms, W.J.;recby_problem
5822;Phạm Hoàng Hộ;Phạm Hoàng Hộ;5029;;<NA>;Phạm Hoàng Hộ;recby_problem
5826;<NA>;<NA>;;;<NA>;<NA>;recby_problem
5837;McClure, F.A.;McClure, F.A.;9262;;<NA>;McClure, F.A.;recby_problem
5849;Calléry;Calléry;78;;<NA>;Calléry;recby_problem
5850;van Beusekom, C.F.;van Beusekom, C.F.;2882;;<NA>;van Beusekom, C.F.;recby_problem
5854;van Beusekom, C.F.;van Beusekom, C.F.;4350;;<NA>;van Beusekom, C.F.;recby_problem
5864;van Beusekom, C.F.;van Beusekom, C.F.;3273;;<NA>;van Beusekom, C.F.;recby_problem
5865;van Beusekom, C.F.;van Beusekom, C.F.;1305;;Kessler, P.;van Beusekom, C.F.;recby_problem
5874;Béjaud, M.;Béjaud, M.;332;;<NA>;Béjaud, M.;recby_problem
5883;Pételot;Pételot;5799;;Pételot;Pételot;recby_problem
5944;Lefèvre, E.;Lefèvre, E.;240;;<NA>;Lefèvre, E.;recby_problem
6019;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6021;McClure, F.A.;McClure, F.A.;8316;;<NA>;McClure, F.A.;recby_problem
6026;<NA>;<NA>;;;<NA>;<NA>;recby_problem
6027;<NA>;<NA>;466;;<NA>;<NA>;recby_problem
