scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy
Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;"Archipel. Ind.: Nw. Guinea; sub.distr. Manokwari Momi.";-1.133333;134.916667;Kostermans, AJGH;Kostermans, AJGH  285 ;21;8;1949;Heusden ECH van;nan;nan;Botany;L.1761112;longirostris;0;0;Kostermans;;0;0;0;0;0;0;0;L1761112;285;Kostermans AJGH
Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;Netherlands New Guinea, distr. Merauke, east bank of Merau river S of Senajo;-8.49958;140.40613;Royen, P van;Royen, P van  4658 ;11;8;1954;nan;nan;nan;Botany;L.1761939;longirostris;0;0;Royen;;0;0;0;0;0;0;0;L1761939;4658;Royen P van
Popowia tomentosa Maingay ex Hook.f. & Thomson;Popowia;ID;Tigapulu Mts., Riau Province, 5km W of Talanglakat on Rengat-Jambi Road, Bukit Karampal area;-1.083333;102.5;Burley, JS;"Burley, JS; et al.  1311 ";9;11;1988;nan;nan;nan;Botany;L.1763947;tomentosa;0;0;Burley;;0;0;0;0;0;0;0;L1763947;1311;"Burley JS; et al."
Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;N Moluccas, Halmahera, Central part, Akelamo Oba [Halmahera];0.566667;127.6;Vogel, EF de;Vogel, EF de  4364 ;3;12;1974;Heusden ECH van;nan;nan;Botany;L.1761487;longirostris;0;0;Vogel;;0;0;0;0;0;0;0;L1761487;4364;Vogel EF de
Mezzettia parviflora Becc.;Mezzettia;ID;Kalimantan Timur, Wanariset research area, Jalan Aren.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z W 828 ";13;8;1991;Kessler PJA;nan;nan;Botany;L.1761713;parviflora;0;0;Ambriansyah;;0;0;0;0;0;0;0;L1761713;828;"Ambriansyah; Arifin Z"
Polyalthia cerasoides (Roxb.) Benth. & Hook.f. ex Bedd.;Hubera;ID;Crescit in montilus Dai in prov. Chaudoc. Cochinchinae.;-7.55;129.683333;Pierre, JBL;Pierre, JBL  1756 ;1;12;1867;Kessler PJA;1988-04-01T00:00:00;nan;Botany;L.1762873;cerasoides;0;0;Pierre;;0;0;0;0;0;0;0;L1762873;1756;Pierre JBL
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Bangka, Lobok-besar.;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  193 ";29;8;1949;nan;nan;nan;Botany;L.1761305;glauca;0;0;Kostermans;;0;0;0;0;0;0;0;L1761305;193;"Kostermans AJGH; Anta"
Monoon sympetalum (Merr.) B.Xue & R.M.K.Saunders;Woodiellantha;ID;Sumatra, prov. Lampung, NW of Kota Agung.;-5.383333;104.416667;Jacobs, M;Jacobs, M  8510 ;19;5;1968;Nurmawati S;2017-08-01T00:00:00;nan;Botany;L.1763561;sympetala;0;0;Jacobs;;0;0;0;0;0;0;0;L1763561;8510;Jacobs M
Popowia hirta Miq.;Popowia;ID;East Kalimantan, Samboja-Wanariset, km 1.5 along Samboja-Semoi road.;-0.993817;116.962567;Goverse, E;Goverse, E WA1/ 42 ;1;3;1997;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759546;hirta;0;0;Goverse;;0;0;0;0;0;0;0;L1759546;1;Goverse E
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;"Moluccas, Morotai, G. Permatang; Sangowo river";2.204483;128.524968;Kostermans, AJGH;Kostermans, AJGH  927 ;22;5;1949;nan;nan;nan;Botany;L.1761183;glauca;0;0;Kostermans;;0;0;0;0;0;0;0;L1761183;927;Kostermans AJGH
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Kalimantan Timur, Wanariset research area, road Samboja-Semoi;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z W 319 ";22;8;1990;nan;nan;nan;Botany;L.1761250;glauca;0;0;Ambriansyah;;0;0;0;0;0;0;0;L1761250;319;"Ambriansyah; Arifin Z"
Popowia fusca King;Popowia;ID;Borneo, Bukit Raya.;-0.683333;112.75;Nooteboom, HP;Nooteboom, HP  4708 ;31;1;1983;Moeljono S;2002-10-12T00:00:00;nan;Botany;L.1759509;fusca;0;0;Nooteboom;;0;0;0;0;0;0;0;L1759509;4708;Nooteboom HP
Monocarpia kalimantanensis Kessler;Monocarpia;ID;"Indonesia, Borneo, Kalimantan Selatan, Liangangang, c. 3.32 S; 114.43 E.";-3.533333;114.716667;Hallier, JG;Hallier, JG  3086 ;;;;Mols JB;nan;nan;Botany;L.1762355;kalimantanensis;0;0;Hallier;;0;0;0;0;0;0;0;L1762355;3086;Hallier JG
Pseuduvaria Miq.;Pseuduvaria;ID;Indonesia, New Guinea, Sekoli (ten zuiden van het Sentani meer) Afd. Hollandia;-2.74244;140.36098;Kalkman, C;Kalkman, C BW(Ind.) 3773 ;7;8;1957;nan;nan;nan;Botany;L.1764607;nan;0;0;Kalkman;;0;0;0;0;0;0;0;L1764607;3773;Kalkman C
Pseuduvaria latifolia (Blume) Bakh.f.;Pseuduvaria;ID;Indonesia, Javam in umbrosis m. Sallak.;-6.4247;106.5547;Blume, CL;Blume, CL  s.n. ;;;;Su YCF;2001-12-01T00:00:00;nan;Botany;L.1764443;latifolia;0;0;Blume;;0;0;0;0;0;0;0;L1764443;nan;Blume CL
Polyalthia Blume;Polyalthia;ID;N Sumatra, Gunung Leuser Reserve, Ketambe, c. 40km N of Kutacane;3.748056;97.158056;Vogel, EF de;Vogel, EF de  1555 ;23;7;1972;nan;nan;nan;Botany;L.1763647;nan;0;0;Vogel;;0;0;0;0;0;0;0;L1763647;1555;Vogel EF de
Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;Kaloal, Eiland Salawsti, West N. Guinea.;-1.257131;130.838132;Koster, C;Koster, C BW(Ind.) 1435 ;13;10;1966;Heusden ECH van;nan;nan;Botany;L.1761109;longirostris;0;0;Koster;;0;0;0;0;0;0;0;L1761109;1435;Koster C
Pseuduvaria oxycarpa (Boerl. ex Koord.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;ID;Celebes, Sulawesi Utara, Bolaang Mongondow, Dumoga Bone NP, Edwards camp.;0.5606;123.68;Vogel, EF de;"Vogel, EF de; Vermeulen, JJ  6794 ";28;3;1985;Su YCF;2004-06-01T00:00:00;nan;Botany;L.1764306;oxycarpa;0;0;Vogel;;0;0;0;0;0;0;0;L1764306;6794;"Vogel EF de; Vermeulen JJ"
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"Indonesia, Aru Islands, Pulau Baun. 6.30 S; 134.40 E (acc. to Gazetteer).";-6.5;134.666667;Nooteboom, HP;Nooteboom, HP  5676 ;17;4;1993;Kessler PJA;1995-12-01T00:00:00;nan;Botany;L.1761458;nan;0;0;Nooteboom;;0;0;0;0;0;0;0;L1761458;5676;Nooteboom HP
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Eil. simaloer, Sumatra;2.58;96.08;Achmad;Achmad  983 ;14;3;1919;nan;nan;nan;Botany;L.1761310;glauca;0;0;Achmad;;0;0;0;0;0;0;0;L1761310;983;Achmad
Popowia odoardi Diels;Popowia;ID;"Indonesia, Borneo, W. Kalimantan, G. Bentuang area: 5-10 km north of Masa village; 150 km NE of Pontianak, W. Kalimantan province; Bukit Sembawang.0.52 N; 100.26 E; 200 m alt.";0.866667;110.433333;Burley, JS;"Burley, JS; et al.  2559 ";12;6;1989;Moeljono S;2002-10-12T00:00:00;nan;Botany;L.1759402;odoardi;0;0;Burley;;0;0;0;0;0;0;0;L1759402;2559;"Burley JS; et al."
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Java, Preanger, Bivak Denoe (Tji Patoedja);-6.903611;107.0175;Backer, CA;Backer, CA  8948 ;1;1;1913;Backer CA;nan;nan;Botany;L.1762614;lateriflora;0;0;Backer;;0;0;0;0;0;0;0;L1762614;8948;Backer CA
Mezzettia parviflora Becc.;Mezzettia;ID;N. Moluccas, Obi Isl., W. part, Jikodolong.;-1.466667;127.5;Vogel, EF de;Vogel, EF de  4300 ;25;11;1974;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L.1761698;parviflora;0;0;Vogel;;0;0;0;0;0;0;0;L1761698;4300;Vogel EF de
Mitrephora maingayi Hook.f. & Thomson;Mitrephora;ID;Indonesia. Bangka.;-2.25;106.0;Garden, BB;Bogor Botanical Garden IV.H 50 ;;;;Weerasooriya AD;2001-03-01T00:00:00;nan;Botany;L.1762278;teysmannii;0;0;Bogor;;0;0;0;0;0;0;0;L1762278;50;Bogor Botanical Garden
Desmos chinensis Lour.;Desmos;ID;Java, Semarang, Karangassem;-7.803333;110.696667;Koorders, SH;Koorders, SH  28198 ;12;6;1897;nan;nan;nan;Botany;L.1760365;chinensis;0;0;Koorders;;0;0;0;0;0;0;0;L1760365;28198;Koorders SH
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Borneo, Tumbang Atey;-1.116667;113.033333;Veldkamp, JF;Veldkamp, JF  8450 ;29;1;1983;nan;nan;nan;Botany;L.1761286;glauca;0;0;Veldkamp;;0;0;0;0;0;0;0;L1761286;8450;Veldkamp JF
Artabotrys R.Br.;Artabotrys;ID;Palembang, Praitorius.;-2.916667;104.75;Praetorius, CFE;Praetorius, CFE  s.n. ;;;;nan;nan;nan;Botany;L.1760129;nan;0;0;Praetorius;;0;0;0;0;0;0;0;L1760129;nan;Praetorius CFE
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"Indonesia, New Guinea, Snow mountains region, E. of the Baliem valley, Kab. Jayawijaya, Kec. Kurima. Vicinity of Ilamik village (1 hr walk east of Pronggoli)4.14 S; 139.20 E; 1700 m alt.";-4.233333;139.333333;Milliken, W;Milliken, W  1288 ;1;10;1992;nan;nan;nan;Botany;L.1761605;nan;0;0;Milliken;;0;0;0;0;0;0;0;L1761605;1288;Milliken W
Ellipeia Hook.f. & Thomson;Uvaria;ID;Indonesia. Java, Preanger, sur Kaipaten.;-6.903611;107.0175;Hochreutiner, BPG;Hochreutiner, BPG  2516 ;10;11;1904;Meade CV;2000-07-01T00:00:00;nan;Botany;L.1760751;nan;0;0;Hochreutiner;;0;0;0;0;0;0;0;L1760751;2516;Hochreutiner BPG
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;"Indonesia, Irian Jaya, Manokwari District, Wasior Subdistrict, Hamlet Rado, Village Wasior.2.43 S; 134.30 E (acc. to Gazetteer) 50 m. alt.";-2.716667;134.5;Widjaja, EA;Widjaja, EA  4549 ;6;7;1991;nan;nan;nan;Botany;L.1761204;glauca;0;0;Widjaja;;0;0;0;0;0;0;0;L1761204;4549;Widjaja EA
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Holtedang, Ned. Nw. Gulinea, Res: Hollandia;-2.632456;140.773614;Brouwer, A;Brouwer, A BW(Ind.) 850 ;2;2;1955;nan;nan;nan;Botany;L.1761216;glauca;0;0;Brouwer;;0;0;0;0;0;0;0;L1761216;850;Brouwer A
Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;"Archipel. Ind.: Nw Guinea. Vogelkop; near Warnapi, (south of Manokwari).";-1.440095;134.196316;Kostermans, AJGH;Kostermans, AJGH  s.n. ;10;8;1948;Heusden ECH van;nan;nan;Botany;L.1761126;longirostris;0;0;Kostermans;;0;0;0;0;0;0;0;L1761126;nan;Kostermans AJGH
Polyalthia Blume;Polyalthia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.5;117.333333;Leighton, M;Leighton, M  831 ;1;1;1979;nan;nan;nan;Botany;L.1763524;nan;0;0;Leighton;;0;0;0;0;0;0;0;L1763524;831;Leighton M
Orophea Blume;Orophea;ID;Java, Banjoemas, Pringombo;-7.579167;109.506111;Koorders, SH;Koorders, SH  33797 ;19;8;1900;Kessler PJA;1985-07-01T00:00:00;nan;Botany;L.1758958;nan;0;0;Koorders;;0;0;0;0;0;0;0;L1758958;33797;Koorders SH
Popowia pisocarpa (Blume) Endl.;Popowia;ID;"Borneo, Indonesia, Kalimantan Tengah, plot 2, km 92 from Sangai (S. Mentaya), Kab. Kotawaringin Timur.1.29 S; 112.31 E; 50 m alt.";-1.483333;112.516667;Tuke, ID;Tuke, ID P2/ 279 ;1;11;1993;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759212;pisocarpa;0;0;Tuke;;0;0;0;0;0;0;0;L1759212;2;Tuke ID
Mitrephora sundaica Weeras. & R.M.K.Saunders;Mitrephora;ID;Indonesia. Lesser Sunda Islands: Flores.;-8.675;122.091667;Verheijen, JAJ;Verheijen, JAJ  2759 ;1;1;1970;Weerasooriya AD;2001-03-01T00:00:00;nan;Botany;L.1762105;sundaica;0;0;Verheijen;;0;0;0;0;0;0;0;L1762105;2759;Verheijen JAJ
Polyalthia cauliflora var. beccarii (King) J.Sinclair;Polyalthia;ID;S Sumatra, Barisan Range, Bukit Seburong near Muara Dua;-4.35;103.966667;Vogel, EF de;Vogel, EF de  1286 ;15;3;1972;nan;nan;nan;Botany;L.1758144;cauliflora;0;0;Vogel;;0;0;0;0;0;0;0;L1758144;1286;Vogel EF de
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Bangka, Lobok-besar.;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  264 ";1;9;1949;nan;nan;nan;Botany;L.1760957;glauca;0;0;Kostermans;;0;0;0;0;0;0;0;L1760957;264;"Kostermans AJGH; Anta"
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Indonesia, Sulawesi Tengah, Kulawi, Mataue, Lore Lindu National Park;-1.452367;119.90635;Ramadhanil;"Ramadhanil; Wiriadinata, H; Soejadi, A  397 ";25;5;2001;Kessler PJA;2001-11-01T00:00:00;nan;Botany;L.1761442;nan;0;0;Ramadhanil;;0;0;0;0;0;0;0;L1761442;397;"Ramadhanil; Wiriadinata H; Soejadi A"
Mezzettia Becc.;Mezzettia;ID;Sungei Lalang Petaling, Sumatera Selatan.;-3.05;104.65;Laumonier, Y;Laumonier, Y TFB 435 ;1;12;1979;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L.1761954;nan;0;0;Laumonier;;0;0;0;0;0;0;0;L1761954;435;Laumonier Y
Mitrephora maingayi Hook.f. & Thomson;Mitrephora;ID;"Indonesia. Bogor, E. Borneo, Berau, Tdg. Redeb. Kelai River near Along Lanuk; ridge.";1.75;117.5;Kostermans, AJGH;Kostermans, AJGH  21094 ;5;10;1963;Weerasooriya AD;2001-03-01T00:00:00;nan;Botany;L.1762270;teysmannii;0;0;Kostermans;;0;0;0;0;0;0;0;L1762270;21094;Kostermans AJGH
Popowia odoardi Diels;Popowia;ID;Gn. Sunujuh Sambas.;1.433333;109.45;Suzuki, E;Suzuki, E K/ 9734 ;10;8;1994;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759498;odoardi;0;0;Suzuki;;0;0;0;0;0;0;0;L1759498;9734;Suzuki E
Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;"Aisaoe, Bivouac Sebosiari; Subdivision Seroei; Isle of Japen; Div. Geelvinckbay.";-1.883333;136.233333;Iwanggin, GT;Iwanggin, GT BW(Ind.) 9233 ;21;9;1960;Heusden ECH van;nan;nan;Botany;L.1761937;longirostris;0;0;Iwanggin;;0;0;0;0;0;0;0;L1761937;9233;Iwanggin GT
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Java, Besoeki Rogodjampi;-8.316667;114.283333;Koorders, SH;Koorders, SH  560 ;16;9;1889;Boerlage JG;nan;nan;Botany;L.1762627;lateriflora;0;0;Koorders;;0;0;0;0;0;0;0;L1762627;560;Koorders SH
Desmos Lour.;Desmos;ID;Pengalengang;-7.75;109.666667;Junghuhn, FW;Junghuhn, FW [113] s.n. ;;;;Kessler PJA;1988-04-01T00:00:00;nan;Botany;L.1760524;nan;0;0;Junghuhn;;0;0;0;0;0;0;0;L1760524;113;Junghuhn FW
Mezzettia umbellata Becc.;Mezzettia;ID;Borneo, Kalimantan Barat, Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;-1.866666;109.983333;Laman, TG;"Laman, TG; et al.  121 ";24;10;1996;Kessler PJA;1998-08-01T00:00:00;nan;Botany;L.1761997;umbellata;0;0;Laman;;0;0;0;0;0;0;0;L1761997;121;"Laman TG; et al."
Desmos chinensis Lour.;Desmos;ID;W. Flores. S. part, Mt. Ndeki.;-8.8289;120.6293;Kostermans, AJGH;"Kostermans, AJGH; Wirawan, N  129 ";11;4;1965;nan;nan;nan;Botany;L.1760273;chinensis;0;0;Kostermans;;0;0;0;0;0;0;0;L1760273;129;"Kostermans AJGH; Wirawan N"
Desmos chinensis Lour.;Desmos;ID;Bali.;-8.5;115.0;Friedberg, C;Friedberg, C  s.n. ;1;1;1962;Hildebrand FHG;1965-03-01T00:00:00;nan;Botany;L.1760266;chinensis;0;0;Friedberg;;0;0;0;0;0;0;0;L1760266;nan;Friedberg C
Popowia pisocarpa (Blume) Endl.;Popowia;ID;"Indonesia, Borneo, C. Kalimantan. km 60 N of Sangai, S. Mentaya, Kab. Kotawaringin Timur.1.29 S; 112.31 E; 50 m alt.";-1.483333;112.516667;Argent, GCG;"Argent, GCG; Saridan, A  937 ";29;1;1993;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759320;pisocarpa;0;0;Argent;;0;0;0;0;0;0;0;L1759320;937;"Argent GCG; Saridan A"
Polyalthia Blume;Polyalthia;ID;"Archipel. Ind.; Molukken, Aroe-eilanden, Dosi, P. Wokam.";-5.7447;134.5269;Unknown;Unknown bb 25257 ;9;5;1938;nan;nan;nan;Botany;L.1759743;nan;0;0;Unknown;;0;0;0;0;0;0;0;L1759743;25257;Unknown
Mezzettia Becc.;Mezzettia;ID;ZO Borneo, West Koetei;0.0;116.5;Unknown;Unknown bb 16909 ;;;;Steenis CGGJ van;nan;nan;Botany;L.1761907;nan;0;0;Unknown;;0;0;0;0;0;0;0;L1761907;16909;Unknown
Anomianthus dulcis (Dunal) J.Sinclair;Anomianthus;ID;Archipel Ind.: Java, res. Kembang, Fg. Bendo.;-6.533333;106.433333;Steenis, CGGJ van;Steenis, CGGJ van  17446 ;1;12;1940;Kessler PJA;2001-07-01T00:00:00;nan;Botany;L.1760789;dulcis;0;0;Steenis;;0;0;0;0;0;0;0;L1760789;17446;Steenis CGGJ van
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"Nw. Guinea; sub.distr. Manokwari, Vogelkop; Warnapi, 15km north of Ransiki";-1.440095;134.196316;Kostermans, AJGH;Kostermans, AJGH  2886 ;1;7;1948;nan;nan;nan;Botany;L.1761374;nan;0;0;Kostermans;;0;0;0;0;0;0;0;L1761374;2886;Kostermans AJGH
Monocarpia kalimantanensis Kessler;Monocarpia;ID;"Indonesia, Borneo, Kalimantan Tengah, Bukit Raya, Tumbang Tapi, c. 1.10 S;113.10 E.";-1.166667;113.166667;Wiriadinata, H;Wiriadinata, H  3274 ;14;1;1983;Mols JB;nan;nan;Botany;L.1762320;kalimantanensis;0;0;Wiriadinata;;0;0;0;0;0;0;0;L1762320;3274;Wiriadinata H
Popowia hirta Miq.;Popowia;ID;East Kalimantan, KPC area, Bengalon, Projosam area, km 4.;0.783333;117.533333;Ambriansyah;"Ambriansyah; Arifin, Z AA 1490 ";11;4;1996;Ganesan SK;2011-10-01T00:00:00;nan;Botany;L.1759538;hirta;0;0;Ambriansyah;;0;0;0;0;0;0;0;L1759538;1490;"Ambriansyah; Arifin Z"
Desmos Lour.;Desmos;ID;Lesser Sunda Is.- Flores, Sesok;-8.7722;120.0319;Schmutz, E;Schmutz, E  3013 ;1;8;1972;Steenis CGGJ van;nan;nan;Botany;L.1760501;nan;0;0;Schmutz;;0;0;0;0;0;0;0;L1760501;3013;Schmutz E
Artabotrys hirtipes Ridl.;Artabotrys;ID;"W Kalimantan Province, G. Bentuang area; 5-10km N of Masa village, 150km NE of Pontianak, E of upper Semawang River";0.866667;110.433333;Burley, JS;"Burley, JS; et al.  2713 ";20;6;1989;Turner IM;2008-11-01T00:00:00;nan;Botany;L.1760967;hirtipes;0;0;Burley;;0;0;0;0;0;0;0;L1760967;2713;"Burley JS; et al."
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Sumatra Lematang Oeloe, Res. Palembang.;-3.033333;104.266667;Lambach, PM;Lambach, PM  s.n. ;28;11;1916;Smith JJ;nan;nan;Botany;L.1763384;nan;0;0;Lambach;;0;0;0;0;0;0;0;L1763384;nan;Lambach PM
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;ID;N part of Meratus Mts, Kalimantan Selatan, Borneo;-2.75;115.666667;Vogel, EF de;Vogel, EF de  1710 ;20;10;1972;Nurmawati S;2017-08-01T00:00:00;nan;Botany;L.1760870;paradoxum;0;0;Vogel;;0;0;0;0;0;0;0;L1760870;1710;Vogel EF de
Popowia beccarii Scheff.;Popowia;ID;Netherlands New Guinea, Vogelkop Peninsula, Nettoti Range, Wekari R. camp;-0.718;133.082;Royen, P van;"Royen, P van; Sleumer, HO  8035 ";3;12;1961;Heusden ECH van;nan;nan;Botany;L.1759555;beccarii;0;0;Royen;;0;0;0;0;0;0;0;L1759555;8035;"Royen P van; Sleumer HO"
Mezzettia umbellata Becc.;Mezzettia;ID;"Archipel. Ind.: S. and E. Borneo; Sampit.";-2.533333;112.95;Buwalda, P;Buwalda, P  7794 ;20;9;1940;Kessler PJA;1989-06-01T00:00:00;nan;Botany;L.1761669;umbellata;0;0;Buwalda;;0;0;0;0;0;0;0;L1761669;7794;Buwalda P
Polyalthia Blume;Polyalthia;ID;Molukken, Tobelo, G. Baroe, Eil. Morotai;1.727302;128.008142;Haan, GAL de;Haan, GAL de bb 24616 ;1;4;1938;nan;nan;nan;Botany;L.1759876;nan;0;0;Haan;;0;0;0;0;0;0;0;L1759876;24616;Haan GAL de
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Borneo, Bukit Raya, Tumbang Riang.;-1.833333;113.166667;Wiriadinata, H;Wiriadinata, H  3053 ;3;1;1983;Moeljono S;2002-10-12T00:00:00;nan;Botany;L.1759116;pisocarpa;0;0;Wiriadinata;;0;0;0;0;0;0;0;L1759116;3053;Wiriadinata H
Popowia pisocarpa (Blume) Endl.;Popowia;ID;"Indonesia, Borneo. Valley between limestone hills, N part of Meratus Mts., Kalimantan Selatan.1.49 S; 115.44 E; 400 m alt.";-1.816667;115.733333;Vogel, EF de;Vogel, EF de  1696 ;20;10;1972;Moeljono S;2002-10-12T00:00:00;nan;Botany;L.1759133;pisocarpa;0;0;Vogel;;0;0;0;0;0;0;0;L1759133;1696;Vogel EF de
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Sausapor, onderafd. Sorong Afdeling West N.Guinea.;-0.507921;132.087752;Versteegh, C;Versteegh, C BW(Ind.) 3956 ;15;10;1956;nan;nan;nan;Botany;L.1761197;glauca;0;0;Versteegh;;0;0;0;0;0;0;0;L1761197;3956;Versteegh C
Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;Beriat (ca 12 km south of Teminaboean) Div. West N. Guinea.;-1.50255;132.00588;Schram, FAW;Schram, FAW BW(Ind.) 6001 ;18;4;1958;Heusden ECH van;nan;nan;Botany;L.1761938;longirostris;0;0;Schram;;0;0;0;0;0;0;0;L1761938;6001;Schram FAW
Orophea trigyna Miq.;Orophea;ID;Djaro Dam, ca 10 km NE of Muara Uja, Kalimantan Selatan, Borneo.;-1.833333;115.666667;Vogel, EF de;Vogel, EF de  810 ;15;11;1971;Kessler PJA;1985-07-01T00:00:00;nan;Botany;L.1759029;trigyna;0;0;Vogel;;0;0;0;0;0;0;0;L1759029;810;Vogel EF de
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;ID;"Indonesia. Central East Borneo; W. Koetai; no. 45, Kombeng.";0.5;117.0;Endert, FH;Endert, FH  5260 ;25;11;1925;Weerasooriya AD;2001-03-01T00:00:00;nan;Botany;L.1762416;nan;0;0;Endert;;0;0;0;0;0;0;0;L1762416;5260;Endert FH
Polyalthia Blume;Polyalthia;ID;W Flores, S part, Mt. Ndeki;-8.675;122.091667;Kostermans, AJGH;"Kostermans, AJGH; Wirawan, N  146 ";11;4;1965;nan;nan;nan;Botany;L.1759888;nan;0;0;Kostermans;;0;0;0;0;0;0;0;L1759888;146;"Kostermans AJGH; Wirawan N"
Monoon coriaceum (Ridl.) B.Xue & R.M.K.Saunders;Enicosanthum;ID;"Indonesia, Kalimantan Selatan, Djaro Dam. c. 10 km NE of Muara Uja.1.50S; 115.40E";-1.833333;115.666667;Vogel, EF de;Vogel, EF de  1659 ;16;10;1972;Nurmawati S;2017-08-01T00:00:00;nan;Botany;L.1760876;coriaceum;0;0;Vogel;;0;0;0;0;0;0;0;L1760876;1659;Vogel EF de
Monoon paradoxum (Becc.) B.Xue & R.M.K.Saunders;Enicosanthum;ID;Borneo, W Kalimantan, Serawai, .5km east of Uut Labang;-0.333333;112.433333;Church, AC;"Church, AC; et al.  2387 ";11;10;1995;Nurmawati S;2017-08-01T00:00:00;nan;Botany;L.1760890;paradoxum;0;0;Church;;0;0;0;0;0;0;0;L1760890;2387;"Church AC; et al."
Polyalthia Blume;Polyalthia;ID;Indonesia, Sulawesi Tengah, Palolo, Kamarora, forest garden behind Lore Lindu National Park fieldstation.;-1.25;120.216667;Kessler, PJA;"Kessler, PJA; Arbainsyah, UNTAD students  3081 ";22;3;2001;Kessler PJA;2001-03-01T00:00:00;nan;Botany;L.1759912;nan;0;0;Kessler;;0;0;0;0;0;0;0;L1759912;3081;"Kessler PJA; Arbainsyah UNTAD students"
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Molukken, Soela Eilanden (Eil. Mangoli) t.n.v. Tjapaloeleo (i/d bergen);-1.883333;125.833333;Unknown;Unknown bb 29909 ;5;10;1939;nan;nan;nan;Botany;L.1761184;glauca;0;0;Unknown;;0;0;0;0;0;0;0;L1761184;29909;Unknown
Artabotrys sumatranus Miq.;Artabotrys;ID;"Moluccas; Aroe Isl. P. Wokam, Dosinamalaoe.";-5.929983;134.567075;Buwalda, P;Buwalda, P  4922 ;11;5;1938;nan;nan;nan;Botany;L.1760075;sumatranus;0;0;Buwalda;;0;0;0;0;0;0;0;L1760075;4922;Buwalda P
Desmos chinensis Lour.;Desmos;ID;Archipel. Ind. Java. Besoeki. Rogodjampi.;-8.316667;114.283333;Koorders, SH;Koorders, SH  28855 ;24;8;1897;Koorders SH;nan;nan;Botany;L.1760404;chinensis;0;0;Koorders;;0;0;0;0;0;0;0;L1760404;28855;Koorders SH
Popowia hirta Miq.;Popowia;ID;ITCI Concession Area. Clara's Hill.;-1.25;116.75;Balgooy, MMJ van;Balgooy, MMJ van  5841 ;7;6;1989;Kessler PJA;1992-09-01T00:00:00;nan;Botany;L.1759454;hirta;0;0;Balgooy;;0;0;0;0;0;0;0;L1759454;5841;Balgooy MMJ van
Desmos chinensis Lour.;Desmos;ID;E. Java, res. Besuki, Nusa Barung I., between Teluk Tjambak and Teluk Kandangan.;-8.5;113.333333;Jacobs, M;Jacobs, M  4729 ;11;5;1957;nan;nan;nan;Botany;L.1760360;chinensis;0;0;Jacobs;;0;0;0;0;0;0;0;L1760360;4729;Jacobs M
