scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy
Enicosanthum Becc.;Enicosanthum;ID;East Kalimantan, Pasir District, Gunung Lumut Protection Forest, Rantau layung village, Gunung lampu area.;-1.583333;115.95;Ambriansyah;"Ambriansyah; Slik, JWF AA 2855 ";25;11;2005;nan;nan;nan;Botany;L.3728296;nan;0;0;Ambriansyah;;0;0;0;0;0;0;0;L3728296;2855;"Ambriansyah; Slik JWF"
Marsypopetalum Scheff.;Marsypopetalum;ID;East Kalimantan, Pasir District, Gunung Lumut Protection Forest, Rantau layung village, Gunung lampu area.;-1.583333;115.95;Ambriansyah;"Ambriansyah; Slik, JWF AA 2858 ";25;11;2005;nan;nan;nan;Botany;L.3728281;nan;0;0;Ambriansyah;;0;0;0;0;0;0;0;L3728281;2858;"Ambriansyah; Slik JWF"
Pseuduvaria Miq.;Pseuduvaria;ID;Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT- Freeport Indonesia Concession Area: Rimba Irian Golf Course, on outskirts of Kuala Kencena.;-4.4;136.866667;Puradyatmika, P;"Puradyatmika, P; et al.  10439 ";12;3;1999;nan;nan;nan;Botany;L.3728197;nan;0;0;Puradyatmika;;0;0;0;0;0;0;0;L3728197;10439;"Puradyatmika P; et al."
Phaeanthus splendens Miq.;Phaeanthus;ID;Indonesia, North Sumatra, inland (N-NW) of the town of Batangtoru, Kecamatan Batangtoru, Kabupaten Tapanuli selatan, Newmont Martabe Project site,  between Baskara base and lower helipad;1.516667;99.05;Takeuchi, WN;"Takeuchi, WN; Sambas, E  18407 ";12;6;2003;Mols JB;2004-03-01T00:00:00;nan;Botany;L.3928302;splendens;0;0;Takeuchi;;0;0;0;0;0;0;0;L3928302;18407;"Takeuchi WN; Sambas E"
Annonaceae;nan;ID;Betaua, Tojo UeKuli, Tojo-Una-Una Regency, Central Sulawesi Indonesia.;-1.383333;121.14825;Pitopang, R;Pitopang, R  2007 ;11;5;2007;nan;nan;nan;Botany;L.3724719;nan;0;0;Pitopang;;0;0;0;0;0;0;0;L3724719;2007;Pitopang R
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Sungai Wain protected area, km 15 Balikpapan - Samarinda.;-1.133333;116.833333;Sidiyasa, K;"Sidiyasa, K; et al.  2854 ";31;10;2003;nan;nan;nan;Botany;L.3724704;nan;0;0;Sidiyasa;;0;0;0;0;0;0;0;L3724704;2854;"Sidiyasa K; et al."
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Mt Watuwila, Distr. Kolaka. SE Sulawesi Province. Watarmolae, 4 km west of Sanggona village, crossing Sanggona river nera Mukowu river.;-3.77485;121.65379;Girmansyah, D;Girmansyah, D  823 ;11;5;2008;nan;nan;nan;Botany;L.3724582;odorata;0;0;Girmansyah;;0;0;0;0;0;0;0;L3724582;823;Girmansyah D
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Indonesia, North Sumatra, inland (N-NW) of the town of Batangtoru, Kecamatan Batangtoru, Kabupaten Tapanuli selatan, Newmont Martabe Project site, vicinity of Gerhana Top helipad.;1.55;99.066667;Takeuchi, WN;"Takeuchi, WN; Sambas, E  18514 ";16;6;2003;Kessler PJA;2003-08-01T00:00:00;nan;Botany;L.3928311;nan;0;0;Takeuchi;;0;0;0;0;0;0;0;L3928311;18514;"Takeuchi WN; Sambas E"
Miliusa macropoda Miq.;Miliusa;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, southern slope of Mount Lumut.;-1.416667;115.983333;Sidiyasa, K;"Sidiyasa, K; et al.  3568 ";24;11;2005;nan;nan;nan;Botany;L.3728290;macropoda;0;0;Sidiyasa;;0;0;0;0;0;0;0;L3728290;3568;"Sidiyasa K; et al."
Annonaceae;nan;ID;"Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Kuala Kencana; river crossing near plot 6.";-4.4;136.866667;Dransfield, J;"Dransfield, J; et al.  7692 ";19;2;1998;nan;nan;nan;Botany;L.3728207;nan;0;0;Dransfield;;0;0;0;0;0;0;0;L3728207;7692;"Dransfield J; et al."
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;East Kalimantan, Sungai Wain Protected area, near camo singa, km 15 Balikpapan - Samarinda.;-1.1;116.816667;Sidiyasa, K;"Sidiyasa, K; et al.  2945 ";6;11;2003;nan;nan;nan;Botany;L.3724731;malayana;0;0;Sidiyasa;;0;0;0;0;0;0;0;L3724731;2945;"Sidiyasa K; et al."
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, southern slope of Mount Lumut.;-1.416667;115.983333;Sidiyasa, K;"Sidiyasa, K; et al.  3557 ";23;11;2005;nan;nan;nan;Botany;L.3728276;virgata;0;0;Sidiyasa;;0;0;0;0;0;0;0;L3728276;3557;"Sidiyasa K; et al."
Polyalthia Blume;Polyalthia;ID;Plants of the Bird's Head Peninsula, Irian Jaya. Sourroundings of Ayawasi.;-1.15;132.483333;Ridsdale, CE;Ridsdale, CE  2418 ;28;3;1996;nan;nan;nan;Botany;L.3728795;nan;0;0;Ridsdale;;0;0;0;0;0;0;0;L3728795;2418;Ridsdale CE
Polyalthia Blume;Polyalthia;ID;East Kalimantan, Paser Distric, Gunung Lumut Protection Forest, Rantau Layung, Perayan River.;-1.616667;115.966667;Sidiyasa, K;"Sidiyasa, K; et al.  3603 ";29;11;2005;nan;nan;nan;Botany;L.3728256;nan;0;0;Sidiyasa;;0;0;0;0;0;0;0;L3728256;3603;"Sidiyasa K; et al."
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, off Km 61 road to Mului Village.;-1.27;115.6;Sidiyasa, K;"Sidiyasa, K; et al.  3330 ";12;11;2005;nan;nan;nan;Botany;L.3728285;stenopetala;0;0;Sidiyasa;;0;0;0;0;0;0;0;L3728285;3330;"Sidiyasa K; et al."
Annonaceae;nan;ID;Tojo District, Tojo-Una-Una Regency, Central Sulawesi Indonesia.;-1.286528;121.199056;Pitopang, R;Pitopang, R  2008 ;12;5;2007;nan;nan;nan;Botany;L.3724711;nan;0;0;Pitopang;;0;0;0;0;0;0;0;L3724711;2008;Pitopang R
Enicosanthum Becc.;Enicosanthum;ID;East Kalimantan, Paser District, Gunung Lumut Protection Forest, southern slope of Mount Lumut.;-1.416667;115.983333;Sidiyasa, K;"Sidiyasa, K; et al.  3553 ";23;11;2005;nan;nan;nan;Botany;L.3728238;nan;0;0;Sidiyasa;;0;0;0;0;0;0;0;L3728238;3553;"Sidiyasa K; et al."
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Hills 3 km W of base camp Mului.;-1.440583;115.971778;Raes, N;"Raes, N; Risasmoko, A; Harley, RM; Jidan; Slik, JWF; Hovenkamp, PH; Wiriadinata,  551 ";15;11;2005;Raes N;2005-12-20T00:00:00;nan;Botany;L.3728379;pisocarpa;0;0;Raes;;0;0;0;0;0;0;0;L3728379;551;"Raes N; Risasmoko A; Harley RM; Jidan; Slik JWF; Hovenkamp PH; Wiriadinata"
Friesodielsia Steenis;Friesodielsia;ID;Sungai Wain Protected area, Km 15 Balikpapan - Samarinda.;-1.133333;116.833333;Sidiyasa, K;"Sidiyasa, K; et al.  2872 ";1;11;2003;nan;nan;nan;Botany;L.3724698;nan;0;0;Sidiyasa;;0;0;0;0;0;0;0;L3724698;2872;"Sidiyasa K; et al."
Mitrella Miq.;Mitrella;ID;Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road from Portside to Timika, km 23.;-4.633333;136.9;Coode, MJE;"Coode, MJE; et al.  8031 ";16;2;1998;nan;nan;nan;Botany;L.3728214;nan;0;0;Coode;;0;0;0;0;0;0;0;L3728214;8031;"Coode MJE; et al."
Polyalthia cauliflora var. beccarii (King) J.Sinclair;Polyalthia;ID;Bangka, Lobok-besar;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  90 ";24;8;1949;nan;nan;nan;Botany;L.2924247;cauliflora;0;0;Kostermans;;0;0;0;0;0;0;0;L2924247;90;"Kostermans AJGH; Anta"
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Java. Two labels, original has Poeger in pencil, identifier has Bosterrein Rogodjampi-Balak, dist. Rogodjampi, afd. Banjoewang, res. Besoeki.;-8.166667;113.333333;Koorders, SH;Koorders, SH  122 ;29;5;1889;nan;nan;nan;Botany;L.2714240;horsfieldii;0;0;Koorders;;0;0;0;0;0;0;0;L2714240;122;Koorders SH
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Java, Res. Besoeki, afd. Djember.;-8.1705;113.702;Koorders, SH;Koorders, SH  27 ;7;12;1889;nan;nan;nan;Botany;L.2688527;horsfieldii;0;0;Koorders;;0;0;0;0;0;0;0;L2688527;27;Koorders SH
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;nan;-6.5897;106.7913;Unknown;Unknown  s.n. ;1;1;2001;Biye EH;nan;nan;Botany;L.2109937;horsfieldii;0;0;Unknown;;0;0;0;0;0;0;0;L2109937;nan;Unknown
Meiogyne Miq.;Meiogyne;ID;East Kalimantan, Berau district, km 16 from Labanan to Tanjung Redeb.;1.981733;117.25115;Slik, JWF;Slik, JWF BE2/ 782 ;6;5;1997;Chaowasku T;nan;nan;Botany;L.2106002;nan;0;0;Slik;;0;0;0;0;0;0;0;L2106002;2;Slik JWF
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indonesia, Sumatra, Sumatera Selatan, S. Bangka, Lobok-Besar, c. 2.33 S; 106.39 E.";-2.55;106.65;Kostermans, AJGH;Kostermans, AJGH bb 33963 ;29;8;1949;Turner IM;2012-02-01T00:00:00;nan;Botany;L.2066179;maingayi;0;0;Kostermans;;0;0;0;0;0;0;0;L2066179;33963;Kostermans AJGH
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Archipel Ind., Molukken, Soela Eilanden (Eil. Taliaboe) 't N.v. Sanoeja.;-1.813096;124.815888;Unknown;Unknown bb 29939 ;22;10;1939;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106185;horsfieldii;0;0;Unknown;;0;0;0;0;0;0;0;L2106185;29939;Unknown
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Java, Batavia, Tjampea.;-6.533333;106.266667;Koorders, SH;Koorders, SH  30624 b;2;7;1898;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106170;horsfieldii;0;0;Koorders;b;0;0;0;0;0;0;0;L2106170;30624;Koorders SH
Hubera Chaowasku;Hubera;ID;"C. Kalimantan; Sintang. HPH Km83-87; along old logging road east of camp.0.49S; 112.3 E.";-0.816667;112.5;Church, AC;"Church, AC; Mahyar, UW  1353 ";5;7;1994;Chaowasku T;nan;nan;Botany;L.2105999;nan;0;0;Church;;0;0;0;0;0;0;0;L2105999;1353;"Church AC; Mahyar UW"
Disepalum platipetalum Merr.;Disepalum;ID;West Sumatra: Gn.(Mt.) Gadut, Padang.;-0.9;100.533333;Nagamasu, H;Nagamasu, H  3052 ;26;8;1988;Kessler PJA;1990-10-01T00:00:00;nan;Botany;L.2068832;platipetalum;0;0;Nagamasu;;0;0;0;0;0;0;0;L2068832;3052;Nagamasu H
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;Indonesia, Sumatra, Riau,;0.116667;101.316667;Unknown;Unknown bb 27664 ;11;1;1939;Turner IM;2012-02-01T00:00:00;nan;Botany;L.2066137;maingayi;0;0;Unknown;;0;0;0;0;0;0;0;L2066137;27664;Unknown
Melodorum fruticosum Lour.;Melodorum;ID;Indonesia.;-6.5897;106.7913;Garden, BB;Bogor Botanical Garden  s.n. ;;;;Kessler PJA;1988-04-14T00:00:00;nan;Botany;L.2106008;fruticosum;0;0;Bogor;;0;0;0;0;0;0;0;L2106008;nan;Bogor Botanical Garden
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Indonesia, Java, Kebun Raya Bogor.;-6.583333;106.783333;Mols, JB;Mols, JB  4 ;4;9;2001;Chaowasku T;nan;nan;Botany;L.2109942;horsfieldii;0;0;Mols;;0;0;0;0;0;0;0;L2109942;4;Mols JB
Neo-Uvaria parallelivenia (Boerl.) H.Okada & K.Ueda;Neo-Uvaria;ID;Kebun Raya, Bogor, Java, Indonesia.;-6.583333;106.783333;Balgooy, MMJ van;Balgooy, MMJ van  5752 ;16;12;1988;Chaowasku T;nan;nan;Botany;L.2106059;parallelivenia;0;0;Balgooy;;0;0;0;0;0;0;0;L2106059;5752;Balgooy MMJ van
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;nan;-6.5897;106.7913;Garden, BB;Bogor Botanical Garden  157 ;;;;Heusden ECH van;nan;nan;Botany;L.2105942;burahol;0;0;Bogor;;0;0;0;0;0;0;0;L2105942;157;Bogor Botanical Garden
Miliusa macropoda Miq.;Miliusa;ID;East Borneo, E. Kutei, G. Tepian Lobang on Menubar R.;0.833333;118.483333;Kostermans, AJGH;Kostermans, AJGH  5308 ;18;6;1951;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2066306;macropoda;0;0;Kostermans;;0;0;0;0;0;0;0;L2066306;5308;Kostermans AJGH
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Java, Banjoemas, Noesa-Kembangan.;-6.183333;105.933333;Koorders, SH;Koorders, SH  535 b;13;12;1891;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2109240;horsfieldii;0;0;Koorders;b;0;0;0;0;0;0;0;L2109240;535;Koorders SH
Annonaceae;nan;ID;Atjeh province, Sumatra, Indonesia, Kloet nature reserve, S. Kloet, along the Krung (=River) Lembang/ vicinity of Pucuk Lembang.;3.083333;97.416667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19916 ";11;7;1985;Chaowasku T;nan;nan;Botany;L.2106201;nan;0;0;Wilde;;0;0;0;0;0;0;0;L2106201;19916;"Wilde WJJO de; Wilde-Duyfjes BEE de"
Dendrokingstonia acuminata (Miq.) Chaowasku;Dendrokingstonia;ID;Indonesia. Sumatra, Gouv. Sum. O. Kust ond afd. Semeloengoen.;2.97;99.068167;Boschproefstation;Boschproefstation bb 3068 ;30;1;1922;Chaowasku T;2011-07-01T00:00:00;nan;Botany;L.2106018;acuminata;0;0;Boschproefstation;;0;0;0;0;0;0;0;L2106018;3068;Boschproefstation
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ID;Indonesia, North Sulawesi, Cagar Alam Tangkoko-Batu Angus.;1.55;125.166667;Arbainsyah;"Arbainsyah; et al. AA 3178 ";24;11;2003;Xue B;2012-10-01T00:00:00;nan;Botany;L.2067126;ophthalmicus;0;0;Arbainsyah;;0;0;0;0;0;0;0;L2067126;3178;"Arbainsyah; et al."
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Molukken, Soela Eilanden, Eil. Mangoli, W. Mangoli.;-1.883333;125.833333;Unknown;Unknown bb 29749 ;26;8;1939;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106186;horsfieldii;0;0;Unknown;;0;0;0;0;0;0;0;L2106186;29749;Unknown
Miliusa longipes King;Miliusa;ID;Java, Botania, G. Liiang, westzijde.;-6.642783;107.467747;Steenis, CGGJ van;Steenis, CGGJ van  2385 ;29;10;1928;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2109967;longipes;0;0;Steenis;;0;0;0;0;0;0;0;L2109967;2385;Steenis CGGJ van
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Peutjang Isl., Udjungkulon Reserve, S.W. Java.;-6.733333;105.25;Kostermans, AJGH;"Kostermans, AJGH; Kuswata Kartawinata, E  55 ";12;8;1950;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106168;horsfieldii;0;0;Kostermans;;0;0;0;0;0;0;0;L2106168;55;"Kostermans AJGH; Kuswata Kartawinata E"
Hubera Chaowasku;Hubera;ID;Kebar Valley, Div. West N. Guinea, Nederlands Nieuw-Guinea.;-0.916667;132.666667;Schram, FAW;Schram, FAW BW(Ind.) 7902 ;5;11;1958;Chaowasku T;nan;nan;Botany;L.2106032;nan;0;0;Schram;;0;0;0;0;0;0;0;L2106032;7902;Schram FAW
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;Indonesia. W. Java, Banten, G. Kendeng, Ujung Kulon.;-7.1;107.266667;Dransfield, J;Dransfield, J  2542 ;17;6;1972;Heusden ECH van;nan;nan;Botany;L.2105945;burahol;0;0;Dransfield;;0;0;0;0;0;0;0;L2105945;2542;Dransfield J
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ID;Malesia, Indonesia, Lesser, Sunda Islands, Flores, Tengku-Dila (Lotje, Ruis).;-8.313;120.4862;Verheijen, JAJ;Verheijen, JAJ  3084 ;27;3;1972;Xue B;2012-10-01T00:00:00;nan;Botany;L.2067078;ophthalmicus;0;0;Verheijen;;0;0;0;0;0;0;0;L2067078;3084;Verheijen JAJ
Miliusa macropoda Miq.;Miliusa;ID;East Borneo, Berouw, Mapulu at base of Mt. Ilas Mapulu.;1.75;117.5;Kostermans, AJGH;Kostermans, AJGH  13973 ;20;9;1957;nan;nan;nan;Botany;L.2066293;macropoda;0;0;Kostermans;;0;0;0;0;0;0;0;L2066293;13973;Kostermans AJGH
Miliusa longipes King;Miliusa;ID;Atjeh province, Sumatra, Indonesia. Kloet nature reserve, S. Kloet along the Krung (= River) Lembang/ vicinity of Pucuk Lembang.;3.083333;97.416667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  20033 ";13;7;1985;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2109958;longipes;0;0;Wilde;;0;0;0;0;0;0;0;L2109958;20033;"Wilde WJJO de; Wilde-Duyfjes BEE de"
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Kebun Raya Bogor, West Java.;-6.583333;106.783333;Balgooy, MMJ van;Balgooy, MMJ van  5140 ;9;9;1985;Chaowasku T;nan;nan;Botany;L.2109943;horsfieldii;0;0;Balgooy;;0;0;0;0;0;0;0;L2109943;5140;Balgooy MMJ van
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Java, Besoeki, Rogodjampi.;-8.316667;114.283333;Koorders, SH;Koorders, SH  28851 b;22;8;1897;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106159;horsfieldii;0;0;Koorders;b;0;0;0;0;0;0;0;L2106159;28851;Koorders SH
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ID;Masni-plain, c. 25 km W of Manokwari, Nederlands Nieuw Guinea.;-0.733333;133.75;Koster, C;Koster, C BW(Ind.) 10921 ;13;2;1961;Mols JB;nan;nan;Botany;L.2105958;ophthalmicus;0;0;Koster;;0;0;0;0;0;0;0;L2105958;10921;Koster C
Monocarpia kalimantanensis Kessler;Monocarpia;ID;"Indonesia, Borneo, Kalimantan Timur, Berau, Inhutani area, km 13, road to Samarinda, c. 2.01 N; 117.17 E.";2.016667;117.283333;Kessler, PJA;"Kessler, PJA; et al. Berau 902 ";13;10;1997;Xue B;2012-10-01T00:00:00;nan;Botany;L.2067153;kalimantanensis;0;0;Kessler;;0;0;0;0;0;0;0;L2067153;902;"Kessler PJA; et al."
Miliusa macropoda Miq.;Miliusa;ID;Indonesia, Kalimantan Timur, Pt. Inhutani area, Km 35 from Labanan.;1.9;117.216667;Sidiyasa, K;"Sidiyasa, K; et al. Berau 1244 ";13;5;1998;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2066307;macropoda;0;0;Sidiyasa;;0;0;0;0;0;0;0;L2066307;1244;"Sidiyasa K; et al."
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Java, Besoeki, Rogodjampi.;-8.316667;114.283333;Koorders, SH;Koorders, SH  28847 b;28;8;1897;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2109244;horsfieldii;0;0;Koorders;b;0;0;0;0;0;0;0;L2109244;28847;Koorders SH
Melodorum fruticosum Lour.;Melodorum;ID;nan;-6.5897;106.7913;Garden, BB;Bogor Botanical Garden  s.n. ;;;;Kessler PJA;1988-04-14T00:00:00;nan;Botany;L.2106007;fruticosum;0;0;Bogor;;0;0;0;0;0;0;0;L2106007;nan;Bogor Botanical Garden
Hubera Chaowasku;Hubera;ID;Netherlands New Guinea, Voglkop Peninsula, Aifat river valley.;-1.366667;132.6;Royen, P van;"Royen, P van; Sleumer, HO  7122 ";1;11;1961;Chaowasku T;nan;nan;Botany;L.2105905;nan;0;0;Royen;;0;0;0;0;0;0;0;L2105905;7122;"Royen P van; Sleumer HO"
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Java, Besoeki, Kedoengdjati.;-7.166667;110.616667;Koorders, SH;Koorders, SH  624 b;15;5;1888;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106173;horsfieldii;0;0;Koorders;b;0;0;0;0;0;0;0;L2106173;624;Koorders SH
Miliusa Lesch. ex A.DC.;Miliusa;ID;Indonesia, New Guinea. Kali Maro, Wasur National Park Merauke.10 m alt.;-8.49958;140.40613;Widjaja, EA;"Widjaja, EA; et al.  6021 ";13;10;1992;Chaowasku T;2007-06-01T00:00:00;nan;Botany;L.2105972;nan;0;0;Widjaja;;0;0;0;0;0;0;0;L2105972;6021;"Widjaja EA; et al."
Disepalum platipetalum Merr.;Disepalum;ID;West Sumatra, Gunung (Mt.) Rasam: along trail from Airdingin to the summit. 6 km south of Danau (Lake) Diatas.;-1.15;100.766667;Nagamasu, H;Nagamasu, H  3916 ;18;3;1989;Kessler PJA;1990-04-01T00:00:00;nan;Botany;L.2068833;platipetalum;0;0;Nagamasu;;0;0;0;0;0;0;0;L2068833;3916;Nagamasu H
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indonesia, Sumatra, Sumatera Seletan, Bangka, Lobol-Besar, c. 2.15 S; 106.00 N.";-2.25;106.0;Kostermans, AJGH;"Kostermans, AJGH; Anta  1065 ";5;10;1949;Turner IM;2012-02-01T00:00:00;nan;Botany;L.2066138;maingayi;0;0;Kostermans;;0;0;0;0;0;0;0;L2066138;1065;"Kostermans AJGH; Anta"
Huberantha forbesii (F.Muell. ex Diels) Chaowasku;Hubera;ID;"Archipel. Ind.: Nw. Guinea; sub. district Manokwari Vogelkop; Warnapi (15 km. N. of Ransiki) coastal plain.";-1.133333;134.916667;Kostermans, AJGH;Kostermans, AJGH  2787 ;22;7;1948;Chaowasku T;nan;nan;Botany;L.2106395;forbesii;0;0;Kostermans;;0;0;0;0;0;0;0;L2106395;2787;Kostermans AJGH
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Java, Semerang, Kedoengdajti.;-7.166667;110.616667;Koorders, SH;Koorders, SH  601 b;28;8;1889;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106175;horsfieldii;0;0;Koorders;b;0;0;0;0;0;0;0;L2106175;601;Koorders SH
Miliusa Lesch. ex A.DC.;Miliusa;ID;Near Sigirik mount within Bukit Sebelah nature reserve West Sumatra.;-0.9;101.5;Laumonier, Y;Laumonier, Y TFB 4323 ;15;5;1983;Chaowasku T;nan;nan;Botany;L.2105967;nan;0;0;Laumonier;;0;0;0;0;0;0;0;L2105967;4323;Laumonier Y
Popowia Endl.;Popowia;ID;Secondary forest and abandoned ladangs;-6.5;134.583333;Balgooy, MMJ van;Balgooy, MMJ van  6801 ;3;11;1994;Chaowasku T;nan;nan;Botany;L.2105952;nan;0;0;Balgooy;;0;0;0;0;0;0;0;L2105952;6801;Balgooy MMJ van
Miliusa macropoda Miq.;Miliusa;ID;Indonesian East Borneo, Berau.;1.75;117.5;Kostermans, AJGH;Kostermans, AJGH  21219 ;11;10;1963;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2066301;macropoda;0;0;Kostermans;;0;0;0;0;0;0;0;L2066301;21219;Kostermans AJGH
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;nan;-6.5897;106.7913;Unknown;Unknown  s.n. ;1;1;2001;Biye EH;nan;nan;Botany;L.2109938;horsfieldii;0;0;Unknown;;0;0;0;0;0;0;0;L2109938;nan;Unknown
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;Indonesia. Horuts Bogoriensis, West Java. Origin Java.;-6.5897;106.7913;Sinclair, J;Sinclair, J  10041 ;27;2;1959;Heusden ECH van;nan;nan;Botany;L.2105938;burahol;0;0;Sinclair;;0;0;0;0;0;0;0;L2105938;10041;Sinclair J
Disepalum coronatum Becc.;Disepalum;ID;Borneo, Res. W Afd. v. Borneo Pontianak, Kp. Andjongan;0.366667;109.166667;Mondi;Mondi  237 ;5;4;1931;Kessler PJA;1989-04-01T00:00:00;nan;Botany;L.2068860;coronatum;0;0;Mondi;;0;0;0;0;0;0;0;L2068860;237;Mondi
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indonesia, Sumatra, Sumatera Seletan, Bagka, Lobok-Besar, c. 2.15 S; 106.00 N.";-2.25;106.0;Kostermans, AJGH;"Kostermans, AJGH; Anta  182 ";29;8;1949;Turner IM;2012-02-01T00:00:00;nan;Botany;L.2066165;maingayi;0;0;Kostermans;;0;0;0;0;0;0;0;L2066165;182;"Kostermans AJGH; Anta"
Melodorum fruticosum Lour.;Melodorum;ID;nan;-6.5897;106.7913;Boerlage, JG;Boerlage, JG  143 ;;;;nan;nan;nan;Botany;L.2106012;fruticosum;0;0;Boerlage;;0;0;0;0;0;0;0;L2106012;143;Boerlage JG
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;Indonesia. Java, Tuin Buitenzorg.;-6.5897;106.7913;Harreveld, P van;Harreveld, P van  1553 ;22;7;1907;Heusden ECH van;nan;nan;Botany;L.2105947;burahol;0;0;Harreveld;;0;0;0;0;0;0;0;L2105947;1553;Harreveld P van
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indonesia, Sumatra, Sumatera Tapanuli, Angkola, Sipiroh Sajur matinggi, c. 2.51 N; 98.16 E.";2.85;98.266667;Unknown;Unknown bb 5622 ;7;6;1923;Turner IM;2012-02-01T00:00:00;nan;Botany;L.2066174;maingayi;0;0;Unknown;;0;0;0;0;0;0;0;L2066174;5622;Unknown
Annonaceae;nan;ID;"Gunung Leuser NR, Atjeh, North Sumatra, Ketambe; valley of Lau Alas, c.35km NW of Kutatjane.";3.6831;97.6486;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  14472 ";3;2;1975;Chaowasku T;nan;nan;Botany;L.2106203;nan;0;0;Wilde;;0;0;0;0;0;0;0;L2106203;14472;"Wilde WJJO de; Wilde-Duyfjes BEE de"
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Celebes en Ond., Raha (Moena), Wasalangka.;-5.1;122.433333;Boschproefstation;Boschproefstation bb 21343 ;20;8;1936;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106180;horsfieldii;0;0;Boschproefstation;;0;0;0;0;0;0;0;L2106180;21343;Boschproefstation
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Semarang.;-7.803333;110.696667;Koorders, SH;Koorders, SH  569 B;2;3;1891;Mols JB;2004-03-01T00:00:00;nan;Botany;L.2106179;horsfieldii;0;0;Koorders;B;0;0;0;0;0;0;0;L2106179;569;Koorders SH
