recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url
Borden, TE;;nan;<NA>;01/04/1904 - 30/04/1904;Bataan;Philippines. Lamao River. Prov. of Bataan, Luzon.;P00751131;Philippines;Cyathocalyx;globosus;0;0;0;0;<NA>;<NA>;1;4;1904;;;;0;0;0;120.578;14.502;0;0;nan;P00751131;Borden, T.E.;<NA>;Borden;Borden, Thomas E.;Philippines;0
Borden, TE;;nan;<NA>;01/04/1904 - 30/04/1904;Bataan;Philippines. Lamao River. Prov. of Bataan, Luzon;P00751134;Philippines;Cyathocalyx;globosus;0;0;0;0;<NA>;<NA>;1;4;1904;;;;0;0;0;120.578;14.502;0;0;nan;P00751134;Borden, T.E.;<NA>;Borden;Borden, Thomas E.;Philippines;0
Brand, D;;nan;<NA>;15/05/1960 - 15/05/1960;Sabah;North Borneo. District Tawau. Mile 11, Apas. road.;P01982950;Malaisie;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;15;5;1960;;;;0;0;0;118.02;4.263;0;0;nan;P01982950;Brand, D.;<NA>;Brand;Brand, D;<NA>;<NA>
Callery;;nan;<NA>;<NA>;National Capital Region (NCR);Manille ?;P02034944;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;120.9809674;14.5907332;0;0;nan;P02034944;Callery;<NA>;Callery;Callery, Joseph Maxime Marie;China, Indonesia, Vietnam;0
Callery;;nan;<NA>;<NA>;National Capital Region (NCR);Manille ?;P02034945;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;120.9809674;14.5907332;0;0;nan;P02034945;Callery;<NA>;Callery;Callery, Joseph Maxime Marie;China, Indonesia, Vietnam;0
Callery;;nan;<NA>;01/01/1844 - 31/12/1844;Macau(澳門);Chine, Macao;P02007364;Chine;Desmos;chinensis;0;0;0;0;<NA>;<NA>;1;1;1844;;;;0;0;0;113.551;22.176;0;0;nan;P02007364;Callery;<NA>;Callery;Callery, Joseph Maxime Marie;China, Indonesia, Vietnam;0
Cavalerie;;nan;<NA>;01/01/1915 - 31/12/1915;Guizhou(贵州);Chine : Kouy-tcheou, etc. Houang ts'ao-pa;P00160895;Chine;Miliusa;sinensis;0;0;0;0;<NA>;<NA>;1;1;1915;;;;0;0;0;104.91;25.0879;0;0;nan;P00160895;Cavalerie;<NA>;Cavalerie;Cavalerie;<NA>;<NA>
Cavalerie;;nan;<NA>;<NA>;Guizhou(贵州);Chine : Kout-Tchéou;P00160896;Chine;Miliusa;sinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00160896;Cavalerie;<NA>;Cavalerie;Cavalerie;<NA>;<NA>
Cavalerie;;nan;<NA>;01/01/1914 - 31/12/1914;Guizhou(贵州);Chine. Gan-chouen;P01964150;Chine;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1914;;;;0;0;0;106.619;26.646;0;0;nan;P01964150;Cavalerie;<NA>;Cavalerie;Cavalerie;<NA>;<NA>
Cavalerie;;Kessler, P;26/10/1989 - 26/10/1989;<NA>;Guizhou(贵州);Chine : Kouy-tcheou. Pin-fa ?;P02032256;Chine;Fissistigma;sp.;0;0;0;0;<NA>;<NA>;;;;26;10;1989;0;0;0;105.6826;25.7707;0;0;nan;P02032256;Cavalerie;Kessler, P.;Cavalerie;Cavalerie;<NA>;<NA>
Cenabre, AL;;Kessler, P;01/05/2004 - 31/05/2004;01/02/1923 - 28/02/1923;Palawan;Philippines. Puerto Princesa. Palawan;P00379281;Philippines;Mitrephora;lanotan;0;0;0;0;<NA>;<NA>;1;2;1923;1;5;2004;0;0;0;118.735;9.7376;0;0;nan;P00379281;Cenabre, A.L.;Kessler, P.;Cenabre;Cenabre, A. L.;Philippines;0
Cenabre, AL;;nan;<NA>;01/02/1923 - 28/02/1923;Palawan;Philippines. Puerto Princesa. Palawan;P01987358;Philippines;Xylopia;dehiscens;0;0;0;0;<NA>;<NA>;1;2;1923;;;;0;0;0;118.732;9.738;0;0;nan;P01987358;Cenabre, A.L.;<NA>;Cenabre;Cenabre, A. L.;Philippines;0
Chaper, M;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;;Bornéo;P01982968;<NA>;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;nan;P01982968;Chaper, M.;Kessler, P.;Chaper;Chaper, Maurice Armand;Côte d'Ivoire, Cuba, Indonesia, Venezuela, Yemen;0
Chaper, M;;Kessler, P;01/11/2003 - 30/11/2003;01/11/1890 - 30/11/1890;West Kalimantan;Bornéo. Sebroeang;P01982969;Indonésie;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;11;1890;1;11;2003;0;0;0;111.889;0.435;0;0;nan;P01982969;Chaper, M.;Kessler, P.;Chaper;Chaper, Maurice Armand;Côte d'Ivoire, Cuba, Indonesia, Venezuela, Yemen;0
Chatterjee, AC;;nan;<NA>;01/05/1902 - 31/05/1902;Assam;Assam. Goalpara;P00248177;Inde;Uvaria;hamiltonii;0;0;0;0;<NA>;<NA>;1;5;1902;;;;0;0;0;90.624;26.176;0;0;nan;P00248177;Chatterjee, A.C.;<NA>;Chatterjee;Chatterjee, Atu Chandra;India;0
Chatterjee, AC;;nan;<NA>;01/05/1902 - 31/05/1902;Assam;Assam;P01988689;Inde;Polyalthia;suberosa;0;0;0;0;<NA>;<NA>;1;5;1902;;;;0;0;0;93.3;26.4;0;0;nan;P01988689;Chatterjee, A.C.;<NA>;Chatterjee;Chatterjee, Atu Chandra;India;0
Chatterjee, AC;;nan;<NA>;01/06/1902 - 30/06/1902;Assam;Assam. Salmara.;P01967646;Inde;Miliusa;velutina;0;0;0;0;<NA>;<NA>;1;6;1902;;;;0;0;0;90.169;26.26;0;0;nan;P01967646;Chatterjee, A.C.;<NA>;Chatterjee;Chatterjee, Atu Chandra;India;0
Chatterjee, AC;;nan;<NA>;01/03/1902 - 31/03/1902;Assam;Assam. Gauhati;P01753536;Inde;Mitrephora;tomentosa;0;0;0;0;<NA>;<NA>;1;3;1902;;;;0;0;0;91.75;26.18;0;0;nan;P01753536;Chatterjee, A.C.;<NA>;Chatterjee;Chatterjee, Atu Chandra;India;0
Chevalier, A;;nan;<NA>;17/12/1913 - 17/12/1913;Bắc Giang;Tonkin : Province de Bac-Giang : Phu-lang-Thuong;P00247995;Viet Nam;Uvaria;cordata;0;0;0;0;<NA>;<NA>;17;12;1913;;;;0;0;0;106.195;21.273;0;0;nan;P00247995;Chevalier, A.;<NA>;Chevalier;Chevalier, Auguste Jean Baptiste;Congo, Democratic Republic of the, Vietnam;http://en.wikipedia.org/wiki/Auguste_Jean_Baptiste_Chevalier
Commerson;;Kessler, P;04/09/1985 - 04/09/1985;<NA>;;Java;P02034812;Indonésie;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;;;;4;9;1985;0;0;0;;;0;0;nan;P02034812;Commerson;Kessler, P.;Commerson;Commerson;<NA>;<NA>
Commerson;;nan;<NA>;<NA>;;Java;P01983913;Indonésie;Polyalthia;longifolia;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01983913;Commerson;<NA>;Commerson;Commerson;<NA>;<NA>
Commerson;;nan;<NA>;<NA>;;Java;P01983918;Indonésie;Polyalthia;longifolia;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01983918;Commerson;<NA>;Commerson;Commerson;<NA>;<NA>
Couderc, P;;nan;<NA>;01/01/1883 - 31/12/1885;;Cambodge;P01989008;Cambodge;Polyalthia;evecta;0;0;0;0;<NA>;<NA>;1;1;1883;;;;0;0;0;;;0;0;nan;P01989008;Couderc, P.;<NA>;Couderc;Couderc, P.;Cambodia, Vietnam;0
Couderc, P;;nan;<NA>;01/01/1883 - 31/12/1885;Kampong Thom;Indo-Chine. bords du Stoung. Prov. de Pursat;P01989009;Cambodge;Polyalthia;evecta;0;0;0;0;<NA>;<NA>;1;1;1883;;;;0;0;0;104.516;12.934;0;0;nan;P01989009;Couderc, P.;<NA>;Couderc;Couderc, P.;Cambodia, Vietnam;0
Couderc, P;;nan;<NA>;01/01/1883 - 31/12/1885;Phnom Penh;Pnom-penh;P01983497;Cambodge;Annona;squamosa;0;0;0;0;<NA>;<NA>;1;1;1883;;;;0;0;0;104.857807;11.5730391;0;0;nan;P01983497;Couderc, P.;<NA>;Couderc;Couderc, P.;Cambodia, Vietnam;0
Couderc, P;;nan;<NA>;01/01/1883 - 31/12/1885;;Cambodge;P01983502;Cambodge;Annona;squamosa;0;0;0;0;<NA>;<NA>;1;1;1883;;;;0;0;0;;;0;0;nan;P01983502;Couderc, P.;<NA>;Couderc;Couderc, P.;Cambodia, Vietnam;0
Couderc, P;;nan;<NA>;01/01/1883 - 31/12/1885;;Cambodge;P01983507;Cambodge;Annona;squamosa;0;0;0;0;<NA>;<NA>;1;1;1883;;;;0;0;0;;;0;0;nan;P01983507;Couderc, P.;<NA>;Couderc;Couderc, P.;Cambodia, Vietnam;0
Couderc, P;;nan;<NA>;01/01/1883 - 31/12/1885;;Cambodge;P01983529;Cambodge;Annona;squamosa;0;0;0;0;<NA>;<NA>;1;1;1883;;;;0;0;0;;;0;0;nan;P01983529;Couderc, P.;<NA>;Couderc;Couderc, P.;Cambodia, Vietnam;0
Couderc, P;;Deroin, T;02/02/1996 - 02/02/1996;01/01/1883 - 31/12/1885;;Indo-Chine. Cambodge;P01753564;Cambodge;Anomianthus;dulcis;0;0;0;0;<NA>;<NA>;1;1;1883;2;2;1996;0;0;0;;;0;0;nan;P01753564;Couderc, P.;Deroin, T.;Couderc;Couderc, P.;Cambodia, Vietnam;0
Counillon;;nan;<NA>;<NA>;;Cochinchine et Laos;P01986332;<NA>;Cananga;odorata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01986332;Counillon;<NA>;Counillon;Counillon;Laos, Vietnam;0
Counillon;;nan;01/12/1983 - 31/12/1983;<NA>;;Cochinchine et Laos;P01986475;<NA>;Ellipeiopsis;cherrevensis;0;0;0;0;<NA>;<NA>;;;;1;12;1983;0;0;0;;;0;0;nan;P01986475;Counillon;van Heusden, E.C.H.;Counillon;Counillon;Laos, Vietnam;0
Counillon;;nan;<NA>;01/01/1890 - 31/12/1890;Khammouan;ad LaKhone;P01967880;Laos, République démocratique populaire;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1890;;;;0;0;0;104.807;17.35;0;0;nan;P01967880;Counillon;<NA>;Counillon;Counillon;Laos, Vietnam;0
Cruz, F;;nan;<NA>;01/02/1915 - 30/04/1915;Lanao del Norte;Philiippines. District of Lanao, Mindanao;P01967885;Philippines;Mitrephora;samarensis;0;0;0;0;<NA>;<NA>;1;2;1915;;;;0;0;0;124.113;7.912;0;0;nan;P01967885;Cruz, F.;<NA>;Cruz;Cruz, F;<NA>;<NA>
Cuming;;Leonardia, A;01/07/1999 - 31/07/1999;<NA>;National Capital Region (NCR);Manille.;P01987489;Philippines;Orophea;glabra;0;0;0;0;<NA>;<NA>;;;;1;7;1999;0;0;0;120.9809674;14.5907332;0;0;nan;P01987489;Cuming;Leonardia, A.;Cuming;Cuming, Hugh;Bolivia, Chile, Colombia, Ecuador, India, Jamaica, Malaysia, Panama, Peru, Philippines, Sri Lanka;0
Cuming;;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P01983392;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;120.9809674;14.5907332;0;0;nan;P01983392;Cuming;<NA>;Cuming;Cuming, Hugh;Bolivia, Chile, Colombia, Ecuador, India, Jamaica, Malaysia, Panama, Peru, Philippines, Sri Lanka;0
Curran, HM;;nan;<NA>;01/04/1906 - 30/04/1906;Palawan;Philippines. Palawan;P01988127;Philippines;Goniothalamus;obtusifolius;0;0;0;0;<NA>;<NA>;1;4;1906;;;;0;0;0;118.75;10.0;0;0;nan;P01988127;Curran, H.M.;<NA>;Curran;Curran, HM;<NA>;<NA>
Curtis;;nan;<NA>;<NA>;Pulau Pinang;Penang.;P01983110;Malaisie;Polyalthia;corticosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.255;5.406;0;0;nan;P01983110;Curtis;<NA>;Curtis;Curtis;<NA>;<NA>
Curtis;;nan;01/01/1987 - 31/12/1987;01/06/1890 - 30/06/1890;Pulau Pinang;Penang. Penara Bukit. Elevation 1000 ft;P02027499;Malaisie;Pyramidanthe;prismatica;0;0;0;0;<NA>;<NA>;1;6;1890;1;1;1987;0;0;0;100.221;5.415;0;0;nan;P02027499;Curtis;van Setten, A.K.;Curtis;Curtis;<NA>;<NA>
Curtis, C;;nan;<NA>;<NA>;Pulau Pinang;Penang.;P00142634;Malaisie;Cyathostemma;hookeri;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.256;5.406;0;0;nan;P00142634;Curtis, C.;<NA>;Curtis;Curtis, C;<NA>;<NA>
Curtis, C;;nan;<NA>;<NA>;Pulau Pinang;Penang;P00247975;Malaisie;Uvaria;cordata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.2559077;5.4065013;0;0;nan;P00247975;Curtis, C.;<NA>;Curtis;Curtis, C;<NA>;<NA>
Curtis, C;;nan;<NA>;<NA>;Pulau Pinang;Penang;P02133069;Malaisie;Mitrephora;thorelii;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.256;5.406;0;0;nan;P02133069;Curtis, C.;<NA>;Curtis;Curtis, C;<NA>;<NA>
Curtis, C;;nan;<NA>;<NA>;Pulau Pinang;Penang.;P01960358;Malaisie;Popowia;pisocarpa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.256;5.406;0;0;nan;P01960358;Curtis, C.;<NA>;Curtis;Curtis, C;<NA>;<NA>
Curtis, C;;nan;<NA>;<NA>;Pulau Pinang;Penang;P01983109;Malaisie;Polyalthia;corticosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.256;5.406;0;0;nan;P01983109;Curtis, C.;<NA>;Curtis;Curtis, C;<NA>;<NA>
Curtis, C;;nan;<NA>;01/03/1890 - 31/03/1890;Pulau Pinang;Penang. est Hill. Elevation 2000 ft.;P01964303;Malaisie;Fissistigma;latifolium;0;0;0;0;<NA>;<NA>;1;3;1890;;;;0;0;0;100.252;5.426;0;0;nan;P01964303;Curtis, C.;<NA>;Curtis;Curtis, C;<NA>;<NA>
Curtis, C;;nan;<NA>;<NA>;Pulau Pinang;Penang;P01765057;Malaisie;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.256;5.406;0;0;nan;P01765057;Curtis, C.;<NA>;Curtis;Curtis, C;<NA>;<NA>
Curtis, C;;Kessler, P;06/09/1985 - 06/09/1985;<NA>;Pulau Pinang;Penang;P00451193;Malaisie;Dasymaschalon;sp.;0;0;0;0;<NA>;<NA>;;;;6;9;1985;0;0;0;100.256;5.406;0;0;nan;P00451193;Curtis, C.;Kessler, P.;Curtis;Curtis, C;<NA>;<NA>
Curtis, C;;nan;<NA>;<NA>;Kedah;Langkaui;P01952385;Malaisie;Goniothalamus;giganteus;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;99.793;6.37;0;0;nan;P01952385;Curtis, C.;<NA>;Curtis;Curtis, C;<NA>;<NA>
Darling, FW;;nan;<NA>;01/11/1909 - 30/11/1909;Quezon;Philippines, Prov. Tayabas, Luzon;P02034803;Philippines;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;1;11;1909;;;;0;0;0;121.5918364;14.0263471;0;0;nan;P02034803;Darling, F.W.;<NA>;Darling;Darling, F. W.;Philippines;0
Datson;;nan;<NA>;<NA>;;Ceylon;P01753381;Sri Lanka;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01753381;Datson;<NA>;Datson;Datson;<NA>;<NA>
David, B;;nan;01/01/1987 - 31/12/1987;30/10/1985 - 30/10/1985;Selangor;Malaya. Route Pahang, 3,3 km. apres Genting, Selangor;P00247862;Malaisie;Sageraea;elliptica;0;0;0;0;<NA>;<NA>;30;10;1985;1;1;1987;0;0;0;101.766;3.337;0;0;nan;P00247862;David, B.;van Setten, A.K.;David;David, B.;Malaysia;0
David, B;;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P01982976;Malaisie;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;22;4;1986;;;;0;0;0;101.725;3.43;0;0;nan;P01982976;David, B.;David, B.;David;David, B.;Malaysia;0
Deschamps;;nan;<NA>;01/10/1890 - 31/10/1890;Puducherry;Inde Française. Mahé;P02132591;Inde;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;10;1890;;;;0;0;0;75.5364701;11.7021978;0;0;nan;P02132591;Deschamps;<NA>;Deschamps;Deschamps;<NA>;<NA>
Deschamps;;nan;<NA>;01/10/1890 - 31/10/1890;Puducherry;Inde Française. Mahé;P02132592;Inde;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;10;1890;;;;0;0;0;75.5364701;11.7021978;0;0;nan;P02132592;Deschamps;<NA>;Deschamps;Deschamps;<NA>;<NA>
Dien, P van;;nan;<NA>;29/09/1932 - 29/09/1932;Đồng Nai;Cochinchine (arboretum de Trg bom;P01982726;Viet Nam;Artabotrys;sp.;0;0;0;0;<NA>;<NA>;29;9;1932;;;;0;0;0;107.0059;10.9536;0;0;nan;P01982726;Phung van Dien;<NA>;Dien;Dien, P van;<NA>;<NA>
Dien, P van;;Kessler, P;<NA>;29/09/1932 - 29/09/1932;Đồng Nai;Cochinchine (arboretum de Trg bom;P01982727;Viet Nam;Artabotrys;sp.;0;0;0;0;<NA>;<NA>;29;9;1932;;;;0;0;0;107.0059;10.9536;0;0;nan;P01982727;Phung van Dien;Kessler, P.;Dien;Dien, P van;<NA>;<NA>
Dournes, J;;Kessler, P;01/06/2009 - 30/06/2009;<NA>;Gia Lai;Vietnam : Hau Bon (Cheo Reo) prov. du Dac Lac;P01986485;Viet Nam;Ellipeiopsis;cherrevensis;0;0;0;0;<NA>;<NA>;;;;1;6;2009;0;0;0;108.45;13.4;0;0;nan;P01986485;Dournes, J.;Kessler, P.;Dournes;Dournes, J;<NA>;<NA>
Dournes, J;;Kessler, P;01/06/2004 - 30/06/2004;<NA>;Gia Lai;Vietnam : Hau Bon (Cheo Reo) prov. du Dac Lac;P01986486;Viet Nam;Ellipeiopsis;cherrevensis;0;0;0;0;<NA>;<NA>;;;;1;6;2004;0;0;0;108.45;13.4;0;0;nan;P01986486;Dournes, J.;Kessler, P.;Dournes;Dournes, J;<NA>;<NA>
Dournes, J;;nan;01/05/1969 - 31/05/1969;<NA>;Gia Lai;Vietnam : Hau Bổn (Cheo Reo) prov. du Dac Lac;P01988825;Viet Nam;Polyalthia;cerasoides;0;0;0;0;<NA>;<NA>;;;;1;5;1969;0;0;0;108.45;13.4;0;0;nan;P01988825;Dournes, J.;Doré;Dournes;Dournes, J;<NA>;<NA>
Dournes, J;;Kessler, P;01/06/2004 - 30/06/2004;01/02/1965 - 31/05/1967;Gia Lai;Vietnam : Hau Bon (Cheo Reo) prov. du Dac Lac;P01983105;Viet Nam;Polyalthia;debilis;0;0;0;0;<NA>;<NA>;1;2;1965;1;6;2004;0;0;0;108.45;13.4;0;0;nan;P01983105;Dournes, J.;Kessler, P.;Dournes;Dournes, J;<NA>;<NA>
Dournes, J;;Dournes, J;<NA>;<NA>;Gia Lai;Vietnam : Hau Bon (Cheo Reo) prov. du Dac Lac;P01967667;Viet Nam;Miliusa;velutina;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;108.45;13.4;0;0;nan;P01967667;Dournes, J.;Dournes, J.;Dournes;Dournes, J;<NA>;<NA>
Dournes, J;;Kessler, P;01/06/2004 - 30/06/2004;01/08/1967 - 31/08/1967;Gia Lai;Vietnam : Hau Bon (Cheo Reo) prov. du DacLac;P02005622;Viet Nam;Uvaria;cordata;0;0;0;0;<NA>;<NA>;1;8;1967;1;6;2004;0;0;0;108.45;13.4;0;0;nan;P02005622;Dournes, J.;Kessler, P.;Dournes;Dournes, J;<NA>;<NA>
Dournes, J;;Kessler, P;01/06/2004 - 30/06/2004;<NA>;Gia Lai;Vietnam: Hau Bon ( Cheo Reo) prov. du Dac Lac jardin;P02007253;Viet Nam;Anomianthus;dulcis;0;0;0;0;<NA>;<NA>;;;;1;6;2004;0;0;0;108.48432540893556;13.398384815451362;0;0;nan;P02007253;Dournes, J.;Kessler, P.;Dournes;Dournes, J;<NA>;<NA>
Dupuis, P;;nan;<NA>;<NA>;;Java;P00248472;Indonésie;Uvaria;rufa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00248472;Dupuis, P.;<NA>;Dupuis;Dupuis, Paul;Congo, Democratic Republic of the;0
Dyke;;nan;<NA>;<NA>;;Ceylon. Regio. tropica;P00248428;Sri Lanka;Uvaria;zeylanica;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00248428;Dyke;<NA>;Dyke;Dyke;<NA>;<NA>
Dykes;;nan;<NA>;<NA>;Mannar;Manaar. Ceylon.;P01988699;Sri Lanka;Polyalthia;suberosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;79.9137786;8.9772444;0;0;nan;P01988699;Dykes;<NA>;Dykes;Dykes, William Rickatson;0;0
Eberhardt;;nan;<NA>;<NA>;Thừa Thiên - Huế;Indochine. Haut cours du Bo-giang. Province de Thua-Thien;P00411035;Viet Nam;Meiogyne;subsessilis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;107.365;16.316;0;0;nan;P00411035;Eberhardt;<NA>;Eberhardt;Eberhardt;<NA>;<NA>
Elmer, ADE;;nan;<NA>;01/10/1922 - 31/03/1923;Sabah;Tawao, Elphinstone, British North Borneo;P01956182;Malaisie;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;10;1922;;;;0;0;0;117.885331;4.2435206;0;0;nan;P01956182;Elmer, A.D.E.;<NA>;Elmer;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Escritor, L;;Kessler, P;01/06/2004 - 30/06/2004;01/03/1913 - 30/04/1913;Quezon;Philippines. Guinayangan. Province of Tayabas. Luzon;P00247906;Philippines;Sageraea;lanceolata;0;0;0;0;<NA>;<NA>;1;3;1913;1;6;2004;0;0;0;122.4521906;13.8963821;0;0;nan;P00247906;Escritor, L.;Kessler, P.;Escritor;Escritor, Leonicia;Philippines;0
Falconer;;nan;<NA>;<NA>;Mon;Moulmein;P01952530;Myanmar;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;97.628;16.49;0;0;nan;P01952530;Falconer;<NA>;Falconer;Falconer;<NA>;<NA>
Falconer, H;;nan;<NA>;<NA>;Mon;Tenasserim Provinces. Moulmein;P01952533;Myanmar;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;97.6284825;16.4908026;0;0;nan;P01952533;Falconer, H.;<NA>;Falconer;Falconer, Hugh;India;0
Forbes;;nan;<NA>;<NA>;;Archipel Malais;P04447378;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P04447378;Forbes;<NA>;Forbes;Forbes;<NA>;<NA>
Forbes, HO;;Meade, C;19/05/1999 - 19/05/1999;<NA>;;Malaisie;P00248200;Malaisie;Uvaria;lobbiana;0;0;0;0;<NA>;<NA>;;;;19;5;1999;0;0;0;;;0;0;nan;P00248200;Forbes, H.O.;Meade, C.;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0
Forbes, HO;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;;Malaisie;P01983768;Malaisie;Polyalthia;obliqua;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;nan;P01983768;Forbes, H.O.;Kessler, P.;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0
Gaudichaud;;nan;01/08/2002 - 31/08/2002;01/11/1836 - 30/11/1836;National Capital Region (NCR);Manille;P00260060;Philippines;Uvaria;cordata;0;0;0;0;<NA>;<NA>;1;11;1836;1;8;2002;0;0;0;120.9809674;14.5907332;0;0;nan;P00260060;Gaudichaud;<NA>;Gaudichaud;Gaudichaud-Beaupre, Charles;Brazil;0
Gaudichaud;;nan;<NA>;01/01/1837 - 31/01/1837;Macau(澳門);Chine. Macao.;P02007363;Chine;Desmos;chinensis;0;0;0;0;<NA>;<NA>;1;1;1837;;;;0;0;0;113.5514142;22.1757605;0;0;nan;P02007363;Gaudichaud;<NA>;Gaudichaud;Gaudichaud-Beaupre, Charles;Brazil;0
Gaudichaud;;nan;<NA>;<NA>;Macau(澳門);Macao;P02007370;Chine;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;113.551;22.176;0;0;nan;P02007370;Gaudichaud;<NA>;Gaudichaud;Gaudichaud-Beaupre, Charles;Brazil;0
Gaudichaud;;nan;<NA>;<NA>;Guangdong(广东);Canton;P01955549;Chine;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;113.2592945;23.1301964;0;0;nan;P01955549;Gaudichaud;<NA>;Gaudichaud;Gaudichaud-Beaupre, Charles;Brazil;0
Gaudichaud, C;;nan;<NA>;01/01/1817 - 31/12/1820;West Papua;Rawak, Moluques;P00260059;Indonésie;Uvaria;cordata;0;0;0;0;<NA>;<NA>;1;1;1817;;;;0;0;0;130.946;-0.025;0;0;nan;P00260059;Gaudichaud, C.;<NA>;Gaudichaud;Gaudichaud-Beaupre, Charles;Brazil;0
Gibson;;nan;<NA>;<NA>;;Bombay Presidency.;P01753477;Inde;Meiogyne;pannosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01753477;Gibson;<NA>;Gibson;Gibson;<NA>;<NA>
Gibson;;nan;01/01/1987 - 31/12/1987;<NA>;;Bombay Presidency;P01753478;Inde;Meiogyne;pannosa;0;0;0;0;<NA>;<NA>;;;;1;1;1987;0;0;0;;;0;0;nan;P01753478;Gibson;van Setten, A.K.;Gibson;Gibson;<NA>;<NA>
Godefroy;;Meade, C;01/01/2000 - 31/12/2000;01/01/1875 - 31/12/1875;;Cochinchine;P00248232;Viet Nam;Uvaria;micrantha;0;0;0;0;<NA>;<NA>;1;1;1875;1;1;2000;0;0;0;;;0;0;nan;P00248232;Godefroy;Meade, C.;Godefroy;Godefroy, F. F.;0;0
Godefroy;;Meade, C;01/01/2000 - 31/12/2000;01/01/1875 - 31/12/1875;;Cochinchine.;P00248233;Viet Nam;Uvaria;micrantha;0;0;0;0;<NA>;<NA>;1;1;1875;1;1;2000;0;0;0;;;0;0;nan;P00248233;Godefroy;Meade, C.;Godefroy;Godefroy, F. F.;0;0
Godefroy;;nan;<NA>;01/01/1875 - 31/12/1875;;Cochinchine.;P00234200;Viet Nam;Desmos;cochinchinensis;0;0;0;0;<NA>;<NA>;1;1;1875;;;;0;0;0;;;0;0;nan;P00234200;Godefroy;<NA>;Godefroy;Godefroy, F. F.;0;0
Godefroy;;nan;<NA>;01/01/1875 - 31/12/1875;;Cochinchine;P00248119;Viet Nam;Uvaria;cordata;0;0;0;0;<NA>;<NA>;1;1;1875;;;;0;0;0;;;0;0;nan;P00248119;Godefroy;<NA>;Godefroy;Godefroy, F. F.;0;0
