recorded_by;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41
;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit, MD;;;;;;;;;;;;;;;;;;;;;;;
;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan, FJM;;;;;;;;;;;;;;;;;;;;;;;;;
;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin, HC;;;;;;;;;;;;;;;;;;;;;;;
;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia, HG;;;;;;;;;;;;;;;;;;;;;;;
Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE
;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos, M;;;;;;;;;;;;;;;;;;;;;
;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski, AC;;;;;;;;;;;;;;;;;;;;;;;
;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit, MD;;;;;;;;;;;;;;;;;;;;;;;
;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia, HG;;;;;;;;;;;;;;;;;;;;;;;
;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly, JJ;;;;;;;;;;;;;;;;;;;;;;;
;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos, M;;;;;;;;;;;;;;;;;;;;;
;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia HG;Garcia, HG;;;;;;;;;;;;;;;;;;;;;;;
;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo, JP;;;;;;;;;;;;;;;;;;;;;;;
Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M
;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso, EJ;;;;;;;;;;;;;;;;;;;;;;;
;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly, JJ;;;;;;;;;;;;;;;;;;;;;;;
Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M;Celestinó M
;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon, EB;;;;;;;;;;;;;;;;;;;;;;;
;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran HM;Curran, HM;;;;;;;;;;;;;;;;;;;;;;;
;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos, M;;;;;;;;;;;;;;;;;;;;;
;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit MD;Sulit, MD;;;;;;;;;;;;;;;;;;;;;;;
;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto, DD;;;;;;;;;;;;;;;;;;;;;;;
;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone, BC;;;;;;;;;;;;;;;;;;;;;;;
;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone BC;Stone, BC;;;;;;;;;;;;;;;;;;;;;;;
;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan, FJM;;;;;;;;;;;;;;;;;;;;;;;;;
Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG
;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer, ADE;;;;;;;;;;;;;;;;;;;;;;;;;
;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso, EJ;;;;;;;;;;;;;;;;;;;;;;;
;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale, CE;;;;;;;;;;;;;;;;;;;;;;;
;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer, ADE;;;;;;;;;;;;;;;;;;;;;;;;;
;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto, DD;;;;;;;;;;;;;;;;;;;;;;;
Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG;Gutiérrez HG
;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale, CE;;;;;;;;;;;;;;;;;;;;;;;
;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode MJE;Coode, MJE;;;;;;;;;;;;;;;;;;;;;;;;;
;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin, HC;;;;;;;;;;;;;;;;;;;;;;;
;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid, DA;;;;;;;;;;;;;;;;;;;;;;;
;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid FA;Cid, FA;;;;;;;;;;;;;;;;;;;;;;;
;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin HC;Conklin, HC;;;;;;;;;;;;;;;;;;;;;;;
;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso, EJ;;;;;;;;;;;;;;;;;;;;;;;
;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo JP;Rojo, JP;;;;;;;;;;;;;;;;;;;;;;;
;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso, EJ;;;;;;;;;;;;;;;;;;;;;;;
;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale CE;Ridsdale, CE;;;;;;;;;;;;;;;;;;;;;;;
;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan, FJM;;;;;;;;;;;;;;;;;;;;;;;;;
;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski AC;Podzorski, AC;;;;;;;;;;;;;;;;;;;;;;;
;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly, JJ;;;;;;;;;;;;;;;;;;;;;;;
;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso, EJ;;;;;;;;;;;;;;;;;;;;;;;
;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford, HN;;;;;;;;;;;;;;;;;;;;;;;
;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan FJM;Gaerlan, FJM;;;;;;;;;;;;;;;;;;;;;;;;;
;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto DD;Soejarto, DD;;;;;;;;;;;;;;;;;;;;;;;
;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer, ADE;;;;;;;;;;;;;;;;;;;;;;;;;
;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co, L;;;;;;;;;;;;;;;;;;;;;
;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino A;Martelino, A;;;;;;;;;;;;;;;;;;;;;
;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co L;Co, L;;;;;;;;;;;;;;;;;;;;;
Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE
;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor L;Escritor, L;;;;;;;;;;;;;;;;;;;;;
 Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;University of San Carlos;San, U of Carlos; Carlos; Carlos; Carlos; Carlos; Carlos; Carlos; Carlos; Carlos; Carlos; Carlos; Carlos
;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford HN;Whitford, HN;;;;;;;;;;;;;;;;;;;;;;;
;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza, DR;;;;;;;;;;;;;;;;;;;;;;;
;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;;;;;;;;;;;;;;;;;;;
;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza DR;Mendoza, DR;;;;;;;;;;;;;;;;;;;;;;;
;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso EJ;Reynoso, EJ;;;;;;;;;;;;;;;;;;;;;;;
;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon, EB;;;;;;;;;;;;;;;;;;;;;;;
;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer, ADE;;;;;;;;;;;;;;;;;;;;;;;;;
;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill ED;Merrill, ED;;;;;;;;;;;;;;;;;;;;;;;
;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson CB;Robinson, CB;;;;;;;;;;;;;;;;;;;;;;;
;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes RE;Fuentes, RE;;;;;;;;;;;;;;;;;;;;;;;
;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid, DA;;;;;;;;;;;;;;;;;;;;;;;
;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero EM;Romero, EM;;;;;;;;;;;;;;;;;;;;;;;
;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer, ADE;;;;;;;;;;;;;;;;;;;;;;;;;
;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos M;Ramos, M;;;;;;;;;;;;;;;;;;;;;
;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer ADE;Elmer, ADE;;;;;;;;;;;;;;;;;;;;;;;;;
;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon EB;Barbon, EB;;;;;;;;;;;;;;;;;;;;;;;
Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE;Edaño GE
Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC;Baskiñas LC
;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid DA;Madulid, DA;;;;;;;;;;;;;;;;;;;;;;;
;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly JJ;Pipoly, JJ;;;;;;;;;;;;;;;;;;;;;;;
OR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon JUNIOR;Ordon, JUNIOR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR;OR
