scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;region;specificEpithet;orig_recby;orig_detby;to_check;to_check_det
0;Phaeanthus;ebracteolatus;0;0;Ramos, M;;<NA>;nan;<NA>;01/06/1922 - 30/06/1922;1;6;1922;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;0;Philippines;0;Philippines. Pinamalayan. Mindoro;0;121.4801563;13.0386691;0;0;P01960456;P01960456;Ramos;Occidental Mindoro;0;Ramos, M.;Kessler, P.;;
0;Polyalthia;mindorensis;0;0;Ramos, M;;<NA>;nan;<NA>;01/06/1922 - 30/06/1922;1;6;1922;nan;<NA>;;;;0;Philippines;0;Philippines. Pinamalayan, Mindoro;0;121.4801563;13.0386691;0;0;P01983931;P01983931;Ramos;Oriental Mindoro;0;Ramos, M.;<NA>;;
0;Enicosanthum;grandifolium;0;0;Ramos, M;;<NA>;nan;<NA>;01/08/1923 - 31/10/1923;1;8;1923;nan;<NA>;;;;0;Philippines;0;Philippines. Bohol;0;124.1616;9.8333;0;0;P01986510;P01986510;Ramos;Bohol;0;Ramos, M.;<NA>;;
0;Haplostichanthus;lanceolata;0;0;Ramos, M;;<NA>;nan;<NA>;01/08/1923 - 31/10/1923;1;8;1923;nan;<NA>;;;;0;Philippines;0;Philippines. Bohol;0;124.1668297;9.8334673;0;0;P00750907;P00750907;Ramos;Bohol;0;Ramos, M.;<NA>;;
0;Phaeanthus;ebracteolatus;0;0;Ramos, M;;<NA>;nan;<NA>;01/08/1923 - 31/10/1923;1;8;1923;Kessler, P, Mols, JB;01/05/2004 - 31/05/2004;1;5;2004;0;Philippines;0;Philippines. Bohol;0;124.18;9.85;0, 0;0, 0;P01960458, P01960457;P01960458, P01960457;Ramos;;;;;;
0;Polyalthia;flava;0;0;Ramos, M;;<NA>;nan;<NA>;01/11/1924 - 31/12/1924;1;11;1924;nan;<NA>;;;;0;Philippines;0;Philippines. Mt. Marangay. Zambales Province. Luzon;0;120.1;15.23;0;0;P01983891;P01983891;Ramos;Zambales;0;Ramos, M.;<NA>;;
0;Uvaria;lancifolia;0;0;Ramos, M;;<NA>;nan;<NA>;01/11/1924 - 31/12/1924;1;11;1924;nan;<NA>;;;;0;Philippines;0;Philippines. Mt. Tapolao. Zambales Province. Luzon;0;120.121;15.481;0;0;P00260026;P00260026;Ramos;Zambales;0;Ramos, M.;<NA>;;
0;Meiogyne;mindorensis;0;0;Ramos, M;;<NA>;nan;<NA>;01/11/1925 - 31/12/1925;1;11;1925;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;0;Philippines;0;Philippines. Puerto Galera. Mindoro;0;120.9541838;13.5018252;0;0;P02007489;P02007489;Ramos;Oriental Mindoro;0;Ramos, M.;Kessler, P.;;
0;Artabotrys;cumingianus;0;0;Ramos, M;;<NA>;nan;<NA>;01/09/1926 - 31/10/1926;1;9;1926;nan;<NA>;;;;0;Philippines;0;Philippines Alabat Island;0;122.0147195;14.1057926;0;0;P02029205;P02029205;Ramos;Quezon;0;Ramos, M.;<NA>;;
0;Orophea;cumingiana;0;0;Ramos, M;;<NA>;nan;<NA>;01/09/1926 - 31/10/1926;1;9;1926;Kessler, P;15/02/1985 - 15/02/1985;15;2;1985;0;Philippines;0;Philippines. Alabat island;0;122.05;14.099;0;0;P01987502;P01987502;Ramos;Quezon;0;Ramos, M.;Kessler, P.;;
0;Polyalthia;lanceolata;0;0;Ramos, M;;<NA>;nan;<NA>;01/09/1926 - 31/10/1926;1;9;1926;nan;<NA>;;;;0;Philippines;0;Philippines. Alabat Island;0;122.03;14.12;0;0;P01983919;P01983919;Ramos;Quezon;0;Ramos, M.;<NA>;;
0;Polyalthia;rumphii;0;0;Ramos, M;;<NA>;nan;<NA>;01/09/1926 - 31/10/1926;1;9;1926;Merrill, ED;<NA>;;;;0;Philippines;0;Philippines. Alabat island;0;122.05;14.116667;0;0;P01983795;P01983795;Ramos;Quezon;0;Ramos, M.;Merrill, E.D.;;
0;Popowia;pisocarpa;0;0;Ramos, M;;<NA>;nan;<NA>;01/09/1926 - 31/10/1926;1;9;1926;nan;<NA>;;;;0;Philippines;0;Philippines. Alabat Island;0;122.03;14.12;0;0;P01983246;P01983246;Ramos;Quezon;0;Ramos, M.;<NA>;;
0;Haplostichanthus;lanceolata;0;0;Ramos, M;;<NA>;nan;<NA>;01/02/1926 - 31/03/1926;1;2;1926;nan;<NA>;;;;0;Philippines;0;Philippines. San Mariano. Isabela Province. Luzon;0;122.0127684;16.9835964;0;0;P01986543;P01986543;Ramos;Isabela;0;Ramos, M.;<NA>;;
0;Mitrephora;cagayanensis;0;0;Ramos, M;;<NA>;nan;<NA>;01/02/1926 - 31/03/1926;1;2;1926;nan;<NA>;;;;0;Philippines;0;Philippines. San Mariano. Isabela Province. Luzon;0;122.0127684;16.9835964;0;0;P01967858;P01967858;Ramos;Isabela;0;Ramos, M.;<NA>;;
0;Mitrephora;reflexa;0;0;Ramos, M;;<NA>;nan;<NA>;01/02/1926 - 31/03/1926;1;2;1926;nan;<NA>;;;;0;Philippines;0;Philippines. San Mariano. Isabela Province. Luzon;0;122.0127684;16.9835964;0;0;P01967895;P01967895;Ramos;Isabela;0;Ramos, M.;<NA>;;
0;Goniothalamus;mindanaensis;0;0;Ramos, M;;<NA>;nan;<NA>;01/04/1927 - 31/05/1927;1;4;1927;nan;<NA>;;;;0;Philippines;0;Philippines. Mt. Mayo. Davao province. Mindanao.;0;126.312;7.109;0;0;P01988137;P01988137;Ramos;Davao Oriental;0;Ramos, M.;<NA>;;
0;Mitrephora;samarensis;0;0;Reillo, J;;<NA>;nan;<NA>;01/09/1912 - 31/10/1912;1;9;1912;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;0;Philippines;0;Philippines. Santa Maria. District of Zamboanga. Mindanao;0;122.066;6.937;0;0;P01967886;P01967886;Reillo;Zamboanga del Sur;0;Reillo, J.;Kessler, P.;;
0;Polyalthia;sp.;0;0;Reillo, J;;<NA>;nan;<NA>;01/09/1912 - 31/10/1912;1;9;1912;nan;<NA>;;;;0;Philippines;0;Philippines. Santa Maria. District of Zamboanga. Mindanao;0;122.066;6.938;0;0;P01983397;P01983397;Reillo;Zamboanga del Sur;0;Reillo, J.;<NA>;;
0;Uvaria;sp.;0;0;Reillo, J;;<NA>;nan;<NA>;01/09/1912 - 31/10/1912;1;9;1912;nan;<NA>;;;;0;Philippines;0;Philippines. Santa Maria. District of Zamboanga. Mindanao;0;122.0655;6.933;0;0;P01964271;P01964271;Reillo;Zamboanga del Sur;0;Reillo, J.;<NA>;;
0;Annona;muricata;0;0;Reillo, J;;<NA>;nan;<NA>;12/08/1912 - 12/08/1912;12;8;1912;nan;<NA>;;;;0;Philippines;0;Philippines. Basilan. Binuangan;0;121.9888;6.7029;0;0;P01984611;P01984611;Reillo;Basilan;0;Reillo, J.;<NA>;;
0;Dasymaschalon;sp.;0;0;Robinson, CB;;<NA>;nan;<NA>;27/12/1912 - 31/12/1912;27;12;1912;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;0;Philippines;0;Philippines. Province of Iloilo. Panay;0;122.544;10.965;0;0;P02006261;P02006261;Robinson;Iloilo;0;Robinson, C.B.;Kessler, P.;;
0;Uvaria;ovalifolia;0;0;Whitford, HN;;<NA>;nan;<NA>;01/09/1912 - 30/09/1912;1;9;1912;nan;<NA>;;;;0;Philippines;0;Philippines. Mt. Maquiling, Province of Laguna, Luzon.;0;121.19840812578333;14.132530088770137;0;0;P00248499;P00248499;Whitford;Laguna;0;Whitford, H.N.;<NA>;;
0;Polyalthia;sp.;0;0;nan;;<NA>;nan;<NA>;01/01/1840 - 31/12/1840;1;1;1840;nan;26/10/1989 - 26/10/1989;26;10;1989;0;Philippines;0;Manille. Calawan.;0;121.3149851;14.1453986;0;0;P01982954;P01982954;;Laguna;0;Calléry;Kessler, P.;Calléry;recby_problem
0;Uvaria;rufa;0;0;nan;;<NA>;nan;<NA>;01/01/1840 - 31/12/1840;1;1;1840;nan;05/09/1985 - 05/09/1985;5;9;1985;0;Philippines;0;Manille. Pangasinan.;0;121.054;14.52;0;0;P00248473;P00248473;;National Capital Region (NCR);0;Calléry;Kessler, P.;Calléry;recby_problem
0;Uvaria;sp.;0;0;nan;;<NA>;nan;<NA>;01/01/1840 - 31/12/1840;1;1;1840;nan;<NA>;;;;0;Philippines;0;Manille. Calawan.;0;121.315;14.1454;0;0;P01964278;P01964278;;Laguna;0;Calléry;<NA>;Calléry;recby_problem
0;Oxymirta;longiflora;0;0;nan;;<NA>;nan;<NA>;01/06/1907 - 30/06/1907;1;6;1907;nan;05/02/2008 - 05/02/2008;5;2;2008;0;Philippines;0;Philippines. Camp Keith Lake, Lanao. Mindanao;0;124.283;8.008;0;0;P00601041;P00601041;;Lanao del Sur;0;Strong Clemens, M.;Rainer, H.;, M.;recby_problem
0;Anaxagorea;luzonensis;0;0;nan;;<NA>;nan;<NA>;01/11/1910 - 31/12/1910;1;11;1910;nan;01/01/1984 - 31/12/1984;1;1;1984;0;Philippines;0;Philippines. Calauan. Prov. of Laguna. Luzon;0;121.3149851;14.1453986;0;0;P01960550;P01960550;;Laguna;0;McGregor, R.C.;Maas, P.J.M. et Westra, L.Y.T.;McGregor, R.C.;recby_problem
0;Uvaria;sp.;0;0;nan;;<NA>;nan;<NA>;01/08/1912 - 31/08/1912;1;8;1912;nan;<NA>;;;;0;Philippines;0;Philippines. District of Davao. Mindanao;0;125.6090916;7.0644123;0;0;P01964272;P01964272;;Davao del Sur;0;Fénix, E.;<NA>;Fénix, E.;recby_problem
0;Goniothalamus;sp.;0;0;nan;;<NA>;nan;<NA>;01/06/1914 - 30/06/1914;1;6;1914;nan;09/09/1985 - 09/09/1985;9;9;1985;0;Philippines;0;Philippines. Biliran;0;124.49;11.6;0;0;P01988187;P01988187;;Biliran;0;McGregor, R.C.;Kessler, P.;McGregor, R.C.;recby_problem
0;Sageraea;lanceolata;0;0;nan;;<NA>;nan;<NA>;01/06/1914 - 30/06/1914;1;6;1914;nan;01/01/1994 - 31/12/1994;1;1;1994;0;Philippines;0;Philippines. Biliran;0;124.475278;11.466667;0;0;P00247913;P00247913;;Biliran;0;McGregor, R.C.;van Heusden, E.C.H.;McGregor, R.C.;recby_problem
0;Uvaria;sp.;0;0;nan;;<NA>;nan;<NA>;01/06/1914 - 30/06/1914;1;6;1914;nan;<NA>;;;;0;Philippines;0;Philippines. Biliran;0;124.47;11.58;0;0;P01964280;P01964280;;Biliran;0;McGregor, R.C.;<NA>;McGregor, R.C.;recby_problem
0;Friesodielsia;bakeri;0;0;nan;;<NA>;nan;<NA>;01/06/1915 - 31/08/1915;1;6;1915;nan;<NA>;;;;0;Philippines;0;Philippines. Province of Laguna. Luzon;0;121.3336;14.1696;0;0;P01986109;P01986109;;Laguna;0;McGregor, R.C.;<NA>;McGregor, R.C.;recby_problem
0;Enicosanthum;grandifolium;0;0;nan;;<NA>;nan;<NA>;01/12/1916 - 31/12/1916;1;12;1916;nan;<NA>;;;;0;Philippines;0;Philippines. Mt Cabangaan, Butulan, Province de Zambales, Luzon;0;120.215;14.887;0;0;P01986511;P01986511;;Zambales;0;Edaño, G.;<NA>;Edaño, G.;recby_problem
0;Neo-uvaria;sp.;0;0;nan;;<NA>;nan;<NA>;01/11/1917 - 30/11/1917;1;11;1917;nan;01/10/1989 - 31/10/1989;1;10;1989;0;Philippines;0;Philippines. Mt. San Isidro. Labrador. Prov. of Pangasinan. Luzon;0;120.117;15.985;0;0;P00267942;P00267942;;Pangasinan;0;Fénix, E.;Kessler, P.;Fénix, E.;recby_problem
0;Mitrephora;sp.;0;0;nan;;<NA>;nan;<NA>;01/05/1917 - 31/05/1917;1;5;1917;nan;09/09/1985 - 09/09/1985;9;9;1985;0;Philippines;0;Philippines. Apayao Subprovince. Luzon.;0;121.17;18.1;0;0;P01967865;P01967865;;Apayao;0;Fénix, E.;Kessler, P.;Fénix, E.;recby_problem
0;Enicosanthum;grandifolium;0;0;nan;;<NA>;nan;<NA>;01/10/1925 - 30/11/1925;1;10;1925;nan;01/01/1987 - 31/12/1987;1;1;1987;0;Philippines;0;Philippines. Capiz Province. Panay;0;122.7909577;11.5544662;0;0;P01986508;P01986508;;Capiz;0;Edaño, G.;van Setten, A.K.;Edaño, G.;recby_problem
0;Uvaria;panayensis;0;0;nan;;<NA>;nan;<NA>;01/10/1925 - 30/11/1925;1;10;1925;nan;<NA>;;;;0;Philippines;0;Philippines. Capiz Province. Panay;0;122.7909577;11.5544662;0;0;P00248494;P00248494;;Capiz;0;Edaño, G.;<NA>;Edaño, G.;recby_problem
0;Mitrephora;lanotan;0;0;nan;;<NA>;nan;<NA>;01/12/1926 - 31/12/1926;1;12;1926;nan;<NA>;;;;0;Philippines;0;Philippines. San Andales. Rizal Province. Luzon;0;121.35249999999999;14.635833333333332;0;0;P01967848;P01967848;;Rizal;0;Edaño, G.;<NA>;Edaño, G.;recby_problem
