recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url;genus_old;specificEpithet_old
Porter;;Kessler, P;09/09/1985 - 09/09/1985;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang.;P02005360;Malaisie;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;9;9;1985;0;0;0;100.255625;5.405625;0;0;nan;P02005360;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>;Mitrephora;0
Porter;;Kessler, P;09/09/1985 - 09/09/1985;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02005361;Malaisie;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;9;9;1985;0;0;0;100.255625;5.405625;0;0;nan;P02005361;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>;Mitrephora;0
Porter;;Kessler, P;09/09/1985 - 09/09/1985;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02005362;Malaisie;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;9;9;1985;0;0;0;100.255625;5.405625;0;0;nan;P02005362;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>;Mitrephora;0
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02027505;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;26;10;1989;0;0;0;100.255625;5.405625;0;0;nan;P02027505;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>;Pyramidanthe;0
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02027507;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;26;10;1989;0;0;0;100.255625;5.405625;0;0;nan;P02027507;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>;Pyramidanthe;0
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1823 - 31/12/1823;Pulau Pinang;Poulo-Pinang;P02027508;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;26;10;1989;0;0;0;100.255625;5.405625;0;0;nan;P02027508;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>;Pyramidanthe;0
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1823 - 31/12/1823;Pulau Pinang;Ile poulo-Pinang;P02027510;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;26;10;1989;0;0;0;100.255625;5.405625;0;0;nan;P02027510;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>;Pyramidanthe;0
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964285;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.255625;5.405625;0;0;nan;P01964285;Porter;<NA>;Porter;Porter;<NA>;<NA>;Uvaria;0
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964286;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.255625;5.405625;0;0;nan;P01964286;Porter;<NA>;Porter;Porter;<NA>;<NA>;Uvaria;0
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964287;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.255625;5.405625;0;0;nan;P01964287;Porter;<NA>;Porter;Porter;<NA>;<NA>;Uvaria;0
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964288;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.255625;5.405625;0;0;nan;P01964288;Porter;<NA>;Porter;Porter;<NA>;<NA>;Uvaria;0
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964289;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.255625;5.405625;0;0;nan;P01964289;Porter;<NA>;Porter;Porter;<NA>;<NA>;Uvaria;0
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964291;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.255625;5.405625;0;0;nan;P01964291;Porter;<NA>;Porter;Porter;<NA>;<NA>;Uvaria;0
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964292;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.255625;5.405625;0;0;nan;P01964292;Porter;<NA>;Porter;Porter;<NA>;<NA>;Uvaria;0
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964293;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.255625;5.405625;0;0;nan;P01964293;Porter;<NA>;Porter;Porter;<NA>;<NA>;Uvaria;0
Ramos, M;;Kessler, P;01/05/2004 - 31/05/2004;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01960458;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;8;1923;1;5;2004;0;0;0;124.18;9.85;0;0;nan;P01960458;Ramos, M.;Kessler, P.;Ramos;Ramos, Maximo;Malaysia, Philippines;0;Phaeanthus;0
Ramos, M;;Mols, JB;01/07/1998 - 31/07/1998;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01960457;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;8;1923;1;7;1998;0;0;0;124.18;9.85;0;0;nan;P01960457;Ramos, M.;Mols, J.B.;Ramos;Ramos, Maximo;Malaysia, Philippines;0;Phaeanthus;0
Schmid, M;;Meade, C;01/07/2000 - 01/07/2000;26/07/1961 - 26/07/1961;Ninh Thuận;Suoi Dan. Sud Vietnam.;P00142636;Viet Nam;Ellipeia;dulcis;0;0;0;0;<NA>;<NA>;26;7;1961;1;7;2000;0;0;0;109.0669710492339;11.953192763846273;0;0;nan;P00142636;Schmid, M.;Meade, C.;Schmid;Schmid, Maurice;France, Vietnam;0;Ellipeia;0
Schmid, M;;Meade, C;01/07/2000 - 01/07/2000;26/07/1961 - 26/07/1961;Khánh Hòa;Snoi Dan [Suoi Dau]. Sud-Vietnam;P00142637;Viet Nam;Ellipeia;dulcis;0;0;0;0;<NA>;<NA>;26;7;1961;1;7;2000;0;0;0;109.0669710492339;11.953192763846273;0;0;nan;P00142637;Schmid, M.;Meade, C.;Schmid;Schmid, Maurice;France, Vietnam;0;Ellipeia;0
Sinclair, J;;Sinclair, J;<NA>;02/04/1950 - 02/04/1950;North-West;Malay Peninsula. Fern Valley, Bukit Timah Forest Reserve, Singapore.;P01988907;Singapour;Polyalthia;cauliflora;0;0;0;0;<NA>;<NA>;2;4;1950;;;;0;0;0;103.77638619999999;1.3546950500000001;0;0;nan;P01988907;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0;Polyalthia;0
Sinclair, J;;Sinclair, J;<NA>;02/04/1950 - 02/04/1950;North-West;Malay Peninsula. Fern Valley, Bukit Timah Forest Reserve, Singapore.;P01988910;Singapour;Polyalthia;cauliflora;0;0;0;0;<NA>;<NA>;2;4;1950;;;;0;0;0;103.77638619999999;1.3546950500000001;0;0;nan;P01988910;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0;Polyalthia;0
Talmy;;nan;<NA>;01/01/1868 - 31/12/1868;;Cochinchine.;P01986182;Viet Nam;Goniothalamus;saigonensis;0;0;0;0;<NA>;<NA>;1;1;1868;;;;0;0;0;106.7017555;10.7758439;0;0;nan;P01986182;Talmy;<NA>;Talmy;Talmy;Senegal, Vietnam;0;Goniothalamus;0
Talmy;;nan;<NA>;01/01/1868 - 31/12/1868;;Cochinchine;P01986183;Viet Nam;Goniothalamus;saigonensis;0;0;0;0;<NA>;<NA>;1;1;1868;;;;0;0;0;106.7017555;10.7758439;0;0;nan;P01986183;Talmy;<NA>;Talmy;Talmy;Senegal, Vietnam;0;Goniothalamus;0
Talmy;;nan;<NA>;01/06/1868 - 30/06/1868;Hồ Chí Minh;Plaine des Tombeaux, Saïgon, Cochinchine. Indo-Chine;P00248390;Viet Nam;Uvaria;rufa;0;0;0;0;<NA>;<NA>;1;6;1868;;;;0;0;0;106.7017555;10.7758439;0;0;nan;P00248390;Talmy;<NA>;Talmy;Talmy;Senegal, Vietnam;0;Uvaria;0
Talmy;;nan;<NA>;01/06/1868 - 30/06/1868;Hồ Chí Minh;Plaine des Tombeaux, près Saïgon. Indo-Chine;P00248391;Viet Nam;Uvaria;rufa;0;0;0;0;<NA>;<NA>;1;6;1868;;;;0;0;0;106.7017555;10.7758439;0;0;nan;P00248391;Talmy;<NA>;Talmy;Talmy;Senegal, Vietnam;0;Uvaria;0
Thorel;;nan;<NA>;01/01/1862 - 31/12/1866;Bình Dương;Cochinchine. Thu-dau-moth;P01981757;Viet Nam;Friesodielsia;fornicata;0;0;0;0;<NA>;<NA>;1;1;1862;;;;0;0;0;106.502;11.203666666666669;0;0;nan;P01981757;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Friesodielsia;0
Thorel;;nan;<NA>;01/01/1862 - 31/12/1866;Tây Ninh;Caï-cung, prov. Tay-Ninh. Cochinchine.;P01981758;Viet Nam;Friesodielsia;fornicata;0;0;0;0;<NA>;<NA>;1;1;1862;;;;0;0;0;106.502;11.203666666666669;0;0;nan;P01981758;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Friesodielsia;0
Thorel;;nan;<NA>;01/01/1862 - 31/12/1866;Tây Ninh;Caï-cong. Tay-ninh. Cochinchine.;P01981760;Viet Nam;Friesodielsia;fornicata;0;0;0;0;<NA>;<NA>;1;1;1862;;;;0;0;0;106.502;11.203666666666669;0;0;nan;P01981760;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Friesodielsia;0
Thorel;;Kessler, P;01/06/2004 - 30/06/2004;01/01/1862 - 31/12/1866;;Cochinchine;P01952437;Viet Nam;Goniothalamus;gabriacianus;0;0;0;0;<NA>;<NA>;1;1;1862;1;6;2004;0;0;0;106.502;11.203666666666669;0;0;nan;P01952437;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Goniothalamus;0
Thorel;;Kessler, P;01/06/2004 - 30/06/2004;01/01/1862 - 31/12/1866;;Cochinchine;P01952438;Viet Nam;Goniothalamus;gabriacianus;0;0;0;0;<NA>;<NA>;1;1;1862;1;6;2004;0;0;0;106.502;11.203666666666669;0;0;nan;P01952438;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Goniothalamus;0
Thorel;;Kessler, P;01/06/2004 - 30/06/2004;01/01/1862 - 31/12/1866;;Cochinchine.;P01952439;Viet Nam;Goniothalamus;gabriacianus;0;0;0;0;<NA>;<NA>;1;1;1862;1;6;2004;0;0;0;106.502;11.203666666666669;0;0;nan;P01952439;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Goniothalamus;0
Thorel;;Kessler, P;01/06/2004 - 30/06/2004;01/01/1862 - 31/12/1866;;Cochinchine;P01952441;Viet Nam;Goniothalamus;gabriacianus;0;0;0;0;<NA>;<NA>;1;1;1862;1;6;2004;0;0;0;106.502;11.203666666666669;0;0;nan;P01952441;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Goniothalamus;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Nong Khai(หนองคาย);Nong-Khay, Thailand. Expédition du Mé-Kong;P01985914;Thaïlande;Artabotrys;intermedius;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01985914;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Artabotrys;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Siem Reap;Cambodge, Ang cor. Expédition du Mé-Kong.;P01985915;Cambodge;Artabotrys;intermedius;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01985915;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Artabotrys;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Siem Reap;Cambodge, Ang cor. Expédition du Mé-Kong.;P01985916;Cambodge;Artabotrys;intermedius;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01985916;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Artabotrys;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Khammouan;Lakhôn, Laos. Expédition du Mé-Kong.;P01985917;Laos, République démocratique populaire;Artabotrys;intermedius;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01985917;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Artabotrys;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Khammouan;Lakhon, Laos. Expédition du Mé-Kong;P01985918;Laos, République démocratique populaire;Artabotrys;intermedius;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01985918;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Artabotrys;0
Thorel;;Wang, J;01/09/2009 - 30/09/2009;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition de Mé-Kong.;P00451243;Cambodge;Dasymaschalon;macrocalyx;0;0;0;0;<NA>;<NA>;1;1;1866;1;9;2009;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00451243;Thorel;Wang, J.;Thorel;Thorel, Clovis;Vietnam;0;Dasymaschalon;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mé-Kong.;P02006278;Cambodge;Dasymaschalon;macrocalyx;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P02006278;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Dasymaschalon;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Siem Reap;Ang cor. Expédition du Mè-Kong.;P02006284;Cambodge;Dasymaschalon;macrocalyx;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P02006284;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Dasymaschalon;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Salavan;Pennangs. Se-don. Expédition du Mé-Kong;P00732388;Laos, République démocratique populaire;Goniothalamus;tamirensis;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00732388;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Goniothalamus;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mé-Kong.;P00732389;Cambodge;Goniothalamus;tamirensis;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00732389;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Goniothalamus;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mé-Kong.;P00732390;Cambodge;Goniothalamus;tamirensis;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00732390;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Goniothalamus;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Vientiane Prefecture;Vien-than, Laos. Expédition du Mé-Kong;P00160867;Laos, République démocratique populaire;Miliusa;fusca;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00160867;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Miliusa;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Khammouan;Lakhôn, Laos. Expédition du Mé-Kong.;P01983557;Laos, République démocratique populaire;Miliusa;fusca;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01983557;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Miliusa;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Nong Khai(หนองคาย);Pissay. Expédition du Mé-Kong.;P01983558;Thaïlande;Miliusa;fusca;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01983558;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Miliusa;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Khammouan;Lakhon. Expédition du Mé-Kong.;P01967628;Laos, République démocratique populaire;Miliusa;velutina;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01967628;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Miliusa;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Khammouan;Lakhôn, Laos. Expédition du Mè-Kong.;P01967629;Laos, République démocratique populaire;Miliusa;velutina;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01967629;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Miliusa;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Kampong Thom;Oudong, Cambodge. Expédition du Mè-Kong.;P02133062;Cambodge;Mitrephora;thorelii;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P02133062;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Mitrephora;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Siem Reap;Ang-cor, Cambodge. Expédition du Mè-Kong.;P02133063;Cambodge;Mitrephora;thorelii;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P02133063;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Mitrephora;0
Thorel;;Kessler, P;07/02/1986 - 07/02/1986;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mé-Kong.;P01987683;Cambodge;Orophea;polycarpa;0;0;0;0;<NA>;<NA>;1;1;1866;7;2;1986;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01987683;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Orophea;0
Thorel;;Kessler, P;07/02/1986 - 07/02/1986;01/01/1866 - 31/12/1868;Stung Treng;de Stung Streng à Kong. Expédition du Mé-Kong.;P01987684;Cambodge;Orophea;polycarpa;0;0;0;0;<NA>;<NA>;1;1;1866;7;2;1986;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01987684;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Orophea;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Vientiane Prefecture;Vien-Tian, Laos;P01987666;Laos, République démocratique populaire;Orophea;polycarpa;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01987666;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Orophea;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Champasak;Ile de Khôn, Laos. Expédition du Mé-Kong.;P01989049;Laos, République démocratique populaire;Polyalthia;debilis;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01989049;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Polyalthia;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Champasak;Ile de Khôn. Expédition du Mé-Kong.;P01989050;Laos, République démocratique populaire;Polyalthia;debilis;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01989050;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Polyalthia;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Savannakhét;Ile de Khôn. Expédition du Mé-Kong.;P01989051;Laos, République démocratique populaire;Polyalthia;debilis;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P01989051;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Polyalthia;0
Thorel;;Kessler, P;01/11/2003 - 30/11/2003;01/01/1866 - 31/12/1868;Champasak;Ile de Khon. Expédition du Mé-Kong.;P00520754;Laos, République démocratique populaire;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;11;2003;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00520754;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Rauwenhoffia;0
Thorel;;Kessler, P;01/11/2003 - 30/11/2003;01/01/1866 - 31/12/1868;Champasak;Ile de Khôn, Laos. Expédition du Mé-Kong.;P00520755;Laos, République démocratique populaire;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;11;2003;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00520755;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Rauwenhoffia;0
Thorel;;Kessler, P;01/11/2003 - 30/11/2003;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mékong.;P00520757;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;11;2003;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00520757;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Rauwenhoffia;0
Thorel;;Kessler, P;01/11/2003 - 30/11/2003;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mé-Kong.;P00520758;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;11;2003;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00520758;Thorel;Kessler, P.;Thorel;Thorel, Clovis;Vietnam;0;Rauwenhoffia;0
Thorel;;Meade, C;01/01/2000 - 31/12/2000;01/01/1866 - 31/12/1868;Siem Reap;Angcor. Expédition du Mé-Kong.;P00252382;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;1;2000;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00252382;Thorel;Meade, C.;Thorel;Thorel, Clovis;Vietnam;0;Rauwenhoffia;0
Thorel;;Meade, C;01/01/2000 - 31/12/2000;01/01/1866 - 31/12/1868;Kandal;Compon Luang. Expédition du Mé-Kong.;P00252386;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;1;2000;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00252386;Thorel;Meade, C.;Thorel;Thorel, Clovis;Vietnam;0;Rauwenhoffia;0
Thorel;;Meade, C;01/07/2000 - 31/07/2000;01/01/1866 - 31/12/1868;Siem Reap;Ang cor, Cambodge. Expédition du Mè-Kong.;P00262230;Cambodge;Uvaria;dac;0;0;0;0;<NA>;<NA>;1;1;1866;1;7;2000;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00262230;Thorel;Meade, C.;Thorel;Thorel, Clovis;Vietnam;0;Uvaria;0
Thorel;;Meade, C;01/10/1999 - 31/10/1999;01/01/1866 - 31/12/1868;Siem Reap;Cambodge. Ang-cor. Expédition du Mé-Kong.;P00262231;Cambodge;Uvaria;dac;0;0;0;0;<NA>;<NA>;1;1;1866;1;10;1999;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00262231;Thorel;Meade, C.;Thorel;Thorel, Clovis;Vietnam;0;Uvaria;0
Thorel;;Meade, C;01/10/1999 - 31/10/1999;01/01/1866 - 31/12/1868;Siem Reap;Ang-cor. Expédition du Mé-Kong.;P00262232;Cambodge;Uvaria;dac;0;0;0;0;<NA>;<NA>;1;1;1866;1;10;1999;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00262232;Thorel;Meade, C.;Thorel;Thorel, Clovis;Vietnam;0;Uvaria;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mé-Kong.;P00248392;Cambodge;Uvaria;rufa;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00248392;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Uvaria;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Stung Treng;Stung-Streng. Expédition du Mé-Kong.;P00248393;Cambodge;Uvaria;rufa;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00248393;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Uvaria;0
Thorel;;nan;<NA>;01/01/1866 - 31/12/1868;Stung Treng;de Stung Streng à Kong. Expédition du Mé-Kong.;P00248394;Cambodge;Uvaria;rufa;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;105.02423500526315;14.377992905263158;0;0;nan;P00248394;Thorel;<NA>;Thorel;Thorel, Clovis;Vietnam;0;Uvaria;0
