scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url;genus_old;specific_epithet_old
Xylopia ngii D.M.Johnson & N.A.Murray;Xylopia;ID;Wanariset, Rintus Baru. Plot number 315.;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z W 1007 ";29;1;1992;nan;<NA>;<NA>;Botany;L.1775263;0;0;0;Ambriansyah;;0;;;;0;0;0;L1775263;1007;ngii;"Ambriansyah; Arifin Z";"Johnson DM; Murray NA";Ambriansyah;<NA>;<NA>;<NA>;Xylopia;ngii
Xylopia ngii D.M.Johnson & N.A.Murray;Xylopia;ID;Wanariset, Rintus Baru. Plot number 315.;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z W 1007 ";29;1;1992;nan;<NA>;<NA>;Botany;L.1775262;0;0;0;Ambriansyah;;0;;;;0;0;0;L1775262;1007;ngii;"Ambriansyah; Arifin Z";"Johnson DM; Murray NA";Ambriansyah;<NA>;<NA>;<NA>;Xylopia;ngii
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;East Kalimantan, Wanariset research area, Rintis Wartono Kadri km 4.;-1.033333;117.03333300000001;Ambriansyah;"Ambriansyah; Arifin, Z W 1020 ";28;4;1992;Ambriansyah;<NA>;<NA>;Botany;L.1758258;0;0;0;Ambriansyah;;0;;;;0;0;0;L1758258;1020;cauliflora;"Ambriansyah; Arifin Z";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;cauliflora
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;East Kalimantan, Wanariset research area, Rintis Wartono Kadri km 4.;-1.033333;117.03333300000001;Ambriansyah;"Ambriansyah; Arifin, Z W 1020 ";28;4;1992;Ambriansyah;<NA>;<NA>;Botany;L.1758257;0;0;0;Ambriansyah;;0;;;;0;0;0;L1758257;1020;cauliflora;"Ambriansyah; Arifin Z";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;cauliflora
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;East Kalimantan, Wanariset research area, Rintis Wartono Kadri km 4.;-1.033333;117.03333300000001;Ambriansyah;"Ambriansyah; Arifin, Z W 1020 ";28;4;1992;Ambriansyah;<NA>;<NA>;Botany;L.1758259;0;0;0;Ambriansyah;;0;;;;0;0;0;L1758259;1020;cauliflora;"Ambriansyah; Arifin Z";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;cauliflora
Mezzettia parviflora Becc.;Mezzettia;ID;East Kalimantan, Wanariset area, Semoi road, km. 6.;-1.0;117.0;Ambriansyah;Ambriansyah AA 1242 ;13;6;1995;Arifin, Z;1996-06-01T00:00:00;<NA>;Botany;L.1761746;0;0;0;Ambriansyah;;0;1;6;1996;0;0;0;L1761746;1242;parviflora;Ambriansyah;Arifin Z;Ambriansyah;<NA>;<NA>;<NA>;Mezzettia;parviflora
Mezzettia parviflora Becc.;Mezzettia;ID;East Kalimantan, Wanariset area, Semoi road, km. 6.;-1.0;117.0;Ambriansyah;Ambriansyah AA 1242 ;13;6;1995;Arifin, Z;1996-06-01T00:00:00;<NA>;Botany;L.1761747;0;0;0;Ambriansyah;;0;1;6;1996;0;0;0;L1761747;1242;parviflora;Ambriansyah;Arifin Z;Ambriansyah;<NA>;<NA>;<NA>;Mezzettia;parviflora
Artabotrys ochropetalus I.M.Turner;Artabotrys;ID;East Kalimantan, 200 H. Inhutani area, km 35 Balikpapan-Samarinda.;-1.0;117.0;Ambriansyah;Ambriansyah AA 1272 ;4;7;1995;Chen, J;2015-05-19T00:00:00;<NA>;Botany;L.1749507;0;0;0;Ambriansyah;;0;19;5;2015;0;0;0;L1749507;1272;ochropetalus;Ambriansyah;Chen J;Ambriansyah;<NA>;<NA>;<NA>;Artabotrys;ochropetalus
Artabotrys ochropetalus I.M.Turner;Artabotrys;ID;East Kalimantan, 200 H. Inhutani area, km 35 Balikpapan-Samarinda.;-1.0;117.0;Ambriansyah;Ambriansyah AA 1272 ;4;7;1995;Chen, J;2015-05-19T00:00:00;<NA>;Botany;L  0778720;0;0;0;Ambriansyah;;0;19;5;2015;0;0;0;L0778720;1272;ochropetalus;Ambriansyah;Chen J;Ambriansyah;<NA>;<NA>;<NA>;Artabotrys;ochropetalus
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, Sungai Marwali, Pabrik Aspal area, Km 4.5 from wanariset Samboja.;-1.033333;117.03333300000001;Ambriansyah;"Ambriansyah; Arifin, Z; Arbainsya AA 1305 ";13;7;1995;Kessler, PJA;1995-07-01T00:00:00;<NA>;Botany;L.1775424;0;0;0;Ambriansyah;;0;1;7;1995;0;0;0;L1775424;1305;stenopetala;"Ambriansyah; Arifin Z; Arbainsya";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Xylopia;stenopetala
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, Sungai Marwali, Pabrik Aspal area, Km 4.5 from wanariset Samboja.;-1.033333;117.03333300000001;Ambriansyah;"Ambriansyah; Arifin, Z; Arbainsya AA 1305 ";13;7;1995;Kessler, PJA;1995-07-01T00:00:00;<NA>;Botany;L  0778702;0;0;0;Ambriansyah;;0;1;7;1995;0;0;0;L0778702;1305;stenopetala;"Ambriansyah; Arifin Z; Arbainsya";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Xylopia;stenopetala
Xylopia stenopetala Oliv.;Xylopia;ID;East Kalimantan, Sungai Marwali, Pabrik Aspal area, Km 4.5 from wanariset Samboja.;-1.033333;117.03333300000001;Ambriansyah;"Ambriansyah; Arifin, Z; Arbainsya AA 1305 ";13;7;1995;Kessler, PJA;1995-07-01T00:00:00;<NA>;Botany;L  0197345;0;0;0;Ambriansyah;;0;1;7;1995;0;0;0;L0197345;1305;stenopetala;"Ambriansyah; Arifin Z; Arbainsya";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Xylopia;stenopetala
Xylopia ferruginea (Hook.f. & Thomson) Baill.;Xylopia;ID;East Kalimantan, Wanariset research area, Rintis Wartono Kadri.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z W 131 ";2;4;1990;Johnson, DM;2014-04-01T00:00:00;<NA>;Botany;L.1775107;0;0;0;Ambriansyah;;0;1;4;2014;0;0;0;L1775107;131;ferruginea;"Ambriansyah; Arifin Z";Johnson DM;Ambriansyah;<NA>;<NA>;<NA>;Xylopia;ferruginea
Xylopia ferruginea (Hook.f. & Thomson) Baill.;Xylopia;ID;East Kalimantan, Wanariset research area, Rintis Wartono Kadri.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z W 131 ";2;4;1990;Johnson, DM;2014-04-01T00:00:00;<NA>;Botany;L.1775106;0;0;0;Ambriansyah;;0;1;4;2014;0;0;0;L1775106;131;ferruginea;"Ambriansyah; Arifin Z";Johnson DM;Ambriansyah;<NA>;<NA>;<NA>;Xylopia;ferruginea
Anaxagorea A.St.-Hil.;Anaxagorea;ID;East Kalimantan, Taman Nasional Kutai area, Sangatta to Bontang.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z AA 1344 ";14;9;1995;Ambriansyah;1995-09-01T00:00:00;<NA>;Botany;L.1744504;0;0;0;Ambriansyah;;0;1;9;1995;0;0;0;L1744504;1344;;"Ambriansyah; Arifin Z";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Anaxagorea;
Anaxagorea A.St.-Hil.;Anaxagorea;ID;East Kalimantan, Taman Nasional Kutai area, Sangatta to Bontang.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z AA 1344 ";14;9;1995;Ambriansyah;1995-09-01T00:00:00;<NA>;Botany;L.1744505;0;0;0;Ambriansyah;;0;1;9;1995;0;0;0;L1744505;1344;;"Ambriansyah; Arifin Z";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Anaxagorea;
Alphonsea javanica Scheff.;Alphonsea;ID;East Kalimantan, ITTO Project area, Km 11, Semoi road.;-1.0;117.0;Ambriansyah;Ambriansyah AA 1434 ;24;11;1995;Arifin, Z;1995-11-01T00:00:00;<NA>;Botany;L.1744463;0;0;0;Ambriansyah;;0;1;11;1995;0;0;0;L1744463;1434;javanica;Ambriansyah;Arifin Z;Ambriansyah;<NA>;<NA>;<NA>;Alphonsea;javanica
Alphonsea javanica Scheff.;Alphonsea;ID;East Kalimantan, ITTO Project area, Km 11, Semoi road.;-1.0;117.0;Ambriansyah;Ambriansyah AA 1434 ;24;11;1995;Arifin, Z;1995-11-01T00:00:00;<NA>;Botany;L  0778718;0;0;0;Ambriansyah;;0;1;11;1995;0;0;0;L0778718;1434;javanica;Ambriansyah;Arifin Z;Ambriansyah;<NA>;<NA>;<NA>;Alphonsea;javanica
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Bengalon, road Sepaso - Muara Wahua;0.683333;117.516667;Ambriansyah;"Ambriansyah; Arifin, Z AA 1463 ";10;4;1996;Arifin, Z;<NA>;<NA>;Botany;L.4369837;0;0;0;Ambriansyah;;0;;;;0;0;0;L4369837;1463;microtus;"Ambriansyah; Arifin Z";Arifin Z;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;microtus
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Bengalon, road Sepaso - Muara Wahua;0.683333;117.516667;Ambriansyah;"Ambriansyah; Arifin, Z AA 1463 ";10;4;1996;Arifin, Z;<NA>;<NA>;Botany;L.4369838;0;0;0;Ambriansyah;;0;;;;0;0;0;L4369838;1463;microtus;"Ambriansyah; Arifin Z";Arifin Z;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;microtus
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;ID;East Kalimantan, Berau, KM 31 from Labanan, plot 5.;2.1;117.316667;Ambriansyah;"Ambriansyah; Arifin, Z Berau 1495 ";5;5;1990;Kessler, PJA;1999-08-01T00:00:00;<NA>;Botany;L.1762021;0;0;0;Ambriansyah;;0;1;8;1999;0;0;0;L1762021;1495;;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Mitrephora;
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;ID;East Kalimantan, Berau, KM 31 from Labanan, plot 5.;2.1;117.316667;Ambriansyah;"Ambriansyah; Arifin, Z Berau 1495 ";5;5;1990;Kessler, PJA;1999-08-01T00:00:00;<NA>;Botany;L.1762020;0;0;0;Ambriansyah;;0;1;8;1999;0;0;0;L1762020;1495;;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Mitrephora;
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;East Kalimantan, KPC area Bengalon, kuari area, near tower.;0.8;117.633333;Ambriansyah;"Ambriansyah; Arifin, Z; Arbainsya AA 1498 ";13;4;1996;Kessler, PJA;1996-04-01T00:00:00;<NA>;Botany;L.1749834;0;0;0;Ambriansyah;;0;1;4;1996;0;0;0;L1749834;1498;suaveolens;"Ambriansyah; Arifin Z; Arbainsya";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Artabotrys;suaveolens
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;East Kalimantan, KPC area Bengalon, kuari area, near tower.;0.8;117.633333;Ambriansyah;"Ambriansyah; Arifin, Z; Arbainsya AA 1498 ";13;4;1996;Kessler, PJA;1996-04-01T00:00:00;<NA>;Botany;L  0197353;0;0;0;Ambriansyah;;0;1;4;1996;0;0;0;L0197353;1498;suaveolens;"Ambriansyah; Arifin Z; Arbainsya";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Artabotrys;suaveolens
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Samboja, East Kalimantan.;-1.033333;117.033333;Ambriansyah;"Ambriansyah; Arifin, Z AA 151 ";4;7;1991;nan;<NA>;<NA>;Botany;L.1758338;0;0;0;Ambriansyah;;0;;;;0;0;0;L1758338;151;cauliflora;"Ambriansyah; Arifin Z";<NA>;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;cauliflora
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Samboja, East Kalimantan.;-1.033333;117.033333;Ambriansyah;"Ambriansyah; Arifin, Z AA 151 ";4;7;1991;nan;<NA>;<NA>;Botany;L.1758337;0;0;0;Ambriansyah;;0;;;;0;0;0;L1758337;151;cauliflora;"Ambriansyah; Arifin Z";<NA>;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;cauliflora
Miliusa macropoda Miq.;Miliusa;ID;East Kalimantan, Berau, KM 34 from Labanan to Kelai, Gunung Batu.;2.1;117.316667;Ambriansyah;"Ambriansyah; Arifin, Z Berau 1515 ";11;5;1990;Mols, JB;2004-03-01T00:00:00;<NA>;Botany;L.2066304;0;0;0;Ambriansyah;;0;1;3;2004;0;0;0;L2066304;1515;macropoda;"Ambriansyah; Arifin Z";Mols JB;Ambriansyah;<NA>;<NA>;<NA>;Miliusa;macropoda
Miliusa macropoda Miq.;Miliusa;ID;East Kalimantan, Berau, KM 34 from Labanan to Kelai, Gunung Batu.;2.1;117.316667;Ambriansyah;"Ambriansyah; Arifin, Z Berau 1515 ";11;5;1990;Mols, JB;2004-03-01T00:00:00;<NA>;Botany;L.2066303;0;0;0;Ambriansyah;;0;1;3;2004;0;0;0;L2066303;1515;macropoda;"Ambriansyah; Arifin Z";Mols JB;Ambriansyah;<NA>;<NA>;<NA>;Miliusa;macropoda
Polyalthia Blume;Polyalthia;ID;Central Kalimantan, Camp 92 ODA Sangai area.;-2.15;112.63;Ambriansyah;Ambriansyah AA 1534 ;3;2;1996;Ambriansyah;1996-02-01T00:00:00;<NA>;Botany;L.1770045;0;0;0;Ambriansyah;;0;1;2;1996;0;0;0;L1770045;1534;;Ambriansyah;Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Central Kalimantan, Camp 92 ODA Sangai area.;-2.15;112.63;Ambriansyah;Ambriansyah AA 1534 ;3;2;1996;Ambriansyah;1996-02-01T00:00:00;<NA>;Botany;L  0778733;0;0;0;Ambriansyah;;0;1;2;1996;0;0;0;L0778733;1534;;Ambriansyah;Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;
Monocarpia kalimantanensis Kessler;Monocarpia;ID;Indonesia, Borneo, Kalimantan Timur, KPC area Bengalon, plot P-9, no ph. 191.;3.4833;116.65;Ambriansyah;"Ambriansyah; et al. AA 1587 ";28;3;1996;Mols, JB;1999-08-01T00:00:00;<NA>;Botany;L.1757778;0;0;0;Ambriansyah;;0;1;8;1999;0;0;0;L1757778;1587;kalimantanensis;"Ambriansyah; et al.";Mols JB;Ambriansyah;<NA>;<NA>;<NA>;Monocarpia;kalimantanensis
Monocarpia kalimantanensis Kessler;Monocarpia;ID;Indonesia, Borneo, Kalimantan Timur, KPC area Bengalon, plot P-9, no ph. 191.;3.4833;116.65;Ambriansyah;"Ambriansyah; et al. AA 1587 ";28;3;1996;Mols, JB;1999-08-01T00:00:00;<NA>;Botany;L.1757777;0;0;0;Ambriansyah;;0;1;8;1999;0;0;0;L1757777;1587;kalimantanensis;"Ambriansyah; et al.";Mols JB;Ambriansyah;<NA>;<NA>;<NA>;Monocarpia;kalimantanensis
Uvaria excelsa (Hook.f. & Thomson) King;Uvaria;ID;Indonesia, East Kalimantan, KPC area, West Bengalon, Sebongkok utara;0.8;117.533333;Ambriansyah;"Ambriansyah; Arbainsyah AA 1660 ";6;4;1996;Attanayake, AMAS;2010-03-01T00:00:00;<NA>;Botany;L.1770397;0;0;0;Ambriansyah;;0;1;3;2010;0;0;0;L1770397;1660;excelsa;"Ambriansyah; Arbainsyah";Attanayake AMAS;Ambriansyah;<NA>;<NA>;<NA>;Uvaria;excelsa
Uvaria excelsa (Hook.f. & Thomson) King;Uvaria;ID;Indonesia, East Kalimantan, KPC area, West Bengalon, Sebongkok utara;0.8;117.533333;Ambriansyah;"Ambriansyah; Arbainsyah AA 1660 ";6;4;1996;Attanayake, AMAS;2010-03-01T00:00:00;<NA>;Botany;L.1770396;0;0;0;Ambriansyah;;0;1;3;2010;0;0;0;L1770396;1660;excelsa;"Ambriansyah; Arbainsyah";Attanayake AMAS;Ambriansyah;<NA>;<NA>;<NA>;Uvaria;excelsa
Popowia hirta Miq.;Popowia;ID;East Kalimantan, KPC area, West Bengalon, Sebongkok Utara.;-0.8;117.533333;Ambriansyah;"Ambriansyah; Arbainsyah AA 1661 ";6;4;1996;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759541;0;0;0;Ambriansyah;;0;1;10;2011;0;0;0;L1759541;1661;hirta;"Ambriansyah; Arbainsyah";Ganesan SK;Ambriansyah;<NA>;<NA>;<NA>;Popowia;hirta
Popowia hirta Miq.;Popowia;ID;East Kalimantan, KPC area, West Bengalon, Sebongkok Utara.;-0.8;117.533333;Ambriansyah;"Ambriansyah; Arbainsyah AA 1661 ";6;4;1996;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L  0197336;0;0;0;Ambriansyah;;0;1;10;2011;0;0;0;L0197336;1661;hirta;"Ambriansyah; Arbainsyah";Ganesan SK;Ambriansyah;<NA>;<NA>;<NA>;Popowia;hirta
Sageraea lanceolata Miq.;Sageraea;ID;East Kalimantan,KPC area West Bengalon, Sebongkok Utara.;0.8166670000000001;117.516667;Ambriansyah;"Ambriansyah; Arbainsyah AA 1673 ";6;4;1996;nan;<NA>;<NA>;Botany;L.4293419;0;0;0;Ambriansyah;;0;;;;0;0;0;L4293419;1673;lanceolata;"Ambriansyah; Arbainsyah";<NA>;Ambriansyah;<NA>;<NA>;<NA>;Sageraea;lanceolata
Sageraea lanceolata Miq.;Sageraea;ID;East Kalimantan,KPC area West Bengalon, Sebongkok Utara.;0.8166670000000001;117.516667;Ambriansyah;"Ambriansyah; Arbainsyah AA 1673 ";6;4;1996;nan;<NA>;<NA>;Botany;L.1764859;0;0;0;Ambriansyah;;0;;;;0;0;0;L1764859;1673;lanceolata;"Ambriansyah; Arbainsyah";<NA>;Ambriansyah;<NA>;<NA>;<NA>;Sageraea;lanceolata
Sageraea lanceolata Miq.;Sageraea;ID;East Kalimantan,KPC area West Bengalon, Sebongkok Utara.;0.8166670000000001;117.516667;Ambriansyah;"Ambriansyah; Arbainsyah AA 1673 ";6;4;1996;nan;<NA>;<NA>;Botany;L  0197338;0;0;0;Ambriansyah;;0;;;;0;0;0;L0197338;1673;lanceolata;"Ambriansyah; Arbainsyah";<NA>;Ambriansyah;<NA>;<NA>;<NA>;Sageraea;lanceolata
Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms;Dasymaschalon;ID;East Kalimantan, KPC area East Bengalon, Kuari area, km 21.;0.85;117.616667;Ambriansyah;"Ambriansyah; Arifin, Z AA 1687 ";7;4;1996;Kessler, PJA;1996-04-01T00:00:00;<NA>;Botany;L  0197629;0;0;0;Ambriansyah;;0;1;4;1996;0;0;0;L0197629;1687;;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Dasymaschalon;
Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms;Dasymaschalon;ID;East Kalimantan, KPC area East Bengalon, Kuari area, km 21.;0.85;117.616667;Ambriansyah;"Ambriansyah; Arifin, Z AA 1687 ";7;4;1996;Kessler, PJA;1996-04-01T00:00:00;<NA>;Botany;L  0197628;0;0;0;Ambriansyah;;0;1;4;1996;0;0;0;L0197628;1687;;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Dasymaschalon;
Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms;Dasymaschalon;ID;East Kalimantan, KPC area East Bengalon, Kuari area, km 21.;0.85;117.616667;Ambriansyah;"Ambriansyah; Arifin, Z AA 1687 ";7;4;1996;Kessler, PJA;1996-04-01T00:00:00;<NA>;Botany;L  0197630;0;0;0;Ambriansyah;;0;1;4;1996;0;0;0;L0197630;1687;;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Dasymaschalon;
Polyalthia microtus Miq.;Polyalthia;ID;East Kalimantan, Wanariset Samboja area;-1.0;117.0;Ambriansyah;"Ambriansyah; et al. AA 2062 ";15;10;1996;Ambriansyah;<NA>;<NA>;Botany;L.4369868;0;0;0;Ambriansyah;;0;;;;0;0;0;L4369868;2062;microtus;"Ambriansyah; et al.";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;microtus
Polyalthia microtus Miq.;Polyalthia;ID;East Kalimantan, Wanariset Samboja area;-1.0;117.0;Ambriansyah;"Ambriansyah; et al. AA 2062 ";15;10;1996;Ambriansyah;<NA>;<NA>;Botany;L.4369867;0;0;0;Ambriansyah;;0;;;;0;0;0;L4369867;2062;microtus;"Ambriansyah; et al.";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;microtus
Monocarpia euneura Miq.;Monocarpia;ID;East Kalimantan, P.T. ICTI, Gunung Meratus.;-1.816667;115.733333;Ambriansyah;Ambriansyah AA 2176 ;26;11;1997;Mols, JB;1999-09-01T00:00:00;<NA>;Botany;L.1762338;0;0;0;Ambriansyah;;0;1;9;1999;0;0;0;L1762338;2176;euneura;Ambriansyah;Mols JB;Ambriansyah;<NA>;<NA>;<NA>;Monocarpia;euneura
Monocarpia euneura Miq.;Monocarpia;ID;East Kalimantan, P.T. ICTI, Gunung Meratus.;-1.816667;115.733333;Ambriansyah;Ambriansyah AA 2176 ;26;11;1997;Mols, JB;1999-09-01T00:00:00;<NA>;Botany;L.1762339;0;0;0;Ambriansyah;;0;1;9;1999;0;0;0;L1762339;2176;euneura;Ambriansyah;Mols JB;Ambriansyah;<NA>;<NA>;<NA>;Monocarpia;euneura
Polyalthia Blume;Polyalthia;ID;East Kalimantan, Gunung Meratus, P.T. ITCI Kenangan.;-1.816667;115.733333;Ambriansyah;"Ambriansyah; Priyono AA 2179 ";19;2;1998;Ambriansyah;1998-02-01T00:00:00;<NA>;Botany;L.1770048;0;0;0;Ambriansyah;;0;1;2;1998;0;0;0;L1770048;2179;;"Ambriansyah; Priyono";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;
Polyalthia Blume;Polyalthia;ID;East Kalimantan, Gunung Meratus, P.T. ITCI Kenangan.;-1.816667;115.733333;Ambriansyah;"Ambriansyah; Priyono AA 2179 ";19;2;1998;Ambriansyah;1998-02-01T00:00:00;<NA>;Botany;L  0778723;0;0;0;Ambriansyah;;0;1;2;1998;0;0;0;L0778723;2179;;"Ambriansyah; Priyono";Ambriansyah;Ambriansyah;<NA>;<NA>;<NA>;Polyalthia;
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;ID;Wanariset I area, off km 0.5, Wanariset-Semoi road.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z AA 227 ";26;10;1991;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1760875;0;0;0;Ambriansyah;;0;1;8;2017;0;0;0;L1760875;227;grandifolium;"Ambriansyah; Arifin Z";Nurmawati S;Ambriansyah;<NA>;<NA>;<NA>;Enicosanthum;grandifolium
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;ID;Wanariset I area, off km 0.5, Wanariset-Semoi road.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z AA 227 ";26;10;1991;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L  0197615;0;0;0;Ambriansyah;;0;1;8;2017;0;0;0;L0197615;227;grandifolium;"Ambriansyah; Arifin Z";Nurmawati S;Ambriansyah;<NA>;<NA>;<NA>;Enicosanthum;grandifolium
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;East Kalimantan, Wanariset research area, road Wanariset-Samboja, km 4.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z W 229 ";28;6;1990;Kessler, PJA;1990-06-01T00:00:00;<NA>;Botany;L.1753283;0;0;0;Ambriansyah;;0;1;6;1990;0;0;0;L1753283;229;odorata;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Cananga;odorata
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;East Kalimantan, Wanariset research area, road Wanariset-Samboja, km 4.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z W 229 ";28;6;1990;Kessler, PJA;1990-06-01T00:00:00;<NA>;Botany;L.1753284;0;0;0;Ambriansyah;;0;1;6;1990;0;0;0;L1753284;229;odorata;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Cananga;odorata
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;East Kalimantan, Indonesia, Wanariset I area, off km 0.5, Wanariset-Semoi road.;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z AA 233 ";26;10;1991;Heusden, ECH van;<NA>;<NA>;Botany;L.1749829;0;0;0;Ambriansyah;;0;;;;0;0;0;L1749829;233;suaveolens;"Ambriansyah; Arifin Z";Heusden ECH van;Ambriansyah;<NA>;<NA>;<NA>;Artabotrys;suaveolens
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;East Kalimantan, Indonesia, Wanariset I area, off km 0.5, Wanariset-Semoi road.;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z AA 233 ";26;10;1991;Heusden, ECH van;<NA>;<NA>;Botany;L.1749830;0;0;0;Ambriansyah;;0;;;;0;0;0;L1749830;233;suaveolens;"Ambriansyah; Arifin Z";Heusden ECH van;Ambriansyah;<NA>;<NA>;<NA>;Artabotrys;suaveolens
Marsypopetalum Scheff.;Marsypopetalum;ID;Gunung Meratus PT. ITCI Balikpapan seberang.;-1.816667;115.733333;Ambriansyah;Ambriansyah AA 2510 ;1;3;2002;nan;<NA>;<NA>;Botany;L.4406214;0;0;0;Ambriansyah;;0;;;;0;0;0;L4406214;2510;;Ambriansyah;<NA>;Ambriansyah;<NA>;<NA>;<NA>;Marsypopetalum;
Marsypopetalum Scheff.;Marsypopetalum;ID;Gunung Meratus PT. ITCI Balikpapan seberang.;-1.816667;115.733333;Ambriansyah;Ambriansyah AA 2510 ;1;3;2002;nan;<NA>;<NA>;Botany;L.3724681;0;0;0;Ambriansyah;;0;;;;0;0;0;L3724681;2510;;Ambriansyah;<NA>;Ambriansyah;<NA>;<NA>;<NA>;Marsypopetalum;
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Kalimantan Timur, Wanariset Indonesia.;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z W 264 ";16;7;1990;Kessler, PJA;<NA>;<NA>;Botany;L.1767512;0;0;0;Ambriansyah;;0;;;;0;0;0;L1767512;264;rumphii;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Hubera;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Kalimantan Timur, Wanariset Indonesia.;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z W 264 ";16;7;1990;Kessler, PJA;<NA>;<NA>;Botany;L.1767511;0;0;0;Ambriansyah;;0;;;;0;0;0;L1767511;264;rumphii;"Ambriansyah; Arifin Z";Kessler PJA;Ambriansyah;<NA>;<NA>;<NA>;Hubera;rumphii
