scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detByDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy;to_check
Saccopetalum arboreum Elmer;Miliusa;PH;Brooks Point (Addison Peak). Province of Palawan.;;;Adolph D.E. Elmer;Elmer 12677;;2;1911;nan;;MO;MO;1806074;horsfieldii;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1806074;12677;Adolph D.E. Elmer;Adolph D.E. Elmer
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;PH;Los Baños (Mt. Maquiling). Province of Laguna.;;;Adolph D.E. Elmer;Elmer 17649;;6;1917;E.C.H. van Heusden;1992-01-01T00:00:00;MO;MO;1806066;mindorensis;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1806066;17649;Adolph D.E. Elmer;Adolph D.E. Elmer
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 13727;;9;1912;nan;;MO;MO;1806102;ophthalmicus;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1806102;13727;Adolph D.E. Elmer;Adolph D.E. Elmer
Polyalthia pulgarensis Elmer;Polyalthia;PH;Puerto Princesa (Mt. Pulgar). Province of Palawan.;;;Adolph D.E. Elmer;Elmer 13100;;4;1911;nan;;MO;MO;1805738;obliqua;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1805738;13100;Adolph D.E. Elmer;Adolph D.E. Elmer
Meiogyne lucida Elmer;Meiogyne;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 13984;;10;1912;nan;;MO;MO;1803783;virgata;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1803783;13984;Adolph D.E. Elmer;Adolph D.E. Elmer
Uvaria peninsula Elmer;Uvaria;PH;Irosin (Mt. Bulusan). Province of Sorsogon.;;;Adolph D.E. Elmer;Elmer 16852;;8;1916;nan;;MO;MO;1802820;peninsula;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1802820;16852;Adolph D.E. Elmer;Adolph D.E. Elmer
Uvaria sibuyanensis Elmer;Goniothalamus;PH;Magallanes (Mt. Giting-Giting). Province of Capiz. Island of Sibuyan.;;;Adolph D.E. Elmer;Elmer 12322;;4;1910;nan;;MO;MO;1802817;sibuyanensis;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1802817;12322;Adolph D.E. Elmer;Adolph D.E. Elmer
Uvaria zschokkei Elmer;Uvaria;PH;Tayabas Province.;;;Adolph D.E. Elmer;Elmer 7647;;5;1907;nan;;MO;MO;1802815;zschokkei;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1802815;7647;Adolph D.E. Elmer;Adolph D.E. Elmer
Mitrephora ellipanthoides Elmer;Pseuduvaria;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 13987;;10;1912;nan;;MO;MO;1801819;unguiculata;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801819;13987;Adolph D.E. Elmer;Adolph D.E. Elmer
Mitrephora viridifolia Elmer;Neo-Uvaria;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 14184;;10;1912;nan;;MO;MO;1801816;acuminatissima;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801816;14184;Adolph D.E. Elmer;Adolph D.E. Elmer
Orophea unguiculata Elmer;Pseuduvaria;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 13286;;7;1912;nan;;MO;MO;1801990;unguiculata;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801990;13286;Adolph D.E. Elmer;Adolph D.E. Elmer
Orophea submaculata Elmer;Orophea;PH;Puerto Princesa (Mt. Pulgar).;;;Adolph D.E. Elmer;Elmer 13099;;4;1911;nan;;MO;MO;1802035;cumingiana;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1802035;13099;Adolph D.E. Elmer;Adolph D.E. Elmer
Orophea vulcanica Elmer;Orophea;PH;Irosin (Mt. Bulusan). Province of Sorsogon.;;;Adolph D.E. Elmer;Elmer 14624;;10;1915;nan;;MO;MO;1801989;cumingiana;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801989;14624;Adolph D.E. Elmer;Adolph D.E. Elmer
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Los Baños (Mt. Maquiling). Province of Laguna.;;;Adolph D.E. Elmer;Elmer 17775;;6;1917;E.C.H. van Heusden;1993-01-01T00:00:00;MO;MO;1801942;lanceolata;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801942;17775;Adolph D.E. Elmer;Adolph D.E. Elmer
Orophea vulcanica Elmer;Orophea;PH;Irosin (Mt. Bulusan). Province of Sorsogon.;;;Adolph D.E. Elmer;Elmer 16312;;6;1916;nan;;MO;MO;1801988;cumingiana;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801988;16312;Adolph D.E. Elmer;Adolph D.E. Elmer
Polyalthia pacifica Elmer;Miliusa;PH;Irosin (Mt. Bulusan). Province of Sorsogon.;;;Adolph D.E. Elmer;Elmer 17357;;9;1916;nan;;MO;MO;1801984;vidalii;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801984;17357;Adolph D.E. Elmer;Adolph D.E. Elmer
Polyalthia pinnatinervia Elmer;Enicosanthum;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 13611;;8;1912;nan;;MO;MO;1801983;grandifolium;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801983;13611;Adolph D.E. Elmer;Adolph D.E. Elmer
Artabotrys stolonifera Elmer;Artabotrys;PH;Irosin (Mt. Bulusan). Province of Sorsogon.;;;Adolph D.E. Elmer;Elmer 14610;;10;1915;nan;;MO;MO;1801588;stolonifera;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801588;14610;Adolph D.E. Elmer;Adolph D.E. Elmer
Polyalthia romblonensis Elmer;Haplostichanthus;PH;nan;;;Adolph D.E. Elmer;Elmer 12170;;3;1910;nan;;MO;MO;1801981;lanceolata;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801981;12170;Adolph D.E. Elmer;Adolph D.E. Elmer
Polyalthia urdanetensis Elmer;Haplostichanthus;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 13931;;9;1912;nan;;MO;MO;1801976;lanceolata;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801976;13931;Adolph D.E. Elmer;Adolph D.E. Elmer
Oxymitra urdanetensis Elmer;Friesodielsia;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 13946;;9;1912;nan;;MO;MO;1801618;paucinervis;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801618;13946;Adolph D.E. Elmer;Adolph D.E. Elmer
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 13830;;9;1912;nan;;MO;MO;1801611;epiphyticus;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801611;13830;Adolph D.E. Elmer;Adolph D.E. Elmer
Goniothalamus gitingensis Elmer;Goniothalamus;PH;Magallanes (Mt. Giting-Giting). Province of Capiz. Island of Sibuyan.;;;Adolph D.E. Elmer;Elmer 12507;;5;1910;nan;;MO;MO;1801609;amuyon;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801609;12507;Adolph D.E. Elmer;Adolph D.E. Elmer
Goniothalamus mindanaensis Elmer;Goniothalamus;PH;Cabadbaran (Mt. Urdaneta). Province of Agusan.;;;Adolph D.E. Elmer;Elmer 14024;;10;1912;nan;;MO;MO;1801605;philippinensis;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801605;14024;Adolph D.E. Elmer;Adolph D.E. Elmer
Artabotrys luteus Elmer;Artabotrys;PH;Lucban. Tayabas Province.;;;Adolph D.E. Elmer;Elmer 9136;;5;1907;nan;;MO;MO;1801593;luteus;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1801593;9136;Adolph D.E. Elmer;Adolph D.E. Elmer
Orophea palawanensis Elmer;Orophea;PH;Puerto Princesa (Mt. Pulgar), Province of Palawan.;;;Adolph D.E. Elmer;Elmer 12858;;3;1911;nan;;MO;MO;1566552;creaghii;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1566552;12858;Adolph D.E. Elmer;Adolph D.E. Elmer
Orophea palawanensis Elmer;Orophea;PH;Brooks Point (Addison Peak), Province of Palawan.;;;Adolph D.E. Elmer;Elmer 12645;;2;1911;nan;;MO;MO;1566553;creaghii;0;0;Elmer;;0;0;0;0;0;0;0;0;MO1566553;12645;Adolph D.E. Elmer;Adolph D.E. Elmer
Mitrephora sorsogonensis Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Irosin (Mt. Bulusan), Province of Sorsogon.;;;Adolph D.E. Elmer;Elmer 17178;;9;1918;A. D. Weerasooriya;2001-01-01T00:00:00;MO;MO;100337027;sorsogonensis;0;0;Elmer;;0;0;0;0;0;0;0;0;MO100337027;17178;Adolph D.E. Elmer;Adolph D.E. Elmer
Mitrephora multifolia Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Irosin (Mt. Bulusan), Province of Sorgogon.;;;Adolph D.E. Elmer;Elmer 16152;;5;1916;A.D. Weerasooriya;2001-01-01T00:00:00;MO;MO;100290638;multifolia;0;0;Elmer;;0;0;0;0;0;0;0;0;MO100290638;16152;Adolph D.E. Elmer;Adolph D.E. Elmer
Polyalthia oblongifolia Burck;Polyalthia;PH;nan;;;<NA>;nan;;;;nan;;MNHN;P;P00424513;oblongifolia;0;0;nan;nan;0;0;0;0;0;0;0;0;P00424513;nan;;<NA>
Uvaria ceylanica Heynh.;Uvaria;PH;nan;;;Wänman, C.H.;nan;;;;P.J. Bergius;;SBT;H;2.2.1.47;zeylanica;0;0;nan;nan;0;0;0;0;0;0;0;0;H2;nan;Wänman, C.H.;Wänman, C.H.
Orophea wenzelii Merr.;Orophea;PH;Philippines;11.74194;122.87861;Wenzel, C. A. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196130/1;wenzelii;0;0;nan;nan;0;0;0;0;0;0;0;0;G196130/1;nan;Wenzel, C. A. (Coll. Delessert);. Delessert)
Orophea cumingiana S.Vidal;Orophea;PH;Philippines;11.74194;122.87861;Cuming, H. (Coll. Boissier et Barbey- Boissier);nan;;;;Sinclair, J. (1956);;G;Geneva Herbarium – General Collection (G);G-G-196686/1;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196686/1;nan;Cuming, H. (Coll. Boissier et Barbey- Boissier);Coll. Boissier et Barbey- Boissier)
Orophea cumingiana S.Vidal;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar)/Province of Palawan;9.51778;118.3975;Elmer, A. D. E. (Coll. De Candolle);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196362/1;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196362/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Orophea unguiculata Elmer;Pseuduvaria;PH;Mindanao - Cabadbaran (Mt. Urdaneta) Province of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. De Candolle);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196131/2;unguiculata;0;0;nan;nan;0;0;0;0;0;0;0;0;G196131/2;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar), Province of Palawan;9.51778;118.3975;Elmer, A. D. E. (Coll. Delessert);nan;;;;Leonardia, A. (1999);;G;Geneva Herbarium – General Collection (G);G-G-196695/2;creaghii;0;0;nan;nan;0;0;0;0;0;0;0;0;G196695/2;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Orophea cumingiana S.Vidal;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar)/Province of Palawan;9.51778;118.3975;Elmer, A. D. E. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196361/2;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196361/2;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Orophea cumingiana S.Vidal;Orophea;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Prov. of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. De Candolle);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-195630/1;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G195630/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Orophea corymbosa (Blume) Miq.;Orophea;PH;Luzon;16.0;121.0;Cuming, H. (Coll. Boissier et Barbey- Boissier);nan;;;;Kessler, P. J. A. (1986);;G;Geneva Herbarium – General Collection (G);G-G-196237/2;corymbosa;0;0;nan;nan;0;0;0;0;0;0;0;0;G196237/2;nan;Cuming, H. (Coll. Boissier et Barbey- Boissier);Coll. Boissier et Barbey- Boissier)
Orophea dolichocarpa Merr.;Orophea;PH;Philippines - Bohol;11.74194;122.87861;Ramos, M. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196251/1;dolichocarpa;0;0;nan;nan;0;0;0;0;0;0;0;0;G196251/1;nan;Ramos, M. (Coll. Delessert);Coll. Delessert)
Orophea cumingiana S.Vidal;Orophea;PH;Luzon - Irosin (Mt. Bulusan) Province of Sorsogon;16.0;121.0;Elmer, A. D. E. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196354/1;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196354/1;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Orophea unguiculata Elmer;Pseuduvaria;PH;Mindanao - Cabadbaran (Mt. Urdaneta) Province of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196131/1;unguiculata;0;0;nan;nan;0;0;0;0;0;0;0;0;G196131/1;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Orophea cumingiana S.Vidal;Orophea;PH;Philippines;11.74194;122.87861;Cuming, H. (Coll. De Candolle);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196686/2;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196686/2;nan;Cuming, H. (Coll. De Candolle);Coll. De Candolle)
Orophea cumingiana S.Vidal;Orophea;PH;Luzon - Irosin (Mt. Bulusan), Province of Sorsogon;16.0;121.0;Elmer, A. D. E. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196353/1;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196353/1;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Orophea cumingiana S.Vidal;Orophea;PH;Philippines;11.74194;122.87861;Cuming, H. (Coll. De Candolle);nan;;;;Kessler, P. J. A.;;G;Geneva Herbarium – General Collection (G);G-G-196685/3;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196685/3;nan;Cuming, H. (Coll. De Candolle);Coll. De Candolle)
Orophea cumingiana S.Vidal;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar)/Province of Palawan;9.51778;118.3975;Elmer, A. D. E. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196362/2;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196362/2;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Orophea cumingiana S.Vidal;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar)/Province of Palawan;9.51778;118.3975;Elmer, A. D. E. (Coll. De Candolle);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196361/1;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196361/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Orophea cumingiana S.Vidal;Orophea;PH;Philippines;11.74194;122.87861;Cuming, H. (Coll. Boissier et Barbey- Boissier);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196685/1;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196685/1;nan;Cuming, H. (Coll. Boissier et Barbey- Boissier);Coll. Boissier et Barbey- Boissier)
Orophea cumingiana S.Vidal;Orophea;PH;Samar;11.83333;125.0;Ramos, M. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-196358/1;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G196358/1;nan;Ramos, M. (Coll. Delessert);Coll. Delessert)
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar), Province of Palawan;9.51778;118.3975;Elmer, A. D. E. (Coll. De Candolle);nan;;;;Leonardia, A. (1999);;G;Geneva Herbarium – General Collection (G);G-G-196695/1;creaghii;0;0;nan;nan;0;0;0;0;0;0;0;0;G196695/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Orophea cumingiana S.Vidal;Orophea;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Prov. of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-195630/2;cumingiana;0;0;nan;nan;0;0;0;0;0;0;0;0;G195630/2;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Neo-uvaria viridifolia (Elmer) Chaowasku;Neo-Uvaria;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, A. D. E. (Coll. De Candolle);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-360149/1;acuminatissima;0;0;nan;nan;0;0;0;0;0;0;0;0;G360149/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Mitrephora ellipanthoides Elmer;Pseuduvaria;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. De Candolle);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-195621/1;unguiculata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195621/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Mitrephora ellipanthoides Elmer;Pseuduvaria;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. Delessert);nan;;;;Kessler, P. J. A. (1984);;G;Geneva Herbarium – General Collection (G);G-G-195621/2;unguiculata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195621/2;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Miliusa horsfieldii (Benn.) Pierre;Miliusa;PH;Addison Peak - Brooks Point (Addison Peak), Province of Palawan;8.80222;117.75306;Elmer, A. D. E. (Coll. De Candolle);nan;;;;Mols, Johan B. (2004);;G;Geneva Herbarium – General Collection (G);G-G-360003/2;horsfieldii;0;0;nan;nan;0;0;0;0;0;0;0;0;G360003/2;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. Delessert);nan;;;;Heusden, E. C. H. (1992);;G;Geneva Herbarium – General Collection (G);G-G-195970/1;virgata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195970/1;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Miliusa horsfieldii (Benn.) Pierre;Miliusa;PH;Addison Peak - Brooks Point (Addison Peak), Province of Palawan;8.80222;117.75306;Elmer, A. D. E. (Coll. Delessert);nan;;;;Mols, Johan B. (2004);;G;Geneva Herbarium – General Collection (G);G-G-360003/1;horsfieldii;0;0;nan;nan;0;0;0;0;0;0;0;0;G360003/1;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. De Candolle);nan;;;;Heusden, E. C. H. (1993);;G;Geneva Herbarium – General Collection (G);G-G-195974/1;lanceolata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195974/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Philippines;11.74194;122.87861;Cuming, H. (Coll. De Candolle);nan;;;;Heusden, E. C. H. (1993);;G;Geneva Herbarium – General Collection (G);G-G-195975/2;lanceolata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195975/2;nan;Cuming, H. (Coll. De Candolle);Coll. De Candolle)
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Philippines - Bohol;11.74194;122.87861;Ramos, M. (Coll. Delessert);nan;;;;Heusden, E. C. H. (1993);;G;Geneva Herbarium – General Collection (G);G-G-195978/1;lanceolata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195978/1;nan;Ramos, M. (Coll. Delessert);Coll. Delessert)
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Luzon - Los Banos (Mt. Maguiling) Province of Laguna;16.0;121.0;Elmer, A. D. E. (Coll. Delessert);nan;;;;Heusden, E. C. H. (1993);;G;Geneva Herbarium – General Collection (G);G-G-195980/1;lanceolata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195980/1;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, A. D. E. (Coll. Delessert);nan;;;;Heusden, E. C. H. (1993);;G;Geneva Herbarium – General Collection (G);G-G-195974/2;lanceolata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195974/2;nan;Elmer, A. D. E. (Coll. Delessert);. Delessert)
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Philippines;11.74194;122.87861;Cuming, H. (Coll. Boissier et Barbey- Boissier);nan;;;;Heusden, E. C. H. (1993);;G;Geneva Herbarium – General Collection (G);G-G-195975/3;lanceolata;0;0;nan;nan;0;0;0;0;0;0;0;0;G195975/3;nan;Cuming, H. (Coll. Boissier et Barbey- Boissier);Coll. Boissier et Barbey- Boissier)
Goniothalamus gitingensis Elmer;Goniothalamus;PH;Sibuyan Island - Magallanes (Mt. Giting-Giting), Province of Capiz, Island of Sibuyan;12.43333;122.55;Elmer, A. D. E. (Coll. De Candolle);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191432/1;amuyon;0;0;nan;nan;0;0;0;0;0;0;0;0;G191432/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Mindanao - Camp Keithley, Lake Lanao, Mindanao;8.0;125.0;Clemens, M. S. (Coll. De Candolle);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191210/2;philippinensis;0;0;nan;nan;0;0;0;0;0;0;0;0;G191210/2;nan;Clemens, M. S. (Coll. De Candolle);. De Candolle)
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Mindanao - Camp Keithley, Lake Lanao, Mindanao;8.0;125.0;Clemens, M. S. (Coll. Delessert 1909);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191210/1;philippinensis;0;0;nan;nan;0;0;0;0;0;0;0;0;G191210/1;nan;Clemens, M. S. (Coll. Delessert 1909);. Delessert 1909)
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, A. D. E. (Coll. Delessert 1914);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191436/1;epiphyticus;0;0;nan;nan;0;0;0;0;0;0;0;0;G191436/1;nan;Elmer, A. D. E. (Coll. Delessert 1914);. Delessert 1914)
Goniothalamus gitingensis Elmer;Goniothalamus;PH;Sibuyan Island - Magallanes (Mt. Giting-Giting), Province of Capiz, Island of Sibuyan;12.43333;122.55;Elmer, A. D. E. (Coll. Delessert 1911);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191432/2;amuyon;0;0;nan;nan;0;0;0;0;0;0;0;0;G191432/2;nan;Elmer, A. D. E. (Coll. Delessert 1911);. Delessert 1911)
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Lucban - Lucban, Tayabas, Island Luzon;14.07;121.33;Elmer, A. D. E. (Coll. De Candolle);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191214/1;philippinensis;0;0;nan;nan;0;0;0;0;0;0;0;0;G191214/1;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, A. D. E. (Coll. De Candolle);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191436/2;epiphyticus;0;0;nan;nan;0;0;0;0;0;0;0;0;G191436/2;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, A. D. E. (Coll. Delessert 1914);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191221/1;philippinensis;0;0;nan;nan;0;0;0;0;0;0;0;0;G191221/1;nan;Elmer, A. D. E. (Coll. Delessert 1914);. Delessert 1914)
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, A. D. E. (Coll. De Candolle);nan;;;;nan;;G;Geneva Herbarium – General Collection (G);G-G-191221/2;philippinensis;0;0;nan;nan;0;0;0;0;0;0;0;0;G191221/2;nan;Elmer, A. D. E. (Coll. De Candolle);. De Candolle)
Miliusa vidalii J.Sinclair;Miliusa;PH;Bagag. Prov. Bataan Luzon;;;s.coll.;15;;;;Mols, J.B.;;K;Herbarium;K001089932;vidalii;0;0;;;0;0;0;0;0;0;0;0;K001089932;15;s.coll.;s.coll.
Friesodielsia lagunensis (Elmer) Steenis;Friesodielsia;PH;Philippine Islands Plants. Island of Luzon, Province of Sorsogon, Irosin (Mt. Bulusan);;;A. D. E. Elmer;15298;;11;1915;nan;;S;VascularPlants;S14-55388;lagunensis;0;0;;;0;0;0;0;0;0;0;0;S14;15298;A. D. E. Elmer;A. D. E. Elmer
