coll_surname;colnum;sufix;col_year;ddlong;ddlat;long bigger than 0.1;lat bigger than 0.1
Elmer;10693;;1909;5.591889249361322;0.3536484406453335;True;True
Elmer;10957;;1909;5.591889249361322;0.3536484406453335;True;True
Elmer;10982;;1909;0.06430881434449912;0.28560850626050005;False;True
Elmer;11318;;1909;4.1958227511209865;0.2647198258173334;True;True
Elmer;11642;;1909;4.1958227511209865;0.2647198258173334;True;True
Elmer;11721;;1909;5.591889249361322;0.3536484406453335;True;True
Elmer;12803;;1911;0.11786597296033588;0.05939256544033362;True;False
Elmer;12854;;1911;0.11786597296033588;0.05939256544033362;True;False
Elmer;12858;;1911;0.11786597296033588;0.05939256544033362;True;False
Elmer;13015;;1911;0.11786597296033588;0.05939256544033362;True;False
Elmer;13018;;1911;0.11786597296033588;0.05939256544033362;True;False
Elmer;13055;;1911;0.11786597296033588;0.05939256544033362;True;False
Elmer;13099;;1911;0.11786597296033588;0.05939256544033362;True;False
Elmer;13100;;1911;0.11786597296033588;0.05939256544033362;True;False
Elmer;13125;;1911;0.17679895944051016;0.08908884816050043;True;False
Ramos;24371;;1916;0.0037265207805001095;0.23889047054449936;False;True
Ramos;36585;;1919;0.283546669568006;0.31844668956800026;True;True
