recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url;genus_old;specific_epithet_old
Pierre, L;205;Pierre, L;<NA>;01/03/1867 - 31/03/1867;Bà Rịa - Vũng Tàu;in  mont. Dinh (Mu xoài) alt 300 met.;P01956143;Viet Nam;Xylopia;vielana;0;0;0;0;;;1;3;1867;;;;0;0;0;107.13306923076924;10.53306923076923;0;0;205;P01956143;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Xylopia;sp.
Pierre, L;207;Kessler, P;01/11/2003 - 30/11/2003;01/03/1873 - 31/03/1873;Đồng Nai;ad Songlu in prov. Bien Hoa Cochinchinae;P00432359;Viet Nam;Polyalthia;jucunda;0;0;0;0;;;1;3;1873;1;11;2003;0;0;0;107.13306;11.0;0;0;207;P00432359;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;jucunda
Pierre, L;207;Kessler, P;01/11/2003 - 30/11/2003;01/03/1873 - 31/03/1873;Đồng Nai;ad Song lu in prov. Bien Hoa Cochinchinae;P00432361;Viet Nam;Polyalthia;jucunda;0;0;0;0;;;1;3;1873;1;11;2003;0;0;0;107.13306;11.0;0;0;207;P00432361;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;jucunda
Pierre, L;207;Pierre, L;<NA>;01/03/1873 - 31/03/1873;Đồng Nai;in sylvis ad Songlu in prov. Bien Hoa Cochinchinae;P06172220;Viet Nam;Polyalthia;jucunda;0;0;0;0;;;1;3;1873;;;;0;0;0;107.13306;11.0;0;0;207;P06172220;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;sp.
Pierre, L;207;Pierre, L;<NA>;01/03/1873 - 31/03/1873;Đồng Nai;in sylvis ad Songlu in prov. Bien Hoa Cochinchinae;P06172221;Viet Nam;Polyalthia;jucunda;0;0;0;0;;;1;3;1873;;;;0;0;0;107.13306;11.0;0;0;207;P06172221;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;sp.
Pierre, L;207;nan;<NA>;01/03/1873 - 31/03/1873;Đồng Nai;in sylvis ad Songlu in prov. Bien Hoa Cochinchinae;P00432360;Viet Nam;Polyalthia;jucunda;0;0;0;0;;;1;3;1873;;;;0;0;0;107.13306;11.0;0;0;207;P00432360;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;jucunda
Pierre, L;209;Utteridge, TMA;25/08/1994 - 25/08/1994;01/08/1866 - 31/08/1866;Bà Rịa - Vũng Tàu;ad choben in prov. Bienhoa;P00248239;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;8;1866;25;8;1994;0;0;0;107.21685;10.46685;0;0;209;P00248239;Pierre, L.;Utteridge, T.M.A.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Cyathostemma;micranthum
Pierre, L;209;Utteridge, TMA;25/08/1994 - 25/08/1994;01/08/1866 - 31/08/1866;Bà Rịa - Vũng Tàu;ad Choben in prov. Baria;P00248242;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;8;1866;25;8;1994;0;0;0;107.21685;10.46685;0;0;209;P00248242;Pierre, L.;Utteridge, T.M.A.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Cyathostemma;micranthum
Pierre;209;Utteridge, TMA;25/08/1994 - 25/08/1994;01/09/1867 - 30/09/1867;Đồng Nai;Bao-chan, prov. de Bien-hoa.;P00248247;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;9;1867;25;8;1994;0;0;0;107.01272857142858;10.905214285714285;0;0;209;P00248247;Pierre;Utteridge, T.M.A.;Pierre;Pierre;<NA>;<NA>;Cyathostemma;micranthum
Pierre, L;209;Utteridge, TMA;25/08/1994 - 25/08/1994;01/08/1867 - 31/08/1867;Đồng Nai;ad Thu duc in prov. Bienhoa et ubique in austrocochinchina;P00248240;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;8;1867;25;8;1994;0;0;0;107.01272857142858;10.905214285714285;0;0;209;P00248240;Pierre, L.;Utteridge, T.M.A.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Cyathostemma;micranthum
Pierre, L;209;Utteridge, TMA;25/08/1994 - 25/08/1994;01/09/1867 - 30/09/1867;Đồng Nai;Bao-chang in provincia Bienhoa;P00248245;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;9;1867;25;8;1994;0;0;0;107.01272857142858;10.905214285714285;0;0;209;P00248245;Pierre, L.;Utteridge, T.M.A.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Cyathostemma;micranthum
Pierre, L;209;Pierre, L;<NA>;01/08/1867 - 31/08/1867;Hồ Chí Minh;Cochinchina. Thu duc.;P00248243;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;8;1867;;;;0;0;0;107.01272857142858;10.905214285714285;0;0;209;P00248243;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Uvaria;micrantha
Pierre, L;209;nan;<NA>;01/09/1867 - 30/09/1867;Đồng Nai;Bao-chan, prov. Bien-hoa, Cochinchine;P00248246;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;9;1867;;;;0;0;0;107.01272857142858;10.905214285714285;0;0;209;P00248246;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Uvaria;micrantha
Pierre, L;209;nan;<NA>;01/08/1867 - 31/08/1867;Hồ Chí Minh;Thu duc in Cochinchinâ;P06172248;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;8;1867;;;;0;0;0;107.01272857142858;10.905214285714285;0;0;209;P06172248;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;micrantha
Pierre, L;209;nan;<NA>;01/08/1867 - 31/08/1867;Hồ Chí Minh;Thu Duc in Cochinchina;P01954383;Viet Nam;Cyathostemma;micranthum;0;0;0;0;;;1;8;1867;;;;0;0;0;107.01272857142858;10.905214285714285;0;0;209;P01954383;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Uvaria;micrantha
Pierre, L;209;Meade, C;01/01/2000 - 31/12/2000;01/02/1874 - 28/02/1874;Kiên Giang;in ins. Phu Quoc;P00248244;Viet Nam;Uvaria;micrantha;0;0;0;0;;;1;2;1874;1;1;2000;0;0;0;104.09436695;10.44165305;0;0;209;P00248244;Pierre, L.;Meade, C.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Uvaria;micrantha
Pierre, L;209;Pierre, L;<NA>;01/03/1874 - 31/03/1874;Kampot;in Cambodia ad Kampot Cambodiae;P00248241;Cambodge;Uvaria;micrantha;0;0;0;0;;;1;3;1874;;;;0;0;0;104.09436695;10.44165305;0;0;209;P00248241;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Uvaria;micrantha
Pierre, L;226;Pierre, L;<NA>;01/08/1868 - 31/08/1868;Prachuap Khiri Khan(ประจวบคีรีขันธ์);in montibus Luang prov. Muang Pran in regno siamico;P00411130;Thaïlande;Orophea;polycephala;0;0;0;0;;;1;8;1868;;;;0;0;0;99.937;12.46;0;0;226;P00411130;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Orophea;polycephala
Pierre, L;226;Pierre, L;<NA>;01/08/1868 - 31/08/1868;Prachuap Khiri Khan(ประจวบคีรีขันธ์);ad montem Kuang in peninsula malayana Siaminsis. Mt Luang, prov. Muong-Pran, Siam;P00411131;Thaïlande;Orophea;polycephala;0;0;0;0;;;1;8;1868;;;;0;0;0;99.937;12.46;0;0;226;P00411131;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Orophea;polycarpa
Pierre, L;289;Pierre, L;<NA>;01/01/1865 - 31/12/1878;;pentotam Cochinchinam;P06172254;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;1;1865;;;;0;0;0;;;0;0;289;P06172254;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;sp.
Pierre, L;289;Pierre, L;<NA>;01/01/1865 - 31/12/1878;;pentotam Cochinchinam;P06172255;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;1;1865;;;;0;0;0;;;0;0;289;P06172255;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;sp.
Pierre, L;289;nan;<NA>;01/01/1865 - 31/12/1878;;pentotam Cochinchinam.;P00432177;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;1;1865;;;;0;0;0;;;0;0;289;P00432177;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Unona;debilis
Pierre, L;289;nan;<NA>;01/01/1865 - 31/12/1878;;pentotam Cochinchinam;P00432178;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;1;1865;;;;0;0;0;;;0;0;289;P00432178;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Unona;debilis
Pierre, L;289;nan;<NA>;01/01/1865 - 31/12/1878;;pentotam Cochinchinam;P00432179;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;1;1865;;;;0;0;0;;;0;0;289;P00432179;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Unona;debilis
Pierre, L;289;Pierre, L;<NA>;01/01/1865 - 31/12/1878;;pentotam Cochinchinam.;P02030954;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;1;1865;;;;0;0;0;;;0;0;289;P02030954;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;sp.
Pierre, L;289;Pierre, L;<NA>;01/11/1867 - 30/11/1867;An Giang;In montibus Chung in prov. Chaudoc. Cochinchinae.;P06901480;Viet Nam;Phaeanthus;sp.;0;0;0;0;;;1;11;1867;;;;0;0;0;105.06208;10.63736;0;0;289;P06901480;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Phaeanthus;sp.
Pierre, L;289;nan;<NA>;01/11/1867 - 30/11/1867;An Giang;in montibus Chung in prov. Chaudoc. Cochinchinae;P00411070;Viet Nam;Phaeanthus;sp.;0;0;0;0;;;1;11;1867;;;;0;0;0;105.06208;10.63736;0;0;289;P00411070;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Unona;debilis
Pierre, L;289;nan;<NA>;01/11/1867 - 30/11/1867;An Giang;in montibus Chung in prov. Chaudoc. Cochinchinae.;P00411071;Viet Nam;Phaeanthus;sp.;0;0;0;0;;;1;11;1867;;;;0;0;0;105.06208;10.63736;0;0;289;P00411071;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Unona;debilis
Pierre, L;289;nan;<NA>;01/11/1867 - 30/11/1867;An Giang;in montibus Xam Chung in prov Chaudoc austro Cochinchinae;P00411194;Viet Nam;Phaeanthus;sp.;0;0;0;0;;;1;11;1867;;;;0;0;0;105.06208;10.63736;0;0;289;P00411194;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Popowia;cambodica
Pierre, L;289;nan;<NA>;01/11/1867 - 30/11/1867;An Giang;Monts Xam-dung ? prov. Chaudoc, Cochinchine;P00411195;Viet Nam;Phaeanthus;sp.;0;0;0;0;;;1;11;1867;;;;0;0;0;105.06208;10.63736;0;0;289;P00411195;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Popowia;cambodica
Pierre, L;289 a;Kessler, P;01/06/2004 - 30/06/2004;01/11/1867 - 30/11/1867;Takeo;ad basim Kisso in prov. Tran Cambodiae;P00432217;Cambodge;Polyalthia;evecta;0;0;0;0;;a;1;11;1867;1;6;2004;0;0;0;104.59896686666667;10.6500346;0;0;289;P00432217;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;evecta
Pierre, L;289 a;Pierre, L;<NA>;01/11/1867 - 30/11/1867;Kiên Giang;Hatien : Cochinchine occidentale;P00432214;Viet Nam;Polyalthia;evecta;0;0;0;0;;a;1;11;1867;;;;0;0;0;104.59896686666667;10.6500346;0;0;289;P00432214;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Unona;evecta
Pierre, L;289 a;Pierre, L;<NA>;01/11/1867 - 30/11/1867;Kiên Giang;ad urbem Ha-tien in Cochinchina australis;P00432215;Viet Nam;Polyalthia;evecta;0;0;0;0;;a;1;11;1867;;;;0;0;0;104.59896686666667;10.6500346;0;0;289;P00432215;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Unona;evecta
Pierre, L;289 b;Kessler, P;01/06/2004 - 30/06/2004;01/07/1867 - 31/07/1867;Bà Rịa - Vũng Tàu;ad Noi in prov. Baria austro-Cochinchinae;P00432221;Viet Nam;Polyalthia;evecta;0;0;0;0;;b;1;7;1867;1;6;2004;0;0;0;106.05107165000001;10.4814848;0;0;289;P00432221;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Polyalthia;evecta
Pierre, L;289 b;Pierre, L;<NA>;01/11/1867 - 30/11/1867;An Giang;pied du mont Baï (ou Daï), prov. Chaudoc, Cochinchine.;P00432220;Viet Nam;Polyalthia;evecta;0;0;0;0;;b;1;11;1867;;;;0;0;0;106.05107165000001;10.4814848;0;0;289;P00432220;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Unona;evecta
Pierre, L;3269;Kessler, P;01/11/2003 - 30/11/2003;01/01/1868 - 31/01/1868;Takeo;in montibus Chung Diung (Tran) Cambodiae.;P01753541;Cambodge;Mitrephora;tomentosa;0;0;0;0;;;1;1;1868;1;11;2003;0;0;0;104.867;10.611;0;0;3269;P01753541;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Mitrephora;tomentosa
Pierre, L;3269;Kessler, P;01/11/2003 - 30/11/2003;01/01/1868 - 31/01/1868;Takeo;in montibus Chiung Diung (Tran) Cambodiae;P01753542;Cambodge;Mitrephora;tomentosa;0;0;0;0;;;1;1;1868;1;11;2003;0;0;0;104.867;10.611;0;0;3269;P01753542;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Mitrephora;tomentosa
Pierre, L;3269;Kessler, P;01/11/2003 - 30/11/2003;01/01/1868 - 31/01/1868;Takeo;In montibus Chiung Diung (Tran) Cambodiae.;P01753543;Cambodge;Mitrephora;tomentosa;0;0;0;0;;;1;1;1868;1;11;2003;0;0;0;104.867;10.611;0;0;3269;P01753543;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Mitrephora;tomentosa
Pierre, L;3269;Kessler, P;01/11/2003 - 30/11/2003;01/01/1868 - 31/01/1868;Takeo;in montibus Chiung Diung (Tran) Cambodiae;P01753544;Cambodge;Mitrephora;tomentosa;0;0;0;0;;;1;1;1868;1;11;2003;0;0;0;104.867;10.611;0;0;3269;P01753544;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Mitrephora;tomentosa
Pierre, L;3269;Weerasooriya, AD;01/03/2001 - 31/03/2001;01/01/1868 - 31/01/1868;Takeo;In montibus Chiung Diung (Tran) Cambodiae.;P00133845;Cambodge;Mitrephora;tomentosa;0;0;0;0;;;1;1;1868;1;3;2001;0;0;0;104.867;10.611;0;0;3269;P00133845;Pierre, L.;Weerasooriya, A.D.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Mitrephora;tomentosa
Pierre, L;3274;Kessler, P;09/09/1985 - 09/09/1985;01/03/1870 - 31/03/1870;Kampong Speu;montibus Kereev in prov. Samongtong Cambodiae;P00432367;Cambodge;Miliusa;mollis;0;0;0;0;;;1;3;1870;9;9;1985;0;0;0;104.208;11.96;0;0;3274;P00432367;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Miliusa;mollis
Pierre, L;3274;Pierre, L;<NA>;01/03/1870 - 31/03/1870;Kampong Speu;in mont. Kerev in prov. Samrongtong;P00160889;Cambodge;Miliusa;mollis;0;0;0;0;;;1;3;1870;;;;0;0;0;104.208;11.96;0;0;3274;P00160889;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Miliusa;mollis
Pierre, L;3305;Pierre, L;<NA>;01/05/1863 - 31/05/1863;Sikkim;Hab. Sikkim. Cult. in h. b. Calcutt.;P00248179;Inde;Uvaria;hamiltonii;0;0;0;0;;;1;5;1863;;;;0;0;0;88.45;27.6;0;0;3305;P00248179;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Uvaria;hamiltonii
Pierre, L;3305;Pierre, L;<NA>;01/05/1863 - 31/05/1863;Sikkim;Sikkim. Cult. in h. b. Calcutt.;P00248180;Inde;Uvaria;hamiltonii;0;0;0;0;;;1;5;1863;;;;0;0;0;88.45;27.6;0;0;3305;P00248180;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Uvaria;hamiltonii
Pierre, L;3612;Pierre, L;<NA>;01/04/1863 - 30/04/1863;West Bengal;Cult. in hort. bot. Calcutt. Hab India ad Chittagong;P01956368;Inde;Alphonsea;ventricosa;0;0;0;0;;;1;4;1863;;;;0;0;0;89.45266666666667;22.492;0;0;3612;P01956368;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Alphonsea;ventricosa
Pierre, L;3612;Pierre, L;<NA>;01/04/1863 - 30/04/1863;West Bengal;Cult. in hort. bot. Calcutt. Hab Chittagong;P01956369;Inde;Alphonsea;ventricosa;0;0;0;0;;;1;4;1863;;;;0;0;0;89.45266666666667;22.492;0;0;3612;P01956369;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Alphonsea;ventricosa
Pierre, L;3612;Pierre, L;<NA>;01/01/1863 - 31/12/1863;Chittagong;Hab Chittagong. Cult. in hort. bot. Cal.;P01956370;Bangladesh;Alphonsea;ventricosa;0;0;0;0;;;1;1;1863;;;;0;0;0;89.45266666666667;22.492;0;0;3612;P01956370;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Alphonsea;ventricosa
Pierre, L;3615;Kessler, P;09/09/1985 - 09/09/1985;01/11/1867 - 30/11/1867;An Giang;in montibus Cam in prov. Chaudoc gallicae austro cochinchinae;P02007549;Viet Nam;Mitrephora;sp.;0;0;0;0;;;1;11;1867;9;9;1985;0;0;0;104.9724;10.6433;0;0;3615;P02007549;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Mitrephora;sp.
Pierre, L;3615;nan;<NA>;01/11/1867 - 30/11/1867;Takeo;in montibus Chung Duing in Cambodiae austro Cochinchinae;P00133846;Cambodge;Mitrephora;sp.;0;0;0;0;;;1;11;1867;;;;0;0;0;104.9724;10.6433;0;0;3615;P00133846;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Mitrephora;sp.
Pierre, L;3673;Wun, NK;01/08/2010 - 31/08/2010;01/05/1863 - 31/05/1863;West Bengal;Cult. in hort. bot. Calcuttensi;P00234213;Inde;Desmos;pedunculosus;0;0;0;0;;;1;5;1863;1;8;2010;0;0;0;88.288;22.558;0;0;3673;P00234213;Pierre, L.;Ng Kwok Wun;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Desmos;pedunculosus
Pierre, L;3673;Kessler, P;01/11/2003 - 30/11/2003;01/05/1863 - 31/05/1863;West Bengal;Inde. Calcuttensi in hort. bot. Calcuttensi;P02007314;Inde;Desmos;pedunculosus;0;0;0;0;;;1;5;1863;1;11;2003;0;0;0;88.288;22.558;0;0;3673;P02007314;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Desmos;cochinchinensis
Pierre;3673;nan;<NA>;01/05/1863 - 31/05/1863;West Bengal;Inde. Cult. in hort. bot. Calcuttensi;P02007341;Inde;Desmos;pedunculosus;0;0;0;0;;;1;5;1863;;;;0;0;0;88.288;22.558;0;0;3673;P02007341;Pierre;<NA>;Pierre;Pierre;<NA>;<NA>;Desmos;cochinchinensis
Pierre;3673;nan;<NA>;01/05/1863 - 31/05/1863;West Bengal;Inde. Cult. in hort. bot. Calcuttensi;P02007342;Inde;Desmos;pedunculosus;0;0;0;0;;;1;5;1863;;;;0;0;0;88.288;22.558;0;0;3673;P02007342;Pierre;<NA>;Pierre;Pierre;<NA>;<NA>;Desmos;cochinchinensis
Pierre, L;37;Kessler, P;01/11/2003 - 30/11/2003;01/09/1867 - 30/09/1867;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria Cochinchinae.;P01984699;Viet Nam;Xylopia;pierrei;0;0;0;0;;;1;9;1867;1;11;2003;0;0;0;107.133;10.533;0;0;37;P01984699;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Xylopia;pierrei
Pierre, L;37;Pierre, L;<NA>;01/03/1867 - 31/03/1867;Bà Rịa - Vũng Tàu;in montibus Dinh (Mu xoai) alt 300 met. Monts Dinh, prov. Baria, Cochinchine;P01984698;Viet Nam;Xylopia;pierrei;0;0;0;0;;;1;3;1867;;;;0;0;0;107.133;10.533;0;0;37;P01984698;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Xylopia;pierrei
Pierre, L;37;Pierre, L;<NA>;01/09/1867 - 30/09/1867;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria, Cochinchinae.;P01984700;Viet Nam;Xylopia;pierrei;0;0;0;0;;;1;9;1867;;;;0;0;0;107.133;10.533;0;0;37;P01984700;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Xylopia;pierrei
Pierre, L;37;Pierre, L;<NA>;01/09/1867 - 30/09/1867;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria, Cochinchinae.;P01956140;Viet Nam;Xylopia;pierrei;0;0;0;0;;;1;9;1867;;;;0;0;0;107.133;10.533;0;0;37;P01956140;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Xylopia;sp.
Pierre, L;37;Pierre, L;<NA>;01/09/1867 - 30/09/1867;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria Cochinchinae.;P01956141;Viet Nam;Xylopia;pierrei;0;0;0;0;;;1;9;1867;;;;0;0;0;107.133;10.533;0;0;37;P01956141;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Xylopia;sp.
Pierre, L;385;Deroin, T;10/02/2009 - 10/02/2009;01/06/1864 - 30/06/1864;;Cochinchinae. Cambodia. Siam.;P01753556;<NA>;Anomianthus;dulcis;0;0;0;0;;;1;6;1864;10;2;2009;0;0;0;;;0;0;385;P01753556;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
Pierre, L;385;Deroin, T;10/02/2009 - 10/02/2009;01/06/1864 - 30/06/1864;;Cochinchina. Cambodia. Siam.;P01753557;<NA>;Anomianthus;dulcis;0;0;0;0;;;1;6;1864;10;2;2009;0;0;0;;;0;0;385;P01753557;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
Pierre, L;385;Deroin, T;20/01/2003 - 20/01/2003;01/06/1864 - 30/06/1864;;Cochinchina. Cambodia. Siam;P01987692;<NA>;Anomianthus;dulcis;0;0;0;0;;;1;6;1864;20;1;2003;0;0;0;;;0;0;385;P01987692;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
Pierre, L;385;Deroin, T;20/01/2003 - 20/01/2003;01/06/1864 - 30/06/1864;;Cochinchina. Cambodia. Siam;P01987693;<NA>;Anomianthus;dulcis;0;0;0;0;;;1;6;1864;20;1;2003;0;0;0;;;0;0;385;P01987693;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
Pierre, L;385;Deroin, T;20/01/2003 - 20/01/2003;01/06/1864 - 30/06/1864;;Cochinchina. Cambodia. Siam.;P01987694;<NA>;Anomianthus;dulcis;0;0;0;0;;;1;6;1864;20;1;2003;0;0;0;;;0;0;385;P01987694;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
Pierre, L;385;Deroin, T;02/02/1996 - 02/02/1996;01/09/1866 - 30/09/1866;Bà Rịa - Vũng Tàu;in montibus ad Choben in prov. Baria;P02007246;Viet Nam;Anomianthus;dulcis;0;0;0;0;;;1;9;1866;2;2;1996;0;0;0;107.2167;10.4667;0;0;385;P02007246;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
Pierre, L;385;Deroin, T;02/02/1996 - 02/02/1996;01/09/1866 - 30/09/1866;Bà Rịa - Vũng Tàu;in montibus ad Cho ben in prov. Baria;P02007247;Viet Nam;Anomianthus;dulcis;0;0;0;0;;;1;9;1866;2;2;1996;0;0;0;107.2167;10.4667;0;0;385;P02007247;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
Pierre, L;385;Deroin, T;02/02/1996 - 02/02/1996;01/05/1870 - 31/05/1870;Kratie;in montibus Schriou (Sré-Ou ?) (Cambodia);P01753554;Cambodge;Anomianthus;dulcis;0;0;0;0;;;1;5;1870;2;2;1996;0;0;0;105.1815;12.5355;0;0;385;P01753554;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
Pierre, L;385;Deroin, T;02/02/1996 - 02/02/1996;01/05/1870 - 31/05/1870;Kampong Speu;ad montem Chéreew in prov. Samrong tong Cambodiae;P01753555;Cambodge;Anomianthus;dulcis;0;0;0;0;;;1;5;1870;2;2;1996;0;0;0;105.1815;12.5355;0;0;385;P01753555;Pierre, L.;Deroin, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0;Anomianthus;dulcis
