recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url;genus_old;specific_epithet_old
David, B;105;nan;<NA>;12/03/1986 - 12/03/1986;Pahang;Malaya. Jerantut Pahang;P00248420;Malaisie;Uvaria;wrayi;0;0;0;0;;;12;3;1986;;;;0;0;0;102.3719554;3.9366586;0;0;105;P00248420;David, B.;<NA>;David;David, B.;Malaysia;0;Cyathostemma;wrayi
David, B;107;Meade, C;01/01/2000 - 31/12/2000;12/03/1986 - 12/03/1986;Pahang;Malaya. Jerantut, Pahang;P00248417;Malaisie;Uvaria;wrayi;0;0;0;0;;;12;3;1986;1;1;2000;0;0;0;102.3719554;3.9366586;0;0;107;P00248417;David, B.;Meade, C.;David;David, B.;Malaysia;0;Uvaria;wrayi
David, B;107;Meade, C;01/01/2000 - 31/12/2000;12/03/1986 - 12/03/1986;Pahang;Malaya. Jerantut, Pahang;P00248418;Malaisie;Uvaria;wrayi;0;0;0;0;;;12;3;1986;1;1;2000;0;0;0;102.3719554;3.9366586;0;0;107;P00248418;David, B.;Meade, C.;David;David, B.;Malaysia;0;Uvaria;wrayi
David, B;107;David, B;<NA>;12/03/1986 - 12/03/1986;Pahang;Malaya. Jerantut, Pahang;P00248416;Malaisie;Uvaria;wrayi;0;0;0;0;;;12;3;1986;;;;0;0;0;102.3719554;3.9366586;0;0;107;P00248416;David, B.;David, B.;David;David, B.;Malaysia;0;Cyathostemma;wrayi
David, B;110;Kessler, P;01/05/2004 - 31/05/2004;12/03/1986 - 12/03/1986;Pahang;Malaya. Jerantut, Pahang;P00735930;Malaisie;Meiogyne;monosperma;0;0;0;0;;;12;3;1986;1;5;2004;0;0;0;102.3719554;3.9366586;0;0;110;P00735930;David, B.;Kessler, P.;David;David, B.;Malaysia;0;Meiogyne;monosperma
David, B;110;nan;01/01/1992 - 31/12/1992;12/03/1986 - 12/03/1986;Pahang;Malaya. Jerantut, Pahang;P02007485;Malaisie;Meiogyne;monosperma;0;0;0;0;;;12;3;1986;1;1;1992;0;0;0;102.3719554;3.9366586;0;0;110;P02007485;David, B.;van Heusden, E.C.H.;David;David, B.;Malaysia;0;Meiogyne;monosperma
David, B;110;David, B;<NA>;12/03/1986 - 12/03/1986;Pahang;Malaya. Jerantut, Pahang;P01987393;Malaisie;Meiogyne;monosperma;0;0;0;0;;;12;3;1986;;;;0;0;0;102.3719554;3.9366586;0;0;110;P01987393;David, B.;David, B.;David;David, B.;Malaysia;0;Xylopia;sp.
David, B;111;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268483;Malaisie;Pseuduvaria;reticulata;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;111;P00268483;David, B.;Su, Y.C.F.;David;David, B.;Malaysia;0;Pseuduvaria;reticulata
David, B;111;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268484;Malaisie;Pseuduvaria;reticulata;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;111;P00268484;David, B.;Su, Y.C.F.;David;David, B.;Malaysia;0;Pseuduvaria;reticulata
David, B;111;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268485;Malaisie;Pseuduvaria;reticulata;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;111;P00268485;David, B.;Su, Y.C.F.;David;David, B.;Malaysia;0;Pseuduvaria;reticulata
David, B;113;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268468;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;113;P00268468;David, B.;Su, Y.C.F.;David;David, B.;Malaysia;0;Pseuduvaria;macrophylla
David, B;113;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268469;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;113;P00268469;David, B.;Su, Y.C.F.;David;David, B.;Malaysia;0;Pseuduvaria;macrophylla
David, B;113;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268470;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;113;P00268470;David, B.;Su, Y.C.F.;David;David, B.;Malaysia;0;Pseuduvaria;macrophylla
David, B;113;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268471;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;113;P00268471;David, B.;Su, Y.C.F.;David;David, B.;Malaysia;0;Pseuduvaria;macrophylla
David, B;114;nan;01/01/1987 - 31/12/1987;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P01986568;Malaisie;Enicosanthum;sp.;0;0;0;0;;;14;3;1986;1;1;1987;0;0;0;102.3719554;3.9366586;0;0;114;P01986568;David, B.;van Setten, A.K.;David;David, B.;Malaysia;0;Enicosanthum;sp.
David, B;114;David, B;<NA>;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P01986534;Malaisie;Enicosanthum;sp.;0;0;0;0;;;14;3;1986;;;;0;0;0;102.3719554;3.9366586;0;0;114;P01986534;David, B.;David, B.;David;David, B.;Malaysia;0;Enicosanthum;congregatum
David, B;114;David, B;<NA>;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P01986535;Malaisie;Enicosanthum;sp.;0;0;0;0;;;14;3;1986;;;;0;0;0;102.3719554;3.9366586;0;0;114;P01986535;David, B.;David, B.;David;David, B.;Malaysia;0;Enicosanthum;congregatum
David, B;114;David, B;<NA>;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P01986536;Malaisie;Enicosanthum;sp.;0;0;0;0;;;14;3;1986;;;;0;0;0;102.3719554;3.9366586;0;0;114;P01986536;David, B.;David, B.;David;David, B.;Malaysia;0;Enicosanthum;congregatum
David, B;118;Kessler;01/05/2004 - 31/05/2004;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P02132610;Malaisie;Monocarpia;sp.;0;0;0;0;;;22;4;1986;1;5;2004;0;0;0;101.72499999999998;3.43;0;0;118;P02132610;David, B.;Kessler;David;David, B.;Malaysia;0;Monocarpia;sp.
David, B;118;nan;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P02132611;Malaisie;Monocarpia;sp.;0;0;0;0;;;22;4;1986;;;;0;0;0;101.72499999999998;3.43;0;0;118;P02132611;David, B.;<NA>;David;David, B.;Malaysia;0;Monocarpia;sp.
David, B;118;nan;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P02132612;Malaisie;Monocarpia;sp.;0;0;0;0;;;22;4;1986;;;;0;0;0;101.72499999999998;3.43;0;0;118;P02132612;David, B.;<NA>;David;David, B.;Malaysia;0;Monocarpia;sp.
David, B;119;nan;01/01/1987 - 31/12/1987;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P01986115;Malaisie;Friesodielsia;sp.;0;0;0;0;;;22;4;1986;1;1;1987;0;0;0;101.72499999999998;3.43;0;0;119;P01986115;David, B.;van Setten, A.K.;David;David, B.;Malaysia;0;Friesodielsia;sp.
David, B;119;nan;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P01986116;Malaisie;Friesodielsia;sp.;0;0;0;0;;;22;4;1986;;;;0;0;0;101.72499999999998;3.43;0;0;119;P01986116;David, B.;<NA>;David;David, B.;Malaysia;0;Friesodielsia;sp.
David, B;119;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P01981834;Malaisie;Friesodielsia;sp.;0;0;0;0;;;22;4;1986;;;;0;0;0;101.72499999999998;3.43;0;0;119;P01981834;David, B.;David, B.;David;David, B.;Malaysia;0;Friesodielsia;sp.
David, B;120;nan;01/01/1987 - 31/12/1987;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P01986564;Malaisie;Enicosanthum;sp.;0;0;0;0;;;22;4;1986;1;1;1987;0;0;0;101.72499999999998;3.43;0;0;120;P01986564;David, B.;van Setten, A.K.;David;David, B.;Malaysia;0;Enicosanthum;sp.
David, B;120;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P00268472;Malaisie;Enicosanthum;sp.;0;0;0;0;;;22;4;1986;;;;0;0;0;101.72499999999998;3.43;0;0;120;P00268472;David, B.;David, B.;David;David, B.;Malaysia;0;Pseuduvaria;macrophylla
David, B;120;David, B;<NA>;01/04/1986 - 30/04/1986;Selangor;Malaya. Route Genting, Selangor;P00268473;Malaisie;Enicosanthum;sp.;0;0;0;0;;;1;4;1986;;;;0;0;0;101.72499999999998;3.43;0;0;120;P00268473;David, B.;David, B.;David;David, B.;Malaysia;0;Pseuduvaria;macrophylla
David, B;122;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P02132559;Malaisie;Polyalthia;sp.;0;0;0;0;;;22;4;1986;;;;0;0;0;101.725;3.43;0;0;122;P02132559;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;sp.
David, B;122;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P02132560;Malaisie;Polyalthia;sp.;0;0;0;0;;;22;4;1986;;;;0;0;0;101.725;3.43;0;0;122;P02132560;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;sp.
David, B;124;David, B;22/04/1986 - 22/04/1986;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P01988752;Malaisie;Polyalthia;obliqua;0;0;0;0;;;22;4;1986;22;4;1986;0;0;0;101.72499999999998;3.43;0;0;124;P01988752;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;obliqua
David, B;124;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Gentig, Selangor;P01988751;Malaisie;Polyalthia;obliqua;0;0;0;0;;;22;4;1986;;;;0;0;0;101.72499999999998;3.43;0;0;124;P01988751;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;obliqua
David, B;124;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P01983763;Malaisie;Polyalthia;obliqua;0;0;0;0;;;22;4;1986;;;;0;0;0;101.72499999999998;3.43;0;0;124;P01983763;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;obliqua
David, B;132;David, B;<NA>;06/05/1986 - 06/05/1986;Pahang;Malaya. Cameron Highlands, Pahang;P00261665;Malaisie;Disepalum;pulchrum;0;0;0;0;;;6;5;1986;;;;0;0;0;101.4833091;4.4781546;0;0;132;P00261665;David, B.;David, B.;David;David, B.;Malaysia;0;Disepalum;pulchrum
David, B;132;David, B;<NA>;06/05/1986 - 06/05/1986;Pahang;Malaya. Cameron Highlands, Pahang;P00261666;Malaisie;Disepalum;pulchrum;0;0;0;0;;;6;5;1986;;;;0;0;0;101.4833091;4.4781546;0;0;132;P00261666;David, B.;David, B.;David;David, B.;Malaysia;0;Disepalum;pulchrum
David, B;132;David, B;<NA>;06/05/1986 - 06/05/1986;Pahang;Malaya. Cameron Highlands, Pahang;P00261667;Malaisie;Disepalum;pulchrum;0;0;0;0;;;6;5;1986;;;;0;0;0;101.4833091;4.4781546;0;0;132;P00261667;David, B.;David, B.;David;David, B.;Malaysia;0;Disepalum;pulchrum
David, B;142;David, B;07/05/1986 - 07/05/1986;07/05/1986 - 07/05/1986;Pahang;Malaya. Cameron Highlands, Pahang;P00750952;Malaisie;Fissistigma;fulgens;0;0;0;0;;;7;5;1986;7;5;1986;0;0;0;101.44802333333332;4.4783554;0;0;142;P00750952;David, B.;David, B.;David;David, B.;Malaysia;0;Fissistigma;fulgens
David, B;142;David, B;<NA>;07/05/1986 - 07/05/1986;Pahang;Malaya. Cameron Highlands, Pahang;P01964094;Malaisie;Fissistigma;fulgens;0;0;0;0;;;7;5;1986;;;;0;0;0;101.44802333333332;4.4783554;0;0;142;P01964094;David, B.;David, B.;David;David, B.;Malaysia;0;Fissistigma;fulgens
David, B;142;David, B;<NA>;07/05/1986 - 07/05/1986;Pahang;Malaya. Cameron Highlands, Pahang.;P00751030;Malaisie;Fissistigma;fulgens;0;0;0;0;;;7;5;1986;;;;0;0;0;101.44802333333332;4.4783554;0;0;142;P00751030;David, B.;David, B.;David;David, B.;Malaysia;0;Fissistigma;fulgens
David, B;155;David, B;<NA>;27/05/1986 - 27/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01988156;Malaisie;Goniothalamus;fulvus;0;0;0;0;;;27;5;1986;;;;0;0;0;103.416885;4.769677;0;0;155;P01988156;David, B.;David, B.;David;David, B.;Malaysia;0;Goniothalamus;fulvus
David, B;155;David, B;<NA>;27/05/1986 - 27/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01988157;Malaisie;Goniothalamus;fulvus;0;0;0;0;;;27;5;1986;;;;0;0;0;103.416885;4.769677;0;0;155;P01988157;David, B.;David, B.;David;David, B.;Malaysia;0;Goniothalamus;fulvus
David, B;155;David, B;<NA>;27/05/1986 - 27/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01988158;Malaisie;Goniothalamus;fulvus;0;0;0;0;;;27;5;1986;;;;0;0;0;103.416885;4.769677;0;0;155;P01988158;David, B.;David, B.;David;David, B.;Malaysia;0;Goniothalamus;fulvus
David, B;157;David, B;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01983039;Malaisie;Polyalthia;jenkinsii;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;157;P01983039;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;jenkinsii
David, B;157;David, B;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01983040;Malaisie;Polyalthia;jenkinsii;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;157;P01983040;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;jenkinsii
David, B;157;David, B;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01983041;Malaisie;Polyalthia;jenkinsii;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;157;P01983041;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;jenkinsii
David, B;158;nan;01/01/1994 - 31/12/1994;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P00247863;Malaisie;Sageraea;elliptica;0;0;0;0;;;28;5;1986;1;1;1994;0;0;0;103.416885;4.769677;0;0;158;P00247863;David, B.;van Heusden, E.C.H.;David;David, B.;Malaysia;0;Sageraea;elliptica
David, B;158;David, B;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P00247864;Malaisie;Sageraea;elliptica;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;158;P00247864;David, B.;David, B.;David;David, B.;Malaysia;0;Sageraea;elliptica
David, B;158;nan;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P00247865;Malaisie;Sageraea;elliptica;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;158;P00247865;David, B.;<NA>;David;David, B.;Malaysia;0;Sageraea;elliptica
David, B;162;nan;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu.;P01981786;Malaisie;Friesodielsia;filipes;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;162;P01981786;David, B.;<NA>;David;David, B.;Malaysia;0;Friesodielsia;filipes
David, B;162;nan;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun Trengganu;P01981787;Malaisie;Friesodielsia;filipes;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;162;P01981787;David, B.;<NA>;David;David, B.;Malaysia;0;Friesodielsia;filipes
David, B;162;nan;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01981788;Malaisie;Friesodielsia;filipes;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;162;P01981788;David, B.;<NA>;David;David, B.;Malaysia;0;Friesodielsia;filipes
David, B;164;David, B;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01988741;Malaisie;Polyalthia;rumphii;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;164;P01988741;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;rumphii
David, B;164;David, B;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01988742;Malaisie;Polyalthia;rumphii;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;164;P01988742;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;rumphii
David, B;164;David, B;<NA>;28/05/1986 - 28/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01988743;Malaisie;Polyalthia;rumphii;0;0;0;0;;;28;5;1986;;;;0;0;0;103.416885;4.769677;0;0;164;P01988743;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;rumphii
David, B;165;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01986523;Malaisie;Enicosanthum;fuscum;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;165;P01986523;David, B.;David, B.;David;David, B.;Malaysia;0;Enicosanthum;fuscum
David, B;165;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01986524;Malaisie;Enicosanthum;fuscum;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;165;P01986524;David, B.;David, B.;David;David, B.;Malaysia;0;Enicosanthum;fuscum
David, B;165;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun. Trengganu;P01986528;Malaisie;Enicosanthum;fuscum;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;165;P01986528;David, B.;David, B.;David;David, B.;Malaysia;0;Enicosanthum;fuscum
David, B;17;Kessler, P;01/05/2004 - 31/05/2004;19/11/1985 - 19/11/1985;Johor;Malaya. Mersing. Johor;P01981841;Malaisie;Friesodielsia;sp.;0;0;0;0;;;19;11;1985;1;5;2004;0;0;0;103.835494;2.4298532;0;0;17;P01981841;David, B.;Kessler, P.;David;David, B.;Malaysia;0;Friesodielsia;sp.
David, B;17;nan;01/01/1987 - 31/12/1987;19/11/1985 - 19/11/1985;Johor;Malaya. Mersing, Johor;P01986118;Malaisie;Friesodielsia;sp.;0;0;0;0;;;19;11;1985;1;1;1987;0;0;0;103.835494;2.4298532;0;0;17;P01986118;David, B.;van Setten, A.K.;David;David, B.;Malaysia;0;Friesodielsia;sp.
David, B;170;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01964109;Malaisie;Fissistigma;lanuginosum;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;170;P01964109;David, B.;David, B.;David;David, B.;Malaysia;0;Fissistigma;lanuginosum
David, B;170;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01964110;Malaisie;Fissistigma;lanuginosum;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;170;P01964110;David, B.;David, B.;David;David, B.;Malaysia;0;Fissistigma;lanuginosum
David, B;170;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun, Trengganu;P00750953;Malaisie;Fissistigma;lanuginosum;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;170;P00750953;David, B.;David, B.;David;David, B.;Malaysia;0;Fissistigma;lanuginosum
David, B;171;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01983022;Malaisie;Polyalthia;sumatrana;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;171;P01983022;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;sumatrana
David, B;171;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01983023;Malaisie;Polyalthia;sumatrana;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;171;P01983023;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;sumatrana
David, B;171;David, B;<NA>;29/05/1986 - 29/05/1986;Terengganu;Malaya. Dungun, Trengganu;P01983024;Malaisie;Polyalthia;sumatrana;0;0;0;0;;;29;5;1986;;;;0;0;0;103.416885;4.769677;0;0;171;P01983024;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;sumatrana
David, B;179;Meade, C;01/01/2000 - 31/12/2000;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P00248421;Malaisie;Uvaria;wrayi;0;0;0;0;;;25;6;1986;1;1;2000;0;0;0;100.48730086666667;5.644679666666666;0;0;179;P00248421;David, B.;Meade, C.;David;David, B.;Malaysia;0;Uvaria;wrayi
David, B;179;Meade, C;01/01/2000 - 31/12/2000;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P00248422;Malaisie;Uvaria;wrayi;0;0;0;0;;;25;6;1986;1;1;2000;0;0;0;100.48730086666667;5.644679666666666;0;0;179;P00248422;David, B.;Meade, C.;David;David, B.;Malaysia;0;Cyathostemma;wrayi
David, B;179;nan;<NA>;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P00248423;Malaisie;Uvaria;wrayi;0;0;0;0;;;25;6;1986;;;;0;0;0;100.48730086666667;5.644679666666666;0;0;179;P00248423;David, B.;<NA>;David;David, B.;Malaysia;0;Cyathostemma;wrayi
David, B;18;nan;01/01/1987 - 31/12/1987;19/11/1985 - 19/11/1985;Johor;Malaya. Mersing, Johor;P01986131;Malaisie;Friesodielsia;latifolia;0;0;0;0;;;19;11;1985;1;1;1987;0;0;0;103.835494;2.4298532;0;0;18;P01986131;David, B.;van Setten, A.K.;David;David, B.;Malaysia;0;Friesodielsia;latifolia
David, B;18;nan;<NA>;19/11/1985 - 19/11/1985;Johor;Malaya. Mersing, Johor;P01986136;Malaisie;Friesodielsia;latifolia;0;0;0;0;;;19;11;1985;;;;0;0;0;103.835494;2.4298532;0;0;18;P01986136;David, B.;<NA>;David;David, B.;Malaysia;0;Friesodielsia;latifolia
David, B;18;nan;<NA>;19/11/1985 - 19/11/1985;Johor;Malaya. Mersing, Johor;P01986137;Malaisie;Friesodielsia;latifolia;0;0;0;0;;;19;11;1985;;;;0;0;0;103.835494;2.4298532;0;0;18;P01986137;David, B.;<NA>;David;David, B.;Malaysia;0;Friesodielsia;latifolia
David, B;180;David, B;<NA>;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P01988897;Malaisie;Polyalthia;cauliflora;0;0;0;0;;;25;6;1986;;;;0;0;0;100.4869513;5.6435195;0;0;180;P01988897;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;cauliflora
David, B;180;David, B;<NA>;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P01988898;Malaisie;Polyalthia;cauliflora;0;0;0;0;;;25;6;1986;;;;0;0;0;100.4869513;5.6435195;0;0;180;P01988898;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;cauliflora
David, B;180;David, B;<NA>;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P01988899;Malaisie;Polyalthia;cauliflora;0;0;0;0;;;25;6;1986;;;;0;0;0;100.4869513;5.6435195;0;0;180;P01988899;David, B.;David, B.;David;David, B.;Malaysia;0;Polyalthia;cauliflora
David, B;181;David, B;<NA>;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P01986038;Malaisie;Artabotrys;suaveolens;0;0;0;0;;;25;6;1986;;;;0;0;0;100.48730086666667;5.644679666666666;0;0;181;P01986038;David, B.;David, B.;David;David, B.;Malaysia;0;Artabotrys;suaveolens
David, B;181;David, B;<NA>;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani. Kedah;P01986039;Malaisie;Artabotrys;suaveolens;0;0;0;0;;;25;6;1986;;;;0;0;0;100.48730086666667;5.644679666666666;0;0;181;P01986039;David, B.;David, B.;David;David, B.;Malaysia;0;Artabotrys;suaveolens
David, B;181;David, B;<NA>;25/06/1986 - 25/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P01986040;Malaisie;Artabotrys;suaveolens;0;0;0;0;;;25;6;1986;;;;0;0;0;100.48730086666667;5.644679666666666;0;0;181;P01986040;David, B.;David, B.;David;David, B.;Malaysia;0;Artabotrys;suaveolens
David, B;182;David, B;<NA>;26/06/1986 - 26/06/1986;Kedah;Malaya. Sungai Petani. Kedah;P01981723;Malaisie;Cyathocalyx;prunifer;0;0;0;0;;;26;6;1986;;;;0;0;0;100.4869513;5.6435195;0;0;182;P01981723;David, B.;David, B.;David;David, B.;Malaysia;0;Cyathocalyx;prunifer
David, B;182;David, B;<NA>;26/06/1986 - 26/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P01981724;Malaisie;Cyathocalyx;prunifer;0;0;0;0;;;26;6;1986;;;;0;0;0;100.4869513;5.6435195;0;0;182;P01981724;David, B.;David, B.;David;David, B.;Malaysia;0;Cyathocalyx;prunifer
David, B;182;David, B;<NA>;26/06/1986 - 26/06/1986;Kedah;Malaya. Sungai Petani, Kedah;P01981725;Malaisie;Cyathocalyx;prunifer;0;0;0;0;;;26;6;1986;;;;0;0;0;100.4869513;5.6435195;0;0;182;P01981725;David, B.;David, B.;David;David, B.;Malaysia;0;Cyathocalyx;prunifer
David, B;186;David, B;<NA>;02/07/1986 - 02/07/1986;Selangor;Malaya. Uluh Gombak, Selangor;P01981750;Malaisie;Artabotrys;grandifolius;0;0;0;0;;;2;7;1986;;;;0;0;0;101.70433333333334;3.3156;0;0;186;P01981750;David, B.;David, B.;David;David, B.;Malaysia;0;Artabotrys;grandifolius
David, B;186;David, B;<NA>;02/07/1986 - 02/07/1986;Selangor;Malay. Uluh Gombak, Selangor;P01981751;Malaisie;Artabotrys;grandifolius;0;0;0;0;;;2;7;1986;;;;0;0;0;101.70433333333334;3.3156;0;0;186;P01981751;David, B.;David, B.;David;David, B.;Malaysia;0;Artabotrys;grandifolius
David, B;186;nan;<NA>;02/07/1986 - 02/07/1986;Selangor;Malaya. Uluh Gombak, Selangor;P01981752;Malaisie;Artabotrys;grandifolius;0;0;0;0;;;2;7;1986;;;;0;0;0;101.70433333333334;3.3156;0;0;186;P01981752;David, B.;<NA>;David;David, B.;Malaysia;0;Artabotrys;grandifolius
