scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check;to_check_det
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Valley of stream leading into NNW bay of Lake.;10.75;119.533333;Podzorski, AC;Podzorski, AC SMHI 756 ;6;4;1984;Leonardía, AAP;1999-07-01T00:00:00;<NA>;Botany;L.1766266;0;0;0;Podzorski;;0;1;7;1999;0;0;0;L1766266;756;creaghii;Podzorski AC;Leonardía, AAP;detby_problem;Leonardía, AAP
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Palawan, Lake Manguao;10.765833;119.548055;Podzorski, AC;Podzorski, AC SMHI 756 ;6;4;1984;Leonardía, AAP;1999-07-01T00:00:00;<NA>;Botany;L  0197603;0;0;0;Podzorski;;0;1;7;1999;0;0;0;L0197603;756;creaghii;Podzorski AC;Leonardía, AAP;detby_problem;Leonardía, AAP
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Palawan, Lake Manguao;10.765833;119.548055;Podzorski, AC;Podzorski, AC SMHI 709 ;5;4;1984;Leonardía, AAP;1999-07-01T00:00:00;<NA>;Botany;L  0197602;0;0;0;Podzorski;;0;1;7;1999;0;0;0;L0197602;709;creaghii;Podzorski AC;Leonardía, AAP;detby_problem;Leonardía, AAP
Orophea cumingiana S.Vidal;Orophea;PH;Samar;11.83333;125.0;Ramos, M;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196358/1;0;0;0;;;0;;;;0;0;0;G-G-196358/1;nan;cumingiana;Ramos, M. (Coll. Delessert);Kessler, P. J. A. (1984);(Coll. Delessert);recby_problem
Anaxagorea luzonensis A.Gray;Anaxagorea;PH;Philippines, Mt. Makiling, Laguna Province, Luzon;14.136252;121.194423;Rañeses, S;Rañeses, S PNH 33448 ;26;6;1955;;<NA>;<NA>;Botany;L.1744584;0;0;0;Ra;;0;;;;0;0;0;L1744584;33448;luzonensis;Rañeses S;Benthem FDJ van;Rañeses S;recby_problem
Annonaceae;<NA>;PH;Logarita, Bilar, Tangtangon RSNP;9.70833;124.107;Reynoso, EJ;Collector Number: 7857;29;3;1993;;<NA>;BPBM;BISH;663292;0;0;0;Collector;;0;;;;0;0;0;BISH663292;7857;;"Reynoso, E.J. Alvarez; Fuentes";<NA>;lvarez;recby_problem
Annonaceae;<NA>;PH;Logarita, Bilar;9.70833;124.107;Reynoso, EJ;Collector Number: 7832;28;3;1993;;<NA>;BPBM;BISH;690050;0;0;0;Collector;;0;;;;0;0;0;BISH690050;7832;;"Reynoso, E.J. Alvarez; Fuentes";<NA>;lvarez;recby_problem
Artabotrys R.Br.;Artabotrys;PH;"Cebu Isl; Cebu Prov. - Tabunan, Talamban";10.37;123.915;Reynoso, EJ;Collector Number: 7942;4;4;1993;;<NA>;BPBM;BISH;685931;0;0;0;Collector;;0;;;;0;0;0;BISH685931;7942;;"Reynoso, E.J. Alvarez; Fuentes";<NA>;lvarez;recby_problem
Annonaceae;<NA>;PH;Logarita, Bilar, Tangtangon, RSNP;9.70833;124.107;Reynoso, EJ;Collector Number: 7890;29;3;1993;;<NA>;BPBM;BISH;689999;0;0;0;Collector;;0;;;;0;0;0;BISH689999;7890;;"Reynoso, E.J. Alvarez; Fuentes";<NA>;lvarez;recby_problem
Annonaceae;<NA>;PH;"Bohol Isl; Bohol Prov.- Logarita, Bilar";9.70833;124.107;Reynoso, EJ;Collector Number: 7864;29;3;1993;;<NA>;BPBM;BISH;773153;0;0;0;Collector;;0;;;;0;0;0;BISH773153;7864;;"Reynoso, E.J. Alvarez; Fuentes";<NA>;lvarez;recby_problem
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Puerto Princesa municipality, Mt. Beaufort, north spur, west side, old track.;9.739167;118.735278;Ridsdale, CE;Ridsdale, CE SMHI 1684 ;14;5;1984;Brink Jr, RCB van den;1985-01-01T00:00:00;<NA>;Botany;L.2067192;0;0;0;Ridsdale;;0;1;1;1985;0;0;0;L2067192;1684;;Ridsdale CE;"; Bakhuizen van den Brink Jr RC";detby_problem;"; Bakhuizen van den Brink Jr RC"
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Puerto Princesa municipality, Mt. Beaufort, north spur, west side, old track.;9.739167;118.735278;Ridsdale, CE;Ridsdale, CE SMHI 1684 ;14;5;1984;Brink Jr, RCB van den;1985-01-01T00:00:00;<NA>;Botany;L.2067191;0;0;0;Ridsdale;;0;1;1;1985;0;0;0;L2067191;1684;;Ridsdale CE;"; Bakhuizen van den Brink Jr RC";detby_problem;"; Bakhuizen van den Brink Jr RC"
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Puerto Princesa municipality, Mt. Beaufort, north spur, west side, old track.;9.739167;118.735278;Ridsdale, CE;Ridsdale, CE SMHI 1684 ;14;5;1984;Brink Jr, RCB van den;1985-01-01T00:00:00;<NA>;Botany;L.2067193;0;0;0;Ridsdale;;0;1;1;1985;0;0;0;L2067193;1684;;Ridsdale CE;"; Bakhuizen van den Brink Jr RC";detby_problem;"; Bakhuizen van den Brink Jr RC"
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Puerto Princesa municipality, Mt. Beaufort, north spur, west side, old track.;9.739167;118.735278;Ridsdale, CE;Ridsdale, CE SMHI 1684 ;14;5;1984;Brink Jr, RCB van den;1985-01-01T00:00:00;<NA>;Botany;L  0771810;0;0;0;Ridsdale;;0;1;1;1985;0;0;0;L0771810;1684;;Ridsdale CE;"; Bakhuizen van den Brink Jr RC";detby_problem;"; Bakhuizen van den Brink Jr RC"
Polyalthia Blume;Polyalthia;PH;Palawan Island, Municip. Nara, vincinity of Trident mine, Victoria 'Range;9.38333;118.4;Soejarto, DD;Collector Number: 6167;23;7;1988;;<NA>;BPBM;BISH;603696;0;0;0;Collector;;0;;;;0;0;0;BISH603696;6167;;Soejarto, D.D. Madulid, D.A.;<NA>;adulid, D.A.;recby_problem
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;PH;Mt. Bloomfield, St. Paul's Bay;10.02;118.883;Soejarto, DD;Collector Number: 6360;5;8;1988;;<NA>;BPBM;BISH;603717;0;0;0;Collector;;0;;;;0;0;0;BISH603717;6360;;Soejarto, D.D. Madulid, D.A.;<NA>;adulid, D.A.;recby_problem
Cyathostemma micranthum (A.DC.) J.Sinclair;Uvaria;PH;Palawan Island, Municip. Puerto Princesa, Takdua Zigzag, 35 - 40 km from Puerto Princesa;9.61667;118.7;Soejarto, DD;Collector Number: 6242;30;7;1988;;<NA>;BPBM;BISH;603448;0;0;0;Collector;;0;;;;0;0;0;BISH603448;6242;micrantha;Soejarto, D.D. Reynoso, E.;<NA>;eynoso, E.;recby_problem
Friesodielsia lagunensis (Elmer) Steenis;Friesodielsia;PH;Palawan: Quezon Municip, Bgy Tuangan, Ladayon village, forested slopes near village, c.30km S of Quezon on road Quezon-Ransang;8.944444;117.55;Soejarto, DD;"Soejarto, DD; et al.  8508 ";22;6;1994;Regalado Jr, JC;1995-01-01T00:00:00;<NA>;Botany;L.4345977;0;0;0;Soejarto;;0;1;1;1995;0;0;0;L4345977;8508;lagunensis;"Soejarto DD; et al.";Regalado Jr JC;detby_problem; JC
Pseuduvaria pamattonis (Miq.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;"Philippines, Palawan, Brooke's Point, Addison Peak, southern slope.8.50 N; 117.50 E; 500-6-- m alt.";8.833333;117.833333;Soejarto, DD;"Soejarto, DD; Fernando, O  7374 ";25;1;1991;Su, YG;2001-12-01T00:00:00;<NA>;Botany;L.1764256;0;0;0;Soejarto;;0;1;12;2001;0;0;0;L1764256;7374;pamattonis;"Soejarto DD; Fernando O";Su Y-G;detby_problem;Su Y-G
Alphonsea Hook.f. & Thomson;Alphonsea;PH;Palawan: Munic. Brooke's Point, Barangay Malis, Mangugurang slopes above Magagong Palaweno settlement at southern reaches of Mantalingajang Range.;08.08;117.75;Soejarto, DD;"Soejarto, DD; et al.  8266 ";14;6;1994;Regalado Jr ,JC;1995-01-01T00:00:00;<NA>;Botany;L.1744770;0;0;0;Soejarto;;0;1;1;1995;0;0;0;L1744770;8266;;"Soejarto DD; et al.";Regalado Jr JC;detby_problem; JC
Annonaceae;<NA>;PH;"Siargao Isl; Surigao del Norte Prov. - Poneas Is., Sitio Ddabo";09.91;125.95;Stone, BC;Collector Number: 12019;28;5;1993;;<NA>;BPBM;BISH;685269;0;0;0;Collector;;0;;;;0;0;0;BISH685269;12019;;"Stone, B.C. Barbon; Garcia";<NA>;arbon;recby_problem
Annonaceae;<NA>;PH;Dapa, Santa Clara;9.75833;126.052;Stone, BC;Collector Number: 9401;24;5;1993;;<NA>;BPBM;BISH;683469;0;0;0;Collector;;0;;;;0;0;0;BISH683469;9401;;"Stone, B.C. Barbon; Garcia";<NA>;arbon;recby_problem
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;"Luzon Isl; Auro9ra Prov. - W of Baler, Diteki & Villa Aurora";16.0;121.467;Stone, BC;Collector Number: 9817;5;5;1992;;<NA>;BPBM;BISH;688581;0;0;0;Collector;;0;;;;0;0;0;BISH688581;9817;;"Stone, B.C. Fuentes; Fernando";<NA>;uentes;recby_problem
Annonaceae;<NA>;PH;"Philippines; Samar, Panhulugan.";12.035;125.206667;University of San Carlos;University of San Carlos  314 ;31;5;1971;;<NA>;<NA>;Botany;L.1768874;0;0;0;University;;0;;;;0;0;0;L1768874;314;;University of San Carlos;<NA>; Carlos;recby_problem
Annonaceae;<NA>;PH;Philippines, Samar, Mabini.;12.1973;124.7636;University of San Carlos;University of San Carlos  473 ;10;6;1971;;<NA>;<NA>;Botany;L.1768873;0;0;0;University;;0;;;;0;0;0;L1768873;473;;University of San Carlos;<NA>; Carlos;recby_problem
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;PH;Philippines, Mindanao, Surigao del Sur, Aras-asan.;8.887815;126.311198;University of San Carlos;University of San Carlos  802 ;14;5;1975;;<NA>;<NA>;Botany;L.1767305;0;0;0;University;;0;;;;0;0;0;L1767305;802;obliqua;University of San Carlos;Heusden ECH van; Carlos;recby_problem
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;PH;Philippines, Panay Island: Southwestern range of Mt. Baloy, Laggit, 2-3 km SE of Lublub.;11.05;122.1;Varadarajan, GS;"Varadarajan, GS; Reynoso, EJ; Fernando; Mosing  1571 ";8;8;1987;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1770659;0;0;0;Varadarajan;;0;;;;0;0;0;L1770659;1571;grandiflora;"Varadarajan GS; Reynoso EJ; Fernando; Mosing";"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
