scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;to_check;to_check_det;genus_old;specific_epithet_old
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a Sao Sebastiao, 4 km. a W da cidade. Folha SD-24 (15-41b).;-14.88;-40.57;Mori, SA ;11254;21;11;1978;nan;<NA>;NY;NY;NY00312030;0;0;0;;;0;;;;0;0;0;NY00312030;11254;lianarum;S. A. Mori;<NA>;Mori;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a Sao Sebastiao, 4 km. a W da cidade. Folha SD-24 (15-41b).;-14.88;-40.57;Mori, SA ;11254;21;11;1978;nan;<NA>;NY;NY;NY00312031;0;0;0;;;0;;;;0;0;0;NY00312031;11254;lianarum;S. A. Mori;<NA>;Mori;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Município de Barra de Choça. Estrada que liga a Rod. BR-116 a Sao Sebastiao, 4 Km a W da cidade.;;;Mori, SA;"Mori, SA; et al.  11254 ";21;11;1978;Johnson, DM;<NA>;<NA>;Botany;U  0000333;0;0;0;Mori;;0;;;;0;0;0;U0000333;11254;lianarum;"Mori SA; et al.";Johnson DM;Mori;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a Sao Sebastiao, 4 km. a W da cidade. Folha SD-24 (15-41b).;-14.88;-40.57;Mori, SA ;11254;21;11;1978;nan;<NA>;NY;NY;312030;0;0;0;;;0;;;;0;0;0;NY312030;11254;lianarum;S. A. Mori;<NA>;Mori;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a Sao Sebastiao, 4 km. a W da cidade. Folha SD-24 (15-41b).;-14.88;-40.57;Mori, SA ;11254;21;11;1978;nan;<NA>;NY;NY;312031;0;0;0;;;0;;;;0;0;0;NY312031;11254;lianarum;S. A. Mori;<NA>;Mori;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a São Sebastiao, 4Km a W da cidade.;;;Mori, SA ;11254;30;6;1995;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00015054;0;0;0;;;0;;;;0;0;0;CEPEC00015054;11254;lianarum;S. A. Mori;D. M. Johnson;Mori;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a São Sebastiao, 4Km a W da cidade.;;;Mori, SA ;11254;30;6;1995;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;15054;0;0;0;;;0;;;;0;0;0;CEPEC15054;11254;lianarum;S. A. Mori;D. M. Johnson;Mori;;;Hornschuchia;lianarum
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rod. BR 030, trecho Ubaitaba/Maraú, km 15. Folha SD 24 (14-39c);-14.10516225;-39.01436445;Mori, SA ;11348;5;2;1979;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;NY00395786;0;0;0;;;0;1;1;1981;0;0;0;NY00395786;11348;bryotrophe;S. A. Mori;J. A. Kallunki;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Bahia, Mun. de Marau, Rod. BR-030, trecho Ubaitaba/Marau, km 15;;;Mori, SA;"Mori, SA; et al.  11348 ";5;2;1979;Rooden, J van;1981-02-01T00:00:00;<NA>;Botany;U.1073618;0;0;0;Mori;;0;1;2;1981;0;0;0;U1073618;11348;bryotrophe;"Mori SA; et al.";Rooden J van;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rod. BR 030, trecho Ubaitaba/Maraú, km 15. Folha SD 24 (14-39c);-14.10516225;-39.01436445;Mori, SA ;11348;5;2;1979;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;395786;0;0;0;;;0;1;1;1981;0;0;0;NY395786;11348;bryotrophe;S. A. Mori;J. A. Kallunki;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Km 15 BR-030, trecho Ubaitaba/Marau.;;;Mori, SA ;11348;6;1;1991;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00015681;0;0;0;;;0;;;;0;0;0;CEPEC00015681;11348;bryotrophe;S. A. Mori;D. M. Johnson;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Km 15 BR-030, trecho Ubaitaba/Marau.;;;Mori, SA ;11348;6;1;1991;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;15681;0;0;0;;;0;;;;0;0;0;CEPEC15681;11348;bryotrophe;S. A. Mori;D. M. Johnson;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA-265.;;;Mori, SA ;9292;26;2;1978;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00013256;0;0;0;;;0;;;;0;0;0;CEPEC00013256;9292;bryotrophe;S. A. Mori;D. M. Johnson;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA-265.;;;Mori, SA ;9292;26;2;1978;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;13256;0;0;0;;;0;;;;0;0;0;CEPEC13256;9292;bryotrophe;S. A. Mori;D. M. Johnson;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rodovia BR-415, 40 km Oeste de Itabuna. Regiao de Mata Higrófila Sul Baiana;-14.86;-39.58;Mori, SA ;9368;2;3;1978;Kallunki, JA ;1978-01-01T00:00:00;NY;NY;NY00395785;0;0;0;;;0;1;1;1978;0;0;0;NY00395785;9368;bryotrophe;S. A. Mori;J. A. Kallunki;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rodovia BR-415, 40 km Oeste de Itabuna. Regiao de Mata Higrófila Sul Baiana;-14.86;-39.58;Mori, SA ;9368;2;3;1978;Kallunki, JA ;1978-01-01T00:00:00;NY;NY;395785;0;0;0;;;0;1;1;1978;0;0;0;NY395785;9368;bryotrophe;S. A. Mori;J. A. Kallunki;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Bahia, Mun. Ibicarai, Rodovia BR-415, 40 km W de Itabuna;;;Mori, SA;"Mori, SA; et al.  9368 ";2;3;1978;nan;<NA>;<NA>;Botany;L  0299084;0;0;0;Mori;;0;;;;0;0;0;L0299084;9368;bryotrophe;"Mori SA; et al.";<NA>;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Bahia, Mun. Ibicarai, Rodovia BR-415, 40 km W de Itabuna;;;Mori, SA;"Mori, SA; et al.  9368 ";2;3;1978;nan;<NA>;<NA>;Botany;U.1073624;0;0;0;Mori;;0;;;;0;0;0;U1073624;9368;bryotrophe;"Mori SA; et al.";<NA>;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Bahia, Mun. Ibicarai, Rodovia BR-415, 40 km W de Itabuna;;;Mori, SA;"Mori, SA; et al.  9368 ";2;3;1978;nan;<NA>;<NA>;Botany;L.1093773;0;0;0;Mori;;0;;;;0;0;0;L1093773;9368;bryotrophe;"Mori SA; et al.";<NA>;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Bahia, Mun. Ibicarai, Rodovia BR-415, 40 km W de Itabuna;;;Mori, SA;"Mori, SA; et al.  9368 ";2;3;1978;nan;<NA>;<NA>;Botany;L.1093772;0;0;0;Mori;;0;;;;0;0;0;L1093772;9368;bryotrophe;"Mori SA; et al.";<NA>;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Bahia, Mun. Ibicarai, Rodovia BR-415, 40 km W de Itabuna;;;Mori, SA;"Mori, SA; et al.  9368 ";2;3;1978;nan;<NA>;<NA>;Botany;L.1093770;0;0;0;Mori;;0;;;;0;0;0;L1093770;9368;bryotrophe;"Mori SA; et al.";<NA>;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Bahia, Mun. Ibicarai, Rodovia BR-415, 40 km W de Itabuna;;;Mori, SA;"Mori, SA; et al.  9368 ";2;3;1978;nan;<NA>;<NA>;Botany;L.1093774;0;0;0;Mori;;0;;;;0;0;0;L1093774;9368;bryotrophe;"Mori SA; et al.";<NA>;Mori;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Bahia, Mun. Ibicarai, Rodovia BR-415, 40 km W de Itabuna;;;Mori, SA;"Mori, SA; et al.  9368 ";2;3;1978;nan;<NA>;<NA>;Botany;L.1093771;0;0;0;Mori;;0;;;;0;0;0;L1093771;9368;bryotrophe;"Mori SA; et al.";<NA>;Mori;;;Hornschuchia;bryotrophe
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;<NA>;-12.25;-38.966667;Noblick, LR;3274;24;5;1984;nan;2005-08-01T00:00:00;Universidade Federal Rural de Pernambuco;HST;10955;0;0;0;;;0;1;8;2005;0;0;0;HST10955;3274;alba;L.R.Noblick;A.Lobão;Noblick;;;Hornschuchia;alba
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;Paraguaçu, Faz. Boa Vista - Serra de S. José;-12.25;-38.966667;Noblick, LR;3274;24;5;1984;nan;2005-08-01T00:00:00;Universidade Federal da Bahia;ALCB;16298;0;0;0;;;0;1;8;2005;0;0;0;ALCB16298;3274;alba;Noblick, LR;<NA>;Noblick;;;Hornschuchia;alba
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;<NA>;-12.25;-38.966667;Noblick, LR;3274;24;5;1984;Harley, RM;<NA>;UnB;UB;142762;0;0;0;;;0;;;;0;0;0;UB142762;3274;alba;Noblick, LR;Harley, RM;Noblick;;;Hornschuchia;alba
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;<NA>;-12.25;-38.966667;Noblick, LR;3274;24;5;1984;nan;<NA>;UEFS;HUEFS;3430;0;0;0;;;0;;;;0;0;0;HUEFS3430;3274;alba;Noblick, L.R.;<NA>;Noblick;;;Hornschuchia;alba
Hornschuchia Nees;Hornschuchia;BR;Estrada de terra próximo a rodovia Una - Valença.;-15.570277666666668;-38.99666666666667;Pastore, JFB;2129;22;6;2007;Jardim, JG;2008-09-01T00:00:00;UEFS;HUEFS;127591;0;0;0;;;0;1;9;2008;0;0;0;HUEFS127591;2129;;Pastore, J.F.B.;J.G.Jardim;Pastore;;;Hornschuchia;
Hornschuchia Nees;Hornschuchia;BR;Estrada de terra próximo a rodovia Una - Valença.;-15.570277666666668;-38.99666666666667;Pastore, JFB;2129;22;6;2007;Jardim, JG;<NA>;HUEFS;HUEFS;HUEFS127591;0;0;0;;;0;;;;0;0;0;HUEFS127591;2129;;Pastore, J.F.B.;J.G.Jardim;Pastore;;;Hornschuchia;
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Comboios.;;;Pereira, OJ;2472;7;1;1992;nan;<NA>;VIES;VIES;VIES006348;0;0;0;;;0;;;;0;0;0;VIES006348;2472;bryotrophe;"Pereira, O.J.;Martins, M.L.L.,Gomes, J.M.L.";<NA>;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Espirito Santo, Comboios - Aracruz Florestal S.A., Mun. de Aracruz;;;Pereira, OJ;"Pereira, OJ; et al.  2472 ";7;1;1992;Johnson, DM;<NA>;<NA>;Botany;U.1073617;0;0;0;Pereira;;0;;;;0;0;0;U1073617;2472;bryotrophe;"Pereira OJ; et al.";Johnson DM;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Comboios.;;;Pereira, OJ;2472;7;1;1992;nan;<NA>;UFES;VIES;6348;0;0;0;;;0;;;;0;0;0;VIES6348;2472;bryotrophe;"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.";<NA>;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Comboios. Restinga. Mata seca.;;;Pereira, OJ;3592;27;7;1992;Maas, PJM;<NA>;UFES;VIES;8830;0;0;0;;;0;;;;0;0;0;VIES8830;3592;bryotrophe;Pereira, O.J.;Maas, P.J.M.;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Comboios.;;;Pereira, OJ;3592;27;7;1992;Pereira, OJ;<NA>;UFES;VIES;6987;0;0;0;;;0;;;;0;0;0;VIES6987;3592;bryotrophe;"Pereira, O.J.; Gomes, J.M.L.";Pereira, O.J.;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Comboios.;;;Pereira, OJ;4019;28;10;1992;nan;<NA>;UFRB;HURB;29278;0;0;0;;;0;;;;0;0;0;HURB29278;4019;bryotrophe;"O.J.Pereira; J.M.L.Gomes & J.M.Simões";<NA>;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Comboios.;;;Pereira, OJ;4019;28;10;1992;nan;<NA>;VIES;VIES;VIES008836;0;0;0;;;0;;;;0;0;0;VIES008836;4019;bryotrophe;"Pereira, O.J.;Gomes, J.M.L.,Simões, J.M.";<NA>;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Comboios.;;;Pereira, OJ;4019;28;10;1992;nan;<NA>;UFES;VIES;8836;0;0;0;;;0;;;;0;0;0;VIES8836;4019;bryotrophe;"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.";<NA>;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Comboios.;;;Pereira, OJ;4019;28;10;1992;Pereira, OJ;<NA>;UFES;VIES;6984;0;0;0;;;0;;;;0;0;0;VIES6984;4019;bryotrophe;"Pereira, O.J.; Gomes, J.M.L. & Simões, J.";Pereira, O.J.;Pereira;;;Hornschuchia;bryotrophe
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rod. p/ São Paulinho.;;;Pinheiro, RS ;1824;9;4;1980;Kallunki, JA ;<NA>;CEPEC;CEPEC;CEPEC00008539;0;0;0;;;0;;;;0;0;0;CEPEC00008539;1824;myrtillus;R. S. Pinheiro;J. A. Kallunki;Pinheiro;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rod. p/ São Paulinho.;;;Pinheiro, RS ;1824;9;4;1980;Kallunki, JA ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;8539;0;0;0;;;0;;;;0;0;0;CEPEC8539;1824;myrtillus;R. S. Pinheiro;J. A. Kallunki;Pinheiro;;;Hornschuchia;myrtillus
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Rodovia do Sol, estrada liga BR-101 à Praia Setibana ES-060 a 6Km da BR-101.;-20.55;-40.45;Pirani, JR ;2435;23;10;1969;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00075532;0;0;0;;;0;;;;0;0;0;CEPEC00075532;2435;citriodora;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Rodovia do Sol, estrada liga BR-101 à Praia Setibana ES-060 a 6Km da BR-101.;-20.55;-40.45;Pirani, JR ;2435;23;10;1969;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;75532;0;0;0;;;0;;;;0;0;0;CEPEC75532;2435;citriodora;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Rodovia do Sol, estrada que liga BR-101 à Praia Setibana ES-060 a 6 km da BR-101. Remanescente de floresta tropical pluvial, perturbada.;-18.681818181818183;-36.77272727272727;Pirani, JR;2435;23;2;1988;Johnson, DM;1993-01-01T00:00:00;SPF;SPF;SPF00060814;0;0;0;;;0;1;1;1993;0;0;0;SPF00060814;2435;citriodora;"Pirani, JR;Thomas, WW,Mello-Silva, R,Fernandes, JB";Johnson, DM;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Rodovia do Sol, estrada que liga BR-101 à Praia Setibana ES-060 a 6 km da BR-101. Remanescente de floresta tropical pluvial, perturbada.;-18.681818181818183;-36.77272727272727;Pirani, JR;2435;23;2;1988;Johnson, DM;1993-01-01T00:00:00;USP;SPF;60814;0;0;0;;;0;1;1;1993;0;0;0;SPF60814;2435;citriodora;"Pirani, JR; Thomas, WW; Mello-Silva, R; Fernandes, JB";Johnson, DM;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Espírito Santo. Guarapari: rodovia do Sol, estrada que liga a BR-101 à Praia Setibana ES-060 a 6 km da BR-101.;-18.681818181818183;-36.77272727272727;Pirani, JR;2435;23;2;1988;Johnson, DM;<NA>;K;Herbarium;K000485526;0;0;0;;;0;;;;0;0;0;K000485526;2435;citriodora;"Pirani, J.R.; Mello-Silva, R.; Thomas, W.W.; Fernandes, J.B.";Johnson, D.M.;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Esp  rito Santo. Guarapari: rodovia do Sol, estrada que liga a BR-101    Praia Setibana ES-060 a 6 km da BR-101.;-18.681818181818183;-36.77272727272727;Pirani, JR;2435;23;2;1988;Lopes, JC;<NA>;K;K;K000485526;0;0;0;;;0;;;;0;0;0;K000485526;2435;citriodora;"Pirani, J.R.;Mello-Silva, R.,Thomas, W.W.,Fernandes, J.B.";Lopes, J.C.;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Guarapari: Rodovia do Sol, estrada que liga a BR-101 a Praia Setibana ES-060 a 6 Km da BR-101.;-18.681818181818183;-36.77272727272727;Pirani, JR ;2435;23;2;1988;nan;<NA>;NY;NY;NY00008364;0;0;0;;;0;;;;0;0;0;NY00008364;2435;citriodora;J. R. Pirani;<NA>;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Guarapari: Rodovia do Sol, estrada que liga a BR-101 a Praia Setibana ES-060 a 6 Km da BR-101.;-18.681818181818183;-36.77272727272727;Pirani, JR ;2435;23;2;1988;nan;<NA>;NY;NY;NY00008363;0;0;0;;;0;;;;0;0;0;NY00008363;2435;citriodora;J. R. Pirani;<NA>;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Rodovia do Sol, estrada que liga a BR 101 à Praia Setibana ES 060 a 6km da Rod. BR 101;-18.681818181818183;-36.77272727272727;Pirani, JR;2435;23;2;1988;nan;<NA>;MBM;MBM;MBM161035;0;0;0;;;0;;;;0;0;0;MBM161035;2435;citriodora;"Pirani, JR;Mello-Silva, R.,Pirani, J.R.,Thomas, W.W.,Fernandes, J.B.";<NA>;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Espírito Santo. Guarapari: Rodovia do Sol, estrada que liga a BR-101 à Praia Setibana ES-060 a 6 Km da BR-101.;-20.55;-40.45;Pirani, JR;"Pirani, JR; et al.  2435 ";23;2;1988;nan;<NA>;<NA>;Botany;U  0000331;0;0;0;Pirani;;0;;;;0;0;0;U0000331;2435;citriodora;"Pirani JR; et al.";<NA>;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Guarapari: Rodovia do Sol, estrada que liga a BR-101 a Praia Setibana ES-060 a 6 Km da BR-101.;-18.681818181818183;-36.77272727272727;Pirani, JR ;2435;23;2;1988;nan;<NA>;NY;NY;8364;0;0;0;;;0;;;;0;0;0;NY8364;2435;citriodora;J. R. Pirani;<NA>;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Guarapari: Rodovia do Sol, estrada que liga a BR-101 a Praia Setibana ES-060 a 6 Km da BR-101.;-18.681818181818183;-36.77272727272727;Pirani, JR ;2435;23;2;1988;nan;<NA>;NY;NY;8363;0;0;0;;;0;;;;0;0;0;NY8363;2435;citriodora;J. R. Pirani;<NA>;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Rodovia do Sol, est. Praia Setibana ES-060 a 6 km da BR-101.;-18.681818181818183;-36.77272727272727;Pirani, JR;2435;23;11;1988;nan;<NA>;JBRJ;RB;RB00534142;0;0;0;;;0;;;;0;0;0;RB00534142;2435;citriodora;"Pirani, J.R.; Thomas,W.W.;Mello-Silva,R.;Fernandes,J.B.";<NA>;Pirani;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Rodovia do Sol, estrada que liga a BR 101 à Praia Setibana ES 060 a 6km da Rod. BR 101;-18.681818181818183;-36.77272727272727;Pirani, JR;2435;23;2;1988;nan;<NA>;MBM;MBM;161035;0;0;0;;;0;;;;0;0;0;MBM161035;2435;citriodora;"Pirani, JR; Thomas, WW; Mello-Silva, R; Fernandes, JB";<NA>;Pirani;;;Hornschuchia;citriodora
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2701;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395812;0;0;0;;;0;1;1;1994;0;0;0;NY00395812;2701;myrtillus;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2701;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395811;0;0;0;;;0;1;1;1994;0;0;0;NY00395811;2701;myrtillus;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2701;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;395811;0;0;0;;;0;1;1;1994;0;0;0;NY395811;2701;myrtillus;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2701;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;395812;0;0;0;;;0;1;1;1994;0;0;0;NY395812;2701;myrtillus;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;myrtillus
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2714;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395810;0;0;0;;;0;1;1;1994;0;0;0;NY00395810;2714;leptandra;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;leptandra
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2714;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;395810;0;0;0;;;0;1;1;1994;0;0;0;NY395810;2714;leptandra;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;leptandra
Hornschuchia myrtillus Nees;Hornschuchia;BR;Km 21 da Rodovia Itamaraju - Prado. Floresta de Tabuleiro;-17.156453;-39.400529000000006;Pirani, JR ;2988;17;2;1994;Johnson, DM ;1995-01-01T00:00:00;NY;NY;NY00395815;0;0;0;;;0;1;1;1995;0;0;0;NY00395815;2988;myrtillus;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Km 21 da Rodovia Itamaraju - Prado. Floresta de Tabuleiro;-17.156453;-39.400529000000006;Pirani, JR ;2988;17;2;1994;Johnson, DM ;1995-01-01T00:00:00;NY;NY;395815;0;0;0;;;0;1;1;1995;0;0;0;NY395815;2988;myrtillus;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;myrtillus
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Coqueiral. Avenida dos Vinháticos, Trilha dos Cambarás;-13.214988066666669;-26.8487075;Pirani, JR;3074;21;2;1994;Johnson, DM;1994-01-01T00:00:00;Instituto de Botânica;SP;274905;0;0;0;;;0;1;1;1994;0;0;0;SP274905;3074;bryotrophe;"Pirani, JR; Kallunki, JA; Cordeiro, I; Moraes, PLR";Johnson, DM;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Coqueiral. Remanescente de floresta pluvial tropical conservada como parque na Avenida dos Vinháticos. Trilha dos Cambarás;-13.214988066666669;-26.8487075;Pirani, JR ;3074;21;2;1994;Johnson, DM ;1954-01-01T00:00:00;NY;NY;NY00395778;0;0;0;;;0;1;1;1954;0;0;0;NY00395778;3074;bryotrophe;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Coqueiral. Remanescente de floresta pluvial tropical conservada como parque na Avenida dos Vinháticos. Trilha dos Cambarás;-13.214988066666669;-26.8487075;Pirani, JR ;3074;21;2;1994;Johnson, DM ;1954-01-01T00:00:00;NY;NY;395778;0;0;0;;;0;1;1;1954;0;0;0;NY395778;3074;bryotrophe;J. R. Pirani;D. M. Johnson;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Coqueiral. Parque na Avenida dos Vinháticos. Trilha dos Cambarás.;-13.214988066666669;-26.8487075;Pirani, JR ;3074;21;2;1994;nan;<NA>;K;K;K001191168;0;0;0;;;0;;;;0;0;0;K001191168;3074;bryotrophe;J.R. Pirani;<NA>;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Coqueiral. Parque na Avenida dos Vinháticos. Trilha dos Cambarás.;-13.214988066666669;-26.8487075;Pirani, JR ;3074;21;2;1994;nan;<NA>;K;K;K001191167;0;0;0;;;0;;;;0;0;0;K001191167;3074;bryotrophe;J.R. Pirani;<NA>;Pirani;;;Hornschuchia;bryotrophe
