scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;to_check;to_check_det;genus_old;specific_epithet_old
Hornschuchia myrtillus Nees;Hornschuchia;BR;Reserva Natural Vale, Estrada Farinha Seca, bloco E, parcela 2.;-19.1866805;-39.9147775;Lopes, JC;147;9;2;2011;Lopes, JC;2011-02-09T00:00:00;USP;SPF;213437;0;0;0;;;0;9;2;2011;0;0;0;SPF213437;147;myrtillus;Lopes, JC;Lopes, JC;Lopes;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;RFL-001/80 Bloco E trat. 02;-19.1866805;-39.9147775;Lopes, JC;147;9;2;2011;Lopes, JC ;2011-02-09T00:00:00;Reserva Natural Vale;CVRD;13369;0;0;0;;;0;9;2;2011;0;0;0;CVRD13369;147;myrtillus;Lopes, J.C.;Jenifer C. Lopes;Lopes;;;Hornschuchia;myrtillus
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva Natural da Vale, Estrada Cinco-Folhas, próximo à Lagoa do Jacaré, atrás do laboratório de sementes;-19.149847;-40.0709025;Lopes, JC;151;10;2;2011;Lopes, JC;2011-02-10T00:00:00;Instituto de Botânica;SP;477106;0;0;0;;;0;10;2;2011;0;0;0;SP477106;151;bryotrophe;"Lopes, JC; Siqueira, GS; Assis, LCS";Lopes, JC;Lopes;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva Natural Vale, Estrada Cinco-Folhas, próximo a lagoa do jacaré, atrás do laboratório de sementes.;-19.149847;-40.0709025;Lopes, JC;151;10;2;2011;Lopes, JC;2011-02-10T00:00:00;USP;SPF;213441;0;0;0;;;0;10;2;2011;0;0;0;SPF213441;151;bryotrophe;Lopes, JC;Lopes, JC;Lopes;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Cinco-Folhas, próximo a lagoa do jacaré, atrás do laboratório de sementes.;-19.149847;-40.0709025;Lopes, JC;151;10;2;2011;Lopes, JC ;2011-02-10T00:00:00;Reserva Natural Vale;CVRD;13373;0;0;0;;;0;10;2;2011;0;0;0;CVRD13373;151;bryotrophe;Lopes, J.C.;Jenifer C. Lopes;Lopes;;;Hornschuchia;bryotrophe
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;<NA>;;;Maas, PJM;"Maas, PJM; et al.  8818 ";8;2;1999;Maas, PJM;<NA>;<NA>;Botany;L  0712359;0;0;0;Maas;;0;;;;0;0;0;L0712359;8818;alba;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;alba
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;Fazenda of José Gonçalves.;-22.78;-41.95;Maas, PJM ;8818;8;2;1999;nan;<NA>;NY;NY;NY02699049;0;0;0;;;0;;;;0;0;0;NY02699049;8818;alba;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;alba
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;<NA>;;;Maas, PJM;"Maas, PJM; et al.  8818 ";8;2;1999;Maas, PJM;<NA>;<NA>;Botany;U.1073613;0;0;0;Maas;;0;;;;0;0;0;U1073613;8818;alba;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;alba
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;<NA>;;;Maas, PJM;"Maas, PJM; et al.  8818 ";8;2;1999;Maas, PJM;<NA>;<NA>;Botany;U.1073614;0;0;0;Maas;;0;;;;0;0;0;U1073614;8818;alba;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;alba
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;Fazenda of José Gonçalves.;-22.78;-41.95;Maas, PJM ;8818;8;2;1999;nan;<NA>;NY;NY;02699049;0;0;0;;;0;;;;0;0;0;NY02699049;8818;alba;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;alba
Hornschuchia alba (A.St.-Hil.) R.E.Fr.;Hornschuchia;BR;Fazenda of José Gonçalves.;-22.78;-41.95;Maas, PJM ;8818;8;2;1999;Maas, PJM ;<NA>;JBRJ;RB;RB00042092;0;0;0;;;0;;;;0;0;0;RB00042092;8818;alba;"P.J.M. Maas; H. Maas, B.C. Kurtz, A. Lobão, J.M. Caruso";P.J.M. Maas;Maas;;;Hornschuchia;alba
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Área da RFL 89;-19.1315;-40.0527222;Maas, PJM;8828;13;2;1999;nan;2004-01-19T00:00:00;Reserva Natural Vale;CVRD;6116;0;0;0;;;0;19;1;2004;0;0;0;CVRD6116;8828;citriodora;Maas, P.J.M.;Paul J. M. Maas;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Brazil, Espirito Santo, Linhares, Reserva Florestal da CVRD (Companhia Vale do Rio Doce). Estrada Municipal MME, 1 km from BR-101;-19.116667;-40.066667;Maas, PJM;"Maas, PJM; et al.  8828 ";13;2;1999;Maas, PJM;<NA>;<NA>;Botany;L  0299134;0;0;0;Maas;;0;;;;0;0;0;L0299134;8828;citriodora;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada de Manteguiera, 1.5 km from Flamengo, near orchard.;-19.1315;-40.0527222;Maas, PJM ;8828;13;2;1999;Lopes, JC;<NA>;NY;NY;NY02699057;0;0;0;;;0;;;;0;0;0;NY02699057;8828;citriodora;P. J. M. Maas;Lopes, J.C.;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada de Manteguiera, 1.5 km from Flamengo, near orchard.;-19.1315;-40.0527222;Maas, PJM ;8828;13;2;1999;Lopes, JC;<NA>;NY;NY;NY02699056;0;0;0;;;0;;;;0;0;0;NY02699056;8828;citriodora;P. J. M. Maas;Lopes, J.C.;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva Florestal CVRD;-19.1315;-40.0527222;Maas, PJ ;8828;13;2;1999;Lopes, JC;<NA>;MBML;MBML;MBML009586;0;0;0;;;0;;;;0;0;0;MBML009586;8828;citriodora;"P. J. Maas;D. A. Folli,H. Maas";Lopes, J.C.;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Brazil, Espirito Santo, Linhares, Reserva Florestal da CVRD (Companhia Vale do Rio Doce). Estrada Municipal MME, 1 km from BR-101;-19.116667;-40.066667;Maas, PJM;"Maas, PJM; et al.  8828 ";13;2;1999;Maas, PJM;<NA>;<NA>;Botany;U.1073628;0;0;0;Maas;;0;;;;0;0;0;U1073628;8828;citriodora;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Brazil, Espirito Santo, Linhares, Reserva Florestal da CVRD (Companhia Vale do Rio Doce). Estrada Municipal MME, 1 km from BR-101;-19.116667;-40.066667;Maas, PJM;"Maas, PJM; et al.  8828 ";13;2;1999;Maas, PJM;<NA>;<NA>;Botany;U.1073627;0;0;0;Maas;;0;;;;0;0;0;U1073627;8828;citriodora;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada de Manteguiera, 1.5 km from Flamengo, near orchard.;-19.1315;-40.0527222;Maas, PJM ;8828;13;2;1999;nan;<NA>;NY;NY;02699056;0;0;0;;;0;;;;0;0;0;NY02699056;8828;citriodora;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada de Manteguiera, 1.5 km from Flamengo, near orchard.;-19.1315;-40.0527222;Maas, PJM ;8828;13;2;1999;nan;<NA>;NY;NY;02699057;0;0;0;;;0;;;;0;0;0;NY02699057;8828;citriodora;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;citriodora
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Municipal do MME, área da RFL 089/96, Km 1,2.;-19.12875;-40.0668055;Maas;8829;13;2;1999;Maas, PJM;1999-02-13T00:00:00;JBRJ;RB;RB00484639;0;0;0;;;0;13;2;1999;0;0;0;RB00484639;8829;bryotrophe;Maas;P.J.M.Maas;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Área da RFL 89;-19.12875;-40.0668055;Maas, PJM;8829;13;2;1999;nan;1999-02-13T00:00:00;Reserva Natural Vale;CVRD;6117;0;0;0;;;0;13;2;1999;0;0;0;CVRD6117;8829;bryotrophe;Maas, P.J.M.;Paul J. M. Maas;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Espirito Santo, Linhares, Reserva Florestal da Companhia Vale do Rio Doce, Estrada Municipal MME, 1 km from BR-101;;;Maas, PJM;"Maas, PJM; et al.  8829 ";13;2;1999;Maas, PJM;<NA>;<NA>;Botany;L  0299165;0;0;0;Maas;;0;;;;0;0;0;L0299165;8829;bryotrophe;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada Municipal MME, 1 km from BR 101.;-19.12875;-40.0668055;Maas, PJM ;8829;13;2;1999;nan;<NA>;NY;NY;NY02699059;0;0;0;;;0;;;;0;0;0;NY02699059;8829;bryotrophe;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva Florestal CVRD;-19.12875;-40.0668055;Maas, PJ ;8829;13;2;1999;nan;<NA>;MBML;MBML;MBML009585;0;0;0;;;0;;;;0;0;0;MBML009585;8829;bryotrophe;"P. J. Maas;D. A. Folli,H. Maas";P. J. M. Maas/1999;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Espirito Santo, Linhares, Reserva Florestal da Companhia Vale do Rio Doce, Estrada Municipal MME, 1 km from BR-101;;;Maas, PJM;"Maas, PJM; et al.  8829 ";13;2;1999;Maas, PJM;<NA>;<NA>;Botany;U.1073619;0;0;0;Maas;;0;;;;0;0;0;U1073619;8829;bryotrophe;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brazil, Espirito Santo, Linhares, Reserva Florestal da Companhia Vale do Rio Doce, Estrada Municipal MME, 1 km from BR-101;;;Maas, PJM;"Maas, PJM; et al.  8829 ";13;2;1999;Maas, PJM;<NA>;<NA>;Botany;U.1073620;0;0;0;Maas;;0;;;;0;0;0;U1073620;8829;bryotrophe;"Maas PJM; et al.";Maas PJM;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada Municipal MME, 1 km from BR 101.;-19.12875;-40.0668055;Maas, PJM ;8829;13;2;1999;nan;<NA>;NY;NY;02699059;0;0;0;;;0;;;;0;0;0;NY02699059;8829;bryotrophe;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;bryotrophe
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva Natural Vale;-19.124159000000002;-40.074981333333334;Maas, PJM;9810;7;5;2009;Maas, PJM;2009-05-07T00:00:00;USP;SPF;221743;0;0;0;;;0;7;5;2009;0;0;0;SPF221743;9810;citriodora;Maas, PJM;Maas, PJM;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;<NA>;-19.124159000000002;-40.074981333333334;Maas, PJM;9810;7;5;2009;nan;2009-05-07T00:00:00;Reserva Natural Vale;CVRD;12412;0;0;0;;;0;7;5;2009;0;0;0;CVRD12412;9810;citriodora;Maas, P.J.M.;Paul J. M. Maas;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86.;-19.124159000000002;-40.074981333333334;Maas, PJM ;9810;7;5;2009;nan;<NA>;NY;NY;NY02699055;0;0;0;;;0;;;;0;0;0;NY02699055;9810;citriodora;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Espirito Santo, Linhares, Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86. Secondary forest, 40 years old.;-19.116667;-40.066667;Maas, PJM;"Maas, PJM; et al.  9810 ";7;5;2009;nan;<NA>;<NA>;Botany;L.3728636;0;0;0;Maas;;0;;;;0;0;0;L3728636;9810;citriodora;"Maas PJM; et al.";<NA>;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Espirito Santo, Linhares, Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86. Secondary forest, 40 years old.;-19.116667;-40.066667;Maas, PJM;"Maas, PJM; et al.  9810 ";7;5;2009;nan;<NA>;<NA>;Botany;L.3728637;0;0;0;Maas;;0;;;;0;0;0;L3728637;9810;citriodora;"Maas PJM; et al.";<NA>;Maas;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86.;-19.124159000000002;-40.074981333333334;Maas, PJM ;9810;7;5;2009;nan;<NA>;NY;NY;02699055;0;0;0;;;0;;;;0;0;0;NY02699055;9810;citriodora;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;citriodora
Hornschuchia bryotrophe Nees;Hornschuchia;BR;<NA>;-19.12;-40.07;Maas, PJM;9811;7;5;2009;nan;2009-05-07T00:00:00;Reserva Natural Vale;CVRD;12413;0;0;0;;;0;7;5;2009;0;0;0;CVRD12413;9811;bryotrophe;Maas, P.J.M.;Paul J. M. Maas;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86.;-19.12;-40.07;Maas, PJM ;9811;7;5;2009;nan;<NA>;NY;NY;NY02699058;0;0;0;;;0;;;;0;0;0;NY02699058;9811;bryotrophe;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Espirito Santo, Linhares, Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86. Secondary forest, 40 years old.;-19.116667;-40.066667;Maas, PJM;"Maas, PJM; et al.  9811 ";7;5;2009;nan;<NA>;<NA>;Botany;L.3728640;0;0;0;Maas;;0;;;;0;0;0;L3728640;9811;bryotrophe;"Maas PJM; et al.";<NA>;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Espirito Santo, Linhares, Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86. Secondary forest, 40 years old.;-19.116667;-40.066667;Maas, PJM;"Maas, PJM; et al.  9811 ";7;5;2009;nan;<NA>;<NA>;Botany;L.3728639;0;0;0;Maas;;0;;;;0;0;0;L3728639;9811;bryotrophe;"Maas PJM; et al.";<NA>;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Espirito Santo, Linhares, Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86. Secondary forest, 40 years old.;-19.116667;-40.066667;Maas, PJM;"Maas, PJM; et al.  9811 ";7;5;2009;nan;<NA>;<NA>;Botany;L.3728638;0;0;0;Maas;;0;;;;0;0;0;L3728638;9811;bryotrophe;"Maas PJM; et al.";<NA>;Maas;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86.;-19.12;-40.07;Maas, PJM ;9811;7;5;2009;nan;<NA>;NY;NY;02699058;0;0;0;;;0;;;;0;0;0;NY02699058;9811;bryotrophe;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;bryotrophe
Hornschuchia myrtillus Nees;Hornschuchia;BR;Reserva Natural Vale;-19.0986355;-40.052735;Maas, PJM;9853;9;5;2009;Maas, PJM;2009-05-09T00:00:00;USP;SPF;221750;0;0;0;;;0;9;5;2009;0;0;0;SPF221750;9853;myrtillus;Maas, PJM;Maas, PJM;Maas;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;RFL 001/80 bloco E, Trat 2;-19.0986355;-40.052735;Maas, PJM;9853;9;5;2009;nan;2009-05-09T00:00:00;Reserva Natural Vale;CVRD;12452;0;0;0;;;0;9;5;2009;0;0;0;CVRD12452;9853;myrtillus;Maas, P.J.M.;Paul J. M. Maas;Maas;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Reserva do Vale de Rio Doce, Estrada Farinha seca.;-19.0986355;-40.052735;Maas, PJM ;9853;8;5;2009;nan;<NA>;NY;NY;NY02699054;0;0;0;;;0;;;;0;0;0;NY02699054;9853;myrtillus;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Espirito Santo, Linhares, Reserva do Vale de Rio Doce, Estrada Farinha scca, Observacao RFL, 001-80, bloco E, Trat 2. High forest (mata de tabuleiro).;-19.183333;-39.9;Maas, PJM;"Maas, PJM; et al.  9853 ";8;5;2009;nan;<NA>;<NA>;Botany;L.3728634;0;0;0;Maas;;0;;;;0;0;0;L3728634;9853;myrtillus;"Maas PJM; et al.";<NA>;Maas;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Reserva do Vale de Rio Doce, Estrada Farinha seca.;-19.0986355;-40.052735;Maas, PJM ;9853;8;5;2009;nan;<NA>;NY;NY;02699054;0;0;0;;;0;;;;0;0;0;NY02699054;9853;myrtillus;P. J. M. Maas;<NA>;Maas;;;Hornschuchia;myrtillus
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.;-18.944167;-40.798611;Magnago, LFS ;1646;29;11;2006;Lopes, JC;<NA>;MBML;MBML;MBML027722;0;0;0;;;0;;;;0;0;0;MBML027722;1646;bryotrophe;"L. F. S. Magnago;V. Demuner, T. Cruz, Elias Bausen";Lopes, J.C.;Magnago;;;Hornschuchia;bryotrophe
Hornschuchia myrtillus Nees;Hornschuchia;BR;Brasil, ES, Aguia Branca, Rochedo, Trilha do Corrego, propr.: Ailton Corteleti.;-18.944167;-40.798611;Magnago, LFS;"Magnago, LFS; Demuner, V; Cruz, T; Bausen, E  1646 ";29;11;2006;nan;<NA>;<NA>;Botany;L.3724875;0;0;0;Magnago;;0;;;;0;0;0;L3724875;1646;bryotrophe;"Magnago LFS; Demuner V; Cruz T; Bausen E";<NA>;Magnago;;;Hornschuchia;myrtillus
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Fazenda Caioaba, propr.:Virloni, Mata, trilha do corrego Caioaba;-20.059167;-40.470556;Magnago, LFS ;489;5;1;2006;nan;<NA>;MBML;MBML;MBML030986;0;0;0;;;0;;;;0;0;0;MBML030986;489;bryotrophe;"L. F. S. Magnago;V. Demuner, M. Belizário, E. Bausen";A. Lobão/10-08-2006;Magnago;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Brasil, Es, Santa Leopoldina, Fazenda Caioaba, propr.: Virloni, Mata, trilha do corrego Caioaba.;-20.059167;-40.470556;Magnago, LFS;"Magnago, LFS; Demuner, V; Belizario, M; Bausen, E  489 ";5;1;2006;nan;<NA>;<NA>;Botany;L.3729157;0;0;0;Magnago;;0;;;;0;0;0;L3729157;489;bryotrophe;"Magnago LFS; Demuner V; Belizario M; Bausen E";<NA>;Magnago;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Aguas Claras, Escola Agroecológica.;-18.890278;-40.825833;Magnago, LFS ;531;1;2;2006;nan;<NA>;MBML;MBML;MBML027865;0;0;0;;;0;;;;0;0;0;MBML027865;531;bryotrophe;"L. F. S. Magnago;V. Demuner, M. Belizário, E. Bausen";P. J. M. Maas/Set.2009;Magnago;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;ES, Aguia Branca, Aguas Claras, Escola Agroecologica.;-18.892222;-40.73;Magnago, LFS;"Magnago, LFS; Demuner, V; Belizario, M; Bausen, E  531 ";1;2;2006;nan;<NA>;<NA>;Botany;L.3728624;0;0;0;Magnago;;0;;;;0;0;0;L3728624;531;bryotrophe;"Magnago LFS; Demuner V; Belizario M; Bausen E";<NA>;Magnago;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;ES, Aguia Branca, Aguas Claras, Escola Agroecologica.;-18.892222;-40.73;Magnago, LFS;"Magnago, LFS; Demuner, V; Belizario, M; Bausen, E  531 ";1;2;2006;nan;<NA>;<NA>;Botany;L.3728625;0;0;0;Magnago;;0;;;;0;0;0;L3728625;531;bryotrophe;"Magnago LFS; Demuner V; Belizario M; Bausen E";<NA>;Magnago;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;<NA>;-19.528889;-40.449722;Mazziero, FFF;4245;11;11;2018;Mazziero, FFF;<NA>;MBM;MBM;MBM421151;0;0;0;;;0;;;;0;0;0;MBM421151;4245;bryotrophe;"Mazziero, F.F.F.;Bonin Junior, P.";Mazziero, F.F.F.;Mazziero;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;<NA>;-19.528889;-40.449722;Mazziero, FFF;4245;11;11;2018;Mazziero, FFF;<NA>;MBM;MBM;421151;0;0;0;;;0;;;;0;0;0;MBM421151;4245;bryotrophe;"Mazziero, FFF; Bonin Junior, P";Mazziero, FFF;Mazziero;;;Hornschuchia;bryotrophe
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;20 km de Feira de Santana, na BR 116. Fazenda Sossego.;;;Melo, E;1143;14;4;1995;nan;2003-10-01T00:00:00;UEFS;HUEFS;19942;0;0;0;;;0;1;10;2003;0;0;0;HUEFS19942;1143;lianarum;Melo, E.;R.Mello-Silva;Melo;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;20 km de Feira de Santana, na BR 116. Fazenda Sossego.;;;Melo, E;1143;14;4;1995;nan;<NA>;HUEFS;HUEFS;HUEFS019942;0;0;0;;;0;;;;0;0;0;HUEFS019942;1143;lianarum;Melo, E.;<NA>;Melo;;;Hornschuchia;lianarum
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Fazenda Sossêgo.;-11.876389;-40.4525;Melo, E de;2774;11;8;1999;nan;2012-06-01T00:00:00;JBRJ;RB;RB00434949;0;0;0;;;0;1;6;2012;0;0;0;RB00434949;2774;citriodora;"E. de Melo ; F. França, E. Miranda, L. Senna & B. M. Silva";A.Lobão;Melo;;;Hornschuchia;citriodora
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Fazenda Sossêgo.;-11.876389;-40.4525;Melo, E;2774;11;8;1999;nan;2003-08-01T00:00:00;UEFS;HUEFS;39004;0;0;0;;;0;1;8;2003;0;0;0;HUEFS39004;2774;citriodora;Melo, E.;R.Mello-Silva;Melo;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Fazenda Sossêgo.;-11.876389;-40.4525;Melo, E;2774;11;8;1999;nan;<NA>;HUEFS;HUEFS;HUEFS039004;0;0;0;;;0;;;;0;0;0;HUEFS039004;2774;citriodora;Melo, E.;<NA>;Melo;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Entrada para a cidade próximo BA-052 (Estrada do Feijão).;-11.876389;-40.4525;Melo, E ;2784;11;8;1999;nan;2022-05-01T00:00:00;JBRJ;RB;RB00434951;0;0;0;;;0;1;5;2022;0;0;0;RB00434951;2784;lianarum;"E. Melo; F. França, E. Miranda, L. Senna & B.M. Silva";A. Lobão & L. Teixeita;Melo;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Entrada para a cidade próximo Ba 052 (Estrada do Feijão).;-11.876389;-40.4525;Melo, E;2784;11;8;1999;nan;2003-08-01T00:00:00;UEFS;HUEFS;39014;0;0;0;;;0;1;8;2003;0;0;0;HUEFS39014;2784;lianarum;Melo, E.;R.Mello-Silva;Melo;;;Hornschuchia;lianarum
Hornschuchia Nees;Hornschuchia;BR;Entrada para a cidade próximo Ba 052 (Estrada do Feijão).;-11.876389;-40.4525;Melo, E;2784;11;8;1999;Lopes, JC;<NA>;HUEFS;HUEFS;HUEFS039014;0;0;0;;;0;;;;0;0;0;HUEFS039014;2784;lianarum;Melo, E.;Lopes, J.C.;Melo;;;Hornschuchia;
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rod. BA-284, trecho Prado/Itamaraju, ca. 65Km a NW de Prado.;;;Mori, SA ;10658;18;9;1978;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00014741;0;0;0;;;0;;;;0;0;0;CEPEC00014741;10658;myrtillus;S. A. Mori;D. M. Johnson;Mori;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rod. BA-284, trecho Prado/Itamaraju, ca. 65Km a NW de Prado.;;;Mori, SA ;10658;18;9;1978;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;14741;0;0;0;;;0;;;;0;0;0;CEPEC14741;10658;myrtillus;S. A. Mori;D. M. Johnson;Mori;;;Hornschuchia;myrtillus
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Município de Barra do Choça. Estrada que liga a Rod. BR-116 a São Sebastião, 4 km a W da cidade.;-14.88;-40.57;Mori, SA;11254;21;11;1978;Johnson, DM;<NA>;K;Herbarium;K000485527;0;0;0;;;0;;;;0;0;0;K000485527;11254;lianarum;"Mori, S.A.; Santos, T.S.; Thompson, C.B.";Johnson, D.M.;Mori;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Munic  pio de Barra do Cho  a. Estrada que liga a Rod. BR-116 a S  o Sebasti  o, 4 km a W da cidade.;-14.88;-40.57;Mori, SA;11254;21;11;1978;Johnson, DM;<NA>;K;K;K000485527;0;0;0;;;0;;;;0;0;0;K000485527;11254;lianarum;"Mori, S.A.;Santos, T.S.,Thompson, C.B.";Johnson, D.M.;Mori;;;Hornschuchia;lianarum
