recorded_by;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51
;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta A;Nitta, A;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;Achmad;;;;;;;;;;;;;;;;;;;;;;;;;;
;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen P van;Royen, P van;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo S;Reksodihardjo, S;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut, SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde, WJJO de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier JG;Hallier, JG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach PM;Lambach, PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin Z;Arifin, Z;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee, H;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee, H;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello MC;Merello, MC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut SA;Lasut, SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde, WJJO de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji R;Mahroji, R;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert FH;Endert, FH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley, JS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar A;Thorenaar, A;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman R;Brinkman, R;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea, JP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris I;Haris, I;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde, WJJO de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini JJ;Afriastini, JJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA;Lörzing JA
;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;
McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA;McDonald JA
;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg, AJM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada H;Okada, H;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley, JS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders, SH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann JE;Teijsmann, JE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church, AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea, JP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja EA;Widjaja, EA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp, JF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Leeuwen, D van WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM
;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy, MMJ van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy, MMJ van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy, MMJ van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;
;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten LMR;Rutten, LMR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Hort Bot Bogoriensis;Bogoriensis, HB;;;;;;;;;;;;;;;;;;
;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee H;Culmsee, H;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde, WJJO de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar GH;Henar, GH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom, HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse E;Goverse, E;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman I;Gushilman, I;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde WJJO de;Wilde, WJJO de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff BA;Krukoff, BA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn FW;Junghuhn, FW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong W de;Jong, W de;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun TJF;Bangun, TJF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea JP;Mogea, JP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom, HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom, HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;;;;;;;;;;;;;;;;;;;;;;;;;;
;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent GCG;Argent, GCG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi, WN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi WN;Takeuchi, WN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
