scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;orig_recby;orig_detby;country_iso3;global_id;childData_id;accSpecies_id;colnum_fullprefix;status;accepted_name;ipni_no;.val;.equ;.zer;.cap;.cen;.con;.gbf;.inst;.summary;sp_idx;ipni_species_author;region
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;glauca;0;0;Achmat;Achmat bb 34460 , Achmat bb 34460 ;Achmat;34460.0;nan;0;22;10;1950;nan, nan;nan;;;;ID;Indonesia;0;"SE Borneo; subdistr. Balikpapan; Sungei Wain";0;116.811111;-1.205555;nan, nan;Botany, Botany;L1761262, L1761262;L.1761262, L.1761262;Achmat;Achmat;nan;nan;;;;;;;;;;;;;;;;;;;;;;;
Xylopia ferruginea (Hook.f. & Thomson) Baill.;Xylopia;ferruginea;0;0;Achmat;Achmat bb 34470 , Achmat bb 34470 ;Achmat;34470.0;nan;0;24;10;1950;Kessler, PJA, Kessler, PJA;1992-09-01T00:00:00;1;9;1992;ID;Indonesia;0;"SE Borneo; subdistr. Balikpapan; Sungei Wain";0;116.811111;-1.205555;nan, nan;Botany, Botany;L0195987, L0195987;L  0195987, L  0195987;Achmat;Achmat;nan;nan;;;;;;;;;;;;;;;;;;;;;;;
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;0;0;Adan, A bin;Abar bin Adan  32468 , Abar bin Adan  32468 ;Abar;32468.0;nan;0;10;10;1920;nan, nan;nan;;;;ID;Indonesia;0;Archipel. Ind. Z.O.Borneo, Sei Manarang (Kapoeas).;0;109.666667;-0.416667;nan, nan;Botany, Botany;L1753721, L1753721;L.1753721, L.1753721;Adan;Adan, A bin;nan;nan;;;;;;;;;;;;;;;;;;;;;;;
0;Polyalthia;barnesii;0;0;Adduru, M;108;nan;108;nan;01/05/1917 - 18/06/1917;1;5;1917;nan;nan;;;;PH;Philippines;0;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province. Luzon;0;121.9;17.617;0;0;P01983360;P01983360;Adduru;Adduru, Marcelo;Philippines;0;0.0;Adduru, M.;;PHL;nan;nan;nan;;SYNONYM;Monoon barnesii;https://ipni.org/n/74503-1;;;;;;;;;;Polyalthia barnesii;(Merr.) B.Xue & R.M.K.Saunders;Cagayan
0;Artabotrys;cagayanensis;0;0;Adduru, M;136;nan;136;nan;01/05/1917 - 18/06/1917;1;5;1917;Merrill, ED;nan;;;;PH;Philippines;0;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province;0;121.9;17.617;0;0;P00389821;P00389821;Adduru;Adduru, Marcelo;Philippines;0;0.0;Adduru, M.;Merrill, E.D.;PHL;nan;nan;nan;;ACCEPTED;Artabotrys cagayanensis;https://ipni.org/n/72363-1;;;;;;;;;;Artabotrys cagayanensis;Merr.;Cagayan
0;Orophea;cumingiana;0;0;Adduru, M;148;nan;148;nan;01/05/1917 - 18/06/1917;1;5;1917;nan;nan;;;;PH;Philippines;0;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province. Luzon;0;121.9;17.617;0;0;P01987514;P01987514;Adduru;Adduru, Marcelo;Philippines;0;0.0;Adduru, M.;;PHL;nan;nan;nan;;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;;;;;;;;;;Orophea cumingiana;S.Vidal;Cagayan
0;Polyalthia;suberosa;0;0;Adduru, M;38;nan;38;nan;01/05/1917 - 18/06/1917;1;5;1917;nan;nan;;;;PH;Philippines;0;Philippines. Alcala, Vicinity of Peñablanca. Cagayan Province. Luzon;0;121.656;17.903;0;0;P01983819;P01983819;Adduru;Adduru, Marcelo;Philippines;0;0.0;Adduru, M.;;PHL;nan;nan;nan;;ACCEPTED;Polyalthia suberosa;https://ipni.org/n/74734-1;;;;;;;;;;Polyalthia suberosa;(Roxb.) Thwaites;Cagayan
0;Mitrephora;reflexa;0;0;Adduru, M;63;nan;63;nan;01/05/1917 - 18/06/1917;1;5;1917;nan;nan;;;;PH;Philippines;0;Philippines. Quibal. Vicinity of Peñablanca. Cagayan Province. Luzon;0;121.7594281;17.3379754;0;0;P01967893;P01967893;Adduru;Adduru, Marcelo;Philippines;0;0.0;Adduru, M.;;PHL;nan;nan;nan;;ACCEPTED;Mitrephora reflexa;https://ipni.org/n/74037-1;;;;;;;;;;Mitrephora reflexa;Merr.;Cagayan
0;Mitrephora;reflexa;0;0;Adduru, M;96;nan;96;nan;01/05/1917 - 18/06/1917;1;5;1917;nan;nan;;;;PH;Philippines;0;Littoc. Vicinity of Peñablanca, Cagayan Province, Luzon.;0;121.9;17.6167;0;0;P01967891;P01967891;Adduru;Adduru, Marcelo;Philippines;0;0.0;Adduru, M.;;PHL;nan;nan;nan;;ACCEPTED;Mitrephora reflexa;https://ipni.org/n/74037-1;;;;;;;;;;Mitrephora reflexa;Merr.;Cagayan
Marsypopetalum pallidum (Blume) Backer;Marsypopetalum;pallidum;0;0;Adriansyah;"Adriansyah; Boestani, AN AA 2197 , Adriansyah; Boestani, AN AA 2197 ";Adriansyah;2197.0;nan;0;29;4;1998;Xue, B, Xue, B;2011-10-01T00:00:00;1;10;2011;ID;Indonesia;0;East Kalimantan, P.T. Kalimanis area, Berau, Makajang.;0;117.65;1.9;nan, nan;Botany, Botany;L1756801, L1756801;L.1756801, L.1756801;Adriansyah;Adriansyah;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia microtus Miq.;Polyalthia;microtus;0;0;Afriastini, JJ;Afriastini, JJ  115 , Afriastini, JJ  115 ;Afriastini;115.0;nan;0;28;9;1979;nan, nan;nan;;;;ID;Indonesia;0;Borneo, Wanariset, Balikpapan, East Kalimantan;0;116.933333;-0.983333;nan, nan;Botany, Botany;L1767199, L1767199;L.1767199, L.1767199;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia Blume;Polyalthia;nan;0;0;Afriastini, JJ;Afriastini, JJ  1237 ;Afriastini;1237.0;nan;0;5;11;1983;nan;nan;;;;ID;Indonesia;0;Java, Nusa Barung Isl., E Java;0;113.333333;-8.466667;nan;Botany;L1764025;L.1764025;Afriastini;Afriastini, J. J.;Indonesia;0;0.0;Afriastini JJ;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;.con;;;False;;;
Anomianthus dulcis (Dunal) J.Sinclair;Anomianthus;dulcis;0;0;Afriastini, JJ;Afriastini, JJ  1475 , Afriastini, JJ  1475 ;Afriastini;1475.0;nan;0;19;2;1984;Kessler, PJA, Kessler, PJA;1988-07-19T00:00:00;19;7;1988;ID;Indonesia;0;Java, Baluran National Park, E. Java.;0;114.360277;-7.846944;nan, nan;Botany, Botany;L1760788, L1760788;L.1760788, L.1760788;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Uvaria rufa (Dunal) Blume;Uvaria;rufa;0;0;Afriastini, JJ;Afriastini, JJ  1476 , Afriastini, JJ  1476 ;Afriastini;1476.0;nan;0;19;2;1984;nan, nan;2002-05-22T00:00:00;22;5;2002;ID;Indonesia;0;Java, Baluran National Park, E.Java.;0;114.360277;-7.846944;nan, nan;Botany, Botany;L0192761, L0192761;L  0192761, L  0192761;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Uvaria L.;Uvaria;nan;0;0;Afriastini, JJ;Afriastini, JJ  1570 ;Afriastini;1570.0;nan;0;18;4;1984;Kessler, PJA;1988-04-01T00:00:00;1;4;1988;ID;Indonesia;0;Flores, Bukit wato, Larantuka, E. Flores.;0;122.091667;-8.675;nan;Botany;L1768182;L.1768182;Afriastini;Afriastini, J. J.;Indonesia;0;0.0;Afriastini JJ;Kessler PJA;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Uvaria L.;Uvaria;nan;0;0;Afriastini, JJ;Afriastini, JJ  1660 ;Afriastini;1660.0;nan;0;1;5;1984;nan;nan;;;;ID;Indonesia;0;Flores, Watokobu, Nagawutung, Lowoleba;0;122.091667;-8.675;nan;Botany;L1768213;L.1768213;Afriastini;Afriastini, J. J.;Indonesia;0;0.0;Afriastini JJ;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Desmos Lour.;Desmos;nan;0;0;Afriastini, JJ;Afriastini, JJ  1898 ;Afriastini;1898.0;nan;0;1;7;1992;Afriastini, JJ;nan;;;;ID;Indonesia;0;Siberut Island;0;98.92;-1.33;nan;Botany;L1760645;L.1760645;Afriastini;Afriastini, J. J.;Indonesia;0;0.0;Afriastini JJ;Afriastini JJ;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;cauliflora;0;0;Afriastini, JJ;Afriastini, JJ  1915 , Afriastini, JJ  1915 ;Afriastini;1915.0;nan;0;1;7;1992;nan, nan;nan;;;;ID;Indonesia;0;Sumatra, Teiteibati Nat. Reserve, Siberut Island.;0;99.210974;-1.597869;nan, nan;Botany, Botany;L1758140, L1758140;L.1758140, L.1758140;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus longistaminus R.M.K.Saunders;Goniothalamus;longistaminus;0;0;Afriastini, JJ;Afriastini, JJ  2378 , Afriastini, JJ  2378 ;Afriastini;2378.0;nan;0;19;5;1993;Saunders, RMK, Saunders, RMK;2002-05-01T00:00:00;1;5;2002;ID;Indonesia;0;Sumatra, Sibul-buali via Bulumario, Sipirok, S Sumatra.;0;99.266667;1.616667;nan, nan;Botany, Botany;L3966155, L3966155;L.3966155, L.3966155;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus longistaminus R.M.K.Saunders;Goniothalamus;longistaminus;0;0;Afriastini, JJ;Afriastini, JJ  2481 , Afriastini, JJ  2481 ;Afriastini;2481.0;nan;0;24;5;1993;Saunders, RMK, Saunders, RMK;2002-05-01T00:00:00;1;5;2002;ID;Indonesia;0;Sibual-Buali via Bulumario, Sipirok, S. Sumatra.;0;99.266667;1.616667;nan, nan;Botany, Botany;L3966156, L3966156;L.3966156, L.3966156;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus longistaminus R.M.K.Saunders;Goniothalamus;longistaminus;0;0;Afriastini, JJ;Afriastini, JJ  2502 , Afriastini, JJ  2502 , Afriastini, JJ  2502 , Afriastini, JJ  2502 ;Afriastini;2502.0;nan;0;24;5;1993;nan, nan, nan, nan;nan;;;;ID;Indonesia;0;Sibual-bueli via Bulumario, Sipirok,  S. Sumatra.;0;99.266667;1.616667;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L0180061, L0180060, L0180061, L0180060;L  0180061, L  0180060, L  0180061, L  0180060;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;cauliflora;0;0;Afriastini, JJ;Afriastini, JJ  2503 , Afriastini, JJ  2503 ;Afriastini;2503.0;nan;0;24;5;1993;nan, nan;nan;;;;ID;Indonesia;0;Sibual-buali via Bulumario, Sipirok, S. Sumatra;0;99.266667;1.616667;nan, nan;Botany, Botany;L1758187, L1758187;L.1758187, L.1758187;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;cauliflora;0;0;Afriastini, JJ;Afriastini, JJ  2539 , Afriastini, JJ  2539 ;Afriastini;2539.0;nan;0;30;5;1993;nan, nan;nan;;;;ID;Indonesia;0;Sibual - buali via Labuan Rasoki Julu, Sipirok, S. Sumatra;0;99.266667;1.616667;nan, nan;Botany, Botany;L1758186, L1758186;L.1758186, L.1758186;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;cauliflora;0;0;Afriastini, JJ;Afriastini, JJ  2601 , Afriastini, JJ  2601 ;Afriastini;2601.0;nan;0;9;10;1993;nan, nan;nan;;;;ID;Indonesia;0;nan;0;102.266667;-3.8;nan, nan;Botany, Botany;L1758188, L1758188;L.1758188, L.1758188;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;sumatrana;0;0;Afriastini, JJ;Afriastini, JJ  2608 , Afriastini, JJ  2608 ;Afriastini;2608.0;nan;0;10;10;1993;nan, nan;nan;;;;ID;Indonesia;0;Sumatra, Ketahun River, Kec. Ketahun, Bengkulu;0;102.266667;-3.8;nan, nan;Botany, Botany;L1756741, L1756741;L.1756741, L.1756741;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;sumatrana;0;0;Afriastini, JJ;Afriastini, JJ  2627 , Afriastini, JJ  2627 ;Afriastini;2627.0;nan;0;12;10;1993;nan, nan;nan;;;;ID;Indonesia;0;Sumatra, S. Ketahun, Kec. Ketahun, Bengkulu.;0;102.266667;-3.8;nan, nan;Botany, Botany;L1756743, L1756743;L.1756743, L.1756743;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Sageraea lanceolata Miq.;Sageraea;lanceolata;0;0;Afriastini, JJ;Afriastini, JJ  2707 , Afriastini, JJ  2707 ;Afriastini;2707.0;nan;0;23;5;1994;Afriastini, JJ, Afriastini, JJ;nan;;;;ID;Indonesia;0;Kec. Sikabaluan, N. Siberut;0;98.92;-1.33;nan, nan;Botany, Botany;L1764869, L1764869;L.1764869, L.1764869;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia Blume;Polyalthia;nan;0;0;Afriastini, JJ;Afriastini, JJ  2723 ;Afriastini;2723.0;nan;0;24;5;1994;Afriastini, JJ;nan;;;;ID;Indonesia;0;Siberut (Sumatra Mentawai), G. Simapipit, Kec. Sikabaluan, n. Siberut;0;99.210974;-1.597869;nan;Botany;L1763610;L.1763610;Afriastini;Afriastini, J. J.;Indonesia;0;0.0;Afriastini JJ;Afriastini JJ;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Desmos Lour.;Desmos;nan;0;0;Afriastini, JJ;Afriastini, JJ  2757 ;Afriastini;2757.0;nan;0;28;5;1994;Afriastini, JJ;nan;;;;ID;Indonesia;0;Siberut (Sumatra Mentawai)Leleu Silipang, Malancan, N. Siberut.;0;99.210974;-1.597869;nan;Botany;L1760565;L.1760565;Afriastini;Afriastini, J. J.;Indonesia;0;0.0;Afriastini JJ;Afriastini JJ;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Pseuduvaria oxycarpa (Boerl. ex Koord.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;oxycarpa;0;0;Afriastini, JJ;"Afriastini, JJ; Rohajawati  2876 , Afriastini, JJ; Rohajawati  2876 ";Afriastini;2876.0;nan;0;23;12;1994;Su, YCF, Su, YCF;2005-10-01T00:00:00;1;10;2005;ID;Indonesia;0;Desa TulaboloKec. Suwawa, Kab. Gorontalo;0;123.4007;0.4578;nan, nan;Botany, Botany;L1764304, L1764304;L.1764304, L.1764304;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Orophea celebica (Blume) Miq.;Orophea;celebica;0;0;Afriastini, JJ;"Afriastini, JJ; Rohajawati  2932 , Afriastini, JJ; Rohajawati  2932 ";Afriastini;2932.0;nan;0;27;12;1994;Kessler, PJA, Kessler, PJA;2002-09-01T00:00:00;1;9;2002;ID;Indonesia;0;T.N. Dumoga Bone, Lombongo, Kec. Suwawa, Kab. Gorontalo, Sulawesi Utara;0;123.1785;0.5385;nan, nan;Botany, Botany;L1757829, L1757829;L.1757829, L.1757829;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Anaxagorea luzonensis A.Gray;Anaxagorea;luzonensis;0;0;Afriastini, JJ;"Afriastini, JJ; Rohajawati  2976 , Afriastini, JJ; Rohajawati  2976 ";Afriastini;2976.0;nan;0;30;12;1994;Kessler, PJA, Kessler, PJA;nan;;;;ID;Indonesia;0;Desa TombolilatoKec. Bone Pantai, Kab. gorontalo.Sulawesi Utara;0;123.68;0.5606;nan, nan;Botany, Botany;L1744530, L1744530;L.1744530, L.1744530;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Uvaria cordata (Dunal) Alston;Uvaria;littoralis;0;0;Afriastini, JJ;Afriastini, JJ  304 , Afriastini, JJ  304 ;Afriastini;304.0;nan;0;23;2;1982;nan, nan;nan;;;;ID;Indonesia;0;Borneo, Mentaya I..ir Utara, Sampit, C. Kalimantan;0;112.35;-1.483333;nan, nan;Botany, Botany;L0195602, L0195602;L  0195602, L  0195602;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;obliqua;0;0;Afriastini, JJ;Afriastini, JJ  370 , Afriastini, JJ  370 ;Afriastini;370.0;nan;0;26;2;1982;Turner, IM, Turner, IM;2009-11-01T00:00:00;1;11;2009;ID;Indonesia;0;Borneo, Kualakuayan, Sei Sampit, C. Borneo;0;112.95;-2.533333;nan, nan;Botany, Botany;L1767328, L1767328;L.1767328, L.1767328;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;nan;0;0;Afriastini, JJ;Afriastini, JJ  743 ;Afriastini;743.0;nan;0;11;2;1983;nan;nan;;;;ID;Indonesia;0;Sumatra, Bukit Palelawan NR, S. Sumatra.;0;103.8436;-4.9273;nan;Botany;L3965528;L.3965528;Afriastini;Afriastini, J. J.;Indonesia;0;0.0;Afriastini JJ;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Polyalthia cauliflora var. beccarii (King) J.Sinclair;Polyalthia;cauliflora;0;0;Afriastini, JJ;Afriastini, JJ  758 , Afriastini, JJ  758 ;Afriastini;758.0;nan;0;11;2;1983;nan, nan;nan;;;;ID;Indonesia;0;Sumatra, Bukit Palelawan NR, S Sumatra;0;103.8436;-4.9273;nan, nan;Botany, Botany;L1758142, L1758142;L.1758142, L.1758142;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;0;0;Afriastini, JJ;Afriastini, JJ  765 , Afriastini, JJ  765 , Afriastini, JJ  765 , Afriastini, JJ  765 ;Afriastini;765.0;nan;0;11;2;1983;Heusden, ECH van, Heusden, ECH van, Heusden, ECH van, Heusden, ECH van;nan;;;;ID;Indonesia;0;Sumatra, Bukit Palelawan NR, S Sumatra;0;103.8436;-4.9273;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1756983, L1756984, L1756983, L1756984;L.1756983, L.1756984, L.1756983, L.1756984;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Orophea corymbosa (Blume) Miq.;Orophea;corymbosa;0;0;Afriastini, JJ;Afriastini, JJ  800 A, Afriastini, JJ  800 A;Afriastini;800.0;A;0;16;2;1983;Kessler, PJA, Kessler, PJA;1987-10-01T00:00:00;1;10;1987;ID;Indonesia;0;Sumatra Bukit Palelawan NR, S. Sumatra.;0;103.8436;-4.9273;nan, nan;Botany, Botany;L1766438, L1766438;L.1766438, L.1766438;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Artabotrys suaveolens (Blume) Blume;Artabotrys;suaveolens;0;0;Afriastini, JJ;Afriastini, JJ  881 , Afriastini, JJ  881 ;Afriastini;881.0;nan;0;24;4;1983;nan, nan;nan;;;;ID;Indonesia;0;Borneo, Nanga Era - Putusibau, W. Borneo.;0;113.1667;0.7667;nan, nan;Botany, Botany;L1749757, L1749757;L.1749757, L.1749757;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Mitrephora glabra Scheff.;Mitrephora;glabra;0;0;Afriastini, JJ;Afriastini, JJ  938 , Afriastini, JJ  938 ;Afriastini;938.0;nan;0;24;4;1983;Weerasooriya, AD, Weerasooriya, AD;1999-09-01T00:00:00;1;9;1999;ID;Indonesia;0;Indonesia. Borneo, Nanga Era - Putusibau, W. Borneo.;0;113.1667;0.7667;nan, nan;Botany, Botany;L1757412, L1757412;L.1757412, L.1757412;Afriastini;Afriastini, J. J.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
0;Uvaria;ovalifolia;0;0;Agama, J;1071;nan;1071;nan;01/11/1920 - 30/11/1920;1;11;1920;nan;nan;;;;not found;Malaisie;0;British North Borneo;0;;;0;0;P00248495;P00248495;Agama;Agama, José;Malaysia, Philippines;0;0.0;Agama, J.;;not found;nan;nan;nan;;SYNONYM;Uvaria littoralis;https://ipni.org/n/75873-1;;;;;;;;;;Uvaria ovalifolia;(Blume) Blume;Sabah
0;Neo-uvaria;acuminatissima;0;0;Agama, J;nan;nan;nan;nan;01/10/1914 - 30/11/1914;1;10;1914;nan;nan;;;;PH;Philippines;0;Philippines. Lanao District, Mindanao;0;124.113;7.912;0;0;P00267950;P00267950;Agama;Agama, José;Malaysia, Philippines;0;0.0;Agama, J.;;PHL;nan;nan;nan;;ACCEPTED;Neo-uvaria acuminatissima;https://ipni.org/n/74172-1;;;;;;;;;;Neo-uvaria acuminatissima;(Miq.) Airy Shaw;Lanao del Norte
Miliusa horsfieldii (Benn.) Pierre;Miliusa;horsfieldii;0;0;Agung;Agung  5 , Agung  5 ;Agung;5.0;nan;0;7;9;1994;Mols, JB, Mols, JB;2004-03-01T00:00:00;1;3;2004;ID;Indonesia;0;Indonesia, Java, Java Timor, Kebon Raya Purwodadi.;0;110.9;-7.083333;nan, nan;Botany, Botany;L2109242, L2109242;L.2109242, L.2109242;Agung;Agung;nan;nan;;;;;;;;;;;;;;;;;;;;;;;
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;nan;0;0;Agung;Agung  6 ;Agung;6.0;nan;0;7;9;1994;Kessler, PJA;nan;;;;ID;Indonesia;0;Indonesia, Java, Java Timur, Kebon Raya Purwodadi.;0;112.7252;-7.8105;nan;Botany;L1762228;L.1762228;Agung;Agung;nan;nan;0.0;Agung;Kessler PJA;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
0;Fissistigma;manubriatum;0;0;Ahamad;nan;nan;nan;nan;29/05/1949 - 29/05/1949;29;5;1949;Sinclair, J;nan;;;;not found;Singapour;0;Malay Peninsula. Choa Chu Kang, Singapore.;0;103.743728;1.3892601;0;0;P01954630;P01954630;Ahamad;Haji Mahamad, Aini bin;Malaysia;0;0.0;Ahamad;Sinclair, J.;not found;nan;nan;nan;;ACCEPTED;Fissistigma manubriatum;https://ipni.org/n/73042-1;;;;;;;;;;Fissistigma manubriatum;(Hook.f. & Thomson) Merr.;North-West
0;Uvaria;rufa;0;0;Ahern;3137;nan;3137;nan;01/05/1905 - 30/06/1905;1;5;1905;nan;nan;;;;PH;Philippines;0;Philippines. Province of Rizal, Luzon.;0;121.25;14.65;0;0;P00142681;P00142681;Ahern;Ahern, George Patrick;Philippines;0;0.0;Ahern;;PHL;nan;nan;nan;;SYNONYM;Pyramidanthe prismatica;https://ipni.org/n/75912-1;;;;;;;;;;Uvaria rufa;(Hook.f. & Thomson) Merr.;Rizal
0;Mitrephora;reflexa;0;0;Ahern;nan;nan;nan;nan;01/03/1905 - 31/03/1905;1;3;1905;nan;nan;;;;PH;Philippines;0;Philippines. Province of Rizal, Luzon.;0;121.25;14.65;0;0;P00389822;P00389822;Ahern;Ahern, George Patrick;Philippines;0;0.0;Ahern;;PHL;nan;nan;nan;;ACCEPTED;Mitrephora reflexa;https://ipni.org/n/74037-1;;;;;;;;;;Mitrephora reflexa;Merr.;Rizal
0;Miliusa;vidalii;0;0;Ahern;nan, nan;nan;nan;nan;01/04/1904 - 30/04/1904;1;4;1904;Mols, JB, nan;01/03/2004 - 31/03/2004;1;3;2004;PH;Philippines;0;Philippine Forest. Antipolo, Province of Rizal, Luzon;0;121.20768055;14.6130131;0, 0;0, 0;P00160920, P00372684;P00160920, P00372684;Ahern;Ahern, George Patrick;Philippines;0;;;;;;;;;;;;;;;;;;;;;;;
0;Desmos;dubius;0;0;Ai, L;nan;nan;nan;nan;08/08/1922 - 08/08/1922;8;8;1922;Wun, NK;01/08/2010 - 31/08/2010;1;8;2010;not found;Thaïlande;0;Doi Sutep;0;98.921;18.804;0;0;P00234249;P00234249;Ai;Ai, L;nan;nan;0.0;Lung Ai;Ng Kwok Wun;not found;nan;nan;nan;;SYNONYM;Polyalthia suthepensis;https://ipni.org/n/72780-1;;;;;;;;;;Desmos dubius;Wiya & Chaowasku;Chiang Mai(เชียงใหม่)
0;Cyathocalyx;philippinensis;0;0;Alambra, F;27414;nan;27414;nan;01/12/1918 - 31/12/1918;1;12;1918;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;PH;Philippines;0;Philippines. Paracale. Camarines Province. Luzon;0;122.7873227;14.2795995;0;0;P01984327;P01984327;Alambra;Alambra, F.;Philippines;0;0.0;Alambra, F.;Kessler, P.;PHL;nan;nan;nan;;SYNONYM;Drepananthus acuminatus;https://ipni.org/n/72675-1;;;;;;;;;;Cyathocalyx philippinensis;(C.B.Rob.) Survesw. & R.M.K.Saunders;Camarines Norte
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;sumatrana;0;0;Albertus;Albertus  13 , Albertus  13 ;Albertus;13.0;nan;0;8;3;2000;nan, nan;nan;;;;ID;Indonesia;0;West Kalimantan, Kapuas Hulu, Harongon (Sub Mendalam river's).;0;113.316667;1.1;nan, nan;Botany, Botany;L1756956, L1756956;L.1756956, L.1756956;Albertus;Albertus, C. G.;California;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;malayanus;0;0;Albertus;Albertus  17 , Albertus  17 ;Albertus;17.0;nan;0;8;3;2000;Ambriansyah, Ambriansyah;2000-03-01T00:00:00;1;3;2000;ID;Indonesia;0;West Kalimantan, Kapuas Hulu, Harongon (Sub Mendalam river's).;0;113.316667;1.1;nan, nan;Botany, Botany;L1765471, L1765471;L.1765471, L.1765471;Albertus;Albertus, C. G.;California;0;;;;;;;;;;;;;;;;;;;;;;;
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;borneensis;0;0;Albertus;"Albertus; Sidiyasa, K; Priyono; Mujianto  2280 , Albertus; Sidiyasa, K; Priyono; Mujianto  2280 ";Albertus;2280.0;nan;0;20;10;2000;Sidiyasa, K, Sidiyasa, K;2000-10-01T00:00:00;1;10;2000;ID;Indonesia;0;Indonesia. West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0;110.966667;0.683333;nan, nan;Botany, Botany;L1744735, L1744735;L.1744735, L.1744735;Albertus;Albertus, C. G.;California;0;;;;;;;;;;;;;;;;;;;;;;;
