scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;genus_old;specific_epithet_old
Cyathocalyx apoensis (Elmer) J.Sinclair;Drepananthus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13625 ;1;8;1912;Wang, R;2001-08-01T00:00:00;<NA>;Botany;U.1067861;0;0;0;Elmer;;0;1;8;2001;0;0;0;U1067861;13625;apoensis;Elmer ADE;Wang R;Elmer;Drepananthus;apoensis
Cyathocalyx apoensis (Elmer) J.Sinclair;Drepananthus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13625 ;1;8;1912;Wang, R;2001-08-01T00:00:00;<NA>;Botany;L.1753748;0;0;0;Elmer;;0;1;8;2001;0;0;0;L1753748;13625;apoensis;Elmer ADE;Wang R;Elmer;Drepananthus;apoensis
Polyalthia agusanensis (Elmer) Merr.;Hubera;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13654 ;1;9;1912;nan;<NA>;<NA>;Botany;U  0147304;0;0;0;Elmer;;0;;;;0;0;0;U0147304;13654;jenkinsii;Elmer ADE;<NA>;Elmer;Hubera;jenkinsii
Polyalthia agusanensis (Elmer) Merr.;Hubera;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13654 ;1;9;1912;nan;<NA>;<NA>;Botany;L  0038106;0;0;0;Elmer;;0;;;;0;0;0;L0038106;13654;jenkinsii;Elmer ADE;<NA>;Elmer;Hubera;jenkinsii
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13727 ;1;9;1912;Mols, JB;1998-04-01T00:00:00;<NA>;Botany;U  0008086;0;0;0;Elmer;;0;1;4;1998;0;0;0;U0008086;13727;ophthalmicus;Elmer ADE;Mols JB;Elmer;Phaeanthus;ophthalmicus
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13727 ;1;9;1912;Mols, JB;1998-04-01T00:00:00;<NA>;Botany;L  0046153;0;0;0;Elmer;;0;1;4;1998;0;0;0;L0046153;13727;ophthalmicus;Elmer ADE;Mols JB;Elmer;Phaeanthus;ophthalmicus
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Mount Urdaneta;9.1219;125.5375;Elmer, ADE;13727;;9;1912;nan;<NA>;NHMUK;BOT;BM000099285;0;0;0;;;0;;;;0;0;0;BM000099285;13727;ophthalmicus;Adolph Daniel Edward Elmer;<NA>;Elmer;Phaeanthus;ophthalmicus
Mitrephora pictiflora Elmer;Mitrephora;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13731 ;1;9;1912;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;U  0017046;0;0;0;Elmer;;0;1;3;2001;0;0;0;U0017046;13731;pictiflora;Elmer ADE;Weerasooriya AD;Elmer;Mitrephora;pictiflora
Mitrephora pictiflora Elmer;Mitrephora;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13731 ;1;9;1912;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L  0064604;0;0;0;Elmer;;0;1;3;2001;0;0;0;L0064604;13731;pictiflora;Elmer ADE;Weerasooriya AD;Elmer;Mitrephora;pictiflora
Mitrephora pictiflora Elmer;Mitrephora;PH;Mount Urdaneta;9.1219;125.5375;Elmer, ADE;13731;;9;1912;Weerasooriya, A;<NA>;NHMUK;BOT;BM000560258;0;0;0;;;0;;;;0;0;0;BM000560258;13731;pictiflora;Adolph Daniel Edward Elmer;Weerasooriya, A.;Elmer;Mitrephora;pictiflora
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13830 ;1;9;1912;nan;<NA>;<NA>;Botany;U  0045101;0;0;0;Elmer;;0;;;;0;0;0;U0045101;13830;epiphyticus;Elmer ADE;<NA>;Elmer;Goniothalamus;epiphyticus
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13830 ;1;9;1912;nan;<NA>;<NA>;Botany;L  0182437;0;0;0;Elmer;;0;;;;0;0;0;L0182437;13830;epiphyticus;Elmer ADE;<NA>;Elmer;Goniothalamus;epiphyticus
Uvaria cordata (Dunal) Alston;Uvaria;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13880 ;1;9;1912;Meade, CV;2000-07-01T00:00:00;<NA>;Botany;U  0000432;0;0;0;Elmer;;0;1;7;2000;0;0;0;U0000432;13880;littoralis;Elmer ADE;Meade CV;Elmer;Uvaria;littoralis
Uvaria cordata (Dunal) Alston;Uvaria;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13880 ;1;9;1912;Meade, CV;2000-07-01T00:00:00;<NA>;Botany;L  0190815;0;0;0;Elmer;;0;1;7;2000;0;0;0;L0190815;13880;littoralis;Elmer ADE;Meade CV;Elmer;Uvaria;littoralis
Uvaria leytensis (Elmer) Merr.;Uvaria;PH;Mount Urdaneta;9.1219;125.5375;Elmer, ADE;13880;;9;1912;nan;<NA>;NHMUK;BOT;BM000632907;0;0;0;;;0;;;;0;0;0;BM000632907;13880;littoralis;Adolph Daniel Edward Elmer;<NA>;Elmer;Uvaria;concava
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13931 ;1;9;1912;Xue, B;2012-10-01T00:00:00;<NA>;Botany;U  0008514;0;0;0;Elmer;;0;1;10;2012;0;0;0;U0008514;13931;lanceolata;Elmer ADE;Xue B;Elmer;Haplostichanthus;lanceolata
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13931 ;1;9;1912;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L  0037976;0;0;0;Elmer;;0;1;10;2012;0;0;0;L0037976;13931;lanceolata;Elmer ADE;Xue B;Elmer;Haplostichanthus;lanceolata
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13933 ;1;9;1912;nan;<NA>;<NA>;Botany;U.1073508;0;0;0;Elmer;;0;;;;0;0;0;U1073508;13933;elmeri;Elmer ADE;<NA>;Elmer;Goniothalamus;elmeri
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13933 ;1;9;1912;nan;<NA>;<NA>;Botany;L.3966184;0;0;0;Elmer;;0;;;;0;0;0;L3966184;13933;elmeri;Elmer ADE;<NA>;Elmer;Goniothalamus;elmeri
Friesodielsia paucinervia (Merr.) Steenis;Meiogyne;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13946 ;1;9;1912;nan;<NA>;<NA>;Botany;U.1072543;0;0;0;Elmer;;0;;;;0;0;0;U1072543;13946;virgata;Elmer ADE;<NA>;Elmer;Meiogyne;virgata
Friesodielsia paucinervia (Merr.) Steenis;Meiogyne;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13946 ;1;9;1912;nan;<NA>;<NA>;Botany;L.1765159;0;0;0;Elmer;;0;;;;0;0;0;L1765159;13946;virgata;Elmer ADE;<NA>;Elmer;Meiogyne;virgata
Friesodielsia paucinervia (Merr.) Steenis;Meiogyne;PH;Mount Urdaneta;9.1219;125.5375;Elmer, ADE;13946;;9;1912;Turner, IM;<NA>;NHMUK;BOT;BM001121314;0;0;0;;;0;;;;0;0;0;BM001121314;13946;virgata;Adolph Daniel Edward Elmer;Ian Mark Turner;Elmer;Meiogyne;virgata
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13984 ;1;10;1912;Heusden, ECH van;<NA>;<NA>;Botany;U  0045325;0;0;0;Elmer;;0;;;;0;0;0;U0045325;13984;virgata;Elmer ADE;Heusden ECH van;Elmer;Meiogyne;virgata
Meiogyne lucida Elmer;Meiogyne;PH;Mount Urdaneta;9.1219;125.5375;Elmer, ADE;13984;;10;1912;nan;<NA>;NHMUK;BOT;BM000632904;0;0;0;;;0;;;;0;0;0;BM000632904;13984;virgata;Adolph Daniel Edward Elmer;<NA>;Elmer;Meiogyne;virgata
Orophea cumingiana S.Vidal;Orophea;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13985 ;1;10;1912;Kessler, PJA;1984-03-01T00:00:00;<NA>;Botany;U  0000353;0;0;0;Elmer;;0;1;3;1984;0;0;0;U0000353;13985;cumingiana;Elmer ADE;Kessler PJA;Elmer;Orophea;cumingiana
Orophea cumingiana S.Vidal;Orophea;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13985 ;1;10;1912;Kessler, PJA;1984-03-01T00:00:00;<NA>;Botany;L  0038068;0;0;0;Elmer;;0;1;3;1984;0;0;0;L0038068;13985;cumingiana;Elmer ADE;Kessler PJA;Elmer;Orophea;cumingiana
Orophea cumingiana S.Vidal;Orophea;PH;Mount Urdaneta;9.1219;125.5375;Elmer, ADE;13985;;10;1912;nan;<NA>;NHMUK;BOT;BM000553887;0;0;0;;;0;;;;0;0;0;BM000553887;13985;cumingiana;Adolph Daniel Edward Elmer;<NA>;Elmer;Orophea;cumingiana
Pseuduvaria unguiculata (Elmer) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13987 ;1;10;1912;Su, YCF;2001-09-01T00:00:00;<NA>;Botany;U  0000341;0;0;0;Elmer;;0;1;9;2001;0;0;0;U0000341;13987;unguiculata;Elmer ADE;Su YCF;Elmer;Pseuduvaria;unguiculata
Pseuduvaria unguiculata (Elmer) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13987 ;1;10;1912;Su, YCF;2001-09-01T00:00:00;<NA>;Botany;L  0038170;0;0;0;Elmer;;0;1;9;2001;0;0;0;L0038170;13987;unguiculata;Elmer ADE;Su YCF;Elmer;Pseuduvaria;unguiculata
Pseuduvaria unguiculata (Elmer) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Mount Urdaneta;9.1219;125.5375;Elmer, ADE;13987;;10;1912;nan;<NA>;NHMUK;BOT;BM000560259;0;0;0;;;0;;;;0;0;0;BM000560259;13987;unguiculata;Adolph Daniel Edward Elmer;<NA>;Elmer;Pseuduvaria;unguiculata
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of gusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  14024 ;1;10;1912;Salleh, KM;<NA>;<NA>;Botany;L.2067140;0;0;0;Elmer;;0;;;;0;0;0;L2067140;14024;philippinensis;Elmer ADE;Salleh KM;Elmer;Goniothalamus;philippinensis
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of gusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  14024 ;1;10;1912;Salleh, KM;<NA>;<NA>;Botany;U  0045115;0;0;0;Elmer;;0;;;;0;0;0;U0045115;14024;philippinensis;Elmer ADE;Salleh KM;Elmer;Goniothalamus;philippinensis
Popowia pisocarpa (Blume) Endl.;Popowia;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of gusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  14035 ;1;10;1912;nan;<NA>;<NA>;Botany;U.1080073;0;0;0;Elmer;;0;;;;0;0;0;U1080073;14035;pisocarpa;Elmer ADE;<NA>;Elmer;Popowia;pisocarpa
Popowia pisocarpa (Blume) Endl.;Popowia;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of gusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  14035 ;1;10;1912;nan;<NA>;<NA>;Botany;L.1759061;0;0;0;Elmer;;0;;;;0;0;0;L1759061;14035;pisocarpa;Elmer ADE;<NA>;Elmer;Popowia;pisocarpa
Neo-uvaria viridifolia (Elmer) Chaowasku;Neo-Uvaria;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  14184 ;1;10;1912;Chaowasku, T;<NA>;<NA>;Botany;L.4293364;0;0;0;Elmer;;0;;;;0;0;0;L4293364;14184;acuminatissima;Elmer ADE;Chaowasku T;Elmer;Neo-Uvaria;acuminatissima
Neo-uvaria viridifolia (Elmer) Chaowasku;Neo-Uvaria;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  14184 ;1;10;1912;Chaowasku, T;<NA>;<NA>;Botany;L  0038049;0;0;0;Elmer;;0;;;;0;0;0;L0038049;14184;acuminatissima;Elmer ADE;Chaowasku T;Elmer;Neo-Uvaria;acuminatissima
Neo-uvaria viridifolia (Elmer) Chaowasku;Neo-Uvaria;PH;Mount Urdaneta;9.1219;125.5375;Elmer, ADE;14184;;10;1912;Chaowasku, T;<NA>;NHMUK;BOT;BM000759449;0;0;0;;;0;;;;0;0;0;BM000759449;14184;acuminatissima;Adolph Daniel Edward Elmer;Tanawat Chaowasku;Elmer;Neo-Uvaria;acuminatissima
Artabotrys stolonifera Elmer;Artabotrys;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  14610 ;1;10;1915;nan;<NA>;<NA>;Botany;U  0000241;0;0;0;Elmer;;0;;;;0;0;0;U0000241;14610;stolonifera;Elmer ADE;<NA>;Elmer;Artabotrys;stolonifera
Artabotrys stolonifera Elmer;Artabotrys;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  14610 ;1;10;1915;nan;<NA>;<NA>;Botany;L.1749463;0;0;0;Elmer;;0;;;;0;0;0;L1749463;14610;stolonifera;Elmer ADE;<NA>;Elmer;Artabotrys;stolonifera
Orophea cumingiana S.Vidal;Orophea;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  14624 ;1;10;1915;Kessler, PJA;1984-01-01T00:00:00;<NA>;Botany;U  0000350;0;0;0;Elmer;;0;1;1;1984;0;0;0;U0000350;14624;cumingiana;Elmer ADE;Kessler PJA;Elmer;Orophea;cumingiana
Orophea cumingiana S.Vidal;Orophea;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  14624 ;1;10;1915;Kessler, PJA;1984-01-01T00:00:00;<NA>;Botany;L  0038063;0;0;0;Elmer;;0;1;1;1984;0;0;0;L0038063;14624;cumingiana;Elmer ADE;Kessler PJA;Elmer;Orophea;cumingiana
Orophea cumingiana S.Vidal;Orophea;PH;Mt. Bulusan;12.7669;124.0561;Elmer, ADE;14624;;10;1915;Kessler, PJA ;<NA>;NHMUK;BOT;BM000553884;0;0;0;;;0;;;;0;0;0;BM000553884;14624;cumingiana;Adolph Daniel Edward Elmer;P. J. A. Kessler;Elmer;Orophea;cumingiana
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  14932 ;1;11;1915;nan;<NA>;<NA>;Botany;L.3966192;0;0;0;Elmer;;0;;;;0;0;0;L3966192;14932;elmeri;Elmer ADE;<NA>;Elmer;Goniothalamus;elmeri
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  14932 ;1;11;1915;nan;<NA>;<NA>;Botany;U.1073511;0;0;0;Elmer;;0;;;;0;0;0;U1073511;14932;elmeri;Elmer ADE;<NA>;Elmer;Goniothalamus;elmeri
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15166 ;1;11;1915;Xue, B;2012-10-01T00:00:00;<NA>;Botany;U.1090806;0;0;0;Elmer;;0;1;10;2012;0;0;0;U1090806;15166;lanceolata;Elmer ADE;Xue B;Elmer;Haplostichanthus;lanceolata
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15166 ;1;11;1915;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762663;0;0;0;Elmer;;0;1;10;2012;0;0;0;L1762663;15166;lanceolata;Elmer ADE;Xue B;Elmer;Haplostichanthus;lanceolata
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15166 ;1;11;1915;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.1762662;0;0;0;Elmer;;0;1;10;2012;0;0;0;L1762662;15166;lanceolata;Elmer ADE;Xue B;Elmer;Haplostichanthus;lanceolata
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15168 ;1;11;1915;Mols, JB;<NA>;<NA>;Botany;U.1090501;0;0;0;Elmer;;0;;;;0;0;0;U1090501;15168;ophthalmicus;Elmer ADE;Mols JB;Elmer;Phaeanthus;ophthalmicus
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15168 ;1;11;1915;Mols, JB;<NA>;<NA>;Botany;L.1758742;0;0;0;Elmer;;0;;;;0;0;0;L1758742;15168;ophthalmicus;Elmer ADE;Mols JB;Elmer;Phaeanthus;ophthalmicus
Orophea Blume;Orophea;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15197 ;1;11;1915;Kessler, PJA;1985-07-01T00:00:00;<NA>;Botany;U.1090745;0;0;0;Elmer;;0;1;7;1985;0;0;0;U1090745;15197;;Elmer ADE;Kessler PJA;Elmer;Orophea;
Orophea Blume;Orophea;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15197 ;1;11;1915;Kessler, PJA;1985-07-01T00:00:00;<NA>;Botany;L.1758909;0;0;0;Elmer;;0;1;7;1985;0;0;0;L1758909;15197;;Elmer ADE;Kessler PJA;Elmer;Orophea;
Friesodielsia lagunensis (Elmer) Steenis;Friesodielsia;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15298 ;1;11;1915;nan;<NA>;<NA>;Botany;L.4345948;0;0;0;Elmer;;0;;;;0;0;0;L4345948;15298;lagunensis;Elmer ADE;<NA>;Elmer;Friesodielsia;lagunensis
Friesodielsia lagunensis (Elmer) Steenis;Friesodielsia;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15298 ;1;11;1915;nan;<NA>;<NA>;Botany;U.1072533;0;0;0;Elmer;;0;;;;0;0;0;U1072533;15298;lagunensis;Elmer ADE;<NA>;Elmer;Friesodielsia;lagunensis
Friesodielsia lagunensis (Elmer) Steenis;Friesodielsia;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15298 ;1;11;1915;nan;<NA>;<NA>;Botany;L.1765243;0;0;0;Elmer;;0;;;;0;0;0;L1765243;15298;lagunensis;Elmer ADE;<NA>;Elmer;Friesodielsia;lagunensis
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15321 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;U.1073775;0;0;0;Elmer;;0;;;;0;0;0;U1073775;15321;virgata;Elmer ADE;Heusden ECH van;Elmer;Meiogyne;virgata
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15321 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;L.1765888;0;0;0;Elmer;;0;;;;0;0;0;L1765888;15321;virgata;Elmer ADE;Heusden ECH van;Elmer;Meiogyne;virgata
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15321 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;L.1765889;0;0;0;Elmer;;0;;;;0;0;0;L1765889;15321;virgata;Elmer ADE;Heusden ECH van;Elmer;Meiogyne;virgata
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15399 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;U.1080126;0;0;0;Elmer;;0;;;;0;0;0;U1080126;15399;mindorensis;Elmer ADE;Heusden ECH van;Elmer;Meiogyne;mindorensis
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15399 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;L  0037991;0;0;0;Elmer;;0;;;;0;0;0;L0037991;15399;mindorensis;Elmer ADE;Heusden ECH van;Elmer;Meiogyne;mindorensis
Annonaceae;<NA>;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15403 ;1;11;1915;Kessler, PJA;<NA>;<NA>;Botany;U.1072775;0;0;0;Elmer;;0;;;;0;0;0;U1072775;15403;;Elmer ADE;Kessler PJA;Elmer;<NA>;
Annonaceae;<NA>;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15403 ;1;11;1915;Kessler, PJA;<NA>;<NA>;Botany;L.1757843;0;0;0;Elmer;;0;;;;0;0;0;L1757843;15403;;Elmer ADE;Kessler PJA;Elmer;<NA>;
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15467 ;1;11;1915;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;U.1072777;0;0;0;Elmer;;0;1;8;2017;0;0;0;U1072777;15467;grandifolium;Elmer ADE;Nurmawati S;Elmer;Enicosanthum;grandifolium
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15467 ;1;11;1915;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1760949;0;0;0;Elmer;;0;1;8;2017;0;0;0;L1760949;15467;grandifolium;Elmer ADE;Nurmawati S;Elmer;Enicosanthum;grandifolium
Uvaria cardinalis Elmer;Uvaria;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15550 ;1;11;1915;nan;<NA>;<NA>;Botany;U.1074861;0;0;0;Elmer;;0;;;;0;0;0;U1074861;15550;grandiflora;Elmer ADE;<NA>;Elmer;Uvaria;grandiflora
Uvaria cardinalis Elmer;Uvaria;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15550 ;1;11;1915;nan;<NA>;<NA>;Botany;L.1770543;0;0;0;Elmer;;0;;;;0;0;0;L1770543;15550;grandiflora;Elmer ADE;<NA>;Elmer;Uvaria;grandiflora
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15555 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;U.1073769;0;0;0;Elmer;;0;;;;0;0;0;U1073769;15555;virgata;Elmer ADE;Heusden ECH van;Elmer;Meiogyne;virgata
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  15555 ;1;11;1915;Heusden, ECH van;<NA>;<NA>;Botany;L.1765890;0;0;0;Elmer;;0;;;;0;0;0;L1765890;15555;virgata;Elmer ADE;Heusden ECH van;Elmer;Meiogyne;virgata
