scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;orig_recby;orig_detby;to_check;to_check_det;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet
Friesodielsia glauca (Hook.f. & Thomson) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Lelilef. Temporary Transect.;0.476972;127.937889;Merello, M;"Mary Merello;Roji Mahroji;Dats Bawole;Malik Soleman";I Rachman (BO);detby_problem; (BO);Merello 3406;22;11;2012;Rachman, IA;2013-01-01T00:00:00;MO;MO;100547088;0;0;0;Merello;;0;1;1;2013;0;0;0;MO100547088;3406;glauca
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.;0.489333;127.908944;Merello, M;"Mary Merello;Roji Mahroji;Darius Loha";"I Rachman (BO) 2013; D.M.  Johnson (OWU)";detby_problem;" (BO) 2013; D.M.  Johnson (OWU)";Merello 3565;12;12;2012;Rachman, IA, Johnson, DM;2014-01-01T00:00:00;MO;MO;100551657;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100551657;3565;obtusifolia
Cyathocalyx biovulatus Boerl.;Drepananthus;ID;Central Halmahera. Weda Bay. Road to Bukit Limber KM 8.;0.519389;127.9985;Merello, M;"Mary Merello;Bahar Fabanyo;Darius Loha;Roji Mahroji";"I Rachman (BO) 2013; D.M.  Johnson (OWU)";detby_problem;" (BO) 2013; D.M.  Johnson (OWU)";Merello 3375;24;10;2012;Rachman, IA, Johnson, DM;2014-01-01T00:00:00;MO;MO;100543791;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100543791;3375;biovulatus
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.658556;127.973806;Merello, M;"Mary Merello;Iska Gushilman;Idris Haris;Darius Loha;Beli Eser";"I Rachman (BO) 2013; D.M. Johnson (OWU)";detby_problem;" (BO) 2013; D.M. Johnson (OWU)";Merello 3510;7;12;2012;Rachman, IA, Johnson, DM;2014-01-01T00:00:00;MO;MO;100551547;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100551547;3510;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Sake.;0.480833;127.997361;Merello, M;"Mary Merello;Tjut Bangun;Roji Mahroji;Bahar Fabanyo;Darius Loha";"I Rachman (BO) 2013; D.M. Johnson (OWU)";detby_problem;" (BO) 2013; D.M. Johnson (OWU)";Merello 3323;20;10;2012;Rachman, IA, Johnson, DM;2014-01-01T00:00:00;MO;MO;100534814;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100534814;3323;
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.488167;127.910917;Merello, M;"Mary Merello;Richard Razakamalala;Lalao Andriamahefarivo;Deby Arifiani;Roji Mahroji;Darius Loha";P. Kessler (L);detby_problem; (L);Merello 3597;14;12;2012;Kessler, PJA;2014-01-01T00:00:00;MO;MO;100552380;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100552380;3597;
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Halmahera. Weda Bay. Kao Rahai.;0.65625;127.972667;Merello, M;"Mary Merello;Iska Gushilman;Idris Haris;Darius Loha;Beli Eser";P. Kessler (L);detby_problem; (L);Merello 3514;7;12;2012;Kessler, PJA;2014-01-01T00:00:00;MO;MO;100551551;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100551551;3514;pisocarpa
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Tanjung Ulie.;0.477306;127.960806;Merello, M;"Mary Merello;Roji Mahroji;Darius Loha;Juwanda Jen";P. Kessler (L);detby_problem; (L);Merello 3393;19;11;2012;Kessler, PJA;2014-01-01T00:00:00;MO;MO;100544370;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100544370;3393;
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.658556;127.973806;Merello, MC;"Merello MC; Gushilman I; Haris I; Loha D; Eser B";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA";"Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B  3510 ";7;12;2012;Johnson, DM, Rachman, IA;<NA>;<NA>;Botany;L.3967703;0;0;0;Merello;;0;;;;0;0;0;L3967703;3510;
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.;0.489333;127.908944;Merello, MC;"Merello MC; Mahroji R; Loha D";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA";"Merello, MC; Mahroji, R; Loha, D  3565 ";12;12;2012;Johnson, DM, Rachman, IA;<NA>;<NA>;Botany;L.3968418;0;0;0;Merello;;0;;;;0;0;0;L3968418;3565;obtusifolia
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Sake.;0.480833;127.997361;Merello, MC;"Merello MC; Bangun TJF; Mahroji R; Fabanyo B; Loha D";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA";"Merello, MC; Bangun, TJF; Mahroji, R; Fabanyo, B; Loha, D  3323 ";20;10;2012;Johnson, DM, Rachman, IA;<NA>;<NA>;Botany;L.3967681;0;0;0;Merello;;0;;;;0;0;0;L3967681;3323;
Cyathocalyx biovulatus Boerl.;Drepananthus;ID;Central Halmahera. Weda Bay. Road to Bukit Limber KM 8.;0.519389;127.9985;Merello, MC;"Merello MC; Fabanyo B; Loha D; Mahroji R";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA";"Merello, MC; Fabanyo, B; Loha, D; Mahroji, R  3375 ";24;10;2012;Johnson, DM, Rachman, IA;<NA>;<NA>;Botany;L.3968413;0;0;0;Merello;;0;;;;0;0;0;L3968413;3375;biovulatus
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Sake.;0.480833;127.997361;Merello, MC;"Merello MC; Bangun TJF; Mahroji R; Fabanyo B; Loha D";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA";"Merello, MC; Bangun, TJF; Mahroji, R; Fabanyo, B; Loha, D  3323 ";20;10;2012;Johnson, DM, Rachman, IA;<NA>;<NA>;Botany;L.3967682;0;0;0;Merello;;0;;;;0;0;0;L3967682;3323;
Cyathocalyx biovulatus Boerl.;Drepananthus;ID;Central Halmahera. Weda Bay. Road to Bukit Limber KM 8.;0.519389;127.9985;Merello, MC;"Merello MC; Fabanyo B; Loha D; Mahroji R";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA";"Merello, MC; Fabanyo, B; Loha, D; Mahroji, R  3375 ";24;10;2012;Johnson, DM, Rachman, IA;<NA>;<NA>;Botany;L.3968414;0;0;0;Merello;;0;;;;0;0;0;L3968414;3375;biovulatus
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Upper Samba river, 60-80 km NNW of Tumbang Samba.;-0.833333;112.833333;Mogea, JP;Mogea JP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Mogea, JP  4078 ;11;12;1982;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1767469;0;0;0;Mogea;;0;;;;0;0;0;L1767469;4078;rumphii
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Central Kalimantan, Bukit Raya and upper Katingan (Mendawai) River area;-0.666666;112.683333;Mogea, JP;"Mogea JP; Wilde WJJO de";Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;"Mogea, JP; Wilde, WJJO de  4396 ";23;12;1982;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1758348;0;0;0;Mogea;;0;;;;0;0;0;L1758348;4396;cauliflora
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Central Kalimantan, Bukit Raya and upper Katingan (Mendawai) River area;-0.666666;112.683333;Mogea, JP;"Mogea JP; Wilde WJJO de";Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;"Mogea, JP; Wilde, WJJO de  4123 ";13;12;1982;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1758271;0;0;0;Mogea;;0;;;;0;0;0;L1758271;4123;cauliflora
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Central Kalimantan, Bukit Raya and upper Katingan (Mendawai) River area;-0.666666;112.683333;Mogea, JP;"Mogea JP; Wilde WJJO de";Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;"Mogea, JP; Wilde, WJJO de  4396 ";23;12;1982;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L  0188462;0;0;0;Mogea;;0;;;;0;0;0;L0188462;4396;cauliflora
Mitrephora polypyrena (Blume) Miq.;Mitrephora;ID;Indonesia, Java, Kebun Raya Bogor.;-6.583333;106.783333;Mols, JB;Mols JB;"et al.; Weerasooriya AD";detby_problem;"et al.; Weerasooriya AD";Mols, JB  7 ;4;9;2001;Weerasooriya, AD;2001-09-01T00:00:00;<NA>;Botany;L.1762136;0;0;0;Mols;;0;1;9;2001;0;0;0;L1762136;7;polypyrena
Mitrephora polypyrena (Blume) Miq.;Mitrephora;ID;Indonesia, Java, Kebun Raya Bogor.;-6.583333;106.783333;Mols, JB;Mols JB;"et al.; Weerasooriya AD";detby_problem;"et al.; Weerasooriya AD";Mols, JB  8 ;4;9;2001;Weerasooriya, AD;2001-09-01T00:00:00;<NA>;Botany;L.1762137;0;0;0;Mols;;0;1;9;2001;0;0;0;L1762137;8;polypyrena
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Culta in Hort. Bogor sub No. III.G.27. origin: Nusa Kambangan;-7.751111;108.948611;Mukri;Mukri;"Nedi; Sutrisno";detby_problem;"Nedi; Sutrisno";Mukri  s.n. ;13;11;1957;Nedi, Sutrisno;1958-03-01T00:00:00;<NA>;Botany;L.1766853;0;0;0;Mukri;;0;1;3;1958;0;0;0;L1766853;nan;lateriflora
Polyalthia microtus Miq.;Polyalthia;ID;borneo, Loa lempong, Blajan river, Samarinda;-0.5;117.15;Nedi;Nedi;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Nedi  753 ;21;3;1955;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;L.1767130;0;0;0;Nedi;;0;;;;0;0;0;L1767130;753;microtus
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;ZO afd. v. Borneo, West Kutei;0.0;116.5;Neth. Ind. For. Service;Neth. Ind. For. Service;Johnson, DM, Murray, NA;Neth. Ind. For. Service;recby_problem;Neth. Ind. For. Service bb 16521 ;20;3;1932;;<NA>;<NA>;Botany;L.4370524;0;0;0;Neth;;0;;;;0;0;0;L4370524;16521;heterotricha
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Midden Java, Wonosobo;-7.36;109.9025;Neth. Ind. For. Service;Neth. Ind. For. Service;Steenis CGGJ van;Neth. Ind. For. Service;recby_problem;Neth. Ind. For. Service Ja 2532 ;31;12;1932;;<NA>;<NA>;Botany;L.1755629;0;0;0;Neth;;0;;;;0;0;0;L1755629;2532;sumatranus
Popowia Endl.;Popowia;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom HP;Brink, RCB van den Sr;detby_problem;Brink, RCB van den Sr;Nooteboom, HP  4364 ;19;12;1982;Brink, RCB van den Sr;1984-03-01T00:00:00;<NA>;Botany;L  0190302;0;0;0;Nooteboom;;0;1;3;1984;0;0;0;L0190302;4364;
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Indonesia, Borneo, Kalimantan Barat, Bukit Raya;-0.666667;112.783333;Nooteboom, HP;Nooteboom HP;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Nooteboom, HP  4983 ;6;11;1983;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;L.4370458;0;0;0;Nooteboom;;0;;;;0;0;0;L4370458;4983;caudata
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Indonesia, Borneo, Kalimantan Barat, Bukit Raya;-0.666667;112.783333;Nooteboom, HP;Nooteboom HP;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Nooteboom, HP  4983 ;6;11;1983;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;L  0197304;0;0;0;Nooteboom;;0;;;;0;0;0;L0197304;4983;caudata
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Borneo, Bukit Raya.;-0.683333;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4719 ;20;1;1983;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1767556;0;0;0;Nooteboom;;0;;;;0;0;0;L1767556;4719;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Borneo, Bukit Raya.;-0.683333;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4719 ;20;1;1983;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1767557;0;0;0;Nooteboom;;0;;;;0;0;0;L1767557;4719;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Borneo, Bukit Raya.;-0.683333;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4713 ;31;1;1983;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1767579;0;0;0;Nooteboom;;0;;;;0;0;0;L1767579;4713;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4330 ;17;12;1982;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1767429;0;0;0;Nooteboom;;0;;;;0;0;0;L1767429;4330;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4330 ;17;12;1982;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1767428;0;0;0;Nooteboom;;0;;;;0;0;0;L1767428;4330;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Borneo, Bukit Raya.;-0.683333;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4713 ;31;1;1983;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1767578;0;0;0;Nooteboom;;0;;;;0;0;0;L1767578;4713;rumphii
Annonaceae;<NA>;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4517 A;16;1;1983;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1757875;0;0;0;Nooteboom;A;0;;;;0;0;0;L1757875;4517;
Annonaceae;<NA>;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4517 A;16;1;1983;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1757874;0;0;0;Nooteboom;A;0;;;;0;0;0;L1757874;4517;
Annonaceae;<NA>;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4517 A;16;1;1983;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1757876;0;0;0;Nooteboom;A;0;;;;0;0;0;L1757876;4517;
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Borneo, Bukit Raya.;-0.683333;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4719 ;20;1;1983;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L  0184442;0;0;0;Nooteboom;;0;;;;0;0;0;L0184442;4719;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom HP;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Nooteboom, HP  4330 ;17;12;1982;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L  0184441;0;0;0;Nooteboom;;0;;;;0;0;0;L0184441;4330;rumphii
Xylopia L.;Xylopia;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. SE of Ayawasi; Ef.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  11462 ;1;4;1996;;<NA>;<NA>;Botany;L.3728796;0;0;0;NT;;0;;;;0;0;0;L3728796;11462;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. SE of Ayawasi; Ara mawus.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10281 ;1;1;1995;;<NA>;<NA>;Botany;L.3728813;0;0;0;NT;;0;;;;0;0;0;L3728813;10281;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Irafe.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  11128 ;;;;;<NA>;<NA>;Botany;L.3728791;0;0;0;NT;;0;;;;0;0;0;L3728791;11128;
Xylopia L.;Xylopia;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. SE of Ayawasi; Ara mawus.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10292 ;1;1;1995;;<NA>;<NA>;Botany;L.3728808;0;0;0;NT;;0;;;;0;0;0;L3728808;10292;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Aya matot.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10479 ;1;1;1995;;<NA>;<NA>;Botany;L.3728803;0;0;0;NT;;0;;;;0;0;0;L3728803;10479;
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,W of Ayawasi. Plot 3-B4. Alt. 450m. Primary forest.;-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  12012 ;11;12;1995;;<NA>;<NA>;Botany;L.3724917;0;0;0;NT;;0;;;;0;0;0;L3724917;12012;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Aya matot.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10431 ;1;1;1995;;<NA>;<NA>;Botany;L.3728804;0;0;0;NT;;0;;;;0;0;0;L3728804;10431;
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,W of Ayawasi. Plot 3-B2. Alt. 450m. Primary forest.;-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10233 ;1;1;1995;;<NA>;<NA>;Botany;L.3724913;0;0;0;NT;;0;;;;0;0;0;L3724913;10233;
Xylopia L.;Xylopia;ID;Plants of the Bird's Head Peninsula, Irian Jaya. W of Ayawasi, near Kia.;-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10069 ;1;1;1995;;<NA>;<NA>;Botany;L.3728797;0;0;0;NT;;0;;;;0;0;0;L3728797;10069;
Xylopia L.;Xylopia;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. SE of Ayawasi; Ara mawus.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10292 ;1;1;1995;;<NA>;<NA>;Botany;L.3728809;0;0;0;NT;;0;;;;0;0;0;L3728809;10292;
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,W of Ayawasi. Plot 3-B2. Alt. 450m. Primary forest.;-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10233 ;1;1;1995;;<NA>;<NA>;Botany;L.3724912;0;0;0;NT;;0;;;;0;0;0;L3724912;10233;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Irafe.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  11128 ;;;;;<NA>;<NA>;Botany;L.3728792;0;0;0;NT;;0;;;;0;0;0;L3728792;11128;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. N of Ayawasi; Skof fnes.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  11139 ;1;3;1996;;<NA>;<NA>;Botany;L.3728798;0;0;0;NT;;0;;;;0;0;0;L3728798;11139;
Xylopia L.;Xylopia;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. SE of Ayawasi; Ef.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  11463 ;1;4;1996;;<NA>;<NA>;Botany;L.3728807;0;0;0;NT;;0;;;;0;0;0;L3728807;11463;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. N of Ayawasi; Skof fnes.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  11139 ;1;3;1996;;<NA>;<NA>;Botany;L.3728799;0;0;0;NT;;0;;;;0;0;0;L3728799;11139;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. SE of Ayawasi; Ara mawus.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10281 ;1;1;1995;;<NA>;<NA>;Botany;L.3728812;0;0;0;NT;;0;;;;0;0;0;L3728812;10281;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Aya matot.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10453 ;1;1;1995;;<NA>;<NA>;Botany;L.3728800;0;0;0;NT;;0;;;;0;0;0;L3728800;10453;
Xylopia L.;Xylopia;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. N/NE of Ayawasi; Hyot.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10399 ;13;12;1995;;<NA>;<NA>;Botany;L.3728811;0;0;0;NT;;0;;;;0;0;0;L3728811;10399;
Xylopia L.;Xylopia;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. SE of Ayawasi; Ef.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  11463 ;1;4;1996;;<NA>;<NA>;Botany;L.3728806;0;0;0;NT;;0;;;;0;0;0;L3728806;11463;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Aya matot.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10479 ;1;1;1995;;<NA>;<NA>;Botany;L.3728802;0;0;0;NT;;0;;;;0;0;0;L3728802;10479;
Annonaceae;<NA>;ID;The Bird's Head Peninsula,Irian Jaya,W of Ayawasi. Plot 3-B4. Alt. 450m. Primary forest.;-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  12012 ;11;12;1995;;<NA>;<NA>;Botany;L.3724916;0;0;0;NT;;0;;;;0;0;0;L3724916;12012;
Xylopia L.;Xylopia;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. N/NE of Ayawasi; Hyot.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10399 ;13;12;1995;;<NA>;<NA>;Botany;L.3728810;0;0;0;NT;;0;;;;0;0;0;L3728810;10399;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Aya matot.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10453 ;1;1;1995;;<NA>;<NA>;Botany;L.3728801;0;0;0;NT;;0;;;;0;0;0;L3728801;10453;
Annonaceae;<NA>;ID;"Plants of the Bird's Head Peninsula, Irian Jaya. S of Ayawasi; Aya matot.";-1.233333;132.2;NT;NT;<NA>;NT;recby_problem;NT  10431 ;1;1;1995;;<NA>;<NA>;Botany;L.3728805;0;0;0;NT;;0;;;;0;0;0;L3728805;10431;
Polyalthia cauliflora var. beccarii (King) J.Sinclair;Polyalthia;MY;Gunong Silantek, Ulu Sg. Silantek Kiri, 85th Mile, S'ggang Road, 2nd Division;1.05;111.083333;Paie, I bin;Paie I bin;"et al.; Rantai Jawa";detby_problem;"et al.; Rantai Jawa";Paie, I bin S 42620 ;29;8;1980;Rantai, J;1984-03-01T00:00:00;<NA>;Botany;L.1758106;0;0;0;Paie;;0;1;3;1984;0;0;0;L1758106;42620;cauliflora
Annonaceae;<NA>;ID;Central Irian Jaya Province. Freeport mining concession. Golf course at Kuala Kencana. Edge of primary forest along 17th fairway.  Collected with R. Johns, T. Utteridge, M. Coode, S. Aikens, E. Lucas, B. Adjie, T. Daradjat & E. Wally.;-4.411944;136.875556;Porter P. Lowry II;"Porter P. Lowry II;et al.";<NA>; II;recby_problem;Lowry 5246;20;11;2000;;<NA>;MO;MO;1577712;0;0;0;Lowry;;0;;;;0;0;0;MO1577712;5246;
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;Archipel. Ind. Sumatra, Djambi, Pahoe.;-2.066667;102.816667;Posthumus, O;Posthumus O;Beumée, JGB;detby_problem;Beumée, JGB;Posthumus, O  1069 ;1;10;1925;Beumée, JGB;<NA>;<NA>;Botany;L.1749905;0;0;0;Posthumus;;0;;;;0;0;0;L1749905;1069;suaveolens
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;Indonesia. Java, Batavia, Buitenzorg, Landhuis Tjiomas.;-6.208611;106.016944;Proefstation voor de Javasuikerindustrie;Proefstation voor de Javasuikerindustrie;Heusden ECH van;Proefstation voor de Javasuikerindustrie;recby_problem;Proefstation voor de Javasuikerindustrie  2667 ;1;1;1924;Heusden, ECH van;<NA>;<NA>;Botany;L.2105936;0;0;0;Proefstation;;0;;;;0;0;0;L2105936;2667;burahol
Goniothalamus tapis Miq.;Goniothalamus;MY;Camp 1 G. Mulu, Mulu National Park, 4th Division;0.0;120.0;Puan-Ching Yii;Collector(s): Puan-Ching Yii;Puan-Ching Yii;Puan-Ching Yii;recby_problem;58577;17;3;1990;Yii, PC;1990-03-17T00:00:00;UTEP;Herb;UTEP:Herb:72246;0;0;0;;;0;17;3;1990;0;0;0;UTEP72246;58577;tapis
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;Central Halmahera. Weda Bay. Bukit Limber KM 7.;0.504194;128.01075;Rachman, IA ;"Ismail A. Rachman;Tjut Bangun;Bilal Sau";"I. Rachman (BO);";detby_problem;" (BO);";Rachman 1055;13;9;2015;Rachman, IA;2016-01-01T00:00:00;MO;MO;100888871;0;0;0;Rachman;;0;1;1;2016;0;0;0;MO100888871;1055;suaveolens
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. ORR.;0.4788;127.928422;Rachman, IA ;"Ismail A. Rachman;Tjut Bangun;Bilal Sau";"I. Rachman (BO);";detby_problem;" (BO);";Rachman 1044;12;9;2015;Rachman, IA;2016-01-01T00:00:00;MO;MO;100888860;0;0;0;Rachman;;0;1;1;2016;0;0;0;MO100888860;1044;
