scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;orig_recby;orig_detby;to_check;to_check_det;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet
Pseuduvaria parvipetala Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;ID;Borneo. Bukit Raya. Tumbang Tapi.;-1.02;113.0;Veldkamp, JF;-. Veldkamp;<NA>;-. Veldkamp;recby_problem;8241;14;1;1983;;<NA>;US;US;US 3522865;0;0;0;;;0;;;;0;0;0;US3522865;8241;parvipetala
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;MY;Borneo. Batu Badinging, KCT, 47 km. Km 96 ('Tumbang Sahu');-1.25;113.83;Veldkamp, JF;-. Veldkamp;<NA>;-. Veldkamp;recby_problem;8524;4;2;1983;;<NA>;US;US;US 3522862;0;0;0;;;0;;;;0;0;0;US3522862;8524;rumphii
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;MY;Borneo. Tumbang Tapi.;-1.02;113.0;Veldkamp, JF;-. Veldkamp;<NA>;-. Veldkamp;recby_problem;8303;18;1;1983;;<NA>;US;US;US 3522866;0;0;0;;;0;;;;0;0;0;US3522866;8303;obliqua
Goniothalamus rufus Miq.;Goniothalamus;MY;Borneo. Tumbang Tubus.;-0.75;112.85;Veldkamp, JF;-. Veldkamp;<NA>;-. Veldkamp;recby_problem;8137;8;1;1983;;<NA>;US;US;US 3089905;0;0;0;;;0;;;;0;0;0;US3089905;8137;rufus
Polyalthia Blume;Polyalthia;MY;Borneo. Bukit Raya. Batu Badingding, KCT 47 km.;-1.25;113.83;Veldkamp, JF;-. Veldkamp;<NA>;-. Veldkamp;recby_problem;8511;2;3;1983;;<NA>;US;US;US 3522863;0;0;0;;;0;;;;0;0;0;US3522863;8511;
Popowia Endl.;Popowia;ID;Borneo, Tumbang Atey.;-1.12;113.03;Veldkamp, JF;-. Veldkamp;<NA>;-. Veldkamp;recby_problem;8432;28;1;1983;;<NA>;US;US;US 3125322;0;0;0;;;0;;;;0;0;0;US3125322;8432;
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;MY;Borneo. Tumbang Tapi.;-1.02;113.0;Veldkamp, JF;-. Veldkamp;<NA>;-. Veldkamp;recby_problem;8347;21;1;1983;;<NA>;US;US;US 3522874;0;0;0;;;0;;;;0;0;0;US3522874;8347;rumphii
Phaeanthus splendens Miq.;Phaeanthus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1924;0;0;0;;;0;;;;0;0;0;KR1924;nan;splendens
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1761;0;0;0;;;0;;;;0;0;0;KR1761;nan;obliqua
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1430;0;0;0;;;0;;;;0;0;0;KR1430;nan;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2090;0;0;0;;;0;;;;0;0;0;KR2090;nan;manubriatum
Friesodielsia biglandulosa (Blume) Steenis;Friesodielsia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2350;0;0;0;;;0;;;;0;0;0;KR2350;nan;biglandulosa
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2091;0;0;0;;;0;;;;0;0;0;KR2091;nan;manubriatum
Huberantha rumphii (Blume ex Hensch.) Chaowasku;Hubera;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2993;0;0;0;;;0;;;;0;0;0;KR2993;nan;rumphii
Popowia pisocarpa K.Schum.;Popowia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2398;0;0;0;;;0;;;;0;0;0;KR2398;nan;pisocarpa
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1925;0;0;0;;;0;;;;0;0;0;KR1925;nan;
Uvaria excelsa (Hook.f. & Thomson) King;Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1506;0;0;0;;;0;;;;0;0;0;KR1506;nan;excelsa
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2035;0;0;0;;;0;;;;0;0;0;KR2035;nan;
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1465;0;0;0;;;0;;;;0;0;0;KR1465;nan;
Orophea corymbosa (Blume) Miq.;Orophea;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2855;0;0;0;;;0;;;;0;0;0;KR2855;nan;corymbosa
Uvaria lobbiana Hook.f. & Thomson;Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2473;0;0;0;;;0;;;;0;0;0;KR2473;nan;lobbiana
Polyalthia microtus Miq.;Polyalthia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2351;0;0;0;;;0;;;;0;0;0;KR2351;nan;microtus
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0893;0;0;0;;;0;;;;0;0;0;KR0893;nan;malayana
Uvaria excelsa (Hook.f. & Thomson) King;Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0939;0;0;0;;;0;;;;0;0;0;KR0939;nan;excelsa
Neo-Uvaria acuminatissima (Miq.) Airy Shaw;Neo-Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2335;0;0;0;;;0;;;;0;0;0;KR2335;nan;acuminatissima
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2096;0;0;0;;;0;;;;0;0;0;KR2096;nan;
Friesodielsia borneensis (Miq.) Steenis;Friesodielsia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR3114;0;0;0;;;0;;;;0;0;0;KR3114;nan;borneensis
Friesodielsia borneensis (Miq.) Steenis;Friesodielsia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR3113;0;0;0;;;0;;;;0;0;0;KR3113;nan;borneensis
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1969;0;0;0;;;0;;;;0;0;0;KR1969;nan;macrophyllus
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2354;0;0;0;;;0;;;;0;0;0;KR2354;nan;
Goniothalamus costulatus Miq.;Goniothalamus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1680;0;0;0;;;0;;;;0;0;0;KR1680;nan;costulatus
Uvaria hirsuta Jack;Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1536;0;0;0;;;0;;;;0;0;0;KR1536;nan;hirsuta
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1926;0;0;0;;;0;;;;0;0;0;KR1926;nan;
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2368;0;0;0;;;0;;;;0;0;0;KR2368;nan;
Pyramidanthe Miq.;Pyramidanthe;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1771;0;0;0;;;0;;;;0;0;0;KR1771;nan;
Uvaria hirsuta Jack;Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2094;0;0;0;;;0;;;;0;0;0;KR2094;nan;hirsuta
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2851;0;0;0;;;0;;;;0;0;0;KR2851;nan;obliqua
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2355;0;0;0;;;0;;;;0;0;0;KR2355;nan;
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0904;0;0;0;;;0;;;;0;0;0;KR0904;nan;malayana
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2677;0;0;0;;;0;;;;0;0;0;KR2677;nan;
Pyramidanthe Miq.;Pyramidanthe;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2145;0;0;0;;;0;;;;0;0;0;KR2145;nan;
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1101;0;0;0;;;0;;;;0;0;0;KR1101;nan;macrophyllus
Phaeanthus splendens Miq.;Phaeanthus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2499;0;0;0;;;0;;;;0;0;0;KR2499;nan;splendens
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2860;0;0;0;;;0;;;;0;0;0;KR2860;nan;
Orophea corymbosa (Blume) Miq.;Orophea;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2856;0;0;0;;;0;;;;0;0;0;KR2856;nan;corymbosa
Drepananthus ramuliflorus Maingay ex Hook.f. & Thomson;Drepananthus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1087;0;0;0;;;0;;;;0;0;0;KR1087;nan;ramuliflorus
Neo-Uvaria acuminatissima (Miq.) Airy Shaw;Neo-Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2336;0;0;0;;;0;;;;0;0;0;KR2336;nan;acuminatissima
Drepananthus ramuliflorus Maingay ex Hook.f. & Thomson;Drepananthus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR3037;0;0;0;;;0;;;;0;0;0;KR3037;nan;ramuliflorus
Polyalthia microtus Miq.;Polyalthia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2352;0;0;0;;;0;;;;0;0;0;KR2352;nan;microtus
Artabotrys hexapetalus (L.f.) Bhandari;Artabotrys;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2944;0;0;0;;;0;;;;0;0;0;KR2944;nan;hexapetalus
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2866;0;0;0;;;0;;;;0;0;0;KR2866;nan;sumatranus
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0658;0;0;0;;;0;;;;0;0;0;KR0658;nan;
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0684;0;0;0;;;0;;;;0;0;0;KR0684;nan;
Trivalvaria macrophylla (Blume) Miq.;Trivalvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2392;0;0;0;;;0;;;;0;0;0;KR2392;nan;macrophylla
Popowia pisocarpa K.Schum.;Popowia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1797;0;0;0;;;0;;;;0;0;0;KR1797;nan;pisocarpa
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1120;0;0;0;;;0;;;;0;0;0;KR1120;nan;
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1968;0;0;0;;;0;;;;0;0;0;KR1968;nan;macrophyllus
Polyalthia microtus Miq.;Polyalthia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1757;0;0;0;;;0;;;;0;0;0;KR1757;nan;microtus
Polyalthia Blume;Polyalthia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2815;0;0;0;;;0;;;;0;0;0;KR2815;nan;
Miliusa longipes King;Miliusa;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2980;0;0;0;;;0;;;;0;0;0;KR2980;nan;longipes
Trivalvaria macrophylla (Blume) Miq.;Trivalvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2585;0;0;0;;;0;;;;0;0;0;KR2585;nan;macrophylla
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1415;0;0;0;;;0;;;;0;0;0;KR1415;nan;
Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1073;0;0;0;;;0;;;;0;0;0;KR1073;nan;macrophyllus
Artabotrys maingayi Hook.f. & Thomson;Artabotrys;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR3049;0;0;0;;;0;;;;0;0;0;KR3049;nan;maingayi
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0861;0;0;0;;;0;;;;0;0;0;KR0861;nan;
Friesodielsia biglandulosa (Blume) Steenis;Friesodielsia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0573;0;0;0;;;0;;;;0;0;0;KR0573;nan;biglandulosa
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1466;0;0;0;;;0;;;;0;0;0;KR1466;nan;
Drepananthus ramuliflorus Maingay ex Hook.f. & Thomson;Drepananthus;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0862;0;0;0;;;0;;;;0;0;0;KR0862;nan;ramuliflorus
Uvaria excelsa (Hook.f. & Thomson) King;Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1463;0;0;0;;;0;;;;0;0;0;KR1463;nan;excelsa
Popowia pisocarpa K.Schum.;Popowia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2950;0;0;0;;;0;;;;0;0;0;KR2950;nan;pisocarpa
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR3017;0;0;0;;;0;;;;0;0;0;KR3017;nan;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0834;0;0;0;;;0;;;;0;0;0;KR0834;nan;glauca
Xylopia elliptica Maingay ex Hook.f. & Thomson;Xylopia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0404;0;0;0;;;0;;;;0;0;0;KR0404;nan;elliptica
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0653;0;0;0;;;0;;;;0;0;0;KR0653;nan;
Polyalthia microtus Miq.;Polyalthia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1760;0;0;0;;;0;;;;0;0;0;KR1760;nan;microtus
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2728;0;0;0;;;0;;;;0;0;0;KR2728;nan;
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1729;0;0;0;;;0;;;;0;0;0;KR1729;nan;
Popowia pisocarpa K.Schum.;Popowia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2862;0;0;0;;;0;;;;0;0;0;KR2862;nan;pisocarpa
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2829;0;0;0;;;0;;;;0;0;0;KR2829;nan;
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2097;0;0;0;;;0;;;;0;0;0;KR2097;nan;
Uvaria lobbiana Hook.f. & Thomson;Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2037;0;0;0;;;0;;;;0;0;0;KR2037;nan;lobbiana
Uvaria hirsuta Jack;Uvaria;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2093;0;0;0;;;0;;;;0;0;0;KR2093;nan;hirsuta
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1725;0;0;0;;;0;;;;0;0;0;KR1725;nan;
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR1483;0;0;0;;;0;;;;0;0;0;KR1483;nan;
Friesodielsia glauca (Hook.f. & Thomson) Steenis;Friesodielsia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2057;0;0;0;;;0;;;;0;0;0;KR2057;nan;glauca
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR3018;0;0;0;;;0;;;;0;0;0;KR3018;nan;
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2427;0;0;0;;;0;;;;0;0;0;KR2427;nan;
Annonaceae;<NA>;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR2193;0;0;0;;;0;;;;0;0;0;KR2193;nan;
Xylopia elliptica Maingay ex Hook.f. & Thomson;Xylopia;ID;Jambi, Bukit Duabelas National Park;-1.85;102.650002;<NA>;<NA>;Katja Rembold;<NA>;recby_problem;;;;;Rembold, K;<NA>;<NA>;<NA>;KR0860;0;0;0;;;0;;;;0;0;0;KR0860;nan;elliptica
Popowia Endl.;Popowia;ID;Manado, Minahasa;1.48218;124.848922;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 17683 ;21;9;1933;Kessler, PJA;1988-07-01T00:00:00;<NA>;Botany;L  0971743;0;0;0;;;0;1;7;1988;0;0;0;L0971743;17683;
Mezzettia Becc.;Mezzettia;ID;ZW Afd, v. Borneo, Tidoengsch Landen;-3.5;115.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 18196 ;20;1;1934;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0972309;0;0;0;;;0;;;;0;0;0;L0972309;18196;
Mezzettia Becc.;Mezzettia;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16046 ;1;11;1931;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0989470;0;0;0;;;0;;;;0;0;0;L0989470;16046;
Mezzettia Becc.;Mezzettia;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16969 ;16;3;1932;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0971046;0;0;0;;;0;;;;0;0;0;L0971046;16969;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Manado, Amoerang.;1.179489;124.571324;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 17970 ;24;10;1933;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0972024;0;0;0;;;0;;;;0;0;0;L0972024;17970;
