huh_name;scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;region;specificEpithet;orig_recby;orig_detby;geo_col;wiki_url
Chaper, Maurice Armand;0;Polyalthia;sp.;0;0;Chaper, M;;<NA>;nan;<NA>;01/11/1890 - 30/11/1890;1;11;1890;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;0;Indonésie;0;Bornéo. Sebroeang;0;111.889;0.435;0;0;P01982969;P01982969;Chaper;West Kalimantan;0;Chaper, M.;Kessler, P.;Côte d'Ivoire, Cuba, Indonesia, Venezuela, Yemen;0
Chaper, Maurice Armand;0;Polyalthia;sp.;0;0;Chaper, M;;<NA>;nan;<NA>;<NA>;;;;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;0;<NA>;0;Bornéo;0;;;0;0;P01982968;P01982968;Chaper;;0;Chaper, M.;Kessler, P.;Côte d'Ivoire, Cuba, Indonesia, Venezuela, Yemen;0
Chatterjee, Atu Chandra;0;Miliusa;velutina;0;0;Chatterjee, AC;;<NA>;nan;<NA>;01/06/1902 - 30/06/1902;1;6;1902;nan;<NA>;;;;0;Inde;0;Assam. Salmara.;0;90.169;26.26;0;0;P01967646;P01967646;Chatterjee;Assam;0;Chatterjee, A.C.;<NA>;India;0
Chatterjee, Atu Chandra;0;Polyalthia;suberosa;0;0;Chatterjee, AC;;<NA>;nan;<NA>;01/05/1902 - 31/05/1902;1;5;1902;nan;<NA>;;;;0;Inde;0;Assam;0;93.3;26.4;0;0;P01988689;P01988689;Chatterjee;Assam;0;Chatterjee, A.C.;<NA>;India;0
Chatterjee, Atu Chandra;0;Uvaria;hamiltonii;0;0;Chatterjee, AC;;<NA>;nan;<NA>;01/05/1902 - 31/05/1902;1;5;1902;nan;<NA>;;;;0;Inde;0;Assam. Goalpara;0;90.624;26.176;0;0;P00248177;P00248177;Chatterjee;Assam;0;Chatterjee, A.C.;<NA>;India;0
Chatterjee, Atu Chandra;0;Mitrephora;tomentosa;0;0;Chatterjee, AC;;<NA>;nan;<NA>;01/03/1902 - 31/03/1902;1;3;1902;nan;<NA>;;;;0;Inde;0;Assam. Gauhati;0;91.75;26.18;0;0;P01753536;P01753536;Chatterjee;Assam;0;Chatterjee, A.C.;<NA>;India;0
Chevalier, Auguste Jean Baptiste;0;Uvaria;cordata;0;0;Chevalier, A;;<NA>;nan;<NA>;17/12/1913 - 17/12/1913;17;12;1913;nan;<NA>;;;;0;Viet Nam;0;Tonkin : Province de Bac-Giang : Phu-lang-Thuong;0;106.195;21.273;0;0;P00247995;P00247995;Chevalier;Bắc Giang;0;Chevalier, A.;<NA>;Congo, Democratic Republic of the, Vietnam;http://en.wikipedia.org/wiki/Auguste_Jean_Baptiste_Chevalier
Commerson;0;Goniothalamus;sp.;0;0;Commerson;;<NA>;nan;<NA>;<NA>;;;;Kessler, P;04/09/1985 - 04/09/1985;4;9;1985;0;Indonésie;0;Java;0;;;0;0;P02034812;P02034812;Commerson;;0;Commerson;Kessler, P.;<NA>;<NA>
Couderc, P.;0;Annona;squamosa;0;0;Couderc, P;;<NA>;nan;<NA>;01/01/1883 - 31/12/1885;1;1;1883;nan, nan, nan, nan;<NA>;;;;0;Cambodge;0;Pnom-penh;0;104.6869035;12.25351955;0, 0, 0, 0;0, 0, 0, 0;P01983497, P01983502, P01983507, P01983529;P01983497, P01983502, P01983507, P01983529;Couderc;;;;;;
Couderc, P.;0;Anomianthus;dulcis;0;0;Couderc, P;;<NA>;nan;<NA>;01/01/1883 - 31/12/1885;1;1;1883;Deroin, T;02/02/1996 - 02/02/1996;2;2;1996;0;Cambodge;0;Indo-Chine. Cambodge;0;;;0;0;P01753564;P01753564;Couderc;;0;Couderc, P.;Deroin, T.;Cambodia, Vietnam;0
Couderc, P.;0;Polyalthia;evecta;0;0;Couderc, P;;<NA>;nan;<NA>;01/01/1883 - 31/12/1885;1;1;1883;nan, nan;<NA>;;;;0;Cambodge;0;Cambodge;0;104.6869035;12.25351955;0, 0;0, 0;P01989008, P01989009;P01989008, P01989009;Couderc;;;;;;
Counillon;0;<NA>;indet.;0;0;Counillon;;<NA>;nan;<NA>;01/01/1890 - 31/12/1890;1;1;1890;nan;<NA>;;;;0;Laos, République démocratique populaire;0;ad LaKhone;0;104.807;17.35;0;0;P01967880;P01967880;Counillon;Khammouan;0;Counillon;<NA>;Laos, Vietnam;0
Counillon;0;Cananga;odorata;0;0;Counillon;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;<NA>;0;Cochinchine et Laos;0;;;0;0;P01986332;P01986332;Counillon;;0;Counillon;<NA>;Laos, Vietnam;0
Counillon;0;Ellipeiopsis;cherrevensis;0;0;Counillon;;<NA>;nan;<NA>;<NA>;;;;nan;01/12/1983 - 31/12/1983;1;12;1983;0;<NA>;0;Cochinchine et Laos;0;;;0;0;P01986475;P01986475;Counillon;;0;Counillon;van Heusden, E.C.H.;Laos, Vietnam;0
Cruz, F;0;Mitrephora;samarensis;0;0;Cruz, F;;<NA>;nan;<NA>;01/02/1915 - 30/04/1915;1;2;1915;nan;<NA>;;;;0;Philippines;0;Philiippines. District of Lanao, Mindanao;0;124.113;7.912;0;0;P01967885;P01967885;Cruz;Lanao del Norte;0;Cruz, F.;<NA>;<NA>;<NA>
Cuming, Hugh;0;Orophea;glabra;0;0;Cuming;;<NA>;nan;<NA>;<NA>;;;;Leonardia, A;01/07/1999 - 31/07/1999;1;7;1999;0;Philippines;0;Manille.;0;120.9809674;14.5907332;0;0;P01987489;P01987489;Cuming;National Capital Region (NCR);0;Cuming;Leonardia, A.;Bolivia, Chile, Colombia, Ecuador, India, Jamaica, Malaysia, Panama, Peru, Philippines, Sri Lanka;0
Cuming, Hugh;0;Polyalthia;sp.;0;0;Cuming;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Philippines;0;Manille;0;120.9809674;14.5907332;0;0;P01983392;P01983392;Cuming;National Capital Region (NCR);0;Cuming;<NA>;Bolivia, Chile, Colombia, Ecuador, India, Jamaica, Malaysia, Panama, Peru, Philippines, Sri Lanka;0
Curran, HM;0;Goniothalamus;obtusifolius;0;0;Curran, HM;;<NA>;nan;<NA>;01/04/1906 - 30/04/1906;1;4;1906;nan;<NA>;;;;0;Philippines;0;Philippines. Palawan;0;118.75;10.0;0;0;P01988127;P01988127;Curran;Palawan;0;Curran, H.M.;<NA>;<NA>;<NA>
Curtis;0;Pyramidanthe;prismatica;0;0;Curtis;;<NA>;nan;<NA>;01/06/1890 - 30/06/1890;1;6;1890;nan;01/01/1987 - 31/12/1987;1;1;1987;0;Malaisie;0;Penang. Penara Bukit. Elevation 1000 ft;0;100.221;5.415;0;0;P02027499;P02027499;Curtis;Pulau Pinang;0;Curtis;van Setten, A.K.;<NA>;<NA>
Curtis;0;Polyalthia;corticosa;0;0;Curtis;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Penang.;0;100.255;5.406;0;0;P01983110;P01983110;Curtis;Pulau Pinang;0;Curtis;<NA>;<NA>;<NA>
Curtis, C;0;Fissistigma;latifolium;0;0;Curtis, C;;<NA>;nan;<NA>;01/03/1890 - 31/03/1890;1;3;1890;nan;<NA>;;;;0;Malaisie;0;Penang. est Hill. Elevation 2000 ft.;0;100.252;5.426;0;0;P01964303;P01964303;Curtis;Pulau Pinang;0;Curtis, C.;<NA>;<NA>;<NA>
Curtis, C;0;<NA>;indet.;0;0;Curtis, C;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Penang;0;100.256;5.406;0;0;P01765057;P01765057;Curtis;Pulau Pinang;0;Curtis, C.;<NA>;<NA>;<NA>
Curtis, C;0;Cyathostemma;hookeri;0;0;Curtis, C;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Penang.;0;100.256;5.406;0;0;P00142634;P00142634;Curtis;Pulau Pinang;0;Curtis, C.;<NA>;<NA>;<NA>
Curtis, C;0;Dasymaschalon;sp.;0;0;Curtis, C;;<NA>;nan;<NA>;<NA>;;;;Kessler, P;06/09/1985 - 06/09/1985;6;9;1985;0;Malaisie;0;Penang;0;100.256;5.406;0;0;P00451193;P00451193;Curtis;Pulau Pinang;0;Curtis, C.;Kessler, P.;<NA>;<NA>
Curtis, C;0;Goniothalamus;giganteus;0;0;Curtis, C;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Langkaui;0;99.793;6.37;0;0;P01952385;P01952385;Curtis;Kedah;0;Curtis, C.;<NA>;<NA>;<NA>
Curtis, C;0;Mitrephora;thorelii;0;0;Curtis, C;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Penang;0;100.256;5.406;0;0;P02133069;P02133069;Curtis;Pulau Pinang;0;Curtis, C.;<NA>;<NA>;<NA>
Curtis, C;0;Polyalthia;corticosa;0;0;Curtis, C;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Penang;0;100.256;5.406;0;0;P01983109;P01983109;Curtis;Pulau Pinang;0;Curtis, C.;<NA>;<NA>;<NA>
Curtis, C;0;Popowia;pisocarpa;0;0;Curtis, C;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Penang.;0;100.256;5.406;0;0;P01960358;P01960358;Curtis;Pulau Pinang;0;Curtis, C.;<NA>;<NA>;<NA>
Curtis, C;0;Uvaria;cordata;0;0;Curtis, C;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Penang;0;100.2559077;5.4065013;0;0;P00247975;P00247975;Curtis;Pulau Pinang;0;Curtis, C.;<NA>;<NA>;<NA>
Darling, F. W.;0;Goniothalamus;sp.;0;0;Darling, FW;;<NA>;nan;<NA>;01/11/1909 - 30/11/1909;1;11;1909;nan;<NA>;;;;0;Philippines;0;Philippines, Prov. Tayabas, Luzon;0;121.5918364;14.0263471;0;0;P02034803;P02034803;Darling;Quezon;0;Darling, F.W.;<NA>;Philippines;0
Datson;0;Desmos;chinensis;0;0;Datson;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Sri Lanka;0;Ceylon;0;;;0;0;P01753381;P01753381;Datson;;0;Datson;<NA>;<NA>;<NA>
David, B.;0;Sageraea;elliptica;0;0;David, B;;<NA>;nan;<NA>;30/10/1985 - 30/10/1985;30;10;1985;nan;01/01/1987 - 31/12/1987;1;1;1987;0;Malaisie;0;Malaya. Route Pahang, 3,3 km. apres Genting, Selangor;0;101.766;3.337;0;0;P00247862;P00247862;David;Selangor;0;David, B.;van Setten, A.K.;Malaysia;0
David, B.;0;Polyalthia;sp.;0;0;David, B;;<NA>;nan;<NA>;22/04/1986 - 22/04/1986;22;4;1986;David, B;<NA>;;;;0;Malaisie;0;Malaya. Route Genting, Selangor;0;101.725;3.43;0;0;P01982976;P01982976;David;Selangor;0;David, B.;David, B.;Malaysia;0
Deschamps;0;Polyalthia;sp.;0;0;Deschamps;;<NA>;nan;<NA>;01/10/1890 - 31/10/1890;1;10;1890;nan, nan;<NA>;;;;0;Inde;0;Inde Française. Mahé;0;75.5364701;11.7021978;0, 0;0, 0;P02132591, P02132592;P02132591, P02132592;Deschamps;;;;;;
Dien, P van;0;Artabotrys;sp.;0;0;Dien, P van;;<NA>;nan;<NA>;29/09/1932 - 29/09/1932;29;9;1932;nan, Kessler, P;<NA>;;;;0;Viet Nam;0;Cochinchine (arboretum de Trg bom;0;107.0059;10.9536;0, 0;0, 0;P01982726, P01982727;P01982726, P01982727;Dien;;;;;;
Dournes, J;0;Polyalthia;debilis;0;0;Dournes, J;;<NA>;nan;<NA>;01/02/1965 - 31/05/1967;1;2;1965;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;0;Viet Nam;0;Vietnam : Hau Bon (Cheo Reo) prov. du Dac Lac;0;108.45;13.4;0;0;P01983105;P01983105;Dournes;Gia Lai;0;Dournes, J.;Kessler, P.;<NA>;<NA>
Dournes, J;0;Uvaria;cordata;0;0;Dournes, J;;<NA>;nan;<NA>;01/08/1967 - 31/08/1967;1;8;1967;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;0;Viet Nam;0;Vietnam : Hau Bon (Cheo Reo) prov. du DacLac;0;108.45;13.4;0;0;P02005622;P02005622;Dournes;Gia Lai;0;Dournes, J.;Kessler, P.;<NA>;<NA>
Dournes, J;0;Anomianthus;dulcis;0;0;Dournes, J;;<NA>;nan;<NA>;<NA>;;;;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;0;Viet Nam;0;Vietnam: Hau Bon ( Cheo Reo) prov. du Dac Lac jardin;0;108.48432540893556;13.398384815451362;0;0;P02007253;P02007253;Dournes;Gia Lai;0;Dournes, J.;Kessler, P.;<NA>;<NA>
Dournes, J;0;Miliusa;velutina;0;0;Dournes, J;;<NA>;nan;<NA>;<NA>;;;;Dournes, J;<NA>;;;;0;Viet Nam;0;Vietnam : Hau Bon (Cheo Reo) prov. du Dac Lac;0;108.45;13.4;0;0;P01967667;P01967667;Dournes;Gia Lai;0;Dournes, J.;Dournes, J.;<NA>;<NA>
Dournes, J;0;Polyalthia;cerasoides;0;0;Dournes, J;;<NA>;nan;<NA>;<NA>;;;;nan;01/05/1969 - 31/05/1969;1;5;1969;0;Viet Nam;0;Vietnam : Hau Bổn (Cheo Reo) prov. du Dac Lac;0;108.45;13.4;0;0;P01988825;P01988825;Dournes;Gia Lai;0;Dournes, J.;Doré;<NA>;<NA>
Dupuis, Paul;0;Uvaria;rufa;0;0;Dupuis, P;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Indonésie;0;Java;0;;;0;0;P00248472;P00248472;Dupuis;;0;Dupuis, P.;<NA>;Congo, Democratic Republic of the;0
Dyke;0;Uvaria;zeylanica;0;0;Dyke;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Sri Lanka;0;Ceylon. Regio. tropica;0;;;0;0;P00248428;P00248428;Dyke;;0;Dyke;<NA>;<NA>;<NA>
Dykes, William Rickatson;0;Polyalthia;suberosa;0;0;Dykes;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Sri Lanka;0;Manaar. Ceylon.;0;79.9137786;8.9772444;0;0;P01988699;P01988699;Dykes;Mannar;0;Dykes;<NA>;0;0
Eberhardt;0;Meiogyne;subsessilis;0;0;Eberhardt;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Viet Nam;0;Indochine. Haut cours du Bo-giang. Province de Thua-Thien;0;107.365;16.316;0;0;P00411035;P00411035;Eberhardt;Thừa Thiên - Huế;0;Eberhardt;<NA>;<NA>;<NA>
Elmer, Adolph Daniel Edward;0;<NA>;indet.;0;0;Elmer, ADE;;<NA>;nan;<NA>;01/10/1922 - 31/03/1923;1;10;1922;nan;<NA>;;;;0;Malaisie;0;Tawao, Elphinstone, British North Borneo;0;117.885331;4.2435206;0;0;P01956182;P01956182;Elmer;Sabah;0;Elmer, A.D.E.;<NA>;Indonesia, Philippines, United States of America;0
Escritor, Leonicia;0;Sageraea;lanceolata;0;0;Escritor, L;;<NA>;nan;<NA>;01/03/1913 - 30/04/1913;1;3;1913;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;0;Philippines;0;Philippines. Guinayangan. Province of Tayabas. Luzon;0;122.4521906;13.8963821;0;0;P00247906;P00247906;Escritor;Quezon;0;Escritor, L.;Kessler, P.;Philippines;0
Falconer;0;Dasymaschalon;blumei;0;0;Falconer;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Myanmar;0;Moulmein;0;97.628;16.49;0;0;P01952530;P01952530;Falconer;Mon;0;Falconer;<NA>;<NA>;<NA>
Falconer, Hugh;0;Dasymaschalon;blumei;0;0;Falconer, H;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Myanmar;0;Tenasserim Provinces. Moulmein;0;97.6284825;16.4908026;0;0;P01952533;P01952533;Falconer;Mon;0;Falconer, H.;<NA>;India;0
Forbes;0;<NA>;indet.;0;0;Forbes;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;<NA>;0;Archipel Malais;0;;;0;0;P04447378;P04447378;Forbes;;0;Forbes;<NA>;<NA>;<NA>
Forbes, Henry Ogg;0;Polyalthia;obliqua;0;0;Forbes, HO;;<NA>;nan;<NA>;<NA>;;;;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;0;Malaisie;0;Malaisie;0;;;0;0;P01983768;P01983768;Forbes;;0;Forbes, H.O.;Kessler, P.;Indonesia, Papua New Guinea;0
Forbes, Henry Ogg;0;Uvaria;lobbiana;0;0;Forbes, HO;;<NA>;nan;<NA>;<NA>;;;;Meade, C;19/05/1999 - 19/05/1999;19;5;1999;0;Malaisie;0;Malaisie;0;;;0;0;P00248200;P00248200;Forbes;;0;Forbes, H.O.;Meade, C.;Indonesia, Papua New Guinea;0
Gaudichaud-Beaupre, Charles;0;Uvaria;cordata;0;0;Gaudichaud, C;;<NA>;nan;<NA>;01/01/1817 - 31/12/1820;1;1;1817;nan;<NA>;;;;0;Indonésie;0;Rawak, Moluques;0;130.946;-0.025;0;0;P00260059;P00260059;Gaudichaud;West Papua;0;Gaudichaud, C.;<NA>;Brazil;0
Gaudichaud-Beaupre, Charles;0;Uvaria;cordata;0;0;Gaudichaud;;<NA>;nan;<NA>;01/11/1836 - 30/11/1836;1;11;1836;nan;01/08/2002 - 31/08/2002;1;8;2002;0;Philippines;0;Manille;0;120.9809674;14.5907332;0;0;P00260060;P00260060;Gaudichaud;National Capital Region (NCR);0;Gaudichaud;<NA>;Brazil;0
Gaudichaud-Beaupre, Charles;0;Desmos;chinensis;0;0;Gaudichaud;;<NA>;nan;<NA>;01/01/1837 - 31/01/1837;1;1;1837;nan;<NA>;;;;0;Chine;0;Chine. Macao.;0;113.5514142;22.1757605;0;0;P02007363;P02007363;Gaudichaud;Macau(澳門);0;Gaudichaud;<NA>;Brazil;0
Gaudichaud-Beaupre, Charles;0;Desmos;chinensis;0;0;Gaudichaud;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Chine;0;Macao;0;113.551;22.176;0;0;P02007370;P02007370;Gaudichaud;Macau(澳門);0;Gaudichaud;<NA>;Brazil;0
Gaudichaud-Beaupre, Charles;0;Polyalthia;sp.;0;0;Gaudichaud;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Chine;0;Canton;0;113.2592945;23.1301964;0;0;P01955549;P01955549;Gaudichaud;Guangdong(广东);0;Gaudichaud;<NA>;Brazil;0
Godefroy, F. F.;0;Fissistigma;rubiginosum;0;0;Godefroy;;<NA>;nan;<NA>;06/10/1875 - 06/10/1875;6;10;1875;nan;<NA>;;;;0;Viet Nam;0;Phu quoc. Cochinchine;0;104.009;10.265;0;0;P01954417;P01954417;Godefroy;Kiên Giang;0;Godefroy;<NA>;0;0
Godefroy, F. F.;0;<NA>;indet.;0;0;Godefroy;;<NA>;nan;<NA>;20/06/1875 - 20/06/1875;20;6;1875;nan;<NA>;;;;0;Cambodge;0;Cambodge. mont de Pursat;0;103.859;12.4;0;0;P04458079;P04458079;Godefroy;Pursat;0;Godefroy;<NA>;0;0
Godefroy, F. F.;0;Dasymaschalon;lomentaceum;0;0;Godefroy;;<NA>;nan;<NA>;13/01/1875 - 13/01/1875;13;1;1875;Wang, J;01/09/2009 - 30/09/2009;1;9;2009;0;Cambodge;0;rivière de Pursat, Cambodge.;0;104.055;12.612;0;0;P00451222;P00451222;Godefroy;Pursat;0;Godefroy;Wang, J.;0;0
Godefroy, F. F.;0;<NA>;indet.;0;0;Godefroy;;<NA>;nan;<NA>;01/01/1875 - 31/12/1875;1;1;1875;nan, nan;<NA>;;;;0;Cambodge;0;Cambodge;0;106.40700000000001;10.253499999999999;0, 0;0, 0;P02082337, P04458080;P02082337, P04458080;Godefroy;;;;;;
Godefroy, F. F.;0;Cyathostemma;sp.;0;0;Godefroy;;<NA>;nan;<NA>;01/01/1875 - 31/12/1875;1;1;1875;Kessler, P, Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;0;Viet Nam;0;Cochinchine;0;106.40700000000001;10.253499999999999;0, 0;0, 0;P02005989, P02005990;P02005989, P02005990;Godefroy;;;;;;
Godefroy, F. F.;0;Desmos;cochinchinensis;0;0;Godefroy;;<NA>;nan;<NA>;01/01/1875 - 31/12/1875;1;1;1875;nan;<NA>;;;;0;Viet Nam;0;Cochinchine.;0;;;0;0;P00234200;P00234200;Godefroy;;0;Godefroy;<NA>;0;0
Godefroy, F. F.;0;Uvaria;cordata;0;0;Godefroy;;<NA>;nan;<NA>;01/01/1875 - 31/12/1875;1;1;1875;nan;<NA>;;;;0;Viet Nam;0;Cochinchine;0;;;0;0;P00248119;P00248119;Godefroy;;0;Godefroy;<NA>;0;0
Godefroy, F. F.;0;Uvaria;micrantha;0;0;Godefroy;;<NA>;nan;<NA>;01/01/1875 - 31/12/1875;1;1;1875;Meade, C, Meade, C;01/01/2000 - 31/12/2000;1;1;2000;0;Viet Nam;0;Cochinchine;0;106.40700000000001;10.253499999999999;0, 0;0, 0;P00248232, P00248233;P00248232, P00248233;Godefroy;;;;;;
Godefroy, F. F.;0;Uvaria;sp.;0;0;Godefroy;;<NA>;nan;<NA>;01/01/1875 - 31/12/1875;1;1;1875;nan;<NA>;;;;0;Cambodge;0;Cambodge;0;;;0;0;P02082177;P02082177;Godefroy;;0;Godefroy;<NA>;0;0
Goering, Philip Friedrich Wilhelm;0;Desmos;chinensis;0;0;Goering;;<NA>;nan;<NA>;01/01/1851 - 31/12/1851;1;1;1851;Kessler, P;01/07/2004 - 31/07/2004;1;7;2004;0;Indonésie;0;Java;0;;;0;0;P01753530;P01753530;Goering;;0;Goering;Kessler, P.;0;0
Gourgand;0;Dasymaschalon;macrocalyx;0;0;Gourgand;;<NA>;nan;<NA>;<NA>;;;;Wang, J;01/09/2009 - 30/09/2009;1;9;2009;0;Cambodge;0;Cambodge;0;;;0;0;P00451230;P00451230;Gourgand;;0;Gourgand;Wang, J.;Cambodia;0
Gourgand;0;Uvaria;rufa;0;0;Gourgand;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Cambodge;0;Indo-Chine. [Cambodge];0;;;0;0;P00248336;P00248336;Gourgand;;0;Gourgand;<NA>;Cambodia;0
Gourgand;0;Xylopia;pierrei;0;0;Gourgand;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Cambodge;0;Cambodge;0;;;0;0;P01984668;P01984668;Gourgand;;0;Gourgand;<NA>;Cambodia;0
Gourgand;0;Xylopia;vielana;0;0;Gourgand;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Cambodge;0;Cambodge;0;;;0;0;P02006069;P02006069;Gourgand;;0;Gourgand;<NA>;Cambodia;0
Griffith;0;Ellipeia;cuneifolia;0;0;Griffith;;<NA>;nan;<NA>;01/01/1863 - 31/12/1863;1;1;1863;Pierre, L;<NA>;;;;0;Malaisie;0;Malacca;0;102.2486651;2.1942647;0;0;P01986498;P01986498;Griffith;Melaka;0;Griffith;Pierre, L.;<NA>;<NA>
Griffith;0;Artabotrys;suaveolens;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Malacca;0;102.2487;2.1943;0;0;P01986016;P01986016;Griffith;Melaka;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Desmos;chinensis;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Mishmee. India;0;96.2;28.1;0;0;P01753379;P01753379;Griffith;Arunachal Pradesh;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Desmos;cochinchinensis;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;<NA>;0;Birma and Malay Penins.;0;;;0;0;P02007346;P02007346;Griffith;;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Ellipeia;cuneifolia;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Malacca;0;102.2486651;2.1942647;0;0;P01986494;P01986494;Griffith;Melaka;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Fissistigma;fulgens;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Malacca;0;102.2486651;2.1942647;0;0;P00750868;P00750868;Griffith;Melaka;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Fissistigma;latifolium;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Malacca;0;102.2486651;2.1942647;0;0;P01964304;P01964304;Griffith;Melaka;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Fissistigma;manubriatum;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Malacca;0;102.2486651;2.1942647;0;0;P01964338;P01964338;Griffith;Melaka;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Goniothalamus;griffithii;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;<NA>;0;Peninsula Indiae Orientalis.;0;;;0;0;P00732384;P00732384;Griffith;;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Goniothalamus;sesquipedalis;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Bangladesh;0;East Bengal.;0;;;0;0;P01986147;P01986147;Griffith;;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Polyalthia;sp.;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Malacca;0;102.2486651;2.1942647;0;0;P02034666;P02034666;Griffith;Melaka;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Polyalthia;suberosa;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;<NA>;0;Bengal;0;;;0;0;P01988697;P01988697;Griffith;;0;Griffith;<NA>;<NA>;<NA>
Griffith;0;Sageraea;elliptica;0;0;Griffith;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Malaisie;0;Malacca;0;102.2487;2.1943;0;0;P00247866;P00247866;Griffith;Melaka;0;Griffith;<NA>;<NA>;<NA>
Guerrero, F;0;Popowia;pisocarpa;0;0;Guerrero, F;;<NA>;nan;<NA>;01/05/1926 - 31/07/1926;1;5;1926;nan;<NA>;;;;0;Philippines;0;Philippines. Lanao Province. Mindanao;0;124.113;7.912;0;0;P01983259;P01983259;Guerrero;;0;Guerrero, F.;<NA>;<NA>;<NA>
Hahn;0;Polyalthia;jucunda;0;0;Hahn;;<NA>;nan;<NA>;22/06/1895 - 22/06/1895;22;6;1895;nan;<NA>;;;;0;Cambodge;0;Cambodge. Smàch;0;103.777;12.339;0;0;P01983038;P01983038;Hahn;Pursat;0;Hahn;<NA>;<NA>;<NA>
Hahn;0;Polyalthia;simiarum;0;0;Hahn;;<NA>;nan;<NA>;29/02/1896 - 29/02/1896;29;2;1896;nan, nan;<NA>;;;;0;Cambodge;0;Kamchay (chaine de l'Eléphant), n.o. de Kampot. Cambodge.;0;104.118;10.696999999999997;0, 0;0, 0;P01988764, P01988765;P01988764, P01988765;Hahn;;;;;;
