huh_name;scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;region;specificEpithet;orig_recby;orig_detby;geo_col;wiki_url
Hahn;0;Xylopia;vielana;0;0;Hahn;;<NA>;nan;<NA>;29/02/1896 - 29/02/1896;29;2;1896;nan;<NA>;;;;0;Cambodge;0;Cambodge. Kamchay;0;104.118;10.697;0;0;P02006052;P02006052;Hahn;Kampot;0;Hahn;<NA>;<NA>;<NA>
Hahn;0;Unona;hahnii;0;0;Hahn;;<NA>;nan;<NA>;26/02/1896 - 26/02/1896;26;2;1896;nan, nan;<NA>;;;;0;Cambodge;0;Mts Kamchay, au n.-o. de Kampot. Cambodge;0;104.118;10.696999999999997;0, 0;0, 0;P00261139, P00261140;P00261139, P00261140;Hahn;;;;;;
Hahn;0;Uvaria;hahnii;0;0;Hahn;;<NA>;nan;<NA>;26/02/1896 - 26/02/1896;26;2;1896;nan;<NA>;;;;0;Cambodge;0;Mts Kamchay, n. o. de Kampot, Cambodge;0;104.118;10.697;0;0;P00261141;P00261141;Hahn;Kampot;0;Hahn;<NA>;<NA>;<NA>
Hahn;0;Xylopia;pierrei;0;0;Hahn;;<NA>;nan;<NA>;26/02/1896 - 26/02/1896;26;2;1896;nan;<NA>;;;;0;Cambodge;0;Cambodge. Kamchay;0;104.118;10.697;0;0;P01984673;P01984673;Hahn;Kampot;0;Hahn;<NA>;<NA>;<NA>
Hahn;0;Xylopia;pierrei;0;0;Hahn;;<NA>;nan;<NA>;01/02/1896 - 29/02/1896;1;2;1896;nan, nan;<NA>;;;;0;Cambodge;0;Kam-chay, prov. Kampot. Cambodge;0;104.118;10.696999999999997;0, 0;0, 0;P01984672, P01984674;P01984672, P01984674;Hahn;;;;;;
Hahn;0;<NA>;indet.;0;0;Hahn;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Cambodge;0;Cambodge;0;;;0;0;P02082339;P02082339;Hahn;;0;Hahn;<NA>;<NA>;<NA>
Hahn;0;Polyalthia;jucunda;0;0;Hahn;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Cambodge;0;Cambodge;0;;;0;0;P00735919;P00735919;Hahn;;0;Hahn;<NA>;<NA>;<NA>
Haji Mahamad, Aini bin;0;Fissistigma;manubriatum;0;0;Ahamad;;<NA>;nan;<NA>;29/05/1949 - 29/05/1949;29;5;1949;Sinclair, J;<NA>;;;;0;Singapour;0;Malay Peninsula. Choa Chu Kang, Singapore.;0;103.743728;1.3892601;0;0;P01954630;P01954630;Ahamad;North-West;0;Ahamad;Sinclair, J.;Malaysia;0
Harmand;0;Goniothalamus;saigonensis;0;0;Harmand;;<NA>;nan;<NA>;01/09/1873 - 30/09/1873;1;9;1873;Saunders, RMK;01/03/2010 - 31/03/2010;1;3;2010;0;Cambodge;0;Préacan, prov. d'Angkor, Cambodge;0;103.871;13.465;0;0;P00361413;P00361413;Harmand;Siem Reap;0;Harmand;Saunders, R.M.K.;<NA>;<NA>
Harmand;0;Dasymaschalon;macrocalyx;0;0;Harmand;;<NA>;nan;<NA>;01/01/1875 - 31/12/1877;1;1;1875;nan, nan, nan, nan;<NA>;;;;0;Viet Nam;0;Indo-Chine. Delta du Mè-Không.;0;106.40700000000001;10.253499999999999;0, 0, 0, 0;0, 0, 0, 0;P01955621, P02006281, P02006282, P02006285;P01955621, P02006281, P02006282, P02006285;Harmand;;;;;;
Harmand;0;Desmos;cochinchinensis;0;0;Harmand;;<NA>;nan;<NA>;01/01/1875 - 31/12/1877;1;1;1875;nan, nan;<NA>;;;;0;Laos, République démocratique populaire;0;"Rive gauche du Mé-Không (Laos central).""M. delakhong""";0;106.40700000000001;10.253499999999999;0, 0;0, 0;P00234201, P02007322;P00234201, P02007322;Harmand;;;;;;
Harmand;0;Goniothalamus;tamirensis;0;0;Harmand;;<NA>;nan;<NA>;01/01/1875 - 31/12/1877;1;1;1875;Saunders, RMK, nan, nan;01/06/2003 - 30/06/2003;1;6;2003;0;Viet Nam;0;Indo-Chine. Delta du Mè-Không.;0;106.40700000000001;10.253499999999999;0, 0, 0;0, 0, 0;P00253434, P00432340, P00432341;P00253434, P00432340, P00432341;Harmand;;;;;;
Harmand;0;Orophea;undulata;0;0;Harmand;;<NA>;nan;<NA>;01/01/1875 - 31/12/1877;1;1;1875;nan;<NA>;;;;0;Viet Nam;0;Annam : Hué;0;107.5821911;16.4638013;0;0;P00411129;P00411129;Harmand;Thừa Thiên - Huế;0;Harmand;<NA>;<NA>;<NA>
Harmand;0;Uvaria;rufa;0;0;Harmand;;<NA>;nan;<NA>;01/01/1875 - 31/12/1877;1;1;1875;nan, nan;<NA>;;;;0;Laos, République démocratique populaire;0;Rive gauche du Mé-Không (Laos central).;0;106.40700000000001;10.253499999999999;0, 0;0, 0;P00248337, P00248338;P00248337, P00248338;Harmand;;;;;;
Harmand;0;Mitrephora;tomentosa;0;0;Harmand;;<NA>;nan;<NA>;01/06/1876 - 30/06/1876;1;6;1876;Weerasooriya, AD;01/03/2001 - 31/03/2001;1;3;2001;0;Viet Nam;0;in montibus Day in provincia Chaudoc Cochinchinae;0;104.9333;10.4667;0;0;P00133888;P00133888;Harmand;An Giang;0;Harmand;Weerasooriya, A.D.;<NA>;<NA>
Harmand;0;Uvaria;pierrei;0;0;Harmand;;<NA>;nan;<NA>;01/06/1876 - 30/06/1876;1;6;1876;Meade, C;01/07/2000 - 31/07/2000;1;7;2000;0;Cambodge;0;ad ripas flum. Pusath;0;104.055;12.612;0;0;P00248309;P00248309;Harmand;Pursat;0;Harmand;Meade, C.;<NA>;<NA>
Harmand;0;Rauwenhoffia;siamensis;0;0;Harmand;;<NA>;nan;<NA>;01/01/1876 - 31/12/1876;1;1;1876;nan;<NA>;;;;0;Viet Nam;0;Pulo Condor;0;106.588;8.695;0;0;P00252340;P00252340;Harmand;Bà Rịa - Vũng Tàu;0;Harmand;<NA>;<NA>;<NA>
Harmand;0;Dasymaschalon;lomentaceum;0;0;Harmand;;<NA>;nan;<NA>;01/04/1877 - 30/04/1877;1;4;1877;nan;<NA>;;;;0;<NA>;0;Voyage du Mékong;0;;;0;0;P01952365;P01952365;Harmand;;0;Harmand;<NA>;<NA>;<NA>
Harmand;0;Miliusa;velutina;0;0;Harmand;;<NA>;nan;<NA>;01/04/1877 - 30/04/1877;1;4;1877;nan, Pierre, L, nan, nan;13/07/2005 - 13/07/2005;13;7;2005;0;Laos, République démocratique populaire;0;Rive gauche du Mékong (Laos centtral). Indo-Chine;0;105.6892951;12.161713375;0, 0, 0, 0;0, 0, 0, 0;P00160909, P00160902, P01967630, P01967631;P00160909, P00160902, P01967630, P01967631;Harmand;;;;;;
Harmand;0;Artabotrys;harmandii;0;0;Harmand;;<NA>;nan;<NA>;01/01/1877 - 31/12/1877;1;1;1877;nan, nan;<NA>;;;;0;Laos, République démocratique populaire;0;ad Bassac prope flumen Mekong;0;105.6892951;12.161713375;0, 0;0, 0;P00411023, P00411024;P00411023, P00411024;Harmand;;;;;;
Harmand;0;Desmos;cochinchinensis;0;0;Harmand;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;<NA>;0;Indo-Chine;0;;;0;0;P02007323;P02007323;Harmand;;0;Harmand;<NA>;<NA>;<NA>
Harmand, Julien Herbert Auguste Jules;0;Orophea;polycarpa;0;0;Harmand, J;;<NA>;nan;<NA>;01/01/1875 - 31/12/1877;1;1;1875;Kessler, P;08/03/1984 - 08/03/1984;8;3;1984;0;Viet Nam;0;Iter Mekhong - Hué. Empire d'Annam. Hué;0;;;0;0;P01987676;P01987676;Harmand;Thừa Thiên - Huế;0;Harmand, J.;Kessler, P.;0;0
Hayata, Bunzo;0;Orophea;sp.;0;0;Hayata, B;;<NA>;nan;<NA>;25/05/1921 - 25/05/1921;25;5;1921;Kessler, P;07/02/1986 - 07/02/1986;7;2;1986;0;Viet Nam;0;Vietnam. Bum M'o;0;108.8167;12.6667;0;0;P01967202;P01967202;Hayata;Đắk Lắk;0;Hayata, B.;Kessler, P.;China, Japan;0
Hayata, Bunzo;0;Artabotrys;intermedius;0;0;Hayata, B;;<NA>;nan;<NA>;17/05/1921 - 17/05/1921;17;5;1921;nan;<NA>;;;;0;Viet Nam;0;Indo-Chine. Entre Nhatrang et Ninhoa;0;109.148;12.42;0;0;P01985902;P01985902;Hayata;Khánh Hòa;0;Hayata, B.;<NA>;China, Japan;0
Helfer, Johann Wilhelm;0;Cananga;odorata;0;0;Helfer, JW;;<NA>;nan;<NA>;01/01/1836 - 31/12/1838;1;1;1836;Biswas, K;28/08/1936 - 28/08/1936;28;8;1936;0;Inde;0;in Bengalia circa Calcuttam;0;88.3638815;22.5726723;0;0;P01986321;P01986321;Helfer;West Bengal;0;Helfer, J.W.;Biswas, K.;India, Myanmar;0
Helfer, Johann Wilhelm;0;Uvaria;cordata;0;0;Helfer, JW;;<NA>;nan;<NA>;01/01/1836 - 31/12/1838;1;1;1836;nan;<NA>;;;;0;Inde;0;In Bengalia circa Calcuttam;0;88.3638815;22.5726723;0;0;P00247956;P00247956;Helfer;West Bengal;0;Helfer, J.W.;<NA>;India, Myanmar;0
Henry, A;0;Polyalthia;suberosa;0;0;Henry, A;;<NA>;nan;<NA>;01/11/1889 - 30/11/1889;1;11;1889;nan;<NA>;;;;0;Chine;0;Haïnan;0;109.6;19.2;0;0;P01983427;P01983427;Henry;Hainan(海南);0;Henry, A.;<NA>;<NA>;<NA>
Hombron, Jacques Bernard;0;Annona;reticulata;0;0;Hombron;;<NA>;nan;<NA>;01/01/1838 - 31/12/1840;1;1;1838;nan;<NA>;;;;0;Philippines;0;Sanboangon. Pointe S.O. de la presqu'ile S.O. de Mindanao.;0;122.0763695;6.9046004;0;0;P01984604;P01984604;Hombron;Zamboanga del Sur;0;Hombron;<NA>;French Polynesia, Malaysia, Philippines, Reunion;0
Hombron, Jacques Bernard;0;Mitrephora;guilloveana;0;0;Hombron;;<NA>;nan;<NA>;01/01/1838 - 31/12/1840;1;1;1838;nan;<NA>;;;;0;Salomon, Îles;0;Ile St. Georges. Archipel des iles Salomon.;0;159.576;-8.462;0;0;P01988087;P01988087;Hombron;Isabel;0;Hombron;<NA>;French Polynesia, Malaysia, Philippines, Reunion;0
Hooker;0;Desmos;sp.;0;0;Hooker;;<NA>;nan;<NA>;<NA>;;;;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;0;<NA>;0;India orient.;0;;;0;0;P01753454;P01753454;Hooker;;0;Hooker;Kessler, P.;<NA>;<NA>
Hooker, Joseph Dalton;0;Alphonsea;ventricosa;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Bangladesh;0;Ind. Or. Chittagong. Regio trop.;0;91.83;22.333;0;0;P01956366;P01956366;Hooker;Chittagong;0;Hooker, J.D.;Hooker, J.D. & Thomson, T.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Artabotrys;hexapetalus;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Ind. Or. Cult. in hortis Cachar. Regio Tropica. Alt. 0.;0;92.8;24.825;0;0;P01985949;P01985949;Hooker;Assam;0;Hooker, J.D.;<NA>;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Artabotrys;suaveolens;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Bangladesh;0;Chittagong. Regio tropica;0;91.832;22.342;0;0;P01986024;P01986024;Hooker;Chittagong;0;Hooker, J.D.;<NA>;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Desmos;chinensis;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Ind. Or. Sikkim. Regio trop. alt. 4000 ped.;0;88.45;27.5;0;0;P01753388;P01753388;Hooker;Sikkim;0;Hooker, J.D.;<NA>;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Goniothalamus;sesquipedalis;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Ind. Or. Khasia. Regio subtrop. Alt. 0-4000 ped;0;91.633;25.583;0;0;P01986146;P01986146;Hooker;Meghalaya;0;Hooker, J.D.;Hooker, J.D. & Thomson, T.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Guatteria;jenkinsii;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Bangladesh;0;Ind. Or. Silhet. Regio. trop.;0;91.8685271;24.89922;0;0;P00732308;P00732308;Hooker;Sylhet;0;Hooker, J.D.;Hooker, J.D. et Thomson, T.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Melodorum;rufinerve;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Bangladesh;0;Silhet. Regio tropica.;0;91.8685271;24.89922;0;0;P00411179;P00411179;Hooker;Sylhet;0;Hooker, J.D.;Hooker & Thomson;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Miliusa;diocea;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;Chaowasku, T;01/01/2009 - 31/12/2009;1;1;2009;0;Bangladesh;0;Ind. Or. Silhet. Regio tropica;0;91.8685271;24.89922;0;0;P00160879;P00160879;Hooker;Sylhet;0;Hooker, J.D.;Chaowasku, T.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Miliusa;macrocarpa;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;Kessler, P;03/09/1985 - 03/09/1985;3;9;1985;0;Inde;0;Ind. Or. Sikkim. alt. 5-6000 ped.;0;88.45;27.6;0;0;P00160891;P00160891;Hooker;Sikkim;0;Hooker, J.D.;Kessler, P.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Miliusa;wallichiana;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Ind. Or. Khasia. Regio sub trop. Alt. 0 - 4000 ped;0;91.633;25.583;0;0;P02005325;P02005325;Hooker;Meghalaya;0;Hooker, J.D.;Hooker, J.D. & Thomson, T.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Polyalthia;suberosa;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;<NA>;0;Ind. Or. Bengal. Regio tropica;0;;;0;0;P01988696;P01988696;Hooker;;0;Hooker, J.D.;<NA>;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Stelechocarpus;burahol;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Bangladesh;0;Chittagong. Regio. tropica. alt. 0.;0;91.83;22.333;0;0;P00247919;P00247919;Hooker;Chittagong;0;Hooker, J.D.;<NA>;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Trivalvaria;argentea;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;01/01/1994 - 31/12/1994;1;1;1994;0;Bangladesh;0;Ind. Or. Silhet. Regio. tropica;0;91.8685271;24.89922;0;0;P00268393;P00268393;Hooker;Sylhet;0;Hooker, J.D.;van Heusden, E.C.H.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Uvaria;hamiltonii;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;Hooker, JD;<NA>;;;;0;Inde;0;Ind. Or. Sikkim. Regio Trop. Alt. 4000 ped.;0;;;0;0;P00248178;P00248178;Hooker;Sikkim;0;Hooker, J.D.;Hooker, J.D.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, Joseph Dalton;0;Uvaria;lurida;0;0;Hooker, JD;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Ind. Or. Khasia. Regio subtrop. Alt. 2000 ped;0;91.633;25.583;0;0;P00248207;P00248207;Hooker;Meghalaya;0;Hooker, J.D.;Hooker, J.D. & Thomson, T.;Australia (Country), India, Morocco, New Zealand, Syria, United States of America, Yemen;0
Hooker, William Jackson;0;Polyalthia;longifolia;0;0;Hooker, W;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;H. B. Calcutt;0;88.289;22.5585;0;0;P01988647;P01988647;Hooker;West Bengal;0;Hooker, W.;<NA>;Iceland;http://en.wikipedia.org/wiki/William_Hooker_%28botanical_artist%29
Hooker, William Jackson;0;Polyalthia;suberosa;0;0;Hooker, W;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;<NA>;0;Inde (Bengale);0;;;0;0;P01988695;P01988695;Hooker;;0;Hooker, W.;<NA>;Iceland;http://en.wikipedia.org/wiki/William_Hooker_%28botanical_artist%29
Huk, Abdul;0;Polyalthia;cerasoides;0;0;Huk, A;;<NA>;nan;<NA>;01/07/1891 - 31/07/1891;1;7;1891;nan;<NA>;;;;0;Myanmar;0;Upper Burma. Tobadowa;0;;;0;0;P01988888;P01988888;Huk;;0;Huk, A.;<NA>;Myanmar;0
Huk, Abdul;0;Polyalthia;cerasoides;0;0;Huk, A;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Myanmar;0;Upper Burma;0;;;0;0;P01988878;P01988878;Huk;;0;Huk, A.;<NA>;Myanmar;0
Iwan;0;Desmos;chinensis;0;0;Iwan;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Chine;0;Chine;0;;;0;0;P02007368;P02007368;Iwan;;0;Iwan;<NA>;0;0
Jacquemont, V;0;Polyalthia;longifolia;0;0;Jacquemont, V;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Indes orient.;0;;;0;0;P01988660;P01988660;Jacquemont;;0;Jacquemont, V.;<NA>;<NA>;<NA>
Jenkins;0;Desmos;dumosus;0;0;Jenkins;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Assam;0;93.25;26.4;0;0;P02007278;P02007278;Jenkins;Assam;0;Jenkins;<NA>;<NA>;<NA>
Jenkins;0;Fissistigma;bicolor;0;0;Jenkins;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Assam.;0;93.25;26.4;0;0;P01964076;P01964076;Jenkins;Assam;0;Jenkins;<NA>;<NA>;<NA>
Jenkins;0;Fissistigma;polyanthum;0;0;Jenkins;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Assam;0;;;0;0;P01954430;P01954430;Jenkins;Assam;0;Jenkins;<NA>;<NA>;<NA>
Jenkins;0;Guatteria;jenkinsii;0;0;Jenkins;;<NA>;nan;<NA>;<NA>;;;;nan;<NA>;;;;0;Inde;0;Assam.;0;93.25;26.4;0;0;P00411111;P00411111;Jenkins;Assam;0;Jenkins;<NA>;<NA>;<NA>
Jenkins;0;Melodorum;polyanthum;0;0;Jenkins;;<NA>;nan;<NA>;<NA>;;;;Hou, XL;30/03/2011 - 30/03/2011;30;3;2011;0;Inde;0;Assam;0;;;0;0;P00750995;P00750995;Jenkins;Assam;0;Jenkins;Hou, X.L.;<NA>;<NA>
Jenkins;0;Miliusa;diocea;0;0;Jenkins;;<NA>;nan;<NA>;<NA>;;;;Chaowasku, T;01/01/2008 - 31/12/2008;1;1;2008;0;Inde;0;Assam.;0;;;0;0;P00160877;P00160877;Jenkins;Assam;0;Jenkins;Chaowasku, T.;<NA>;<NA>
Jenkins;0;Unona;longifolia;0;0;Jenkins;;<NA>;nan;<NA>;<NA>;;;;Pierre, L;<NA>;;;;0;Inde;0;Assam;0;93.25;26.4;0;0;P01757017;P01757017;Jenkins;Assam;0;Jenkins;Pierre, L.;<NA>;<NA>
Jimenez, R;0;Goniothalamus;elmeri;0;0;Jimenez, R;;<NA>;nan;<NA>;01/12/1917 - 31/12/1917;1;12;1917;nan;<NA>;;;;0;Philippines;0;Philippines. Lanao District, Mindanao.;0;124.113;7.912;0;0;P01988163;P01988163;Jimenez;Lanao del Norte;0;Jimenez, R.;<NA>;<NA>;<NA>
Jullien;0;Artabotrys;harmandii;0;0;Jullien;;<NA>;nan;<NA>;01/01/1874 - 31/12/1874;1;1;1874;nan, nan, nan;<NA>;;;;0;Cambodge;0;rapides de Tio-Kompih, au-dessus de Samboc, sur le Mékong, Cambodge.;0;106.02299999999998;12.948;0, 0, 0;0, 0, 0;P00411029, P00411030, P00411031;P00411029, P00411030, P00411031;Jullien;;;;;;
Kadir;0;Pseuduvaria;sp.;0;0;Kadir;;<NA>;nan;<NA>;19/03/1949 - 19/03/1949;19;3;1949;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;0;Malaisie;0;British North Borneo. Compartment 6. Sepilok;0;117.9496;5.876;0;0;P02133169;P02133169;Kadir;Sabah;0;Kadir;Kessler, P.;Malaysia;0
Kerr;0;Uvaria;tonkinensis;0;0;Kerr;;<NA>;nan;<NA>;04/03/1924 - 05/03/1924;4;3;1924;Meade, C;01/07/2000 - 31/07/2000;1;7;2000;0;Thaïlande;0;Siam. Pü - Udaun;0;102.4788;17.6888;0;0;P00142631;P00142631;Kerr;Udon Thani(อุดรธานี);0;Kerr;Meade, C.;<NA>;<NA>
Kerr, Arthur Francis G.;0;Mitrephora;tomentosa;0;0;Kerr, A;;<NA>;nan;<NA>;17/02/1921 - 17/02/1921;17;2;1921;nan;<NA>;;;;0;Thaïlande;0;Siam. Hue Mê Kami, Prê.;0;100.13;18.15;0;0;P01753537;P01753537;Kerr;Phrae(แพร่);0;Kerr, A.;<NA>;France, Laos, Malaysia, Myanmar, Thailand;0
Kerr, Arthur Francis George;0;Polyalthia;debilis;0;0;Kerr, AFG;;<NA>;nan;<NA>;31/05/1914 - 31/05/1914;31;5;1914;Kessler, P;01/07/2004 - 31/07/2004;1;7;2004;0;Thaïlande;0;Siam. Doi Sutep. c. 300 m.;0;98.888;18.831;0;0;P00732279;P00732279;Kerr;Chiang Mai(เชียงใหม่);0;Kerr, A.F.G.;Kessler, P.;France, Laos, Malaysia, Myanmar, Thailand;0
King;0;Polyalthia;simiarum;0;0;King;;<NA>;nan;<NA>;20/06/1881 - 20/06/1881;20;6;1881;nan;<NA>;;;;0;Inde;0;Sikkim Himalaya.;0;;;0;0;P01988729;P01988729;King;Sikkim;0;King;<NA>;<NA>;<NA>
King;0;Phaeanthus;andamanicus;0;0;King;;<NA>;nan;<NA>;01/01/1884 - 31/12/1884;1;1;1884;Kessler, P;04/09/1985 - 04/09/1985;4;9;1985;0;Inde;0;Andamans;0;92.648;11.7;0;0;P00372666;P00372666;King;Andaman and Nicobar Islands;0;King;Kessler, P.;<NA>;<NA>
King;0;Trivalvaria;dubia;0;0;King;;<NA>;nan;<NA>;01/01/1884 - 31/12/1884;1;1;1884;nan;01/01/1994 - 31/12/1994;1;1;1994;0;Inde;0;Andamans;0;92.95597951859415;11.9843744;0;0;P00268397;P00268397;King;Andaman and Nicobar Islands;0;King;van Heusden, E.C.H.;<NA>;<NA>
King;0;Uvaria;micrantha;0;0;King;;<NA>;nan;<NA>;15/08/1891 - 15/08/1891;15;8;1891;Meade, C;01/01/2000 - 31/12/2000;1;1;2000;0;Inde;0;Port Mouat. S. Andamans.;0;92.622;11.625;0;0;P00248230;P00248230;King;Andaman and Nicobar Islands;0;King;Meade, C.;<NA>;<NA>
King;0;Orophea;polycarpa;0;0;King;;<NA>;nan;<NA>;25/07/1891 - 25/07/1891;25;7;1891;nan;<NA>;;;;0;Inde;0;Cadell-gunj. S. Andamans.;0;93.002;13.038;0;0;P01987691;P01987691;King;Andaman and Nicobar Islands;0;King;<NA>;<NA>;<NA>
King;0;Orophea;polycarpa;0;0;King;;<NA>;nan;<NA>;03/09/1892 - 03/09/1892;3;9;1892;nan;<NA>;;;;0;Inde;0;S. Andamans. Anikhet;0;92.646;11.7;0;0;P01956338;P01956338;King;Andaman and Nicobar Islands;0;King;<NA>;<NA>;<NA>
King;0;Orophea;sp.;0;0;King;;<NA>;nan;<NA>;28/11/1893 - 28/11/1893;28;11;1893;Kessler, P;13/02/1985 - 13/02/1985;13;2;1985;0;Inde;0;Sipi ghat. S. Andaman.;0;92.739;11.664;0;0;P01967198;P01967198;King;Andaman and Nicobar Islands;0;King;Kessler, P.;<NA>;<NA>
King;0;Mitrephora;prainii;0;0;King;;<NA>;nan;<NA>;17/06/1893 - 17/06/1893;17;6;1893;Kessler, P, King;03/09/1985 - 03/09/1985;3;9;1985;0;Inde;0;Manglutan. Hill jungle. S. Andaman.;0;92.65;11.58335;0, 0;0, 0;P00268480, P00268481;P00268480, P00268481;King;;;;;;
King;0;Desmos;dumosus;0;0;King;;<NA>;nan;<NA>;01/06/1893 - 01/06/1893;1;6;1893;nan;<NA>;;;;0;Inde;0;Port Moat. Hill jungle. S Andaman.;0;92.625;11.625;0;0;P02007281;P02007281;King;Andaman and Nicobar Islands;0;King;<NA>;<NA>;<NA>
King;0;Miliusa;sclerocarpa;0;0;King;;<NA>;nan;<NA>;06/05/1893 - 06/05/1893;6;5;1893;Chaowasku, T;04/05/2006 - 04/05/2006;4;5;2006;0;Inde;0;Cultivated in Bot. Garden, Calcutta.;0;88.288;22.558;0;0;P01967109;P01967109;King;West Bengal;0;King;Chaowasku, T.;<NA>;<NA>
King;0;Anaxagorea;luzonensis;0;0;King;;<NA>;nan;<NA>;10/11/1894 - 10/11/1894;10;11;1894;nan, nan;01/01/1985 - 31/12/1985;1;1;1985;0;Inde;0;Port mouat ravine. Hill jungle. S. Andaman.;0;92.624;11.625;0, 0;0, 0;P01960572, P01960591;P01960572, P01960591;King;;;;;;
King;0;Dasymaschalon;blumei;0;0;King;;<NA>;nan;<NA>;15/09/1894 - 15/09/1894;15;9;1894;nan;<NA>;;;;0;Inde;0;S. Andaman. Between Goplakabung  & Wimberley Gunj.;0;92.7078;11.76;0;0;P01952392;P01952392;King;Andaman and Nicobar Islands;0;King;<NA>;<NA>;<NA>
King;0;Goniothalamus;sesquipedalis;0;0;King;;<NA>;nan;<NA>;01/04/1896 - 30/04/1896;1;4;1896;nan;<NA>;;;;0;Inde;0;Assam. Kohima, alt. 4.000;0;94.1019156;25.6618755;0;0;P01986145;P01986145;King;Nagaland;0;King;<NA>;<NA>;<NA>
King, G;0;Uvaria;lurida;0;0;King, G;;<NA>;nan;<NA>;21/10/1881 - 21/10/1881;21;10;1881;nan;<NA>;;;;0;Inde;0;Sikkim Himalaya. Mungpoo Peak;0;88.602;27.157;0;0;P00248208;P00248208;King;West Bengal;0;King, G.;<NA>;<NA>;<NA>
Korthals, Pieter Willem;0;Monocarpia;euneura;0;0;Korthals;;<NA>;nan;<NA>;01/01/1864 - 31/12/1864;1;1;1864;nan;<NA>;;;;0;<NA>;0;Borneo.;0;;;0;0;P02008555;P02008555;Korthals;;0;Korthals;<NA>;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
