;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;tmp_det_date;expert_det;orig_recby;orig_detby;recby_regex;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no;geo_issues;.summary;modified;scientific_name;colnum_fullprefix;region;tmp_det_date.1;scientific_name.1;colnum_fullprefix.1;region.1
0;Polyalthia;;;;Adduru, M;108;;108;;01/05/1917 - 18/06/1917;1;5;1917;;;;;;PH;Philippines;0;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province. Luzon;0;121.9;17.617;0;0;P01983360;P01983360;Adduru;;;;;;Adduru, M.;;;PHL;;SYNONYM;Monoon barnesii;;https://ipni.org/n/74503-1;;;;0.0;;Cagayan;;;;
