scientific_name;genus;specific_epithet;species_author;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;colnum_fullprefix;region;geo_issues;.summary;tmp_det_date.1;expert_det;recby_regex;modified;scientific_name;colnum_fullprefix;region
0;Polyalthia;;;Adduru, M;108;NaN;108;NaN;01/05/1917 - 18/06/1917;1;5;1917;NaN;NaN;;;;PH;Philippines;0;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province. Luzon;0;121.9;17.617;0;0;P01983360;P01983360;Adduru;Adduru, M.;;PHL;SYNONYM;Monoon barnesii;https://ipni.org/n/74503-1;;Cagayan;;;;;;;;;
