scientific_name;genus;specific_epithet;species_author;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;colnum_fullprefix;region;geo_issues;.summary;tmp_det_date.1;expert_det;recby_regex;modified;scientific_name;colnum_fullprefix;region
0;Mitrephora;reflexa;Merr.;Adduru, M;96;NaN;96;NaN;01/05/1917 - 18/06/1917;1;5;1917;NaN;NaN;;;;PH;Philippines;0;Littoc. Vicinity of Peñablanca, Cagayan Province, Luzon.;0;;;0;0;P01967891;P01967891;Adduru;Adduru, M.;;PHL;ACCEPTED;Mitrephora reflexa;https://ipni.org/n/74037-1;;Cagayan;;;;;;;;;
