specimen - institute;specimen - collection;specimen - code;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - cultivated;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - number;collect_number - note_sure;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - precision;geo - not_sure;geo - no_info;owner - owner;owner - no_info;owner - not_sure;flower - flower;flower - info_color;flower - color_flowers;flower - not_sure;fruit - fruit;fruit - info_color;fruit - color_fruits;fruit - not_sure;Date deter - collect_date;Date deter - pas d'information;altitude - altitude;altitude - not_sure;altitude - no_info
MNHN;P;P01983603;Annonaceae;Miliusa;campanulata;;Indonésie;false;;;;North Sumatra;;;;30/01/1980 - 30/01/1980;;false;Wiriadinata, H.;Maskuri;;false;551;;null;Chaowasku, T.;;null;N. Sumatra. Alur batu tajam. Bukit lawang. Bohorok;;false;3.55 , 98.131;;;false;;;;"""Non""";;;;"""Oui""";"""Oui""";vert;;04/05/2006 - 04/05/2006;null;;;true
MNHN;P;P01983604;Annonaceae;Miliusa;campanulata;;Thaïlande;false;;;;Ranong(ระนอง);;;;15/07/1979 - 15/07/1979;;false;Niyomdham, C.;;;false;322;;false;Chaowasku, T.;;false;"Thailand. Klong Bang Man, along stream, Kaper; Ranong. Altitude 100-250 m";;;9.585 , 98.596;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";vert;;05/05/2006 - 05/05/2006;false;100 - 250;;false
MNHN;P;P01983605;Annonaceae;Miliusa;campanulata;;Thaïlande;false;;;;Phitsanulok(พิษณุโลก);;;;20/07/1966 - 20/07/1966;;false;Larsen, K.;Smitinand, T.,Warncke, E.;;false;566;;false;Chaowasku, T.;;false;Thailand. Phitsanulok. Tung Salaeng Luang.;;;16.578 , 100.883;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;05/05/2006 - 05/05/2006;false;;;true
MNHN;P;P01983606;Annonaceae;Miliusa;campanulata;;Thaïlande;null;;;false;Chaiyaphum(ชัยภูมิ);;;false;25/05/1974 - 25/05/1974;;null;Geesink, R.;Hattink, T.,Phengklai, C.;;null;6985;;null;Chaowasku, T.;;null;E. Thailand, prov. Chaiyaphum. between Ban Nam Phrom and Tunkamang. Alt. 700 m.;;false;15.666666666666666 , 102.0;;;false;;;;"""Oui""";"""Oui""";Perianth green, inside with red labyrinthic mains nerve area;;"""Non""";;;;04/05/2006 - 04/05/2006;null;700;;null
MNHN;P;P01983607;Annonaceae;Miliusa;campanulata;;Viet Nam;false;;;;Lai Châu;;;;13/01/1938 - 13/01/1938;;false;Poilane;;;false;27128;;false;;;true;Tonkin : Lai chau;;;22.4 , 103.452;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01983608;Annonaceae;Miliusa;campanulata;;Viet Nam;false;;;;Lai Châu;;;;13/01/1938 - 13/01/1938;;false;Poilane;;;false;27128;;false;;;true;Tonkin : Lai Châu;;;22.4 , 103.452;;;;;;;"""Oui""";"""Oui""";rouge et vert romain clair;;"""Non""";;;;;true;;;true
MNHN;P;P01983609;Annonaceae;Miliusa;campanulata;;Viet Nam;;;;false;Lai Châu;;;false;;;true;Poilane;;;null;27128;;null;;;true;Tonkin : Lai Chau;;false;22.4 , 103.452;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P01983610;Annonaceae;Miliusa;campanulata;;Viet Nam;false;;;;Lai Châu;;;;13/01/1938 - 13/01/1938;;false;Poilane;;;false;27128;;false;;;true;Tonkin : Lai Châu;;;22.4 , 103.452;;;false;;;;"""Oui""";"""Oui""";rouge et vert romain clair;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P01983617;Annonaceae;Miliusa;fusca;;Thaïlande;false;;;;Loei(เลย);;;;23/01/1970 - 23/01/1970;;false;van Beusekom, C.F.;Phengklai, C.;;false;3129;;false;Chaowasku, T.;;false;N.E. Thailand, prov. Loei. Dong Pak Chom, Dong Glom. Alt. c. 350 m.;;;17.0 , 101.66666666666667;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";verdâtre;;04/05/2006 - 04/05/2006;false;350;;false
MNHN;P;P01983637;Annonaceae;Trivalvaria;sp.;;Indonésie;null;;;false;East Kalimantan;;;false;07/04/1996 - 07/04/1996;;null;Ambriansyah, A.;Arifin, Z.;;null;1694;;;;;true;Indonesia, East Kalimantan, KPC area. East Bengalon, Kuari area, km 13-14. Alt. 110 m.;;false;0.8240333333333333 , 117.56283333333333;;;false;;;;"""Oui""";"""Oui""";jaunâtre;;"""Oui""";"""Oui""";vert;;;true;110;;null
MNHN;P;P01983643;Annonaceae;Trivalvaria;sp.;;Malaisie;false;;;;Sabah;;;;19/06/1984 - 19/06/1984;;false;Deverre;;;false;209;;false;;;true;Sabah. 3 km after cross road Tamau - Sempornah, to Tamau;;;4.428 , 118.187;;;;;;;"""Oui""";"""Oui""";jaune;;"""Non""";;;;;true;;;true
MNHN;P;P01983661;Annonaceae;Trivalvaria;sp.;;Indonésie;false;;;;;;;true;;;true;Zollinger;;;false;1510;;false;Kessler, P.;;false;Planta Javanica;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;09/09/1985 - 09/09/1985;false;;;true
MNHN;P;P01983731;Annonaceae;Annona;glabra;;Viet Nam;false;;;;Hồ Chí Minh;;;;04/03/1934 - 04/03/1934;;false;Poilane, E.;;;false;23582;;false;;;true;Cochinchine : en bordure de l'oroyo de l'avalanche derrière l'Institut Saïgon;;;10.7758439 , 106.7017555;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01983732;Annonaceae;Annona;glabra;;Viet Nam;false;;;;Hồ Chí Minh;;;;04/03/1934 - 04/03/1934;;false;Poilane, E.;;;false;23582;;false;Rainer, H.;;false;Cochinchine : en bordure de l'aroyo de l'avalanche, derrière l'Institut. Saïgon;;;10.789 , 106.707;;;;;;;"""Oui""";"""Oui""";crème;;"""Oui""";"""Oui""";jaune;;21/12/2007 - 21/12/2007;false;;;true
MNHN;P;P01983733;Annonaceae;Annona;glabra;;Viet Nam;false;;;;Đồng Nai;;;;01/04/1960 - 30/04/1960;;false;Vu, V.C.;;;false;1299;;false;Rainer, H.;;false;An thit Biên hoa;;;10.9569454 , 106.8536492;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;07/02/2008 - 07/02/2008;false;;;true
MNHN;P;P01983734;Annonaceae;Annona;glabra;;Viet Nam;null;;;false;Đồng Nai;;;false;19/07/1932 - 19/07/1932;;null;Poilane, E.;;;null;20862;;null;Kessler, P.;;null;Cochinchine : pro: de Bien hoa;;false;10.9569454 , 106.8536492;;;false;;;;"""Non""";;;;"""Oui""";"""Oui""";jaune;;06/09/1985 - 06/09/1985;null;;;true
MNHN;P;P01983735;Annonaceae;Annona;glabra;"""Données de l'étiquette masquées""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MNHN;P;P01983736;Annonaceae;Annona;glabra;;Viet Nam;false;;;;Hồ Chí Minh;;;;22/06/1925 - 22/06/1925;;false;Daû;;;false;48;;false;Rainer, H.;;false;Plante derrière Institut des recherches agronomiques de Saïgon;;;10.7758439 , 106.7017555;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;24/03/1997 - 24/03/1997;false;;;true
MNHN;P;P01983737;Annonaceae;Annona;glabra;;Viet Nam;null;;;false;Hồ Chí Minh;;;false;04/03/1934 - 04/03/1934;;null;Poilane, E.;;;null;23582;;null;;;true;Cochinchine : en bordure de l'Aroyo de l'avalanche, derrière l'Institut. Saïgon;;false;10.789 , 106.707;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01983738;Annonaceae;Annona;glabra;;Viet Nam;true;;;;Hồ Chí Minh;;;;15/02/1919 - 15/02/1919;;false;Hiêp;;;false;442;;false;Ho, P.H.;;false;Jardin botanique de Saïgon;;;10.7769 , 106.6956;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/01/1988 - 31/12/1988;false;;;true
MNHN;P;P01983762;Annonaceae;Polyalthia;oblonga;;;false;;;true;;;;true;;;true;Beccari, O.;;;false;1621;;false;;;true;Bornéo.;;;;;;true;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01983763;Annonaceae;Polyalthia;obliqua;;Malaisie;false;;;;Selangor;;;;22/04/1986 - 22/04/1986;;false;David, B.;;;false;124;;false;David, B.;;false;Malaya. Route Genting, Selangor;;;3.43 , 101.725;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01983764;Annonaceae;Polyalthia;obliqua;;Indonésie;false;;;;East Kalimantan;;;;12/05/1952 - 12/05/1952;;false;Kostermans, A.;;;false;6844;;false;Kessler;;false;"East Borneo; Loa Haur region, west of Samarinda. 60 m alt.";;;-0.597 , 117.047;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;false;60;;false
MNHN;P;P01983765;Annonaceae;Polyalthia;obliqua;;Philippines;false;;;;Agusan del Norte;;;;01/08/1912 - 31/08/1912;;false;Elmer, A.D.E.;;;false;13621;;false;Kessler, P.;;false;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao;;;9.1232986 , 125.5322203;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P01983766;Annonaceae;Polyalthia;obliqua;;Indonésie;false;;;;East Kalimantan;;;;06/06/1951 - 06/06/1951;;false;Kostermans, A.;;;false;5009;;false;Kessler, P.;;false;"East Borneo; E. Kutei. Sg. Menubar region. 10 m alt.";;;0.895 , 118.474;;;;;;;"""Oui""";"""Oui""";vert-ivoire;;"""Non""";;;;01/05/2004 - 31/05/2004;false;10;;false
MNHN;P;P01983767;Annonaceae;Polyalthia;obliqua;;Indonésie;null;;;false;;;;true;01/01/1881 - 31/12/1882;;null;Forbes, H.O.;;;null;1577;;null;Kessler, P.;;null;Sumatra;;false;;;;true;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;null;;;true
MNHN;P;P01983768;Annonaceae;Polyalthia;obliqua;;Malaisie;false;;;;;;;true;;;true;Forbes, H.O.;;;false;;;true;Kessler, P.;;false;Malaisie;;;;;;true;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P01983769;Annonaceae;Polyalthia;obliqua;;Indonésie;false;;;;;;;true;01/01/1881 - 31/12/1882;;false;Forbes, H.O.;;;false;1643;;false;Kessler, P.;;false;Sumatra;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/05/2004 - 31/05/2004;false;;;true
MNHN;P;P01983770;Annonaceae;Polyalthia;obliqua;;Indonésie;false;;;;East Kalimantan;;;;27/07/1951 - 27/07/1951;;false;Kostermans, A.;;;false;5915;;false;Kessler, P.;;false;"East Borneo; E. Kutei. Kaliurang, G. Sekrat, S. of Sangkulirang. 100/200 m alt.";;;0.838 , 117.826;;;;;;;"""Oui""";"""Oui""";blanc verdâtre ou blanc;;"""Non""";;;;01/05/2004 - 31/05/2004;false;100 - 200;;false
MNHN;P;P02030976;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Đồng Nai;;;;01/02/1877 - 28/02/1877;;false;Pierre, L.;;;false;1762;;false;Pierre, L.;;false;in sylvis ad Song lu in prov. Bien Hoa.;;;11.0 , 107.133;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02030977;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;An Giang;;;;01/12/1867 - 31/12/1867;;false;Pierre, L.;;;false;1756;;false;Kessler, P.;;false;In montibus Dai in prov. Chaudoc Cochinchinae.;;;10.4667 , 104.9333;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P02030978;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Hồ Chí Minh;;;;01/03/1876 - 31/03/1876;;false;Pierre, L.;;;false;1506;;false;Kessler, P.;;false;in vicinibus Saïgon Cochinchinae.;;;10.7758439 , 106.7017555;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02030979;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Đồng Nai;;;;01/07/1877 - 31/07/1877;;false;Pierre, L.;;;false;1795;;false;Pierre, L.;;false;ad Baochan;;;10.9667 , 107.3167;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02030980;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Đồng Nai;;;;01/07/1877 - 31/07/1877;;false;Pierre, L.;;;false;1795;;false;Pierre, L.;;false;ad Bao Chan in prov. Bien Hoa. Cochinchinae;;;10.9667 , 107.3167;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P02030981;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Đồng Nai;;;;01/02/1877 - 28/02/1877;;false;Pierre, L.;;;false;1762;;false;Pierre, L.;;false;in sylvis ad Song lu in prov. Bien Hoa.;;;11.0 , 107.133;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02030982;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Đà Nẵng;;;;08/06/1920 - 08/06/1920;;false;Poilane;;;false;1579;;false;Kessler;;false;Annam : Bana;;;15.998 , 107.989;;;;;;;"""Oui""";"""Oui""";blanc;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P02030983;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Thừa Thiên - Huế;;;;16/02/1920 - 16/02/1920;;false;Poilane;;;false;1025;;false;;;true;Annam : Hoi mit pro. de Thua Thiên. 1000 m d'alt.;;;16.2185 , 108.037;;;;;;;"""Oui""";"""Oui""";verdâtre;;"""Non""";;;;;true;1000;;false
MNHN;P;P02030984;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Thừa Thiên - Huế;;;;16/02/1920 - 16/02/1920;;false;Poilane;;;false;1025;;false;;;true;Annam : Hoi mit pro/ce de Thua thien. 1000 m d'alt.;;;16.2185 , 108.037;;;;;;;"""Non""";;;;"""Non""";;;;;true;1000;;false
MNHN;P;P02030985;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Đồng Nai;;;;13/02/1921 - 13/02/1921;;false;Poilane;;;false;2543;;false;Kessler, P.;;false;Cochinchine : Environ de Giaray;;;10.923803 , 107.4039272;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;09/09/1985 - 09/09/1985;false;;;true
MNHN;P;P02030986;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Thừa Thiên - Huế;;;;16/02/1920 - 16/02/1920;;false;Poilane;;;false;1025;;false;;;true;Annam : Hoi mit pro/ce de Thua-thien. 1000 m d'alt.;;;16.22 , 108.0483;;;;;;;"""Oui""";"""Oui""";verdâtre;;"""Non""";;;;;true;1000;;false
MNHN;P;P02030987;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Khánh Hòa;;;;11/04/1922 - 11/04/1922;;false;Poilane;;;false;2947;;false;Kessler, P.;;false;Annam : Ile Tre près de Nhatrang, partie sud de l'ile;;;12.19 , 109.284;;;;;;;"""Oui""";"""Oui""";jaune;;"""Non""";;;;06/09/1985 - 06/09/1985;false;;;true
MNHN;P;P02030988;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Đồng Nai;;;;01/02/1921 - 28/02/1921;;false;Poilane;;;false;2543;;false;Kessler, P.;;false;[Cochinchine, Gia Ray pro. de Bien Hoa];;;10.926 , 107.402;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;09/09/1985 - 09/09/1985;false;;;true
MNHN;P;P02030989;Annonaceae;Polyalthia;sp.;;Viet Nam;false;;;;Khánh Hòa;;;;22/09/1922 - 22/09/1922;;false;Poilane;;;false;4658;;false;Kessler, P.;;false;Annam: Hoa Cat près Nhatrang. Près du Tram de Hoa Cat a 14 kilos. ay nord de Nhatrang et a 1 kilo de la mer;;;12.35 , 109.184;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;09/09/1985 - 09/09/1985;false;;;true
MNHN;P;P02032242;Annonaceae;Fissistigma;sp.;;Viet Nam;false;;;;Thái Nguyên;;;;21/03/1941 - 21/03/1941;;false;Pételot;;;false;6780;;false;Kessler;;false;Lang Hit. Province de Thai-Nguyên. Tonkin;;;21.733 , 105.867;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P02032243;Annonaceae;Fissistigma;sp.;;Viet Nam;null;;;false;Cao Bằng;;;false;15/04/1999 - 15/04/1999;;null;Loc, P.K.;Hoang, P.H.,Averyanov, L.;;null;CBL 1379;;null;Chaowasku, T.;;null;Vietnam. Cao Bang. Distr. Bao Lac, municipality Dinh Phung, Nam Linh Mt. 1350-1400 m;;false;22.783333333333335 , 105.81666666666666;;;false;;;;"""Oui""";"""Oui""";jaune pâle;;"""Non""";;;;05/05/2006 - 05/05/2006;null;1350 - 1400;;null
MNHN;P;P02032244;Annonaceae;Fissistigma;sp.;;Viet Nam;false;;;;Thái Nguyên;;;;21/03/1941 - 21/03/1941;;false;Pételot;;;false;6784;;false;van Heusden, E.C.H.;;false;Lang Hit. Province de Thai-Nguyên. Tonkin;;;21.733 , 105.867;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/01/1994 - 31/12/1994;false;;;true
MNHN;P;P02032245;Annonaceae;Fissistigma;sp.;;Viet Nam;null;;;false;Bình Thuận;;;false;05/08/1939 - 05/08/1939;;null;Müller, R.;;;null;1791;;null;Meade, C.;;null;forêt claire de Ba-Gieng. Annam;;false;11.133333333333333 , 108.26666666666667;;;false;;;;"""Non""";;;;"""Non""";;;;19/05/1999 - 19/05/1999;null;;;true
MNHN;P;P02032246;Annonaceae;Fissistigma;sp.;;Chine;false;;;;Hainan(海南);;;;16/06/1932 - 16/06/1932;;false;Lau, S.K.;;;false;101;;false;Merrill, E.D.;;false;Hainan. Yeung Ling Shan (Ngai District);;;18.31 , 109.171;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";noir;;;true;;;true
MNHN;P;P02032247;Annonaceae;Fissistigma;sp.;;Viet Nam;null;;;false;Hòa Bình;;;false;;;true;Eberhardt;;;null;4304;;null;Kessler, P.;;null;Indochine. Mai-Ha. Province : Hoa-Binh;;false;20.617 , 105.017;;;false;;;;"""Oui""";"""Oui""";jaune clair;;"""Non""";;;;01/11/2003 - 30/11/2003;null;;;true
MNHN;P;P02032248;Annonaceae;Fissistigma;sp.;;Viet Nam;false;;;;Phú Thọ;;;;;;true;Eberhardt;;;false;4455;;false;Kessler, P.;;false;Indochine. Phu Tho. Province : Phu Tho;;;21.4000047 , 105.2238899;;;;;;;"""Oui""";"""Oui""";brun jaune;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P02032249;Annonaceae;Fissistigma;sp.;;Viet Nam;false;;;;Lâm Đồng;;;;01/12/1924 - 01/12/1924;;false;Robinson;Evrard, F.;;false;1987;;false;Kessler, P.;;false;de Dalat à l'arboretum;;;11.9402416 , 108.4375758;;;;;;;"""Oui""";"""Oui""";très jaune;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P02032250;Annonaceae;Fissistigma;sp.;;Viet Nam;false;;;;Kon Tum;;;;14/11/1995 - 14/11/1995;;false;Averyanov, L.;Ban, N.T.,Budantzev, A.,Budantzev, L.,Hiep, N.T.,Huyen, D.D.,Loc, P.K.,Yakovlev, G.;;false;VH 1634;;false;Kessler, P.;;false;S. Vietnam, Prov. Kon Tum, Distr. Dak Gley, about 12 km to N of Dak Gley town (24 km by road), near Mang Khen village. 1100-1200 m alt.;;;15.166 , 107.752;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/11/2003 - 30/11/2003;false;1100 - 1200;;false
MNHN;P;P02032251;Annonaceae;Fissistigma;sp.;;Viet Nam;null;;;false;Kon Tum;;;false;06/12/1995 - 06/12/1995;;null;Averyanov, L.;Ban, N.T.,Budantzev, A.,Budantzev, L.,Hiep, N.T.,Huyen, D.D.,Loc, P.K.,Yakoviev, G.;;null;VH 2347;;null;Kessler, P.;;null;S. Vietnam, Prov. Kon Tum, Distr. Dak Gley, about 10-12 km to the SE of Dak Gley town (4-6 km to the E of Dak Tung village). at 900-1100 m alt.;;false;15.01 , 107.78;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/11/2003 - 30/11/2003;null;900 - 1100;;null
MNHN;P;P02032252;Annonaceae;Fissistigma;sp.;;Malaisie;null;;;false;Johor;;;false;22/09/1994 - 22/09/1994;;null;Wiart, C.;Teo, L.E.;;null;4418;;null;Kessler;;null;Malaysia. Mersing.;;false;2.4298532 , 103.835494;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/05/2004 - 31/05/2004;null;;;true
MNHN;P;P02032253;Annonaceae;Fissistigma;sp.;;Viet Nam;false;;;;Phú Thọ;;;;20/04/1914 - 21/04/1914;;false;Fleury, F.;Chevalier, A.;;false;32228;;false;Kessler, P.;;false;Tonkin: Province de Phù-Tho: Réserve forestière de Chân-Mông.;;;21.53972798415641 , 105.2081336954143;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P02032254;Annonaceae;Fissistigma;sp.;;Viet Nam;false;;;;Phú Thọ;;;;20/04/1914 - 21/04/1914;;false;Fleury, F.;Chevalier, A.;;false;32228;;false;Kessler, P.;;false;Tonkin :Province de Phu-Tho. Réserve forestière de Chân Mông.;;;21.5397 , 105.2081;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P02032255;Annonaceae;Fissistigma;sp.;;Chine;false;;;;Guangxi(广西);;;;21/08/1933 - 21/08/1933;;false;Steward, A.N.;Cheo, H.C.;;false;846;;false;;;true;Kwangsi Province, China. Ta Tseh Tsuen. Yung Hsien. Alt. 540 m.;;;22.858 , 110.546;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";verdâtre;;;true;540;;false
MNHN;P;P02032256;Annonaceae;Fissistigma;sp.;;Chine;false;;;;Guizhou(贵州);;;;;;true;Cavalerie;;;false;;;true;Kessler, P.;;false;Chine : Kouy-tcheou. Pin-fa ?;;;25.7707 , 105.6826;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;26/10/1989 - 26/10/1989;false;;;true
MNHN;P;P02032257;Annonaceae;Fissistigma;sp.;;Chine;null;;;false;Guizhou(贵州);;;false;01/04/1908 - 30/04/1908;;null;Cavalerie, J.;;;null;2994;;null;Kessler, P.;;null;Chine (Province de Kouy-Tchéou). Lo fou.;;false;25.4248 , 106.7514;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;26/10/1989 - 26/10/1989;null;;;true
MNHN;P;P02032258;Annonaceae;Fissistigma;sp.;;Chine;false;;;;Hainan(海南);;;;25/02/1933 - 25/02/1933;;false;Lei, C.I.;;;false;407;;false;Merrill, E.D.;;false;Hainan. Pak Shik Ling and vicinity. Ku Tung Village (Ching Mai District);;;19.738 , 110.0066;;;;;;;"""Oui""";"""Oui""";jaune;;"""Non""";;;;;true;;;true
MNHN;P;P02032259;Annonaceae;Fissistigma;sp.;;Chine;false;;;;Guangxi(广西);;;;23/10/1933 - 23/10/1933;;false;Tsang, W.T.;;;false;23072;;false;;;true;Kwangsi. Po Yam Shan (along Kwantung border) near Tai Chung village (Sun-to District);;;23.991 , 111.717;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P02032260;Annonaceae;Fissistigma;sp.;;Chine;null;;;false;Guangxi(广西);;;false;26/04/1933 - 26/04/1933;;null;Tsang, W.T.;;;null;22151;;null;Rehder, A.;;null;Kwangsi. Shap Man Taai Shan, near Ping Hoh village. S.E. of Shang-sze, Kwangtung Border (Shang-sze District);;false;22.151 , 107.985;;;false;;;;"""Oui""";"""Oui""";jaune d'oeuf;;"""Non""";;;;;true;;;true
MNHN;P;P02032261;Annonaceae;Fissistigma;sp.;;Chine;false;;;;Guangxi(广西);;;;01/08/1936 - 10/08/1936;;false;Tsang, W.T.;;;false;26621;;false;Merrill, E.D.;;false;Kwangtung-Tonkin Border. Na Leung and Vicinity. Fang Ch'eng District.;;;21.667 , 107.867;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";noir;;;true;;;true
MNHN;P;P01986071;Annonaceae;Friesodielsia;latifolia;;Malaisie;false;;;;Sabah;;;;01/10/1921 - 31/12/1921;;false;Elmer, A.D.E.;;;false;20197;;false;Kessler, P.;;false;Sandakan, Myburgh Province, British North Borneo.;;;5.8391337 , 118.1158919;;;;;;;"""Non""";;;;"""Non""";;;;01/06/2004 - 30/06/2004;false;;;true
MNHN;P;P01986072;Annonaceae;Friesodielsia;lagunensis;;Philippines;false;;;;Northern Samar;;;;01/02/1916 - 31/03/1916;;false;Ramos, M.;;;false;24311;;false;;;true;Philippines. Catubig River, Samar;;;12.467 , 125.03;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01986073;Annonaceae;Friesodielsia;lagunensis;;Philippines;false;;;;Capiz;;;;01/04/1918 - 31/05/1918;;false;Ramos, M.;Edaño, G.;;false;31208;;false;;;true;Philippines. Jamindan. Capiz Province. Panay;;;11.4089123 , 122.5105924;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01986074;Annonaceae;Friesodielsia;lagunensis;;Philippines;null;;;false;Oriental Mindoro;;;false;01/11/1925 - 31/12/1925;;null;Ramos, M.;;;null;46431;;null;;;true;Philippines. Puerto Galera. Mindoro;;false;13.5018252 , 120.9541838;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P01986075;Annonaceae;Friesodielsia;lagunensis;;Philippines;false;;;;Sorsogon;;;;01/11/1915 - 30/11/1915;;false;Elmer, A.D.E.;;;false;15298;;false;;;true;Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon;;;12.766 , 124.057;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01986076;Annonaceae;Friesodielsia;korthalsiana;;Malaisie;false;;;;Sabah;;;;01/10/1922 - 31/03/1923;;false;Elmer, A.D.E.;;;false;21167;;false;;;true;Tawao, Elphinstone Province, British North Borneo.;;;4.2435206 , 117.885331;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01986077;Annonaceae;Friesodielsia;korthalsiana;;Malaisie;null;;;false;Sabah;;;false;01/10/1922 - 31/03/1923;;false;Elmer, A.D.E.;;;false;21167;;null;;;true;Tawao, Elphinstone Province, British North Borneo;;false;4.2435206 , 117.885331;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01986078;Annonaceae;Friesodielsia;korthalsiana;;Malaisie;false;;;;Sabah;;;;01/10/1922 - 31/03/1923;;false;Elmer, A.D.E.;;;false;20802;;false;;;true;Tawao, Elphinstone Province, British North Borneo;;;4.2435206 , 117.885331;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
