specimen...institute;specimen...collection;specimen...code;specimen...family;specimen...genus;specimen...specific_epithet;unusable...cause;country...country;country...cultivated;country...guessed;country...not_sure;country...no_info;region1...region;region1...guessed;region1...not_sure;region1...no_info;collect_date...collect_date;collect_date...not_sure;collect_date...no_info;collector...collector;collector...other_collectors;collector...not_sure;collector...no_info;collect_number...number;collect_number...note_sure;collect_number...no_info;identifier...identifier;identifier...not_sure;identifier...no_info;locality...locality;locality...not_sure;locality...no_info;geo...position;geo...precision;geo...not_sure;geo...no_info;owner...owner;owner...no_info;owner...not_sure;flower...flower;flower...info_color;flower...color_flowers;flower...not_sure;fruit...fruit;fruit...info_color;fruit...color_fruits;fruit...not_sure;Date.deter...collect_date;Date.deter...pas.d.information;altitude...altitude;altitude...not_sure;altitude...no_info
MNHN;P;P00389821;Annonaceae;Artabotrys;cagayanensis;;Philippines;false;NA;NA;false;Cagayan;NA;NA;;01/05/1917 - 18/06/1917;NA;false;Adduru, M.;;NA;false;136;NA;false;Merrill, E.D.;NA;false;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province;NA;;17.617 , 121.9;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00389822;Annonaceae;Mitrephora;reflexa;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/03/1905 - 31/03/1905;NA;false;Ahern;;NA;false;;NA;true;;NA;true;Philippines. Province of Rizal, Luzon.;NA;;14.65 , 121.25;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00389824;Annonaceae;Mitrephora;fragrans;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/04/1913 - 30/04/1913;NA;false;Merrill, E.D.;;NA;false;9217;NA;false;;NA;true;Philippines. Taytay. Palawan;NA;;10.8264031 , 119.5159199;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260041;Annonaceae;Uvaria;grandiflora;;Philippines;false;NA;NA;;Tawi-Tawi;NA;NA;;15/10/1906 - 15/10/1906;NA;false;Merrill, E.D.;;NA;false;5302;NA;false;;NA;true;Philippines. Cagayan de Sulu Island;NA;;7.003 , 118.472;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260042;Annonaceae;Uvaria;purpurea;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/05/1913 - 31/05/1913;NA;false;Merrill, E.D.;;NA;false;9374;NA;false;Merrill, E.D.;NA;false;Philippines. Taytay. Palawan;NA;;10.8264031 , 119.5159199;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260046;Annonaceae;Uvaria;goloensis;;Philippines;null;NA;NA;false;Occidental Mindoro;NA;NA;false;01/08/1922 - 31/08/1922;NA;null;Merrill, E.D.;;NA;null;11551;NA;null;Merrill, E.D.;NA;null;Philippines. Golo;NA;false;13.645 , 120.398;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260048;Annonaceae;Uvaria;elliptifolia;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/05/1916 - 31/05/1916;NA;false;Elmer, A.D.E.;;NA;false;16039;NA;false;;NA;true;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260051;Annonaceae;Uvaria;macrophylla;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/01/1840 - 31/12/1840;NA;false;Calléry;;NA;false;6;NA;false;;NA;true;Manille. Calawan;NA;;14.1453986 , 121.3149851;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260052;Annonaceae;Uvaria;cordata;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/01/1840 - 31/12/1840;NA;false;Calléry;;NA;false;6;NA;false;;NA;true;Manille. Calawan.;NA;;14.1453986 , 121.3149851;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00260053;Annonaceae;Uvaria;macrophylla;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/01/1840 - 31/12/1840;NA;false;Calléry;;NA;false;19;NA;false;;NA;true;Manille. Calawan.;NA;;14.1453986 , 121.3149851;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260054;Annonaceae;Uvaria;cordata;;Philippines;null;NA;NA;false;Laguna;NA;NA;false;01/01/1840 - 31/12/1840;NA;null;Calléry;;NA;null;29;NA;null;;NA;true;Manille. Calawan.;NA;false;14.1454 , 121.315;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260055;Annonaceae;Uvaria;cordata;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;751;NA;false;;NA;true;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260056;Annonaceae;Uvaria;cordata;;Philippines;null;NA;NA;false;National Capital Region (NCR);NA;NA;false;;NA;true;Cumming;;NA;null;1291;NA;null;;NA;true;Manille;NA;false;14.5907332 , 120.9809674;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260057;Annonaceae;Uvaria;cordata;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;1807;NA;false;;NA;true;Manille.;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260060;Annonaceae;Uvaria;cordata;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;01/11/1836 - 30/11/1836;NA;false;Gaudichaud;;NA;false;;NA;true;;NA;true;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/08/2002 - 31/08/2002;false;;NA;true
MNHN;P;P00260061;Annonaceae;Uvaria;cordata;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;01/11/1836 - 30/11/1836;NA;false;Gaudichaud;;NA;false;286;NA;false;;NA;true;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260062;Annonaceae;Uvaria;macrophylla;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;01/11/1836 - 30/11/1836;NA;false;Gaudichaud;;NA;false;286;NA;false;;NA;true;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00260063;Annonaceae;Uvaria;macrophylla;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;01/11/1836 - 30/11/1836;NA;false;Gaudichaud;;NA;false;286;NA;false;;NA;true;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260067;Annonaceae;Uvaria;cordata;;Philippines;false;NA;NA;;Bohol;NA;NA;;01/08/1923 - 31/10/1923;NA;false;Ramos, M.;;NA;false;43348;NA;false;;NA;true;Philippines. Bohol;NA;;9.83 , 124.16;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260070;Annonaceae;Uvaria;cordata;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/04/1905 - 30/04/1905;NA;false;Whitford, H.N.;;NA;false;1213;NA;false;;NA;true;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;NA;;14.517 , 120.521;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260078;Annonaceae;Uvaria;cardinalis;;Philippines;false;NA;NA;;Davao Region (Region XI);NA;NA;;01/11/1920 - 30/11/1920;NA;false;Fernando, A.;;NA;false;28234;NA;false;;NA;true;Philippines. Davao Province. Mindanao;NA;;7.17 , 125.5;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260079;Annonaceae;Uvaria;cardinalis;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/11/1915 - 30/11/1915;NA;false;Elmer, A.D.E.;;NA;false;15550;NA;false;Elmer, A.D.E.;NA;false;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon.;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00260081;Annonaceae;Uvaria;alba;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/08/1904 - 31/08/1904;NA;false;Merrill, E.D.;;NA;false;3859;NA;false;Merrill, E.D.;NA;false;Philippines. Mt. Mariveles. Prov. of Bataan. Luzon;NA;;14.523 , 120.485;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248439;Annonaceae;Uvaria;zschokkei;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/09/1926 - 31/10/1926;NA;false;Ramos, M.;Edaño, G.;NA;false;48353;NA;false;;NA;true;Philippines. Alabat island;NA;;14.116667 , 122.05;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248440;Annonaceae;Uvaria;timoriensis;;Philippines;false;NA;NA;;Agusan del Norte;NA;NA;;01/03/1911 - 31/07/1911;NA;false;Weber, C.M.;;NA;false;1004;NA;false;Meade, C.;NA;false;Philippines. Butuan subprovince. Mindanao;NA;;8.9478297 , 125.527228;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;17/05/1999 - 17/05/1999;false;;NA;true
MNHN;P;P00248442;Annonaceae;Uvaria;stellata;;Philippines;false;NA;NA;;Benguet;NA;NA;;01/05/1904 - 31/05/1904;NA;false;Elmer, A.D.E.;;NA;null;6322;NA;null;;NA;true;Philippines. Twin Peaks, Province of Benguet, Luzon.;NA;false;16.261 , 120.561;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248444;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/02/1923 - 28/02/1923;NA;false;Cenabre, A.L.;;NA;false;29133;NA;false;;NA;true;Philippines. Puerto Princesa. Palawan;NA;;9.7376025 , 118.7350414;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248445;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/01/1906 - 31/01/1906;NA;false;Curran, H.M.;;NA;false;3525;NA;false;;NA;true;Philippines. Palawan.;NA;;9.7376 , 118.735;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00248446;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/03/1917 - 31/03/1917;NA;false;Edaño, G.;;NA;false;26907;NA;false;;NA;true;Philippines. Province of Tayabas. Luzon;NA;;14.0263471 , 121.5918364;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00248447;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/06/1917 - 31/07/1917;NA;false;Elmer, A.D.E.;;NA;false;17933;NA;false;van Setten, A.K.;NA;false;Philippine Islands. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon;NA;;14.1364 , 121.1944;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/01/1987 - 31/12/1987;false;;NA;true
MNHN;P;P00248448;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/12/1916 - 31/12/1916;NA;false;Merrill;;NA;false;1057;NA;false;Merrill;NA;false;Alabat Island;NA;;14.117 , 122.05;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00248449;Annonaceae;Uvaria;sorzogonensis;;Philippines;null;NA;NA;false;Palawan;NA;NA;false;01/05/1913 - 31/05/1913;NA;null;Merrill, E.D.;;NA;null;1372;NA;null;Merrill, E.D.;NA;null;Philippine plants. Palawan;NA;false;10.0 , 118.75;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248450;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/09/1922 - 30/09/1922;NA;false;Ramos, M.;;NA;false;;NA;true;;NA;true;Philippines. Busuanga Island;NA;;12.1451487 , 120.0280968572961;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00248451;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Cagayan;NA;NA;;01/01/1917 - 31/03/1917;NA;false;Velasco, V.;;NA;false;26613;NA;false;;NA;true;Philippines. Province of Cagayan. Luzon;NA;;18.0 , 121.833;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248452;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/08/1904 - 31/08/1904;NA;false;Whitford, H.N.;;NA;false;567;NA;false;;NA;true;Philippines. Sariaya. Province of Tayabas, Luzon.;NA;;13.9629837 , 121.5243402;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248453;Annonaceae;Uvaria;sorzogonensis;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/09/1904 - 30/09/1904;NA;false;Whitford, H.N.;;NA;false;870;NA;false;;NA;true;Philippines. Gumaca, Province of Tayabas, Luzon.;NA;;13.9215088 , 122.1015591;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248454;Annonaceae;Uvaria;scandens;;Philippines;false;NA;NA;;Isabela;NA;NA;;01/02/1926 - 31/03/1926;NA;false;Ramos, M.;Edaño, G.;NA;false;46833;NA;false;;NA;true;Philippines. San Mariano. Isabela Province. Luzon;NA;false;16.9835964 , 122.0127684;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248455;Annonaceae;Uvaria;scandens;;Philippines;null;NA;NA;false;Laguna;NA;NA;false;01/06/1917 - 31/07/1917;NA;null;Elmer, A.D.E.;;NA;null;17640;NA;null;;NA;true;Philippine Island. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon;NA;false;14.134 , 121.199;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00247904;Annonaceae;Sageraea;lanceolata;;Philippines;false;NA;NA;;Northern Mindanao (Region X);NA;NA;;01/10/1910 - 31/10/1910;NA;false;Klemme, W.;;NA;false;22458;NA;false;Kessler, P.;NA;false;Philippines. Prov. of Misamis. Mindanao;NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P00247905;Annonaceae;Sageraea;glabra;;Philippines;false;NA;NA;;Quezon;NA;NA;;12/03/1905 - 12/03/1905;NA;false;Elmer, A.D.E.;;NA;false;4021;NA;false;Kessler, P.;NA;false;Philippines. Laguimanoc, Tayabas Prov. Luzon;NA;;13.916 , 121.815;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;04/09/1985 - 04/09/1985;false;;NA;true
MNHN;P;P00247906;Annonaceae;Sageraea;lanceolata;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/03/1913 - 30/04/1913;NA;false;Escritor, L.;;NA;false;;NA;true;Kessler, P.;NA;false;Philippines. Guinayangan. Province of Tayabas. Luzon;NA;;13.8963821 , 122.4521906;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P00247907;Annonaceae;Sageraea;lanceolata;;Philippines;false;NA;NA;;Biliran;NA;NA;;01/06/1916 - 30/06/1916;NA;false;McGregor, R.C.;;NA;false;18547;NA;false;Kessler, P.;NA;false;Philippines. Biliran;NA;;11.466667 , 124.475278;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P00247908;Annonaceae;Sageraea;glabra;;Philippines;false;NA;NA;;Northern Mindanao (Region X);NA;NA;;01/01/1913 - 28/02/1913;NA;false;Miranda, D.P.;;NA;false;17939;NA;false;;NA;true;Philippines. Province of Misamis. Mindanao;NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00247909;Annonaceae;Sageraea;lanceolata;;Philippines;false;NA;NA;;Cotabato;NA;NA;;01/03/1917 - 31/03/1917;NA;false;Oliveros, S.V.;;NA;false;26576;NA;false;Kessler, P.;NA;false;Philippines. District of Cotabato. Mindanao;NA;;7.016666666666667 , 125.08333333333333;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P00247910;Annonaceae;Sageraea;glabra;;Philippines;false;NA;NA;;Surigao del Norte;NA;NA;;01/06/1919 - 30/06/1919;NA;false;Ramos, M.;Pascasio, J.;NA;false;;NA;true;;NA;true;Philippines. Siargao Island;NA;;9.905 , 126.05;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00247911;Annonaceae;Sageraea;lanceolata;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/08/1909 - 31/08/1909;NA;false;Robinson, C.B.;;NA;false;9300;NA;false;Kessler, P.;NA;false;Philippines. Island of Polillo.;NA;;14.779 , 121.95;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P00247912;Annonaceae;Sageraea;lanceolata;;Philippines;false;NA;NA;;Zamboanga Peninsula (Region IX);NA;NA;;01/01/1913 - 31/01/1913;NA;false;Stadtmiller, L.R.;Ferraris, C.;NA;false;20269;NA;false;Kessler, P.;NA;false;Philippines. Dist. of Zamboanga. Mindanao.;NA;;6.9046004 , 122.0763695;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P00247913;Annonaceae;Sageraea;lanceolata;;Philippines;null;NA;NA;false;Biliran;NA;NA;false;01/06/1914 - 30/06/1914;NA;null;McGregor, R.C.;;NA;null;;NA;true;van Heusden, E.C.H.;NA;false;Philippines. Biliran;NA;false;11.466667 , 124.475278;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1994 - 31/12/1994;null;;NA;true
MNHN;P;P00247914;Annonaceae;Sageraea;lanceolata;;Philippines;false;NA;NA;;Eastern Visayas (Region VIII);NA;NA;;01/04/1914 - 30/04/1914;NA;false;Ramos, M.;;NA;false;1683;NA;false;van Heusden, E.C.H.;NA;false;Philippine Plants. Samar;NA;;11.96 , 125.11;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/01/1994 - 31/12/1994;false;;NA;true
MNHN;P;P00248456;Annonaceae;Uvaria;scandens;;Philippines;false;NA;NA;;Agusan del Norte;NA;NA;;01/07/1912 - 31/07/1912;NA;false;Elmer, A.D.E.;;NA;false;13273;NA;false;;NA;true;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao.;NA;;9.1232986 , 125.5322203;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248459;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;15/05/1890 - 15/05/1890;NA;false;Loher, A.;;NA;false;53;NA;false;;NA;true;Herbarium Philippinense. San Francisco del Monte. Luzon central.;NA;;14.6105 , 121.0155;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248460;Annonaceae;Uvaria;rufa;;Philippines;null;NA;NA;false;Laguna;NA;NA;false;01/06/1915 - 31/08/1915;NA;null;McGregor, R.C.;;NA;null;26227;NA;null;;NA;true;Philippines. Province of Laguna. Luzon;NA;false;14.17 , 121.33;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248461;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/05/1913 - 31/05/1913;NA;false;Merrill, E.D.;;NA;false;9605;NA;false;;NA;true;Philippines. Silanga. Palawan;NA;;11.0241208 , 119.5616633;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248462;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;Batangas;NA;NA;;01/08/1914 - 31/08/1914;NA;false;Ramos, M.;;NA;false;1852;NA;false;;NA;true;Philippine plants. Province of Batangas. Luzon;NA;;13.7561219 , 121.057754;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00248463;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/06/1904 - 30/06/1904;NA;false;Whitford, H.N.;;NA;false;397;NA;false;;NA;true;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;NA;;14.517 , 120.521;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248473;Annonaceae;Uvaria;rufa;;Philippines;null;NA;NA;false;National Capital Region (NCR);NA;NA;false;01/01/1840 - 31/12/1840;NA;null;Calléry;;NA;null;;NA;true;Kessler, P.;NA;null;Manille. Pangasinan.;NA;false;14.52 , 121.054;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;05/09/1985 - 05/09/1985;null;;NA;true
MNHN;P;P00248474;Annonaceae;Uvaria;grandiflora;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;1380;NA;false;Attanayake, A.M.A.S.;NA;false;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;04/08/2009 - 04/08/2009;false;;NA;true
MNHN;P;P00248475;Annonaceae;Uvaria;rufa;;Philippines;null;NA;NA;false;National Capital Region (NCR);NA;NA;false;;NA;true;Cumming;;NA;null;1589;NA;null;;NA;true;Manille.;NA;false;14.5907332 , 120.9809674;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248476;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;Batangas;NA;NA;;01/06/1903 - 30/06/1903;NA;false;Merrill, E.D.;;NA;false;2735;NA;false;;NA;true;Philippines. Malapad nabato. Prov. of Rizal, Luzon;NA;;14.1042132 , 120.6827773;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248477;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;Benguet;NA;NA;;01/05/1904 - 31/05/1904;NA;false;Elmer, A.D.E.;;NA;false;6369;NA;false;;NA;true;Philippines. Twin Peaks, Province of Benguet, Luzon.;NA;;16.306 , 120.575;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248478;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;Benguet;NA;NA;;01/05/1904 - 31/05/1904;NA;null;Elmer, A.D.E.;;NA;false;6369;NA;false;;NA;true;Philippines. Twin Peaks, Province of Benguet, Luzon.;NA;;16.2614528 , 120.5610303;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248479;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/03/1917 - 31/03/1917;NA;false;Elmer, A.D.E.;;NA;false;17418;NA;false;;NA;true;Philippine. Montalban, Province of Rizal, Luzon;NA;;14.7430394 , 121.246521;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248480;Annonaceae;Uvaria;rufa;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/07/1912 - 31/07/1912;NA;false;Fénix, E.;;NA;null;1284;NA;false;;NA;true;Philippines. Busuanga.;NA;;12.1332076 , 119.9361357;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248489;Annonaceae;Uvaria;peninsula;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/08/1916 - 31/08/1916;NA;false;Elmer, A.D.E.;;NA;false;16852;NA;false;Elmer, A.D.E.;NA;false;Philippine Islands. Irosin (Mt. Bulusan). Province of Sorsogon. Island of Luzon;NA;;12.7038417 , 124.0320966;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00248490;Annonaceae;Uvaria;peninsula;;Philippines;false;NA;NA;;Bohol;NA;NA;;01/08/1923 - 31/10/1923;NA;false;Ramos, M.;;NA;false;43209;NA;false;Reveillard, C.;NA;false;Philippines. Bohol;NA;;9.83 , 124.16;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/08/2002 - 31/08/2002;false;;NA;true
MNHN;P;P00248491;Annonaceae;Goniothalamus;sp.;;Philippines;null;NA;NA;false;Cagayan;NA;NA;false;01/05/1907 - 31/05/1907;NA;null;Klemme, W.;;NA;null;7053;NA;null;Kessler, P.;NA;null;Philippines. Cagayan Prov. Luzon;NA;false;18.0 , 121.833333;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/06/2004 - 30/06/2004;null;;NA;true
MNHN;P;P00248492;Annonaceae;Uvaria;peninsula;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/06/1884 - 30/06/1884;NA;false;Marche, A.;;NA;false;137;NA;false;;NA;true;Ile Culion. Philippines;NA;;11.82 , 119.97;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00248494;Annonaceae;Uvaria;panayensis;;Philippines;false;NA;NA;;Capiz;NA;NA;;01/10/1925 - 30/11/1925;NA;false;Edaño, G.;;NA;null;;NA;true;;NA;true;Philippines. Capiz Province. Panay;NA;false;11.5544662 , 122.7909577;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
