scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;specificEpithet;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;global_id;childData_id;accSpecies_id;colnum_fullprefix;region;to_check;to_check_det;.val;.equ;.zer;.cap;.cen;.con;.gbf;.inst;.summary
0;Polyalthia;lanceolata;S.Vidal;0;Cumming;450;nan;450;nan;nan;;;;nan;nan;;;;PH;Philippines;0;Manille;0;120.9809674;14.5907332;0;0;P00372660;P00372660;Cumming;0.0;Cumming;;PHL;ACCEPTED;Polyalthia lanceolata;https://ipni.org/n/74618-1;nan;nan;nan;;National Capital Region (NCR);;;True;True;True;False;False;True;True;True;False
0;Uvaria;cordata;(Blume) Blume;0;Cumming;751;nan;751;nan;nan;;;;nan;nan;;;;PH;Philippines;0;Manille;0;120.9809674;14.5907332;0;0;P00260055;P00260055;Cumming;0.0;Cumming;;PHL;SYNONYM;Uvaria littoralis;https://ipni.org/n/75628-1;nan;nan;nan;;National Capital Region (NCR);;;True;True;True;False;False;True;True;True;False
0;Cyathocalyx;globosus;Merr.;0;Curran, HM;10401;nan;10401;nan;01/05/1908 - 31/05/1908;1;5;1908;Kessler;01/06/2004 - 30/06/2004;1;6;2004;PH;Philippines;0;Philippines. Tayabas Prov., Luzon;0;121.5918364;14.0263471;0;0;P01981753;P01981753;Curran;0.0;Curran, H.M.;Kessler;PHL;ACCEPTED;Cyathocalyx globosus;https://ipni.org/n/72657-1;nan;nan;nan;;Quezon;;;True;True;True;True;True;True;True;True;True
0;Polyalthia;glauca;(Hassk.) Mols, Kessler & Rogstad;0;Curran, HM;10475;nan;10475;nan;01/05/1908 - 31/05/1908;1;5;1908;nan;nan;;;;PH;Philippines;0;Philippines. Camarines Prov., Luzon;0;122.793;14.013;0;0;P01983902;P01983902;Curran;0.0;Curran, H.M.;;PHL;SYNONYM;Maasia glauca;https://ipni.org/n/74584-1;nan;nan;nan;;Bicol Region (Region V);;;True;True;True;True;True;True;True;True;True
Dasymaschalon clusiflorum var. megalanthum Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Curran, HM;Curran, HM FB 10686 ;Curran;10686;nan;0;1;6;1908;Kessler, PJA;1988-04-01T00:00:00;1;4;1988;PH;Philippines;0;PhilippinesCamarines Prov., Luzon;0;123.333333;13.666667;nan;Botany;L0037912;L  0037912;Curran;0.0;Curran HM;Kessler PJA;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;0;0;0;0;;;;;;;;;;;;
0;Polyalthia;clusiflora;(Merr.) Merr.;0;Curran, HM;10884;nan;10884;nan;01/12/1908 - 31/12/1908;1;12;1908;nan;nan;;;;PH;Philippines;0;Philippines. Nueva Vizcaya Prov., Luzon.;0;121.13;16.35;0;0;P01983936;P01983936;Curran;0.0;Curran, H.M.;;PHL;SYNONYM;Dasymaschalon clusiflorum;https://ipni.org/n/74534-1;nan;nan;nan;;Nueva Vizcaya;;;True;True;True;True;True;True;True;True;True
Cyathocalyx sumatranus Scheff.;Cyathocalyx;sumatranus;Scheff.;0;Curran, HM;Curran, HM FB 17606 ;Curran;17606;nan;0;1;12;1909;Kessler, PJA;1990-11-01T00:00:00;1;11;1990;PH;Philippines;0;Bataan Prov., Luzon.;0;120.416667;14.666667;nan;Botany;L1755588;L.1755588;Curran;0.0;Curran HM;Kessler PJA;PHL;ACCEPTED;Cyathocalyx sumatranus;https://ipni.org/n/72686-1;0;0;0;0;;;;;;;;;;;;
0;Uvaria;sorzogonensis;(Blume) Blume;0;Curran, HM;3525;nan;3525;nan;01/01/1906 - 31/01/1906;1;1;1906;nan;nan;;;;PH;Philippines;0;Philippines. Palawan.;0;118.735;9.7376;0;0;P00248445;P00248445;Curran;0.0;Curran, H.M.;;PHL;SYNONYM;Uvaria littoralis;https://ipni.org/n/75939-1;nan;nan;nan;;Palawan;;;True;True;True;True;True;True;True;True;True
Goniothalamus obtusifolius Merr.;Goniothalamus;obtusifolius;Merr.;0;Curran, HM;Curran, HM FB 4139 ;Curran;4139;nan;0;1;4;1906;Tang, CC;2014-10-01T00:00:00;1;10;2014;PH;Philippines;0;Palawan.;0;118.75;10.0;nan;Botany;L2067235;L.2067235;Curran;0.0;Curran HM;Tang CC;PHL;ACCEPTED;Goniothalamus obtusifolius;https://ipni.org/n/73228-1;0;0;0;0;;;;;;;;;;;;
0;Goniothalamus;obtusifolius;Merr.;0;Curran, HM;nan;nan;nan;nan;01/04/1906 - 30/04/1906;1;4;1906;nan;nan;;;;PH;Philippines;0;Philippines. Palawan;0;118.75;10.0;0;0;P01988127;P01988127;Curran;0.0;Curran, H.M.;;PHL;ACCEPTED;Goniothalamus obtusifolius;https://ipni.org/n/73228-1;nan;nan;nan;;Palawan;;;True;True;True;True;True;True;True;True;True
0;Phaeanthus;ebracteolatus;(Roxb. ex G.Don) J.Sinclair;0;Darling, FW;14850;nan;14850;nan;01/05/1919 - 31/05/1919;1;5;1919;Mols, JB;01/07/1998 - 31/07/1998;1;7;1998;PH;Philippines;0;"Philippines. Province of Nueva Vizcaya; Luzon.";0;121.13;16.35;0;0;P01960460;P01960460;Darling;0.0;Darling, F.W.;Mols, J.B.;PHL;SYNONYM;Phaeanthus ophthalmicus;https://ipni.org/n/74436-1;nan;nan;nan;;Nueva Vizcaya;;;True;True;True;True;True;True;True;True;True
Uvaria rufa (Dunal) Blume;Uvaria;rufa;(Hook.f. & Thomson) Merr.;0;Domingo, DC;21676;nan;21676;nan;0;;5;1914;nan;nan;;;;PH;Philippines;0;Luzon;0;120.45;16.033333;CM;Botany;CM446409;CM446409;Domingo;0.0;Domingo, D.C.;;PHL;SYNONYM;Pyramidanthe prismatica;https://ipni.org/n/75912-1;0;0;0;0;;;;;;;;;;;;
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Dransfield, J;Dransfield, J SMHI 1298 ;Dransfield;1298;nan;0;20;5;1984;Heusden, ECH van;nan;;;;PH;Philippines;0;Mt. Victoria, Trident Mine.;0;118.55925;9.618517;nan;Botany;L1757054;L.1757054;Dransfield;0.0;Dransfield J;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;0;0;0;0;;;;;;;;;;;;
0;Mitrephora;lanotan;(Blanco) Merr.;0;Elgricolin, V;27766;nan;27766;nan;15/07/1919 - 15/07/1919;15;7;1919;nan;nan;;;;PH;Philippines;0;Philippines. Bataan Province. Luzon.;0;120.42;14.67;0;0;P01967852;P01967852;Elgricolin;0.0;Elgricolin, V.;;PHL;ACCEPTED;Mitrephora lanotan;https://ipni.org/n/74010-1;nan;nan;nan;;Bataan;;;True;True;True;True;True;True;True;True;True
Uvaria rufa (Dunal) Blume;Uvaria;rufa;(Hook.f. & Thomson) Merr.;0;Elmer, ADE;Elmer, ADE  10313 , 10313;Elmer;10313;nan;0;1;6;1908;nan, nan;2002-05-22T00:00:00;22;5;2002;PH;Philippines;0;Philippines, Dumaguete (Cuernos Mts.), Province of Negros Oriental, Island of Negros.;0;123.3;9.3;<NA>, VT;Botany, <NA>;L1768772, UVMVT102289;L.1768772, UVMVT102289;Elmer;;nan;;PHL;SYNONYM;Pyramidanthe prismatica;https://ipni.org/n/75912-1;0;0;0;0;;;;;;;;;;;;
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  10498 , Elmer, ADE  10498 , 10498, 10498;Elmer;10498;nan;0;1;5;1909;Kessler, PJA, Kessler, PJA, nan, Kessler, P;1984-03-01T00:00:00;1;3;1984;PH;Philippines;0;Philippines, Todaya (Mt. Apo), District of Davao, Island of Mindanao.;0;125.2697;6.9894;<NA>, <NA>, VT, 0;Botany, Botany, <NA>, 0;U1090688, L1766285, UVMVT102267, P01987510;U.1090688, L.1766285, UVMVT102267, P01987510;Elmer;;;;;;;;;;;;;;;;;;;;;;;
Fissistigma Griff.;Fissistigma;latifolium;(Dunal) Merr.;0;Elmer, ADE;Elmer, ADE  10693 , 10693, 10693;Elmer;10693;nan;0;1;5;1909;Kessler, PJA, nan, nan;1988-06-01T00:00:00;1;6;1988;PH;Philippines;0;Philippines, Todaya (Mt. Apo), District of Davao, Island of Mindanao.;0;125.2697;6.9894;<NA>, NSW, VT;Botany, NSW, <NA>;L1754949, NSW562438, UVMVT102262;L.1754949, NSW562438, UVMVT102262;Elmer;;nan;;PHL;ACCEPTED;Fissistigma latifolium;https://ipni.org/n/73030-1;0;0;0;0;;;;;;;;;;;;
Drepananthus apoensis Elmer;Drepananthus;apoensis;Elmer;0;Elmer, ADE;10843, Elmer, ADE  10843 ;nan;10843;nan;0;1;6;1909;nan, nan;nan;;;;PH;Philippines;0;Todaya (Mt. Apo), Island of Mindanao;0;125.269722;6.989444;VT, <NA>;<NA>, Botany;UVMVT102236, L0181321;UVMVT102236, L  0181321;Elmer;;nan;;PHL;ACCEPTED;Drepananthus apoensis;https://ipni.org/n/72831-1;0;0;0;0;;;;;;;;;;;;
Uvaria L.;Uvaria;grandiflora;Hook.f. & Thomson;0;Elmer, ADE;10957, 10957, Elmer, ADE  10957 ;nan;10957;nan;0;1;6;1909;nan, nan, nan;nan;;;;PH;Philippines;0;Todaya (Mount Apo), District of Davao.;0;123.221811;6.474422;NSW, VT, <NA>;NSW, <NA>, Botany;NSW453602, UVMVT102287, L1770663;NSW453602, UVMVT102287, L.1770663;Elmer;;nan;;PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;0;0;0;0;;;;;;;;;;;;
Goniothalamus philippinensis Merr.;Goniothalamus;philippinensis;Merr.;0;Elmer, ADE;10982, Elmer, ADE  10982 ;nan;10982;nan;0;1;6;1909;nan, nan;nan;;;;PH;Philippines;0;Todayo (Mt. Apo), District of Davao, Island of Mindanao;0;125.628333;6.233611;VT, <NA>;<NA>, Botany;UVMVT102244, L2067254;UVMVT102244, L.2067254;Elmer;;nan;;PHL;ACCEPTED;Goniothalamus philippinensis;https://ipni.org/n/73235-1;0;0;0;0;;;;;;;;;;;;
Drepananthus apoensis Elmer;Drepananthus;apoensis;Elmer;0;Elmer, ADE;11290, Elmer, ADE  11290 ;nan;11290;nan;0;1;8;1909;nan, nan;nan;;;;PH;Philippines;0;Todaya (Mt. Apo);0;125.269722;6.989444;VT, <NA>;<NA>, Botany;UVMVT102237, L0181320;UVMVT102237, L  0181320;Elmer;;nan;;PHL;ACCEPTED;Drepananthus apoensis;https://ipni.org/n/72831-1;0;0;0;0;;;;;;;;;;;;
Monoon Miq.;Monoon;mindanaense;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;11642, 11642, Elmer, ADE  11642 , 11642;nan;11642;nan;0;1;9;1909;Sauquet, H, nan, nan, Turner, IM;2018-11-20T00:00:00;20;11;2018;PH;Philippines;0;Todaya (Mount Apo), District of Davao.;0;123.905374;6.645081333333333;NSW, VT, <NA>, NHMUK;NSW, <NA>, Botany, BOT;NSW474408, UVMVT102271, L0182094, BM000754004;NSW474408, UVMVT102271, L  0182094, BM000754004;Elmer;;nan;;PHL;ACCEPTED;Monoon mindanaense;https://ipni.org/n/77123028-1;0;0;0;0;;;;;;;;;;;;
Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Elmer, ADE;11721, Elmer, ADE  11721 , 11721;nan;11721;nan;0;1;9;1909;Sauquet, H, Nurmawati, S, nan;2018-11-19T00:00:00;19;11;2018;PH;Philippines;0;Todaya (Mount Apo), District of Davao.;0;123.221811;6.474422;NSW, <NA>, VT;NSW, Botany, <NA>;NSW505128, L1756244, UVMVT102281;NSW505128, L.1756244, UVMVT102281;Elmer;;nan;;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;0;0;0;0;;;;;;;;;;;;
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  11761 , 11761;Elmer;11761;nan;0;1;9;1909;Kessler, PJA, nan;1985-07-01T00:00:00;1;7;1985;PH;Philippines;0;Philippines, Todaya (Mt. Apo), District of Davao, Island of Mindanao.;0;125.2697;6.9894;<NA>, VT;Botany, <NA>;L1766286, UVMVT102268;L.1766286, UVMVT102268;Elmer;;nan;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;0;0;0;0;;;;;;;;;;;;
0;Haplostichanthus;lanceolata;S.Vidal;0;Elmer, ADE;12170, 12170;nan;12170;nan;01/03/1910 - 31/03/1910;1;3;1910;Kessler, P, nan;01/11/2003 - 30/11/2003;1;11;2003;PH;Philippines;0;Philippine Plants. Romblon;0;122.2816665;12.541666500000002;0, VT;0, nan;P00389900, UVMVT102273;P00389900, UVMVT102273;Elmer;;;;;;;;;;;;;;;;;;;;;;;
Uvaria sibuyanensis Elmer;Goniothalamus;sibuyanensis;(Elmer) Merr.;0;Elmer, ADE;12322, Elmer, ADE  12322 ;nan;12322;nan;0;1;4;1910;nan, nan;nan;;;;PH;Philippines;0;Magallanes (Mt. Giting-giting), Island of Sibuyan;0;122.513512;12.491032;VT, <NA>;<NA>, Botany;UVMVT102290, L1768676;UVMVT102290, L.1768676;Elmer;;nan;;PHL;ACCEPTED;Goniothalamus sibuyanensis;https://ipni.org/n/73252-1;0;0;0;0;;;;;;;;;;;;
Xylopia densifolia Elmer;Xylopia;densifolia;Elmer;0;Elmer, ADE;12471, Elmer, ADE  12471 , 12471;nan;12471;nan;0;1;5;1910;nan, nan, Elmer, ADE;nan;;;;PH;Philippines;0;Magallanes (Mt. Giting-Giting), Island of Sibuyan;0;122.513512;12.491032;VT, <NA>, 0;<NA>, Botany, 0;UVMVT102299, L1775222, P00734860;UVMVT102299, L.1775222, P00734860;Elmer;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus amuyon (Blanco) Merr.;Goniothalamus;amuyon;(Blanco) Merr.;0;Elmer, ADE;12507, Elmer, ADE  12507 , 12507;nan;12507;nan;0;1;5;1910;Saunders, RMK , Salleh, KM, Elmer, ADE;2014-01-01T00:00:00;1;1;2014;PH;Philippines;0;Magallanes (Mt. Giting-Giting), Island of Sibuyan;0;122.513512;12.491032;VT, <NA>, 0;<NA>, Botany, 0;UVMVT102238, L2067135, P00432362;UVMVT102238, L.2067135, P00432362;Elmer;;;;;;;;;;;;;;;;;;;;;;;
Canangium odoratum (Lam.) King;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Elmer, ADE;12546, Elmer, ADE  12546 ;nan;12546;nan;0;1;5;1910;nan, nan;nan;;;;PH;Philippines;0;Magallanes (Mt. Giting-Giting), Island of Sibuyan;0;122.513512;12.491032;VT, <NA>;<NA>, Botany;UVMVT102233, L1753694;UVMVT102233, L.1753694;Elmer;;nan;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;0;0;0;0;;;;;;;;;;;;
Monoon klemmei (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;klemmei;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  12565 , 12565, 12565;Elmer;12565;nan;0;1;5;1910;Nurmawati, S, nan, nan;2017-08-01T00:00:00;1;8;2017;PH;Philippines;0;Philippines, Magallanes ( Mt. Giting-Giting ), Province of Capiz, Island of Sibuyan.;0;122.566667;12.416667;<NA>, VT, 0;Botany, <NA>, 0;L1759992, UVMVT102243, P01986512;L.1759992, UVMVT102243, P01986512;Elmer;;;;;;;;;;;;;;;;;;;;;;;
Monoon klemmei (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;klemmei;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  12644 , Elmer, ADE  12644 , 12644;Elmer;12644;nan;0;1;2;1911;Xue, B, Xue, B, Elmer, ADE;2012-10-01T00:00:00;1;10;2012;PH;Philippines;0;Philippines, Brooks Point (Addison Peak), Province of palawan, Island of Palawan.;0;117.833333;8.8;<NA>, <NA>, 0;Botany, Botany, 0;U0045599, L0186656, P00751060;U  0045599, L  0186656, P00751060;Elmer;;;;;;;;;;;;;;;;;;;;;;;
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;creaghii;(Ridl.) Leonardía & Kessler;0;Elmer, ADE;Elmer, ADE  12645 , Elmer, ADE  12645 , 12645;Elmer;12645;nan;0;1;2;1911;nan, nan, Kessler, P;1999-07-01T00:00:00;1;7;1999;PH;Philippines;0;Philippines, Brooks Point (Addison Peak), Province of palawan, Island of Palawan.;0;117.833333;8.440000000000001;<NA>, <NA>, 0;Botany, Botany, 0;U0008309, L0047767, P00389963;U  0008309, L  0047767, P00389963;Elmer;;;;;;;;;;;;;;;;;;;;;;;
Miliusa horsfieldii (Benn.) Pierre;Miliusa;horsfieldii;(Benn.) Baill. ex Pierre;0;Elmer, ADE;Elmer, ADE  12677 , Elmer, ADE  12677 , 12677;Elmer;12677;nan;0;1;2;1911;Mols, JB, Mols, JB, Mols, JB;2004-03-01T00:00:00;1;3;2004;PH;Philippines;0;Philippines, Brooks Point (Addison Peak), Province of Palawan, Island of Palawan.;0;117.833333;8.8;<NA>, <NA>, 0;Botany, Botany, 0;U0015811, L0048471, P00160916;U  0015811, L  0048471, P00160916;Elmer;;;;;;;;;;;;;;;;;;;;;;;
