genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;tmp_det_date;expert_det;orig_recby;orig_detby;recby_regex;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no;geo_issues;.summary;tmp_det_date.1;expert_det.1;recby_regex.1;modified;scientific_name;colnum_fullprefix
Drepananthus;acuminatus;nan;nan;Burley, John Stuart;Collector Number: 178;Collector;178;nan;nan;28;4;1987;Burley, JS;nan;;;;PH;Philippines;nan;7 km southwest Puerto Galera	 west of marble quarry	 Mt. Talipanan;nan;120.917;13.4667;BPBM;BISH;BISH620170;620170;Burley;Burley, John Stuart;Indonesia, United States of America;nan;;;nan;Burley, J.S.;J.S.Burley;Burley, JS;PHL;Drepananthus acuminatus;ACCEPTED;Drepananthus acuminatus;(C.B.Rob.) Survesw. & R.M.K.Saunders;https://ipni.org/n/77109466-1;nan;True;;;;nan;0;0
