scientific_name;genus;specific_epithet;species_author;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;colnum_fullprefix;region;geo_issues;.summary;tmp_det_date.1;expert_det;recby_regex;modified;scientific_name.1;colnum_fullprefix.1;region.1;collector_id;huh_name;geo_col;wiki_url;ipni_species_author;specificEpithet;tmp_det_date;sp_idx
0.0;Artabotrys;cagayanensis;Merr.;Adduru, M;136.0;nan;136.0;nan;01/05/1917 - 18/06/1917;1;5;1917;Merrill, ED;nan;;;;PH;Philippines;0.0;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province;0.0;121.9;17.617;0;0.0;0,0,P00389821;P00389821;Adduru;Adduru, M.;Merrill, E.D.;PHL;ACCEPTED;Artabotrys cagayanensis;https://ipni.org/n/72363-1;;Cagayan;nan;;;nan;;nan;;;;0.0;0.0;0.0;0.0;0.0;;;
0.0;Orophea;cumingiana;S.Vidal;Adduru, M;148.0;nan;148.0;nan;01/05/1917 - 18/06/1917;1;5;1917;nan;nan;;;;PH;Philippines;0.0;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province. Luzon;0.0;121.9;17.617;0;0.0;1,1,P01987514;P01987514;Adduru;Adduru, M.;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;;Cagayan;nan;;;nan;;nan;;;;0.0;0.0;0.0;0.0;0.0;;;
0.0;Polyalthia;suberosa;(Roxb.) Thwaites;Adduru, M;38.0;nan;38.0;nan;01/05/1917 - 18/06/1917;1;5;1917;nan;nan;;;;PH;Philippines;0.0;Philippines. Alcala, Vicinity of Peñablanca. Cagayan Province. Luzon;0.0;121.656;17.903;0;0.0;2,2,P01983819;P01983819;Adduru;Adduru, M.;;PHL;ACCEPTED;Polyalthia suberosa;https://ipni.org/n/74734-1;;Cagayan;nan;;;nan;;nan;;;;0.0;0.0;0.0;0.0;0.0;;;
0.0;Mitrephora;reflexa;Merr.;Adduru, M;63.0;nan;63.0;nan;01/05/1917 - 18/06/1917;1;5;1917;nan;nan;;;;PH;Philippines;0.0;Philippines. Quibal. Vicinity of Peñablanca. Cagayan Province. Luzon;0.0;121.7594281;17.3379754;0;0.0;3,3,P01967893;P01967893;Adduru;Adduru, M.;;PHL;ACCEPTED;Mitrephora reflexa;https://ipni.org/n/74037-1;;Cagayan;nan;;;nan;;nan;;;;0.0;0.0;0.0;0.0;0.0;;;
0.0;Uvaria;rufa;(Hook.f. & Thomson) Merr.;Ahern;3137.0, 25388, 512, 6434;nan;3137.0;nan;01/05/1905 - 30/06/1905;1;5;1905;, <NA>, <NA>, <NA>;nan;;;;PH;Philippines;0.0;Philippines. Province of Rizal, Luzon.;0.0;121.25;14.65;0, K, K, K;0.0, Herbarium, Herbarium, Herbarium;12,10,18,8,16,6,P00142681;P00142681, K000691920, K000691918, K000574845;Ahern;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;0.0;0.0;0.0;0.0;nan;;;
nan;Phaeanthus;ophthalmicus;nan;Burley, John Stuart;Collector Number: 181, Collector Number: 181, 35026, 41501, Collector Number: 181;Collector;181.0;nan;nan;28;4;1987;Burley, JS, Burley, JS, <NA>, <NA>, Burley, JS;nan;;;;PH;Philippines;nan;7 km southwest Puerto Galera	 west of marble quarry	 Mt. Talipa;nan;120.917;13.4667;BPBM, BPBM, NHMUK, K, BPBM;BISH, BISH, BOT, Herbarium, BISH;13,11,19,9,17,7,BISH620167,BISH620169,BISH620170;620167, 620167, BM0-00632901, K000691986, 620167;Burley;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Burley, John Stuart;Indonesia, United States of America;nan;nan;;;
nan;Phaeanthus;ophthalmicus;nan;Burley, John Stuart;Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, Collector Number: 181, 512, 6434, Collector Number: 178;Collector;181.0;nan;nan;28;4;1987;Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, <NA>, <NA>, Burley, JS;nan;;;;PH;Philippines;nan;7 km southwest Puerto Galera	 west of marble quarry	 Mt. Talipa;nan;120.917;13.4667;BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, K, K, BPBM;BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, Herbarium, Herbarium, BISH;14,4,12,10,18,8,BISH620167;620167, 620167, 620167, 620167, 620167, 620167, 620167, 620167, 620167, 620167, 620167, 620167, 620167, K000691918, K000574845, 620170;Burley;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Burley, John Stuart;Indonesia, United States of America;nan;nan;;;
nan;Polyalthia;mindorensis;nan;Burley, John Stuart;Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, Collector Number: 179, 41501, Collector Number: 181, 43245;Collector;179.0;nan;nan;28;4;1987;Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, <NA>, Burley, JS, <NA>;nan;;;;PH;Philippines;nan;7 km southwest Puerto Galera	 west of marble quarry	 Mt. Talipa;nan;120.917;13.4667;BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, K, BPBM, K;BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, Herbarium, BISH, Herbarium;15,5,13,11,19,9,BISH620169;620169, 620169, 620169, 620169, 620169, 620169, 620169, 620169, 620169, 620169, 620169, 620169, 620169, 620169, 620169, K000691986, 620167, K000691758;Burley;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Burley, John Stuart;Indonesia, United States of America;nan;nan;;;
nan;Drepathus;acuminatus;nan;Burley, John Stuart;Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, Collector Number: 178, 6434, Collector Number: 178, 25388;Collector;178.0;nan;nan;28;4;1987;Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, Burley, JS, <NA>, Burley, JS, <NA>;nan;;;;PH;Philippines;nan;7 km southwest Puerto Galera	 west of marble quarry	 Mt. Talipa;nan;120.917;13.4667;BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, BPBM, K, BPBM, K;BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, BISH, Herbarium, BISH, Herbarium;16,6,14,4,12,10,BISH620170;620170, 620170, 620170, 620170, 620170, 620170, 620170, 620170, 620170, 620170, 620170, 620170, 620170, 620170, 620170, K000574845, 620170, K000691920;Burley;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Burley, John Stuart;Indonesia, United States of America;nan;nan;;;
nan;Meiogyne;mindorensis;nan;Ramos, Maximo;35026, 35026, 35026, 35026, 35026, 35026, 35026, 35026, 35026, 35026, 35026, 35026, 35026, 35026, 35026, Collector Number: 181, 43245, 35026;nan;35026.0;nan;nan;28;6;1918;, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, Burley, JS, <NA>, <NA>;nan;;;;PH;Philippines;nan;Nearest Named Place: Siargao Island;nan;126.04586;9.84829;NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, BPBM, K, NHMUK;BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BISH, Herbarium, BOT;17,7,15,5,13,11,BM0-00632901;BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, BM0-00632901, 620167, K000691758, BM0-00632901;Ramos;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Ramos, Maximo;Malaysia, Philippines;nan;nan;;;
