;scientific_name;genus;species-tobesplit;country_id;locality;ddlat;ddlong;recorded_by;colnum;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;barcode;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;prel_bc;prel_herbCode;prel_code;prel_code_X
4257;Sageraea lanceolata Miq.;Sageraea;Sageraea lanceolata;ID;"Indonesia. Central East Borneo; W Koetai; no. 1, near Kp. Djembajan. Bank of Djembajanriver.";-0.55;117.0;Endert FH;Endert, FH  1405 ;15;6;1925;Heusden ECH van;;;Botany;L.1764853;0;0;0;0;0;0;;;;0;0;0;1764853;L;L.;
4258;Polyalthia motleyana (Hook.f.) Airy Shaw;Polyalthia;Polyalthia motleyana;ID;"Indonesia, Borneo, W. Kalimantan, G. Bentuang area, 5-10 km north of Masa village: 150 km NE of Pontianak, W. Kalimantan Province. Ridge SW of G. Bentuang.0.56 N; 100.26 E; 700 m alt.";0.933333;110.433333;"Burley JS; et al.";"Burley, JS; et al.  3286 ";6;7;1989;Turner IM;2008-03-01T00:00:00;;Botany;L.1767034;0;0;0;0;0;0;01;03;2008;0;0;0;1767034;L;L.;
4259;Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;Pseuduvaria reticulata;ID;Indonesia, Java, Madioen, Ngebel;-7.6298;111.5239;Koorders SH;Koorders, SH  551 ;15;10;1892;Su YCF;2004-06-01T00:00:00;;Botany;L.1764226;0;0;0;0;0;0;01;06;2004;0;0;0;1764226;L;L.;
4260;Polyalthia Blume;Polyalthia;;ID;North Sumatra, Gunung Leuser National Park, Bohorok.;3.5;98.2;"Whitmore TC; Sidiyasa K";"Whitmore, TC; Sidiyasa, K  3254 ";31;8;1983;Kessler PJA;2000-05-01T00:00:00;;Botany;L.1763627;0;0;0;0;0;0;01;05;2000;0;0;0;1763627;L;L.;
4261;Orophea corymbosa (Blume) Miq.;Orophea;Orophea corymbosa;ID;Gunung Leuser Nature Reserve, Atjeh, North Sumatra. Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35km NW of Kutatjane.;3.6831;97.6486;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  15697 ";21;3;1975;Kessler PJA;1985-02-01T00:00:00;;Botany;L.1766425;0;0;0;0;0;0;01;02;1985;0;0;0;1766425;L;L.;
4262;Mezzettia parviflora Becc.;Mezzettia;Mezzettia parviflora;ID;Archipel. Ind. Sumatra. Palembang, Rawas.;-2.7;103.4;Dumas JM;Dumas, JM  1609 ;13;6;1917;Kessler PJA;1989-06-01T00:00:00;;Botany;L.1766051;0;0;0;0;0;0;01;06;1989;0;0;0;1766051;L;L.;
4263;Orophea corymbosa (Blume) Miq.;Orophea;Orophea corymbosa;ID;Near Sigirik mount within Bukit Seblah nature reserve, West Sumatra.;-0.9;101.5;Laumonier Y;Laumonier, Y TFB 4368 ;15;5;1983;Kessler PJA;1987-10-01T00:00:00;;Botany;L.1766417;0;0;0;0;0;0;01;10;1987;0;0;0;1766417;L;L.;
4264;Popowia pisocarpa (Blume) Endl.;Popowia;Popowia pisocarpa;ID;Tuin te Buitenzorg.;-6.5897;106.7913;Harreveld P van;Harreveld, P van  2691 ;1;9;1907;;;;Botany;L.1764176;0;0;0;0;0;0;;;;0;0;0;1764176;L;L.;
4265;Orophea merrillii Kessler;Orophea;Orophea merrillii;ID;East Kalimantan, East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton M;Leighton, M  164 ;29;4;1978;Kessler PJA;1987-10-01T00:00:00;;Botany;L.1766638;0;0;0;0;0;0;01;10;1987;0;0;0;1766638;L;L.;
4266;Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;Hubera rumphii;ID;Reg. Nat. Bangka.;-2.25;106.0;Kostermans AJGH;Kostermans, AJGH  s.n. ;8;8;1953;;;;Botany;L.1767836;0;0;0;0;0;0;;;;0;0;0;1767836;L;L.;
4267;Orophea myriantha Merr.;Orophea;Orophea myriantha;ID;East Kalimantan, Berau, Inhutani I area, near base camp km 37 nursery.;2.1;117.316667;"Kessler PJA; et al.";"Kessler, PJA; et al. Berau 825 ";4;10;1997;;;;Botany;L.1766613;0;0;0;0;0;0;;;;0;0;0;1766613;L;L.;
4268;Friesodielsia Steenis;Friesodielsia;;ID;Indonesia, West Kalimantan: Gunung Palung Nature Reserve.;-1.25;110.083333;"Mori SA; Mitchell JD; McKenzie F";"Mori, SA; Mitchell, JD; McKenzie, F  17811 ";9;4;1985;;;;Botany;L.1765129;0;0;0;0;0;0;;;;0;0;0;1765129;L;L.;
4269;Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;"Indonesia, Borneo, Kalimantan Timur, between Long Bawan and Panado3.52N; 115.42E";3.866667;115.7;Geesink R;Geesink, R  9191 ;23;7;1981;Kessler PJA;1997-06-01T00:00:00;;Botany;L.1765589;0;0;0;0;0;0;01;06;1997;0;0;0;1765589;L;L.;
4270;Pseuduvaria Miq.;Pseuduvaria;;ID;Aru, Pulau Maikor, Lorang;-6.266667;134.266667;Balgooy MMJ van;Balgooy, MMJ van  6870 A;7;11;1994;Kessler PJA;;;Botany;L.1764588;0;0;0;0;0;0;;;;0;0;0;1764588;L;L.;
4271;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;"Central East Borneo; W Koetai; no.43, Kombeng";0.5;117.0;Endert FH;Endert, FH  5111 ;22;11;1925;"Johnson DM; Murray NA";;;Botany;L.1767181;0;0;0;0;0;0;;;;0;0;0;1767181;L;L.;
4272;Orophea merrillii Kessler;Orophea;Orophea merrillii;ID;East Kalimantan, East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton M;Leighton, M  164 ;29;4;1978;Kessler PJA;1987-10-01T00:00:00;;Botany;L.1766639;0;0;0;0;0;0;01;10;1987;0;0;0;1766639;L;L.;
4273;Polyalthia Blume;Polyalthia;;ID;ZO Borneo, Moeara-Teweh, Roedji;-0.95;114.883333;; bb 31460 ;29;2;1940;;;;Botany;L.1763701;0;0;0;0;0;0;;;;0;0;0;1763701;L;L.;
4274;Orophea corymbosa (Blume) Miq.;Orophea;Orophea corymbosa;ID;Montis Gede prope Tjiboenar;-6.787778;106.981944;Junghuhn FW;Junghuhn, FW  s.n. ;;;;Kessler PJA;1983-02-01T00:00:00;;Botany;L.1766351;0;0;0;0;0;0;01;02;1983;0;0;0;1766351;L;L.;
4275;Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;Goniothalamus malayanus;ID;East Kalimantan, Berau, Inhutani I area, Labanan, Plot 4.;2.083333;117.283333;"Goverse E; Adriansyah";"Goverse, E; Adriansyah Berau 490 ";12;3;1997;;2001-03-01T00:00:00;;Botany;L.1765602;0;0;0;0;0;0;01;03;2001;0;0;0;1765602;L;L.;
4276;Goniothalamus brevicuspis Miq.;Goniothalamus;Goniothalamus brevicuspis;ID;Sulawesi Utara, Dumoga - Bone proposed National Park Toraut;0.5606;123.68;"Whitmore TC; Sidiyasa K";"Whitmore, TC; Sidiyasa, K  3391 ";15;9;1984;Kessler PJA;1996-03-01T00:00:00;;Botany;L.1765335;0;0;0;0;0;0;01;03;1996;0;0;0;1765335;L;L.;
4277;Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;Sumatra, Aceh, Ketambe;3.6831;97.6486;Koop H;Koop, H  188 ;23;10;1992;;;;Botany;L.1765454;0;0;0;0;0;0;;;;0;0;0;1765454;L;L.;
4278;Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;East Kalimantan, P.T. ITCI, Permanent plot 72-8.;-1.25;116.75;"Kessler PJA; et al.";"Kessler, PJA; et al.  768 ";21;3;1995;Kessler PJA;1995-03-01T00:00:00;;Botany;L.1766020;0;0;0;0;0;0;01;03;1995;0;0;0;1766020;L;L.;
4279;Sageraea lanceolata Miq.;Sageraea;Sageraea lanceolata;ID;Indonesia. Sumatra, East Coast, Laboehan Batoe, Kota Pinang, Langga Pajoeng (on the Soengei Kanan: Topographic Sheet 41, southeast quarter). Kajoe toge.;1.716667;99.983333;Rahmat Si Boeea;Rahmat Si Boeea  3430 ;7;3;1933;Heusden ECH van;;;Botany;L.1764870;0;0;0;0;0;0;;;;0;0;0;1764870;L;L.;
4280;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Borneo, Indonesia, Kalimantan Timur, East Kutei, Sangkulirang island.;0.983333;117.966666;Kostermans AJGH;Kostermans, AJGH  4909 ;26;5;1951;Turner IM;2009-01-01T00:00:00;;Botany;L.1767164;0;0;0;0;0;0;01;01;2009;0;0;0;1767164;L;L.;
4281;Polyalthia sumatrana (Miq.) Kurz;Maasia;Maasia sumatrana;ID;Upper Samba river, 60-80 km NNW of Tumbang Samba.;-0.833333;112.833333;Mogea JP;Mogea, JP  3603 ;23;11;1982;Turner IM;2007-01-01T00:00:00;;Botany;L.1768014;0;0;0;0;0;0;01;01;2007;0;0;0;1768014;L;L.;
4282;Orophea corymbosa (Blume) Miq.;Orophea;Orophea corymbosa;ID;Java, Tjampea, Buitenzorg;-6.5897;106.7913;Hallier JG;Hallier, JG  764 ;;;;Kessler PJA;1984-03-01T00:00:00;;Botany;L.1766398;0;0;0;0;0;0;01;03;1984;0;0;0;1766398;L;L.;
4283;Monoon kingii (Baker f.) B.Xue & R.M.K.Saunders;Polyalthia;Polyalthia kingii;ID;Hoeta Padang, near the Continental Plantation Company concession, Asahan, East Coast.;1.5482;98.9655;Krukoff BA;Krukoff, BA  4346 ;1;11;1932;Nurmawati S;2017-08-01T00:00:00;;Botany;L.1763624;0;0;0;0;0;0;01;08;2017;0;0;0;1763624;L;L.;
4284;Monoon lateriflorum (Blume) Miq.;Polyalthia;Polyalthia lateriflora;ID;Kloet nature reserve, S.Kloet, along the Krung (=river) Lembang/vicinity of pucuk Lembang.;3.083333;97.416667;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19996 ";12;7;1985;Nurmawati S;2017-08-01T00:00:00;;Botany;L.1763612;0;0;0;0;0;0;01;08;2017;0;0;0;1763612;L;L.;
4285;Orophea corymbosa (Blume) Miq.;Orophea;Orophea corymbosa;ID;Java, Kebun Raya, Bogor.;-6.583333;106.783333;"Bogor Botanical Garden; Kessler PJA";"Bogor Botanical Garden; Kessler, PJA XX.D 26 ";26;11;1988;Kessler PJA;;;Botany;L.1766314;0;0;0;0;0;0;;;;0;0;0;1766314;L;L.;
4286;Melodorum Lour.;Melodorum;;ID;Kl. Soenda Eil. Flores, West-Nunang-Mberai-Wae-wako.;-8.483333;120.55;Schmutz E;Schmutz, E  823 ;23;11;1966;Kessler PJA;1998-06-01T00:00:00;;Botany;L.1766128;0;0;0;0;0;0;01;06;1998;0;0;0;1766128;L;L.;
4287;Orophea dodecandra Miq.;Orophea;Orophea dodecandra;ID;Indonesia, Borneo, Kalimantan Timur, Berau, P.T. Inhutani I logging area, km 35, c. 1 km behind camp, along Sungei Sepan;1.75;117.5;"Kessler PJA; Arbainsyah";"Kessler, PJA; Arbainsyah Berau 1418 ";19;10;1998;Leonardía AAP;1999-08-01T00:00:00;;Botany;L.1766254;0;0;0;0;0;0;01;08;1999;0;0;0;1766254;L;L.;
4288;Orophea enneandra Blume;Orophea;Orophea enneandra;ID;Archipel. Ind. Java. Pekalongan, Soebak.;-7.326667;109.335556;Koorders SH;Koorders, SH  22524 ;10;5;1896;Kessler PJA;1984-03-01T00:00:00;;Botany;L.1766172;0;0;0;0;0;0;01;03;1984;0;0;0;1766172;L;L.;
4289;Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;"East Borneo; E Kutei, G. Tepian Lobang on Menubar R.";0.833333;118.483333;Kostermans AJGH;Kostermans, AJGH  5302 ;18;6;1951;Heusden ECH van;;;Botany;L.1765917;0;0;0;0;0;0;;;;0;0;0;1765917;L;L.;
4290;Polyalthia lateriflora (Blume) Kurz;Polyalthia;Polyalthia lateriflora;ID;Warsamson valley, E of Sorong;-0.783333;131.4;Moll VW;Moll, VW BW(Ind.) 11682 ;28;7;1961;Versteegh C;;;Botany;L.1766872;0;0;0;0;0;0;;;;0;0;0;1766872;L;L.;
4291;Melodorum aberrans (Maingay ex Hook.f. & Thomson) J.Sinclair;Sphaerocoryne;Sphaerocoryne affinis;ID;Cul in Hort Bot. Bog.;-6.5897;106.7913;Boerlage JG;Boerlage, JG  134 ;;;;Kessler PJA;1989-05-01T00:00:00;;Botany;L.1766134;0;0;0;0;0;0;01;05;1989;0;0;0;1766134;L;L.;
4292;Friesodielsia Steenis;Friesodielsia;;ID;Atjeh province, Sumatra, Indonesia.;2.716667;97.9;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  20678 ";6;8;1985;Kessler PJA;1989-05-01T00:00:00;;Botany;L.1765147;0;0;0;0;0;0;01;05;1989;0;0;0;1765147;L;L.;
4293;Polyalthia motleyana (Hook.f.) Airy Shaw;Polyalthia;Polyalthia motleyana;ID;W Kalimantan, G. Bentuang area: 5-10km N of Masa village;0.933333;110.433333;"Burley JS; et al.";"Burley, JS; et al.  3309 ";1;7;1989;Turner IM;2008-03-01T00:00:00;;Botany;L.1767033;0;0;0;0;0;0;01;03;2008;0;0;0;1767033;L;L.;
4294;Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;Pseuduvaria reticulata;ID;Indonesia, Sumatra, eiland Simaloer;2.58;96.08;Achmad;Achmad  275 ;1;1;1918;Su YCF;2001-12-01T00:00:00;;Botany;L.1764232;0;0;0;0;0;0;01;12;2001;0;0;0;1764232;L;L.;
4295;Pseuduvaria parvipetala Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;Pseuduvaria parvipetala;ID;"Indonesia, Borneo, Kalimantan, Tumbang Tapi130.0 E; 1.01 S; 100 m alt.";-1.016667;113.0;Veldkamp JF;Veldkamp, JF  8241 ;14;1;1983;Su YCF;2002-06-01T00:00:00;;Botany;L.1764260;0;0;0;0;0;0;01;06;2002;0;0;0;1764260;L;L.;
4296;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Djaro Dam, ca 10km NE of Muara Uja, Kalimantan Selatan, Borneo;-1.833333;115.666667;Vogel EF de;Vogel, EF de  852 ;16;11;1971;"Johnson DM; Murray NA";;;Botany;L.1767201;0;0;0;0;0;0;;;;0;0;0;1767201;L;L.;
4297;Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;Bij Borneo, Karimata Arch, Poelau Karimata besar;-1.6;108.916667;Mondi;Mondi  216 ;26;3;1931;Heusden ECH van;;;Botany;L.1765921;0;0;0;0;0;0;;;;0;0;0;1765921;L;L.;
4298;Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;Pseuduvaria reticulata;ID;"Indonesia, Sumatra, Aceh, Kloet nature reserve, S. Kloet, along the Krung (=river) Lembang, vicinity of Pucuk Lembang3.05 N; 97.25 E; 80 m alt.";3.083333;97.416667;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19935 ";11;7;1985;Su YCF;2001-12-01T00:00:00;;Botany;L.1764284;0;0;0;0;0;0;01;12;2001;0;0;0;1764284;L;L.;
4299;Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;Archipel. Ind. Java Batavia Depok.;-2.4869;140.3711;Beumée JGB;Beumée, JGB  6061 ;1;7;1924;Heusden ECH van;;;Botany;L.1766039;0;0;0;0;0;0;;;;0;0;0;1766039;L;L.;
4300;Friesodielsia Steenis;Friesodielsia;;ID;Bangka, Lobok-Besar.;-2.6;106.55;"Kostermans AJGH; Anta";"Kostermans, AJGH; Anta  67 ";24;8;1949;Bijgrave P;1996-01-01T00:00:00;;Botany;L.1765138;0;0;0;0;0;0;01;01;1996;0;0;0;1765138;L;L.;
4301;Friesodielsia korthalsiana (Miq.) Steenis;Friesodielsia;Friesodielsia korthalsiana;ID;"Archipel. Ind.: N. Borneo; Commisi Kap. Genderen Stort. Boekit Soengei Tikoeng.";2.2;115.533333;Amdjah;Amdjah 1912/ 883 ;1;11;1912;Turner IM;2008-10-01T00:00:00;;Botany;L.1765238;0;0;0;0;0;0;01;10;2008;0;0;0;1765238;L;L.;
4302;Polyalthia Blume;Polyalthia;;ID;Atjeh province, Sumatra, Indonesia, Kloet NR, S. Kloet, along the Krung Lembang/vicinity of Pucuk Lembang;3.083333;97.416667;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19945 ";11;7;1985;Kessler PJA;2000-05-01T00:00:00;;Botany;L.1763625;0;0;0;0;0;0;01;05;2000;0;0;0;1763625;L;L.;
4303;Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;Pseuduvaria reticulata;ID;South Kalimantan, Kabupaten Tabalong, PT. Aya Yayang Indonesia.;-1.65;115.416667;"Sidiyasa K; Arifin Z";"Sidiyasa, K; Arifin, Z  2140 ";16;7;2000;Su YCF;2004-06-01T00:00:00;;Botany;L.1764187;0;0;0;0;0;0;01;06;2004;0;0;0;1764187;L;L.;
4304;Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;P.T Pamenang logging concession Rd. c. 20 km.;-0.033333;114.1;Ridsdale CE;Ridsdale, CE PBU 631 ;23;6;1990;Kessler PJA;1999-09-01T00:00:00;;Botany;L.1765610;0;0;0;0;0;0;01;09;1999;0;0;0;1765610;L;L.;
4305;Polyalthia Blume;Polyalthia;;ID;"Kab. Padang Pariaman; Sipisang, ca 20km east from Padang, from 'Yoneda plot' to Sasok Ambaruak.";-0.55;100.35;"Okada H; et al.";"Okada, H; et al.  6339 ";26;2;1996;;;;Botany;L.1763382;0;0;0;0;0;0;;;;0;0;0;1763382;L;L.;
4306;Polyalthia myristica I.M.Turner;Polyalthia;Polyalthia myristica;ID;Bukit Baka Forest Research area, West Kalimantan;-0.633333;112.283333;Sidiyasa K;Sidiyasa, K  1015 ;20;2;1992;Turner IM;2010-03-05T00:00:00;;Botany;L.1767011;0;0;0;0;0;0;05;03;2010;0;0;0;1767011;L;L.;
4307;Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;Kalimantan Barat. Ketapang. Gunung Palung National Park, Sungai Air Putih.;-1.866666;109.983333;"Laman TG; et al.";"Laman, TG; et al.  301 ";4;11;1996;Ismail;;;Botany;L.1765591;0;0;0;0;0;0;;;;0;0;0;1765591;L;L.;
4308;Polyalthia obliqua Hook.f. & Thomson;Polyalthia;Polyalthia obliqua;ID;Indonesia, Borneo, Kalimantan Timur, Berau, P.T. Inhutani I logging area, km 35, c. 1 km behind camp, along Sungei Sepan;1.75;117.5;"Kessler PJA; Arbainsyah";"Kessler, PJA; Arbainsyah Berau 1416 ";19;10;1998;Kessler PJA;1999-02-01T00:00:00;;Botany;L.1767351;0;0;0;0;0;0;01;02;1999;0;0;0;1767351;L;L.;
4309;Polyalthia Blume;Polyalthia;;ID;"Gunung Leuser Natural Park, Aceh, Northern Sumatra. Sekundur Forest Reserve, upper Besitang River area, Langkat; base camp at Aras Napal.";3.916667;98.0;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  21361 ";12;8;1991;;;;Botany;L.1764048;0;0;0;0;0;0;;;;0;0;0;1764048;L;L.;
4310;Pseuduvaria rugosa (Blume) Merr.;Pseuduvaria;Pseuduvaria rugosa;ID;Indonesia, Sumatra, Aceh, Gunung Leuser Nature Reserve, Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35 NW of Kutatjane,200-400 m alt.;3.083333;97.916667;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12511 ";1;6;1972;Su YCF;2001-09-01T00:00:00;;Botany;L.1764791;0;0;0;0;0;0;01;09;2001;0;0;0;1764791;L;L.;
4311;Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;East Kalimantan, Berau, Labanan. Inhutani I area, Km 16.;1.966667;117.25;"Slik JWF; et al.";"Slik, JWF; et al. Berau 545 ";5;5;1997;Kessler PJA;1997-09-01T00:00:00;;Botany;L.1765599;0;0;0;0;0;0;01;09;1997;0;0;0;1765599;L;L.;
4312;Sageraea lanceolata Miq.;Sageraea;Sageraea lanceolata;ID;Indonesia. Gunung Leuser Nature Reserves, Atjeh, North Sumatra. Southern part of the reserves, Alas River valley, near the mouth of the Bengkong River, c. 50 Km S. of Kutacane.;3.0;97.833333;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  18484 ";6;7;1979;Kessler PJA;1994-06-01T00:00:00;;Botany;L.1764871;0;0;0;0;0;0;01;06;1994;0;0;0;1764871;L;L.;
4313;Polyalthia Blume;Polyalthia;;ID;SumatraTandjong Ning;-3.25;103.03;Forbes HO;Forbes, HO  2811 a;1;1;1881;;;;Botany;L.1763403;0;0;0;0;0;0;;;;0;0;0;1763403;L;L.;
4314;Monocarpia kalimantanensis Kessler;Monocarpia;Monocarpia kalimantanensis;ID;"Indonesia, Borneo, Kalimantan Timur, Wanariset, Rintis Baru, c. 1.00 S; 117.00 E.";-1.0;117.0;"Balgooy MMJ van; Kessler PJA";"Balgooy, MMJ van; Kessler, PJA  5895 ";24;4;1990;Mols JB;1999-08-01T00:00:00;;Botany;L.1762352;0;0;0;0;0;0;01;08;1999;0;0;0;1762352;L;L.;
4315;Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;Indonesia, Kalimantan Selatan, Tabalong distr., near Tanjung, PT Aya Yayang logging concession, near plot 10;-1.7;115.483333;"Kessler PJA; Arifin Z";"Kessler, PJA; Arifin, Z  2751 ";23;2;2000;Kessler PJA;2000-02-01T00:00:00;;Botany;L.1765985;0;0;0;0;0;0;01;02;2000;0;0;0;1765985;L;L.;
4316;Polyalthia sphaerocarpa Boerl. ex Koord.-Schum. & Valeton;Polyalthia;Polyalthia sphaerocarpa;ID;Java, Semarang, Karangassem;-7.803333;110.696667;Koorders SH;Koorders, SH  38865 ß;28;1;1900;Valeton T;;;Botany;L.1767785;0;0;0;0;0;0;;;;0;0;0;1767785;L;L.;
4317;Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;Goniothalamus malayanus;ID;Sg. Mangkutub, Lahei (40km NW of Palangka Raya), Plk2, 695;-2.266666;113.933333;Suzuki E;Suzuki, E K/ 11563 ;15;8;1997;Suzuki;;;Botany;L.1765475;0;0;0;0;0;0;;;;0;0;0;1765475;L;L.;
4318;Friesodielsia Steenis;Friesodielsia;;ID;Borneo, Tumbang Atey;-1.116667;113.033333;Veldkamp JF;Veldkamp, JF  8416 ;27;1;1983;;;;Botany;L.1765074;0;0;0;0;0;0;;;;0;0;0;1765074;L;L.;
4319;Friesodielsia Steenis;Friesodielsia;;ID;East Kalimantan, PT. ITCI, road Kenangan to Gunung Meratus, than to base camp Birawa, km 53.;-1.083333;116.7;"Kessler PJA; et al.";"Kessler, PJA; et al.  954 ";28;3;1995;Turner IM;2010-03-03T00:00:00;;Botany;L.1765157;0;0;0;0;0;0;03;03;2010;0;0;0;1765157;L;L.;
4320;Pseuduvaria Miq.;Pseuduvaria;;ID;Indonesia, New Guinea, valley of the lower Pami-river, 5 km north of Manokwari Div.;-0.83333;134.06667;Koster C;Koster, C BW(Ind.) 4381 ;26;8;1957;Heusden ECH van;;;Botany;L.1764600;0;0;0;0;0;0;;;;0;0;0;1764600;L;L.;
4321;Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;Pseuduvaria reticulata;ID;iNDONESIA, sUMTRA, aCEH, kETAMBE, VALLEY OF lAU aLAS, NEAR TRIBUTARY OF lAU kETAMBE, C. 35 KM nw OF kUTAJANE, 200 - 400 M ALT.;3.083333;97.916667;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  14586 ";6;2;1975;Su YCF;2001-12-01T00:00:00;;Botany;L.1764286;0;0;0;0;0;0;01;12;2001;0;0;0;1764286;L;L.;
4322;Polyalthia longipes (Miq.) Koord. & Valeton;Polyalthia;Polyalthia longipes;ID;Archipel. Ind. Java. Banjoemas. Pringombo.;-7.579167;109.506111;Koorders SH;Koorders, SH  33792 b;19;8;1900;Valeton D;;;Botany;L.1766792;0;0;0;0;0;0;;;;0;0;0;1766792;L;L.;
4323;Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;Hubera rumphii;ID;Gn Palung Nature Reserve, c. 100 km S. of Pontianak, W. Kalimantan.;-1.216667;110.1333;"Balgooy MMJ van; Setten AK van";"Balgooy, MMJ van; Setten, AK van  5461 ";15;6;1986;;;;Botany;L.1767588;0;0;0;0;0;0;;;;0;0;0;1767588;L;L.;
4324;Polyalthia motleyana (Hook.f.) Airy Shaw;Polyalthia;Polyalthia motleyana;ID;Borneo, Amai Ambit;0.591021;113.133729;Hallier JG;Hallier, JG  3333 ;1;1;1893;Turner IM;2008-03-01T00:00:00;;Botany;L.1767097;0;0;0;0;0;0;01;03;2008;0;0;0;1767097;L;L.;
4325;Polyalthia Blume;Polyalthia;;ID;Tigapulu Mts., Riau Province, 5km W of Talanglakat.;-0.766667;102.533333;"Burley JS; Turkirin; et al.";"Burley, JS; Turkirin; et al.  1359 ";10;11;1988;;;;Botany;L.1764062;0;0;0;0;0;0;;;;0;0;0;1764062;L;L.;
4326;Friesodielsia Steenis;Friesodielsia;;ID;Atjeh province, Sumatra, Indornesia.;2.716667;97.9;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Wilde, WJJO de; Wilde-Duyfjes, BEE de  20752 ";7;8;1985;Kessler PJA;1989-03-01T00:00:00;;Botany;L.1765141;0;0;0;0;0;0;01;03;1989;0;0;0;1765141;L;L.;
4327;Monoon congestum (Ridl.) B.Xue & R.M.K.Saunders;Polyalthia;Polyalthia congesta;ID;Gedeh (Java);-6.787778;106.981944;Houtsoorten van den Gedeh (Java);Houtsoorten van den Gedeh (Java)  250 ;;;;Nurmawati S;2017-08-01T00:00:00;;Botany;L.1763574;0;0;0;0;0;0;01;08;2017;0;0;0;1763574;L;L.;
4328;Popowia Endl.;Popowia;;ID;Indonesia, Sumatra, Jambi, Keluru, Kerinci.850 m alt.;-1.7;101.266667;Aumeeruddy Y;Aumeeruddy, Y  555 ;23;1;1992;;;;Botany;L.1764086;0;0;0;0;0;0;;;;0;0;0;1764086;L;L.;
4329;Orophea corymbosa (Blume) Miq.;Orophea;Orophea corymbosa;ID;Java, Batavia, Roempin, G. Leutik;-6.801667;108.109444;Saimoendt;Saimoendt  51 ;20;12;1925;Kessler PJA;1984-03-01T00:00:00;;Botany;L.1766400;0;0;0;0;0;0;01;03;1984;0;0;0;1766400;L;L.;
4330;Sageraea lanceolata Miq.;Sageraea;Sageraea lanceolata;ID;Indonesia. Sumatra, Res. Palembang ond afd. Banjoesain en Koeboestreken.;-2.916667;104.75;Endert FH;Endert, FH  862 ;1;1;1926;Heusden ECH van;;;Botany;L.1764873;0;0;0;0;0;0;;;;0;0;0;1764873;L;L.;
4331;Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;Goniothalamus macrophyllus;ID;Indonesia. East Kalimantan, Kab. Malinau, Desa Gong Solok.;3.583333;116.633333;Arifin Z;Arifin, Z AA 3014 ;2;11;2000;Arifin Z;2000-11-01T00:00:00;;Botany;L.1765496;0;0;0;0;0;0;01;11;2000;0;0;0;1765496;L;L.;
