;scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check;to_check_det
2500;Miliusa macropoda Miq.;Miliusa;ID;East Borneo, Berouw, Mapulu at base of Mt. Ilas Mapulu.;1.75;117.5;Kostermans, AJGH;Kostermans, AJGH  13973 ;20;9;1957;<NA>;<NA>;<NA>;Botany;L.4293468;0;0;0;Kostermans;;0;;;;0;0;0;L4293468;13973;macropoda;Kostermans AJGH;<NA>;Kostermans, AJGH;
2501;Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, Wanariset research area, Rintis Baru.;-1.0;117.0;Kessler, PJA;Kessler, PJA  602 ;30;7;1990;Kessler PJA;1990-07-01T00:00:00;<NA>;Botany;L.4268248;0;0;0;Kessler;;0;1;7;1990;0;0;0;L4268248;602;;Kessler PJA;Kessler PJA;Kessler, PJA;
2502;Schefferomitra subaequalis (Scheff.) Diels;Schefferomitra;ID;Asiti, Kebar valley.;-0.8474;133.1457;Vink, W;Vink, W BW(Ind.) 11372 ;18;2;1961;Katik P;<NA>;<NA>;Botany;L.4266419;0;0;0;Vink;;0;;;;0;0;0;L4266419;11372;subaequalis;Vink W;Katik P;Vink, W;
2503;Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Bangka, Lobok-besar.;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  16 ";15;9;1949;Johnson DM;2014-03-01T00:00:00;<NA>;Botany;L.4301730;0;0;0;Kostermans;;0;1;3;2014;0;0;0;L4301730;16;malayana;"Kostermans AJGH; Anta";Johnson DM;Kostermans, AJGH;
2504;Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Bangka, Lobok-besar.;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  882 ";25;9;1949;Johnson DM;2014-03-01T00:00:00;<NA>;Botany;L.4301693;0;0;0;Kostermans;;0;1;3;2014;0;0;0;L4301693;882;malayana;"Kostermans AJGH; Anta";Johnson DM;Kostermans, AJGH;
2505;Friesodielsia biglandulosa (Blume) Steenis;Friesodielsia;ID;"S. Kloët, along the Krung (-River) Lembang; c. 20 km upstream, E. of Kandang.";3.083333;97.416667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19687 ";5;7;1985;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.4345983;0;0;0;Wilde;;0;;;;0;0;0;L4345983;19687;biglandulosa;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Setten AK van; Heusden ECH van";Wilde, WJJO de;" van; Heusden ECH van"
2506;Polyalthia Blume;Polyalthia;ID;Netherlands New Guinea, distr. Radjah Ampat, Waigeo Island, Lupintol village on SW coast of Majalibit Bay;-0.1723;130.8248;Royen, P van;Royen, P van  5481 ;10;2;1955;<NA>;<NA>;<NA>;Botany;L.4300829;0;0;0;Royen;;0;;;;0;0;0;L4300829;5481;;Royen P van;<NA>;Royen, P van;
2507;Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Tuin te Buitenzorg, Indonesia.;-6.5897;106.7913;Harreveld, P van;Harreveld, P van  1607 ;15;7;1907;Vos OC de;<NA>;<NA>;Botany;L.4268365;0;0;0;Harreveld;;0;;;;0;0;0;L4268365;1607;dasymaschalum;Harreveld P van;Vos OC de;Harreveld, P van;
2508;Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;ID;W. Java, Bogor.;-6.5897;106.7913;Garden, BB;"Bogor Botanical Garden; Woerjantoro XX.D. 7 a";16;9;1959;<NA>;<NA>;<NA>;Botany;L.4268350;0;0;0;Bogor;a;0;;;;0;0;0;L4268350;7;dasymaschalum;"Bogor Botanical Garden; Woerjantoro";<NA>;Garden, BB;
2509;Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Culta Bot. Tuin Buitenzorg.;-6.5897;106.7913;Unknown;Unknown  s.n. ;15;7;1907;<NA>;<NA>;<NA>;Botany;L.4266400;0;0;0;Unknown;;0;;;;0;0;0;L4266400;nan;dasymaschalum;Unknown;<NA>;Unknown;
2510;Annonaceae;<NA>;ID;"Indonesia, Borneo, Kalimantan Tengah, plot 7; km 92 from Sangai, Sg Mentaya, Kab. Kotawaringin Timur1.29 S; 112.31 E; 50 m alt.";-1.483333;112.516667;Saridan, A;Saridan, A P 7367 ;1;11;1993;<NA>;<NA>;<NA>;Botany;L.4203354;0;0;0;Saridan;;0;;;;0;0;0;L4203354;7367;;Saridan A;<NA>;Saridan, A;
2511;Polyalthia celebica Miq.;Polyalthia;ID;Indonesia, Java, Kebun Raya Bogor.;-6.583333;106.783333;Mols, JB;Mols, JB  9 ;4;9;2001;<NA>;<NA>;<NA>;Botany;L.4293389;0;0;0;Mols;;0;;;;0;0;0;L4293389;9;celebica;Mols JB;<NA>;Mols, JB;
2512;Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;Indonesia. Kebun Raya Bogor, W. Java.;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5283 ";31;5;1986;<NA>;<NA>;<NA>;Botany;U.1081085;0;0;0;Balgooy;;0;;;;0;0;0;U1081085;5283;burahol;"Balgooy MMJ van; Setten AK van";<NA>;Balgooy, MMJ van;
2513;Polyalthia Blume;Polyalthia;ID;[Pujungan];2.833333;115.833333;ZZZ_THIS_NAME_FAILED;"McDonald, JA; Ismail, A  3457 ";24;6;1992;McDonald JA;<NA>;<NA>;Botany;U.1080118;0;0;0;McDonald;;0;;;;0;0;0;U1080118;3457;;"McDonald JA; Ismail A";McDonald JA;nan;McDonald JA
2514;Uvaria schizocalyx Backer;Uvaria;ID;<NA>;-7.44222;107.671156;Unknown;Unknown  130 ;31;12;1929;<NA>;<NA>;<NA>;Botany;U.1074908;0;0;0;Unknown;;0;;;;0;0;0;U1074908;130;schizocalyx;Unknown;<NA>;Unknown;
2515;Uvaria L.;Uvaria;ID;<NA>;-0.6;100.15;Diepenhorst, H;"Diepenhorst, H; Diepenhorst (leg), H HB 2497 ";;;;<NA>;<NA>;<NA>;Botany;U.1074870;0;0;0;Diepenhorst;;0;;;;0;0;0;U1074870;2497;;"Diepenhorst H; Diepenhorst (leg) H";<NA>;Diepenhorst, H;
2516;Polyalthia subcordata (Blume) Blume;Polyalthia;ID;<NA>;-6.738088;107.005205;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5667 ";5;7;1986;<NA>;<NA>;<NA>;Botany;U.1088954;0;0;0;Balgooy;;0;;;;0;0;0;U1088954;5667;subcordata;"Balgooy MMJ van; Setten AK van";<NA>;Balgooy, MMJ van;
2517;Uvaria L.;Uvaria;ID;ca. 100 km S of Pontianak, W. Kalimantan;-1.216667;111.0;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5444 ";14;6;1986;<NA>;<NA>;<NA>;Botany;U.1074955;0;0;0;Balgooy;;0;;;;0;0;0;U1074955;5444;;"Balgooy MMJ van; Setten AK van";<NA>;Balgooy, MMJ van;
2518;Uvaria L.;Uvaria;ID;Labuan Tobelo;-4.4153;122.9666;Coode, MJE;Coode, MJE  6213 ;13;11;1989;<NA>;<NA>;<NA>;Botany;U.1074904;0;0;0;Coode;;0;;;;0;0;0;U1074904;6213;;Coode MJE;<NA>;Coode, MJE;
2519;Xylopia L.;Xylopia;ID;<NA>;-2.916667;104.75;Unknown;Unknown  964 ;28;9;1924;<NA>;<NA>;<NA>;Botany;U.1074782;0;0;0;Unknown;;0;;;;0;0;0;U1074782;964;;Unknown;<NA>;Unknown;
2520;Mitrephora celebica Scheff.;Mitrephora;ID;<NA>;-6.5897;106.7913;Okada, H;Okada, H  3458 ;22;6;1981;<NA>;<NA>;<NA>;Botany;U.1073716;0;0;0;Okada;;0;;;;0;0;0;U1073716;3458;celebica;Okada H;<NA>;Okada, H;
2521;Goniothalamus majestatis Kessler;Goniothalamus;ID;"Indoneisa, Southeast of Sulawesi: north Buton islands. Jismil camp inland from Labuan Tobelo4.26 S; 122.59 E. 400 m alt.";-4.433333;122.983333;Coode, MJE;Coode, MJE  6291 ;17;11;1989;Kessler PJA;1996-05-01T00:00:00;<NA>;Botany;U.1073480;0;0;0;Coode;;0;1;5;1996;0;0;0;U1073480;6291;majestatis;Coode MJE;Kessler PJA;Coode, MJE;
2522;Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;<NA>;-2.25;106.0;Teijsmann, JE;Teijsmann, JE  s.n. ;;;;<NA>;<NA>;<NA>;Botany;U.1072634;0;0;0;Teijsmann;;0;;;;0;0;0;U1072634;nan;latifolium;Teijsmann JE;<NA>;Teijsmann, JE;
2523;Phaeanthus sumatrana Miq.;Phaeanthus;ID;Indonesia, Dakon Sigana, Priaman.;-0.6;100.15;Diepenhorst, H;"Diepenhorst, H; Diepenhorst (leg), H HB 2227 ";;;;Mols JB;1998-05-01T00:00:00;<NA>;Botany;U.1090511;0;0;0;Diepenhorst;;0;1;5;1998;0;0;0;U1090511;2227;sumatrana;"Diepenhorst H; Diepenhorst (leg) H";Mols JB;Diepenhorst, H;
2524;Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;ID;<NA>;3.316667;98.583333;ZZZ_THIS_NAME_FAILED;Lörzing, JA  5585 a;21;3;1918;Su YCF;2001-12-01T00:00:00;<NA>;Botany;U.1085076;0;0;0;L;a;0;1;12;2001;0;0;0;U1085076;5585;reticulata;Lörzing JA;Su YCF;nan;
2525;Popowia pisocarpa (Blume) Endl.;Popowia;ID;Depok.;-7.44222;107.671156;ZZZ_THIS_NAME_FAILED;Bakhuizen van den Brink Jr, RC  2962 ;29;4;1923;<NA>;<NA>;<NA>;Botany;U.1080071;0;0;0;Bakhuizen;;0;;;;0;0;0;U1080071;2962;pisocarpa;Bakhuizen van den Brink Jr RC;<NA>;nan;
2526;Mitrephora celebica Scheff.;Mitrephora;ID;<NA>;-6.5897;106.7913;Bogoriensis, HB;Hort Bot Bogoriensis  s.n. ;;;;<NA>;<NA>;<NA>;Botany;U.1073710;0;0;0;Hort;;0;;;;0;0;0;U1073710;nan;celebica;Hort Bot Bogoriensis;<NA>;Bogoriensis, HB;
2527;Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Mountains NW of Balikpapan.;-1.266667;116.833333;Rutten, LMR;Rutten, LMR  193 ;6;8;1910;Johnson DM;2014-03-01T00:00:00;<NA>;Botany;U.1075702;0;0;0;Rutten;;0;1;3;2014;0;0;0;U1075702;193;;Rutten LMR;Johnson DM;Rutten, LMR;
2528;Cananga odorata var. fruticosa (Craib) J.Sinclair;Cananga;ID;W Java, Bogor;-6.5897;106.7913;Okada, H;Okada, H  3396 ;7;4;1981;<NA>;<NA>;<NA>;Botany;U.1062890;0;0;0;Okada;;0;;;;0;0;0;U1062890;3396;odorata;Okada H;<NA>;Okada, H;
2529;Alphonsea teysmannii Boerl.;Alphonsea;ID;Indonesia, Kebun Raya Bogor, W Java;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5648 ";4;7;1986;<NA>;<NA>;<NA>;Botany;U.1062131;0;0;0;Balgooy;;0;;;;0;0;0;U1062131;5648;elliptica;"Balgooy MMJ van; Setten AK van";<NA>;Balgooy, MMJ van;
2530;Polyalthia Blume;Polyalthia;ID;Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35 km NW of Kutatjane, Research Station.;3.666667;97.666667;Sterck, EHM;Sterck, EHM  28 ;1;1;1989;Kessler PJA;<NA>;<NA>;Botany;L.4345732;0;0;0;Sterck;;0;;;;0;0;0;L4345732;28;;Sterck EHM;Kessler PJA;Sterck, EHM;
2531;Xylopia malayana Hook.f. & Thomson;Xylopia;ID;<NA>;2.58;96.08;Achmad;Achmad  884 ;27;1;1919;<NA>;<NA>;<NA>;Botany;L.4301765;0;0;0;Achmad;;0;;;;0;0;0;L4301765;884;malayana;Achmad;<NA>;Achmad;
2532;Polyalthia Blume;Polyalthia;ID;<NA>;0.933333;110.433333;Burley, JS;"Burley, JS; et al.  3019 ";1;1;1989;<NA>;<NA>;<NA>;Botany;U.1080120;0;0;0;Burley;;0;;;;0;0;0;U1080120;3019;;"Burley JS; et al.";<NA>;Burley, JS;
2533;Mitrephora simeuluensis Weeras. & R.M.K.Saunders;Mitrephora;ID;<NA>;2.58;96.08;Achmad;Achmad  1298 ;9;8;1919;<NA>;<NA>;<NA>;Botany;U.1073737;0;0;0;Achmad;;0;;;;0;0;0;U1073737;1298;simeuluensis;Achmad;<NA>;Achmad;
2534;Goniothalamus caloneurus Miq.;Goniothalamus;ID;N. Guinea, Mamberamo bij Albatros bivak;-2.316667;138.033331;ZZZ_THIS_NAME_FAILED;Docters van Leeuwen, WM  9621 ;1;7;1926;Diels FLE;<NA>;<NA>;Botany;U.1073494;0;0;0;Docters;;0;;;;0;0;0;U1073494;9621;caloneurus;Docters van Leeuwen WM;Diels FLE;nan;
2535;Fissistigma paniculatum (Ridl.) Merr.;Fissistigma;ID;Tanah Laut District 43 km NE of Hutan Kintap Base Camp, c. 20 km N of Kintap (straight line).;-3.683333;115.233333;Leeuwenberg, AJM;"Leeuwenberg, AJM; Rudjiman  13428 ";17;4;1985;Turner IM;2008-10-01T00:00:00;<NA>;Botany;U.1072648;0;0;0;Leeuwenberg;;0;1;10;2008;0;0;0;U1072648;13428;paniculatum;"Leeuwenberg AJM; Rudjiman";Turner IM;Leeuwenberg, AJM;
2536;Desmos chinensis var. brevifolius (Teijsm. & Binn. ex Boerl.) Bân;Desmos;ID;Bangka, prope Muntok;-2.25;106.0;Teijsmann, JE;Teijsmann, JE  s.n. ;;;;<NA>;<NA>;<NA>;Botany;U.1068629;0;0;0;Teijsmann;;0;;;;0;0;0;U1068629;nan;chinensis;Teijsmann JE;<NA>;Teijsmann, JE;
2537;Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Bangka, Lobok-besar.;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  16 ";15;9;1949;Johnson DM;2014-03-01T00:00:00;<NA>;Botany;L.4301729;0;0;0;Kostermans;;0;1;3;2014;0;0;0;L4301729;16;malayana;"Kostermans AJGH; Anta";Johnson DM;Kostermans, AJGH;
2538;Polyalthia Blume;Polyalthia;ID;Netherlands New Guinea, distr. Radjah Ampat, Waigeo Island, Lupintol village on SW coast of Majalibit Bay;-0.1723;130.8248;Royen, P van;Royen, P van  5481 ;10;2;1955;<NA>;<NA>;<NA>;Botany;L.4300830;0;0;0;Royen;;0;;;;0;0;0;L4300830;5481;;Royen P van;<NA>;Royen, P van;
2539;Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;<NA>;-6.75;105.333333;Okada, H;Okada, H  3531 ;14;7;1981;<NA>;<NA>;<NA>;Botany;U.1081084;0;0;0;Okada;;0;;;;0;0;0;U1081084;3531;burahol;Okada H;<NA>;Okada, H;
2540;Xylopia malayana Hook.f. & Thomson;Xylopia;ID;<NA>;2.58;96.08;Achmad;Achmad  871 ;23;1;1919;<NA>;<NA>;<NA>;Botany;U.1074770;0;0;0;Achmad;;0;;;;0;0;0;U1074770;871;malayana;Achmad;<NA>;Achmad;
2541;Mitrephora javanica Backer;Mitrephora;ID;<NA>;1.48218;124.848922;Unknown;Unknown HB 5787 ;;;;<NA>;<NA>;<NA>;Botany;U.1073719;0;0;0;Unknown;;0;;;;0;0;0;U1073719;5787;polypyrena;Unknown;<NA>;Unknown;
2542;Goniothalamus caloneurus Miq.;Goniothalamus;ID;N. Guinea, Rouffaer Rivier;-2.908306;138.4413;ZZZ_THIS_NAME_FAILED;Docters van Leeuwen, WM  10123 ;1;8;1926;Diels FLE;<NA>;<NA>;Botany;U.1073498;0;0;0;Docters;;0;;;;0;0;0;U1073498;10123;caloneurus;Docters van Leeuwen WM;Diels FLE;nan;
2543;Friesodielsia excisa (Miq.) Steenis;Friesodielsia;ID;Medang talang?;-2.916667;104.75;Unknown;Unknown HB 3604 ;;;;<NA>;<NA>;<NA>;Botany;U.1072600;0;0;0;Unknown;;0;;;;0;0;0;U1072600;3604;excisa;Unknown;<NA>;Unknown;
2544;Friesodielsia Steenis;Friesodielsia;ID;Atjeh province, Sumatra, Indonesia.;3.083333;97.416667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19969 ";12;7;1985;<NA>;<NA>;<NA>;Botany;L.4345985;0;0;0;Wilde;;0;;;;0;0;0;L4345985;19969;;"Wilde WJJO de; Wilde-Duyfjes BEE de";<NA>;Wilde, WJJO de;
2545;Xylopia malayana Hook.f. & Thomson;Xylopia;ID;<NA>;2.58;96.08;Achmad;Achmad  772 ;2;12;1918;<NA>;<NA>;<NA>;Botany;L.4301761;0;0;0;Achmad;;0;;;;0;0;0;L4301761;772;malayana;Achmad;<NA>;Achmad;
2546;Friesodielsia Steenis;Friesodielsia;ID;Sumatra, prov. Lampung, NW of Kota Agung.;-5.383333;104.416667;Jacobs, M;Jacobs, M  8440 ;16;5;1968;<NA>;<NA>;<NA>;Botany;L.4345943;0;0;0;Jacobs;;0;;;;0;0;0;L4345943;8440;;Jacobs M;<NA>;Jacobs, M;
2547;Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;SE West Irian, Jaat;-5.89791;140.99564;Reksodihardjo, S;Reksodihardjo, S  482 ;12;6;1967;<NA>;<NA>;<NA>;Botany;L.4301756;0;0;0;Reksodihardjo;;0;;;;0;0;0;L4301756;482;fusca;Reksodihardjo S;<NA>;Reksodihardjo, S;
2548;Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;Netherlands New Guinea, distr. Merauke, east bank of Merau river S of Senajo;-8.49958;140.40613;Royen, P van;Royen, P van  4658 ;11;8;1954;<NA>;<NA>;<NA>;Botany;L.4300825;0;0;0;Royen;;0;;;;0;0;0;L4300825;4658;longirostris;Royen P van;<NA>;Royen, P van;
2549;Monocarpia kalimantanensis Kessler;Monocarpia;ID;Indonesia, Borneo, Kalimantan Timur, P.T. ITCI, road Kenangan to G. Maratus, than to Basecamp Birawa, km 57.;1.833333;117.0;Kessler, PJA;"Kessler, PJA; et al.  968 ";28;3;1995;Xue B;2012-10-01T00:00:00;<NA>;Botany;L.4298757;0;0;0;Kessler;;0;1;10;2012;0;0;0;L4298757;968;kalimantanensis;"Kessler PJA; et al.";Xue B;Kessler, PJA;
2550;Alphonsea javanica Scheff.;Alphonsea;ID;E Borneo, Loa Haur R. region, W of Samarinda;-0.5;117.15;Kostermans, AJGH;Kostermans, AJGH  9907 ;1;9;1954;<NA>;<NA>;<NA>;Botany;L.4293312;0;0;0;Kostermans;;0;;;;0;0;0;L4293312;9907;javanica;Kostermans AJGH;<NA>;Kostermans, AJGH;
2551;Orophea celebica (Blume) Miq.;Orophea;ID;"Indonesia, North Sulawesi, c. 220km W of Manado; km 50 inland from Pangi on Sungai Ilanga";0.683333;123.666667;Burley, JS;"Burley, JS; et al.  3578 ";1;3;1990;<NA>;<NA>;<NA>;Botany;L.4293369;0;0;0;Burley;;0;;;;0;0;0;L4293369;3578;celebica;"Burley JS; et al.";<NA>;Burley, JS;
2552;Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;ID;Jawa, Bogor, Kabun Raya (cult.).;-6.583333;106.783333;Nitta, A;Nitta, A  15031 ;28;12;1977;<NA>;<NA>;<NA>;Botany;L.4268354;0;0;0;Nitta;;0;;;;0;0;0;L4268354;15031;dasymaschalum;Nitta A;<NA>;Nitta, A;
2553;Xylopia malayana Hook.f. & Thomson;Xylopia;ID;<NA>;2.58;96.08;Achmad;Achmad  884 ;27;1;1919;<NA>;<NA>;<NA>;Botany;L.4301764;0;0;0;Achmad;;0;;;;0;0;0;L4301764;884;malayana;Achmad;<NA>;Achmad;
2554;Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;Netherlands New Guinea, distr. Merauke, east bank of Merau river S of Senajo;-8.49958;140.40613;Royen, P van;Royen, P van  4658 ;11;8;1954;<NA>;<NA>;<NA>;Botany;L.4300824;0;0;0;Royen;;0;;;;0;0;0;L4300824;4658;longirostris;Royen P van;<NA>;Royen, P van;
2555;Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;SE West Irian, Jaat;-5.89791;140.99564;Reksodihardjo, S;Reksodihardjo, S  482 ;12;6;1967;<NA>;<NA>;<NA>;Botany;L.4301755;0;0;0;Reksodihardjo;;0;;;;0;0;0;L4301755;482;fusca;Reksodihardjo S;<NA>;Reksodihardjo, S;
2556;Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Jira.;0.5915;127.917056;Lasut, SA;"Lasut, SA; Haris, I; Soleman, M  162 ";6;7;2013;Kessler PJA;<NA>;<NA>;Botany;L.3967697;0;0;0;Lasut;;0;;;;0;0;0;L3967697;162;;"Lasut SA; Haris I; Soleman M";Kessler PJA;Lasut, SA;
2557;Goniothalamus miquelianus R.M.K.Saunders;Goniothalamus;ID;Gunung Leuser Nature Reserves, Atjeh, North Sumatra, Southern part of the reserves, Alas river valley, near the mouth of the Bengkong River, c. 50 km S of Kutacane;3.0;97.833333;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  18788 ";17;7;1979;Saunders RMK;2002-05-01T00:00:00;<NA>;Botany;L.3966289;0;0;0;Wilde;;0;1;5;2002;0;0;0;L3966289;18788;miquelianus;"Wilde WJJO de; Wilde-Duyfjes BEE de";Saunders RMK;Wilde, WJJO de;
2558;Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;ID;Archipel. Ind. Borneo, G. Kenepai.;0.7;111.716666;Hallier, JG;Hallier, JG  1863 ;1;1;1893;Saunders RMK;2013-04-01T00:00:00;<NA>;Botany;L.3965930;0;0;0;Hallier;;0;1;4;2013;0;0;0;L3965930;1863;malayanus;Hallier JG;Saunders RMK;Hallier, JG;
2559;Goniothalamus tapis Miq.;Goniothalamus;ID;Lematang Oeloe. Res Palembang.;-3.033333;104.266667;Lambach, PM;Lambach, PM  1281 ;21;11;1916;Saunders RMK;2001-05-01T00:00:00;<NA>;Botany;L.3965732;0;0;0;Lambach;;0;1;5;2001;0;0;0;L3965732;1281;tapis;Lambach PM;Saunders RMK;Lambach, PM;
2560;Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Central Kalimantan, Arboretum Nyaru Menteng area, Palangkaraya.;-2.033333;113.766667;Arifin, Z;Arifin, Z AA 1547 ;25;2;1996;Kessler PJA;1996-03-01T00:00:00;<NA>;Botany;L.3965390;0;0;0;Arifin;;0;1;3;1996;0;0;0;L3965390;1547;;Arifin Z;Kessler PJA;Arifin, Z;
2561;Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Lore Lindu National Park, Pono valley near Toro, SFB 552 Sulawesi Throughfall Displacement Experiment.;-1.493333;120.056667;Culmsee, H;"Culmsee, H; et al. r 424 ";1;7;2007;Culmsee H;<NA>;<NA>;Botany;L.3966898;0;0;0;Culmsee;;0;;;;0;0;0;L3966898;424;lateriflora;"Culmsee H; et al.";Culmsee H;Culmsee, H;
2562;Popowia pisocarpa (Blume) Endl.;Popowia;ID;Lore Lindu National Park, Pono valley near Toro, SFB 552 Sulawesi Throughfall Displacement Experiment.;-1.493333;120.056667;Culmsee, H;"Culmsee, H; et al.  257 ";1;8;2006;Kessler PJA;2006-11-01T00:00:00;<NA>;Botany;L.3966579;0;0;0;Culmsee;;0;1;11;2006;0;0;0;L3966579;257;pisocarpa;"Culmsee H; et al.";Kessler PJA;Culmsee, H;
2563;Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.;0.489333;127.908944;Merello, MC;"Merello, MC; Mahroji, R; Loha, D  3565 ";12;12;2012;"Johnson DM; Rachman IA";<NA>;<NA>;Botany;L.3968418;0;0;0;Merello;;0;;;;0;0;0;L3968418;3565;obtusifolia;"Merello MC; Mahroji R; Loha D";"Johnson DM; Rachman IA";Merello, MC;"; Rachman IA"
2564;Popowia pisocarpa (Blume) Endl.;Popowia;ID;Central Halmahera. Weda Bay. Main road to Bukit Limber.;0.519278;128.00175;Lasut, SA;"Lasut, SA; Soleman, M; Fabanyo, B  195 ";20;7;2013;Kessler PJA;<NA>;<NA>;Botany;L.3968403;0;0;0;Lasut;;0;;;;0;0;0;L3968403;195;pisocarpa;"Lasut SA; Soleman M; Fabanyo B";Kessler PJA;Lasut, SA;
2565;Goniothalamus acehensis R.M.K.Saunders;Goniothalamus;ID;P.T. Hargas logging concession, S. of the road Sibulussalam-Gelombang, just N of the crossing of the approach road with Lae (=river) Batu Batu (a tributary of Alas River), near the abandoned village of Belintang.;2.716667;97.9;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  20768 ";8;8;1985;Saunders RMK;2002-05-01T00:00:00;<NA>;Botany;L.3966247;0;0;0;Wilde;;0;1;5;2002;0;0;0;L3966247;20768;acehensis;"Wilde WJJO de; Wilde-Duyfjes BEE de";Saunders RMK;Wilde, WJJO de;
2566;Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Km 8 to Bukit Limber.;0.520222;127.915167;Mahroji, R;"Mahroji, R; Merello, MC; Fabanyo, B; Loha, D  36 ";25;10;2012;Johnson DM;<NA>;<NA>;Botany;L.3967688;0;0;0;Mahroji;;0;;;;0;0;0;L3967688;36;;"Mahroji R; Merello MC; Fabanyo B; Loha D";Johnson DM;Mahroji, R;
2567;Goniothalamus fasciculatus Boerl.;Goniothalamus;ID;Central East Borneo, W. Koetai, near Mt. Kemoel.;1.866667;116.183333;Endert, FH;Endert, FH  4306 ;18;10;1925;Saunders RMK;2013-02-01T00:00:00;<NA>;Botany;L.3966045;0;0;0;Endert;;0;1;2;2013;0;0;0;L3966045;4306;fasciculatus;Endert FH;Saunders RMK;Endert, FH;
2568;Goniothalamus rufus Miq.;Goniothalamus;ID;Indonesia, Borneo, Kalimantan Barat, Gunung Bentuang area, 5-10 km N of Masa village, 150 km NE of Pontianak.;0.866667;110.433333;Burley, JS;"Burley, JS; et al.  2310 ";6;6;1989;Saunders RMK;2001-03-01T00:00:00;<NA>;Botany;L.3965859;0;0;0;Burley;;0;1;3;2001;0;0;0;L3965859;2310;rufus;"Burley JS; et al.";Saunders RMK;Burley, JS;
2569;Goniothalamus tapis Miq.;Goniothalamus;ID;<NA>;-2.916667;104.75;Thorenaar, A;Thorenaar, A T 142 ;;;;Saunders RMK;2002-10-01T00:00:00;<NA>;Botany;L.3965723;0;0;0;Thorenaar;;0;1;10;2002;0;0;0;L3965723;142;tapis;Thorenaar A;Saunders RMK;Thorenaar, A;
2570;Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Java, Kedoe, Sempor bij Gombong;-7.566667;109.483333;Brinkman, R;Brinkman, R  825 ;23;12;1936;Saunders RMK;2001-11-01T00:00:00;<NA>;Botany;L.3965419;0;0;0;Brinkman;;0;1;11;2001;0;0;0;L3965419;825;macrophyllus;Brinkman R;Saunders RMK;Brinkman, R;
